#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
6.4,988,0,4,0,150,80,80
6.5,1370,1,100,5,150,70,30
6.6,1746,1,100,5,150,30,70
6.7,2124,1,100,5,150,70,70
6.8,2506,1,100,5,150,30,30
6.9,2886,2,205,0,150,70,70
6.10,3262,2,204,0,150,30,70
6.11,3636,2,200,0,150,30,30
6.12,4210,1,200,10,150,50,50
6.13,4582,0,0,0,150,50,30
6.14,4686,0,0,0,150,70,50
6.15,4783,0,0,0,150,50,70
6.16,4822,0,0,0,150,30,50
6.17,4910,0,19,0,150,20,50
6.18,4961,0,19,0,150,30,30
6.19,4997,0,19,0,150,30,70
6.20,5158,0,22,0,150,80,50
6.21,5201,0,22,0,150,70,70
6.22,5292,0,22,0,150,70,30
6.23,5534,2,221,0,150,50,50
7.0,307,0,0,0,80,50,50
7.1,542,0,4,0,80,20,80
7.2,590,0,4,0,80,40,80
7.3,639,0,4,0,80,60,80
7.4,687,0,4,0,80,80,80
7.5,824,0,8,0,80,80,50
7.6,871,0,8,0,80,80,20
7.7,962,0,8,0,80,50,20
7.8,1057,0,8,0,80,20,20
7.9,1151,0,11,0,80,20,50
7.10,1249,0,11,0,80,50,80
7.11,1344,0,11,0,80,80,50
7.12,1441,2,94,0,80,50,20
7.13,1630,2,97,0,80,20,50
7.14,1769,2,53,0,80,50,80
7.15,1909,0,0,0,80,80,80
7.16,2004,1,150,5,80,80,50
7.17,2194,0,0,0,80,80,20
7.18,2289,1,150,5,80,50,20
7.19,2571,0,0,0,80,50,50
7.20,2669,1,150,5,80,50,80
7.21,2949,0,28,0,80,60,80
7.22,2997,0,28,0,80,80,80
7.23,3048,0,28,0,80,80,60
7.24,3095,0,28,0,80,80,40
7.25,3140,0,28,0,80,80,20
7.26,3190,0,28,0,80,60,20
7.27,3232,0,28,0,80,40,20
7.28,3282,0,28,0,80,20,20
7.29,3374,0,32,0,80,20,50
7.30,3423,0,32,0,80,20,80
7.31,3472,0,32,0,80,40,80
7.32,3515,0,32,0,80,60,80
7.33,3564,1,50,2,80,50,50
7.34,3707,0,37,0,80,20,20
7.35,3753,0,37,0,80,40,20
7.36,3798,0,37,0,80,60,20
7.37,3846,0,37,0,80,80,20
7.38,3892,0,41,0,80,80,40
7.39,3943,0,41,0,80,80,60
7.40,3989,0,41,0,80,80,80
7.41,4038,0,41,0,80,60,80
7.42,4129,0,45,0,80,40,50
7.43,4179,0,45,0,80,50,40
7.44,4229,0,45,0,80,60,50
7.45,4278,2,101,0,80,50,60
7.46,4511,0,49,0,80,70,30
7.47,4560,0,49,0,80,50,30
7.48,4606,0,49,0,80,30,30
7.49,4654,2,96,0,80,30,50
7.50,4841,2,54,0,80,70,50
7.51,4977,0,57,0,80,80,80
7.52,5030,0,57,0,80,70,70
7.53,5060,0,57,0,80,60,60
7.54,5093,0,57,0,80,50,50
7.55,5125,0,57,0,80,40,40
7.56,5155,0,57,0,80,30,30
7.57,5223,2,49,0,80,20,20
7.58,5362,0,0,0,80,20,50
7.59,5411,0,0,0,80,20,80
7.60,5441,0,0,0,80,40,80
7.61,5474,0,0,0,80,60,80
7.62,5506,0,0,0,80,80,80
7.63,5536,0,0,0,80,70,70
7.64,5566,0,0,0,80,60,60
7.65,5596,1,250,13,80,50,50
8.0,6,0,0,0,100,50,71
8.1,173,0,0,0,100,50,71
8.2,340,0,0,0,100,50,71
8.3,506,0,0,0,100,50,71
8.4,673,1,300,11,100,50,71
