20012,"Thornmarch (Extreme)",0,0,0,0,0,0,0,0,0,0,30,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,514,0,364,112050,0,0,0,4900,4906,0,1,60,178,18,303,0,4,0,0,0,50,50,8,1,2,2,2,2,80,0,1,-1,True,True
20013,"the Minstrel's Ballad: Ultima's Bane",0,0,0,0,0,0,0,0,0,0,31,75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,403,0,348,112032,0,0,0,4044,4050,0,1,60,150,18,299,0,4,0,0,0,50,50,8,1,2,2,2,2,61,0,1,-1,True,True
20014,"Event Contents 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,509,112018,0,0,0,3800,3805,0,0,15,157,18,9999,0,4,0,0,0,50,50,4,1,1,1,1,1,0,0,1,-1,True,False
20015,"Event Contents 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,353,112104,0,0,0,9000,9007,0,0,15,311,18,9997,1,4,0,0,0,60,60,8,1,2,2,2,2,0,0,1,-1,True,False
20016,"Event Contents 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,354,112103,0,0,0,8400,8408,0,0,15,310,18,9998,1,4,0,0,0,60,60,8,1,2,2,2,2,0,0,1,-1,True,False
20017,"the \x02\x1a\x02\x02\x03Whorleater\x02\x1a\x02\x01\x03 (Hard)",0,0,0,0,0,0,0,0,0,0,35,75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,470,0,281,112051,0,0,0,5200,5205,0,2,60,203,18,204,0,4,6,0,0,50,50,8,1,2,2,2,2,60,0,1,-1,True,True
20018,"the \x02\x1a\x02\x02\x03Whorleater\x02\x1a\x02\x01\x03 (Extreme)",0,0,0,0,0,0,0,0,0,0,36,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,526,0,359,112052,0,0,0,5200,5207,0,1,60,203,18,304,0,4,0,0,0,50,50,8,1,2,2,2,2,80,0,1,-1,True,True
20019,"A Relic Reborn: the Chimera",0,0,0,0,0,0,0,0,0,0,0,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,502,0,368,112053,0,0,0,0,0,0,2,60,36,18,100,0,4,6,0,0,50,50,8,1,2,2,2,2,52,0,1,-1,True,True
20020,"A Relic Reborn: the Hydra",0,0,0,0,0,0,0,0,0,0,0,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,503,0,369,112055,0,0,0,0,0,0,2,60,36,18,101,0,4,6,0,0,50,50,8,1,2,2,2,2,52,0,1,-1,True,True
20021,"Battle on the Big Bridge",0,0,0,0,0,0,0,0,0,0,21,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,512,4630934,366,112054,0,0,0,5501,5513,0,0,60,201,18,102,0,4,6,0,0,50,50,8,1,2,2,2,2,50,0,2,-1,True,True
20022,"the Striking Tree (Hard)",0,0,0,0,0,0,0,0,0,0,33,75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,561,0,374,112062,0,0,0,6200,6205,0,2,60,221,18,205,0,4,6,0,0,50,50,8,1,2,2,2,2,65,0,1,-1,True,True
20023,"the Striking Tree (Extreme)",0,0,0,0,0,0,0,0,0,0,34,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,563,0,375,112063,0,0,0,6200,6205,0,1,60,221,18,305,0,4,0,0,0,50,50,8,1,2,2,2,2,85,0,1,-1,True,True
20024,"Akh Afah Amphitheatre (Hard)",0,0,0,0,0,0,0,0,0,0,37,75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,622,0,377,112073,0,0,0,7100,7104,0,2,60,230,18,206,0,4,6,0,0,50,50,8,1,2,2,2,2,80,0,1,-1,True,True
20025,"Akh Afah Amphitheatre (Extreme)",0,0,0,0,0,0,0,0,0,0,1,100,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,643,0,378,112074,0,0,0,7100,7104,0,1,60,230,18,306,0,4,0,0,0,50,50,8,1,2,2,2,2,95,0,1,-1,True,True
20026,"the Dragon's Neck",0,0,0,0,0,0,0,0,0,0,19,75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,645,0,142,112075,0,0,0,7600,7603,0,0,60,232,18,103,0,4,6,0,0,50,50,8,1,2,2,2,2,80,0,1,-1,True,True
20027,"Urth's Fount",0,0,0,0,0,0,0,0,0,0,32,80,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,735,0,394,112065,0,0,0,0,0,0,0,60,227,18,104,0,4,0,0,0,50,50,8,1,2,2,2,2,95,0,1,-1,True,True
20028,"the Steps of Faith",0,0,0,0,0,0,0,0,0,0,0,100,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,745,0,143,112082,0,0,0,8000,8029,0,0,60,254,18,6,0,4,6,0,0,50,50,8,1,2,2,2,2,90,0,1,-1,True,True
20029,"the Chrysalis",0,0,0,0,0,0,0,0,0,0,0,100,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,777,0,426,112081,0,0,0,7800,7806,0,0,60,173,18,5,0,4,6,0,0,50,50,8,1,2,2,2,2,90,0,1,-1,True,True
20030,"Battle in the Big Keep",0,0,0,0,0,0,0,0,0,0,22,80,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,766,0,396,112080,0,0,0,7900,7907,0,0,60,242,18,105,0,4,6,0,0,50,50,8,1,2,2,2,2,90,0,2,-1,True,True
20031,"Thok ast Thok (Hard)",3000,8500,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1023,0,432,112103,0,0,0,8400,8408,0,0,60,310,18,7,1,4,6,0,0,53,54,8,1,2,2,2,2,0,0,1,-1,True,True
20032,"Thok ast Thok (Extreme)",0,0,0,0,0,0,0,0,0,0,38,0,40,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1017,0,446,112107,0,0,0,8400,8408,0,0,60,310,18,308,1,4,0,0,1,60,60,8,1,2,2,2,2,0,0,1,-1,True,True
20033,"the Limitless Blue (Hard)",3000,11500,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1014,0,436,112104,0,0,0,9000,9007,0,0,60,311,18,8,1,4,6,0,0,57,58,8,1,2,2,2,2,0,0,1,-1,True,True
20034,"the Limitless Blue (Extreme)",0,0,0,0,0,0,0,0,0,0,39,0,30,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1024,0,447,112105,0,0,0,9000,9007,0,0,60,311,18,307,1,4,0,0,1,60,60,8,1,2,2,2,2,0,0,1,-1,True,True
20035,"the Singularity Reactor",0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,903,0,437,112106,0,0,0,8800,8807,0,0,60,312,18,9,1,4,6,0,0,60,60,8,1,2,2,2,2,142,0,1,-1,True,True
20036,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,60,0,18,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,-1,True,True
40005,"the Wolves' Den (Matched Party)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,184,112024,0,0,0,0,0,40001,0,30,1082,18,5,0,5,0,0,2,50,50,4,2,1,1,1,1,0,80,1,-1,True,False
40006,"the Wolves' Den (Light Party)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,186,112024,0,0,0,0,0,40001,0,30,1111,18,6,0,5,0,0,1,50,50,4,2,1,1,1,1,0,80,1,-1,True,False
40007,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,60,0,18,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,-1,True,True
20000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,60,0,18,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,-1,True,True
20001,"the Bowl of Embers",1500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,86,0,202,112008,0,0,0,2600,2605,0,0,60,120,18,1,0,4,1,0,0,20,22,4,1,1,1,1,1,0,0,1,-1,True,True
20002,"the Navel",2200,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,244,0,206,112018,0,0,0,3800,3805,0,0,60,157,18,2,0,4,1,0,0,34,36,4,1,1,1,1,1,0,0,1,-1,True,True
20003,"the Howling Eye",2700,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,252,0,208,112019,0,0,0,3700,3705,0,0,60,155,18,3,0,4,1,0,0,44,46,4,1,1,1,1,1,0,0,1,-1,True,True
20004,"the Bowl of Embers (Hard)",0,0,0,0,0,0,0,0,0,0,23,60,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,363,0,292,112021,0,0,0,2600,2605,0,2,60,120,18,200,0,4,6,0,0,50,50,8,1,2,2,2,2,49,0,1,-1,True,True
20005,"the Navel (Hard)",0,0,0,0,0,0,0,0,0,0,25,75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,367,0,293,112022,0,0,0,3800,3805,0,2,60,157,18,202,0,4,6,0,0,50,50,8,1,2,2,2,2,57,0,1,-1,True,True
20006,"the Howling Eye (Hard)",0,0,0,0,0,0,0,0,0,0,27,60,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,365,0,294,112023,0,0,0,3700,3705,0,2,60,155,18,201,0,4,6,0,0,50,50,8,1,2,2,2,2,52,0,1,-1,True,True
20007,"Cape Westwind",2950,7000,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,262,0,332,112020,0,0,0,3600,3603,0,0,60,151,18,4,0,4,6,0,0,49,50,8,1,2,2,2,2,0,0,1,-1,True,True
20008,"the Bowl of Embers (Extreme)",0,0,0,0,0,0,0,0,0,0,24,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,395,0,295,112028,0,0,0,2600,2605,0,1,60,120,18,302,0,4,0,0,0,50,50,8,1,2,2,2,2,70,0,1,-1,True,True
10000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,60,0,18,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,-1,True,True
10001,"Basic Training: Enemy Parties",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,214,111006,0,0,0,1400,1411,0,0,30,40,18,1,0,3,4,0,0,10,11,4,1,1,1,1,1,0,0,1,-1,True,True
10002,"Under the Armor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,190,111001,0,0,0,1500,1506,0,0,30,40,18,2,0,3,4,0,0,10,11,4,1,1,1,1,1,0,0,1,-1,True,True
10003,"Basic Training: Enemy Strongholds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,215,111007,0,0,0,1600,1619,0,0,30,40,18,3,0,3,4,0,0,15,16,4,1,1,1,1,1,0,0,1,-1,True,True
10004,"Hero on the Halfshell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,216,111008,0,0,0,1700,1715,0,0,30,40,18,4,0,3,4,0,0,15,16,4,1,1,1,1,1,0,0,1,-1,True,True
10005,"Pulling Poison Posies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,191,111002,0,0,0,1800,1811,0,0,30,40,18,5,0,3,4,0,0,20,21,4,1,1,1,1,1,0,0,1,-1,True,True
10006,"Stinging Back",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,192,111003,0,0,0,1900,1915,0,0,30,40,18,6,0,3,4,0,0,20,21,4,1,1,1,1,1,0,0,1,-1,True,True
10007,"All's Well that Ends in the Well",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,220,111005,0,0,0,2000,2009,0,0,30,40,18,7,0,3,4,0,0,25,26,4,1,1,1,1,1,0,0,1,-1,True,True
10008,"Flicking Sticks and Taking Names",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,219,111004,0,0,0,2100,2109,0,0,30,40,18,8,0,3,4,0,0,25,26,4,1,1,1,1,1,0,0,1,-1,True,True
10009,"More than a Feeler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,221,111009,0,0,0,2200,2213,0,0,30,40,18,9,0,3,4,0,0,30,31,4,1,1,1,1,1,0,0,1,-1,True,True
