72,"Siegessicher",0,608,0,0,0,0,0,0,0,473,64105,165,265,3,0,204,False
73,"Augen zu",0,611,0,0,0,0,0,0,0,474,64106,166,266,3,0,205,False
74,"Traurig",0,612,0,0,0,0,0,0,0,475,64107,167,267,3,0,206,False
75,"\xc3\x84ngstlich",0,614,0,0,0,0,0,0,0,476,64108,168,268,3,0,207,False
76,"Sprachlos",0,615,0,0,0,0,0,0,0,477,64109,169,269,3,0,208,False
77,"Schmerzerf\xc3\xbcllt",0,616,0,0,0,0,0,0,0,478,64110,170,270,3,0,209,False
78,"Genervt",0,617,0,0,0,0,0,0,0,479,64111,171,271,3,0,210,False
79,"Alarmiert",0,619,0,0,0,0,0,0,0,480,64112,172,272,3,0,211,False
80,"Besorgt",0,620,0,0,0,0,0,0,0,481,64113,173,273,3,0,212,False
81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
82,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
83,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
84,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
85,"Werfen",24,641,0,0,0,0,0,0,0,486,64050,180,280,1,0,92,True
86,"Schneeball",24,743,0,0,0,0,0,0,0,0,64050,149,249,1,0,0,True
87,"Schneeball",24,640,0,0,0,0,0,0,0,0,64050,149,249,1,0,0,False
88,"Schlafen",0,585,584,0,0,0,0,0,0,0,64054,0,0,2,3,0,False
89,,0,586,0,0,0,0,0,586,0,0,64054,0,0,2,3,0,True
90,"Pose \xc3\xa4ndern",0,0,0,0,0,0,0,0,0,491,64068,0,0,2,0,254,False
91,,0,3124,3123,0,0,0,0,0,0,0,0,0,0,4,0,0,False
92,,0,3126,3125,0,0,0,0,0,0,0,0,0,0,4,0,0,False
93,,0,3128,3127,0,0,0,0,0,0,0,0,0,0,4,0,0,False
94,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
95,,0,3132,3131,0,0,3132,0,0,0,0,0,0,0,4,2,0,False
96,,0,3134,3133,0,0,3134,0,0,0,0,0,0,0,4,2,0,False
97,,0,3136,3135,0,3136,0,0,0,0,0,0,0,0,4,1,0,False
98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
101,"Stepptanz",27,570,569,0,0,0,0,0,0,502,64069,182,282,2,4,32,True
102,"Tanz der Fruchtbarkeit",28,572,571,0,0,0,0,0,0,503,64070,183,283,2,5,33,True
103,"Tanz der H\xc3\xb6flinge",29,574,573,0,0,0,0,0,0,504,64071,184,284,2,6,34,True
104,"Tanz der Chevaliers",30,576,575,0,0,0,0,0,0,505,64072,185,285,2,7,35,True
105,"Streicheln",0,3177,0,0,0,3179,3179,0,3174,506,64067,186,286,1,0,48,True
106,"\xc3\x9cbergeben",0,3178,0,0,0,3180,3180,0,3176,507,64073,187,287,1,0,93,True
107,,0,3182,3181,0,0,0,0,0,0,0,0,0,0,4,0,0,False
108,,0,3184,3183,0,0,0,0,0,0,0,0,0,0,4,0,0,False
109,"Feuertanz",98,3188,3187,0,0,0,0,0,0,510,64074,189,288,2,8,36,True
110,"Hurra",225,741,0,0,0,0,0,0,0,511,64075,190,289,1,0,45,True
111,"Schlagen",0,3752,0,0,0,3755,3755,0,3758,512,64076,191,290,1,0,77,True
112,"Umarmen",0,3753,0,0,0,3756,3756,0,3759,513,64077,192,291,1,0,46,True
113,"Ans Herz dr\xc3\xbccken",229,3754,0,0,0,3757,3757,0,3760,514,64078,193,292,1,0,47,True
114,"Hildibrand-Pose",244,3764,3763,0,0,0,0,0,0,515,64079,194,293,2,9,37,True
115,"Faustgru\xc3\x9f",259,3766,0,0,0,3767,3767,0,3768,516,64080,195,294,1,0,49,True
