72,"des Amalj'aas schlimmster Albtraum","des Amalj'aas schlimmster Albtraum",False
73,"der W\xc3\xa4chter des Bierhafens","die W\xc3\xa4chterin des Bierhafens",False
74,"der W\xc3\xa4chter des M\xc3\xbchlenhains","die W\xc3\xa4chterin des M\xc3\xbchlenhains",False
75,"der W\xc3\xa4chter des Goldbasars","die W\xc3\xa4chterin des Goldbasars",False
76,"der frische Wind des Bierhafens","der frische Wind des Bierhafens",False
77,"der frische Wind des M\xc3\xbchlenhains","der frische Wind des M\xc3\xbchlenhains",False
78,"der frische Wind des Goldbasars","der frische Wind des Goldbasars",False
79,"die helfende Hand des Bierhafens","die helfende Hand des Bierhafens",False
80,"die helfende Hand des M\xc3\xbchlenhains","die helfende Hand des M\xc3\xbchlenhains",False
81,"die helfende Hand des Goldbasars","die helfende Hand des Goldbasars",False
82,"Schneemann","Schneefrau",True
83,"Winterdrache","Winterdrache",True
84,"Herzensbrecher","Herzensbrecher",True
85,"K\xc3\xb6niglicher Seneschall","K\xc3\xb6niglicher Seneschall",True
86,"Eiert\xc3\xa4nzer","Eiert\xc3\xa4nzerin",True
87,"Honorabler Kaskadeur","Honorabler Kaskadeur",True
88,"Tr\xc3\xa4ger des Kristalls","Tr\xc3\xa4gerin des Kristalls",True
89,"Sturmf\xc3\xbcrst","Sturmf\xc3\xbcrstin",True
90,"Schlangenf\xc3\xbcrst","Schlangenf\xc3\xbcrstin",True
91,"Ph\xc3\xb6nixf\xc3\xbcrst","Ph\xc3\xb6nixf\xc3\xbcrstin",True
92,"der R\xc3\xbcckhalt Limsas","der R\xc3\xbcckhalt Limsas",False
93,"der R\xc3\xbcckhalt Gridanias","der R\xc3\xbcckhalt Gridanias",False
94,"der R\xc3\xbcckhalt Ul'dahs","der R\xc3\xbcckhalt Ul'dahs",False
95,"Merlwybs Bote","Merlwybs Botin",True
96,"Kan-E-Sennas Bote","Kan-E-Sennas Botin",True
97,"Raubahns Bote","Raubahns Botin",True
98,"der Versorger Limsas","die Versorgerin Limsas",False
99,"der Versorger Gridanias","die Versorgerin Gridanias",False
100,"der Versorger Ul'dahs","die Versorgerin Ul'dahs",False
101,"Expresszusteller","Expresszustellerin",True
102,"Eskorteur","Eskorteurin",True
103,"Ge\xc3\xb6lter Blitz","Ge\xc3\xb6lter Blitz",True
104,"Chocobo-Ritter","Chocobo-Ritter",True
105,"Des Wanderers Schatten","Des Wanderers Schatten",True
106,"Gr\xc3\xbcnauge","Gr\xc3\xbcnauge",True
107,"der Stratege","die Strategin",False
108,"der Schnitter","die Schnitterin",False
109,"der Dungeon-Entdecker","die Dungeon-Entdeckerin",False
110,"der Schicksalsversucher","die Schicksalsversucherin",False
111,"Elite-Kaskadeur","Elite-Kaskadeurin",True
112,"Mahlstrom-Welpe","Mahlstrom-Welpe",True
113,"Mahlstrom-Winsler","Mahlstrom-Winslerin",True
114,"Mahlstrom-Knurrer","Mahlstrom-Knurrerin",True
115,"Mahlstrom-Heuler","Mahlstrom-Heulerin",True
116,"Mahlstrom-Pirscher","Mahlstrom-Pirscherin",True
117,"Mahlstrom-Hetzer","Mahlstrom-Hetzerin",True
118,,,False
119,,,False
120,,,False
121,,,False
122,"Ordens-Welpe","Ordens-Welpe",True
123,"Ordens-Winsler","Ordens-Winslerin",True
124,"Ordens-Knurrer","Ordens-Knurrerin",True
125,"Ordens-Heuler","Ordens-Heulerin",True
126,"Ordens-Pirscher","Ordens-Pirscherin",True
127,"Ordens-Hetzer","Ordens-Hetzerin",True
128,,,False
129,,,False
130,,,False
131,,,False
132,"Legions-Welpe","Legions-Welpe",True
133,"Legions-Winsler","Legions-Winslerin",True
134,"Legions-Knurrer","Legions-Knurrerin",True
135,"Legions-Heuler","Legions-Heulerin",True
136,"Legions-Pirscher","Legions-Pirscherin",True
137,"Legions-Hetzer","Legions-Hetzerin",True
138,,,False
139,,,False
140,,,False
141,,,False
142,"der Gro\xc3\x9fe B\xc3\xb6se Wolf","die Gro\xc3\x9fe B\xc3\xb6se W\xc3\xb6lfin",False
143,"der Alpha-Wolf","die Alpha-W\xc3\xb6lfin",False
144,"die Seele des Rudels","die Seele des Rudels",False
145,"Bruder der Asche","Schwester der Asche",True
146,"Sylphen-Freund","Sylphen-Freundin",True
147,"Schatzj\xc3\xa4ger","Schatzj\xc3\xa4gerin",True
148,"Vorzeigekobold des 789. Ordens","Vorzeigekobold des 789. Ordens",True
149,"Novvs Laichw\xc3\xa4chter","Novvs Laichw\xc3\xa4chterin",True
150,"der ambitionierte Angler","die ambitionierte Anglerin",False
151,"der lebende Schild","der lebende Schild",False
152,"die lebende Axt","die lebende Axt",False
153,"der tapfere Schild","der tapfere Schild",False
154,"die tapfere Axt","die tapfere Axt",False
155,"Frontk\xc3\xa4mpfer","Frontk\xc3\xa4mpferin",True
156,"Mahlstrom-Frontk\xc3\xa4mpfer","Mahlstrom-Frontk\xc3\xa4mpferin",True
157,"Legion-Frontk\xc3\xa4mpfer","Legion-Frontk\xc3\xa4mpferin",True
158,"Bruderschaft-Frontk\xc3\xa4mpfer","Bruderschaft-Frontk\xc3\xa4mpferin",True
159,"Drohnenj\xc3\xa4ger","Drohnenj\xc3\xa4gerin",True
160,"der Held des Heliodroms","die Heldin des Heliodroms",False
161,"Monsterj\xc3\xa4ger","Monsterj\xc3\xa4gerin",True
162,"Gl\xc3\xbcckssucher","Gl\xc3\xbcckssucherin",True
163,"Spurensucher","Spurensucherin",True
164,"Kopfgeldj\xc3\xa4ger","Kopfgeldj\xc3\xa4gerin",True
165,"Gl\xc3\xbccksritter","Gl\xc3\xbccksritterin",True
166,"Jagdaufseher","Jagdaufseherin",True
167,"Rafflesia-Richter","Rafflesia-Richterin",True
168,"Melusine-M\xc3\xa4her","Melusine-M\xc3\xa4herin",True
169,"Avatar","Avatar",True
170,"Domitor","Domitrix",True
171,"der Demontierer","die Demontiererin",False
172,,,False
173,"der Kistentr\xc3\xa4ger","die Kistentr\xc3\xa4gerin",False
174,"der Bewahrer Eorzeas","die Bewahrerin Eorzeas",False
175,"Postbote","Postbotin",True
176,"\xc3\x9cberflieger","\xc3\x9cberfliegerin",True
177,"der Verhandlungsk\xc3\xbcnstler","die Verhandlungsk\xc3\xbcnstlerin",False
178,"der letzte Zeuge","die letzte Zeugin",False
179,"der Seedrachenbezwinger","die Seedrachenbezwingerin",False
180,"Kapitalist","Kapitalistin",True
181,,,False
182,"der Schatten","der Schatten",False
183,"Eisbrecher","Eisbrecher",True
184,"Erleuchter der Dunkelheit","Erleuchterin der Dunkelheit",True
185,"Chevalier cum laude","Chevali\xc3\xa8re cum laude",True
186,"Liebeshelfer","Liebeshelferin",True
187,"Rossz\xc3\xa4hmer","Rossz\xc3\xa4hmerin",True
188,"der Unber\xc3\xbchrte","die Unber\xc3\xbchrte",False
189,"der Schl\xc3\xa4chter","die Schl\xc3\xa4chterin",False
190,"die barmherzige Hand","die barmherzige Hand",False
191,"Lichttr\xc3\xa4ger","Lichttr\xc3\xa4gerin",True
192,"der Erleuchtete","die Erleuchtete",False
193,"Sternenschmied","Sternenschmiedin",True
194,"der Puppenspieler","die Puppenspielerin",False
195,"der Spieler","die Spielerin",False
196,"Gl\xc3\xbcckspilz","Gl\xc3\xbcckspilz",True
197,"Chocobo-Z\xc3\xbcchter","Chocobo-Z\xc3\xbcchterin",True
198,"Chocobo-Trainer","Chocobo-Trainerin",True
199,"Stalljunge","Stallm\xc3\xa4dchen",True
200,"Profi-Jockey","Profi-Jockey",True
201,"Jockey-Veteran","Jockey-Veteranin",True
202,"der schnellste Mann von Thanalan","die schnellste Frau von Thanalan",False
203,"Stolzer Kartenbesitzer","Stolze Kartenbesitzerin",True
204,"der Kartenk\xc3\xb6nig","die Kartenk\xc3\xb6nigin",False
205,"Seine Dreifaltigkeit","Ihre Dreifaltigkeit",True
206,"der Duellant","die Duellantin",False
207,"der Schicksalsergebene","die Schicksalsergebene",False
208,"der Sturmfeste","die Sturmfeste",False
209,"Magnat","Magnatin",True
210,"Emsiger Sparer","Emsige Sparerin",True
211,"Licht der Hoffnung","Licht der Hoffnung",True
212,"Postmeister","Postmeisterin",True
213,"Eierlegende","Eierlegende",True
214,"Ungl\xc3\xa4ubiger","Ungl\xc3\xa4ubige",True
215,"der Freigesprochene","die Freigesprochene",False
216,"Nidhogg-Bezwinger","Nidhogg-Bezwingerin",True
217,"Silberklinge","Silberklinge",True
218,"die Gei\xc3\x9fel der Garlear","die Gei\xc3\x9fel der Garlear",False
219,"Jungexeget","Jungexegetin",True
220,"Askalons Ende","Askalons Ende",True
221,"der Friedensbringer","die Friedensbringerin",False
222,"der Tr\xc3\xa4ger der Eidklinge","die Tr\xc3\xa4gerin der Eidklinge",False
223,"\xc3\x96ffner der 14 Chakren","\xc3\x96ffnerin der 14 Chakren",True
224,"Mithrilherz","Mithrilherz",True
225,"Azur-Drachenreiter","Azur-Drachenreiterin",True
226,"Wolkens\xc3\xa4nger","Wolkens\xc3\xa4ngerin",True
227,"der Bes\xc3\xa4nftiger","die Bes\xc3\xa4nftigerin",False
228,"der Vernichter","die Vernichterin",False
229,"Herr der Trance","Herrin der Trance",True
230,"Seesoldat","Seesoldatin",True
231,"der dunkelste Schatten","der dunkelste Schatten",False
232,"Schwarzblut","Schwarzblut",True
233,"der Erl\xc3\xb6ser","die Erl\xc3\xb6serin",False
234,"Sternengucker","Sternenguckerin",True
235,"Indigodrescher","Indigodrescherin",True
236,"Finder falscher G\xc3\xb6tter","Finderin falscher G\xc3\xb6tter",True
237,"Luftikus","Luftikus",True
238,,,False
239,"der Gro\xc3\x9fmeister des Krieges","die Gro\xc3\x9fmeisterin des Krieges",False
240,"der Gro\xc3\x9fmeister der Magie","die Gro\xc3\x9fmeisterin der Magie",False
241,"die dunkle Bastion","die dunkle Bastion",False
242,"die unersch\xc3\xbctterliche Klinge","die unersch\xc3\xbctterliche Klinge",False
243,"der H\xc3\xbcter des Wissens","die H\xc3\xbcterin des Wissens",False
244,,,False
245,"Mahlstrominformant","Mahlstrominformantin",True
246,"Bruderschaftsinformant","Bruderschaftsinformantin",True
247,"Legionsinformant","Legionsinformantin",True
248,"der Gro\xc3\x9fmeister des Handwerks","die Gro\xc3\x9fmeisterin des Handwerks",False
249,"der Gro\xc3\x9fmeister des Sammelns","die Gro\xc3\x9fmeisterin des Sammelns",False
250,"Sch\xc3\xb6pfer der Meisterwerke","Sch\xc3\xb6pferin der Meisterwerke",True
251,"H\xc3\xbcter der Meisterwerke","H\xc3\xbcterin der Meisterwerke",True
252,"Gesch\xc3\xa4ftspartner","Gesch\xc3\xa4ftspartnerin",True
253,"Meisterzimmerer","Meisterzimmerin",True
254,"Meistergrobschmied","Meistergrobschmiedin",True
255,"Meisterplattner","Meisterplattnerin",True
256,"Meistergoldschmied","Meistergoldschmiedin",True
257,"Meistergerber","Meistergerberin",True
258,"Meisterweber","Meisterweberin",True
259,"Meisteralchemist","Meisteralchemistin",True
260,"Meistergourmet","Meistergourmet",True
261,"Meisterminenarbeiter","Meisterminenarbeiterin",True
262,"Meisterg\xc3\xa4rtner","Meisterg\xc3\xa4rtnerin",True
263,"Meisterfischer","Meisterfischerin",True
264,"der Gl\xc3\xbcckliche","die Gl\xc3\xbcckliche",False
265,"der barmherzige Samariter","die barmherzige Samariterin",False
