100063,"Sorgf\xc3\xa4ltige Bearbeitung","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 90 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 100 %",0,100063,100063,100063,100063,100063,100063,100063,100063,240,247,1768,33,15,0,13,False
100064,"Solide Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 125 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 80 %",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1765,14,18,32,13,False
100065,"Wiederherstellung II","60 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1770,14,25,160,13,False
100066,"Zeichen des Blitzes","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 % (bei blitzbasiertem Rezept 200 %)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100066,100066,100066,100066,100066,100066,100066,100066,239,246,1758,33,37,6,13,False
100067,"Solide Bearbeitung","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1764,14,31,15,13,False
100068,"H\xc3\xb6here Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1766,14,43,48,13,False
100069,"Sorgf\xc3\xa4ltige Bearbeitung II","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 120 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 100 %",0,100069,100069,100069,100069,100069,100069,100069,100069,240,247,1771,33,50,0,13,False
100070,"Beobachten","Wartet f\xc3\xbcr einen Arbeitsschritt ab.",0,100010,100023,100040,100082,100053,100070,100099,100113,242,249,1767,14,13,14,13,False
100071,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100072,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100073,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100074,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100075,"Bearbeiten","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1651,12,1,0,11,False
100076,"Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1652,12,5,18,11,False
100077,"Wiederherstellung","30 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1657,12,7,92,11,False
100078,"Solide Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 125 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 80 %",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1665,12,18,32,11,False
100079,"Wiederherstellung II","60 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1670,12,25,160,11,False
100080,"Solide Bearbeitung","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1664,12,31,15,11,False
100081,"H\xc3\xb6here Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1666,12,43,48,11,False
100082,"Beobachten","Wartet f\xc3\xbcr einen Arbeitsschritt ab.",0,100010,100023,100040,100082,100053,100070,100099,100113,242,249,1667,12,13,14,11,False
100083,"Makellose Bearbeitung","Die Arbeit schreitet um 40 Einheiten fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100083,100083,100083,100083,100083,100083,100083,100083,239,246,1673,33,37,15,11,False
100084,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100085,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100086,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100087,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100088,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100089,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100090,"Bearbeiten","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1801,15,1,0,14,False
100091,"Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1802,15,5,18,14,False
100092,"Wiederherstellung","30 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1807,15,7,92,14,False
100093,"Solide Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 125 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 80 %",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1816,15,18,32,14,False
100094,"Wiederherstellung II","60 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1821,15,25,160,14,False
100095,"Zeichen des Wassers","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 % (bei wasserbasiertem Rezept 200 %)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100095,100095,100095,100095,100095,100095,100095,100095,239,246,1809,33,37,6,14,False
100096,"Solide Bearbeitung","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1815,15,31,15,14,False
100097,"H\xc3\xb6here Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1817,15,43,48,14,False
100098,"Kunstgriff","Stellt 20 HP wieder her. Kann nur eingesetzt werden, wenn der Zustand des Materials mindestens \xe2\x80\x9eGut\xe2\x80\x9c ist.",0,100098,100098,100098,100098,100098,100098,100098,100098,242,249,1819,33,15,0,14,False
100099,"Beobachten","Wartet f\xc3\xbcr einen Arbeitsschritt ab.",0,100010,100023,100040,100082,100053,100070,100099,100113,242,249,1818,15,13,14,14,False
100100,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100101,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100102,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100103,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100104,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100105,"Bearbeiten","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1851,16,1,0,15,False
100106,"Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1852,16,5,18,15,False
100107,"Wiederherstellung","30 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1857,16,7,92,15,False
100108,"Hastige Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, aber keine HP verbraucht.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 50 %",0,100108,100108,100108,100108,100108,100108,100108,100108,241,248,1868,33,15,0,15,False
100109,"Solide Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 125 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 80 %",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1865,16,18,32,15,False
100110,"Wiederherstellung II","60 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1870,16,25,160,15,False
100111,"Solide Bearbeitung","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1864,16,31,15,15,False
100112,"H\xc3\xb6here Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1866,16,43,48,15,False
100113,"Beobachten","Wartet f\xc3\xbcr einen Arbeitsschritt ab.",0,100010,100023,100040,100082,100053,100070,100099,100113,242,249,1867,16,13,14,15,False
100114,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100115,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100116,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100117,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100118,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100119,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100120,"Byregots Schwung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht.\x02\x10\x01\x03Effizienz: 150 % (+ pro Status \xe2\x80\x9eInnere Ruhe\xe2\x80\x9c weitere\x02\x10\x01\x0310 %, wobei \xe2\x80\x9eInnere Ruhe\xe2\x80\x9c durch dieses Kommando beendet wird)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff{\x1a\x03Nur einsetzbar, wenn der Materialzustand mindestens \xe2\x80\x9eGut\xe2\x80\x9c ist.\x02\x13\x02\xec\x03",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1523,9,51,18,8,False
100121,"Byregots Schwung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht.\x02\x10\x01\x03Effizienz: 150 % (+ pro Status \xe2\x80\x9eInnere Ruhe\xe2\x80\x9c weitere\x02\x10\x01\x0310 %, wobei \xe2\x80\x9eInnere Ruhe\xe2\x80\x9c durch dieses Kommando beendet wird)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff{\x1a\x03Nur einsetzbar, wenn der Materialzustand mindestens \xe2\x80\x9eGut\xe2\x80\x9c ist.\x02\x13\x02\xec\x03",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1573,10,51,18,9,False
100122,"Byregots Schwung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht.\x02\x10\x01\x03Effizienz: 150 % (+ pro Status \xe2\x80\x9eInnere Ruhe\xe2\x80\x9c weitere\x02\x10\x01\x0310 %, wobei \xe2\x80\x9eInnere Ruhe\xe2\x80\x9c durch dieses Kommando beendet wird)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff{\x1a\x03Nur einsetzbar, wenn der Materialzustand mindestens \xe2\x80\x9eGut\xe2\x80\x9c ist.\x02\x13\x02\xec\x03",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1624,11,51,18,10,False
100123,"Byregots Schwung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht.\x02\x10\x01\x03Effizienz: 150 % (+ pro Status \xe2\x80\x9eInnere Ruhe\xe2\x80\x9c weitere\x02\x10\x01\x0310 %, wobei \xe2\x80\x9eInnere Ruhe\xe2\x80\x9c durch dieses Kommando beendet wird)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff{\x1a\x03Nur einsetzbar, wenn der Materialzustand mindestens \xe2\x80\x9eGut\xe2\x80\x9c ist.\x02\x13\x02\xec\x03",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1675,12,51,18,11,False
