14,"Dragoon-Rossharnisch","Dragoon-Rossharnische","Dragoon-Rossharnisch",4,2,0,1,0,0,65547,65547,65547,49031,49032,49033,0
15,"Wei\xc3\x9fmagier-Rossharnisch","Wei\xc3\x9fmagier-Rossharnische","Wei\xc3\x9fmagier-Rossharnisch",4,2,0,1,0,0,65549,65549,65549,49034,49035,49036,0
16,"Sleipnir-Rossharnisch","Sleipnir-Rossharnische","Sleipnir-Rossharnisch",4,2,0,1,0,0,65550,65550,65550,49037,49038,49039,0
17,"Behemoth-Rossharnisch","Behemoth-Rossharnische","Behemoth-Rossharnisch",4,2,0,1,0,0,65551,65551,65551,49040,49041,49042,0
18,"Chocobo-Fliegerhaube","Chocobo-Fliegerhauben","Chocobo-Fliegerhaube",3,1,0,1,1,0,65555,0,0,49043,0,0,0
19,"Schwarzmagier-Rossharnisch","Schwarzmagier-Rossharnische","Schwarzmagier-Rossharnisch",4,2,0,1,0,0,65548,65548,65548,49046,49047,49048,0
20,"k\xc3\xb6niglich[a] Rossharnisch","k\xc3\xb6niglich[a] Rossharnisch","K\xc3\xb6niglicher Rossharnisch",4,2,0,1,0,0,65553,0,0,49061,0,0,0
21,"Sternenlicht-Rossharnisch","Sternenlicht-Rossharnische","Sternenlicht-Rossharnisch",4,2,0,1,0,0,65540,65540,65540,49064,49065,49066,0
22,"Wogen-Rossharnisch","Wogen-Rossharnische","Wogen-Rossharnisch",4,2,0,1,0,0,65556,65556,65556,49067,49068,49069,0
23,"Harnisch[p] des Lichts","Harnische[p] des Lichts","Harnisch des Lichts",4,2,0,1,0,0,65557,65557,65557,49070,49071,49072,0
24,"Saliah-Harnisch","Saliah-Harnische","Saliah-Harnisch",4,2,0,1,0,0,65558,0,0,49073,0,0,0
25,"Blitz-Rossharnisch","Blitz-Rossharnische","Blitz-Rossharnisch",4,2,0,1,0,0,65560,65560,65560,49076,49077,49078,0
26,"gefiedert[a] Rossharnisch","gefiedert[a] Rossharnische","Gefiederter Rossharnisch",4,2,0,1,0,0,65559,0,0,49079,0,0,0
27,"schaurig[a] Rossharnisch","schaurig[a] Rossharnische","Schauriger Rossharnisch",4,2,0,1,0,0,65561,65561,65561,49082,49083,49084,0
28,"Eis-Rossharnisch","Eis-Rossharnische","Eis-Rossharnisch",4,2,0,1,0,0,65562,65562,65562,49085,49086,49087,0
29,"Gl\xc3\xbccksspieler-Rossharnisch","Gl\xc3\xbccksspieler-Rossharnische","Gl\xc3\xbccksspieler-Rossharnisch",2,2,0,1,0,0,65565,65565,65565,49091,49092,49093,0
30,"Buhlen-Rossharnisch","Buhlen-Rossharnische","Buhlen-Rossharnisch",2,2,0,1,0,0,65566,65566,65566,49088,49089,49090,0
31,"leicht[a] Ishgarder Rossharnisch","leicht[a] Ishgarder Rossharnische","Leichter Ishgarder Rossharnisch",4,2,0,1,0,0,65567,65567,65567,49094,49095,49096,0
32,"Ishgarder Rossharnisch","Ishgarder Rossharnische","Ishgarder Rossharnisch",4,2,0,1,0,0,131103,131103,131103,49097,49098,49099,0
33,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Bismarck-Rossharnisch","Bismarck-Rossharnische","Bismarck-Rossharnisch",4,2,0,1,0,0,65568,65568,65568,49103,49104,49105,0
35,"Ravana-Rossharnisch","Ravana-Rossharnische","Ravana-Rossharnisch",4,2,0,1,0,0,65569,65569,65569,49106,49107,49108,0
36,"Adeligen-Rossharnisch","Adeligen-Rossharnische","Adeligen-Rossharnisch",4,2,0,1,0,0,65570,65570,65570,49109,49110,49111,0
37,"orthodox[a] Rossharnisch","orthodox[a] Rossharnische","Orthodoxer Rossharnisch",4,2,0,1,0,0,131106,131106,131106,49112,49113,49114,0
38,"Hochland-Rossharnisch","Hochland-Rossharnische","Hochland-Rossharnisch",4,2,0,1,0,0,65571,65571,65571,49115,49116,49117,0
39,"Wildrosen-Harnisch","Wildrosen-Harnische","Wildrosen-Harnisch",2,2,0,1,0,0,65573,65573,65573,49118,49119,49120,0
