20,"M\xc3\xb6nch","M\xc3\x96N","M\xc3\xb6nch",4300022569,"Monk",4543,66657,66602,0,0,110,45,110,100,105,50,90,65,100,100,100,100,100,100,200,201,202,3360,0,0,30,9,2,2,2,0,1,52,1,0,-1,-1,1
21,"Krieger","KRG","Kriegerin",4300088105,"Warrior",4544,66655,66590,0,0,125,40,105,110,95,40,55,45,100,100,100,100,100,100,197,198,4240,3359,0,0,30,10,3,3,1,0,3,53,1,2,-1,-1,2
22,"Dragoon","DRG","Dragoon",4300153641,"Dragoon",4545,66658,66608,0,0,115,50,115,105,100,45,65,75,100,100,100,100,100,100,200,201,4242,3360,0,0,30,11,4,4,2,0,1,54,1,4,-1,-1,3
23,"Barde","BRD","Bardin",4300219177,"Bard",4546,66659,66614,0,0,105,80,90,100,115,85,80,85,100,100,100,100,100,100,4238,4239,4244,4249,0,0,30,12,5,5,3,0,2,55,1,3,-1,-1,4
24,"Wei\xc3\x9fmagier","WMA","Wei\xc3\x9fmagierin",4300284713,"White Mage",4547,66660,66620,0,0,105,120,55,100,105,105,115,120,100,100,100,100,100,100,206,207,208,3362,0,0,31,13,6,6,4,0,5,57,1,6,-1,-1,5
25,"Schwarzmagier","SMA","Schwarzmagierin",4300350249,"Black Mage",4548,66661,66626,0,0,105,125,45,100,100,115,75,120,100,100,100,100,100,100,203,204,205,3361,0,0,31,14,7,7,3,0,4,58,1,5,-1,-1,6
26,"Hermetiker","HRT","Hermetikerin",0,"Arcanist",0,0,0,2142,0,100,110,85,95,95,105,75,100,100,100,100,100,100,100,203,204,4246,3361,0,0,31,15,0,26,3,1,4,9,1,18,7,-1,7
27,"Beschw\xc3\xb6rer","BSW","Beschw\xc3\xb6rerin",4300415785,"Summoner",4549,66662,66632,0,0,105,110,90,100,100,115,80,105,100,100,100,100,100,100,203,204,4246,3361,0,0,31,16,8,26,3,0,4,59,1,18,-1,-1,7
28,"Gelehrter","GLT","Gelehrte",4300481321,"Scholar",4550,66663,66638,0,0,105,115,90,100,100,105,115,120,100,100,100,100,100,100,206,207,4247,3362,0,0,31,17,9,26,4,0,6,60,1,18,-1,-1,7
29,"Schurke","SCH","Schurkin",0,"Rogue",0,0,0,0,0,103,40,80,95,100,60,70,60,100,100,100,100,100,100,200,201,4243,3360,0,0,30,18,0,29,2,0,2,6,1,19,8,-1,11
30,"Ninja","NIN","Ninja",4301726505,"Ninja",7886,67115,65770,0,0,108,50,85,100,110,65,75,65,100,100,100,100,100,100,200,201,4243,3360,0,0,30,19,10,29,2,0,2,56,1,19,-1,-1,11
31,"Maschinist","MCH","Maschinistin",4302381865,"Machinist",8574,0,0,0,0,105,80,85,100,115,80,85,85,100,100,100,100,100,100,4238,4239,4245,4249,0,0,30,20,11,31,3,0,2,62,30,20,9,-1,-1
32,"Dunkelritter","DKR","Dunkelritterin",4302512937,"Dark Knight",8839,0,0,0,0,120,80,105,110,95,60,40,85,100,100,100,100,100,100,197,198,4241,3359,0,0,30,21,12,32,1,0,3,61,30,21,10,-1,-1
33,"Astrologe","AST","Astrologin",4302447401,"Astrologian",8840,0,0,0,0,105,120,50,100,100,105,115,120,100,100,100,100,100,100,206,207,4248,3362,0,0,31,22,13,33,4,0,6,63,30,22,11,-1,-1
