12,"\xc3\x89meraude scintillante","La dur\xc3\xa9e des d\xc3\xa9g\xc3\xa2ts p\xc3\xa9riodiques inflig\xc3\xa9s par le ma\xc3\xaetre est allong\xc3\xa9e de 15s.\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",564,640,1,True
13,"Griffes","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de terre \xc3\xa0 la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 70\x02\x10\x01\x03Augmente l'inimiti\xc3\xa9.",551,633,2,False
14,"Topaze scintillante","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de terre aux cibles alentour.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 60\x02\x10\x01\x03Augmente l'inimiti\xc3\xa9.\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",552,634,2,True
15,"Pelotonnement","Les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us par le familier sont r\xc3\xa9duits de 20%.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 20s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",553,635,2,True
16,"Charge","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de terre \xc3\xa0 la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 60\x02\x10\x01\x03Inflige \xc3\x89tourdissement.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 2s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",554,636,2,True
17,"Lame de vent","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de vent \xc3\xa0 la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 100",2711,792,5,False
18,"Onde de choc","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de vent \xc3\xa0 la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 90\x02\x10\x01\x03Projette la cible 15 yalms en arri\xc3\xa8re\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2713,793,5,True
19,"Taillade a\xc3\xa9rienne","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de vent \xc3\xa0 la cible et aux ennemis proches d'elle.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 90\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2712,794,5,True
20,"Contagion","La dur\xc3\xa9e des d\xc3\xa9g\xc3\xa2ts p\xc3\xa9riodiques inflig\xc3\xa9s par le ma\xc3\xaetre est allong\xc3\xa9e de 15s.\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2714,795,5,True
21,"Rafale a\xc3\xa9rienne","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de vent \xc3\xa0 la cible et aux ennemis proches d'elle.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 250\x02\x10\x01\x03\x02\x10\x01\x03Utilise lors de \xe2\x80\x9cGalvanisation\xe2\x80\x9d.",2715,796,5,True
22,"Casse-roc","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de terre \xc3\xa0 la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 85\x02\x10\x01\x03Augmente l'inimiti\xc3\xa9.",2701,787,4,False
23,"Casse-montagnes","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de terre aux cibles alentour.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 70\x02\x10\x01\x03Augmente l'inimiti\xc3\xa9.\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2702,788,4,True
24,"Barri\xc3\xa8re terrestre","Les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us par le familier sont r\xc3\xa9duits de 20%.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 20s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2703,789,4,True
25,"Glissement de terrain","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de terre \xc3\xa0 la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 70\x02\x10\x01\x03Inflige \xc3\x89tourdissement.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 2s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2704,790,4,True
26,"Fureur tellurique","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de terre aux ennemis alentour.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 200\x02\x10\x01\x03Inflige des d\xc3\xa9g\xc3\xa2ts dans l'aire d'effet.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 20  \x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 15s\x02\x10\x01\x03\x02\x10\x01\x03Utilise lors de \xe2\x80\x9cGalvanisation\xe2\x80\x9d.",2705,791,4,True
27,"Cyclone \xc3\xa9carlate","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de feu \xc3\xa0 la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 110\x02\x10\x01\x03Inflige \xc3\x89tourdissement.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 2s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2721,797,3,True
28,"Frappe ardente","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de feu \xc3\xa0 la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 120",2722,798,3,False
29,"Bouclier radiant","Le familier riposte chaque fois que lui ou les \xc3\xa9quipiers alentour subissent des d\xc3\xa9g\xc3\xa2ts physiques.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 50  \x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 20s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2723,799,3,True
30,"Fracassement flamboyant","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de feu aux cibles alentour.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 110\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2724,800,3,True
31,"Flammes de l'enfer","Le familier inflige des d\xc3\xa9g\xc3\xa2ts magiques de feu en \xc3\xa9ventail aux ennemis devant lui.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 200\x02\x10\x01\x03Inflige des d\xc3\xa9g\xc3\xa2ts de feu p\xc3\xa9riodiques.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 20  \x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 15s\x02\x10\x01\x03\x02\x10\x01\x03Utilise lors de \xe2\x80\x9cGalvanisation\xe2\x80\x9d.",2725,801,3,True
32,"Embrassement","Le familier soigne les PV de la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 300",2826,802,6,False
33,"Murmure de l'aurore","Le familier soigne p\xc3\xa9riodiquement ses PV et ceux des \xc3\xa9quipiers alentour.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 100  \x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 21s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2827,803,6,False
34,"Alliance f\xc3\xa9erique","Le familier augmente temporairement sa d\xc3\xa9fense magique et celle des \xc3\xa9quipiers alentour de 20%.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 20s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2828,804,6,True
35,"Illumination f\xc3\xa9erique","Le familier augmente temporairement l'efficacit\xc3\xa9 de ses sorts curatifs et de ceux des \xc3\xa9quipiers alentour de 20%.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 20s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2829,805,6,True
36,"Embrassement","Le familier soigne les PV de la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 300",2836,806,7,False
37,"Silence de l'aurore","Le familier inflige Silence \xc3\xa0 la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 1s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2837,807,7,True
38,"Caresse f\xc3\xa9erique","Le familier soigne une alt\xc3\xa9ration d'\xc3\xa9tat de chacun des \xc3\xa9quipiers alentour.\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2811,810,7,True
39,"Vent f\xc3\xa9erique","Le familier augmente temporairement de 3% votre vitesse d'attaque et celle des \xc3\xa9quipiers alentour.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 30s\x02\x10\x01\x03\x02\x10\x01\x03N'utilise pas cette action automatiquement en mode \xe2\x80\x9cOb\xc3\xa9ir\xe2\x80\x9d.",2812,811,7,True
40,"Mode attaque","Ordonne \xc3\xa0 votre auto-tourelle de se concentrer sur l'attaque.",405,0,8,False
41,"Mode soutien","Ordonne \xc3\xa0 votre auto-tourelle de se concentrer sur le soutien.",405,0,8,False
