131093,"Zur Abenteurergilde in der \xe2\x80\x9eErtr\xc3\xa4nkten Sorge\xe2\x80\x9c (1. OG).","Zur Abenteurergilde in der \xe2\x80\x9eErtr\xc3\xa4nkten Sorge\xe2\x80\x9c (1. OG) fahren?",4158069,0,0,0,1,1,0,0,False
131094,"Zur Bollwerkhalle (EG).","Zur Bollwerkhalle (EG) fahren?",4161445,0,0,0,1,1,0,0,False
131095,"Zum Luftschiff-Landeplatz (3. OG).","Zum Luftschiff-Landeplatz (3. OG) fahren?",4164411,0,0,0,1,1,0,0,False
131096,"Zur Ebene der Redner (1. OG).","Zur Ebene der Redner (1. OG) fahren?",4164414,0,0,0,1,1,0,0,False
131097,"Zum Rubinstra\xc3\x9fenmarkt (EG).","Zum Rubinstra\xc3\x9fenmarkt (EG) fahren?",4164413,0,0,0,1,1,0,0,False
131098,,"Die Silberhalle betreten?",4087066,590451,590452,0,8,1,0,0,False
131099,,"Den Bereich betreten?",4165046,590611,0,0,1,1,0,0,False
131100,,"Diesen Bereich verlassen?",4165037,590610,0,0,1,1,0,0,False
131101,"Nach Gridania.","F\xc3\xbcr 120 Gil nach Gridania reisen?",4103382,0,590530,590453,9,1,227,232,True
131102,"Nach Limsa Lominsa.","F\xc3\xbcr 120 Gil nach Limsa Lominsa reisen?",4103399,0,590530,590453,9,1,227,230,True
131103,"Nach Ul'dah.","F\xc3\xbcr 120 Gil nach Ul'dah reisen?",4103339,0,589916,590454,9,1,231,228,True
131104,"Nach Limsa Lominsa.","F\xc3\xbcr 120 Gil nach Limsa Lominsa reisen?",4103399,0,589916,590454,9,1,231,230,True
131105,"Nach Ul'dah.","F\xc3\xbcr 120 Gil nach Ul'dah reisen?",4103339,0,590531,590455,9,1,229,228,True
131106,"Nach Gridania.","F\xc3\xbcr 120 Gil nach Gridania reisen?",4103382,0,590531,590455,9,1,229,232,True
131107,,"F\xc3\xbcr 80 Gil nach Limsa Lominsa reisen?",4165398,0,591076,590456,10,1,235,234,True
131108,,"F\xc3\xbcr 80 Gil zur Bucht des Abendsterns reisen?",4165376,0,591077,590457,10,1,233,236,True
131109,"Zum Bierhafen.","F\xc3\xbcr 40 Gil zum Bierhafen reisen?",4165794,590514,590515,590622,11,1,0,0,False
131110,"Nach Limsa Lominsa.","F\xc3\xbcr 40 Gil nach Limsa Lominsa reisen?",4165749,590516,590517,590623,11,1,0,0,False
131111,"Zur Sonnenk\xc3\xbcste.","F\xc3\xbcr 40 Gil zur Sonnenk\xc3\xbcste reisen?",4165755,590518,590519,590624,12,1,0,0,False
131112,"Nach Limsa Lominsa.","F\xc3\xbcr 40 Gil nach Limsa Lominsa reisen?",4165749,590520,590521,590625,12,1,0,0,False
131113,"Zu Jijiroons Handelsposten.","F\xc3\xbcr 40 Gil zu Jijiroons Handelsposten reisen?",4165801,590510,0,590511,13,1,0,0,False
131114,"Zu Memeroons Handelsposten,","F\xc3\xbcr 40 Gil zu Memeroons Handelsposten reisen?",4165797,590512,0,590513,13,1,0,0,False
131115,"Zum Bierhafen.","F\xc3\xbcr 40 Gil zum Bierhafen reisen?",4165794,590522,590626,590628,14,1,0,0,False
131116,"Zum Kerzenwacht-Kai.","F\xc3\xbcr 40 Gil zum Kerzenwacht-Kai reisen?",4165877,590523,590627,590629,14,1,0,0,False
131117,"Zum Tiefen Wald.","Die Wei\xc3\x9fwolf-Pforte durchschreiten?",1317627,590524,590525,0,15,1,0,0,False
131118,,"Gridania betreten?",1317561,590529,590526,0,15,1,0,0,False
131119,"Zur Regenf\xc3\xa4nger-Rinne.","F\xc3\xbcr 40 Gil zur Regenf\xc3\xa4nger-Rinne reisen?",4165759,590527,0,590630,16,1,0,0,False
131120,"Zum Verborgenen Wasserfall.","F\xc3\xbcr 40 Gil zum Verborgenen Wasserfall reisen?",4165758,590528,0,590631,16,1,0,0,False
131121,"Zum Wasserrosentisch.","Zum Wasserrosentisch weitergehen?",3877982,590535,590536,0,19,1,0,0,False
131122,"Zur Admiralsbr\xc3\xbccke.","Die Admiralsbr\xc3\xbccke betreten?",4146949,590563,0,0,20,1,0,0,False
131123,,"Die Admiralsbr\xc3\xbccke verlassen?",4169071,0,0,0,1,1,0,0,False
131124,,,4190590,0,0,0,2,2,0,0,False
131125,,,4189532,0,0,0,2,2,0,0,False
131126,,"Zum Minotauren-Malm reisen?",4165939,590603,0,0,1,1,0,0,False
131127,,"Zu Nalds Besinnung reisen?",4165935,590604,0,0,1,1,0,0,False
131128,,"Vom Landebereich in den Wartebereich zur\xc3\xbcckgehen?",4103339,590607,0,0,1,1,0,0,False
131129,,"Vom Landebereich in den Wartebereich zur\xc3\xbcckgehen?",4103382,590608,0,0,1,1,0,0,False
131130,,"Vom Landebereich in den Wartebereich zur\xc3\xbcckgehen?",4103399,590609,0,0,1,1,0,0,False
131131,"Zur Wolfsh\xc3\xb6hle.","Zur Wolfsh\xc3\xb6hle \xc3\xbcbersetzen?",4264415,590632,0,0,1,1,0,0,False
131132,"Zu den Moraby-Trockendocks.","Zu den Moraby-Trockendocks \xc3\xbcbersetzen?",4264426,590633,0,0,1,1,0,0,False
131133,"Zum Bierhafen.","Zum Bierhafen reisen?",4165794,590634,0,0,1,1,0,0,False
131134,"Zu den Phantominseln.","F\xc3\xbcr 40 Gil zu den Phantominseln reisen?",4264587,590635,590636,590637,22,1,0,0,False
131135,"Zum Bierhafen.","Zum Bierhafen reisen?",4165794,0,0,0,1,1,0,0,False
131136,"Zum Schlangennest.","F\xc3\xbcr 40 Gil zum Schlangennest reisen?",4264605,590638,590639,590640,23,1,0,0,False
131137,,"Cids Werkstatt verlassen?",4321669,0,0,0,1,1,0,0,False
131138,,"Nach Gridania reisen?",4102803,590843,0,0,1,1,0,0,False
131139,,"Die Verschlungenen Schatten von Bahamut verlassen?",4332112,0,0,0,1,1,0,0,False
131140,,"Die Verschlungenen Schatten von Bahamut verlassen?",4332121,0,0,0,1,1,0,390,False
131141,,"Den Lift aktivieren?",4331241,0,0,0,1,1,389,0,False
131142,,"Den Saal der Morgenr\xc3\xb6te betreten?",4498658,0,0,0,1,1,0,0,False
131143,,"Den Saal der Morgenr\xc3\xb6te verlassen?",4498656,0,0,0,1,1,0,0,False
131144,,"Den Sonnenstein betreten?",4498659,0,0,0,1,1,0,0,False
131145,,"Den Sonnenstein verlassen?",4498857,0,0,0,1,1,0,0,False
131146,,"Vor die Acht W\xc3\xa4chter treten?",4506602,0,0,0,1,1,0,0,False
131147,,"Die Acht W\xc3\xa4chter verlassen?",4506605,0,0,0,1,1,0,0,False
131148,,"Das Geb\xc3\xa4ude betreten?",0,0,0,0,1,6,0,0,False
131149,,"Das Geb\xc3\xa4ude verlassen?",0,0,0,0,1,7,0,0,False
131150,,,4549235,591149,0,0,1,1,0,0,False
131151,,,4549391,591150,0,0,1,1,0,0,False
131152,,"Das Alchemielabor des 13. Ordens verlassen?",4618997,0,0,0,1,1,0,0,False
131153,,"Zu Novvs Aufzucht zur\xc3\xbcckkehren?",4629135,0,0,0,1,1,0,0,False
131154,,"Zu Novvs Aufzucht zur\xc3\xbcckkehren?",4629135,0,0,0,1,1,0,0,False
131155,,"Zu Novvs Aufzucht zur\xc3\xbcckkehren?",4629135,0,0,0,1,1,0,0,False
131156,,"Zu Novvs Aufzucht zur\xc3\xbcckkehren?",4629135,0,0,0,1,1,0,0,False
131157,,"Zu Novvs Aufzucht zur\xc3\xbcckkehren?",4629135,0,0,0,1,1,0,0,False
131158,"Zu den Lavendelbeeten.","Die Lavendelbeete betreten?",4549235,591254,591260,0,24,1,0,0,False
131159,,,1381038,591255,591261,0,24,1,0,0,False
131160,"Zum Dorf des Nebels.","Das Dorf des Nebels betreten?",4664433,591256,591262,0,25,1,0,0,False
131161,,,4165749,591257,591263,0,25,1,0,0,False
131162,,,4656744,591258,591264,0,26,1,0,0,False
131163,,,4660251,591259,591265,0,26,1,0,0,False
131164,,"Das Tiefste Innere verlassen?",4678209,0,0,0,1,1,0,0,False
131165,,"Die Verschlungenen Schatten verlassen?",4332121,0,0,0,1,1,0,0,False
131166,,"Das Empfangszimmer betreten?",5036036,591750,0,0,1,1,0,0,False
131167,,"Das Empfangszimmer verlassen?",5036025,0,0,0,1,1,0,0,False
131168,,"Die Elfenbein-Kapelle verlassen?",5038695,0,0,0,1,1,0,0,False
131169,"Zum Gro\xc3\x9fen Schoner.","Zum Gro\xc3\x9fen Schoner \xc3\xbcbersetzen?",5049372,590097,0,0,1,1,0,0,False
131170,"Zur Sonnenk\xc3\xbcste.","Zur Sonnenk\xc3\xbcste zur\xc3\xbcckkehren?",4165755,590098,0,0,1,1,0,0,False
131171,,"Die Schurkengilde verlassen?",5341046,0,0,0,1,1,0,0,False
131172,"Zur Schurkengilde.","Die Schurkengilde betreten?",5341051,591865,0,0,27,1,0,0,False
131173,,"Das alte Bootshaus verlassen?",5341521,0,0,0,1,1,0,0,False
131174,"Zum alten Bootshaus.","Das alte Bootshaus betreten?",5341524,591889,591888,0,28,1,0,0,False
131175,,"Das Tiefste Innere verlassen?",5404445,0,0,0,1,1,0,0,False
131176,,"Die Elfenbein-Kapelle betreten?",5038252,0,0,0,1,8,0,0,False
131177,,"Zum Chocobo-Platz fahren?",5448900,591975,0,0,1,1,0,0,False
131178,,"Zum Foyer fahren?",5448873,591981,0,0,1,1,0,0,False
131179,"Zum Gold Saucer.","Zum Gold Saucer reisen?",5649379,0,591990,0,29,1,0,0,False
131180,"Zum Gold Saucer.","Zum Gold Saucer reisen?",5649379,0,591990,0,29,1,0,0,False
131181,"Zum Gold Saucer.","Zum Gold Saucer reisen?",5649379,0,591990,0,29,1,0,0,False
131182,"Nach Limsa Lominsa.","F\xc3\xbcr 120 Gil nach Limsa Lominsa reisen?",4103399,0,0,592264,30,1,0,0,False
131183,"Nach Ul'dah.","Nach Ul'dah reisen?",4103339,0,0,0,1,1,0,0,False
131184,"Nach Gridania.","F\xc3\xbcr 120 Gil nach Gridania reisen?",4103382,0,0,592264,30,1,0,0,False
131185,,"Dem Schicksalsweg zum Bogen des W\xc3\xbcrdigen folgen?",5827477,592249,0,0,1,1,0,0,False
131186,,"Zum Tor des Urteils zur\xc3\xbcckkehren?",5835896,592250,0,0,1,1,0,0,False
131187,"Zur Leichtfeder-Arena.","Die Leichtfeder-Arena betreten?",5822019,592251,0,0,1,1,0,0,False
131188,,"Nach Camp Wolkenwipfel reisen?",5835987,592252,0,0,1,1,0,0,False
131189,,"Zum Himmelblauen Fenster reisen?",5836049,592253,0,0,1,1,0,0,False
131190,"Nach Azys Lla.","Nach Azys Lla reisen?",5836085,592254,0,0,1,1,0,0,False
131191,,"Das Sankt Endalim-Theologikum betreten?",5821242,592255,0,0,1,1,0,0,False
131192,,"Das Anwesen der Fortemps betreten?",5822004,592256,0,0,1,1,0,0,False
131193,,"Das Sankt Endalim-Theologikum verlassen?",5827748,0,0,0,1,1,0,0,False
131194,,"Die Kommandantur des Gro\xc3\x9fmeisters verlassen?",5827491,0,0,0,1,1,0,0,False
131195,,"Das Anwesen der Fortemps verlassen?",5827750,0,0,0,1,1,0,0,False
131196,,"Die Leichtfeder-Arena verlassen?",5827495,0,0,0,1,1,0,0,False
131197,,"Nach Ishgard reisen?",5835975,592257,0,0,1,1,0,0,False
131198,,"Nach Ishgard reisen?",5835975,0,0,0,1,1,0,0,False
131199,,"Zu den Wallenden Nebeln begeben?",5836077,592259,0,0,1,1,0,0,False
131200,,"Zum Dravanischen Vorland begeben?",5836076,0,0,0,1,1,0,0,False
131201,,"Matoyas H\xc3\xb6hle betreten?",5851087,0,0,0,1,1,0,0,False
131202,,"Matoyas H\xc3\xb6hle verlassen?",5822097,0,0,0,1,1,0,0,False
131203,,"Nach Ishgard reisen?",5835975,0,0,0,1,1,0,0,False
131204,,,5878288,0,0,0,5,9,0,0,False
131205,,"Das Zimmer verlassen?",5878405,0,0,0,1,1,0,0,False
131206,,"Die Opferkammer verlassen?",5857271,0,0,0,1,1,0,0,False
131207,,"Zum Alpha-Quadranten begeben?",5890154,0,0,0,1,1,0,0,False
131208,,"Zum Beta-Quadranten begeben?",5890159,0,0,0,1,1,0,0,False
131209,,"Zum Beta-Quadranten begeben?",5890166,0,0,0,1,1,0,0,False
131210,,"Zum Gamma-Quadranten begeben?",5890180,0,0,0,1,1,0,0,False
131211,,"Zum Gamma-Quadranten begeben?",5890183,0,0,0,1,1,0,0,False
131212,,"Zum Delta-Quadranten begeben?",5890184,0,0,0,1,1,0,0,False
131213,,"Zum Forschungslabor begeben?",5867863,0,0,0,1,1,0,0,False
131214,,"Das Gelenk verlassen?",5959290,0,0,0,1,1,0,0,False
131215,,"Den Gordischen Knoten verlassen?",5959290,0,0,0,1,1,0,0,False
131216,"In eine fantastische Realit\xc3\xa4t.","Den Achtzehnten Stock betreten?",6034535,592868,0,0,31,1,0,0,False
131217,"Zur\xc3\xbcck zur realen Fantasie.","Den Achtzehnten Stock verlassen?",6034570,0,0,0,1,1,0,0,False
131218,,"Die Abk\xc3\xbcrzung ins Dravanische Hinterland nehmen?",6045307,0,0,0,1,1,0,0,False
