81,"Enhanced Stealth II","Increases the range of enemies avoidable when using Stealth to level 40.",0,5453,40,17,28,0,18,False
82,,,0,0,30,0,0,0,0,False
83,"Enhanced Stealth III","Increases the range of enemies avoidable when using Stealth to level 50.",0,5454,50,17,38,0,18,False
84,,,0,0,40,0,0,0,0,False
85,,,0,0,5,0,0,0,0,False
86,"Auto Prospect","Automatically activates Prospect upon changing your class to miner.",0,5426,0,16,2,0,17,False
87,,,0,0,2,0,0,0,0,False
88,"Enhanced Stealth","Increases the range of enemies avoidable when using Stealth to level 30.",0,5427,30,16,18,0,17,False
89,"Enhanced Stealth II","Increases the range of enemies avoidable when using Stealth to level 40.",0,5428,40,16,28,0,17,False
90,,,0,0,30,0,0,0,0,False
91,"Enhanced Stealth III","Increases the range of enemies avoidable when using Stealth to level 50.",0,5429,50,16,38,0,17,False
92,,,0,0,40,0,0,0,0,False
93,,,0,0,5,0,0,0,0,False
94,"Tree Whisperer","Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving gathering rate when conditions are met.",0,5455,0,17,11,0,18,False
95,"Tree Whisperer II","Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, increasing gathering attempts when conditions are met.",0,5456,0,17,16,0,18,False
96,"Tree Whisperer III","Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving HQ gathering rate when conditions are met.",0,5457,0,17,21,0,18,False
97,"Tree Whisperer IV","Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving yield when conditions are met.",0,5458,0,17,26,0,18,False
98,"Ward of the Twelve","Extends gathering ward increases to crystals.",0,5459,0,17,41,0,18,False
99,"Ward of the Twelve II","Extends gathering ward increases to clusters.",0,5460,0,17,50,0,18,False
100,"Stone Whisperer","Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving gathering rate when conditions are met.",0,5430,0,16,11,0,17,False
101,"Stone Whisperer II","Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, increasing gathering attempts when conditions are met.",0,5431,0,16,16,0,17,False
102,"Stone Whisperer III","Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving HQ gathering rate when conditions are met.",0,5432,0,16,21,0,17,False
103,"Stone Whisperer IV","Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving yield when conditions are met.",0,5433,0,16,26,0,17,False
104,"Ward of the Twelve","Extends gathering ward increases to crystals.",0,5434,0,16,41,0,17,False
105,"Ward of the Twelve II","Extends gathering ward increases to clusters.",0,5435,0,16,50,0,17,False
106,"Dunefishing","Allows you to cast your fishing line into the desert sands.",0,5483,0,18,35,0,19,False
107,"Skyfishing","Allows you to cast your line into the clouds.",0,5484,0,18,45,0,19,False
108,"Enhanced Stealth","Increases the range of enemies avoidable when using Stealth to level 30.",0,5476,30,18,18,0,19,False
109,"Enhanced Stealth II","Increases the range of enemies avoidable when using Stealth to level 40.",0,5477,40,18,28,0,19,False
110,"Enhanced Stealth III","Increases the range of enemies avoidable when using Stealth to level 50.",0,5478,50,18,38,0,19,False
111,"Gulleye","Allows you to discern the location of fishing holes up to level 15.",0,5479,15,18,15,0,19,False
112,"Gulleye II","Allows you to discern the location of fishing holes up to level 35.",0,5480,35,18,35,0,19,False
113,"Gulleye III","Allows you to discern the location of fishing holes up to level 50.",0,5481,50,18,50,0,19,False
114,"Double Mooching","Allows you to mooch with a mooched fish.",0,5482,0,18,40,0,19,False
115,"Aetherdam","Allows the stacking of one \x02\x13\x06\xfe\xff\xff{\x1a\x03Aetherflow\x02\x13\x02\xec\x03.",0,5384,0,26,8,0,68,False
116,"Enhanced Intelligence","Increases intelligence by 2.",0,5140,2,26,14,0,68,False
117,"Enhanced Intelligence II","Increases intelligence by 4.",0,5141,4,26,16,0,68,False
118,"Maim and Mend","Increases base action damage and HP restoration by 10%. Also increases base damage and HP restoration of your pet by 10%.",0,5185,10,26,20,0,68,False
119,"Aetherdam II","Allows the stacking of up to two \x02\x13\x06\xfe\xff\xff{\x1a\x03Aetherflows\x02\x13\x02\xec\x03.",0,5385,0,26,20,0,68,False
120,"Enhanced Pet Actions","20% chance of increasing spell speed by 20% when pet deals critical damage or restores critical HP. \x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 8s",0,5387,20,26,24,0,68,False
121,"Supervirus","Adds 15% intelligence and mind enfeeblement to Virus.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 10s",0,5388,0,26,28,0,68,False
122,"Enhanced Intelligence III","Increases intelligence by 6.",0,5142,6,26,32,0,68,False
123,"Energy Siphon","Doubles the amount of MP restored by Energy Drain.",0,5389,0,26,36,0,68,False
124,"Maim and Mend II","Increases base action damage and HP restoration by 30%. Also increases base damage and HP restoration of your pet by 30%.",0,5186,30,26,40,0,68,False
125,"Aetherdam III","Allows the stacking of up to three \x02\x13\x06\xfe\xff\xff{\x1a\x03Aetherflows\x02\x13\x02\xec\x03.",0,5386,0,26,40,0,68,False
126,"Enhanced Eye for an Eye","Shortens Eye for an Eye recast time to 120 seconds.",0,5390,0,26,44,0,68,False
127,"Enhanced Rouse","Shortens Rouse recast time to 60 seconds.",0,5391,0,26,48,0,68,False
128,"Enhanced Strength","Increases companion strength by 5%.",0,9004,5,0,2,0,0,False
129,"Increased HP","Increases companion HP by 10%.",0,9001,10,0,3,0,0,False
130,"Enhanced Accuracy","Increases companion accuracy by 5%.",0,9010,5,0,5,0,0,False
131,"Enhanced Critical Hit Rate","Increases companion critical hit rate by 15%.",0,9012,15,0,6,0,0,False
132,"Enhanced Strength","Increases companion strength by 5%.",0,9004,5,0,8,0,0,False
133,"Increased HP","Increases companion HP by 10%.",0,9001,10,0,9,0,0,False
134,"Enhanced Strength","Increases companion strength by 5%.",0,9004,5,0,2,0,0,False
135,"Increased HP","Increases companion HP by 5%.",0,9001,5,0,3,0,0,False
136,"Enhanced Accuracy","Increases companion accuracy by 5%.",0,9010,5,0,5,0,0,False
137,"Enhanced Critical Hit Rate","Increases companion critical hit rate by 15%.",0,9012,15,0,6,0,0,False
138,"Enhanced Strength","Increases companion strength by 10%.",0,9004,10,0,8,0,0,False
139,"Increase Attack Speed","Increases companion attack speed by 10%.",0,9013,-10,0,9,0,0,False
140,"Enhanced Mind","Increases companion mind by 10%.",0,9008,10,0,2,0,0,False
141,"Increased HP","Increases companion HP by 5%.",0,9001,5,0,3,0,0,False
142,"Enhanced Accuracy","Increases companion accuracy by 5%.",0,9010,5,0,5,0,0,False
143,"Enhanced Critical Hit Rate","Increases companion critical hit rate by 15%.",0,9012,15,0,6,0,0,False
144,"Enhanced Mind","Increases companion mind by 15%.",0,9008,15,0,8,0,0,False
145,"Increased HP","Increases companion HP by 5%.",0,9001,5,0,9,0,0,False
146,"Enhanced Strength (PvP)","Increases strength by 2.\x02\x10\x01\x03Enhanced Strength II (PvP): Further increases strength by 4.\x02\x10\x01\x03Enhanced Strength III (PvP): Further increases strength by 6.",128,9801,2,0,0,4,1,True
147,"Enhanced Strength II (PvP)","Increases strength by 2.\x02\x10\x01\x03Enhanced Strength II (PvP): Further increases strength by 4.\x02\x10\x01\x03Enhanced Strength III (PvP): Further increases strength by 6.",129,9802,4,0,0,4,1,True
148,"Enhanced Strength III (PvP)","Increases strength by 2.\x02\x10\x01\x03Enhanced Strength II (PvP): Further increases strength by 4.\x02\x10\x01\x03Enhanced Strength III (PvP): Further increases strength by 6.",130,9803,6,0,0,4,1,True
149,"Enhanced Dexterity (PvP)","Increases dexterity by 2.\x02\x10\x01\x03Enhanced Dexterity II (PvP): Further increases dexterity by 4.\x02\x10\x01\x03Enhanced Dexterity III (PvP): Further increases dexterity by 6.",131,9811,2,0,0,4,1,True
150,"Enhanced Dexterity II (PvP)","Increases dexterity by 2.\x02\x10\x01\x03Enhanced Dexterity II (PvP): Further increases dexterity by 4.\x02\x10\x01\x03Enhanced Dexterity III (PvP): Further increases dexterity by 6.",132,9812,4,0,0,4,1,True
151,"Enhanced Dexterity III (PvP)","Increases dexterity by 2.\x02\x10\x01\x03Enhanced Dexterity II (PvP): Further increases dexterity by 4.\x02\x10\x01\x03Enhanced Dexterity III (PvP): Further increases dexterity by 6.",133,9813,6,0,0,4,1,True
152,"Enhanced Vitality (PvP)","Increases vitality by 2.\x02\x10\x01\x03Enhanced Vitality II (PvP): Further increases vitality by 4.\x02\x10\x01\x03Enhanced Vitality III (PvP): Further increases vitality by 6.",134,9821,2,0,0,4,1,True
153,"Enhanced Vitality II (PvP)","Increases vitality by 2.\x02\x10\x01\x03Enhanced Vitality II (PvP): Further increases vitality by 4.\x02\x10\x01\x03Enhanced Vitality III (PvP): Further increases vitality by 6.",135,9822,4,0,0,4,1,True
154,"Enhanced Vitality III (PvP)","Increases vitality by 2.\x02\x10\x01\x03Enhanced Vitality II (PvP): Further increases vitality by 4.\x02\x10\x01\x03Enhanced Vitality III (PvP): Further increases vitality by 6.",136,9823,6,0,0,4,1,True
155,"Enhanced Intelligence (PvP)","Increases intelligence by 2.\x02\x10\x01\x03Enhanced Intelligence II (PvP): Further increases intelligence by 4.\x02\x10\x01\x03Enhanced Intelligence III (PvP): Further increases intelligence by 6.",137,9831,2,0,0,4,1,True
156,"Enhanced Intelligence II (PvP)","Increases intelligence by 2.\x02\x10\x01\x03Enhanced Intelligence II (PvP): Further increases intelligence by 4.\x02\x10\x01\x03Enhanced Intelligence III (PvP): Further increases intelligence by 6.",138,9832,4,0,0,4,1,True
157,"Enhanced Intelligence III (PvP)","Increases intelligence by 2.\x02\x10\x01\x03Enhanced Intelligence II (PvP): Further increases intelligence by 4.\x02\x10\x01\x03Enhanced Intelligence III (PvP): Further increases intelligence by 6.",139,9833,6,0,0,4,1,True
158,"Enhanced Mind (PvP)","Increases mind by 2.\x02\x10\x01\x03Enhanced Mind II (PvP): Further increases mind by 4.\x02\x10\x01\x03Enhanced Mind III (PvP): Further increases mind by 6.",140,9841,2,0,0,4,1,True
159,"Enhanced Mind II (PvP)","Increases mind by 2.\x02\x10\x01\x03Enhanced Mind II (PvP): Further increases mind by 4.\x02\x10\x01\x03Enhanced Mind III (PvP): Further increases mind by 6.",141,9842,4,0,0,4,1,True
160,"Enhanced Mind III (PvP)","Increases mind by 2.\x02\x10\x01\x03Enhanced Mind II (PvP): Further increases mind by 4.\x02\x10\x01\x03Enhanced Mind III (PvP): Further increases mind by 6.",142,9843,6,0,0,4,1,True
161,"Enhanced Piety (PvP)","Increases piety by 2.\x02\x10\x01\x03Enhanced Piety II (PvP): Further increases piety by 4.\x02\x10\x01\x03Enhanced Piety III (PvP): Further increases piety by 6.",143,9851,2,0,0,4,1,True
162,"Enhanced Piety II (PvP)","Increases piety by 2.\x02\x10\x01\x03Enhanced Piety II (PvP): Further increases piety by 4.\x02\x10\x01\x03Enhanced Piety III (PvP): Further increases piety by 6.",144,9852,4,0,0,4,1,True
163,"Enhanced Piety III (PvP)","Increases piety by 2.\x02\x10\x01\x03Enhanced Piety II (PvP): Further increases piety by 4.\x02\x10\x01\x03Enhanced Piety III (PvP): Further increases piety by 6.",145,9853,6,0,0,4,1,True
164,"Enhanced Testudo",,146,0,0,0,0,4,38,True
165,"Enhanced Testudo II",,147,0,5,0,0,4,38,True
166,"Enhanced Testudo III",,148,0,-10,0,0,4,38,True
167,"Enhanced Glory Slash",,149,0,0,0,0,4,38,True
168,"Enhanced Glory Slash II",,150,0,0,0,0,4,38,True
169,"Enhanced Mythril Tempest",,151,0,0,0,0,4,44,True
170,"Enhanced Mythril Tempest II",,152,0,0,0,0,4,44,True
171,"Enhanced Mythril Tempest III",,153,0,1,0,0,4,44,True
172,"Enhanced Thrill of War",,154,0,0,0,0,4,44,True
173,"Enhanced Thrill of War II",,155,0,5,0,0,4,44,True
174,"Enhanced Thrill of War III",,156,0,10,0,0,4,44,True
175,"Enhanced Full Swing",,157,0,0,0,0,4,85,True
176,"Enhanced Full Swing II",,158,0,5,0,0,4,85,True
177,"Enhanced Full Swing III",,159,0,10,0,0,4,85,True
178,"Enhanced Axe Kick",,160,0,0,0,0,4,41,True
179,"Enhanced Axe Kick II",,161,0,0,0,0,4,41,True
180,"Enhanced Axe Kick III",,162,0,2,0,0,4,41,True
181,"Enhanced Somersault",,163,0,0,0,0,4,41,True
182,"Enhanced Somersault II",,164,0,3,0,0,4,41,True
183,"Enhanced Somersault III",,165,0,-20,0,0,4,41,True
184,"Enhanced Fetter Ward",,166,0,0,0,0,4,86,True
185,"Enhanced Fetter Ward II",,167,0,3,0,0,4,86,True
186,"Enhanced Impulse Rush",,168,0,0,0,0,4,47,True
187,"Enhanced Impulse Rush II",,169,0,5,0,0,4,47,True
188,"Enhanced Impulse Rush III",,170,0,0,0,0,4,47,True
189,"Enhanced Skewer",,171,0,0,0,0,4,47,True
190,"Enhanced Skewer II",,172,0,5,0,0,4,47,True
191,"Enhanced Skewer III",,173,0,-20,0,0,4,47,True
192,"Enhanced Manasong",,174,0,0,0,0,4,50,True
193,"Enhanced Manasong II",,175,0,15,0,0,4,50,True
194,"Enhanced Farshot",,176,0,0,0,0,4,50,True
195,"Enhanced Farshot II",,177,0,0,0,0,4,50,True
196,"Enhanced Farshot III",,178,0,10,0,0,4,50,True
197,"Enhanced Blast Shot",,179,0,0,0,0,4,50,True
198,"Enhanced Blast Shot II",,180,0,0,0,0,4,50,True
199,"Enhanced Blast Shot III",,181,0,5,0,0,4,50,True
200,"Enhanced Sacred Prism",,182,0,0,0,0,4,53,True
201,"Enhanced Sacred Prism II",,183,0,6,0,0,4,53,True
202,"Enhanced Sacred Prism III",,184,0,30,0,0,4,53,True
203,"Enhanced Divine Breath",,185,0,0,0,0,4,73,True
204,"Enhanced Divine Breath II",,186,0,20,0,0,4,73,True
205,"Enhanced Night Wing",,187,0,0,0,0,4,55,True
206,"Enhanced Night Wing II",,188,0,5,0,0,4,55,True
207,"Enhanced Phantom Dart",,189,0,0,0,0,4,55,True
208,"Enhanced Phantom Dart II",,190,0,0,0,0,4,55,True
209,"Enhanced Phantom Dart III",,191,0,5,0,0,4,55,True
210,"Enhanced Misty Veil",,192,0,0,0,0,4,69,True
211,"Enhanced Misty Veil II",,193,0,5,0,0,4,69,True
212,"Enhanced Misty Veil III",,194,0,10,0,0,4,69,True
213,"Enhanced Wither",,195,0,0,0,0,4,69,True
214,,,0,0,0,0,0,0,0,False
215,,,0,0,0,0,0,0,0,False
216,"Enhanced Aura Blast",,198,0,0,0,0,4,29,True
217,"Enhanced Aura Blast II",,199,0,0,0,0,4,29,True
218,"Enhanced Aura Blast III",,200,0,5,0,0,4,29,True
219,"Enhanced Focalization",,201,0,0,0,0,4,73,True
220,"Enhanced Focalization II",,202,0,5,0,0,4,73,True
221,"Enhanced Focalization III",,203,0,10,0,0,4,73,True
222,"Enhanced Weapon Throw",,204,0,0,0,0,4,87,True
223,"Enhanced Weapon Throw II",,205,0,3,0,0,4,87,True
224,"Enhanced Weapon Throw III",,206,0,20,0,0,4,87,True
225,"Enhanced Enliven",,207,0,0,0,0,4,88,True
226,"Enhanced Enliven II",,208,0,250,0,0,4,88,True
227,"Enhanced Aetheric Burst",,209,0,0,0,0,4,89,True
228,"Enhanced Aetheric Burst II",,210,0,5,0,0,4,89,True
229,"Enhanced Aetheric Burst III",,211,0,-20,0,0,4,89,True
230,"Enhanced Equanimity",,212,0,0,0,0,4,89,True
231,"Enhanced Equanimity II",,213,0,5,0,0,4,89,True
232,"Enhanced Mana Draw",,214,0,0,0,0,4,90,True
233,"Enhanced Mana Draw II",,215,0,20,0,0,4,90,True
234,"Enhanced Purify",,216,0,0,0,0,4,1,True
235,"Enhanced Attunement",,217,0,0,0,0,4,73,True
236,"Enhanced Dexterity","Increases dexterity by 2.",0,5120,2,29,8,0,93,False
237,"All Fours","Reduces damage taken when falling.",0,5401,10,29,14,0,93,False
238,"Enhanced Dexterity II","Increases dexterity by 4.",0,5121,4,29,16,0,93,False
239,"Enhanced Sneak Attack","Increases the potency of Sneak Attack to 300 (500 when attack initiated in front of target).",0,5402,0,29,32,0,93,False
240,"Enhanced Dexterity III","Increases dexterity by 6.",0,5122,6,29,24,0,93,False
241,"Fleet of Foot","Increases movement speed. Effect nullified if suffering from wasp or viper venom in a PvP area.",0,5403,10,29,20,0,93,False
242,"Enhanced Wasp Venom","Improves the physical damage increase granted by Kiss of the Wasp to 20%. Changes the additional effect of Jugulate to Stun.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 2s",0,5404,0,29,36,0,93,False
243,"Enhanced Goad","Increases the amount of TP restored by Goad.",0,5406,0,29,28,0,93,False
244,"Enhanced Viper Venom","Improves the physical damage increase granted by Kiss of the Viper to 20%. Changes the additional effect of Mug to absorb 50% of damage dealt as HP.",0,5405,0,29,40,0,93,False
245,"Enhanced Mutilate","Extends Mutilate duration to 30 seconds.",0,5407,0,29,44,0,93,False
246,"Enhanced Death Blossom","Increases Death Blossom potency to 100.",0,5408,40,29,48,0,93,False
247,"Enhanced Overwhelm",,230,0,0,0,0,4,93,True
248,"Enhanced Overwhelm II",,231,0,0,0,0,4,93,True
249,"Enhanced Overwhelm III",,232,0,0,0,0,4,93,True
250,"Enhanced Ill Wind",,233,0,0,0,0,4,93,True
251,"Enhanced Ill Wind II",,234,0,0,0,0,4,93,True
252,"Enhanced Ill Wind III",,235,0,0,0,0,4,93,True
253,"Enhanced Malmsight",,237,0,0,0,0,4,93,True
254,"Enhanced Detect",,236,0,0,0,0,4,100,True
255,"Enhanced Recouperate",,238,0,0,0,0,4,97,True
256,"Enhanced Recouperate II",,239,0,0,0,0,4,97,True
257,"Nymeia's Ward","Occasionally increases yield for items without HQ versions. Conditions for increase can be confirmed by using Preparation.",0,5436,0,16,42,0,17,False
258,"Stone Whisperer V","Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, further improving chances of enhanced gathering when conditions are met.",67617,5437,0,16,53,0,17,False
259,"Enhanced Stealth IV","Increases the range of enemies avoidable when using Stealth to level 54.",0,5438,54,16,50,0,17,False
260,"Enhanced Stealth V","Increases the range of enemies avoidable when using Stealth to level 57.",0,5439,57,16,53,0,17,False
261,"Enhanced Stealth VI","Increases the range of enemies avoidable when using Stealth to level 60.",0,5440,60,16,56,0,17,False
262,"Nymeia's Ward","Occasionally increases yield for items without HQ versions. Conditions for increase can be confirmed by using Preparation.",0,5461,0,17,42,0,18,False
263,"Tree Whisperer V","Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, further improving chances of enhanced gathering when conditions are met.",67585,5462,0,17,53,0,18,False
264,"Enhanced Stealth IV","Increases the range of enemies avoidable when using Stealth to level 54.",0,5463,54,17,50,0,18,False
