40,"Eat from the Hand II","Increases Craftsmanship by 10.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",7000,64229,8,28,True
41,"In Control II","Increases Control by 10.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",7000,64230,8,29,True
42,"That Which Binds Us II","Increases spiritbonding speed.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",7000,64234,8,30,True
43,"Meat and Mead II","Increases duration of food effects by ten minutes.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",7000,64233,8,31,True
44,"Proper Care II","Slows gear wear by 20%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",7000,64235,8,32,True
45,"Back on Your Feet II","Reduces duration of Weakness after being revived by 15%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",5600,64236,8,33,True
46,"Reduced Rates II","Reduces teleportation fees by 30%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",7000,64237,8,34,True
47,"Jackpot II","Increases MGP payout by 10%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",7000,64244,8,24,True
48,,,0,0,0,0,True
49,,,0,0,0,0,True
50,,,0,0,0,0,True
51,,,0,0,0,0,True
52,,,0,0,0,0,True
53,,,0,0,0,0,True
54,,,0,0,0,0,True
55,,,0,0,0,0,True
56,,,0,0,0,0,True
57,,,0,0,0,0,True
58,,,0,0,0,0,True
59,,,0,0,0,0,True
60,,,0,0,0,0,True
61,,,0,0,0,0,False
62,"Earth and Water III","Increases EXP earned through gathering by 20%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64265,8,36,False
63,"Helping Hand III","Increases EXP earned through crafting by 20%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64266,8,37,False
64,"A Man's Best Friend III","Increases EXP earned by companions by 20%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64264,8,38,False
65,"Mark Up III","Increases Wolf Marks earned by 15%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64267,8,39,False
66,"Seal Sweetener III","Increases company seals earned by 15%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64268,8,40,False
67,,,0,0,0,0,False
68,"Live off the Land III","Increases Gathering by 15.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64252,8,43,False
69,"What You See III","Increases Perception by 15.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64253,8,44,False
70,"Eat from the Hand III","Increases Craftsmanship by 15.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64254,8,45,False
71,"In Control III","Increases Control by 15.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64255,8,46,False
72,"That Which Binds Us III","Increases spiritbonding speed.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64259,8,47,False
73,"Meat and Mead III","Increases duration of food effects by fifteen minutes.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64258,8,48,False
74,"Proper Care III","Slows gear wear by 30%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64260,8,49,False
75,,,0,0,0,0,False
76,"Reduced Rates III","Reduces teleportation fees by 40%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64262,8,51,False
77,"Jackpot III","Increases MGP payout by 15%.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Duration:\x02\x13\x02\xec\x03 24h",10500,64269,8,41,False
78,,,0,0,0,0,True
79,,,0,0,0,0,True
80,,,0,0,0,0,True
81,,,0,0,0,0,True
82,,,0,0,0,0,True
83,,,0,0,0,0,True
84,,,0,0,0,0,True
85,,,0,0,0,0,True
86,,,0,0,0,0,True
87,,,0,0,0,0,True
88,,,0,0,0,0,True
89,,,0,0,0,0,True
90,,,0,0,0,0,True
91,,,0,0,0,0,True
92,,,0,0,0,0,True
93,,,0,0,0,0,True
94,,,0,0,0,0,True
95,,,0,0,0,0,True
96,,,0,0,0,0,True
97,,,0,0,0,0,True
98,,,0,0,0,0,True
99,,,0,0,0,0,True
100,,,0,0,0,0,True
