182,"The Shadow","The Shadow",False
183,"Icebreaker","Icebreaker",True
184,"Of the Silver Lining","Of the Silver Lining",False
185,"Gentleman","Gentlewoman",True
186,"Cupid","Cupid",True
187,"Tamer of Steeds","Tamer of Steeds",False
188,"The Unsevered","The Unsevered",False
189,"Slaughterhouse","Slaughterhouse",True
190,"The Hand of Mercy","The Hand of Mercy",False
191,"The Light in Hand","The Light in Hand",False
192,"The Light of the Land","The Light of the Land",False
193,"Z","Z",False
194,"Golemancer","Golemancer",True
195,"Gambler","Gambler",True
196,"High Roller","High Roller",True
197,"Chocobo Breeder","Chocobo Breeder",True
198,"Chocobo Trainer","Chocobo Trainer",True
199,"Bug Boy","Bug Girl",True
200,"Senior Jockey","Senior Jockey",True
201,"Veteran Jockey","Veteran Jockey",True
202,"The First Across","The First Across",False
203,"Deck Holder","Deck Holder",True
204,"Deck Hoarder","Deck Hoarder",True
205,"The Trinity","The Trinity",False
206,"Duelist","Duelist",True
207,"Keymaster","Gatekeeper",True
208,"The Fungah","The Fungah",False
209,"Moneybags","Moneybags",True
210,"Raiser of Mountains","Raiser of Mountains",False
211,"Bearer of the Torch","Bearer of the Torch",False
212,"Postmaster","Postmaster",True
213,"Half-boiled Hero","Half-boiled Heroine",True
214,"Unbeliever","Unbeliever",True
215,"The Redeemed","The Redeemed",False
216,"Nidhogg Slayer","Nidhogg Slayer",True
217,"Of the Silver Fuller","Of the Silver Fuller",False
218,"Imperial Nuisance","Imperial Nuisance",False
219,"Under-archon","Under-archon",True
220,"The End of Ascalon","The End of Ascalon",True
221,"The Pacifier","The Pacifier",False
222,"The Oathkeeper","The Oathkeeper",False
223,"Of the 14th Chakra","Of the 14th Chakra",False
224,"The Mythril Heart","The Mythril Heart",False
225,"The Azure Dragoon","The Azure Dragoon",False
226,"Skysinger","Skysinger",False
227,"Pure White","Pure White",True
228,"Annihilator","Annihilator",True
229,"Dreadspawn","Dreadspawn",False
230,"Nymian Marine","Nymian Marine",True
231,"The Darkest Shadow","The Darkest Shadow",False
232,"Blackblood","Blackblood",False
233,"Liberator","Liberator",True
234,"Stargazer","Stargazer",True
235,"Illuminati Quencher","Illuminati Quencher",True
236,"Finder of False Gods","Finder of False Gods",False
237,"Lighter than Air","Lighter than Air",True
238,,,False
239,"Grandmaster of War","Grandmaster of War",True
240,"Grandmaster of Magic","Grandmaster of Magic",True
241,"Dark Driver","Dark Driver",True
242,"Of the Stalwart Sword","Of the Stalwart Sword",False
243,"Keeper of Knowledge","Keeper of Knowledge",True
244,"Swallowtail","Swallowtail",True
245,"Storm Intelligencer","Storm Intelligencer",True
246,"Serpent Intelligencer","Serpent Intelligencer",True
247,"Flame Intelligencer","Flame Intelligencer",True
248,"Grandmaster of the Hand","Grandmaster of the Hand",True
249,"Grandmaster of the Land","Grandmaster of the Land",True
250,"Molder of Masterpieces","Molder of Masterpieces",True
251,"Amasser of Masterpieces","Amasser of Masterpieces",True
252,"Business Associate","Business Associate",True
253,"Master Carpenter","Master Carpenter",True
254,"Master Blacksmith","Master Blacksmith",True
255,"Master Armorer","Master Armorer",True
256,"Master Goldsmith","Master Goldsmith",True
257,"Master Leatherworker","Master Leatherworker",True
258,"Master Weaver","Master Weaver",True
259,"Master Alchemist","Master Alchemist",True
260,"Master Culinarian","Master Culinarian",True
261,"Master Miner","Master Miner",True
262,"Master Botanist","Master Botanist",True
263,"Master Fisher","Master Fisher",True
264,"The Fortunate","The Fortunate",False
265,"Good Samaritan","Good Samaritan",True
