2162703,"Ul'dah","Von der Spitze des Bauger\xc3\xbcsts an Nophicas Brunnen bietet sich Abenteurern ein imposanter Anblick. Inmitten der W\xc3\xbcste gl\xc3\xa4nzt die Perle der W\xc3\xbcste mit den Sternen am Nachthimmel um die Wette.","Das ul'dhische Handelszentrum ist konzentrisch um die kuppelf\xc3\xb6rmige Zitadelle angelegt. Die hohen Mauern und T\xc3\xbcrme der Stadt, die von Myriaden bunter Fenster und Mosaike geziert werden, sind malmenweit zu sehen und fl\xc3\xb6\xc3\x9fen Ehrfurcht ein.",4877077,42,81603,81103,81453,1800,459,22,True
2162704,"Sil'dih-Ruinen","Als eine Abenteurerin einst in dichtem Nebel vom Wege abkam und einen Steilhang hinunterrutschte, fand sie sich unerwartet vor den Ruinen der verlorenen Stadt wieder. Vor Schreck w\xc3\xa4re ihr fast das Herz in die Hose gerutscht.","Vor 400 Jahren wurde die Sultansstadt Sil'dih im \xe2\x80\x9eKrieg der Schwestern\xe2\x80\x9c von Ul'dah vernichtet und fast vollst\xc3\xa4ndig vom Sand verschluckt. Das heutige Ul'dah steht teilweise auf ihren Ruinen.",4877078,43,81606,81106,81453,800,1159,22,True
2162705,"Versteinerte Goobbue","Der Regen, der den trockenen W\xc3\xbcstenboden benetzt, l\xc3\xa4sst bunte Blumen sprie\xc3\x9fen. Fast scheint es, als wollten sie der versteinerten Gestalt, die hier ihre letzte Ruhest\xc3\xa4tte gefunden hat, Trost spenden.","Der Geist eines sil'dhischen Sultans oder doch garleisches Kriegsger\xc3\xa4t? Um den einsamen Giganten ranken sich viele Mythen. Vermutlich floh die Goobbue w\xc3\xa4hrend einer Katastrophe aus Coerthas und starb nach dem langen Marsch durch den Finsterwald ersch\xc3\xb6pft in Thanalan.",4877079,44,81609,81109,81453,1700,1759,9,True
2162706,"Die Unsichtbare Stadt","Nach siegreichem Kampf lie\xc3\x9f ein Abenteurer sich auf den Tr\xc3\xbcmmern einer Stadt nieder. Als er aufblickte, ragte unter dem wolkenverhangenen Himmel ihr Gesicht hervor und war nicht l\xc3\xa4nger unsichtbar.","Die Wucht des Aufpralls von Dalamud-Bruchst\xc3\xbccken auf den Feuerwall legte auch diese pr\xc3\xa4chtige Ruine frei. Forschern zufolge k\xc3\xb6nnte es sich bei ihr um das Grab von Lalafuto I. handeln, einem belah'dischen Sultan.",4877081,44,81610,81110,81453,800,1159,22,True
2162707,"Hohenbr\xc3\xbcck","H\xc3\xa4ndler auf dem Weg von Thanalan zum Finsterwald rasten gerne an dieser Br\xc3\xbccke. Der Blick auf die gewaltigen K\xc3\xb6nige im roten Licht der Morgensonne ist die \xc3\x9cbernachtung in der Tat mehr als wert.","Eine gewaltige Steinbr\xc3\xbccke verbindet Thanalan mit dem Finsterwald. Die Orchideenkompanie der Messingklingen wacht \xc3\xbcber den Handelsplatz, der auch Basis f\xc3\xbcr die Erforschung der Unsichtbaren Stadt ist.",4877082,44,81611,81111,81453,500,759,58,True
2162708,"Fl\xc3\xbcsterklamm","Geheimtipp unter den Feldarbeitern: Nicht etwa eine Taverne, sondern hier sei der beste Ort, um sich - allein oder in geselliger Runde - eine Erfrischung zu g\xc3\xb6nnen. Die Dunstschleier schirmen die Hitze selbst an hei\xc3\x9fen Sommertagen ab.","Vom in O'Ghomoro entspringenden Nym ins karge Gestein eingeschnitten entstand diese Schlucht mit ihren zahlreichen Wasserf\xc3\xa4llen, nachdem die Katastrophe den Fluss in neue Bahnen gezwungen hatte. Eine k\xc3\xbchle Zuflucht vor der gl\xc3\xbchenden Sommerhitze.",4877083,30,81506,81006,81451,1200,1659,22,False
2162709,"Sommerfurt-H\xc3\xb6fe","Wie man ehemalige Piraten von ehrbaren Arbeitern unterscheidet? Ein Honigwein, und alle Manieren sind vergessen! Da sollte man die Lage lieber von Anfang an aus sicherer H\xc3\xb6he beobachten: von der Lampe aus.","Im Zuge der Besiedlungspolitik Merlwybs erschlossen und nun von ehemaligen Piraten und erfahrenen Bauern (zumeist) in Eintracht bestellt. Pr\xc3\xa4chtige La Noscea-Orangen zeugen von der Fruchtbarkeit des Bodens.",4877084,30,81507,81007,81451,500,759,22,False
2162710,"Die Graue Flotte","Als ein H\xc3\xa4ndler, der dort nachmittags vor Regen Zuflucht suchte, von R\xc3\xa4ubern \xc3\xbcberfallen wurde, fl\xc3\xbcchtete er aufs Dach und sah sich verzweifelt nach einem Fluchtweg um.","Mithilfe der Windm\xc3\xbchlen wird das Korn der Gockelburg-Felder gemahlen und Schafswolle zu Filz gewalkt. Ihre mit kr\xc3\xa4ftigem Segeltuch bespannten Fl\xc3\xbcgel lassen sie im D\xc3\xa4mmerlicht wie Schiffe erscheinen.",4877085,31,81510,81010,81451,1200,1659,22,False
2162711,"Verborgener Wasserfall","Ob ihr die Blicke derjenigen, die es sich hinter ihr bequem gemacht haben, nicht im R\xc3\xbccken brennen w\xc3\xbcrden? - \xe2\x80\x9eDoch, schon ...\xe2\x80\x9c (Aber der Blick aufs sanft wogende Meer entsch\xc3\xa4digt f\xc3\xbcr vieles.)","Vor dem Hintergrund des als Wasserfall herabst\xc3\xbcrzenden Agelyss lie\xc3\x9f der verm\xc3\xb6gende Gegeruju eine Ferienanlage f\xc3\xbcr handverlesene G\xc3\xa4ste errichten, die nicht zuletzt wegen ihrer bildsch\xc3\xb6nen T\xc3\xa4nzerinnen ger\xc3\xbchmt wird.",4877087,32,81511,81011,81451,800,1159,50,False
2162712,"Sturmvogelturm","Unwetter auf See rauben die Sicht und k\xc3\xb6nnen auch gro\xc3\x9fen Schiffen zum Verh\xc3\xa4ngnis werden. Umso schwerer lastet die Verantwortung auf seinen Schultern, denn seine Warnzeichen von h\xc3\xb6chster Warte lotsen verl\xc3\xa4sslich auf sicheren Kurs.","Ein aus dem wei\xc3\x9fen Vulkangestein La Nosceas errichteter Leuchtturm. Er warnt passierende Schiffe vor den Untiefen und die K\xc3\xbcstenbev\xc3\xb6lkerung vor nahenden Piraten und Sahagin-Scharen.",4877088,32,81512,81012,81451,1800,459,22,False
2162713,"Llymlaen-Statue in Bierhafen","Gespr\xc3\xa4ch mit einem Braumeister: Nichts sei erhebender anzusehen als das Auslaufen der Schiffe, schwer beladen mit ihrer kostbaren Fracht; wie sie unter dem besch\xc3\xbctzenden Blick der k\xc3\xbchlen G\xc3\xb6ttin ihrem Bestimmungsort zuschippern. Gar nicht genug k\xc3\xb6nne er ihr danken!","Die \xe2\x80\x9eLotsin\xe2\x80\x9c, G\xc3\xb6ttin der Weltmeere und der Seefahrer, von Meisterhand in wei\xc3\x9fen Marmor gemei\xc3\x9felt, wacht \xc3\xbcber die \xc3\x9cberseeschiffer, die in Bierhafen nach strapazi\xc3\xb6ser \xc3\x9cberfahrt ihre Vorr\xc3\xa4te aufstocken. ",4877089,33,81514,81014,81451,1700,1759,58,False
2162714,"Schiffsfriedhof","Der Leuchtturmw\xc3\xa4rter: Vom Treibgut solle man lieber die Finger lassen, da bringe man nur Ungl\xc3\xbcck \xc3\xbcber sich, und das Heulen und Pfeifen sei das Wehklagen verlorener Seelen. Kein Ort f\xc3\xbcr einen Nachtspaziergang.","In der abgelegenen Bucht treibt die Str\xc3\xb6mung die Wracks verlassener Schiffe zusammen, von denen man munkelt, ihre Besatzungen h\xc3\xa4tten sich von der legend\xc3\xa4ren Sirene ins Verderben locken lassen.",4877090,33,81515,81015,81451,1800,459,22,False
2162715,"Camp Sch\xc3\xa4deltal","Tavernenlegende zum St\xc3\xbctzpunkt: Der Name gr\xc3\xbcndet in einer wahren Begebenheit! Feinde k\xc3\xb6nnen sich bei dem guten Ausblick gar nicht erst ann\xc3\xa4hern, aber auch Verb\xc3\xbcndete d\xc3\xbcrfte das Betreten geh\xc3\xb6rigen Mut kosten.","Vor dem Mahlstrom-Milit\xc3\xa4rlager reihte man einst Kobold-Sch\xc3\xa4del auf, um die nach S\xc3\xbcden vorsto\xc3\x9fenden Kobolde abzuschrecken. Heute dient das Camp vor allem dem Schutz gegen die Sahagin in Halbstein. ",4877091,33,81516,81016,81451,800,1159,22,False
2162716,"Nord- und S\xc3\xbcddamm","Auf den Baldachin zu springen, soll ein beliebter Zeitvertreib der Wachen sein, und einer von ihnen ist darin absolute Spitze. Beeindruckend aber auch, wie robust der Stoff ist. Echte Qualit\xc3\xa4tsarbeit!","Der Nord- und S\xc3\xbcddamm ist ein Schutzwall des Mahlstroms zwischen dem von den Sahagin eroberten Halbstein und Sch\xc3\xa4deltal, der die Horden der Sahagin von La Noscea abhalten soll - bisher erfolgreich.",4877092,33,81517,81017,81451,1200,1659,22,False
2162717,"Camp Bronzesee","Wen nach zu langem hei\xc3\x9fem Bad Benommenheit bef\xc3\xa4llt, dem soll die k\xc3\xbchle Abendbrise schnell wieder zu einem klaren Kopf verhelfen. Die grandiose Aussicht k\xc3\xb6nnte allerdings aufs Neue schwindeln machen ...","Das Sinken des Wasserspiegels lie\xc3\x9f die malerischen Ruinen der Stadt Nym auftauchen. Heute lockt das heilsame Thermalwasser und der Warmwein des gleichnamigen Sanatoriums Kranke und Ruhesuchende von weither an.",4877099,34,81518,81018,81451,1700,1759,22,False
2162718,"Thalaos","Gespr\xc3\xa4ch mit einem Pal\xc3\xa4ontologen: Wenn man dem grellen Himmel so nahe ist, durch nichts vom Erdboden getrennt als dem imposanten Rest eines so \xc3\xbcberw\xc3\xa4ltigenden Wesens - dann scheinen die Grenzen von Naturgeschichte und Mythos zu verschwimmen. ","Das riesige Skelett eines marinen Urwesens, nach jahrtausendelanger Umklammerung vom Erdreich freigegeben. Man taufte das Fossil \xe2\x80\x9eThalaos\xe2\x80\x9c, nach der einen der mythischen Seeschlangen, die Llymlaen einst loslie\xc3\x9f, um die leere See zu f\xc3\xbcllen. Die andere war \xc3\xbcbrigens Perykos.",4877101,34,81519,81019,81451,1200,1659,22,False
2162719,"Jijiroons Handelsposten","Zweifellos au\xc3\x9fer Muschel-Reichweite, aber auch nicht der gem\xc3\xbctlichste Ort, um eine nasskalte Nacht zu verbringen. Runterzukommen soll dagegen einfach gewesen sein.","Der Qiqirn-H\xc3\xa4ndler Jijiroon betreibt diesen Handelsposten in heftiger Konkurrenz mit dem seines Bruders Memeroon. Wie er an einem so abgelegenen Ort Profit machen kann, ist \xc3\xa4u\xc3\x9ferst schleierhaft.",4877103,34,81520,81020,81451,1800,459,22,False
2162720,"Schwebende Stadt Nym","Wie sich so massive Felsen in der Luft halten k\xc3\xb6nnen, ist wahrlich r\xc3\xa4tselhaft - ein unvergesslicher Anblick, wenn die glimmenden Kristallspitzen vom opulenten Gold der Sonne \xc3\xbcberflutet werden, um danach erneut mit sanftem Schein die Nacht zu erhellen.","Nym erlebte in der F\xc3\xbcnften \xc3\x84ra des Lichts ihre Hochbl\xc3\xbcte. Dass ein Teil der Ruinen in die Luft emporgehoben wurde, liegt an der starken Windaspektiertheit der hier verfestigten denaturierten Kristalle.",4877105,350,81521,81021,81451,1800,459,22,False
2162721,"Camp Ausblick","Kein offizieller Aussichtsposten, aber zweifellos ein geeigneter Ort, um Gefahren f\xc3\xbcr die Handelsstra\xc3\x9fe sofort zu sichten und zu beseitigen. Das Gestr\xc3\xbcpp auf der Mauer bietet Sichtschutz (und der Fr\xc3\xbchschicht noch Gelegenheit f\xc3\xbcr ein kurzes Schl\xc3\xa4fchen).","Im \xc3\xa4u\xc3\x9feren La Noscea hat der Mahlstrom die Rotschwalben-Kundschafter postiert, um ein wachsames Auge auf die Aktivit\xc3\xa4ten der Kobolde zu haben. Im S\xc3\xbcden erkennt man den Palast des Wanderers aus der nymischen Kultur.",4877106,350,81522,81022,81451,500,759,22,False
2162722,"U'Ghamaro-Minen","Soldatenlegende: Der allerh\xc3\xb6chste Triumph sei es gewesen, die Besiegten nach einer am helllichtem Tage gef\xc3\xbchrten Attacke auf ihren St\xc3\xbctzpunkt von ihrem eigenen Schmelzofen herab zu verh\xc3\xb6hnen. ","Von den Kobolden immer weiter ausgebaut und ausgebeutet scheinen diese Minen unersch\xc3\xb6pflich. Fremdlinge sind nicht willkommen und Schwefel und Verh\xc3\xbcttungsabw\xc3\xa4sser schaffen eine unwirtliche Umgebung.",4877107,350,81523,81023,81451,1200,1659,22,False
2162723,"Einsiedlerh\xc3\xbctte","Ein Abenteurer erz\xc3\xa4hlte mir, da der Einsiedler ohnehin nie da sei, k\xc3\xb6nne man bei schlechtem Wetter ruhig in seine H\xc3\xbctte fl\xc3\xbcchten und es sich auf einem Stuhl bequem machen. Selbst die Nacht verbringe man dort ungest\xc3\xb6rt.","Von der abgeschiedenen H\xc3\xbctte \xc3\xbcberblickt man den n\xc3\xb6rdlich gelegenen Vulkan O'Ghomoro, doch den scheuen Bewohner bekommt man kaum zu Gesicht. Hei\xc3\x9fes Wasser quillt aus der Erde in ein gem\xc3\xbctliches Badebecken.",4877108,350,81524,81024,81451,1800,459,52,False
2162724,"Hexenst\xc3\xbcbchen und Wasserrad","Man muss schon ein bisschen klettern, um den besten Blick auf das Hexenst\xc3\xbcbchen und das sich unerm\xc3\xbcdlich drehende Wasserrad zu haben. Aber wie jeder Wanderer wei\xc3\x9f: Das eigentliche Ziel jeder Reise ist der Weg selbst.","Miounnes Hexenst\xc3\xbcbchen ist ein behagliches Rasthaus f\xc3\xbcr Reisende und Abenteurer. Nebenan pl\xc3\xa4tschert gem\xc3\xbctlich Figagas Wasserrad und versorgt die Zimmerer der nahe gelegenen Gilde mit Wasserkraft.",4877111,51,81551,81051,81452,800,1159,22,False
2162725,"Gilde der Pikeniere","Als mich ein Schauer \xc3\xbcberraschte, wollte ich die Zeit nutzen und mir Tricks im Umgang mit der Lanze abschauen, aber ein unwirscher Pikenier verscheuchte mich von meinem - zugegebenerma\xc3\x9fen unangemessenen - Beobachtungsposten.","Die Gilde wurde von dem ber\xc3\xbchmten Lanzenk\xc3\xa4mpfer Mistalle gegr\xc3\xbcndet. Hier befindet sich auch das Hauptquartier des Klageregiments, das regelm\xc3\xa4\xc3\x9fig \xc3\x9cbungen mit den Pikenieren durchf\xc3\xbchrt.",4868037,51,81554,81054,81452,500,759,22,False
2162726,"Der Stubben","Wenn er erstmal einen Punkt gefunden hat, der h\xc3\xb6her als der namensgebende Baumstumpf liegt, entgeht dem Besucher nichts mehr von dem gesch\xc3\xa4ftigen Treiben - auch wenn die Soldaten eine Schlechtwetterpause einlegen.","Ausbildungsort f\xc3\xbcr Rekruten der Bruderschaft der Morgenviper. Der Name Stubben bezieht sich auf den Stumpf eines Mammutbaums, der zu den legend\xc3\xa4ren Himmelss\xc3\xa4ulen geh\xc3\xb6rte und nun als Trainingsst\xc3\xa4tte dient.",4877112,54,81556,81056,81452,500,759,22,False
2162727,"Haukke-Herrenhaus","Ein unheimliches Licht sieht man aus den Fenstern des verfluchten Herrenhauses scheinen, wenn man auf die klauenartige Wurzel des gro\xc3\x9fen Baums steigt. Aber wer hat dazu schon den Mut?","Das Herrenhaus geh\xc3\xb6rte den Saatsehern, bis Stimmen laut wurden, eine derart luxuri\xc3\xb6se Residenz sei zu weltlich f\xc3\xbcr eine spirituelle Leitfigur. Daraufhin wurde das Haus an die Dartancours-Familie abgegeben. Haukke ist ein altes Padjal-Wort und bedeutet: \xe2\x80\x9eohne Worte kommunizieren\xe2\x80\x9c.",4877113,54,81557,81057,81452,1800,459,22,False
2162728,"W\xc3\xa4chterbaum","Bei sch\xc3\xb6nem Wetter geht der Druide in den Wald, um den Stimmen der Gebieter zu lauschen. Am liebsten dorthin, von wo aus er auf den heiligen Baum herabblicken kann.","Den Druiden zufolge ist der \xc3\xa4lteste noch lebende Urbaum Gridanias von einem m\xc3\xa4chtigen Gebieter beseelt und \xc3\xbcber tausend Jahre alt, weshalb seine wertvollen Fr\xc3\xbcchte Tausendjahrpflaumen genannt werden.",4877163,54,81558,81058,81452,1200,1659,22,False
2162729,"Regenbogenfall","Ein Druide sagte mir, der von Licht und Wasser gezauberte Br\xc3\xbcckenbogen w\xc3\xa4re ein Zeichen der Harmonie zwischen uns und den Gebietern.","Im Tiefen Wald f\xc3\xa4llt das Wasser der \xe2\x80\x9e\xc3\x96stlichen Blattader\xe2\x80\x9c einige Yalme tief und verbirgt dabei einen Felsdurchgang, der zum Mogry-Stubben f\xc3\xbchrt. Ab und an zaubert das Sonnenlicht dort Regenb\xc3\xb6gen.",4877165,54,81559,81059,81452,1100,1359,22,False
2162730,"Spr\xc3\xb6sslings-Wiege","\xe2\x80\x9eEgal welches Lebewesen ich erforscht habe, eins hatten sie alle gemein: den Instinkt, neugeborenes Leben zu sch\xc3\xbctzen", verriet mir der Gelehrte an diesem hell erleuchteten Ort.","Der Kokon birgt die Saat der Sylphen und ist f\xc3\xbcr deren Fortpflanzung unerl\xc3\xa4sslich. Besch\xc3\xbctzt wird dieser \xc3\xa4u\xc3\x9ferst wichtige Ort daher von den gespenstisch leuchtenden Mondsporen.",4878703,55,81562,81062,81452,1800,459,22,False
2162731,"Buscarrons Horst","Ein Patron erz\xc3\xa4hlte mir, wie er nach einem Zechgelage nicht in seinem Bett erwachte, sondern unter freiem Himmel von Regen und Donner geweckt wurde. Eine missliche Situation, und der Abstieg stand noch bevor.","Buscarron muss der geselligste Soldat sein, der jemals eine Schenke er\xc3\xb6ffnete. Abenteurer und gelegentlich auch R\xc3\xa4uber kehren hier ein, um ihre Kr\xc3\xbcge zu leeren. Ein Zufluchtsort der besonderen Art.",4878736,56,81563,81063,81452,800,1159,22,False
2162732,"Luftschiff-Landeplatz (S\xc3\xbcdwald)","In der Taverne wurde gemunkelt, dass die Betreiber des Landeplatzes sicher nicht abgezogen w\xc3\xa4ren, wenn sie geahnt h\xc3\xa4tten, wer sich sp\xc3\xa4ter darin einnisten w\xc3\xbcrde.","Aufgrund der Gef\xc3\xa4hrdung durch die vorr\xc3\xbcckenden Garlear sah sich die Highwind-Fluggesellschaft gezwungen, den Landeplatz aufzugeben. Nun wird er von Wilderern als Umschlagsplatz genutzt.",4878759,56,81564,81064,81452,800,1159,22,False
2162733,"Urths Segen","Eine schweigsame Druidin geleitete mich an diesen Ort im heiligen Wald, der in ein fahles Licht getaucht ist. Besonders geheimnisvoll wirkte die Szenerie, als Nebel aufzog.","Diese nat\xc3\xbcrliche Quelle strotzt nur so von \xc3\xa4therischer Energie. Die Schriften behaupten, dass Odin hier einst die heilige Urth mit seinem Schwert erschlug, und er daf\xc3\xbcr von der Kraft eines Kristalls in Urths Quelle gefesselt wurde, wo er immer noch schlummern soll.",4878763,56,81565,81065,81452,1200,1659,22,False
