83,"\xe3\x83\x87\xe3\x83\x9f\xe3\x83\x9e\xe3\x83\x86\xe3\x83\xaa\xe3\x82\xa2",60150,26,7
84,"\xe5\x8f\x8c\xe5\x89\xa3",60106,5,1
85,"\xe9\x9b\x91\xe8\xb2\xa8(\xe3\x82\xb7\xe3\x83\xbc\xe3\x82\xba\xe3\x83\x8a\xe3\x83\xab)",60154,4,7
86,"\xe3\x83\x88\xe3\x83\xaa\xe3\x83\x97\xe3\x83\xab\xe3\x83\x88\xe3\x83\xa9\xe3\x82\xa4\xe3\x82\xa2\xe3\x83\x89\xe3\x82\xab\xe3\x83\xbc\xe3\x83\x89",60156,27,7
87,"\xe4\xb8\xa1\xe6\x89\x8b\xe5\x89\xa3",60170,6,1
88,"\xe9\x8a\x83",60172,7,1
89,"\xe5\xa4\xa9\xe7\x90\x83\xe5\x84\x80",60171,13,1
90,"\xe9\xa3\x9b\xe7\xa9\xba\xe8\x89\x87\xe9\x83\xa8\xe5\x93\x81(\xe8\x88\xb9\xe4\xbd\x93)",60169,11,6
91,"\xe9\xa3\x9b\xe7\xa9\xba\xe8\x89\x87\xe9\x83\xa8\xe5\x93\x81(\xe8\x89\xa4\xe8\xa3\x85)",60169,12,6
92,"\xe9\xa3\x9b\xe7\xa9\xba\xe8\x89\x87\xe9\x83\xa8\xe5\x93\x81(\xe8\x88\xb9\xe5\xb0\xbe)",60169,14,6
93,"\xe9\xa3\x9b\xe7\xa9\xba\xe8\x89\x87\xe9\x83\xa8\xe5\x93\x81(\xe8\x88\xb9\xe9\xa6\x96)",60169,13,6
94,,0,0,0
95,,0,0,0
96,,0,0,0
97,,0,0,0
98,,0,0,0
99,,0,0,0
100,,0,0,0
