131097,"Ride lift to the Ruby Road Exchange","Proceed to the Ruby Road Exchange?",4164413,0,0,0,1,1,0,0,False
131098,,"Proceed into the Heart of the Sworn?",4087066,590451,590452,0,8,1,0,0,False
131099,,"Proceed to the Bowl of Embers?",4165046,590611,0,0,1,1,0,0,False
131100,,"Leave the immediate area?",4165037,590610,0,0,1,1,0,0,False
131101,"Purchase passage to Gridania","Travel to Gridania for 120 gil?",4103382,0,590530,590453,9,1,227,232,True
131102,"Purchase passage to Limsa Lominsa","Travel to Limsa Lominsa for 120 gil?",4103399,0,590530,590453,9,1,227,230,True
131103,"Purchase passage to Ul'dah","Travel to Ul'dah for 120 gil?",4103339,0,589916,590454,9,1,231,228,True
131104,"Purchase passage to Limsa Lominsa","Travel to Limsa Lominsa for 120 gil?",4103399,0,589916,590454,9,1,231,230,True
131105,"Purchase passage to Ul'dah","Travel to Ul'dah for 120 gil?",4103339,0,590531,590455,9,1,229,228,True
131106,"Purchase passage to Gridania","Travel to Gridania for 120 gil?",4103382,0,590531,590455,9,1,229,232,True
131107,,"Travel to Limsa Lominsa for 80 gil?",4165398,0,591076,590456,10,1,235,234,True
131108,,"Travel to Vesper Bay for 80 gil?",4165376,0,591077,590457,10,1,233,236,True
131109,"Purchase passage to Aleport","Travel to Aleport for 40 gil?",4165794,590514,590515,590622,11,1,0,0,False
131110,"Purchase passage to Limsa Lominsa","Travel to Limsa Lominsa for 40 gil?",4165749,590516,590517,590623,11,1,0,0,False
131111,"Purchase passage to Costa del Sol","Travel to Costa del Sol for 40 gil?",4165755,590518,590519,590624,12,1,0,0,False
131112,"Purchase passage to Limsa Lominsa","Travel to Limsa Lominsa for 40 gil?",4165749,590520,590521,590625,12,1,0,0,False
131113,"Purchase passage to Jijiroon's Trading Post","Travel to Jijiroon's Trading Post for 40 gil?",4165801,590510,0,590511,13,1,0,0,False
131114,"Purchase passage to Memeroon's Trading Post","Travel to Memeroon's Trading Post for 40 gil?",4165797,590512,0,590513,13,1,0,0,False
131115,"Purchase passage to Aleport","Travel to Aleport for 40 gil?",4165794,590522,590626,590628,14,1,0,0,False
131116,"Purchase passage to Candlekeep Quay","Travel to Candlekeep Quay for 40 gil?",4165877,590523,590627,590629,14,1,0,0,False
131117,"Travel beyond the White Wolf Gate","Travel beyond the White Wolf Gate?",1317627,590524,590525,0,15,1,0,0,False
131118,,"Enter Gridania?",1317561,590529,590526,0,15,1,0,0,False
131119,"Purchase passage to Raincatcher Gully","Travel to Raincatcher Gully for 40 gil?",4165759,590527,0,590630,16,1,0,0,False
131120,"Purchase passage to Hidden Falls","Travel to Hidden Falls for 40 gil?",4165758,590528,0,590631,16,1,0,0,False
131121,"Seek entry to the Lotus Stand","Proceed to the Lotus Stand?",3877982,590535,590536,0,19,1,0,0,False
131122,"Seek entry to the command room","Enter the command room?",4146949,590563,0,0,20,1,0,0,False
131123,,"Leave the command room?",4169071,0,0,0,1,1,0,0,False
131124,,,4190590,0,0,0,2,2,0,0,False
131125,,,4189532,0,0,0,2,2,0,0,False
131126,,"Travel to the Minotaur Malm?",4165939,590603,0,0,1,1,0,0,False
131127,,"Travel to Nald's Reflection?",4165935,590604,0,0,1,1,0,0,False
131128,,"Leave the landing area?",4103339,590607,0,0,1,1,0,0,False
131129,,"Leave the landing area?",4103382,590608,0,0,1,1,0,0,False
131130,,"Leave the landing area?",4103399,590609,0,0,1,1,0,0,False
131131,"Seek passage to the Wolves' Den","Travel to the Wolves' Den?",4264415,590632,0,0,1,1,0,0,False
131132,"Seek passage to the Moraby Drydocks","Travel to the Moraby Drydocks?",4264426,590633,0,0,1,1,0,0,False
131133,"Seek passage to Aleport","Travel to Aleport?",4165794,590634,0,0,1,1,0,0,False
131134,"Purchase passage to the Isles of Umbra","Travel to the Isles of Umbra for 40 gil?",4264587,590635,590636,590637,22,1,0,0,False
131135,"Seek passage to Aleport","Travel to Aleport?",4165794,0,0,0,1,1,0,0,False
131136,"Purchase passage to the Serpent's Tongue","Travel to the Serpent's Tongue for 40 gil?",4264605,590638,590639,590640,23,1,0,0,False
131137,,"Leave Cid's workshop?",4321669,0,0,0,1,1,0,0,False
131138,,"Travel to Gridania?",4102803,590843,0,0,1,1,0,0,False
131139,,"Leave the Binding Coil of Bahamut?",4332112,0,0,0,1,1,0,0,False
131140,,"Leave the Binding Coil of Bahamut?",4332121,0,0,0,1,1,0,390,False
131141,,"Activate the lift?",4331241,0,0,0,1,1,389,0,False
131142,,"Enter the solar?",4498658,0,0,0,1,1,0,0,False
131143,,"Leave the solar?",4498656,0,0,0,1,1,0,0,False
131144,,"Enter the Rising Stones?",4498659,0,0,0,1,1,0,0,False
131145,,"Leave the Rising Stones?",4498857,0,0,0,1,1,0,0,False
131146,,"Enter the Eight Sentinels?",4506602,0,0,0,1,1,0,0,False
131147,,"Leave the Eight Sentinels?",4506605,0,0,0,1,1,0,0,False
131148,,"Enter the estate hall?",0,0,0,0,1,6,0,0,False
131149,,"Leave the estate hall?",0,0,0,0,1,7,0,0,False
131150,,,4549235,591149,0,0,1,1,0,0,False
131151,,,4549391,591150,0,0,1,1,0,0,False
131152,,"Leave the 13th Order workshop?",4618997,0,0,0,1,1,0,0,False
131153,,"Return to Novv's Nursery?",4629135,0,0,0,1,1,0,0,False
131154,,"Return to Novv's Nursery?",4629135,0,0,0,1,1,0,0,False
131155,,"Return to Novv's Nursery?",4629135,0,0,0,1,1,0,0,False
131156,,"Return to Novv's Nursery?",4629135,0,0,0,1,1,0,0,False
131157,,"Return to Novv's Nursery?",4629135,0,0,0,1,1,0,0,False
131158,"Seek passage to the Lavender Beds","Travel to the Lavender Beds?",4549235,591254,591260,0,24,1,0,0,False
131159,,,1381038,591255,591261,0,24,1,0,0,False
131160,"Seek passage to Mist","Travel to Mist?",4664433,591256,591262,0,25,1,0,0,False
131161,,,4165749,591257,591263,0,25,1,0,0,False
131162,,,4656744,591258,591264,0,26,1,0,0,False
131163,,,4660251,591259,591265,0,26,1,0,0,False
131164,,"Leave the Eorzean subterrane?",4678209,0,0,0,1,1,0,0,False
131165,,"Leave the Binding Coil of Bahamut?",4332121,0,0,0,1,1,0,0,False
131166,,"Enter the intercessory?",5036036,591750,0,0,1,1,0,0,False
131167,,"Leave the intercessory?",5036025,0,0,0,1,1,0,0,False
131168,,"Leave the Ivory Chapel?",5038695,0,0,0,1,1,0,0,False
131169,"Board the Rhotano privateer","Board the Rhotano privateer?",5049372,590097,0,0,1,1,0,0,False
131170,"Return to Costa del Sol","Return to Costa del Sol?",4165755,590098,0,0,1,1,0,0,False
131171,,"Leave the guild?",5341046,0,0,0,1,1,0,0,False
131172,"Enter the Rogues' Guild","Enter the Rogues' Guild?",5341051,591865,0,0,27,1,0,0,False
131173,,"Leave the dock storehouse?",5341521,0,0,0,1,1,0,0,False
131174,"Enter the dock storehouse","Enter the dock storehouse?",5341524,591889,591888,0,28,1,0,0,False
131175,,"Leave the Eorzean subterrane?",5404445,0,0,0,1,1,0,0,False
131176,,"Enter the Ivory Chapel?",5038252,0,0,0,1,8,0,0,False
131177,,"Ride lift to Chocobo Square?",5448900,591975,0,0,1,1,0,0,False
131178,,"Return to Entrance Square?",5448873,591981,0,0,1,1,0,0,False
131179,"Seek passage to the Gold Saucer","Travel to the Gold Saucer?",5649379,0,591990,0,29,1,0,0,False
131180,"Seek passage to the Gold Saucer","Travel to the Gold Saucer?",5649379,0,591990,0,29,1,0,0,False
131181,"Seek passage to the Gold Saucer","Travel to the Gold Saucer?",5649379,0,591990,0,29,1,0,0,False
131182,"Purchase passage to Limsa Lominsa","Travel to Limsa Lominsa for 120 gil?",4103399,0,0,592264,30,1,0,0,False
131183,"Seek passage to Ul'dah","Travel to Ul'dah?",4103339,0,0,0,1,1,0,0,False
131184,"Purchase passage to Gridania","Travel to Gridania for 120 gil?",4103382,0,0,592264,30,1,0,0,False
131185,,"Cross the Steps of Faith to the Arc of the Worthy?",5827477,592249,0,0,1,1,0,0,False
131186,,"Return to the Gates of Judgement?",5835896,592250,0,0,1,1,0,0,False
131187,"Enter the proving grounds","Enter the proving grounds?",5822019,592251,0,0,1,1,0,0,False
131188,,"Travel to Cloudtop?",5835987,592252,0,0,1,1,0,0,False
131189,,"Travel to the Blue Window?",5836049,592253,0,0,1,1,0,0,False
131190,"Seek passage to Azys Lla","Make the journey to Azys Lla?",5836085,592254,0,0,1,1,0,0,False
131191,,"Enter the Saint Endalim Scholasticate?",5821242,592255,0,0,1,1,0,0,False
131192,,"Enter Fortemps Manor?",5822004,592256,0,0,1,1,0,0,False
131193,,"Leave the Saint Endalim Scholasticate?",5827748,0,0,0,1,1,0,0,False
131194,,"Leave the Seat of the Lord Commander?",5827491,0,0,0,1,1,0,0,False
131195,,"Leave Fortemps Manor?",5827750,0,0,0,1,1,0,0,False
131196,,"Leave the proving grounds?",5827495,0,0,0,1,1,0,0,False
131197,,"Travel to Ishgard?",5835975,592257,0,0,1,1,0,0,False
131198,,"Travel to Ishgard?",5835975,0,0,0,1,1,0,0,False
131199,,"Climb Sohm Al to the Churning Mists?",5836077,592259,0,0,1,1,0,0,False
131200,,"Descend Sohm Al to the Dravanian forelands?",5836076,0,0,0,1,1,0,0,False
131201,,"Enter Matoya's Cave?",5851087,0,0,0,1,1,0,0,False
131202,,"Leave Matoya's Cave?",5822097,0,0,0,1,1,0,0,False
131203,,"Travel to Ishgard?",5835975,0,0,0,1,1,0,0,False
131204,,,5878288,0,0,0,5,9,0,0,False
131205,,"Exit room?",5878405,0,0,0,1,1,0,0,False
131206,,"Exit the sacrificial chamber?",5857271,0,0,0,1,1,0,0,False
131207,,"Move to the Alpha Quadrant?",5890154,0,0,0,1,1,0,0,False
131208,,"Move to the Beta Quadrant?",5890159,0,0,0,1,1,0,0,False
131209,,"Move to the Beta Quadrant?",5890166,0,0,0,1,1,0,0,False
131210,,"Move to the Gamma Quadrant?",5890180,0,0,0,1,1,0,0,False
131211,,"Move to the Gamma Quadrant?",5890183,0,0,0,1,1,0,0,False
131212,,"Move to the Delta Quadrant?",5890184,0,0,0,1,1,0,0,False
131213,,"Move to the research facility?",5867863,0,0,0,1,1,0,0,False
131214,,"Leave Articulation?",5959290,0,0,0,1,1,0,0,False
131215,,"Leave the Gordian Knot?",5959290,0,0,0,1,1,0,0,False
131216,"Escape reality","Climb to the Eighteenth Floor?",6034535,592868,0,0,31,1,0,0,False
131217,"Live the fantasy","Leave the Eighteenth Floor?",6034570,0,0,0,1,1,0,0,False
131218,,"Use a shortcut to travel to\x02\x10\x01\x03the Dravanian hinterlands?",6045307,0,0,0,1,1,0,0,False
