48,"Maus","Einstellungen f\xc3\xbcr die Maussteuerung.",38,0,0,0
49,"Controller","Einstellungen f\xc3\xbcr den Controller, z. B. Vibration.",39,0,0,0
50,"Anderes","Weitere Einstellungen, z. B. Sprachauswahl und Speicherort f\xc3\xbcr Screenshots.",51,0,0,0
51,"Steuerung","Einstellungen f\xc3\xbcr die Steuerung, z. B. Kamera und Zielen.",41,0,0,0
52,"UI","Einstellungen f\xc3\xbcr das User-Interface, z. B. HUD-Layout.",42,0,0,0
53,"Namensanzeige","Einstellungen f\xc3\xbcr den Namen und andere Informationen, die \xc3\xbcber der Spielfigur angezeigt werden.",43,0,0,0
54,"Kommandomen\xc3\xbc","Einstellungen f\xc3\xbcr das Kommandomen\xc3\xbc.",44,0,0,0
55,"Chatlog","Einstellungen f\xc3\xbcr das Chatlog, z. B. Schriftgr\xc3\xb6\xc3\x9fe und Filter.",45,0,0,0
56,"PvP-Profil","Zeigt deine Leistungen im Kampf gegen andere Spieler und spezielle PvP-Kommandos.",53,19,1,6
57,"Gruppensuche","F\xc3\xbchrt eine Suche nach Gruppen entsprechend deinen Zielen oder der gew\xc3\xbcnschten Rolle durch.",54,61,5,1
58,"Gel\xc3\xa4ndemarkierung","Setzt Markierungen im Gel\xc3\xa4nde, die nur f\xc3\xbcr Gruppenmitglieder sichtbar sind.",55,63,5,3
59,"Bereitschaftsanfrage","Fragt automatisch alle Gruppen-/Allianzmitglieder, ob sie bereit sind.",56,64,5,4
60,"Aktuelle Agenda","Zeigt eine Liste von momentan dringend zu erledigenden Herausforderungen und die Verg\xc3\xbctung daf\xc3\xbcr an. Der bereits erreichte Fortschritt wird jeden \x02\x07\x05\xfdL\x98f\x03\x02\tE\xdd\xff\x08Sonntag\xff\x07Montag\xff\tDienstag\xff\tMittwoch\xff\x0bDonnerstag\xff\x08Freitag\xff\x08Samstag\x03 um \x02\x08!\xdb\xff\x1d\x02\t\x19\xdb\x02\x03\x04\x05\x06\x07\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x03\x01\x03 Uhr (Erdenzeit) zur\xc3\xbcckgesetzt.",57,46,3,4
61,"Reittier-Verzeichnis","Zeigt ein Album mit all deinen Reittieren an.",58,17,1,4
62,"Begleiter-Verzeichnis","Zeigt ein Album mit all deinen Begleitern an.",59,18,1,5
63,"Barrierefreiheit","Einstellungen zur Erleichterung der Benutzung wie etwa Visualisierung von T\xc3\xb6nen.",60,0,0,0
64,"Eorzea Incognita","Zeigt dein Reisetagebuch mit einer Liste von Orten an, die man unbedingt gesehen haben muss.",61,41,3,-1
65,"Gold Saucer","Zeigt Informationen zum Gold Saucer an, unter anderem MGP in deinem Besitz, Gl\xc3\xbcckskaktor-Ziehungen, Triple Triad-Turnierst\xc3\xa4nde, Kartendecks und Status deines Renn-Chocobos.",62,20,1,7
66,"Verm\xc3\xb6gen","Zeigt deinen momentanen Besitz an Gil und anderen W\xc3\xa4hrungen an.",63,12,1,-1
67,"Wind\xc3\xa4therquellen","Zeigt Informationen zur Harmonisierung mit Wind\xc3\xa4therquellen an.",64,51,4,-1
