#,Name,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
4022,WVR.DATA II,0,0,0,0,1,0,0
4023,WVR.DATA III,0,0,0,0,1,0,0
4024,WVR.DATA IV,0,0,0,0,1,0,0
4025,ALC.DATA I,0,0,0,0,1,0,0
4026,ALC.DATA II,0,0,0,0,1,0,0
4027,ALC.DATA III,0,0,0,0,1,0,0
4028,ALC.DATA IV,0,0,0,0,1,0,0
4029,CUL.DATA I,0,0,0,0,1,0,0
4030,CUL.DATA II,0,0,0,0,1,0,0
4031,CUL.DATA III,0,0,0,0,1,0,0
4032,CUL.DATA IV,0,0,0,0,1,0,0
4033,MIN.DATA I,0,0,0,0,1,0,0
4034,MIN.DATA II,0,0,0,0,1,0,0
4035,MIN.DATA III,0,0,0,0,1,0,0
4036,MIN.DATA IV,0,0,0,0,1,0,0
4037,BTN.DATA I,0,0,0,0,1,0,0
4038,BTN.DATA II,0,0,0,0,1,0,0
4039,BTN.DATA III,0,0,0,0,1,0,0
4040,BTN.DATA IV,0,0,0,0,1,0,0
4041,FSH.DATA I,0,0,0,0,1,0,0
4042,FSH.DATA II,0,0,0,0,1,0,0
4043,FSH.DATA III,0,0,0,0,1,0,0
4044,FSH.DATA IV,0,0,0,0,1,0,0
4045,CRP.DATA V,0,0,0,0,1,0,0
4046,BSM.DATA V,0,0,0,0,1,0,0
4047,ARM.DATA V,0,0,0,0,1,0,0
4048,GSM.DATA V,0,0,0,0,1,0,0
4049,LTW.DATA V,0,0,0,0,1,0,0
4050,WVR.DATA V,0,0,0,0,1,0,0
4051,ALC.DATA V,0,0,0,0,1,0,0
4052,CUL.DATA V,0,0,0,0,1,0,0
4053,MIN.DATA V,0,0,0,0,1,0,0
4054,BTN.DATA V,0,0,0,0,1,0,0
4055,FSH.DATA V,0,0,0,0,1,0,0
4056,CRP.DATA VI,0,0,0,0,1,0,0
4057,BSM.DATA VI,0,0,0,0,1,0,0
4058,ARM.DATA VI,0,0,0,0,1,0,0
4059,GSM.DATA VI,0,0,0,0,1,0,0
4060,LTW.DATA VI,0,0,0,0,1,0,0
4061,WVR.DATA VI,0,0,0,0,1,0,0
4062,ALC.DATA VI,0,0,0,0,1,0,0
4063,CUL.DATA VI,0,0,0,0,1,0,0
4064,MIN.DATA VI,0,0,0,0,1,0,0
4065,BTN.DATA VI,0,0,0,0,1,0,0
4066,FSH.DATA VI,0,0,0,0,1,0,0
5000,,,0,0,0,0,0,0
5001,木工中級計画貢献I-1,0,0,0,0,1,0,0
5002,木工中級計画貢献I-2,0,0,0,0,1,0,0
5003,木工中級計画貢献I-3,0,0,0,0,1,0,0
5004,木工中級計画貢献I-4,0,0,0,0,1,0,0
5005,木工中級計画貢献I-5,0,0,0,0,1,0,0
5006,鍛冶中級計画貢献I-1,0,0,0,0,1,0,0
5007,鍛冶中級計画貢献I-2,0,0,0,0,1,0,0
5008,鍛冶中級計画貢献I-3,0,0,0,0,1,0,0
5009,鍛冶中級計画貢献I-4,0,0,0,0,1,0,0
5010,鍛冶中級計画貢献I-5,0,0,0,0,1,0,0
5011,甲冑中級計画貢献I-1,0,0,0,0,1,0,0
5012,甲冑中級計画貢献I-2,0,0,0,0,1,0,0
5013,甲冑中級計画貢献I-3,0,0,0,0,1,0,0
5014,甲冑中級計画貢献I-4,0,0,0,0,1,0,0
5015,甲冑中級計画貢献I-5,0,0,0,0,1,0,0
5016,彫金中級計画貢献I-1,0,0,0,0,1,0,0
5017,彫金中級計画貢献I-2,0,0,0,0,1,0,0
5018,彫金中級計画貢献I-3,0,0,0,0,1,0,0
5019,彫金中級計画貢献I-4,0,0,0,0,1,0,0
5020,彫金中級計画貢献I-5,0,0,0,0,1,0,0
5021,革細工中級計画貢献I-1,0,0,0,0,1,0,0
5022,革細工中級計画貢献I-2,0,0,0,0,1,0,0
5023,革細工中級計画貢献I-3,0,0,0,0,1,0,0
5024,革細工中級計画貢献I-4,0,0,0,0,1,0,0
5025,革細工中級計画貢献I-5,0,0,0,0,1,0,0
5026,裁縫中級計画貢献I-1,0,0,0,0,1,0,0
5027,裁縫中級計画貢献I-2,0,0,0,0,1,0,0
5028,裁縫中級計画貢献I-3,0,0,0,0,1,0,0
5029,裁縫中級計画貢献I-4,0,0,0,0,1,0,0
5030,裁縫中級計画貢献I-5,0,0,0,0,1,0,0
5031,錬金中級計画貢献I-1,0,0,0,0,1,0,0
5032,錬金中級計画貢献I-2,0,0,0,0,1,0,0
5033,錬金中級計画貢献I-3,0,0,0,0,1,0,0
5034,錬金中級計画貢献I-4,0,0,0,0,1,0,0
5035,錬金中級計画貢献I-5,0,0,0,0,1,0,0
5036,調理中級計画貢献I-1,0,0,0,0,1,0,0
5037,調理中級計画貢献I-2,0,0,0,0,1,0,0
5038,調理中級計画貢献I-3,0,0,0,0,1,0,0
5039,調理中級計画貢献I-4,0,0,0,0,1,0,0
5040,調理中級計画貢献I-5,0,0,0,0,1,0,0
5041,採掘中級計画貢献I-1,0,0,0,0,1,0,0
5042,採掘中級計画貢献I-2,0,0,0,0,1,0,0
5043,採掘中級計画貢献I-3,0,0,0,0,1,0,0
5044,採掘中級計画貢献I-4,0,0,0,0,1,0,0
5045,採掘中級計画貢献I-5,0,0,0,0,1,0,0
5046,園芸中級計画貢献I-1,0,0,0,0,1,0,0
5047,園芸中級計画貢献I-2,0,0,0,0,1,0,0
5048,園芸中級計画貢献I-3,0,0,0,0,1,0,0
5049,園芸中級計画貢献I-4,0,0,0,0,1,0,0
5050,園芸中級計画貢献I-5,0,0,0,0,1,0,0
5051,漁師中級計画貢献I-1,0,0,0,0,1,0,0
5052,漁師中級計画貢献I-2,0,0,0,0,1,0,0
5053,漁師中級計画貢献I-3,0,0,0,0,1,0,0
5054,漁師中級計画貢献I-4,0,0,0,0,1,0,0
5055,漁師中級計画貢献I-5,0,0,0,0,1,0,0
5056,木工上級計画貢献A-1,0,0,0,0,1,0,0
5057,木工上級計画貢献A-2,0,0,0,0,1,0,0
5058,木工上級計画貢献A-3,0,0,0,0,1,0,0
5059,鍛冶上級計画貢献A-1,0,0,0,0,1,0,0
5060,鍛冶上級計画貢献A-2,0,0,0,0,1,0,0
5061,鍛冶上級計画貢献A-3,0,0,0,0,1,0,0
5062,甲冑上級計画貢献A-1,0,0,0,0,1,0,0
5063,甲冑上級計画貢献A-2,0,0,0,0,1,0,0
5064,甲冑上級計画貢献A-3,0,0,0,0,1,0,0
5065,彫金上級計画貢献A-1,0,0,0,0,1,0,0
5066,彫金上級計画貢献A-2,0,0,0,0,1,0,0
5067,彫金上級計画貢献A-3,0,0,0,0,1,0,0
5068,革細工上級計画貢献A-1,0,0,0,0,1,0,0
5069,革細工上級計画貢献A-2,0,0,0,0,1,0,0
5070,革細工上級計画貢献A-3,0,0,0,0,1,0,0
5071,裁縫上級計画貢献A-1,0,0,0,0,1,0,0
5072,裁縫上級計画貢献A-2,0,0,0,0,1,0,0
5073,裁縫上級計画貢献A-3,0,0,0,0,1,0,0
5074,錬金上級計画貢献A-1,0,0,0,0,1,0,0
5075,錬金上級計画貢献A-2,0,0,0,0,1,0,0
5076,錬金上級計画貢献A-3,0,0,0,0,1,0,0
5077,調理上級計画貢献A-1,0,0,0,0,1,0,0
5078,調理上級計画貢献A-2,0,0,0,0,1,0,0
5079,調理上級計画貢献A-3,0,0,0,0,1,0,0
5080,採掘上級計画貢献A-1,0,0,0,0,1,0,0
5081,採掘上級計画貢献A-2,0,0,0,0,1,0,0
5082,採掘上級計画貢献A-3,0,0,0,0,1,0,0
5083,園芸上級計画貢献A-1,0,0,0,0,1,0,0
5084,園芸上級計画貢献A-2,0,0,0,0,1,0,0
5085,園芸上級計画貢献A-3,0,0,0,0,1,0,0
5086,漁師上級計画貢献A-1,0,0,0,0,1,0,0
5087,漁師上級計画貢献A-2,0,0,0,0,1,0,0
5088,漁師上級計画貢献A-3,0,0,0,0,1,0,0
