#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
42,"**「レター作成」**を選択すると
**「モグレターエディター」**が表示されます。
モグレターエディターではフレンドへの
手紙を作成することができます。

モグレターは本文の他に、**アイテム**や
**ギル**を添付して送ることが可能です。",,,150222,1,0,0
43,,,,0,0,0,0
44,,,,0,0,0,0
45,"**「都市内エーテライト」**と交感したことで
**「都市転送網」**が利用できるように
なりました。

この都市転送網を使うと、
いくつかある都市内エーテライト間を
自由に移動できます。",,,150191,1,0,0
46,,,,0,0,0,0
47,,,,0,0,0,0
48,,,,0,0,0,0
49,,,,0,0,0,0
50,"都市外のエーテライトと交感したことで、
**「テレポ」**を修得しました。

メインコマンドの**「マップ＆トラベル」**から
**「テレポ」**を選択し、
交感済みのエーテライトを選択すると、
どこからでもワープができます。


　　　　　　　　　　　次のページヘ》",,,150151,1,0,0
51,"テレポをするためには、**「ギル」**を
消費します。

テレポのために必要なギルは、どこの
エーテライトにテレポするかによって、
変わります。



　　　　　　　　　　　次のページヘ》",,,150152,1,0,0
52,"エーテライトを**「お気に入り登録」**
すると、そのエーテライトへのテレポに
必要なギルが減少します。

お気に入り登録をすることができる
エーテライトは、最大3つです。

よく利用するエーテライトは、
お気に入り登録をすると良いでしょう。",,,150153,1,0,0
53,,,,0,0,0,0
54,,,,0,0,0,0
55,,,,0,0,0,0
56,,,,0,0,0,0
57,,,,0,0,0,0
58,,,,0,0,0,0
59,,,,0,0,0,0
60,"クエストを受注すると、
受注したクエストの進行状況が
**「目的リスト」**に表示されます。

クエストは5件まで表示されます。

目的リストを確認しながら、
クエストを進めていきましょう。

　　　　　　　　　　　次のページヘ》",,,150031,1,1,0
61,"目的リストに表示されている
**「クエストタイトル」**をクリックすると、
**「ジャーナル」**が表示されます。

ジャーナルには、物語のあらすじや目的、
報酬など、クエストの詳細情報が
記載されています。",,,150032,1,1,0
62,"目的リストに表示されている
**「クエストタイトル」**を選択すると、
**「ジャーナル」**が表示されます。

ジャーナルには、物語のあらすじや目的、
報酬など、クエストの詳細情報が
記載されています。",,,150032,1,1,0
63,,,,0,0,0,0
64,,,,0,0,0,0
65,"このクエストは**「イベントアイテム」**を
使用することで進行します。

クエストの対象を右クリックして
「イベントアイテム」画面を表示します。

使用するアイテムを右クリックして
サブコマンドから**「使う」**を選択し、
アイテムを使ってみましょう。",,,150051,1,1,0
66,"このクエストは**「イベントアイテム」**を
使用することで進行します。

クエスト対象をターゲットして
「イベントアイテム」画面を表示します。

使用するアイテムを選択して
サブコマンドから**「使う」**を選択し、
アイテムを使ってみましょう。",,,150051,1,1,0
67,,,,0,0,0,0
68,,,,0,0,0,0
69,,,,0,0,0,0
70,"このクエストを進行させるには、
目的の**「オブジェクト」**に
アクションをする必要があります。

オブジェクトを**「右クリック」**して、
クエストを進めてみましょう。",,,150061,1,1,0
71,"このクエストを進行させるには、
目的の**「オブジェクト」**に
アクションをする必要があります。

オブジェクトを選択して、
クエストを進めてみましょう。",,,150061,1,1,0
72,,,,0,0,0,0
73,,,,0,0,0,0
74,,,,0,0,0,0
75,,,,0,0,0,0
76,,,,0,0,0,0
77,,,,0,0,0,0
78,,,,0,0,0,0
79,,,,0,0,0,0
80,"**「エモート」**は、あなたの気持ちを
伝えるための機能です。

エモートを利用するには、
エモートをしたい相手をターゲットして
メインコマンドの**「コミュニケーション」**で
**「エモートアクション」**を選択します。


　　　　　　　　　　　次のページヘ》",,,150381,1,1,0
81,"エモートの一覧が表示されたら、
相手に伝えたいエモートを選択します。

ここでは「ローズウェン」をターゲットして
**「ひざまずく」**を選んでみましょう。




　　　　　　　　　　　次のページヘ》","エモートの一覧が表示されたら、
相手に伝えたいエモートを選択します。

ここでは「オニィー」をターゲットして、
**「お辞儀する」**を選んでみましょう。




　　　　　　　　　　　次のページヘ》","エモートの一覧が表示されたら、
相手に伝えたいエモートを選択します。

ここでは「ジュリアナ」をターゲットして、
**「歓迎する」**を選んでみましょう。




　　　　　　　　　　　次のページヘ》",150382,1,1,1
82,"「エモート」はホットバーに登録して
使うことも可能です。
お気に入りのエモートができたら、
いつでも使えるように、
ホットバーに**ドラッグ＆ドロップ**して
登録してみましょう。

**※ホットバーへの登録は、エモートの他に
　アイテムやマクロの登録も可能です**",,,150383,1,1,0
83,"エモートの一覧が表示されたら、
相手に伝えたいエモートを選択します。

ここでは「ローズウェン」をターゲットして
**「ひざまずく」**を選んでみましょう。","エモートの一覧が表示されたら、
相手に伝えたいエモートを選択します。

ここでは「オニィー」をターゲットして、
**「お辞儀する」**を選んでみましょう。","エモートの一覧が表示されたら、
相手に伝えたいエモートを選択します。

ここでは「ジュリアナ」をターゲットして、
**「歓迎する」**を選んでみましょう。",150382,1,1,1
84,,,,0,0,0,0
85,,,,0,0,0,0
86,,,,0,0,0,0
87,,,,0,0,0,0
88,,,,0,0,0,0
89,,,,0,0,0,0
90,"HPが0になってしまうと、
**「戦闘不能」**状態になります。
戦闘不能状態は、**「ホームポイント」
（コンテンツ中の場合は開始地点）**に
戻ることで回復します。

また、他のプレイヤーが近くにいる場合は
蘇生の幻術魔法**「レイズ」**などにより、
蘇生してもらえるかもしれません。
　　　　　　　　　　　次のページヘ》",,,150161,1,0,0
91,"戦闘不能になると、装備の**「耐久度」**が
下がります。

装備品の耐久度が0%になると、
装備品が持つ性能が全く発揮されなく
なってしまうため、注意が必要です。

**※ただし、プレイヤーのレベルが9以下の
　場合や、一部の特殊なコンテンツでは
　装備品の耐久度は下がりません**",,,150162,1,0,0
92,,,,0,0,0,0
93,,,,0,0,0,0
94,,,,0,0,0,0
95,,,,0,0,0,0
96,,,,0,0,0,0
97,,,,0,0,0,0
98,,,,0,0,0,0
99,,,,0,0,0,0
100,,,,0,0,0,0
101,,,,0,0,0,0
102,,,,0,0,0,0
103,,,,0,0,0,0
104,,,,0,0,0,0
105,"ダンジョンから出たい場合には、
コンテンツファインダーの**退出**ボタンか、
入り口から途中退出することができます。

ただし、他のメンバーは攻略中なので、
パーティからも離脱してしまいます。
ボス討伐後は、脱出地点を使用して
脱出することもできます。

　　　　　　　　　　　次のページヘ》",,,150572,1,0,0
106,"ダンジョンには複数のボスがいます。
ボス部屋の床にはラインが引いてあり、
ボスとの戦闘が始まると、一定時間後に
周辺が閉鎖空間となります。

ボスは強敵なので、パーティメンバーが
揃うのを待ってから戦闘を開始しましょう。


　　　　　　　　　　　次のページヘ》",,,150573,1,0,0
107,"戦闘不能となってしまった場合は、
パーティメンバーに蘇生してもらうか、
ダンジョンの入り口に戻って
再挑戦しましょう。

諦めずに何度でも挑戦し、
ボスを倒して報酬を手に入れるのです！
",,,150574,1,0,0
108,,,,0,0,0,0
109,,,,0,0,0,0
110,"クラスによって**「メインアーム」**の種類が
異なります。

変更したいクラスのメインアームを
装備することで**「クラスチェンジ」**を
することができます。



　　　　　　　　　　　次のページヘ》",,,150111,1,0,0
111,"新しいクラスを修得したら
**「ギアセット」**の登録を忘れずに
行いましょう。

ギアセットを使用すると、
登録したクラスの装備を
瞬時に切り替えることができます。",,,150112,1,0,0
112,,,,0,0,0,0
113,,,,0,0,0,0
114,,,,0,0,0,0
115,"**「クラスチェンジ」**が開放されました！

他のクラスのギルドを訪れ、
受付に話しかけると
新たなクラスを修得するための
クエストが受注できます。



　　　　　　　　　　　次のページヘ》",,,150101,1,0,0
116,"エオルゼアにはバトルクラスだけでなく、
アイテムを作る**「クラフタークラス」**や
生産の素材をフィールドで入手する
**「ギャザラークラス」**も存在します。

まずは現在学んでいる
クラスについて熟知し、
そのうえで他のクラスを学ぶと、
より理解が深まるでしょう。",,,150102,1,0,0
117,,,,0,0,0,0
118,,,,0,0,0,0
119,,,,0,0,0,0
120,"特別な戦闘エリアでは物語上で
重要な敵や、特別な状況下での
戦闘が行われます。

画面右の**「目的リスト」**に従って
敵を撃破しましょう。



　　　　　　　　　　　次のページヘ》",,,150791,1,1,0
121,"フィールド上の赤い点線の先には
出る事はできません。

クエストの目的を達成すると
特別な戦闘エリアが終了します。


",,,150792,1,1,0
122,,,,0,0,0,0
123,,,,0,0,0,0
124,,,,0,0,0,0
125,"重要なクエストは**「クエストアイコン」**が
普段とは違う特別な形となります。

この形のアイコンを追っていけば
メインクエストが進んでいくでしょう。




　　　　　　　　　　　次のページヘ》",,,150801,1,0,0
126,"この形のアイコンは
一連のクエストを進めていく中で
新たなコンテンツや機能などが
関係するクエストです。

この形のアイコンを見つけたら
積極的にプレイしましょう。",,,150802,1,0,0
127,,,,0,0,0,0
128,,,,0,0,0,0
129,,,,0,0,0,0
130,"クラスクエストの中には、
報酬として**「クラス専用アクション」**が
設定されているものが存在します。

例として、「槍術士」**レベル15**で受注が
可能なクエストでは、遠隔ウェポンスキル
**「ピアシングタロン」**を修得できます。

クエストの受注可能レベルに到達したら、
率先してコンプリートを目指しましょう。",,,150891,1,0,0
131,,,,0,0,0,0
132,,,,0,0,0,0
133,,,,0,0,0,0
134,,,,0,0,0,0
135,"**「ショップ」**では、アイテムの売買を
することができます。
ショップのアイテムを選択することで、
アイテムの購入が可能です。
また、「所持品」のアイテムを選択し、
**ドラッグ＆ドロップ**をすることで、
アイテムを売却することができます。
サブコマンドから**「売却」**を
選択することでも売却が可能です。
　　　　　　　　　　　次のページヘ》",,,150201,1,0,0
136,"誤ってアイテムを売却してしまった場合に
**「買い戻し品リスト」**から**買い戻し**が
行えます。

ただし、買い戻し品リストのアイテムは、
ログアウトしたり、アイテムを売却した
ショップのエリアから移動したりすると、
リストから消えてしまいますので
注意しましょう。",,,150202,1,0,0
137,"**「ショップ」**では、アイテムの売買を
することができます。

ショップのアイテムを選択することで、
アイテムの購入が可能です。

また、所持品を選択することで
アイテムの売却を行うことができます。

　　　　　　　　　　　次のページヘ》",,,150201,1,0,0
138,,,,0,0,0,0
139,,,,0,0,0,0
140,,,,0,0,0,0
141,,,,0,0,0,0
142,,,,0,0,0,0
143,,,,0,0,0,0
144,,,,0,0,0,0
145,,,,0,0,0,0
146,,,,0,0,0,0
147,,,,0,0,0,0
148,,,,0,0,0,0
149,,,,0,0,0,0
150,"敵を攻撃したい場合、攻撃したい対象を**「右クリック」**すると**「オートアタック」**が開始されます。

オートアタックは、対象との**距離**が適切な場合に、自動で攻撃を行います。

オートアタック中はターゲット上に
**「オートアタックサイン」**が表示されます。
　　　　　　　　　　　次のページヘ》",,,150931,1,0,0
151,"画面に表示されている**「ホットバー」**には
戦いを有利に進めることができる
アクションが並んでいます。

それぞれのアクションは、ホットバーに
セットされているアイコンを**「クリック」**
または表示されている**ショートカットキー**を
押下することで実行可能です。

　　　　　　　　　　　次のページヘ》",,,150082,1,0,0
152,"アクションの実行には
**「MP」**などのコストが必要です。
さらに、再実行する場合にも、
一定時間（**リキャストタイム**）が
必要となります。

アクションの効果はセットしたアクションを
選択することで確認できます。

　　　　　　　　　　　次のページヘ》",,,150083,1,0,0
153,"幻術士や弓術士などの遠隔攻撃を
得意とするクラスの場合は、
敵との距離を十分に取りながら、
アクションを活用して戦うと良いでしょう。",,,150084,1,0,0
154,,,,0,0,0,0
155,,,,0,0,0,0
156,,,,0,0,0,0
157,,,,0,0,0,0
158,,,,0,0,0,0
159,,,,0,0,0,0
160,"ファイナルファンタジーXIVには、
ひとりのキャラクターで複数のクラスや、
ジョブを瞬時に切り替えることが可能な
**「アーマリーシステム」**があります。

そのため、多数の装備品によって、
所持品がすぐにいっぱいにならないよう
装備品専用のバッグがあります。
それが**「アーマリーチェスト」**です。
　　　　　　　　　　　次のページヘ》",,,151141,1,0,0
161,"ショップや報酬で装備品を入手したり、
キャラクターから装備を外した場合、
その装備品は、所持品バッグではなく、
アーマリーチェストに収納されます。

装備品を入手した場合には、
アーマリーチェストを確認しましょう。


　　　　　　　　　　　次のページヘ》",,,151142,1,0,0
162,"アーマリーチェストは、
メインコマンドの「マイキャラクター」から
**「アーマリーチェスト」**をクリックするか、
【Ctrl＋B】キーを押下すると開きます。",,,151143,1,0,0
163,"アーマリーチェストは、
メインコマンドの「マイキャラクター」から
**「アーマリーチェスト」**を選択すると
開きます。",,,151143,1,0,0
164,,,,0,0,0,0
165,,,,0,0,0,0
166,,,,0,0,0,0
167,,,,0,0,0,0
168,,,,0,0,0,0
169,,,,0,0,0,0
170,"**「レストエリア」**に入りました。
レストエリアに入ると、EXPバーの右に
アイコンがつきます。

レストエリアに滞在している間は、
**「レストボーナス」**が貯まります。
レストエリアからログアウトした場合も、
レストボーナスの加算は続きます。

　　　　　　　　　　　次のページヘ》",,,150361,1,0,0
171,"レストボーナスが貯まっている時は、
**「戦闘・製作・採集」**で取得できる経験値に**「1.5倍」**のボーナスがつきます。






　　　　　　　　　　　次のページヘ》",,,150362,1,0,0
172,"貯まっているレストボーナスは、
EXPバー上に黄色か青の
**「レストボーナスゲージ」**で
表示されています。

取得経験値が、レストボーナスゲージの
上限に達するまで、レストボーナスの
効果は続きます。

　　　　　　　　　　　次のページヘ》",,,150363,1,0,0
173,"レストボーナスは、
一部の**「集落」**や**「街」**など、
いくつかのレストエリアで得られます。

レストエリアでログアウトをする習慣を
つけると良いでしょう。",,,150364,1,0,0
174,,,,0,0,0,0
175,,,,0,0,0,0
176,,,,0,0,0,0
177,,,,0,0,0,0
178,,,,0,0,0,0
179,,,,0,0,0,0
180,"他の冒険者と**パーティ**を結成しました！

ひとりでは倒せなかった敵も、
仲間と一緒に挑むことで倒すことが
できたり、ひとりでは挑戦できない
ダンジョンを一緒に攻略したり、
パーティに参加することによって、
遊びの幅が増えるでしょう。

　　　　　　　　　　　次のページヘ》",,,150901,1,0,0
181,"パーティ参加中は会話モード**「Party」**を
利用することができます。
**パーティメンバーのみ**が参加できるので、
パーティメンバー以外には聞こえません。
まずは
「こんにちは！よろしくお願いします！」
など、**挨拶をしてみましょう！**
会話モードの変更は、画面左下の切り替えメニューから変更することができます。
　　　　　　　　　　　次のページヘ》",,,150903,1,0,0
182,"パーティが結成されると、画面左上に
**「パーティリスト」**が表示されます。
パーティリストには仲間の状態が表示され
パーティメンバーの状況を確認できます。
また、パーティリストをクリックすると、
パーティメンバーを直接ターゲット
することができます。
仲間を回復したい時など、とっさの操作が
必要な場合に利用してみましょう。
　　　　　　　　　　　次のページヘ》",,,150902,1,0,0
183,"また、パーティに参加すると、自分や仲間の
クラスやジョブの組み合わせによって、
フィジカルパラメータが上昇する
**「パーティボーナス」**が付与されます。

**※仲間と同じエリアにいる間、
　パーティボーナスは常に付与されます**
**※メインコマンド「パーティ」の
　「パーティメンバー」から確認できます**
　　　　　　　　　　　次のページヘ》",,,150904,1,0,0
184,"パーティの仲間である冒険者は、
あなたと同じひとりのプレイヤーです。

発言や行動に気を配り、思いやりを持ってコミュニケーションを行うことで、お互いに楽しく充実した時間を過ごせます。

さあ、まずは挨拶をしてみましょう！",,,150905,1,0,0
185,"パーティが結成されると、画面左上に
**「パーティリスト」**が表示されます。
パーティリストには仲間の状態が表示され
パーティメンバーの状況を確認できます。
また、方向パッドの上下を押すことで、
パーティメンバーを直接選択できます。
仲間を回復したい時など、とっさの操作が
必要な場合に利用してみましょう。

　　　　　　　　　　　次のページヘ》",,,150902,1,0,0
186,,,,0,0,0,0
187,,,,0,0,0,0
188,,,,0,0,0,0
189,,,,0,0,0,0
190,"敵を攻撃したい場合、攻撃したい対象を
選択して、ターゲット中に決定操作で
**「オートアタック」**を開始します。

オートアタックは、対象との距離が
適切な場合に自動で攻撃を行います。

オートアタック中はターゲット上に
**「オートアタックサイン」**が表示されます。
　　　　　　　　　　　次のページヘ》",,,150931,1,0,0
191,"戦闘はアクションを実行することで
有利に進めることができます。

アクションの実行には
**「クロスホットバー」**を利用します。




　　　　　　　　　　　次のページヘ》",,,150932,1,0,0
192,"クロスホットバーはボタンの
どちらかを押しながら、各方向パッド、
またはのいずれかのボタンを押すことで、アクションを実行できます。

**※新たに修得したアクションは、自動で
　アクションスロットに追加されます**


　　　　　　　　　　　次のページヘ》",,,150933,1,0,0
193,"アクションの実行には
**「MP」**などのコストが必要です。
さらに、再実行する場合にも、
一定時間（**リキャストタイム**）が
必要となります。




　　　　　　　　　　　次のページヘ》",,,150934,1,0,0
194,,,,0,0,0,0
195,,,,0,0,0,0
196,,,,0,0,0,0
197,,,,0,0,0,0
198,,,,0,0,0,0
199,,,,0,0,0,0
200,"クエストによっては、相手からアイテムを
求められることがあります。
この際、求められたアイテムが掲載された**「リクエスト」**画面が表示されます。

リクエストはアイテムを**ドラッグ＆ドロップ**して、**「渡す」**ボタンをクリックすることで完了します。
求められたアイテムを所持しているなら、
リクエストに応えてあげましょう。",,,150921,1,0,0
201,"クエストによっては、相手からアイテムを
求められることがあります。
この際、求められたアイテムが掲載された**「リクエスト」**画面が表示されます。

リクエストは、アイテムを選択して、
**「渡す」**ボタンを押すことで完了します。

求められたアイテムを所持しているなら、
リクエストに応えてあげましょう。",,,150922,1,0,0
202,,,,0,0,0,0
203,,,,0,0,0,0
204,,,,0,0,0,0
205,,,,0,0,0,0
206,,,,0,0,0,0
207,,,,0,0,0,0
208,,,,0,0,0,0
209,,,,0,0,0,0
210,"**「PCサーチ」**は、ゲームにログイン中の
プレイヤーを指定した条件で検索して、
最大200人までリストアップできます。

検索結果は現在あなたがいる場所と
同じ場所のプレイヤーが優先して
表示されます。


　　　　　　　　　　　次のページヘ》",,,150631,1,0,0
211,"**「PCサーチ条件」**の初期設定は、
現在プレイしている言語設定が
サーチ条件となっています。

他にもさまざまな条件で、他の
プレイヤーをサーチすることができます。

冒険に慣れてきたら、同じ目的を持つ
プレイヤーを探す時に使ってみましょう。
　　　　　　　　　　　次のページヘ》",,,150632,1,0,0
212,"他のプレイヤーから自分が検索される
場合には、自分のキャラクターの
サーチ情報が参照されます。

**「サーチ情報」**は、**「パーティ」**の
**「パーティメンバー」**に表示されている
自分の名前に対して**「右クリック」**して
**「サーチ情報の編集」**を選択することで
編集できます。
　　　　　　　　　　　次のページヘ》",,,150633,1,0,0
213,"「サーチ情報」はオンラインステータスや
サーチコメントを編集できます。
クラスとレベルについては現在のクラスが
検索される対象となりますが、
オンラインステータスを**「パーティ希望」**
にして、参加希望するクラスを
選択状態にしておくことで、
それらのクラスでも自分を検索対象と
することができます。
　　　　　　　　　　　次のページヘ》",,,150634,1,0,0
214,"クラス選択パネルは、自分が修得済みの
クラスの中から複数選択可能です。
一度クリックすると選択され、もう一度
クリックすると選択が解除されます。

オンラインステータスが「パーティ希望」
ではない場合、この指定は無効となり、
現在のクラスのみが検索対象となります。",,,150635,1,0,0
215,"他のプレイヤーから自分が検索される
場合には、自分のキャラクターの
サーチ情報が参照されます。

**「サーチ情報」**は、**「パーティ」**の
**「パーティメンバー」**に表示されている
自分の名前を選択し、サブコマンドから
**「サーチ情報の編集」**を選択することで
編集できます。
　　　　　　　　　　　次のページヘ》",,,150633,1,0,0
216,"クラス選択パネルは、自分が修得済みの
クラスの中から複数選択が可能です。
一度決定することで選択され、
再度決定することで選択が解除されます。

オンラインステータスが「パーティ希望」
ではない場合、この指定は無効となり、
現在のクラスのみが検索対象となります。",,,150635,1,0,0
217,,,,0,0,0,0
218,,,,0,0,0,0
219,,,,0,0,0,0
220,,,,0,0,0,0
221,,,,0,0,0,0
222,,,,0,0,0,0
223,,,,0,0,0,0
224,,,,0,0,0,0
225,,,,0,0,0,0
226,,,,0,0,0,0
227,,,,0,0,0,0
228,,,,0,0,0,0
229,,,,0,0,0,0
230,,,,0,0,0,0
231,,,,0,0,0,0
232,,,,0,0,0,0
233,,,,0,0,0,0
234,,,,0,0,0,0
235,,,,0,0,0,0
236,,,,0,0,0,0
237,,,,0,0,0,0
238,,,,0,0,0,0
239,,,,0,0,0,0
240,"**「リミットブレイク」**は
パーティ全員の協力によって生み出す
パーティプレイ専用の必殺技です。

4人以上でパーティを組んだ際に、
パーティリストの上部に表示される
**「リミットゲージ」**を一定量以上
蓄積することで発動できます。

　　　　　　　　　　　次のページヘ》",,,150971,1,0,0
241,"リミットゲージはパーティ全体で
1本のゲージを共有し、バトルをすると
増えていきます。

特に瀕死状態の味方への回復行為や、
敵の危険な攻撃を阻止した場合などは
ボーナスとしてゲージが早く貯まります。


　　　　　　　　　　　次のページヘ》",,,150972,1,0,0
242,"リミットブレイクはアクションリストの
「GENERAL」のタブからホットバーや、
クロスホットバーにセットして使います。

発動される技は、単体攻撃、範囲攻撃、
防御、回復の4系統が存在し、技の内容は
クラスやジョブによって変化します。


　　　　　　　　　　　次のページヘ》",,,150973,1,0,0
243,"リミットゲージ最大値はパーティ人数や、
雑魚戦やボス戦などにより異なります。

パーティが困難な敵と対峙する時ほど、
リミットブレイクが有効になるでしょう。

パーティメンバーの意思と力を合わせ、
リミットブレイクを使いこなし、
戦闘を有利に進めてください！
",,,150974,1,0,0
244,,,,0,0,0,0
245,,,,0,0,0,0
246,,,,0,0,0,0
247,,,,0,0,0,0
248,,,,0,0,0,0
249,,,,0,0,0,0
250,"**「レベルシンクシステム」**により、
あなたのレベルが調整されました！

**「レベルシンク」**とは
参加しようとしたダンジョンや、
F.A.T.E.に設定された想定レベルよりも、
あなたのレベルが高すぎる場合に、
自動的にバランス調整するシステムです。

　　　　　　　　　　　次のページヘ》",,,150981,1,0,0
