#,Name,Description,Icon,ParamModifier,VFX,Log,Unknown0,MaxStacks,ClassJobCategory,StatusCategory,HitEffect,PartyListPriority,CanIncreaseRewards,ParamEffect,TargetType,Flags,Flag2,Unknown_70_1,Unknown2,LockMovement,Unknown3,LockActions,LockControl,Transfiguration,IsGaze,CanDispel,InflictedByActor,IsPermanent,NoLogVfx,Unknown5,CanStatusOff,IsFcBuff,Invisibility,Unknown6,Unknown_70_2,Unknown7
10,拘束装置：スロウ,拘束装置の影響で動きが鈍り、オートアタックの攻撃間隔と、ウェポンスキルおよび魔法のキャストタイムとリキャストタイムが延長された状態。,215545,20,0,0,5,0,1,2,13,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
11,混乱,混乱しきった状態。仲間を攻撃し続ける。,215603,0,0,0,64,0,1,2,17,100,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
12,レビテト,重力に反発し、宙に浮いた状態。,215037,0,4,0,0,0,1,1,16,1,0,0,0,49,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
13,バインド,移動できなくなった状態。,215003,0,5,0,3,0,1,2,12,100,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
14,ヘヴィ,移動速度が低下した状態。,215002,0,6,0,3,0,1,2,4,100,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
15,暗闇,闇に囚われ、命中率が低下した状態。,215012,-10,0,0,4,0,1,2,10,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,麻痺,身体が痺れ、時々行動できなくなる状態。,215006,33,0,0,0,0,1,2,5,100,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
18,毒,毒に冒された状態。ＨＰが徐々に失われる。,215007,10,0,0,0,0,1,2,1,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
19,猛毒,毒に冒された状態。ＨＰが徐々に失われる。,215517,100,0,0,0,0,1,2,1,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
20,ＴＰ継続ダメージ,連続してＴＰが減少している状態。,215025,0,0,0,0,0,1,2,17,10,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21,最大ＨＰアップ,最大ＨＰが増加した状態。,215075,10,0,0,6,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,最大ＨＰダウン,最大ＨＰが減少した状態。,215076,-10,0,0,6,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
23,最大ＭＰアップ,最大ＭＰが増加した状態。,215077,10,0,0,7,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,最大ＭＰダウン,最大ＭＰが減少した状態。,215078,-10,0,0,7,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
25,物理攻撃力アップ,物理攻撃力が向上した状態。,215050,10,0,0,8,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,物理攻撃力ダウン,物理攻撃力が低下した状態。,215051,-10,0,0,8,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
27,命中率アップ,命中率が向上した状態。,215060,10,0,0,9,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,命中率ダウン,命中率が低下した状態。,215061,-10,0,0,9,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
29,物理防御力アップ,物理防御力が向上した状態。,215052,10,0,0,10,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,物理防御力ダウン,物理防御力が低下した状態。,215053,-10,0,0,10,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
31,回避力アップ,回避力が向上した状態。,215062,10,0,0,11,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,回避力ダウン,回避力が低下した状態。,215063,-10,0,0,11,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
33,魔法攻撃力アップ,魔法攻撃力が向上した状態。,215054,10,0,0,12,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,魔法攻撃力ダウン,魔法攻撃力が低下した状態。,215055,-10,0,0,12,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35,魔法回復力アップ,魔法回復力が向上した状態。,215058,10,0,0,13,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,魔法回復力ダウン,魔法回復力が低下した状態。,215059,-10,0,0,13,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
37,魔法防御力アップ,魔法防御力が向上した状態。,215056,10,0,0,14,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,魔法防御力ダウン,魔法防御力が低下した状態。,215057,-10,0,0,14,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
39,スタン無効,スタンを無効化する状態。,215566,100,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
40,沈黙無効,沈黙を無効化する状態。,215567,100,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
41,製作設備,製作設備の助けを借りた状態。レベル90以下のクラフターの最大ＣＰが増加する。,216107,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,超える力,己の限界を超えた状態。最大ＨＰが増加し、かつ与ダメージと自身からのＨＰ回復効果が上昇する。,216207,15,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
43,衰弱,身体が弱り、ＳＴＲ・ＤＥＸ・ＩＮＴ・ＭＮＤが25％低下した状態。,215010,0,0,0,16,0,1,2,0,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,衰弱［強］,身体が弱り、ＳＴＲ・ＤＥＸ・ＩＮＴ・ＭＮＤが50％低下した状態。,215011,0,0,0,16,0,1,2,0,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,経験値アップ（クラフター専用）,クラフターの経験値が上がりやすくなっている状態。,216106,0,0,0,15,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,経験値アップ（ギャザラー専用）,ギャザラーの経験値が上がりやすくなっている状態。,216006,0,0,0,15,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,スニーク,"静かに行動し、敵に発見されにくくなった状態。
レベルが「自分のレベル＋4」以下の敵に襲われなくなる。",216015,0,138,0,0,0,1,1,16,2,0,0,0,36,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
48,食事,食事の効果を受けている状態。,216202,1,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,強化薬,強化薬の効果を受けている状態。,216203,2,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,スプリント,移動速度が上昇した状態。,210101,0,0,0,41,0,1,1,0,0,0,18,0,6,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,ＳＴＲダウン,ＳＴＲが低下した状態。,215080,-5,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
52,ＶＩＴダウン,ＶＩＴが低下した状態。,215082,-5,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
53,物理ダメージ上昇,物理ダメージが上昇した状態。,215050,10,0,0,35,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,物理ダメージ低下,物理ダメージが低下した状態。,215051,-10,0,0,35,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55,被物理ダメージ軽減,受ける物理ダメージが軽減される状態。,215052,-10,0,0,36,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,被物理ダメージ増加,受ける物理ダメージが増加する状態。,215053,10,0,0,36,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
57,魔法ダメージ上昇,魔法ダメージが上昇した状態。,215054,10,0,0,37,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,魔法ダメージ低下,魔法ダメージが低下した状態。,215055,-10,0,0,37,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
59,被魔法ダメージ軽減,受ける魔法ダメージが軽減される状態。,215056,-10,0,0,38,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,被魔法ダメージ増加,受ける魔法ダメージが増加する状態。,215057,10,0,0,38,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
61,ダメージ上昇,与ダメージが上昇した状態。,215519,10,0,0,39,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,ダメージ低下,与ダメージが低下した状態。,215520,-10,0,0,39,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
63,被ダメージ低下,受けるダメージが軽減される状態。,215021,-10,0,0,40,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,被ダメージ上昇,受けるダメージが増加する状態。,215020,10,0,0,40,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
65,ウェポンスキル強化：クリティカル,ウェポンスキルが必ずクリティカルする状態。,215016,0,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,恐怖,恐怖で行動できなくなった状態。,215516,0,0,0,0,0,1,2,18,100,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,ヘヴィ［強］,移動速度が低下した状態。,215518,0,6,0,0,0,1,2,4,100,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
68,オートアタック強化：ＨＰ吸収,オートアタックにＨＰ吸収効果を得た状態。,215504,10,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,オートアタック強化：ＴＰ吸収,オートアタックにＴＰ吸収効果を得た状態。,215505,100,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,オートアタック強化：スタン,オートアタック時に一定確率でスタンが発動する状態。,215506,176,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,ランパート,受けるダメージの一部が軽減される状態。,210152,-10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,コンバレセンス,回復魔法による自身に対するＨＰ回復効果を向上させる状態。,210157,20,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,アウェアネス,クリティカルヒット攻撃を受けなくなった状態。,213916,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,センチネル,受けるダメージの一部が軽減される状態。,210151,-20,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,鋼の意志,一部を除くすべてのノックバックと引きよせを無効化する状態。,210153,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,ファイト・オア・フライト,与ダメージが上昇した状態。,210155,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,ブルワーク,攻撃を確実にブロックする状態。,210156,100,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,忠義の剣,オートアタックに追加ダメージが付与された状態。,212505,100,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
79,アイアンウィル,自身に向けられる敵視が上昇する状態。,212506,500,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
80,かばう,特定のパーティメンバーを護っている状態。,212501,0,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
81,かばう［被］,特定のパーティメンバーによって護られている状態。,212502,0,0,0,0,0,20,1,16,100,0,0,0,35,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
82,インビンシブル,一部を除くすべてのダメージを無効化する状態。,212504,0,0,0,0,0,1,1,16,70,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,フォーサイト,物理防御力が向上した状態。,210252,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,ブラッドバス,物理攻撃にＨＰ吸収効果が付与された状態。,213913,25,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,メイム,与ダメージが上昇した状態。,210262,5,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,バーサク,"自身のウェポンスキルによる攻撃が必ずクリティカルヒットかつダイレクトヒットする状態。
クリティカルヒットやダイレクトヒットの発動率を上昇させる効果を受けている場合は与ダメージが上昇する。",217217,0,0,0,0,3,1,1,16,0,2,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,スリル・オブ・バトル,"最大ＨＰが増加した状態。
スリル・オブ・バトル効果アップ修得後追加効果：自身に対するＨＰ回復効果を向上させる。",210254,10,0,0,0,0,1,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,ホルムギャング,移動できなくなった状態。この効果はダメージで解除されない。,210255,0,0,0,0,0,1,2,17,100,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,ヴェンジェンス,受けるダメージが軽減され、かつ物理攻撃を受けた場合に、反撃ダメージを与える状態。,210256,-30,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,シュトルムブレハ,与ダメージが上昇した状態。,210263,5,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,ディフェンダー,自身に向けられる敵視が上昇する状態。,212551,500,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
92,アンチェインド,「ディフェンダー」による与ダメージ低下ペナルティを無効化した状態。,212552,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,ラース,受け流し発動率が向上した状態。,210257,2,7,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,ラースII,受け流し発動率が向上した状態。,210258,4,7,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,ラースIII,受け流し発動率が向上した状態。,210259,6,7,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,ラースIV,受け流し発動率が向上した状態。,210260,8,7,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,ラースV,受け流し発動率が向上した状態。,210261,10,7,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,双竜脚,打耐性が低下した状態。,210215,-5,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
99,フェザーステップ,回避率が向上した状態。,210201,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,発勁,クリティカル発動率が向上した状態。,210204,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,双掌打,与ダメージが上昇した状態。,210216,5,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,マントラ,自身に対するＨＰ回復効果を向上させる状態。,210206,5,0,0,0,0,41,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,紅蓮の構え,与ダメージが向上した状態。,210202,5,0,528,29,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
104,金剛の構え,受けるダメージの一部が軽減される状態。,210203,-10,0,528,29,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
105,疾風の構え,移動速度が上昇した状態。,212526,0,0,528,29,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
106,秘孔拳,ＨＰが徐々に失われる状態。,210211,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
107,壱の型：魔猿,壱の型：魔猿の態勢をとっている状態。,210212,0,0,528,31,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
108,弐の型：走竜,弐の型：走竜の態勢をとっている状態。,210213,0,0,528,31,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
109,参の型：猛虎,参の型：猛虎の態勢をとっている状態。,210214,0,0,528,31,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
110,踏鳴,壱の型、弐の型、参の型のすべてに対応できる態勢をとっている状態。,217564,0,0,528,31,3,1,1,16,0,2,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
111,疾風迅雷,与ダメージが上昇し、オートアタックの攻撃間隔と、ウェポンスキルおよび魔法のキャストタイムとリキャストタイムが短縮された状態。,210207,10,8,0,32,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
112,疾風迅雷II,与ダメージが上昇し、オートアタックの攻撃間隔と、ウェポンスキルおよび魔法のキャストタイムとリキャストタイムが短縮された状態。,210208,20,9,0,32,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
113,疾風迅雷III,与ダメージが上昇し、オートアタックの攻撃間隔と、ウェポンスキルおよび魔法のキャストタイムとリキャストタイムが短縮された状態。,210209,30,10,0,32,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
114,キーンフラーリ,受け流し発動率が向上した状態。,210301,20,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,ヘヴィスラスト,与ダメージが上昇した状態。,210306,5,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,ライフサージ,"次に実行するウェポンスキルが必ずクリティカルヒットし、かつＨＰを吸収する状態。
クリティカルヒットの発動率を上昇させる効果を受けている場合は与ダメージが上昇する。",210302,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,捨身,与ダメージが上昇する代わりに被ダメージも上昇している状態。,210304,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,桜華狂咲,ＨＰが徐々に失われる状態。,210307,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
119,二段突き,ＨＰが徐々に失われる状態。,210305,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
120,竜槍,次の「ジャンプ」もしくは「スパインダイブ」のダメージが向上する状態。,210303,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,ディセムボウル,突耐性が低下した状態。,212576,-5,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
122,ストレートショット実行可,ストレートショットを実行できる状態。,210365,0,0,0,0,0,1,1,16,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,ホークアイ,ＤＥＸが向上し、かつ攻撃が必ず命中する状態。,210351,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,ベノムバイト,毒に冒され、ＨＰが徐々に失われる状態。,210352,10,0,0,0,0,1,2,1,10,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
125,猛者の撃,与ダメージが向上した状態。,210354,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,被物理ダメージ増加,受ける物理ダメージが増加する状態。,218001,10,0,0,36,8,1,2,17,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,ディヴァージョン,敵視上昇が抑えられた状態。,213914,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,乱れ撃ち,"リフルジェントアローおよびシャドウバイトを実行できる状態。
リフルジェントアローを実行する場合は3回分のダメージを与え、シャドウバイトを実行する場合は威力を上昇させる。",210356,1,0,0,0,0,1,1,16,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,ウィンドバイト,風属性ダメージにより、ＨＰが徐々に失われる状態。,210360,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
130,ストレートショット,クリティカル発動率が向上した状態。,210361,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,レイン・オブ・デス効果アップ,次のレイン・オブ・デスをＴＰ消費無しで実行できる状態。,212607,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,クイックノック効果アップ,次のクイックノックをＴＰ消費無しで実行できる状態。,210362,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
