#,Name,Reward,MonsterNoteTarget[0],MonsterNoteTarget[1],MonsterNoteTarget[2],MonsterNoteTarget[3],Count[0],Count[1],Count[2],Count[3]
50011,弓術士11,2300,112,0,0,0,4,0,0,0
50012,弓術士12,3200,115,0,0,0,4,0,0,0
50013,弓術士13,4000,113,116,117,118,1,1,1,1
50014,弓術士14,4500,119,0,0,0,4,0,0,0
50015,弓術士15,5000,120,0,0,0,4,0,0,0
50016,弓術士16,5300,122,0,0,0,4,0,0,0
50017,弓術士17,5500,123,0,0,0,4,0,0,0
50018,弓術士18,5700,128,0,0,0,3,0,0,0
50019,弓術士19,5900,133,0,0,0,4,0,0,0
50020,弓術士20,6100,129,0,0,0,4,0,0,0
50021,弓術士21,6300,32,0,0,0,5,0,0,0
50022,弓術士22,6500,135,0,0,0,5,0,0,0
50023,弓術士23,6700,33,246,138,144,2,2,2,2
50024,弓術士24,6900,146,0,0,0,5,0,0,0
50025,弓術士25,7100,152,0,0,0,5,0,0,0
50026,弓術士26,7600,253,0,0,0,5,0,0,0
50027,弓術士27,8600,257,0,0,0,5,0,0,0
50028,弓術士28,9400,157,0,0,0,5,0,0,0
50029,弓術士29,9700,159,0,0,0,5,0,0,0
50030,弓術士30,10000,37,0,0,0,5,0,0,0
50031,弓術士31,11000,165,0,0,0,5,0,0,0
50032,弓術士32,12000,265,0,0,0,5,0,0,0
50033,弓術士33,12500,264,47,269,172,2,2,2,2
50034,弓術士34,13000,52,0,0,0,5,0,0,0
50035,弓術士35,13500,56,0,0,0,5,0,0,0
50036,弓術士36,14000,63,65,62,272,2,2,2,2
50037,弓術士37,14500,295,0,0,0,5,0,0,0
50038,弓術士38,15000,298,0,0,0,5,0,0,0
50039,弓術士39,16000,301,0,0,0,5,0,0,0
50040,弓術士40,16500,307,0,0,0,5,0,0,0
50041,弓術士41,17000,306,0,0,0,5,0,0,0
50042,弓術士42,17500,308,0,0,0,5,0,0,0
50043,弓術士43,18000,72,73,179,187,2,2,2,2
50044,弓術士44,18500,319,0,0,0,5,0,0,0
50045,弓術士45,19000,191,0,0,0,5,0,0,0
50046,弓術士46,19500,314,318,320,279,2,2,2,2
50047,弓術士47,20000,194,0,0,0,5,0,0,0
50048,弓術士48,20500,205,0,0,0,5,0,0,0
50049,弓術士49,21000,285,0,0,0,5,0,0,0
50050,弓術士50,21500,89,0,0,0,5,0,0,0
60001,幻術士01,75,1,0,0,0,3,0,0,0
60002,幻術士02,180,95,0,0,0,3,0,0,0
60003,幻術士03,360,96,0,0,0,3,0,0,0
60004,幻術士04,410,97,0,0,0,3,0,0,0
60005,幻術士05,530,99,0,0,0,3,0,0,0
60006,幻術士06,980,98,0,0,0,3,0,0,0
60007,幻術士07,1100,101,0,0,0,3,0,0,0
60008,幻術士08,1300,102,0,0,0,3,0,0,0
60009,幻術士09,1600,106,0,0,0,3,0,0,0
60010,幻術士10,1700,114,0,0,0,3,0,0,0
60011,幻術士11,2300,109,0,0,0,3,0,0,0
60012,幻術士12,3200,115,113,0,0,3,2,0,0
60013,幻術士13,4000,18,0,0,0,3,0,0,0
60014,幻術士14,4500,118,0,0,0,3,0,0,0
60015,幻術士15,5000,121,0,0,0,3,0,0,0
60016,幻術士16,5300,122,0,0,0,3,0,0,0
60017,幻術士17,5500,123,0,0,0,3,0,0,0
60018,幻術士18,5700,127,0,0,0,3,0,0,0
60019,幻術士19,5900,130,0,0,0,3,0,0,0
60020,幻術士20,6100,131,0,0,0,3,0,0,0
60021,幻術士21,6300,32,0,0,0,3,0,0,0
60022,幻術士22,6500,135,245,247,0,3,2,2,0
60023,幻術士23,6700,139,0,0,0,3,0,0,0
60024,幻術士24,6900,143,0,0,0,3,0,0,0
60025,幻術士25,7100,151,0,0,0,3,0,0,0
60026,幻術士26,7600,252,0,0,0,3,0,0,0
60027,幻術士27,8600,255,0,0,0,3,0,0,0
60028,幻術士28,9400,158,0,0,0,3,0,0,0
60029,幻術士29,9700,159,0,0,0,3,0,0,0
60030,幻術士30,10000,37,0,0,0,3,0,0,0
60031,幻術士31,11000,169,0,0,0,4,0,0,0
60032,幻術士32,12000,167,43,50,265,4,2,2,1
60033,幻術士33,12500,170,0,0,0,4,0,0,0
60034,幻術士34,13000,52,0,0,0,4,0,0,0
60035,幻術士35,13500,297,0,0,0,4,0,0,0
60036,幻術士36,14000,174,0,0,0,4,0,0,0
60037,幻術士37,14500,175,0,0,0,4,0,0,0
60038,幻術士38,15000,302,0,0,0,4,0,0,0
60039,幻術士39,16000,299,0,0,0,4,0,0,0
60040,幻術士40,16500,308,0,0,0,4,0,0,0
60041,幻術士41,17000,273,0,0,0,4,0,0,0
60042,幻術士42,17500,66,306,72,73,4,2,2,1
60043,幻術士43,18000,183,0,0,0,2,0,0,0
60044,幻術士44,18500,191,0,0,0,4,0,0,0
60045,幻術士45,19000,312,0,0,0,4,0,0,0
60046,幻術士46,19500,323,0,0,0,4,0,0,0
60047,幻術士47,20000,77,0,0,0,4,0,0,0
60048,幻術士48,20500,203,0,0,0,4,0,0,0
60049,幻術士49,21000,285,0,0,0,4,0,0,0
60050,幻術士50,21500,94,0,0,0,4,0,0,0
70001,呪術士01,75,1,0,0,0,3,0,0,0
70002,呪術士02,180,207,0,0,0,3,0,0,0
70003,呪術士03,360,208,0,0,0,3,0,0,0
70004,呪術士04,410,209,0,0,0,3,0,0,0
70005,呪術士05,530,215,0,0,0,3,0,0,0
70006,呪術士06,980,212,0,0,0,3,0,0,0
70007,呪術士07,1100,216,0,0,0,3,0,0,0
70008,呪術士08,1300,217,0,0,0,3,0,0,0
70009,呪術士09,1600,220,0,0,0,3,0,0,0
70010,呪術士10,1700,221,0,0,0,3,0,0,0
70011,呪術士11,2300,228,229,0,0,3,2,0,0
70012,呪術士12,3200,227,231,0,0,3,2,0,0
70013,呪術士13,4000,233,232,0,0,3,2,0,0
70014,呪術士14,4500,234,0,0,0,3,0,0,0
70015,呪術士15,5000,236,0,0,0,3,0,0,0
70016,呪術士16,5300,237,0,0,0,3,0,0,0
70017,呪術士17,5500,241,0,0,0,3,0,0,0
70018,呪術士18,5700,239,0,0,0,3,0,0,0
70019,呪術士19,5900,243,0,0,0,3,0,0,0
70020,呪術士20,6100,244,0,0,0,3,0,0,0
70021,呪術士21,6300,134,137,0,0,4,2,0,0
70022,呪術士22,6500,33,246,0,0,4,2,0,0
70023,呪術士23,6700,247,139,0,0,4,2,0,0
70024,呪術士24,6900,144,143,0,0,4,2,0,0
70025,呪術士25,7100,148,0,0,0,4,0,0,0
70026,呪術士26,7600,254,0,0,0,4,0,0,0
70027,呪術士27,8600,251,0,0,0,4,0,0,0
70028,呪術士28,9400,260,0,0,0,4,0,0,0
70029,呪術士29,9700,263,0,0,0,4,0,0,0
70030,呪術士30,10000,168,0,0,0,4,0,0,0
70031,呪術士31,11000,44,166,0,0,5,2,0,0
70032,呪術士32,12000,264,170,0,0,5,2,0,0
70033,呪術士33,12500,269,49,0,0,5,2,0,0
70034,呪術士34,13000,50,172,0,0,5,2,0,0
70035,呪術士35,13500,62,0,0,0,5,0,0,0
70036,呪術士36,14000,54,0,0,0,5,0,0,0
70037,呪術士37,14500,295,0,0,0,5,0,0,0
70038,呪術士38,15000,298,0,0,0,5,0,0,0
70039,呪術士39,16000,299,0,0,0,5,0,0,0
70040,呪術士40,16500,273,0,0,0,5,0,0,0
70041,呪術士41,17000,308,179,0,0,6,2,0,0
70042,呪術士42,17500,73,186,0,0,6,1,0,0
70043,呪術士43,18000,187,188,0,0,6,2,0,0
70044,呪術士44,18500,310,191,0,0,6,2,0,0
70045,呪術士45,19000,315,316,0,0,3,2,0,0
70046,呪術士46,19500,278,0,0,0,6,0,0,0
70047,呪術士47,20000,78,0,0,0,6,0,0,0
70048,呪術士48,20500,201,0,0,0,6,0,0,0
70049,呪術士49,21000,284,0,0,0,6,0,0,0
70050,呪術士50,21500,91,0,0,0,6,0,0,0
260001,巴術士01,75,1,0,0,0,3,0,0,0
260002,巴術士02,180,2,0,0,0,3,0,0,0
260003,巴術士03,360,4,0,0,0,3,0,0,0
260004,巴術士04,410,5,0,0,0,3,0,0,0
260005,巴術士05,530,355,0,0,0,3,0,0,0
260006,巴術士06,980,9,0,0,0,3,0,0,0
260007,巴術士07,1100,11,0,0,0,3,0,0,0
260008,巴術士08,1300,10,13,0,0,3,3,0,0
260009,巴術士09,1600,14,0,0,0,3,0,0,0
260010,巴術士10,1700,16,0,0,0,3,0,0,0
260011,巴術士11,2300,19,0,0,0,3,0,0,0
260012,巴術士12,3200,20,0,0,0,3,0,0,0
260013,巴術士13,4000,21,0,0,0,3,0,0,0
260014,巴術士14,4500,115,0,0,0,3,0,0,0
260015,巴術士15,5000,23,0,0,0,3,0,0,0
260016,巴術士16,5300,25,0,0,0,3,0,0,0
260017,巴術士17,5500,26,0,0,0,3,0,0,0
260018,巴術士18,5700,27,29,0,0,3,3,0,0
260019,巴術士19,5900,28,0,0,0,3,0,0,0
260020,巴術士20,6100,31,0,0,0,3,0,0,0
260021,巴術士21,6300,134,0,0,0,4,0,0,0
260022,巴術士22,6500,245,0,0,0,4,0,0,0
260023,巴術士23,6700,137,0,0,0,4,0,0,0
260024,巴術士24,6900,34,0,0,0,4,0,0,0
260025,巴術士25,7100,151,0,0,0,4,0,0,0
260026,巴術士26,7600,150,253,0,0,4,2,0,0
260027,巴術士27,8600,256,0,0,0,4,0,0,0
260028,巴術士28,9400,156,262,0,0,4,2,0,0
260029,巴術士29,9700,163,0,0,0,4,0,0,0
260030,巴術士30,10000,169,0,0,0,4,0,0,0
260031,巴術士31,11000,45,0,0,0,4,0,0,0
260032,巴術士32,12000,48,0,0,0,4,0,0,0
260033,巴術士33,12500,50,0,0,0,4,0,0,0
260034,巴術士34,13000,268,0,0,0,4,0,0,0
260035,巴術士35,13500,53,0,0,0,4,0,0,0
260036,巴術士36,14000,55,57,0,0,4,1,0,0
260037,巴術士37,14500,294,0,0,0,4,0,0,0
260038,巴術士38,15000,298,175,0,0,4,2,0,0
260039,巴術士39,16000,304,0,0,0,4,0,0,0
260040,巴術士40,16500,178,0,0,0,4,0,0,0
260041,巴術士41,17000,275,0,0,0,4,0,0,0
260042,巴術士42,17500,72,0,0,0,4,0,0,0
260043,巴術士43,18000,185,0,0,0,2,0,0,0
260044,巴術士44,18500,310,319,0,0,4,2,0,0
260045,巴術士45,19000,190,0,0,0,4,0,0,0
260046,巴術士46,19500,192,324,0,0,4,2,0,0
260047,巴術士47,20000,312,0,0,0,4,0,0,0
260048,巴術士48,20500,327,84,0,0,4,2,0,0
260049,巴術士49,21000,282,0,0,0,4,0,0,0
260050,巴術士50,21500,289,0,0,0,4,0,0,0
290001,双剣士01,75,2,0,0,0,3,0,0,0
290002,双剣士02,180,4,0,0,0,3,0,0,0
290003,双剣士03,360,3,0,0,0,3,0,0,0
290004,双剣士04,410,6,0,0,0,3,0,0,0
290005,双剣士05,530,733,734,0,0,2,1,0,0
290006,双剣士06,980,8,0,0,0,3,0,0,0
290007,双剣士07,1100,10,0,0,0,3,0,0,0
290008,双剣士08,1300,13,0,0,0,3,0,0,0
290009,双剣士09,1600,14,15,0,0,1,1,0,0
290010,双剣士10,1700,17,0,0,0,3,0,0,0
290011,双剣士11,2300,735,0,0,0,3,0,0,0
290012,双剣士12,3200,736,19,0,0,1,2,0,0
290013,双剣士13,4000,21,0,0,0,3,0,0,0
290014,双剣士14,4500,22,0,0,0,3,0,0,0
290015,双剣士15,5000,23,0,0,0,3,0,0,0
290016,双剣士16,5300,26,0,0,0,3,0,0,0
290017,双剣士17,5500,29,0,0,0,3,0,0,0
290018,双剣士18,5700,28,27,0,0,2,1,0,0
290019,双剣士19,5900,30,0,0,0,3,0,0,0
290020,双剣士20,6100,31,0,0,0,3,0,0,0
290021,双剣士21,6300,131,0,0,0,3,0,0,0
290022,双剣士22,6500,737,0,0,0,3,0,0,0
290023,双剣士23,6700,134,0,0,0,3,0,0,0
290024,双剣士24,6900,139,0,0,0,3,0,0,0
290025,双剣士25,7100,145,147,0,0,2,2,0,0
290026,双剣士26,7600,151,0,0,0,3,0,0,0
290027,双剣士27,8600,148,0,0,0,3,0,0,0
290028,双剣士28,9400,260,261,0,0,2,2,0,0
290029,双剣士29,9700,161,160,0,0,2,2,0,0
290030,双剣士30,10000,262,0,0,0,3,0,0,0
290031,双剣士31,11000,40,0,0,0,3,0,0,0
290032,双剣士32,12000,48,0,0,0,3,0,0,0
290033,双剣士33,12500,45,53,0,0,2,2,0,0
290034,双剣士34,13000,55,65,0,0,1,2,0,0
290035,双剣士35,13500,58,0,0,0,3,0,0,0
290036,双剣士36,14000,64,0,0,0,4,0,0,0
290037,双剣士37,14500,296,298,0,0,2,2,0,0
290038,双剣士38,15000,300,0,0,0,3,0,0,0
290039,双剣士39,16000,304,0,0,0,3,0,0,0
290040,双剣士40,16500,738,305,0,0,2,2,0,0
290041,双剣士41,17000,273,0,0,0,4,0,0,0
290042,双剣士42,17500,275,0,0,0,4,0,0,0
290043,双剣士43,18000,310,0,0,0,4,0,0,0
290044,双剣士44,18500,319,0,0,0,4,0,0,0
290045,双剣士45,19000,333,334,0,0,2,2,0,0
290046,双剣士46,19500,317,316,0,0,2,2,0,0
290047,双剣士47,20000,318,0,0,0,4,0,0,0
290048,双剣士48,20500,326,0,0,0,4,0,0,0
290049,双剣士49,21000,92,91,0,0,2,2,0,0
290050,双剣士50,21500,739,94,0,0,2,2,0,0
1000001,黒渦団01,240,124,0,0,0,3,0,0,0
1000002,黒渦団02,266,335,0,0,0,5,0,0,0
1000003,黒渦団03,287,336,0,0,0,3,0,0,0
1000004,黒渦団04,311,337,0,0,0,1,0,0,0
1000005,黒渦団05,345,142,0,0,0,3,0,0,0
1000006,黒渦団06,357,141,0,0,0,3,0,0,0
1000007,黒渦団07,388,36,0,0,0,3,0,0,0
1000008,黒渦団08,431,249,0,0,0,3,0,0,0
1000009,黒渦団09,441,154,0,0,0,3,0,0,0
1000010,黒渦団10,478,291,0,0,0,1,0,0,0
1000011,黒渦団11,531,267,0,0,0,3,0,0,0
1000012,黒渦団12,590,61,0,0,0,3,0,0,0
1000013,黒渦団13,609,350,0,0,0,5,0,0,0
1000014,黒渦団14,629,352,0,0,0,6,0,0,0
1000015,黒渦団15,655,353,0,0,0,1,0,0,0
1000016,黒渦団16,632,69,0,0,0,3,0,0,0
1000017,黒渦団17,653,70,0,0,0,1,0,0,0
1000018,黒渦団18,674,181,0,0,0,3,0,0,0
1000019,黒渦団19,702,75,0,0,0,3,0,0,0
1000020,黒渦団20,749,276,0,0,0,3,0,0,0
1000021,黒渦団21,774,196,0,0,0,3,0,0,0
1000022,黒渦団22,799,197,0,0,0,3,0,0,0
1000023,黒渦団23,832,80,0,0,0,3,0,0,0
1000024,黒渦団24,884,83,0,0,0,3,0,0,0
1000025,黒渦団25,913,85,0,0,0,3,0,0,0
1000026,黒渦団26,943,287,0,0,0,3,0,0,0
1000027,黒渦団27,982,329,0,0,0,4,0,0,0
1000028,黒渦団28,1506,331,0,0,0,5,0,0,0
1000029,黒渦団29,1555,341,0,0,0,5,0,0,0
1000030,黒渦団30,1619,344,0,0,0,1,0,0,0
1000031,黒渦団31,0,0,0,0,0,0,0,0,0
1000032,黒渦団32,0,0,0,0,0,0,0,0,0
1000033,黒渦団33,0,0,0,0,0,0,0,0,0
1000034,黒渦団34,0,0,0,0,0,0,0,0,0
1000035,黒渦団35,0,0,0,0,0,0,0,0,0
1000036,黒渦団36,0,0,0,0,0,0,0,0,0
1000037,黒渦団37,0,0,0,0,0,0,0,0,0
1000038,黒渦団38,0,0,0,0,0,0,0,0,0
1000039,黒渦団39,0,0,0,0,0,0,0,0,0
1000040,黒渦団40,0,0,0,0,0,0,0,0,0
1000041,黒渦団41,0,0,0,0,0,0,0,0,0
1000042,黒渦団42,0,0,0,0,0,0,0,0,0
1000043,黒渦団43,0,0,0,0,0,0,0,0,0
1000044,黒渦団44,0,0,0,0,0,0,0,0,0
