#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown_70_4,Pronoun,Article,Model,Icon,Unknown_70_8,Style
54,ベーシックスペクタクルズ:グレー,,カラー：グレーのフェイスアクセサリー,ベーシックスペクタクルズ:グレー,0,0,0,1,0,0,398721,200002,0,4
55,ベーシックスペクタクルズ:レッド,,カラー：レッドのフェイスアクセサリー,ベーシックスペクタクルズ:レッド,0,0,0,1,0,0,464257,200009,0,4
56,ベーシックスペクタクルズ:ブルー,,カラー：ブルーのフェイスアクセサリー,ベーシックスペクタクルズ:ブルー,0,0,0,1,0,0,529793,200008,0,4
57,ベーシックスペクタクルズ:グリーン,,カラー：グリーンのフェイスアクセサリー,ベーシックスペクタクルズ:グリーン,0,0,0,1,0,0,595329,200012,0,4
58,ベーシックスペクタクルズ:ブラス,,カラー：ブラスのフェイスアクセサリー,ベーシックスペクタクルズ:ブラス,0,0,0,1,0,0,660865,200003,0,4
59,ベーシックスペクタクルズ:パープル,,カラー：パープルのフェイスアクセサリー,ベーシックスペクタクルズ:パープル,0,0,0,1,0,0,726401,200007,0,4
60,ベーシックスペクタクルズ:ブラウン,,カラー：ブラウンのフェイスアクセサリー,ベーシックスペクタクルズ:ブラウン,0,0,0,1,0,0,791937,200010,0,4
61,モノクル,,カラー：プレーンのフェイスアクセサリー,モノクル,0,0,0,1,0,0,71042,200025,0,5
62,モノクル:シルバー,,カラー：シルバーのフェイスアクセサリー,モノクル:シルバー,0,0,0,1,0,0,136578,200029,0,5
63,モノクル:ゴールド,,カラー：ゴールドのフェイスアクセサリー,モノクル:ゴールド,0,0,0,1,0,0,202114,200028,0,5
64,モノクル:ブラック,,カラー：ブラックのフェイスアクセサリー,モノクル:ブラック,0,0,0,1,0,0,267650,200030,0,5
65,モノクル:ホワイト,,カラー：ホワイトのフェイスアクセサリー,モノクル:ホワイト,0,0,0,1,0,0,333186,200035,0,5
66,モノクル:グレー,,カラー：グレーのフェイスアクセサリー,モノクル:グレー,0,0,0,1,0,0,398722,200026,0,5
67,モノクル:レッド,,カラー：レッドのフェイスアクセサリー,モノクル:レッド,0,0,0,1,0,0,464258,200033,0,5
68,モノクル:ブルー,,カラー：ブルーのフェイスアクセサリー,モノクル:ブルー,0,0,0,1,0,0,529794,200032,0,5
69,モノクル:グリーン,,カラー：グリーンのフェイスアクセサリー,モノクル:グリーン,0,0,0,1,0,0,595330,200036,0,5
70,モノクル:ブラス,,カラー：ブラスのフェイスアクセサリー,モノクル:ブラス,0,0,0,1,0,0,660866,200027,0,5
71,モノクル:パープル,,カラー：パープルのフェイスアクセサリー,モノクル:パープル,0,0,0,1,0,0,726402,200031,0,5
72,モノクル:ブラウン,,カラー：ブラウンのフェイスアクセサリー,モノクル:ブラウン,0,0,0,1,0,0,791938,200034,0,5
73,モダンパンスネ,,カラー：プレーンのフェイスアクセサリー,モダンパンスネ,0,0,0,1,0,0,71043,200037,0,6
74,モダンパンスネ:シルバー,,カラー：シルバーのフェイスアクセサリー,モダンパンスネ:シルバー,0,0,0,1,0,0,136579,200041,0,6
75,モダンパンスネ:ゴールド,,カラー：ゴールドのフェイスアクセサリー,モダンパンスネ:ゴールド,0,0,0,1,0,0,202115,200040,0,6
76,モダンパンスネ:ブラック,,カラー：ブラックのフェイスアクセサリー,モダンパンスネ:ブラック,0,0,0,1,0,0,267651,200042,0,6
77,モダンパンスネ:ホワイト,,カラー：ホワイトのフェイスアクセサリー,モダンパンスネ:ホワイト,0,0,0,1,0,0,333187,200047,0,6
78,モダンパンスネ:グレー,,カラー：グレーのフェイスアクセサリー,モダンパンスネ:グレー,0,0,0,1,0,0,398723,200038,0,6
79,モダンパンスネ:レッド,,カラー：レッドのフェイスアクセサリー,モダンパンスネ:レッド,0,0,0,1,0,0,464259,200045,0,6
80,モダンパンスネ:ブルー,,カラー：ブルーのフェイスアクセサリー,モダンパンスネ:ブルー,0,0,0,1,0,0,529795,200044,0,6
81,モダンパンスネ:グリーン,,カラー：グリーンのフェイスアクセサリー,モダンパンスネ:グリーン,0,0,0,1,0,0,595331,200048,0,6
82,モダンパンスネ:ブラス,,カラー：ブラスのフェイスアクセサリー,モダンパンスネ:ブラス,0,0,0,1,0,0,660867,200039,0,6
83,モダンパンスネ:パープル,,カラー：パープルのフェイスアクセサリー,モダンパンスネ:パープル,0,0,0,1,0,0,726403,200043,0,6
84,モダンパンスネ:ブラウン,,カラー：ブラウンのフェイスアクセサリー,モダンパンスネ:ブラウン,0,0,0,1,0,0,791939,200046,0,6
85,リムレスグラス,,カラー：プレーンのフェイスアクセサリー,リムレスグラス,0,0,0,1,0,0,71044,200097,0,7
86,リムレスグラス:シルバー,,カラー：シルバーのフェイスアクセサリー,リムレスグラス:シルバー,0,0,0,1,0,0,136580,200101,0,7
87,リムレスグラス:ゴールド,,カラー：ゴールドのフェイスアクセサリー,リムレスグラス:ゴールド,0,0,0,1,0,0,202116,200100,0,7
88,リムレスグラス:ブラック,,カラー：ブラックのフェイスアクセサリー,リムレスグラス:ブラック,0,0,0,1,0,0,267652,200102,0,7
89,リムレスグラス:ホワイト,,カラー：ホワイトのフェイスアクセサリー,リムレスグラス:ホワイト,0,0,0,1,0,0,333188,200107,0,7
90,リムレスグラス:グレー,,カラー：グレーのフェイスアクセサリー,リムレスグラス:グレー,0,0,0,1,0,0,398724,200098,0,7
91,リムレスグラス:レッド,,カラー：レッドのフェイスアクセサリー,リムレスグラス:レッド,0,0,0,1,0,0,464260,200105,0,7
92,リムレスグラス:ブルー,,カラー：ブルーのフェイスアクセサリー,リムレスグラス:ブルー,0,0,0,1,0,0,529796,200104,0,7
93,リムレスグラス:グリーン,,カラー：グリーンのフェイスアクセサリー,リムレスグラス:グリーン,0,0,0,1,0,0,595332,200108,0,7
94,リムレスグラス:ブラス,,カラー：ブラスのフェイスアクセサリー,リムレスグラス:ブラス,0,0,0,1,0,0,660868,200099,0,7
95,リムレスグラス:パープル,,カラー：パープルのフェイスアクセサリー,リムレスグラス:パープル,0,0,0,1,0,0,726404,200103,0,7
96,リムレスグラス:ブラウン,,カラー：ブラウンのフェイスアクセサリー,リムレスグラス:ブラウン,0,0,0,1,0,0,791940,200106,0,7
97,ボールドリムグラス,,カラー：プレーンのフェイスアクセサリー,ボールドリムグラス,0,0,0,1,0,0,71045,200109,0,8
98,ボールドリムグラス:シルバー,,カラー：シルバーのフェイスアクセサリー,ボールドリムグラス:シルバー,0,0,0,1,0,0,136581,200113,0,8
99,ボールドリムグラス:ゴールド,,カラー：ゴールドのフェイスアクセサリー,ボールドリムグラス:ゴールド,0,0,0,1,0,0,202117,200112,0,8
100,ボールドリムグラス:ブラック,,カラー：ブラックのフェイスアクセサリー,ボールドリムグラス:ブラック,0,0,0,1,0,0,267653,200114,0,8
101,ボールドリムグラス:ホワイト,,カラー：ホワイトのフェイスアクセサリー,ボールドリムグラス:ホワイト,0,0,0,1,0,0,333189,200119,0,8
102,ボールドリムグラス:グレー,,カラー：グレーのフェイスアクセサリー,ボールドリムグラス:グレー,0,0,0,1,0,0,398725,200110,0,8
103,ボールドリムグラス:レッド,,カラー：レッドのフェイスアクセサリー,ボールドリムグラス:レッド,0,0,0,1,0,0,464261,200117,0,8
104,ボールドリムグラス:ブルー,,カラー：ブルーのフェイスアクセサリー,ボールドリムグラス:ブルー,0,0,0,1,0,0,529797,200116,0,8
105,ボールドリムグラス:グリーン,,カラー：グリーンのフェイスアクセサリー,ボールドリムグラス:グリーン,0,0,0,1,0,0,595333,200120,0,8
106,ボールドリムグラス:ブラス,,カラー：ブラスのフェイスアクセサリー,ボールドリムグラス:ブラス,0,0,0,1,0,0,660869,200111,0,8
107,ボールドリムグラス:パープル,,カラー：パープルのフェイスアクセサリー,ボールドリムグラス:パープル,0,0,0,1,0,0,726405,200115,0,8
108,ボールドリムグラス:ブラウン,,カラー：ブラウンのフェイスアクセサリー,ボールドリムグラス:ブラウン,0,0,0,1,0,0,791941,200118,0,8
109,ミンストレルグラス,,カラー：プレーンのフェイスアクセサリー,ミンストレルグラス,0,0,0,1,0,0,71046,200073,0,9
110,ミンストレルグラス:シルバー,,カラー：シルバーのフェイスアクセサリー,ミンストレルグラス:シルバー,0,0,0,1,0,0,136582,200077,0,9
111,ミンストレルグラス:ゴールド,,カラー：ゴールドのフェイスアクセサリー,ミンストレルグラス:ゴールド,0,0,0,1,0,0,202118,200076,0,9
112,ミンストレルグラス:ブラック,,カラー：ブラックのフェイスアクセサリー,ミンストレルグラス:ブラック,0,0,0,1,0,0,267654,200078,0,9
113,ミンストレルグラス:ホワイト,,カラー：ホワイトのフェイスアクセサリー,ミンストレルグラス:ホワイト,0,0,0,1,0,0,333190,200083,0,9
114,ミンストレルグラス:グレー,,カラー：グレーのフェイスアクセサリー,ミンストレルグラス:グレー,0,0,0,1,0,0,398726,200074,0,9
115,ミンストレルグラス:レッド,,カラー：レッドのフェイスアクセサリー,ミンストレルグラス:レッド,0,0,0,1,0,0,464262,200081,0,9
116,ミンストレルグラス:ブルー,,カラー：ブルーのフェイスアクセサリー,ミンストレルグラス:ブルー,0,0,0,1,0,0,529798,200080,0,9
117,ミンストレルグラス:グリーン,,カラー：グリーンのフェイスアクセサリー,ミンストレルグラス:グリーン,0,0,0,1,0,0,595334,200084,0,9
118,ミンストレルグラス:ブラス,,カラー：ブラスのフェイスアクセサリー,ミンストレルグラス:ブラス,0,0,0,1,0,0,660870,200075,0,9
119,ミンストレルグラス:パープル,,カラー：パープルのフェイスアクセサリー,ミンストレルグラス:パープル,0,0,0,1,0,0,726406,200079,0,9
120,ミンストレルグラス:ブラウン,,カラー：ブラウンのフェイスアクセサリー,ミンストレルグラス:ブラウン,0,0,0,1,0,0,791942,200082,0,9
121,パンスネ,,カラー：プレーンのフェイスアクセサリー,パンスネ,0,0,0,1,0,0,71047,200121,0,10
122,パンスネ:シルバー,,カラー：シルバーのフェイスアクセサリー,パンスネ:シルバー,0,0,0,1,0,0,136583,200122,0,10
123,パンスネ:ゴールド,,カラー：ゴールドのフェイスアクセサリー,パンスネ:ゴールド,0,0,0,1,0,0,202119,200123,0,10
124,パンスネ:ブラック,,カラー：ブラックのフェイスアクセサリー,パンスネ:ブラック,0,0,0,1,0,0,267655,200124,0,10
125,パンスネ:ホワイト,,カラー：ホワイトのフェイスアクセサリー,パンスネ:ホワイト,0,0,0,1,0,0,333191,200125,0,10
126,パンスネ:グレー,,カラー：グレーのフェイスアクセサリー,パンスネ:グレー,0,0,0,1,0,0,398727,200126,0,10
127,パンスネ:レッド,,カラー：レッドのフェイスアクセサリー,パンスネ:レッド,0,0,0,1,0,0,464263,200127,0,10
128,パンスネ:ブルー,,カラー：ブルーのフェイスアクセサリー,パンスネ:ブルー,0,0,0,1,0,0,529799,200128,0,10
129,パンスネ:グリーン,,カラー：グリーンのフェイスアクセサリー,パンスネ:グリーン,0,0,0,1,0,0,595335,200129,0,10
130,パンスネ:ブラス,,カラー：ブラスのフェイスアクセサリー,パンスネ:ブラス,0,0,0,1,0,0,660871,200130,0,10
131,パンスネ:パープル,,カラー：パープルのフェイスアクセサリー,パンスネ:パープル,0,0,0,1,0,0,726407,200131,0,10
132,パンスネ:ブラウン,,カラー：ブラウンのフェイスアクセサリー,パンスネ:ブラウン,0,0,0,1,0,0,791943,200132,0,10
133,マグニファイアーズ,,カラー：プレーンのフェイスアクセサリー,マグニファイアーズ,0,0,0,1,0,0,71048,200133,0,11
134,マグニファイアーズ:シルバー,,カラー：シルバーのフェイスアクセサリー,マグニファイアーズ:シルバー,0,0,0,1,0,0,136584,200134,0,11
135,マグニファイアーズ:ゴールド,,カラー：ゴールドのフェイスアクセサリー,マグニファイアーズ:ゴールド,0,0,0,1,0,0,202120,200135,0,11
136,マグニファイアーズ:ブラック,,カラー：ブラックのフェイスアクセサリー,マグニファイアーズ:ブラック,0,0,0,1,0,0,267656,200136,0,11
137,マグニファイアーズ:ホワイト,,カラー：ホワイトのフェイスアクセサリー,マグニファイアーズ:ホワイト,0,0,0,1,0,0,333192,200137,0,11
138,マグニファイアーズ:グレー,,カラー：グレーのフェイスアクセサリー,マグニファイアーズ:グレー,0,0,0,1,0,0,398728,200138,0,11
139,マグニファイアーズ:レッド,,カラー：レッドのフェイスアクセサリー,マグニファイアーズ:レッド,0,0,0,1,0,0,464264,200139,0,11
140,マグニファイアーズ:ブルー,,カラー：ブルーのフェイスアクセサリー,マグニファイアーズ:ブルー,0,0,0,1,0,0,529800,200140,0,11
141,マグニファイアーズ:グリーン,,カラー：グリーンのフェイスアクセサリー,マグニファイアーズ:グリーン,0,0,0,1,0,0,595336,200141,0,11
142,マグニファイアーズ:ブラス,,カラー：ブラスのフェイスアクセサリー,マグニファイアーズ:ブラス,0,0,0,1,0,0,660872,200142,0,11
143,マグニファイアーズ:パープル,,カラー：パープルのフェイスアクセサリー,マグニファイアーズ:パープル,0,0,0,1,0,0,726408,200143,0,11
144,マグニファイアーズ:ブラウン,,カラー：ブラウンのフェイスアクセサリー,マグニファイアーズ:ブラウン,0,0,0,1,0,0,791944,200144,0,11
145,ブラスゴーグル,,カラー：プレーンのフェイスアクセサリー,ブラスゴーグル,0,0,0,1,0,0,71049,200145,0,12
146,ブラスゴーグル:シルバー,,カラー：シルバーのフェイスアクセサリー,ブラスゴーグル:シルバー,0,0,0,1,0,0,136585,200146,0,12
147,ブラスゴーグル:ゴールド,,カラー：ゴールドのフェイスアクセサリー,ブラスゴーグル:ゴールド,0,0,0,1,0,0,202121,200147,0,12
148,ブラスゴーグル:ブラック,,カラー：ブラックのフェイスアクセサリー,ブラスゴーグル:ブラック,0,0,0,1,0,0,267657,200148,0,12
149,ブラスゴーグル:ホワイト,,カラー：ホワイトのフェイスアクセサリー,ブラスゴーグル:ホワイト,0,0,0,1,0,0,333193,200149,0,12
150,ブラスゴーグル:グレー,,カラー：グレーのフェイスアクセサリー,ブラスゴーグル:グレー,0,0,0,1,0,0,398729,200150,0,12
151,ブラスゴーグル:レッド,,カラー：レッドのフェイスアクセサリー,ブラスゴーグル:レッド,0,0,0,1,0,0,464265,200151,0,12
152,ブラスゴーグル:ブルー,,カラー：ブルーのフェイスアクセサリー,ブラスゴーグル:ブルー,0,0,0,1,0,0,529801,200152,0,12
153,ブラスゴーグル:グリーン,,カラー：グリーンのフェイスアクセサリー,ブラスゴーグル:グリーン,0,0,0,1,0,0,595337,200153,0,12
154,ブラスゴーグル:ブラス,,カラー：ブラスのフェイスアクセサリー,ブラスゴーグル:ブラス,0,0,0,1,0,0,660873,200154,0,12
155,ブラスゴーグル:パープル,,カラー：パープルのフェイスアクセサリー,ブラスゴーグル:パープル,0,0,0,1,0,0,726409,200155,0,12
156,ブラスゴーグル:ブラウン,,カラー：ブラウンのフェイスアクセサリー,ブラスゴーグル:ブラウン,0,0,0,1,0,0,791945,200156,0,12
157,アンダーリムグラス,,カラー：プレーンのフェイスアクセサリー,アンダーリムグラス,0,0,0,1,0,0,71050,200157,0,13
158,アンダーリムグラス:シルバー,,カラー：シルバーのフェイスアクセサリー,アンダーリムグラス:シルバー,0,0,0,1,0,0,136586,200158,0,13
159,アンダーリムグラス:ゴールド,,カラー：ゴールドのフェイスアクセサリー,アンダーリムグラス:ゴールド,0,0,0,1,0,0,202122,200159,0,13
160,アンダーリムグラス:ブラック,,カラー：ブラックのフェイスアクセサリー,アンダーリムグラス:ブラック,0,0,0,1,0,0,267658,200160,0,13
161,アンダーリムグラス:ホワイト,,カラー：ホワイトのフェイスアクセサリー,アンダーリムグラス:ホワイト,0,0,0,1,0,0,333194,200161,0,13
162,アンダーリムグラス:グレー,,カラー：グレーのフェイスアクセサリー,アンダーリムグラス:グレー,0,0,0,1,0,0,398730,200162,0,13
163,アンダーリムグラス:レッド,,カラー：レッドのフェイスアクセサリー,アンダーリムグラス:レッド,0,0,0,1,0,0,464266,200163,0,13
164,アンダーリムグラス:ブルー,,カラー：ブルーのフェイスアクセサリー,アンダーリムグラス:ブルー,0,0,0,1,0,0,529802,200164,0,13
165,アンダーリムグラス:グリーン,,カラー：グリーンのフェイスアクセサリー,アンダーリムグラス:グリーン,0,0,0,1,0,0,595338,200165,0,13
166,アンダーリムグラス:ブラス,,カラー：ブラスのフェイスアクセサリー,アンダーリムグラス:ブラス,0,0,0,1,0,0,660874,200166,0,13
167,アンダーリムグラス:パープル,,カラー：パープルのフェイスアクセサリー,アンダーリムグラス:パープル,0,0,0,1,0,0,726410,200167,0,13
168,アンダーリムグラス:ブラウン,,カラー：ブラウンのフェイスアクセサリー,アンダーリムグラス:ブラウン,0,0,0,1,0,0,791946,200168,0,13
169,オーバルリーディンググラス,,カラー：プレーンのフェイスアクセサリー,オーバルリーディンググラス,0,0,0,1,0,0,71051,200169,0,14
170,オーバルリーディンググラス:シルバー,,カラー：シルバーのフェイスアクセサリー,オーバルリーディンググラス:シルバー,0,0,0,1,0,0,136587,200170,0,14
171,オーバルリーディンググラス:ゴールド,,カラー：ゴールドのフェイスアクセサリー,オーバルリーディンググラス:ゴールド,0,0,0,1,0,0,202123,200171,0,14
172,オーバルリーディンググラス:ブラック,,カラー：ブラックのフェイスアクセサリー,オーバルリーディンググラス:ブラック,0,0,0,1,0,0,267659,200172,0,14
173,オーバルリーディンググラス:ホワイト,,カラー：ホワイトのフェイスアクセサリー,オーバルリーディンググラス:ホワイト,0,0,0,1,0,0,333195,200173,0,14
174,オーバルリーディンググラス:グレー,,カラー：グレーのフェイスアクセサリー,オーバルリーディンググラス:グレー,0,0,0,1,0,0,398731,200174,0,14
175,オーバルリーディンググラス:レッド,,カラー：レッドのフェイスアクセサリー,オーバルリーディンググラス:レッド,0,0,0,1,0,0,464267,200175,0,14
176,オーバルリーディンググラス:ブルー,,カラー：ブルーのフェイスアクセサリー,オーバルリーディンググラス:ブルー,0,0,0,1,0,0,529803,200176,0,14
177,オーバルリーディンググラス:グリーン,,カラー：グリーンのフェイスアクセサリー,オーバルリーディンググラス:グリーン,0,0,0,1,0,0,595339,200177,0,14
178,オーバルリーディンググラス:ブラス,,カラー：ブラスのフェイスアクセサリー,オーバルリーディンググラス:ブラス,0,0,0,1,0,0,660875,200178,0,14
179,オーバルリーディンググラス:パープル,,カラー：パープルのフェイスアクセサリー,オーバルリーディンググラス:パープル,0,0,0,1,0,0,726411,200179,0,14
180,オーバルリーディンググラス:ブラウン,,カラー：ブラウンのフェイスアクセサリー,オーバルリーディンググラス:ブラウン,0,0,0,1,0,0,791947,200180,0,14
181,エレガント・リムレスグラス,,カラー：プレーンのフェイスアクセサリー,エレガント・リムレスグラス,0,0,0,1,0,0,71052,200181,0,15
182,エレガント・リムレスグラス:シルバー,,カラー：シルバーのフェイスアクセサリー,エレガント・リムレスグラス:シルバー,0,0,0,1,0,0,136588,200182,0,15
183,エレガント・リムレスグラス:ゴールド,,カラー：ゴールドのフェイスアクセサリー,エレガント・リムレスグラス:ゴールド,0,0,0,1,0,0,202124,200183,0,15
184,エレガント・リムレスグラス:ブラック,,カラー：ブラックのフェイスアクセサリー,エレガント・リムレスグラス:ブラック,0,0,0,1,0,0,267660,200184,0,15
185,エレガント・リムレスグラス:ホワイト,,カラー：ホワイトのフェイスアクセサリー,エレガント・リムレスグラス:ホワイト,0,0,0,1,0,0,333196,200185,0,15
186,エレガント・リムレスグラス:グレー,,カラー：グレーのフェイスアクセサリー,エレガント・リムレスグラス:グレー,0,0,0,1,0,0,398732,200186,0,15
187,エレガント・リムレスグラス:レッド,,カラー：レッドのフェイスアクセサリー,エレガント・リムレスグラス:レッド,0,0,0,1,0,0,464268,200187,0,15
