#,Name,Description,ExpeditionParams[0].RewardItem,ExpeditionParams[0].RequiredPhysical,ExpeditionParams[0].RequiredMental,ExpeditionParams[0].RequiredTactical,ExpeditionParams[0].RewardQuantity,ExpeditionParams[0].PercentPhysicalMet,ExpeditionParams[0].PercentMentalMet,ExpeditionParams[0].PercentTacticalMet,ExpeditionParams[0].PercentAllMet,ExpeditionParams[1].RewardItem,ExpeditionParams[1].RequiredPhysical,ExpeditionParams[1].RequiredMental,ExpeditionParams[1].RequiredTactical,ExpeditionParams[1].RewardQuantity,ExpeditionParams[1].PercentPhysicalMet,ExpeditionParams[1].PercentMentalMet,ExpeditionParams[1].PercentTacticalMet,ExpeditionParams[1].PercentAllMet,ExpeditionParams[2].RewardItem,ExpeditionParams[2].RequiredPhysical,ExpeditionParams[2].RequiredMental,ExpeditionParams[2].RequiredTactical,ExpeditionParams[2].RewardQuantity,ExpeditionParams[2].PercentPhysicalMet,ExpeditionParams[2].PercentMentalMet,ExpeditionParams[2].PercentTacticalMet,ExpeditionParams[2].PercentAllMet,ExpeditionParams[3].RewardItem,ExpeditionParams[3].RequiredPhysical,ExpeditionParams[3].RequiredMental,ExpeditionParams[3].RequiredTactical,ExpeditionParams[3].RewardQuantity,ExpeditionParams[3].PercentPhysicalMet,ExpeditionParams[3].PercentMentalMet,ExpeditionParams[3].PercentTacticalMet,ExpeditionParams[3].PercentAllMet,ExpeditionParams[4].RewardItem,ExpeditionParams[4].RequiredPhysical,ExpeditionParams[4].RequiredMental,ExpeditionParams[4].RequiredTactical,ExpeditionParams[4].RewardQuantity,ExpeditionParams[4].PercentPhysicalMet,ExpeditionParams[4].PercentMentalMet,ExpeditionParams[4].PercentTacticalMet,ExpeditionParams[4].PercentAllMet,ExpeditionParams[5].RewardItem,ExpeditionParams[5].RequiredPhysical,ExpeditionParams[5].RequiredMental,ExpeditionParams[5].RequiredTactical,ExpeditionParams[5].RewardQuantity,ExpeditionParams[5].PercentPhysicalMet,ExpeditionParams[5].PercentMentalMet,ExpeditionParams[5].PercentTacticalMet,ExpeditionParams[5].PercentAllMet,RewardExperience,RequiredSeals,RequiredFlag,UnlockFlag,RequiredLevel,PercentBase,Unknown0,GcArmyExpeditionType
22,指名手配犯の追跡,不滅隊が、指名手配している犯罪者の姿が、ラノシアで目撃されたらしい。不滅隊の特務士官と協力し、追跡せよ。,14952,530,275,385,5,20,20,20,20,14952,530,385,275,5,20,20,20,20,14952,245,560,385,5,20,20,20,20,14952,385,560,245,5,20,20,20,20,14952,265,385,540,5,20,20,20,20,14952,385,265,540,5,20,20,20,20,30000,2000,15,0,40,20,0,3
23,帝国軍補給部隊の撃滅,諜報部門より、帝国軍補給部隊に関する重要情報が寄せられた。カストルム・オクシデンスに向かう敵補給部隊を撃滅せよ。,14953,245,560,385,5,20,20,20,20,14953,385,560,245,5,20,20,20,20,14953,265,385,540,5,20,20,20,20,14953,385,265,540,5,20,20,20,20,14953,530,275,385,5,20,20,20,20,14953,530,385,275,5,20,20,20,20,30000,2000,15,0,40,20,0,3
24,キメラ生物の排除,我が領内において、おぞましいキメラ生物が目撃されている。巨躯を誇るミノタウルスを追跡し、確実に排除すべし。,14954,265,385,540,5,20,20,20,20,14954,385,265,540,5,20,20,20,20,14954,530,275,385,5,20,20,20,20,14954,530,385,275,5,20,20,20,20,14954,245,560,385,5,20,20,20,20,14954,385,560,245,5,20,20,20,20,30000,2000,15,0,40,20,0,3
25,暁との共同作戦,コボルド族による蛮神召喚の前兆を探るため、「暁の血盟」と共同作戦を展開する。同組織に所属するスラフスイスと合流し、その指示を仰げ。,14946,295,430,600,10,20,20,20,20,14946,430,295,600,10,20,20,20,20,14946,590,305,430,10,20,20,20,20,14946,590,430,305,10,20,20,20,20,14946,275,620,430,10,20,20,20,20,14946,430,620,275,10,20,20,20,20,37500,3000,15,0,50,20,0,3
26,対魔導兵器戦術の開拓,鹵獲した帝国軍の魔導兵器を利用した模擬戦が行われることになった。より効果的な対魔導兵器戦術を開拓するため、貴隊も参加されたし。,14947,275,620,430,10,20,20,20,20,14947,430,620,275,10,20,20,20,20,14947,295,430,600,10,20,20,20,20,14947,430,295,600,10,20,20,20,20,14947,590,305,430,10,20,20,20,20,14947,590,430,305,10,20,20,20,20,37500,3000,15,0,50,20,0,3
27,人質の救出作戦,サハギン族支配下の海賊団「海蛇の舌」が、一般市民を拉致したとの情報が寄せられた。人質たちが蛮神の贄とされる前に、敵拠点に潜入して救出されたし。,14948,590,305,430,10,20,20,20,20,14948,590,430,305,10,20,20,20,20,14948,275,620,430,10,20,20,20,20,14948,430,620,275,10,20,20,20,20,14948,295,430,600,10,20,20,20,20,14948,430,295,600,10,20,20,20,20,37500,3000,15,0,50,20,0,3
28,武装集団の撃滅,マムージャ族の戦闘団から分派したと思われる武装集団が、我が領内で不法行為を働き、大きな脅威となっている。現地に急行し、撃滅されたし。,14949,295,430,600,10,20,20,20,20,14949,590,430,305,10,20,20,20,20,14949,590,305,430,10,20,20,20,20,14949,430,620,275,10,20,20,20,20,14949,275,620,430,10,20,20,20,20,14949,430,295,600,10,20,20,20,20,37500,3000,15,0,50,20,0,3
29,違法カルト教団の摘発,終末思想を掲げるカルト教団、「最後の群民」が違法な勧誘活動を続けている。一般市民を装ってリムサ・ロミンサ内を巡回し、勧誘してきたカルトの一味を摘発せよ。,14950,275,620,430,10,20,20,20,20,14950,430,295,600,10,20,20,20,20,14950,295,430,600,10,20,20,20,20,14950,590,430,305,10,20,20,20,20,14950,590,305,430,10,20,20,20,20,14950,430,620,275,10,20,20,20,20,37500,3000,15,0,50,20,0,3
30,不法妖異の排除,我が領内において、不法に召喚された妖異が目撃された。サキュバス型妖異を追跡し、確実に排除すべし。,14951,590,305,430,10,20,20,20,20,14951,430,620,275,10,20,20,20,20,14951,275,620,430,10,20,20,20,20,14951,430,295,600,10,20,20,20,20,14951,295,430,600,10,20,20,20,20,14951,590,430,305,10,20,20,20,20,37500,3000,15,0,50,20,0,3
31,帝国軍廃棄兵器の撃破,帝国軍が廃棄した魔導兵器が、何らかの原因で暴走、領内の脅威となっている。ただちに現場に急行し、特務士官と連携して目標を撃破せよ。,14952,430,295,600,10,20,20,20,20,14952,295,430,600,10,20,20,20,20,14952,590,430,305,10,20,20,20,20,14952,590,305,430,10,20,20,20,20,14952,430,620,275,10,20,20,20,20,14952,275,620,430,10,20,20,20,20,37500,3000,15,0,50,20,0,3
32,ゴブリン族集団の排除,ゴブリン族の科学者集団「青の手」の下部組織が、我が領内にて機工兵器の実証実験を行っている。無許可の実験を止めるため、ただちに現場に急行せよ。,14953,430,620,275,10,20,20,20,20,14953,275,620,430,10,20,20,20,20,14953,430,295,600,10,20,20,20,20,14953,295,430,600,10,20,20,20,20,14953,590,430,305,10,20,20,20,20,14953,590,305,430,10,20,20,20,20,37500,3000,15,0,50,20,0,3
33,偽牙軍曹の摘発,「グリダニア出身の牙軍曹」を自称する屈強な男が、罪なき市民に対し大声で威嚇する事案が発生した。エオルゼア同盟軍の威信にかけて、この牙軍曹を摘発せよ。,14954,590,430,305,10,20,20,20,20,14954,590,305,430,10,20,20,20,20,14954,430,620,275,10,20,20,20,20,14954,275,620,430,10,20,20,20,20,14954,430,295,600,10,20,20,20,20,14954,295,430,600,10,20,20,20,20,37500,3000,15,0,50,20,0,3
34,重要任務：帝国軍特殊部隊の撃滅,諜報部門より、東ラノシアにて帝国軍の特殊部隊が出撃準備を進めているとの情報を得た。どうやら後方攪乱のため、都市部への破壊工作を画策しているらしい。急ぎ現場に向かい、敵部隊を撃滅せよ。,0,370,355,345,0,0,0,0,100,0,370,355,345,0,0,0,0,100,0,370,355,345,0,0,0,0,100,0,370,355,345,0,0,0,0,100,0,370,355,345,0,0,0,0,100,0,370,355,345,0,0,0,0,100,40000,5000,17,19,50,0,0,2
