#,ContentArgument0,Unknown0,Unknown1,Unknown2,Unknown3,Balloon,Unknown4,Unknown5,Unknown6,Unknown7,Condition0Target,Condition0Type,Condition1Target,Condition1Type,ContentArgument1,Unknown8,Unknown9
30011.0,5,0,796,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30011.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30011.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30011.3,5,0,738,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30012.0,5,0,796,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30012.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30012.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30012.3,5,0,764,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30013.0,5,0,787,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30013.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30013.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30013.3,5,0,764,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30014.0,5,0,786,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30014.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30014.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30014.3,5,0,764,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30015.0,5,0,785,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30015.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30015.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30015.3,5,0,764,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30016.0,5,0,796,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30016.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30016.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30016.3,5,0,694,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30017.0,5,0,784,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30017.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30017.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30017.3,5,0,764,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30018.0,5,0,855,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30018.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30018.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30018.3,5,0,728,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30019.0,5,0,808,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30019.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30019.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30019.3,5,0,728,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30020.0,5,0,855,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30020.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30020.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30020.3,5,0,764,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30021.0,5,0,787,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30021.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30021.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30021.3,5,90,694,0,0,0,0,0,0,0,2,21,18,1,0,18,3
30022.0,4,0,787,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30022.1,4,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30022.2,4,1,3,0,0,1,3,0,0,0,0,18,18,1,0,0,23
30022.3,4,90,798,0,0,0,0,0,0,0,0,1,18,1,0,18,3
30022.4,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
30023.0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0
30023.1,5,0,922,0,0,0,0,0,0,0,0,1,18,2,0,0,0
30023.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30023.3,5,0,2,0,0,0,0,0,0,0,0,23,18,1,0,0,0
30023.4,0,0,783,0,0,0,0,0,2,0,0,1,0,0,0,0,0
30023.5,0,0,3,0,0,1,0,0,0,0,0,18,0,46,0,0,0
30023.6,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
30023.7,0,0,713,0,0,0,0,0,0,0,0,21,0,0,0,0,0
30023.8,5,0,1,0,0,0,0,0,0,0,0,23,18,2,0,0,0
30023.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30023.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30024.0,4,90,0,0,0,0,0,0,1,0,2,9,18,1,0,18,3
30024.1,4,1,3,0,0,1,3,0,0,0,0,18,18,1,0,0,23
30024.2,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
30025.0,5,90,0,0,0,0,0,0,1,0,2,9,18,1,0,18,3
30026.0,5,0,796,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30026.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30026.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30026.3,5,0,738,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30026.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30027.0,0,0,0,0,1,0,0,25,1,0,0,48,0,0,0,0,0
30027.1,0,0,10,0,0,0,0,25,0,0,0,51,0,0,0,0,0
30027.2,0,0,811,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30027.3,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30027.4,0,0,3,0,0,0,0,5,0,0,0,14,0,0,0,0,0
30027.5,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30027.6,0,0,912,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30027.7,0,0,5,0,0,0,0,8,0,0,0,14,0,0,0,0,0
30027.8,0,0,20,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30027.9,0,0,20,0,0,0,0,10,0,0,0,51,0,0,0,0,0
30027.10,0,0,812,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30027.11,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30027.12,0,0,5,0,0,0,0,8,0,0,0,14,0,0,0,0,0
30027.13,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30027.14,0,0,912,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30027.15,0,0,5,0,0,0,0,8,0,0,0,14,0,0,0,0,0
30028.0,0,0,0,0,1,0,0,110,1,0,0,48,0,0,0,0,0
30028.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30028.2,0,0,10,0,0,0,0,0,0,0,0,51,0,0,0,0,0
30028.3,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30028.4,0,0,8,0,0,0,0,15,0,0,0,14,0,0,0,0,0
30028.5,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30028.6,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30028.7,0,0,10,0,0,0,0,10,0,0,0,51,0,0,0,0,0
30028.8,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30028.9,0,0,15,0,0,0,0,20,0,0,0,14,0,0,0,0,0
30029.0,0,0,855,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30029.1,0,0,11,0,0,0,0,11,0,0,0,14,0,0,0,0,0
30029.2,5,0,1,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30029.3,0,0,728,0,0,0,0,0,0,0,2,21,0,0,0,0,0
30029.4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
30030.0,3,0,703,0,0,0,0,0,1,0,2,21,18,2,0,0,0
30030.1,3,0,719,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30030.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30031.0,4,0,784,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30031.1,4,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30031.2,4,90,764,0,0,1,0,0,0,0,2,21,18,1,0,18,3
30031.3,4,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30032.0,0,0,50,0,1,0,0,0,1,0,0,48,0,0,0,0,0
30032.1,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30032.2,0,0,3,0,0,0,0,5,0,0,0,14,0,0,0,0,0
30032.3,0,0,50,0,1,0,0,50,0,0,0,48,0,0,0,0,0
30032.4,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30032.5,0,0,3,0,0,0,0,5,0,0,0,14,0,0,0,0,0
30032.6,0,0,0,0,1,0,0,50,0,0,0,48,0,0,0,0,0
30032.7,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30032.8,0,0,3,0,0,0,0,5,0,0,0,14,0,0,0,0,0
30032.10,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30032.11,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30032.12,0,0,3,0,0,0,0,5,0,0,0,14,0,0,0,0,0
30033.0,0,0,20,0,1,0,0,0,1,0,0,48,0,0,0,0,0
30033.1,0,0,839,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30033.2,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30033.3,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0
30033.4,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30033.5,0,0,787,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30033.6,0,0,5,0,0,0,0,8,0,0,0,14,0,0,0,0,0
30034.0,4,0,809,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30034.1,4,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30034.2,4,90,738,0,0,1,0,0,0,0,2,21,18,1,0,18,3
30034.3,4,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30035.0,0,0,-60,0,1,0,0,0,1,0,0,48,0,0,0,0,0
30035.1,0,0,839,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30035.2,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30035.3,0,0,3,0,0,0,0,5,0,0,0,14,0,0,0,0,0
30035.4,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30035.5,0,0,5,0,0,0,0,8,0,0,0,14,0,0,0,0,0
30036.0,0,0,808,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30037.0,0,0,646,0,0,0,0,0,1,0,0,21,0,0,0,0,0
30038.0,0,0,738,0,0,0,0,0,1,0,0,2,10,0,0,0,0
30039.0,0,0,855,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30039.1,0,0,11,0,0,0,0,11,0,0,0,14,0,0,0,0,0
30039.2,0,0,728,0,0,0,0,0,0,0,0,21,0,0,0,0,0
30040.0,3,0,703,0,0,0,0,0,1,0,0,21,18,2,0,0,0
30040.1,3,0,719,0,0,0,0,0,0,0,0,21,18,1,0,0,0
30041.0,0,0,812,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30041.1,0,0,5,0,0,0,0,10,0,0,0,14,0,0,0,0,0
30041.2,0,0,0,0,1,0,0,-60,0,0,0,48,0,0,0,0,0
30041.3,0,0,20,0,1,0,0,-60,0,0,0,48,0,0,0,0,0
30041.4,0,0,20,0,1,0,0,-50,0,0,0,48,0,0,0,0,0
30041.5,0,0,5,0,0,0,0,10,0,0,0,14,0,0,0,0,0
30041.6,0,0,-10,0,1,0,0,-50,0,0,0,48,0,0,0,0,0
30041.7,0,0,-10,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30041.8,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30042.0,4,90,0,0,0,0,0,0,1,0,2,9,18,1,0,18,3
30042.1,4,1,3,0,0,1,3,0,0,0,0,18,18,1,0,0,23
30042.2,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
30043.0,4,0,763,0,0,1,0,0,1,0,2,21,18,1,0,0,0
30043.1,4,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30044.0,4,0,734,0,0,1,0,0,1,0,2,21,18,1,0,0,0
30044.1,4,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30045.0,5,1,3,0,0,0,3,0,1,0,2,10,18,1,0,0,23
30045.1,5,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
30046.0,5,1,3,0,0,1,5,0,1,0,0,18,18,1,0,0,23
30046.1,5,45,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30046.2,5,1,738,0,0,0,5,0,0,0,2,21,18,1,0,0,23
30046.3,5,1,0,0,0,0,5,0,0,0,0,24,18,2,0,0,22
30046.4,5,1,1,0,0,0,5,0,0,0,0,7,18,2,0,0,22
30047.0,5,45,0,0,0,0,0,0,1,0,2,9,18,1,0,18,3
30047.1,5,0,763,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30047.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30048.0,5,1,3,0,0,1,3,0,1,0,0,18,18,1,0,0,23
30048.1,5,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
30049.0,5,0,808,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30049.1,5,45,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30049.2,5,1,3,0,0,1,3,0,0,0,0,18,18,1,0,0,23
30049.3,5,0,786,0,0,0,0,0,0,0,0,1,18,1,0,0,0
30049.4,5,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
30050.0,5,45,3,0,0,0,0,0,1,0,2,10,18,1,0,18,3
30050.1,5,45,5,0,0,0,0,8,0,0,0,14,18,1,0,18,3
30051.0,0,0,808,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30051.1,4,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30052.0,0,0,784,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30052.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30053.0,0,0,785,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30053.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30054.0,0,0,786,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30054.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30055.0,0,0,787,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30055.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30056.0,0,0,785,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30056.1,5,90,0,0,0,0,0,0,0,0,2,9,18,1,0,18,3
30056.2,5,0,767,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30056.3,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30057.0,0,0,808,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30058.0,0,0,808,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30059.0,0,0,791,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30060.0,0,0,799,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30061.0,0,10,975,0,0,0,0,0,1,0,0,2,1,12,0,0,26
30062.0,0,10,976,0,0,0,0,0,1,0,0,2,1,12,0,0,26
30063.0,0,10,975,0,0,0,0,0,1,0,0,2,1,12,0,0,26
30063.1,0,10,976,0,0,0,0,0,0,0,0,2,1,12,0,0,26
30064.0,0,0,783,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30065.0,0,0,784,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30066.0,0,0,785,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30067.0,0,0,786,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30068.0,0,0,787,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30069.0,0,0,788,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30070.0,0,0,789,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30071.0,0,0,790,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30072.0,0,0,791,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30073.0,0,0,799,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30074.0,0,0,800,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30075.0,0,0,808,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30076.0,0,0,977,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30077.0,0,0,825,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30078.0,0,0,827,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30079.0,0,0,828,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30080.0,0,0,802,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30081.0,0,0,804,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30082.0,0,0,801,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30083.0,0,0,805,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30084.0,0,0,8,0,0,0,0,16,1,0,0,14,0,0,0,0,0
30084.1,0,0,0,0,1,0,0,-20,0,0,0,48,0,0,0,0,0
30084.2,0,0,10,0,0,0,0,0,0,0,0,51,0,0,0,0,0
30084.3,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30084.4,0,0,811,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30084.5,0,0,8,0,0,0,0,16,0,0,0,14,0,0,0,0,0
30084.6,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30084.7,0,0,10,0,0,0,0,0,0,0,0,51,0,0,0,0,0
30084.8,0,0,812,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30084.9,5,0,3,0,0,1,0,0,0,0,0,18,18,1,0,0,0
30085.0,5,0,0,0,0,0,0,0,1,0,2,9,18,1,0,0,0
30085.1,5,90,764,0,0,0,0,0,0,0,2,21,18,1,0,18,3
30085.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30086.0,5,0,787,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30086.1,5,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
30086.2,5,90,764,0,0,0,0,0,0,0,2,21,18,1,0,18,3
30086.3,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30087.0,5,0,784,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30087.1,5,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
30087.2,5,90,764,0,0,0,0,0,0,0,2,21,18,1,0,18,3
30087.3,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30088.0,5,1,3,0,0,1,3,0,1,0,0,18,18,1,0,0,23
30088.1,5,1,3,0,0,0,3,0,0,0,2,10,18,1,0,0,23
30088.2,5,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
30089.0,5,0,787,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30089.1,5,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
30089.2,5,0,764,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30089.3,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30090.0,5,0,784,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30090.1,5,0,764,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30090.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30091.0,5,0,784,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30091.1,5,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
30091.2,5,0,764,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30091.3,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30092.0,5,0,799,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30092.1,5,0,766,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30092.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30093.0,1000786,0,1,0,0,0,0,0,1,0,0,7,18,36,0,0,0
30093.1,1000786,0,799,0,0,0,0,0,0,0,0,1,18,36,0,0,0
30093.2,1000786,0,2,0,0,0,0,0,0,0,0,23,18,35,0,0,0
30093.3,1000786,1,5,0,0,0,5,0,2,0,2,10,18,35,0,0,23
30093.4,1000786,0,784,0,0,0,0,0,0,0,0,1,18,35,0,0,0
30093.5,1000786,0,1,0,0,0,0,0,0,0,0,23,18,36,0,0,0
30094.0,5,0,787,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30094.1,5,0,764,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30094.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30095.0,1000300,0,799,0,0,0,0,0,1,0,0,1,18,36,0,0,0
30095.1,1000300,0,785,0,0,0,0,0,0,0,0,1,18,35,0,0,0
30095.2,1000300,1,5,0,0,0,5,0,0,0,2,10,18,35,0,0,23
30095.3,5,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
30096.0,0,0,808,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30097.0,0,1,734,0,0,0,0,0,1,0,0,21,0,0,0,0,26
30097.1,0,0,812,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30098.0,5,0,766,0,0,1,0,0,1,0,2,21,18,1,0,0,0
30098.1,5,0,784,0,0,0,0,0,0,0,0,1,18,2,0,0,0
30098.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30099.0,0,0,839,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30099.1,0,0,12,0,0,0,0,16,0,0,0,14,0,0,0,0,0
30099.2,0,0,-20,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30099.3,0,0,839,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30099.4,0,0,12,0,0,0,0,16,0,0,0,14,0,0,0,0,0
30099.5,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0
30100.0,6,0,0,0,0,0,0,0,1,0,2,9,18,1,0,0,0
30100.1,6,0,727,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30100.2,6,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30101.0,5,0,785,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30101.1,5,0,764,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30101.2,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30102.0,0,0,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30103.0,5,0,809,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30103.1,5,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
30103.2,5,0,738,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30103.3,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30104.0,5,0,808,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30104.1,5,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
30104.2,5,0,706,0,0,1,0,0,0,0,2,21,18,1,0,0,0
30104.3,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30105.0,5,0,796,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30105.1,5,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
30105.2,5,90,715,0,0,0,0,0,0,0,2,21,18,1,0,18,3
30105.3,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30106.0,5,0,787,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30106.1,5,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
30106.2,5,90,721,0,0,0,0,0,0,0,2,21,18,1,0,18,3
30106.3,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30107.0,5,0,809,0,0,0,0,0,1,0,0,1,18,2,0,0,0
30107.1,5,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
30107.2,5,0,738,0,0,0,0,0,0,0,2,21,18,1,0,0,0
30107.3,5,0,0,0,0,0,0,0,0,0,0,24,18,2,0,0,0
30108.0,5,3,734,0,0,0,0,0,1,0,0,21,18,2,0,0,26
30108.1,5,1,703,0,0,0,0,0,0,0,0,21,18,2,0,0,26
30108.2,5,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
30108.3,0,0,787,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30109.0,5,1,734,0,0,0,0,0,1,0,0,21,18,2,0,0,26
30109.1,5,3,736,0,0,0,0,0,0,0,0,21,18,2,0,0,26
30109.2,0,0,812,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30109.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30110.0,0,8,764,0,0,0,0,0,1,0,0,21,0,0,0,0,26
30110.1,0,4,736,0,0,0,0,0,0,0,0,21,0,0,0,0,26
