#,Name,Example,Caster,Target,LogKind,Category,DisplayOrder,Preset
38,他人の戦闘に関するシステムメッセージ,Other Playerは、Enemyを倒した。,2193,65535,58,2,3,0
39,NPC会話（アナウンス）,NPC SAMPLE : こんにちは！,65535,65535,68,2,17,1
40,フリーカンパニーアナウンス,FreeCompany - 階級の序列を変更しました。,65535,65535,69,2,11,1
41,フリーカンパニーメンバーのログイン通知,FreeCompany - Playerがログインしました。,65535,65535,70,2,13,1
42,パーティの成長/修得情報,レベルアップ！ Party Memberは、レベル50になった。,1548,65535,64,2,26,1
43,マーケットの売上メッセージ,グリダニアマーケットに100ギルで出品した＜アイテム＞が売れ、95ギルを入手しました。,65535,65535,71,2,15,1
44,パーティ募集の新着情報,現在パーティ募集は12件、うち検索条件に見合った募集が3件あります。,65535,65535,72,2,45,1
45,マーカー設定情報,PlayerがPlayerに『汎用マル』を設定しました。,65535,65535,73,2,46,1
46,ダイスメッセージ,ダイス！ Playerは、999を出した！,65535,65535,74,2,47,1
47,ビギナーチャンネルアナウンス,"Beginner - ビギナーチャンネルに参加しました。
現在の参加人数：メンター10人/ビギナー30人",65535,65535,75,2,10,1
48,オーケストリオン再生情報,「プレリュード ～冒険の序章～」を再生しました。,65535,65535,76,2,48,1
49,PvPチームアナウンス,PvPTeam - Playerが加入しました。,65535,65535,77,2,12,1
50,PvPチームメンバーのログイン通知,PvPTeam - Playerがログインしました。,65535,65535,78,2,14,1
51,自分がダメージを与えた,Playerの攻撃  Enemyに123ダメージ。,2,65535,41,4,1,2
52,自分が攻撃に失敗した,Playerの攻撃  Enemyにミス！,2,65535,42,4,2,2
53,自分からのアクションの開始/中断,"Playerは「＜アクション＞」を唱えた。
Playerは「＜アクション＞」の詠唱を中断した。",2,65535,43,4,3,2
54,自分からのアイテムの使用/中断,"Playerは「＜アイテム＞」を使用した。
Playerは「＜アイテム＞」の使用を中断した。",2,65535,44,4,4,2
55,自分が回復を与えた, Party Memberは123HP回復。,2,65535,45,4,5,2
56,自分がバフステータスを与えた, Party Memberは「＜バフステータス＞」の効果。,2,65535,46,4,6,2
57,自分がデバフステータスを与えた, Enemyは「＜デバフステータス＞」の効果。,2,65535,47,4,7,2
58,自分がダメージを受けた,Enemyの攻撃  Playerに123ダメージ。,65535,2,41,4,8,2
59,自分が攻撃を回避した,Enemyの攻撃  Playerにミス！,65535,2,42,4,9,2
60,自分へのアクションの開始/中断,"Playerは「＜アクション＞」を唱えた。
Playerは「＜アクション＞」の詠唱を中断した。",65535,2,43,4,10,2
61,自分へのアイテムの使用/中断,"Playerは「＜アイテム＞」を使用した。
Playerは「＜アイテム＞」の使用を中断した。",65535,2,44,4,11,2
62,自分が回復を受けた, Playerは123HP回復。,65535,2,45,4,12,2
63,自分がバフステータスを受けた, Playerは「＜バフステータス＞」の効果。,65535,2,46,4,13,2
64,自分がデバフステータスを受けた, Playerは「＜デバフステータス＞」の効果。,65535,2,47,4,14,2
65,自分のバフステータスが切れた,Playerの「＜バフステータス＞」が切れた。,65535,2,48,4,15,2
66,自分のデバフステータスが切れた,Playerの「＜デバフステータス＞」が切れた。,65535,2,49,4,16,2
67,アラーム通知情報, アラーム -  12:34 ,65535,65535,55,2,50,1
68,武具投影通知情報,Playerは＜アイテム＞に＜外見アイテム＞の外見を武具投影した。,65535,65535,54,2,51,1
69,,,0,0,0,0,0,0
70,,,0,0,0,0,0,0
71,パーティがダメージを与えた,Party Memberの攻撃  Enemyに123ダメージ。,4,65535,41,5,1,2
72,パーティが攻撃に失敗した,Party Memberの攻撃  Enemyにミス！,4,65535,42,5,2,2
73,パーティからのアクションの開始/中断,"Party Memberは「＜アクション＞」を唱えた。
Party Memberは「＜アクション＞」の詠唱を中断した。",4,65535,43,5,3,2
74,パーティからのアイテムの使用/中断,"Party Memberは「＜アイテム＞」を使用した。
Party Memberは「＜アイテム＞」の使用を中断した。",4,65535,44,5,4,2
75,パーティが回復を与えた, Playerは123HP回復。,4,65535,45,5,5,2
76,パーティがバフステータスを与えた, Playerは「＜バフステータス＞」の効果。,4,65535,46,5,6,2
77,パーティがデバフステータスを与えた, Enemyは「＜デバフステータス＞」の効果。,4,65535,47,5,7,2
78,パーティがダメージを受けた,Enemyの攻撃  Party Memberに123ダメージ。,65535,4,41,5,8,2
79,パーティが攻撃を回避した,Enemyの攻撃  Party Memberにミス！,65535,4,42,5,9,2
80,パーティへのアクションの開始/中断,"Party Memberは「＜アクション＞」を唱えた。
Party Memberは「＜アクション＞」の詠唱を中断した。",65535,4,43,5,10,2
81,パーティへのアイテムの使用/中断,"Party Memberは「＜アイテム＞」を使用した。
Party Memberは「＜アイテム＞」の使用を中断した。",65535,4,44,5,11,2
82,パーティが回復を受けた, Party Memberは123HP回復。,65535,4,45,5,12,2
83,パーティがバフステータスを受けた, Party Memberは「＜バフステータス＞」の効果。,65535,4,46,5,13,2
84,パーティがデバフステータスを受けた, Party Memberは「＜デバフステータス＞」の効果。,65535,4,47,5,14,2
85,パーティのバフステータスが切れた,Party Memberの「＜バフステータス＞」が切れた。,65535,4,48,5,15,2
86,パーティのデバフステータスが切れた,Party Memberの「＜デバフステータス＞」が切れた。,65535,4,49,5,16,2
87,,,0,0,0,0,0,0
88,,,0,0,0,0,0,0
89,,,0,0,0,0,0,0
90,,,0,0,0,0,0,0
91,他人がダメージを与えた,Other Playerの攻撃  Enemyに123ダメージ。,16,65535,41,7,1,0
92,他人が攻撃に失敗した,Other Playerの攻撃  Enemyにミス！,16,65535,42,7,2,0
93,他人からのアクションの開始/中断,"Other Playerは「＜アクション＞」を唱えた。
Other Playerは「＜アクション＞」の詠唱を中断した。",16,65535,43,7,3,0
94,他人からのアイテムの使用/中断,"Other Playerは「＜アイテム＞」を使用した。
Other Playerは「＜アイテム＞」の使用を中断した。",16,65535,44,7,4,0
95,他人が回復を与えた, Playerは123HP回復。,16,65535,45,7,5,0
96,他人がバフステータスを与えた, Playerは「＜バフステータス＞」の効果。,16,65535,46,7,6,0
97,他人がデバフステータスを与えた, Enemyは「＜デバフステータス＞」の効果。,16,65535,47,7,7,0
98,他人がダメージを受けた,Enemyの攻撃  Other Playerに123ダメージ。,65535,16,41,7,8,0
99,他人が攻撃を回避した,Enemyの攻撃  Other Playerにミス！,65535,16,42,7,9,0
100,他人へのアクションの開始/中断,"Other Playerは「＜アクション＞」を唱えた。
Other Playerは「＜アクション＞」の詠唱を中断した。",65535,16,43,7,10,0
101,他人へのアイテムの使用/中断,"Other Playerは「＜アイテム＞」を使用した。
Other Playerは「＜アイテム＞」の使用を中断した。",65535,16,44,7,11,0
102,他人が回復を受けた, Other Playerは123HP回復。,65535,16,45,7,12,0
103,他人がバフステータスを受けた, Other Playerは「＜バフステータス＞」の効果。,65535,16,46,7,13,0
104,他人がデバフステータスを受けた, Other Playerは「＜デバフステータス＞」の効果。,65535,16,47,7,14,0
105,他人のバフステータスが切れた,Other Playerの「＜バフステータス＞」が切れた。,65535,16,48,7,15,0
106,他人のデバフステータスが切れた,Other Playerの「＜デバフステータス＞」が切れた。,65535,16,49,7,16,0
107,,,0,0,0,0,0,0
108,,,0,0,0,0,0,0
109,,,0,0,0,0,0,0
110,,,0,0,0,0,0,0
111,交戦状態の敵がダメージを与えた,Enemyの攻撃  Playerに123ダメージ。,32,65535,41,8,1,2
112,交戦状態の敵が攻撃に失敗した,Enemyの攻撃  Playerにミス！,32,65535,42,8,2,2
113,交戦状態の敵からのアクションの開始/中断,"Enemyは「＜アクション＞」を唱えた。
Enemyは「＜アクション＞」の詠唱を中断した。",32,65535,43,8,3,2
114,交戦状態の敵からのアイテムの使用/中断,"Enemyは「＜アイテム＞」を使用した。
Enemyは「＜アイテム＞」の使用を中断した。",32,65535,44,8,4,2
115,交戦状態の敵が回復を与えた, Enemyは123HP回復。,32,65535,45,8,5,2
116,交戦状態の敵がバフステータスを与えた, Enemyは「＜バフステータス＞」の効果。,32,65535,46,8,6,2
117,交戦状態の敵がデバフステータスを与えた, Playerは「＜デバフステータス＞」の効果。,32,65535,47,8,7,2
118,交戦状態の敵がダメージを受けた,Playerの攻撃  Enemyに123ダメージ。,65535,32,41,8,8,2
119,交戦状態の敵が攻撃を回避した,Playerの攻撃  Enemyにミス！,65535,32,42,8,9,2
120,交戦状態の敵へのアクションの開始/中断,"Enemyは「＜アクション＞」を唱えた。
Enemyは「＜アクション＞」の詠唱を中断した。",65535,32,43,8,10,2
121,交戦状態の敵へのアイテムの使用/中断,"Enemyは「＜アイテム＞」を使用した。
Enemyは「＜アイテム＞」の使用を中断した。",65535,32,44,8,11,2
122,交戦状態の敵が回復を受けた, Enemyは123HP回復。,65535,32,45,8,12,2
123,交戦状態の敵がバフステータスを受けた, Enemyは「＜バフステータス＞」の効果。,65535,32,46,8,13,2
124,交戦状態の敵がデバフステータスを受けた, Enemyは「＜デバフステータス＞」の効果。,65535,32,47,8,14,2
125,交戦状態の敵のバフステータスが切れた,Enemyの「＜バフステータス＞」が切れた。,65535,32,48,8,15,2
126,交戦状態の敵のデバフステータスが切れた,Enemyの「＜デバフステータス＞」が切れた。,65535,32,49,8,16,2
127,,,0,0,0,0,0,0
128,,,0,0,0,0,0,0
129,,,0,0,0,0,0,0
130,,,0,0,0,0,0,0
131,非交戦状態の敵がダメージを与えた,Enemyの攻撃  Playerに123ダメージ。,64,65535,41,9,1,0
132,非交戦状態の敵が攻撃に失敗した,Enemyの攻撃  Playerにミス！,64,65535,42,9,2,0
133,非交戦状態の敵からのアクションの開始/中断,"Enemyは「＜アクション＞」を唱えた。
Enemyは「＜アクション＞」の詠唱を中断した。",64,65535,43,9,3,0
134,非交戦状態の敵からのアイテムの使用/中断,"Enemyは「＜アイテム＞」を使用した。
Enemyは「＜アイテム＞」の使用を中断した。",64,65535,44,9,4,0
135,非交戦状態の敵が回復を与えた, Enemyは123HP回復。,64,65535,45,9,5,0
136,非交戦状態の敵がバフステータスを与えた, Enemyは「＜バフステータス＞」の効果。,64,65535,46,9,6,0
137,非交戦状態の敵がデバフステータスを与えた, Playerは「＜デバフステータス＞」の効果。,64,65535,47,9,7,0
138,非交戦状態の敵がダメージを受けた,Playerの攻撃  Enemyに123ダメージ。,65535,64,41,9,8,0
139,非交戦状態の敵が攻撃を回避した,Playerの攻撃  Enemyにミス！,65535,64,42,9,9,0
140,非交戦状態の敵へのアクションの開始/中断,"Enemyは「＜アクション＞」を唱えた。
Enemyは「＜アクション＞」の詠唱を中断した。",65535,64,43,9,10,0
141,非交戦状態の敵へのアイテムの使用/中断,"Enemyは「＜アイテム＞」を使用した。
Enemyは「＜アイテム＞」の使用を中断した。",65535,64,44,9,11,0
142,非交戦状態の敵が回復を受けた, Enemyは123HP回復。,65535,64,45,9,12,0
143,非交戦状態の敵がバフステータスを受けた, Enemyは「＜バフステータス＞」の効果。,65535,64,46,9,13,0
144,非交戦状態の敵がデバフステータスを受けた, Enemyは「＜デバフステータス＞」の効果。,65535,64,47,9,14,0
145,非交戦状態の敵のバフステータスが切れた,Enemyの「＜バフステータス＞」が切れた。,65535,64,48,9,15,0
146,非交戦状態の敵のデバフステータスが切れた,Enemyの「＜デバフステータス＞」が切れた。,65535,64,49,9,16,0
147,,,0,0,0,0,0,0
148,,,0,0,0,0,0,0
149,,,0,0,0,0,0,0
150,,,0,0,0,0,0,0
151,アライアンスがダメージを与えた,Alliance Memberの攻撃  Enemyに123ダメージ。,8,65535,41,6,1,0
152,アライアンスが攻撃に失敗した,Alliance Memberの攻撃  Enemyにミス！,8,65535,42,6,2,0
153,アライアンスからのアクションの開始/中断,"Alliance Memberは「＜アクション＞」を唱えた。
Alliance Memberは「＜アクション＞」の詠唱を中断した。",8,65535,43,6,3,0
154,アライアンスからのアイテムの使用/中断,"Alliance Memberは「＜アイテム＞」を使用した。
Alliance Memberは「＜アイテム＞」の使用を中断した。",8,65535,44,6,4,0
155,アライアンスが回復を与えた, Playerは123HP回復。,8,65535,45,6,5,0
156,アライアンスがバフステータスを与えた, Playerは「＜バフステータス＞」の効果。,8,65535,46,6,6,0
157,アライアンスがデバフステータスを与えた, Enemyは「＜デバフステータス＞」の効果。,8,65535,47,6,7,0
158,アライアンスがダメージを受けた,Enemyの攻撃  Alliance Memberに123ダメージ。,65535,8,41,6,8,0
159,アライアンスが攻撃を回避した,Enemyの攻撃  Alliance Memberにミス！,65535,8,42,6,9,0
160,アライアンスへのアクションの開始/中断,"Alliance Memberは「＜アクション＞」を唱えた。
Alliance Memberは「＜アクション＞」の詠唱を中断した。",65535,8,43,6,10,0
161,アライアンスへのアイテムの使用/中断,"Alliance Memberは「＜アイテム＞」を使用した。
Alliance Memberは「＜アイテム＞」の使用を中断した。",65535,8,44,6,11,0
162,アライアンスが回復を受けた, Alliance Memberは123HP回復。,65535,8,45,6,12,0
163,アライアンスがバフステータスを受けた, Alliance Memberは「＜バフステータス＞」の効果。,65535,8,46,6,13,0
164,アライアンスがデバフステータスを受けた, Alliance Memberは「＜デバフステータス＞」の効果。,65535,8,47,6,14,0
165,アライアンスのバフステータスが切れた,Alliance Memberの「＜バフステータス＞」が切れた。,65535,8,48,6,15,0
166,アライアンスのデバフステータスが切れた,Alliance Memberの「＜デバフステータス＞」が切れた。,65535,8,49,6,16,0
167,,,0,0,0,0,0,0
168,,,0,0,0,0,0,0
169,,,0,0,0,0,0,0
170,,,0,0,0,0,0,0
171,友好的なNPCがダメージを与えた,友好的なNPCの攻撃  Enemyに123ダメージ。,128,65535,41,10,1,2
172,友好的なNPCが攻撃に失敗した,友好的なNPCの攻撃  Enemyにミス！,128,65535,42,10,2,2
173,友好的なNPCからのアクションの開始/中断,"友好的なNPCは「＜アクション＞」を唱えた。
友好的なNPCは「＜アクション＞」の詠唱を中断した。",128,65535,43,10,3,2
174,友好的なNPCからのアイテムの使用/中断,"友好的なNPCは「＜アイテム＞」を使用した。
友好的なNPCは「＜アイテム＞」の使用を中断した。",128,65535,44,10,4,2
175,友好的なNPCが回復を与えた, Playerは123HP回復。,128,65535,45,10,5,2
176,友好的なNPCがバフステータスを与えた, Playerは「＜バフステータス＞」の効果。,128,65535,46,10,6,2
177,友好的なNPCがデバフステータスを与えた, Enemyは「＜デバフステータス＞」の効果。,128,65535,47,10,7,2
178,友好的なNPCがダメージを受けた,Enemyの攻撃  友好的なNPCに123ダメージ。,65535,128,41,10,8,2
179,友好的なNPCが攻撃を回避した,Enemyの攻撃  友好的なNPCにミス！,65535,128,42,10,9,2
180,友好的なNPCへのアクションの開始/中断,"友好的なNPCは「＜アクション＞」を唱えた。
友好的なNPCは「＜アクション＞」の詠唱を中断した。",65535,128,43,10,10,2
181,友好的なNPCへのアイテムの使用/中断,"友好的なNPCは「＜アイテム＞」を使用した。
友好的なNPCは「＜アイテム＞」の使用を中断した。",65535,128,44,10,11,2
182,友好的なNPCが回復を受けた, 友好的なNPCは123HP回復。,65535,128,45,10,12,2
183,友好的なNPCがバフステータスを受けた, 友好的なNPCは「＜バフステータス＞」の効果。,65535,128,46,10,13,2
184,友好的なNPCがデバフステータスを受けた, 友好的なNPCは「＜デバフステータス＞」の効果。,65535,128,47,10,14,2
185,友好的なNPCのバフステータスが切れた,友好的なNPCの「＜バフステータス＞」が切れた。,65535,128,48,10,15,2
186,友好的なNPCのデバフステータスが切れた,友好的なNPCの「＜デバフステータス＞」が切れた。,65535,128,49,10,16,2
187,,,0,0,0,0,0,0
188,,,0,0,0,0,0,0
189,,,0,0,0,0,0,0
190,,,0,0,0,0,0,0
191,自分のペット/バディがダメージを与えた,カーバンクル・エメラルドの攻撃  Enemyに123ダメージ。,256,65535,41,11,1,2
192,自分のペット/バディが攻撃に失敗した,カーバンクル・エメラルドの攻撃  Enemyにミス！,256,65535,42,11,2,2
193,自分のペット/バディからのアクションの開始/中断,"カーバンクル・エメラルドは「＜アクション＞」を唱えた。
カーバンクル・エメラルドは「＜アクション＞」の詠唱を中断した。",256,65535,43,11,3,2
194,自分のペット/バディからのアイテムの使用/中断,"カーバンクル・エメラルドは「＜アイテム＞」を使用した。
カーバンクル・エメラルドは「＜アイテム＞」の使用を中断した。",256,65535,44,11,4,2
195,自分のペット/バディが回復を与えた, Playerは123HP回復。,256,65535,45,11,5,2
196,自分のペット/バディがバフステータスを与えた, Playerは「＜バフステータス＞」の効果。,256,65535,46,11,6,2
197,自分のペット/バディがデバフステータスを与えた, Enemyは「＜デバフステータス＞」の効果。,256,65535,47,11,7,2
198,自分のペット/バディがダメージを受けた,Enemyの攻撃  カーバンクル・エメラルドに123ダメージ。,65535,256,41,11,8,2
199,自分のペット/バディが攻撃を回避した,Enemyの攻撃  カーバンクル・エメラルドにミス！,65535,256,42,11,9,2
200,自分のペット/バディへのアクションの開始/中断,"カーバンクル・エメラルドは「＜アクション＞」を唱えた。
カーバンクル・エメラルドは「＜アクション＞」の詠唱を中断した。",65535,256,43,11,10,2
201,自分のペット/バディへのアイテムの使用/中断,"カーバンクル・エメラルドは「＜アイテム＞」を使用した。
カーバンクル・エメラルドは「＜アイテム＞」の使用を中断した。",65535,256,44,11,11,2
202,自分のペット/バディが回復を受けた, カーバンクル・エメラルドは123HP回復。,65535,256,45,11,12,2
203,自分のペット/バディがバフステータスを受けた, カーバンクル・エメラルドは「＜バフステータス＞」の効果。,65535,256,46,11,13,2
204,自分のペット/バディがデバフステータスを受けた, カーバンクル・エメラルドは「＜デバフステータス＞」の効果。,65535,256,47,11,14,2
205,自分のペット/バディのバフステータスが切れた,カーバンクル・エメラルドの「＜バフステータス＞」が切れた。,65535,256,48,11,15,2
206,自分のペット/バディのデバフステータスが切れた,カーバンクル・エメラルドの「＜デバフステータス＞」が切れた。,65535,256,49,11,16,2
207,,,0,0,0,0,0,0
208,,,0,0,0,0,0,0
209,,,0,0,0,0,0,0
210,,,0,0,0,0,0,0
211,パーティのペット/バディがダメージを与えた,カーバンクル・エメラルドの攻撃  Enemyに123ダメージ。,512,65535,41,12,1,2
212,パーティのペット/バディが攻撃に失敗した,カーバンクル・エメラルドの攻撃  Enemyにミス！,512,65535,42,12,2,2
213,パーティのペット/バディからのアクションの開始/中断,"カーバンクル・エメラルドは「＜アクション＞」を唱えた。
カーバンクル・エメラルドは「＜アクション＞」の詠唱を中断した。",512,65535,43,12,3,2
214,パーティのペット/バディからのアイテムの使用/中断,"カーバンクル・エメラルドは「＜アイテム＞」を使用した。
カーバンクル・エメラルドは「＜アイテム＞」の使用を中断した。",512,65535,44,12,4,2
215,パーティのペット/バディが回復を与えた, Playerは123HP回復。,512,65535,45,12,5,2
216,パーティのペット/バディがバフステータスを与えた, Playerは「＜バフステータス＞」の効果。,512,65535,46,12,6,2
217,パーティのペット/バディがデバフステータスを与えた, Enemyは「＜デバフステータス＞」の効果。,512,65535,47,12,7,2
218,パーティのペット/バディがダメージを受けた,Enemyの攻撃  カーバンクル・エメラルドに123ダメージ。,65535,512,41,12,8,2
219,パーティのペット/バディが攻撃を回避した,Enemyの攻撃  カーバンクル・エメラルドにミス！,65535,512,42,12,9,2
220,パーティのペット/バディへのアクションの開始/中断,"カーバンクル・エメラルドは「＜アクション＞」を唱えた。
カーバンクル・エメラルドは「＜アクション＞」の詠唱を中断した。",65535,512,43,12,10,2
221,パーティのペット/バディへのアイテムの使用/中断,"カーバンクル・エメラルドは「＜アイテム＞」を使用した。
カーバンクル・エメラルドは「＜アイテム＞」の使用を中断した。",65535,512,44,12,11,2
222,パーティのペット/バディが回復を受けた, カーバンクル・エメラルドは123HP回復。,65535,512,45,12,12,2
223,パーティのペット/バディがバフステータスを受けた, カーバンクル・エメラルドは「＜バフステータス＞」の効果。,65535,512,46,12,13,2
224,パーティのペット/バディがデバフステータスを受けた, カーバンクル・エメラルドは「＜デバフステータス＞」の効果。,65535,512,47,12,14,2
225,パーティのペット/バディのバフステータスが切れた,カーバンクル・エメラルドの「＜バフステータス＞」が切れた。,65535,512,48,12,15,2
226,パーティのペット/バディのデバフステータスが切れた,カーバンクル・エメラルドの「＜デバフステータス＞」が切れた。,65535,512,49,12,16,2
227,,,0,0,0,0,0,0
228,,,0,0,0,0,0,0
229,,,0,0,0,0,0,0
230,,,0,0,0,0,0,0
231,アライアンスのペット/バディがダメージを与えた,カーバンクル・エメラルドの攻撃  Enemyに123ダメージ。,1024,65535,41,13,1,0
232,アライアンスのペット/バディが攻撃に失敗した,カーバンクル・エメラルドの攻撃  Enemyにミス！,1024,65535,42,13,2,0
233,アライアンスのペット/バディからのアクションの開始/中断,"カーバンクル・エメラルドは「＜アクション＞」を唱えた。
カーバンクル・エメラルドは「＜アクション＞」の詠唱を中断した。",1024,65535,43,13,3,0
234,アライアンスのペット/バディからのアイテムの使用/中断,"カーバンクル・エメラルドは「＜アイテム＞」を使用した。
カーバンクル・エメラルドは「＜アイテム＞」の使用を中断した。",1024,65535,44,13,4,0
235,アライアンスのペット/バディが回復を与えた, Playerは123HP回復。,1024,65535,45,13,5,0
236,アライアンスのペット/バディがバフステータスを与えた, Playerは「＜バフステータス＞」の効果。,1024,65535,46,13,6,0
237,アライアンスのペット/バディがデバフステータスを与えた, Enemyは「＜デバフステータス＞」の効果。,1024,65535,47,13,7,0
238,アライアンスのペット/バディがダメージを受けた,Enemyの攻撃  カーバンクル・エメラルドに123ダメージ。,65535,1024,41,13,8,0
239,アライアンスのペット/バディが攻撃を回避した,Enemyの攻撃  カーバンクル・エメラルドにミス！,65535,1024,42,13,9,0
240,アライアンスのペット/バディへのアクションの開始/中断,"カーバンクル・エメラルドは「＜アクション＞」を唱えた。
カーバンクル・エメラルドは「＜アクション＞」の詠唱を中断した。",65535,1024,43,13,10,0
241,アライアンスのペット/バディへのアイテムの使用/中断,"カーバンクル・エメラルドは「＜アイテム＞」を使用した。
カーバンクル・エメラルドは「＜アイテム＞」の使用を中断した。",65535,1024,44,13,11,0
242,アライアンスのペット/バディが回復を受けた, カーバンクル・エメラルドは123HP回復。,65535,1024,45,13,12,0
243,アライアンスのペット/バディがバフステータスを受けた, カーバンクル・エメラルドは「＜バフステータス＞」の効果。,65535,1024,46,13,13,0
244,アライアンスのペット/バディがデバフステータスを受けた, カーバンクル・エメラルドは「＜デバフステータス＞」の効果。,65535,1024,47,13,14,0
245,アライアンスのペット/バディのバフステータスが切れた,カーバンクル・エメラルドの「＜バフステータス＞」が切れた。,65535,1024,48,13,15,0
246,アライアンスのペット/バディのデバフステータスが切れた,カーバンクル・エメラルドの「＜デバフステータス＞」が切れた。,65535,1024,49,13,16,0
247,,,0,0,0,0,0,0
248,,,0,0,0,0,0,0
249,,,0,0,0,0,0,0
250,,,0,0,0,0,0,0
251,他人のペット/バディがダメージを与えた,カーバンクル・エメラルドの攻撃  Enemyに123ダメージ。,2048,65535,41,14,1,0
252,他人のペット/バディが攻撃に失敗した,カーバンクル・エメラルドの攻撃  Enemyにミス！,2048,65535,42,14,2,0
253,他人のペット/バディからのアクションの開始/中断,"カーバンクル・エメラルドは「＜アクション＞」を唱えた。
カーバンクル・エメラルドは「＜アクション＞」の詠唱を中断した。",2048,65535,43,14,3,0
254,他人のペット/バディからのアイテムの使用/中断,"カーバンクル・エメラルドは「＜アイテム＞」を使用した。
カーバンクル・エメラルドは「＜アイテム＞」の使用を中断した。",2048,65535,44,14,4,0
255,他人のペット/バディが回復を与えた, Playerは123HP回復。,2048,65535,45,14,5,0
256,他人のペット/バディがバフステータスを与えた, Playerは「＜バフステータス＞」の効果。,2048,65535,46,14,6,0
257,他人のペット/バディがデバフステータスを与えた, Enemyは「＜デバフステータス＞」の効果。,2048,65535,47,14,7,0
258,他人のペット/バディがダメージを受けた,Enemyの攻撃  カーバンクル・エメラルドに123ダメージ。,65535,2048,41,14,8,0
259,他人のペット/バディが攻撃を回避した,Enemyの攻撃  カーバンクル・エメラルドにミス！,65535,2048,42,14,9,0
260,他人のペット/バディへのアクションの開始/中断,"カーバンクル・エメラルドは「＜アクション＞」を唱えた。
カーバンクル・エメラルドは「＜アクション＞」の詠唱を中断した。",65535,2048,43,14,10,0
261,他人のペット/バディへのアイテムの使用/中断,"カーバンクル・エメラルドは「＜アイテム＞」を使用した。
カーバンクル・エメラルドは「＜アイテム＞」の使用を中断した。",65535,2048,44,14,11,0
262,他人のペット/バディが回復を受けた, カーバンクル・エメラルドは123HP回復。,65535,2048,45,14,12,0
