#,Description,Unknown1,RewardItem,RewardAmount,Unknown4,Category
137,"パイロットとして惑星オイジュスのメカオペレーションに参加し
10回達成する",10,1,4500,24,2
138,"サポーターとして惑星オイジュスのメカオペレーションに参加し
5回達成する",5,1,300,25,2
139,"サポーターとして惑星オイジュスのメカオペレーションに参加し
20回達成する",20,1,900,26,2
140,"サポーターとして惑星オイジュスのメカオペレーションに参加し
50回達成する",50,1,2100,27,2
141,惑星オイジュスにて、木工師のミッションを5種類達成する,5,3,75,28,2
142,惑星オイジュスにて、木工師のミッションを10種類達成する,10,3,150,29,2
143,惑星オイジュスにて、木工師のミッションを15種類達成する,15,3,300,30,2
144,惑星オイジュスにて、鍛冶師のミッションを5種類達成する,5,7,75,31,2
145,惑星オイジュスにて、鍛冶師のミッションを10種類達成する,10,7,150,32,2
146,惑星オイジュスにて、鍛冶師のミッションを15種類達成する,15,7,300,33,2
147,惑星オイジュスにて、甲冑師のミッションを5種類達成する,5,11,75,34,2
148,惑星オイジュスにて、甲冑師のミッションを10種類達成する,10,11,150,35,2
149,惑星オイジュスにて、甲冑師のミッションを15種類達成する,15,11,300,36,2
150,惑星オイジュスにて、彫金師のミッションを5種類達成する,5,15,75,37,2
151,惑星オイジュスにて、彫金師のミッションを10種類達成する,10,15,150,38,2
152,惑星オイジュスにて、彫金師のミッションを15種類達成する,15,15,300,39,2
153,惑星オイジュスにて、革細工師のミッションを5種類達成する,5,19,75,40,2
154,惑星オイジュスにて、革細工師のミッションを10種類達成する,10,19,150,41,2
155,惑星オイジュスにて、革細工師のミッションを15種類達成する,15,19,300,42,2
156,惑星オイジュスにて、裁縫師のミッションを5種類達成する,5,23,75,43,2
157,惑星オイジュスにて、裁縫師のミッションを10種類達成する,10,23,150,44,2
158,惑星オイジュスにて、裁縫師のミッションを15種類達成する,15,23,300,45,2
159,惑星オイジュスにて、錬金術師のミッションを5種類達成する,5,27,75,46,2
160,惑星オイジュスにて、錬金術師のミッションを10種類達成する,10,27,150,47,2
161,惑星オイジュスにて、錬金術師のミッションを15種類達成する,15,27,300,48,2
162,惑星オイジュスにて、調理師のミッションを5種類達成する,5,31,75,49,2
163,惑星オイジュスにて、調理師のミッションを10種類達成する,10,31,150,50,2
164,惑星オイジュスにて、調理師のミッションを15種類達成する,15,31,300,51,2
165,惑星オイジュスにて、園芸師のミッションを5種類達成する,5,39,75,55,2
166,惑星オイジュスにて、園芸師のミッションを10種類達成する,10,39,150,56,2
167,惑星オイジュスにて、園芸師のミッションを15種類達成する,15,39,300,57,2
168,惑星オイジュスにて、採掘師のミッションを5種類達成する,5,35,75,52,2
169,惑星オイジュスにて、採掘師のミッションを10種類達成する,10,35,150,53,2
170,惑星オイジュスにて、採掘師のミッションを15種類達成する,15,35,300,54,2
171,惑星オイジュスにて、漁師のミッションを5種類達成する,5,43,75,58,2
172,惑星オイジュスにて、漁師のミッションを10種類達成する,10,43,150,59,2
173,惑星オイジュスにて、漁師のミッションを15種類達成する,15,43,300,60,2
174,惑星オイジュスのコスモフォーチュンに5回挑戦する,5,1,500,61,2
175,惑星オイジュスのコスモフォーチュンに30回挑戦する,30,1,1000,62,2
176,惑星オイジュスのコスモフォーチュンに100回挑戦する,100,1,1500,63,2
177,惑星オイジュスの緊急ミッションを5種類達成する,5,48,1000,19,2
178,惑星オイジュスの緊急ミッションを12種類達成する,12,48,2000,20,2
179,惑星オイジュスの緊急ミッションを22種類達成する,22,48,3000,21,2
180,惑星オイジュスで遺物探索を10回コンプリートする,10,48,1000,64,2
181,惑星オイジュスで遺物探索を30回コンプリートする,30,48,3000,65,2
182,惑星オイジュスで遺物探索を100回コンプリートする,100,48,5000,66,2
