#,Stats,Description,Icon,RequiredForQuest,PreviousQuest,Location,Number,LocationKey,TargetsEnemy,TargetsSelfOrAlly,CauseSlow,CausePetrify,CauseParalysis,CauseInterrupt,CauseBlind,CauseStun,CauseSleep,CauseBind,CauseHeavy,CauseDeath
42,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★★
","カラペスドラゴンが得意とする青魔法。
土属性のエーテルを操作することで、金属成分を含む魔法障壁を展開し、鎧や衣服を硬化させる。ただし、重量が増すため硬化中は移動できなくなってしまう。",72242,0,0,25,29,4,False,True,False,False,False,False,False,False,False,False,False,False
43,"**攻撃タイプ：**物理・突
**攻撃属性：**火
**ランク：**★★★
","新大陸のマムージャが受け継いできた戦闘術。
「アンゴン」と呼ばれる投げ槍に、火属性の魔力を込めて投げつける技。青魔法としては、幻の槍を創り出すところから再現する必要がある。",72243,0,0,30,38,4,True,False,False,False,False,False,False,False,False,False,False,False
44,"**攻撃タイプ：**魔法
**攻撃属性：**風
**ランク：**★★★★★
","ガルーダの得意技。
魔法の羽根を舞い散らせた上で、暴風を発生させて敵を斬り刻む。無数の裂傷をつけることで、痛みを持続させるという無慈悲な技である。",72244,0,0,65,44,4,True,False,False,False,False,False,False,False,False,False,False,False
45,"**攻撃タイプ：**魔法
**攻撃属性：**火
**ランク：**★★★★★
","イフリートの得意技。
地脈を操作して、火属性の力を高めることで地面から火柱を立ち上らせる。その様は、まるで火口から噴出するマグマのように見えるという。",72245,0,0,63,45,4,True,False,False,False,False,False,False,False,False,False,False,False
46,"**攻撃タイプ：**物理・打
**攻撃属性：**土
**ランク：**★★★★★
","タイタンの得意技。
強力な土属性のエーテル放射により、岩塊を幻出させ、強烈な打撃を与える。山が崩れたかのような圧倒的な光景が与える衝撃は計り知れない。",72246,0,0,64,46,4,True,False,False,False,False,False,False,False,False,False,False,False
47,"**攻撃タイプ：**魔法
**攻撃属性：**雷
**ランク：**★★★★★
","ラムウの得意技。
上空から強烈な雷を落とす。その電圧は自然現象として発生し得る雷をはるかに上回るとされ、巨大な戦槌が振り下ろされたかのような軌道で敵を貫く。",72247,0,0,78,47,4,True,False,False,False,False,False,False,False,False,False,False,False
48,"**攻撃タイプ：**魔法
**攻撃属性：**氷
**ランク：**★★★★★
","シヴァの得意技。
魔法の弓を創り出し、氷柱の矢を雨あられと放つ。その技は、氷の巫女イゼルがテイルフェザーで見た猟師たちの弓術のイメージが強く反映されているようだ。",72248,0,0,80,48,4,True,False,False,False,False,False,False,False,False,False,False,False
49,"**攻撃タイプ：**魔法
**攻撃属性：**水
**ランク：**★★★★★
","リヴァイアサンの得意技。
大気中の水分で、魔力が込められた水の膜を創り出す。まるでヴェールのようなこの水膜は、害意を跳ね返す魔法の鏡であり、術者を守る盾である。",72249,0,0,73,49,4,False,True,False,False,False,False,False,False,False,False,False,False
50,"**攻撃タイプ：**魔法
**攻撃属性：**風
**ランク：**★★
","グリフィンが用いる青魔法。
主に縄張り争いなどで外敵を追い払う際に用いられるもので、その激しさからアバラシア山脈の高地で吹き荒れる突風に喩えられる。",72251,0,0,36,50,4,True,False,False,False,False,False,False,False,False,False,False,False
51,"**攻撃タイプ：**魔法
**攻撃属性：**水
**ランク：**★★★
","リビングリキッドの特殊攻撃。
機械装置「ハイドレードコア」によって流体を操作して激流を創り出す。これを魔法的に再現すれば、巨大な敵も押し流せるだろう。",72252,0,0,114,51,4,True,False,False,False,False,False,False,False,False,False,False,False
52,"**攻撃タイプ：**魔法
**攻撃属性：**氷
**ランク：**★★★★
","イエティが用いる青魔法。
体内で生成した冷媒を息に含めることで、猛吹雪のような冷風を発生させる。水毒に蝕まれた対象に吹きかければ、体内から凍結させることができるだろう。",72253,69269,69268,2200,52,1,True,False,False,True,False,False,False,False,False,False,False,False
53,"**攻撃タイプ：**魔法
**攻撃属性：**雷
**ランク：**★★
","シーサーペントが用いる青魔法。
水を吐き出すと同時に、触覚に溜め込んだ雷属性のエーテルを放出し、帯電した水塊を創り出す。これをぶつけることで獲物を弱らせ捕らえるという。",72254,0,0,2100,53,1,True,False,False,False,False,False,False,False,False,False,False,False
54,"**攻撃タイプ：**物理・斬
**攻撃属性：**無
**ランク：**★★
","パンツァードールの特殊攻撃。
槍状の武器を閃光の如き素早さで振り抜き、前方にいる敵を薙ぎ払う。青魔法としては、これをエーテルの槍を生成するところから再現する必要がある。",72255,0,0,112,54,4,True,False,False,False,False,False,False,False,False,False,False,False
55,"**攻撃タイプ：**物理・突
**攻撃属性：**無
**ランク：**★★★★
","アークデーモンの得意技。
エーテルを練り上げることで無数の剣を具現化し、全方位から敵を突き刺す。これにより対象の神経系を傷つけ、麻痺させることを狙う技でもある。",72256,0,0,31,55,4,True,False,False,False,True,False,False,False,False,False,False,False
56,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★
","パイッサが用いる青魔法。
その奇妙なさえずりを耳にすると、突然に宇宙の神秘を悟った気分になるという。そして、あまりの情報量を脳が処理できず、深い睡眠状態に陥るのだ。",72257,0,0,2100,56,1,True,False,False,False,False,False,False,False,True,False,False,False
57,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★
","エンプーサなどが用いる青魔法。
身体の一部を振動させることで、不快な音波を放つ。その振動には、一部のエーテル波長を打ち消す作用があるらしく、強化魔法が解除されたとの報告もある。",72258,0,0,2101,57,1,True,False,False,False,False,False,False,False,False,False,False,False
58,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★
","一部のモーグリが用いる治癒魔法。
原理的には幻術のケアルと変わりないはずだが、その理論はあまりにも適当。ポンポンに魔力を集めて、ブワーッとやれば回復するらしい。",72259,0,0,66,58,4,False,True,False,False,False,False,False,False,False,False,False,False
59,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★★
","一部のゴブリンが用いる青魔法。
科学者集団「青の手」が魔法を科学的に分析する研究の過程で編み出したもので、皮膚のように薄い魔法障壁を身体の表面に展開し、衝撃を吸収する。",72260,0,0,2001,59,1,False,True,False,False,False,False,False,False,False,False,False,False
60,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★
","ビブロスなどが用いる青魔法。
物理的、あるいは魔法的なハンマーで敵の頭部を叩くことで、虚脱感を与える。これにより魔力を強制的に放出させてしまう恐るべき技。",72261,0,0,196,60,4,True,True,False,False,False,False,False,False,False,False,False,False
61,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★
","クィーンホークが用いる青魔法。
特殊なフェロモンを放出することで、群れの蜂を操って自分を守らせる。この青魔法を修得すると、味方が肉の盾に見えてくるとかこないとか。",72262,0,0,41,61,4,False,True,False,False,False,False,False,False,False,False,False,False
62,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★
","ポロッゴが用いる青魔法。
周囲の敵視を一身に集めることができる魔法の歌。知能のないカエルになりきって、できるだけ間の抜けた調子で歌い上げるといい。",72263,69272,69271,2001,62,1,True,False,False,False,False,False,False,False,False,False,False,False
63,"**攻撃タイプ：**魔法
**攻撃属性：**風
**ランク：**★★★★
","ズーが用いる青魔法。
大きく翼をはためかせて発生させた衝撃波を、風属性のエーテルを操作することで刃状に圧縮させ、標的に発射する。その威力は名刀による一撃に匹敵するという。",72264,0,0,17,63,4,True,False,False,False,False,False,False,False,False,False,False,False
64,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★
","ダルメルが用いる青魔法。
自己暗示により筋力を引き上げる一種の強化魔法。繁殖期のダルメルは、口笛のような音を出しながら、この魔法で肉体を強化し、異性にアピールするという。",72265,69270,69269,2100,64,1,False,True,False,False,False,False,False,False,False,False,False,False
65,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★
","異端者捕縛用オートナイトの特殊攻撃。
特定の波動のエーテルを照射することで、肉体を蝕み、対象の動きを鈍らせることが可能。特に精神を蝕まれた相手には、高い威力を発揮する。",72266,0,0,34,65,4,True,False,True,False,False,False,False,False,False,False,False,False
66,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★
","異端者拷問用オートナイトの特殊攻撃。
特定の波動のエーテルを照射することで、精神を蝕み、対象から行動の自由を奪うことが可能。特に肉体を蝕まれた相手には、高い威力を発揮する。",72267,0,0,34,66,4,True,False,False,False,False,False,False,False,False,True,False,False
67,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★★
","一部の妖異が用いる青魔法。
ある特定の成長段階にある者を対象に、その心の隙を突いて精神を汚染し、肉体の自浄作用を強制的に停止させ命を奪う。まさに死神の如き術である。",72268,0,0,31,67,4,True,False,False,False,False,False,False,False,False,False,False,True
68,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★
","魔導兵器の攻撃手段を模した青魔法。
魔力で紡いだ幻影のミサイルを放つことで、敵に攻撃を受けたと錯覚させる。その思い込みが強ければ強いほど、実際に多くの肉体的ダメージを受けるという。",72269,0,0,219,68,4,True,False,False,False,False,False,False,False,False,False,False,True
69,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★★
","蛮神製兵器の破壊光線を模した青魔法。
極細の熱光線で標的の神経系や動力伝達系を焼き切ることで、相手の自由を奪う。異なるポイントに照射できれば、幾度でも敵の行動を阻害できるだろう。",72270,0,0,115,69,4,True,False,False,False,False,False,False,True,False,False,False,False
70,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★
","ある種のサボテンダーが用いる青魔法。
稀にサボテンダーは、より多くの種子を持つ個体に魔力を捧げることがある。これは過酷な荒野で「種の存続」を維持するために発達させた本能のようだ。",72271,0,0,26,70,4,False,True,False,False,False,False,False,False,False,False,False,False
71,"**攻撃タイプ：**物理・打
**攻撃属性：**無
**ランク：**★★
","ワラキ族が継承してきた攻撃魔法。
術者が死に近づくほどに、その心理的負荷がバネとなり威力が上がる性質を持つ。なお、この青魔法の源がいかなる生物なのかは、部族の秘密とされている。",72272,0,0,0,71,2,True,False,False,False,False,False,False,False,False,False,False,False
72,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★★
","ワラキ族が継承してきた蘇生魔法。
天使のような使い魔を媒介に魔力を注ぎ、対象者を蘇生させる。しかし、ワラキ族の宗教観には天使は存在しておらず、起源は謎に包まれている。",72273,0,0,0,72,2,False,True,False,False,False,False,False,False,False,False,False,False
73,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★
","ワモーラが用いる青魔法。
自己治癒能力を活性化させることで、老廃物や毒素を体外に排出させる効能がある。この魔法を用いると、まるで脱皮したかのような感覚を得られるという。",72274,69271,69270,2100,73,1,False,True,False,False,False,False,False,False,False,False,False,False
74,"**攻撃タイプ：**魔法
**攻撃属性：**雷
**ランク：**★★★
","エルダーワイバーンが用いる青魔法。
雲の中を飛ぶことで溜め込んだ雷気を逆流させ、放電する。この雷撃を受けた者は、一時的に重圧をかけられたかのように動作を縛られるという。",72275,0,0,39,74,4,True,False,False,False,False,False,False,False,False,False,True,False
75,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★
","野生生物が行う捕食行動。
ただし、青魔法としては実際に血肉を喰らうのではない。相手のエーテルを奪うことで、それを治癒や体力の一時的な増強に転用する術なのだ。",72276,0,0,93,75,4,True,True,False,False,False,False,False,False,False,False,False,False
76,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★
","メカノスクライブが用いる特殊魔法。
対象の弱点を調べ、一時的に拡大させる効果がある。とある人形師が、配偶者の浮気調査を目的にオートマトンを作成した際、偶然にこの機能が生み出された。",72277,0,0,196,76,4,True,False,False,False,False,False,False,False,False,False,False,False
77,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★★
","ゴラホが用いる青魔法。
対象のエーテルを分析すると同時に、その波長に自身のエーテルを近づける。これにより、一時的にではあるが相手の長所を得ることができるという。",72278,0,0,40,77,4,False,True,False,False,False,False,False,False,False,False,False,False
78,"**攻撃タイプ：**魔法
**攻撃属性：**土
**ランク：**★★★★★
","ラーヴァナの得意技。
土属性のエーテルを操作することで、周囲の鉱物から成分を集めて無数の金属粒を生成。それらを撃ち放つことで広範囲を攻撃することができる。",72279,0,0,86,78,4,True,False,False,False,False,False,False,False,False,False,False,False
79,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★★★
","ソフィアの得意技。
「調和」を尊ぶことで知られる女神ソフィアが、「均衡」を崩す者に放つと伝えられる神罰の流星。滅びの運命を象徴する、まさに凶星である。",72280,0,0,183,79,4,True,False,False,False,False,False,False,False,False,False,False,False
80,"**攻撃タイプ：**物理・打
**攻撃属性：**無
**ランク：**★★★★★
","ブルートジャスティスの必殺技。
飛べ、ジャスティス、天よりも高く！　ぼくらの夢と希望と友情が、愛と勇気と合体し、悪い奴らをやっつける！　それが正義のジャスティスキックだ！",72281,0,0,139,80,4,True,False,False,False,False,False,False,False,False,False,False,False
81,"**攻撃タイプ：**物理・突
**攻撃属性：**無
**ランク：**★
","ナマズオ族が得意とする伝統漁法。
ヒレに持った銛で、目にも留まらぬ刺突を三連続で見舞う。元来は魚を捕らえるための漁の技法であるが、しばしば身を守るためにも用いられる。",72282,0,0,2410,81,1,True,False,False,False,False,False,False,False,False,False,False,False
82,"**攻撃タイプ：**魔法
**攻撃属性：**雷
**ランク：**★★
","ナマズオ族が発する雷撃。
川底から動きたくない者が、魚を感電させることで楽に捕食するために編み出したらしい。なお、適度な刺激で血行が促進され、腕力が増す効果もあるようだ。",72283,69527,69526,2410,82,1,True,True,False,False,False,False,False,False,False,False,False,False
83,"**攻撃タイプ：**魔法
**攻撃属性：**無
**ランク：**★★★
","ドウジュン丸たちの妨害技を模した青魔法。
魔力で幻影の畳を紡ぎ出してから、これをひっくり返すことで、敵の足元をすくう。上級者になるとほのかなイグサの香りさえ再現するという。",72284,0,0,262,83,4,True,False,False,False,False,False,False,True,False,False,False,False
