#,Text,LogKind,DisplayFlags,Unknown1,Duration,Unknown2
109,はに泣いてみせた。,29,1,0,0,False
110,はに踊ってみせた。,29,1,0,0,False
111,はを問い詰めた。,29,1,0,0,False
112,はに居眠りしてみせた。,29,1,0,0,False
113,はに悔しがってみせた。,29,1,0,0,False
114,はに別れの挨拶をした。,29,1,0,0,False
115,はに手を振った。,29,1,0,0,False
116,はに呆れた。,29,1,0,0,False
117,はに喜んでみせた。,29,1,0,0,False
118,はの前にひざまずいた。,29,1,0,0,False
119,はを笑った。,29,1,0,0,False
120,はのことを大笑いした。,29,1,0,0,False
121,はを探すように辺りを見わたした。,29,1,0,0,False
122,はにアピールしてみせた。,29,1,0,0,False
123,はに首を横に振ってみせた。,29,1,0,0,False
124,はに否定してみせた。,29,1,0,0,False
125,はに慌ててみせた。,29,1,0,0,False
126,はを指さした。,29,1,0,0,False
127,はをつついた。,29,1,0,0,False
128,はを称賛した。,29,1,0,0,False
129,はに活を入れた。,29,1,0,0,False
130,はに敬礼した。,29,1,0,0,False
131,はに動転してみせた。,29,1,0,0,False
132,はに肩をすくめてみせた。,29,1,0,0,False
133,はを励ました。,29,1,0,0,False
134,はをなだめた。,29,1,0,0,False
135,はによろめきかかった。,29,1,0,0,False
136,はに伸びをしてみせた。,29,1,0,0,False
137,はにすねてみせた。,29,1,0,0,False
138,はに考えてみせた。,29,1,0,0,False
139,はにがっかりしてみせた。,29,1,0,0,False
140,はを歓迎した。,29,1,0,0,False
141,はにうなずいてみせた。,29,1,0,0,False
142,はに肯定してみせた。,29,1,0,0,False
143,はに自身の姿を披露した。,29,1,0,0,False
144,はにポーズをとった。,29,1,0,0,False
145,はに黒渦団式敬礼をした。,29,1,0,0,False
146,はに双蛇党式敬礼をした。,29,1,0,0,False
147,はに不滅隊式敬礼をした。,29,1,0,0,False
148,はに投げキッスをした。,29,1,0,0,False
149,はに雪玉を投げた。,29,1,0,0,False
150,はに土下座した。,29,1,0,0,False
151,はにすごく喜んでみせた。,29,1,0,0,False
152,はにすごくがっかりしてみせた。,29,1,0,0,False
153,はに戦いに備えるよう促した。,29,1,0,0,False
154,はに勝利の喜びを伝えた。,29,1,0,0,False
155,はに宙返りしてみせた。,29,1,0,0,False
156,はに抱拳礼をした。,29,1,0,0,False
157,はを見て閃いた。,29,1,0,0,False
158,,0,0,0,0,False
159,,0,0,0,0,False
160,,0,0,0,0,False
161,はに素の表情をしてみせた。,29,1,0,0,False
162,はに微笑んでみせた。,29,1,0,0,False
163,はに笑顔をみせた。,29,1,0,0,False
164,はに自信あふれる表情をしてみせた。,29,1,0,0,False
165,はに不敵な表情をしてみせた。,29,1,0,0,False
166,はに目を閉ざしてみせた。,29,1,0,0,False
167,はに泣き顔をみせた。,29,1,0,0,False
168,はに恐怖を感じた表情をしてみせた。,29,1,0,0,False
169,はに呆然とした表情をしてみせた。,29,1,0,0,False
170,はに痛そうな表情をしてみせた。,29,1,0,0,False
171,はに不機嫌そうな表情をしてみせた。,29,1,0,0,False
172,はに何かに気づいた表情をしてみせた。,29,1,0,0,False
173,はに心配そうな表情をしてみせた。,29,1,0,0,False
174,はに弾ける笑顔を見せた。,29,1,0,0,False
175,はに怒った表情をしてみせた。,29,1,0,0,False
176,はに申し訳なさそうな表情をしてみせた。,29,1,0,0,False
177,はに驚いた表情をしてみせた。,29,1,0,0,False
178,はに祈った。,29,1,0,0,False
179,はに帝国式敬礼をした。,29,1,0,0,False
180,はに何かを投げた。,29,1,0,0,False
181,この場所は、種族がララフェルの場合のみ入ることができます。,60,8,0,0,False
182,はにステップダンスを踊ってみせた。,29,1,0,0,False
183,はに豊穣の舞を踊ってみせた。,29,1,0,0,False
184,はに宮廷の舞を踊ってみせた。,29,1,0,0,False
185,はに紳士の舞を踊ってみせた。,29,1,0,0,False
186,はをなでた。,29,1,0,0,False
187,はに何かをわたした。,29,1,0,0,False
188,はにエサをあげた。,29,1,0,0,False
189,はにボム踊りを踊ってみせた。,29,1,0,0,False
190,はに勝ちどきをあげてみせた！,29,1,0,0,False
191,はを平手打ちした。,29,1,0,0,False
192,はをハグした。,29,1,0,0,False
193,は愛情を込めて、を抱きしめた。,29,1,0,0,False
194,はに事件屋の決めポーズをとった。,29,1,0,0,False
195,はに拳を合わせるように突き出した。,29,1,0,0,False
196,,0,0,0,0,False
197,はにサベネアンダンスを踊ってみせた。,29,1,0,0,False
198,はにゴールデンダンスを踊ってみせた。,29,1,0,0,False
199,はに太陽の舞を踊ってみせた。,29,1,0,0,False
200,はおどろいた。,29,1,0,0,False
201,は不満を表した。,29,1,0,0,False
202,は怒った。,29,1,0,0,False
203,は照れた。,29,1,0,0,False
204,はお辞儀した。,29,1,0,0,False
205,は応援した。,29,1,0,0,False
206,は拍手した。,29,1,0,0,False
207,は手まねきした。,29,1,0,0,False
208,はなぐさめた。,29,1,0,0,False
209,は泣いた。,29,1,0,0,False
210,は踊った。,29,1,0,0,False
211,は問い詰めた。,29,1,0,0,False
212,は居眠りした。,29,1,0,0,False
213,は悔しがった。,29,1,0,0,False
214,は別れの挨拶をした。,29,1,0,0,False
215,は手を振った。,29,1,0,0,False
216,は呆れた。,29,1,0,0,False
217,は喜んだ。,29,1,0,0,False
218,はひざまずいた。,29,1,0,0,False
219,は笑った。,29,1,0,0,False
220,は大笑いした。,29,1,0,0,False
221,は辺りを見わたした。,29,1,0,0,False
222,はアピールしてみせた。,29,1,0,0,False
223,は首を横に振った。,29,1,0,0,False
224,は否定した。,29,1,0,0,False
225,は慌てた。,29,1,0,0,False
226,は指さした。,29,1,0,0,False
227,はつついた。,29,1,0,0,False
228,は称賛した。,29,1,0,0,False
229,は活を入れた。,29,1,0,0,False
230,は敬礼した。,29,1,0,0,False
231,は動転した。,29,1,0,0,False
232,は肩をすくめた。,29,1,0,0,False
233,は励ました。,29,1,0,0,False
234,はなだめた。,29,1,0,0,False
235,はよろめいた。,29,1,0,0,False
236,は伸びをした。,29,1,0,0,False
237,はすねた。,29,1,0,0,False
238,は考えた。,29,1,0,0,False
239,はがっかりした。,29,1,0,0,False
240,は歓迎した。,29,1,0,0,False
241,はうなずいた。,29,1,0,0,False
242,は肯定した。,29,1,0,0,False
243,は自身の姿を確認した。,29,1,0,0,False
244,はポーズをとった。,29,1,0,0,False
245,は黒渦団式敬礼をした。,29,1,0,0,False
246,は双蛇党式敬礼をした。,29,1,0,0,False
247,は不滅隊式敬礼をした。,29,1,0,0,False
248,は投げキッスをした。,29,1,0,0,False
249,は雪玉を投げた。,29,1,0,0,False
250,は土下座した。,29,1,0,0,False
251,はすごく喜んだ。,29,1,0,0,False
252,はすごくがっかりした。,29,1,0,0,False
253,は戦いに備えた。,29,1,0,0,False
254,は勝利を喜んだ。,29,1,0,0,False
255,は宙返りした。,29,1,0,0,False
256,は抱拳礼をした。,29,1,0,0,False
257,は閃いた。,29,1,0,0,False
258,,0,0,0,0,False
259,,0,0,0,0,False
260,,0,0,0,0,False
261,は素の表情になった。,29,1,0,0,False
262,は微笑を浮かべた。,29,1,0,0,False
263,は笑顔になった。,29,1,0,0,False
264,は自信あふれる表情になった。,29,1,0,0,False
265,は不敵な表情になった。,29,1,0,0,False
266,は目を閉ざした。,29,1,0,0,False
267,は泣き顔になった。,29,1,0,0,False
268,は恐怖を感じた表情になった。,29,1,0,0,False
269,は呆然とした表情になった。,29,1,0,0,False
270,は痛そうな表情になった。,29,1,0,0,False
271,は不機嫌そうな表情になった。,29,1,0,0,False
272,は何かに気づいた表情になった。,29,1,0,0,False
273,は心配そうな表情になった。,29,1,0,0,False
274,は弾ける笑顔になった。,29,1,0,0,False
275,は怒った表情になった。,29,1,0,0,False
276,は申し訳なさそうな表情になった。,29,1,0,0,False
277,は驚いた表情になった。,29,1,0,0,False
278,は祈った。,29,1,0,0,False
279,は帝国式敬礼をした。,29,1,0,0,False
280,は何かを投げた。,29,1,0,0,False
281,種族がララフェル以外のため、安全な場所に退避します。,60,8,0,0,False
282,はステップダンスを踊った。,29,1,0,0,False
283,は豊穣の舞を踊った。,29,1,0,0,False
284,は宮廷の舞を踊った。,29,1,0,0,False
285,は紳士の舞を踊った。,29,1,0,0,False
286,はなでた。,29,1,0,0,False
287,は何かをわたした。,29,1,0,0,False
288,はボム踊りを踊った。,29,1,0,0,False
289,は勝ちどきをあげた！,29,1,0,0,False
290,は平手打ちした。,29,1,0,0,False
291,はハグした。,29,1,0,0,False
292,は抱きしめた。,29,1,0,0,False
293,は事件屋の決めポーズをとった。,29,1,0,0,False
294,は拳を突き出した。,29,1,0,0,False
295,,0,0,0,0,False
296,はサベネアンダンスを踊った。,29,1,0,0,False
297,はゴールデンダンスを踊った。,29,1,0,0,False
298,は太陽の舞を踊った。,29,1,0,0,False
299,,0,0,0,0,False
300,ブラックリストの処理ができませんでした。,60,8,0,0,False
301,ブラックリストに登録できませんでした。,60,8,0,0,False
302,ブラックリスト登録の解除ができませんでした。,60,8,0,0,False
303,ブラックリストにはこれ以上登録できません。,60,8,0,0,False
304,ブラックリストにすでに登録済です。,60,8,0,0,False
305,フレンドはブラックリストに登録できません。フレンドを解除してください。,60,8,0,0,False
306,フレンド申請は1日に最大7件までしか行えません。,60,8,0,0,False
307,呼びかけを行える上限回数に達しています。呼びかけは一定期間内に5回までしか行えません。,60,8,0,0,False
308,呼びかけを行いました。残りUNKNOWN回行えます。,57,33,0,0,False
309,指定期間外であるため、この機能を実行できません。,60,8,0,0,False
310,フレンドリストの処理ができませんでした。,60,8,0,0,False
311,フレンド申請できませんでした。,60,8,0,0,False
312,フレンドに申請・登録済みです。,60,8,0,0,False
313,フレンドをこれ以上申請できません。,60,8,0,0,False
314,相手のフレンドリストにこれ以上登録できません。フレンド申請できませんでした。,60,8,0,0,False
315,ブラックリスト登録したキャラクターです。フレンド申請できません。,60,8,0,0,False
316,「取り込み中」のためフレンド申請を受けてもらえませんでした。,60,8,0,0,False
317,UNKNOWNを「UNKNOWN」に設定しました。,57,32,0,0,False
318,グループ名を変更しました。,57,32,0,0,False
319,対象の指定が正しくありません。代名詞を用いて再度お試しください。,60,8,0,0,False
320,パーティの処理ができませんでした。,60,8,0,0,False
321,パーティに誘えませんでした。,60,8,0,0,False
322,パーティから除外できませんでした。,60,8,0,0,False
323,パーティリーダーを変更できませんでした。,60,8,0,0,False
324,パーティから離脱できませんでした。,60,8,0,0,False
325,パーティを解散できませんでした。,60,8,0,0,False
326,パーティ参加中のメンバーです。,60,8,0,0,False
327,すでに他のパーティに誘われています。パーティに誘えませんでした。,60,8,0,0,False
328,すでにパーティに誘っています。,60,8,0,0,False
329,フルパーティです。これ以上パーティに誘えません。,60,8,0,0,False
330,キャラクター詳細の編集ができませんでした。,60,8,0,0,False
331,パーティに誘えませんでした。相手がすでにコンテンツ参加中か、他のエリアにいるために今は誘えません。,60,8,0,0,False
332,オフラインのメンバーです。パーティリーダーを変更できませんでした。,60,8,0,0,False
333,参加希望クラス・ジョブが指定されていません。パーティ希望には参加クラス・ジョブの指定が必要です。,60,8,0,0,False
334,「取り込み中」のためパーティに誘えませんでした。,60,8,0,0,False
335,パーティに参加できませんでした。すでに自分がコンテンツ参加中か、コンテンツを開始しているパーティリーダーと異なるエリアにいます。,60,8,0,0,False
336,パーティに誘えませんでした。相手はイベント中のため、しばらく待ってから誘ってください。,60,8,0,0,False
337,オフラインもしくはコンテンツ中のメンバーです。パーティリーダーを変更できませんでした。,60,8,0,0,False
338,リンクシェルに記号のみの名称を付けることはできません。,60,8,0,0,False
339,リンクシェルに勧誘できませんでした。,60,8,0,0,False
340,リンクシェルの作成ができませんでした。,60,8,0,0,False
341,リンクシェルの名称は3文字以上20文字以下で付けてください。,60,8,0,0,False
342,リンクシェルの名称に余計なスペースが含まれています。,60,8,0,0,False
343,リンクシェルの名称に利用できない文字が含まれています。,60,8,0,0,False
344,リンクシェルの名称で連続して指定できない文字が含まれています。,60,8,0,0,False
345,リンクシェルの名称の先頭が小文字になっています。,60,8,0,0,False
346,すでに同名のリンクシェルがあります。別の名称を指定してください。,60,8,0,0,False
347,リンクシェル名称のルールに則っていません。別の名称を指定してください。,60,8,0,0,False
348,これ以上リンクシェルを作成できません。,60,8,0,0,False
349,リンクシェルの加入処理ができませんでした。,60,8,0,0,False
350,勧誘した相手はこれ以上リンクシェルを所持できません。,60,8,0,0,False
351,リンクシェル加入済のメンバーです。,60,8,0,0,False
352,リンクシェルの人数が最大です。これ以上メンバーを増やせません。,60,8,0,0,False
353,リンクシェルの正式加入処理ができませんでした。,60,8,0,0,False
354,リンクシェルから脱退できませんでした。,60,8,0,0,False
355,リンクシェルマスターは脱退できません。マスター権限を委譲してから脱退してください。,60,8,0,0,False
356,リンクシェルから除外できませんでした。,60,8,0,0,False
357,リンクシェルのリーダー設定処理ができませんでした。,60,8,0,0,False
358,仮加入メンバーはリーダーに設定できません。,60,8,0,0,False
359,リンクシェルを解散できませんでした。,60,8,0,0,False
360,リンクシェルマスター権限の委譲ができませんでした。,60,8,0,0,False
361,仮加入メンバーにマスター権限は委譲できません。,60,8,0,0,False
362,リンクシェルの名称に利用できない言葉が含まれています。,60,8,0,0,False
363,「取り込み中」のためリンクシェルへの勧誘を受けてもらえませんでした。,60,8,0,0,False
364,リンクシェルの名称の変更に失敗しました。,60,8,0,0,False
365,リンクシェルの名称に利用できない文字が含まれています。名称変更に失敗しました。,60,8,0,0,False
366,その名前のキャラクターは見つかりませんでした。,60,8,0,0,False
367,リンクシェル「UNKNOWN」のリーダーを辞退しました。,57,33,0,0,False
368,"リンクシェル「UNKNOWN」の名称を
「UNKNOWN」に変更しました。",57,33,0,0,False
369,"リンクシェル「UNKNOWN」の名称が
「UNKNOWN」に変更されました。",57,33,1,0,False
370,レターの処理ができませんでした。,60,9,0,0,False
371,にレターを送信できませんでした。,60,9,0,0,False
372,メッセージのないレターは送信できません。,60,8,0,0,False
373,レターのメッセージが長すぎます。,60,8,0,0,False
374,アイテムの添付ができません。レターの送信ができませんでした。,60,9,0,0,False
375,ギルの添付ができません。レターの送信ができませんでした。,60,9,0,0,False
376,レターの削除ができませんでした。,60,8,0,0,False
377,添付アイテムが残っています。レターの削除ができませんでした。,60,8,0,0,False
378,添付ギルが残っています。レターの削除ができませんでした。,60,8,0,0,False
379,所持品に添付アイテムを受け取れる空きがありません。,60,9,0,0,False
380,添付ギルを受け取れません。,60,8,0,0,False
381,添付のアイテムを受け取れません。所持品がいっぱいか、2つ以上持てないアイテムです。,60,8,0,0,False
382,自分と同じホームワールドのフレンドがいないため、レターを作成できません。,60,8,0,0,False
383,がリンクシェル「UNKNOWN」のリーダーを辞退しました。,57,33,1,0,False
384,マーケットへ出品したアイテムが完売しました。,71,33,1,0,False
385,マーケットの検索ができませんでした。,60,8,0,0,False
386,マーケットからの購入ができませんでした。,60,8,0,0,False
387,マーケットからの購入ができません。しばらく待ってから実行してください。,60,8,0,0,False
388,所持品がいっぱいのためアイテムを購入できませんでした。,60,8,0,0,False
389,所持品の中に1つしか持てないRARE属性アイテムです。すでに所持しているため購入できません。,60,8,0,0,False
390,マーケットからの購入ができませんでした。,60,8,0,0,False
391,マーケットからの購入ができません。しばらく待ってから実行してください。,60,8,0,0,False
392,ギルがたりません。,60,8,0,0,False
393,リテイナーの処理が実行できませんでした。,60,8,0,0,False
394,リテイナーUNKNOWNを雇用しました。,57,33,0,0,False
395,リテイナーUNKNOWNを解雇しました。,57,33,0,0,False
396,リテイナーUNKNOWNをマーケットに登録しました。,57,33,0,0,False
397,リテイナーUNKNOWNをマーケットから引き上げました。,57,33,0,0,False
398,マーケットへの出品を開始しました。,57,33,0,0,False
399,マーケットへの出品が停止されました。,57,33,1,0,False
400,フリートライアルでは利用できない機能です。,60,8,0,0,False
401,フリートライアル中のキャラクターへは利用できない機能です。,60,9,0,0,False
402,"フリートライアル中に所持できるギルの上限に達しています。
上限を超える所持しきれないギルは捨てられます。",57,1,0,0,False
403,合計金額が上限を超えないよう単価が調整されました。,57,32,0,0,False
404,リテイナーの設定変更権利をすでに持っているため、は使用できません。,60,9,0,0,False
405,リテイナーの設定変更権利を得ました。リテイナーの防具・アクセサリをすべて外した状態で、リテイナー雇用窓口に話しかけてください。,57,33,0,0,False
406,リテイナーUNKNOWNの設定変更が反映されました。,57,33,0,0,False
407,スペースは2箇所以上に使えません。,60,9,0,0,False
408,ハングルかアルファベットのどちらか片方のみを使用してください。,60,9,0,0,False
409,"ゲームを開始してから1500時間以上が経過しました。
過剰なゲームの利用は正常な日常生活に支障を与える恐れがあります。",57,1,0,0,False
410,"次のクラス・ジョブクエストを受注可能なレベルになりました。
これらのクエストでは、新たなアクションを修得することもあります。
積極的にクエストを受注してみましょう。",57,33,0,0,False
411,画面サイズが条件を満たさなくなったため、UIサイズを変更しました。,57,33,0,0,False
412,景観カメラの切り替えを一時停止しました。,57,33,0,0,False
413,景観カメラの切り替えを再開しました。,57,33,0,0,False
414,"レポートの送信に失敗しました。
もう一度送信をお願いいたします。",60,9,0,0,False
415,交戦中です！残りHPに注意してください！,60,17,0,0,False
416,操作不可ステータスが付与されたため、中断しました。,60,9,0,0,False
417,"経験値ブースト効果が発生しました！
すべてのLvUNKNOWN未満のジョブ・クラスの取得経験値が大幅にブーストされます！",57,33,0,0,False
418,すべてのジョブ・クラスがLvUNKNOWN以上、もしくはレベル上限となったため経験値ブースト効果が解除されました。,57,33,0,0,False
419,フリートライアルでは申請できないコンテンツです。,60,9,0,0,False
420,これ以上リテイナーはギルを受け取れません。売却できませんでした。,60,8,0,0,False
421,拡張パッケージの権利が必要なコンテンツです。,60,9,0,0,False
422,,0,0,0,0,False
423,,0,0,0,0,False
424,,0,0,0,0,False
425,自動送り速度を「+UNKNOWN」に変更しました。,57,32,0,0,False
426,設定金額が下限を下回らないよう単価が調整されました。,57,32,0,0,False
427,参加先のパーティが定員に達したため、参加できませんでした。,60,8,0,0,False
428,キャラクターを削除するには、ホームワールドでログアウトしてください。,60,8,0,0,False
429,サーチ情報を取得できません。,60,8,0,0,False
430,少し時間をおいてからログインしてください。,60,8,0,0,False
431,は、作業を完了させた！,57,33,0,0,False
432,復興共同作業の進捗度が既定値に達しました。作業中の方は、早めに完了してください。,57,33,1,0,False
433,現在のクラス・ジョブではアクセスできません。,60,8,0,0,False
434,作業工程に則していないため、アクセスできません。,60,8,0,0,False
435,"復興共同作業の報酬の払い出し中です。
蒼天街から移動すると報酬を受け取れなくなりますので、ご注意ください。",57,33,0,0,False
436,カメラ設定を保存しました。,57,17,0,0,False
437,ライト設定を保存しました。,57,17,0,0,False
438,「ブックマーク」リストにこれ以上登録できません。「ブックマーク」リストの他のアイテムを削除してください。,60,8,0,0,False
439,は、に壊された。,58,1,0,0,False
440,UNKNOWNから「」へのテレポ勧誘を受けました。,57,1,0,0,False
441,条件を満たしていないため、テレポの勧誘を受けることができませんでした。,60,8,0,0,False
442,"テレポの勧誘を受けられませんでした。
テレポを受けられる状態になってから「テレポ勧誘」を選択してください。",57,33,0,0,False
443,"テレポの勧誘を保留しました。
テレポを受ける時には「テレポ勧誘」を選択してください。",57,33,0,0,False
444,リキャスト中のため入れ替えることはできません。,60,9,0,0,False
445,リキャスト中のため登録を解除することはできません。,60,9,0,0,False
446,はロールアクション「UNKNOWN」を修得した。,64,1,0,0,False
447,の攻撃  ダイレクトヒット！ にUNKNOWNダメージ。,41,1,0,0,False
448,   ダイレクトヒット！ にUNKNOWNダメージ。,41,1,0,0,False
449,クリティカル！ は「UNKNOWN」によりUNKNOWNＨＰ回復。,45,1,0,0,False
450,の攻撃  クリティカル＆ダイレクトヒット！ にUNKNOWNダメージ。,41,1,0,0,False
451,   クリティカル＆ダイレクトヒット！ にUNKNOWNダメージ。,41,1,0,0,False
452,,0,0,0,0,False
453,   に「デス」の効果。,47,1,0,0,False
454,の攻撃  は反射した！,42,1,0,0,False
455,   は反射した！,42,1,0,0,False
456,EXホットバーは編集できません。,60,8,0,0,False
457,何かしらのエラーにより、コマンドを実行できませんでした。,60,1,0,0,False
458,そのコマンドは存在しません。,60,1,0,0,False
459,GMランクが足りないため、コマンドを実行できませんでした。,60,1,0,0,False
460,"所持品に空きがないため入手完了できていない
アイテム（）が存在します。",60,9,0,0,False
461,"2つ以上所持できないRARE属性のため入手完了できていない
アイテム（）が存在します。",60,9,0,0,False
462,リテイナーのマーケット登録に失敗しました。,60,8,0,0,False
463,リテイナーはすでにマーケットに登録されています。,60,8,0,0,False
464,マーケットからのリテイナー引き上げに失敗しました。,60,8,0,0,False
465,リテイナーはマーケット出品中のためマーケットから引き上げできません。,60,8,0,0,False
466,リテイナーがマーケットに登録されていません。,60,8,0,0,False
467,リテイナーの情報が取得できませんでした。,60,8,0,0,False
468,自分が雇ったリテイナーの出品アイテムですので購入できません。,60,8,0,0,False
469,表示中のUNKNOWN件のアイテムを指定順に並び替えました。,57,32,0,0,False
470,今はパーティに勧誘できません。,60,9,0,0,False
471,今はパーティに加入できません。,60,9,0,0,False
472,今はパーティから離脱できません。,60,9,0,0,False
473,今はパーティを解散できません。,60,9,0,0,False
474,今はパーティから除外できません。,60,9,0,0,False
475,今はパーティリーダーを変更できません。,60,9,0,0,False
476,今はリンクシェルに勧誘できません。,60,9,0,0,False
477,今はリンクシェルに加わることができません。,60,9,0,0,False
478,今はリンクシェルから脱退できません。,60,9,0,0,False
479,今はリンクシェルを解散できません。,60,9,0,0,False
