#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article
57,IIIコホルス・デクリオン,,0,0,0,1,0,0
58,IIIコホルス・ラクエリウス,,0,0,0,1,0,0
59,IIIコホルス・エクエス,,0,0,0,1,0,0
60,IIIコホルス・セクトール,,0,0,0,1,0,0
61,IIIコホルス・シグニフェル,,0,0,0,1,0,0
62,テロック,,0,0,0,1,0,0
63,プリン,,0,0,0,1,0,0
64,シルヴァン・スクリーチ,,0,0,0,1,0,0
65,シルヴァン・サイ,,0,0,0,1,0,0
66,シルヴァン・スナール,,0,0,0,1,0,0
67,シルフィード・スクリーチ,,0,0,0,1,0,0
68,シルフィード・サイ,,0,0,0,1,0,0
69,シルフィード・スナール,,0,0,0,1,0,0
70,シルフィード・ソング,,0,0,0,1,0,0
71,黄昏のシルベリオ,,0,0,0,1,0,0
72,ボックマン,,0,0,0,1,0,0
73,絶対王ガルヴァンス,,0,0,0,1,0,0
74,シュレッダー,,0,0,0,1,0,0
75,アエリコ,,0,0,0,1,0,0
76,ストラットファインダー,,0,0,0,1,0,0
77,コッグファインダー,,0,0,0,1,0,0
78,ネイルファインダー,,0,0,0,1,0,0
79,ダラガブ・プリースト,,0,0,0,1,0,0
80,レッドベリー・ガッター,,0,0,0,1,0,0
81,毒針のセヴラン,,0,0,0,1,0,0
82,レッドベリー・ハイヴキープ,,0,0,0,1,0,0
83,レッドベリー・シャープアイ,,0,0,0,1,0,0
84,レッドベリー・チャンター,,0,0,0,1,0,0
85,懺悔のドファガン,,0,0,0,1,0,0
86,餓犬一家の操舵員,,0,0,0,1,0,0
87,餓犬一家の甲板員,,0,0,0,1,0,0
88,餓犬一家の機関員,,0,0,0,1,0,0
89,餓犬一家の掌砲員,,0,0,0,1,0,0
90,スプリガンコレクター,,0,0,0,1,0,0
91,スプリガン,,0,0,0,1,0,0
92,アンタレス,,0,0,0,1,0,0
93,サルガス,,0,0,0,1,0,0
94,シャウラ,,0,0,0,1,0,0
95,フルックスフラン,,0,0,0,1,0,0
96,ヘカトン・オーバーシアー,,0,0,0,1,0,0
97,ヘカトン・ストーンハーラー,,0,0,0,1,0,0
98,ヘカトン・ショックブロッカー,,0,0,0,1,0,0
99,ヘカトン・パイルドライバー,,0,0,0,1,0,0
100,ヘカトン・ブラストマスター,,0,0,0,1,0,0
101,豪腕のギュゲス,,0,0,0,1,0,0
102,イクサル・ソードファイター,,0,0,0,1,0,0
103,イクサル・ボールドウィング,,0,0,0,1,0,0
104,イクサル・スウィフトビーク,,0,0,0,1,0,0
105,イクサル・フォグコーラー,,0,0,0,1,0,0
106,クァール,,0,0,0,1,0,0
107,マンドラゴラ,,0,0,0,1,0,0
108,,,0,0,0,0,0,0
109,グレイヴディガー,,0,0,0,1,0,0
110,スケルトン・ソルジャー,,0,0,0,1,0,0
111,ディープクロフト・マイトリング,,0,0,0,1,0,0
112,カロング,,0,0,0,1,0,0
113,アーススプライト,,0,0,0,1,0,0
114,アイススプライト,,0,0,0,1,0,0
115,ウィンドスプライト,,0,0,0,1,0,0
116,ファイアスプライト,,0,0,0,1,0,0
117,ライトニングスプライト,,0,0,0,1,0,0
118,ミッヂ・スウォーム,,0,0,0,1,0,0
119,怨念のオクタベル,,0,0,0,1,0,0
120,アノール,,0,0,0,1,0,0
121,レッドベリー・スワームポイント,,0,0,0,1,0,0
122,レッドベリー・スティンガー,,0,0,0,1,0,0
123,トキシック・バットトラップ,,0,0,0,1,0,0
124,トキシック・フライトラップ,,0,0,0,1,0,0
125,パスナット,,0,0,0,1,0,0
126,ジャイアントスラッグ,,0,0,0,1,0,0
127,エノーマススラッグ,,0,0,0,1,0,0
128,トレント・サップリング,,0,0,0,1,0,0
129,ファイアフライ,,0,0,0,1,0,0
130,リンドヴルム,,0,0,0,1,0,0
131,クレーターゴーレム,,0,0,0,1,0,0
132,スモークボム,,0,0,0,1,0,0
133,ジャイアントバット,,0,0,0,1,0,0
134,淀んだアーススプライト,,0,0,0,1,0,0
135,淀んだウィンドスプライト,,0,0,0,1,0,0
136,淀んだウォータースプライト,,0,0,0,1,0,0
137,ワンダリングボーンズ,,0,0,0,1,0,0
138,レッドベリー・ジャック,,0,0,0,1,0,0
139,クァールクロウ・ハンター,,0,0,0,1,0,0
140,クァールクロウ・ポーチャー,,0,0,0,1,0,0
141,パラサイトファンガー,,0,0,0,1,0,0
142,ヤングアンテロープ・スタッグ,,0,0,0,1,0,0
143,イニクヴァーレット,,0,0,0,1,0,0
144,メナヴァーレット,,0,0,0,1,0,0
145,キャリオンビートル,,0,0,0,1,0,0
146,フレッシュフライ・スウォーム,,0,0,0,1,0,0
147,クロフトライト,,0,0,0,1,0,0
148,不気味なランプ,,0,0,0,1,0,0
149,ホードマイト,,0,0,0,1,0,0
150,バスタードマイト,,0,0,0,1,0,0
151,テインテッドラウス,,0,0,0,1,0,0
152,ヴォイドフレイム,,0,0,0,1,0,0
153,プリズンテロック,,0,0,0,1,0,0
154,ムントゥイ・サップリング,,0,0,0,1,0,0
155,マイトトラップ,,0,0,0,1,0,0
156,ガラオーズランタン,,0,0,0,1,0,0
157,セルマイト,,0,0,0,1,0,0
158,プリズンプリン,,0,0,0,1,0,0
159,ウィドスーター,,0,0,0,1,0,0
160,シルフランド・バザード,,0,0,0,1,0,0
161,ピットボア,,0,0,0,1,0,0
162,ミルクルート・サップリング,,0,0,0,1,0,0
163,シルフランド・センチネル,,0,0,0,1,0,0
164,ドリームトード,,0,0,0,1,0,0
165,ミルクルート・クラスター,,0,0,0,1,0,0
166,シルフボンネット,,0,0,0,1,0,0
167,シルフィード・ドリーム,,0,0,0,1,0,0
168,ホバーフライ・スウォーム,,0,0,0,1,0,0
169,クァールクロウ・カッター,,0,0,0,1,0,0
170,ディープヴォイド・ドーマウス,,0,0,0,1,0,0
171,レッサーカロング,,0,0,0,1,0,0
172,レッドベリー・ラーセナー,,0,0,0,1,0,0
173,アノールファミリア－,,0,0,0,1,0,0
174,ウォッチウルフ,,0,0,0,1,0,0
175,ポイズン・フライトラップ,,0,0,0,1,0,0
176,フォージング・ドゥ,,0,0,0,1,0,0
177,リーフブリード・スラッグ,,0,0,0,1,0,0
178,リーフブリード・マイト,,0,0,0,1,0,0
179,シュラウドビー・スウォーム,,0,0,0,1,0,0
180,リーフブリード・ローズレット,,0,0,0,1,0,0
181,キャリオンチゴー,,0,0,0,1,0,0
182,ゾンビー・パイクマン,,0,0,0,1,0,0
183,ノースシュラウド・レミュー,,0,0,0,1,0,0
184,サウスシュラウド・オポオポ,,0,0,0,1,0,0
185,怨毒のジャンレミ,,0,0,0,1,0,0
186,ヘッジナイト,,0,0,0,1,0,0
187,マーシュライト,,0,0,0,1,0,0
188,ネクロファガス・スラッグ,,0,0,0,1,0,0
189,怒れる盗賊,,0,0,0,1,0,0
190,イクサル・スカウト,,0,0,0,1,0,0
191,デュードリンカー・レディバグ,,0,0,0,1,0,0
192,イクサル・ダルタロン,,0,0,0,1,0,0
193,イクサル・ロストウィング,,0,0,0,1,0,0
194,イクサル・スロウビーク,,0,0,0,1,0,0
195,ホグレット,,0,0,0,1,0,0
196,ブラックエフト,,0,0,0,1,0,0
197,ボッグヤーゾン,,0,0,0,1,0,0
198,ナッツブレーカー,,0,0,0,1,0,0
199,スタンブリング・ファンガー,,0,0,0,1,0,0
200,キャリアー・レディバグ,,0,0,0,1,0,0
201,サーフィド・クラウド,,0,0,0,1,0,0
202,グリーディ・ホグレット,,0,0,0,1,0,0
203,レザーヴァイン・コチュー,,0,0,0,1,0,0
204,ラセットヤーゾン,,0,0,0,1,0,0
205,モトルエフト,,0,0,0,1,0,0
206,アノールストーカー,,0,0,0,1,0,0
207,フローティングアイ,,0,0,0,1,0,0
208,イクサル・ライトビーク,,0,0,0,1,0,0
209,イクサル・デフタロン,,0,0,0,1,0,0
210,イクサル・ストレートビーク,,0,0,0,1,0,0
211,グロウフライ,,0,0,0,1,0,0
212,ウルフ,,0,0,0,1,0,0
213,ストラングリング・アイビー,,0,0,0,1,0,0
214,オーバーグロウン・アイビー,,0,0,0,1,0,0
215,オーバーグロウン・オファリング,,0,0,0,1,0,0
216,トキシックトード,,0,0,0,1,0,0
217,ラフィングトード,,0,0,0,1,0,0
218,キキルン・スクランブラー,,0,0,0,1,0,0
219,キキルン・ビーター,,0,0,0,1,0,0
220,フェアリーファンガー,,0,0,0,1,0,0
221,ブルード・ジズ,,0,0,0,1,0,0
222,モルテッド・ジズ,,0,0,0,1,0,0
223,ジズ・ゴーリン,,0,0,0,1,0,0
224,ジズ,,0,0,0,1,0,0
225,ゴブリン・ハンター,,0,0,0,1,0,0
226,リバー・ヤーゾン,,0,0,0,1,0,0
227,ヤーゾン・スカベンジャー,,0,0,0,1,0,0
228,バークエフト,,0,0,0,1,0,0
229,シルヴァン・スクリーム,,0,0,0,1,0,0
230,シルヴァン・サウ,,0,0,0,1,0,0
231,シルヴァン・グローン,,0,0,0,1,0,0
232,ディズィーズ・トレント,,0,0,0,1,0,0
233,オールドグロウス・トレント,,0,0,0,1,0,0
234,スモールマウス・オロボン,,0,0,0,1,0,0
235,ビッグマウス・オロボン,,0,0,0,1,0,0
236,レブナント,,0,0,0,1,0,0
237,モルボル,,0,0,0,1,0,0
238,ストローパー,,0,0,0,1,0,0
239,ラプトル・ポーチャー,,0,0,0,1,0,0
240,ボア・ポーチャー,,0,0,0,1,0,0
241,ウルフ・ポーチャー,,0,0,0,1,0,0
242,アーリマン,,0,0,0,1,0,0
243,アイアントータス,,0,0,0,1,0,0
244,ジャイアントトータス,,0,0,0,1,0,0
245,アマルジャ・ランサー,,0,0,0,1,0,0
246,アマルジャ・インペイラー,,0,0,0,1,0,0
247,アマルジャ・ジャベリナー,,0,0,0,1,0,0
248,アマルジャ・ハープナー,,0,0,0,1,0,0
249,アマルジャ・アーチャー,,0,0,0,1,0,0
250,アマルジャ・ハンター,,0,0,0,1,0,0
251,アマルジャ・レンジャー,,0,0,0,1,0,0
252,アマルジャ・スナイパー,,0,0,0,1,0,0
253,アマルジャ・ピュージャリスト,,0,0,0,1,0,0
254,アマルジャ・ストライカー,,0,0,0,1,0,0
255,石英のナザグ・ガー,,0,0,0,1,0,0
256,アマルジャ・ブルーザー,,0,0,0,1,0,0
257,金剛のネゼド・ガー,,0,0,0,1,0,0
258,アマルジャ・サーマタージ,,0,0,0,1,0,0
259,アマルジャ・シーア,,0,0,0,1,0,0
260,アマルジャ・ディヴィネーター,,0,0,0,1,0,0
261,アラガンワーク・スパイダー,,0,0,0,1,0,0
262,マーモット,,0,0,0,1,0,0
263,ドレッドウルフ,,0,0,0,1,0,0
264,ドレイク,,0,0,0,1,0,0
265,サンドトード,,0,0,0,1,0,0
266,キキルン・シェルスウィーパー,,0,0,0,1,0,0
267,アラガン・ナーガ,,0,0,0,1,0,0
268,キキルン・ロウランナー,,0,0,0,1,0,0
269,魔導ヴァンガード,,0,0,0,1,0,0
270,グレネード,,0,0,0,1,0,0
271,ゴールデンフリース,,0,0,0,1,0,0
272,ファーブル,,0,0,0,1,0,0
273,ミオトラグス・ビリー,,0,0,0,1,0,0
274,ミオトラグス・ナニー,,0,0,0,1,0,0
275,クォーツドブラン,,0,0,0,1,0,0
276,ラスティコブラン,,0,0,0,1,0,0
277,カッパーコブラン,,0,0,0,1,0,0
278,レッドコブラン,,0,0,0,1,0,0
279,サンバット,,0,0,0,1,0,0
280,サンドストーン・ゴーレム,,0,0,0,1,0,0
281,アクスビーク,,0,0,0,1,0,0
282,ハンマービーク,,0,0,0,1,0,0
283,ゴブリン・マガー,,0,0,0,1,0,0
284,ヤーゾン・フィーダー,,0,0,0,1,0,0
285,ラセット・ヤーゾン,,0,0,0,1,0,0
286,サボテンダー,,0,0,0,1,0,0
287,カクター,,0,0,0,1,0,0
288,コチニールカクター,,0,0,0,1,0,0
289,エフト,,0,0,0,1,0,0
290,サンドウォーム,,0,0,0,1,0,0
291,ウロボロス,,0,0,0,1,0,0
292,アントリング・ソルジャー,,0,0,0,1,0,0
293,アントリング・セントリー,,0,0,0,1,0,0
294,アントリング・ワーカー,,0,0,0,1,0,0
295,シモルグ,,0,0,0,1,0,0
296,バンブルビートル,,0,0,0,1,0,0
297,魔導コロッサス,,0,0,0,1,0,0
298,サンミッヂ・スウォーム,,0,0,0,1,0,0
299,ネストリング・バザード,,0,0,0,1,0,0
300,コーヴ・バザード,,0,0,0,1,0,0
301,キャズム・バザード,,0,0,0,1,0,0
302,モングレル,,0,0,0,1,0,0
303,サンドスキン・ペイスト,,0,0,0,1,0,0
304,バジリスク,,0,0,0,1,0,0
305,ペイスト,,0,0,0,1,0,0
306,ツコツコ,,0,0,0,1,0,0
307,アングラー,,0,0,0,1,0,0
308,オロボン,,0,0,0,1,0,0
309,ブローテッド・ボギー,,0,0,0,1,0,0
310,ムーン・ストーンハウラー,,0,0,0,1,0,0
311,アマジナ・ストーンハウラー,,0,0,0,1,0,0
312,ムーン・ブラストマスター,,0,0,0,1,0,0
313,アマジナ・ブラストマスター,,0,0,0,1,0,0
314,ムーン・パイルドライバー,,0,0,0,1,0,0
315,アマジナ・パイルドライバー,,0,0,0,1,0,0
316,ボム,,0,0,0,1,0,0
317,スプリガン・グレイブラバー,,0,0,0,1,0,0
318,スナッピング・シュルー,,0,0,0,1,0,0
319,ロッティング・コープス,,0,0,0,1,0,0
320,フォールン・ソルジャー,,0,0,0,1,0,0
321,フォールン・パイクマン,,0,0,0,1,0,0
322,ロッティング・ノーブル,,0,0,0,1,0,0
323,フォールン・メイジ,,0,0,0,1,0,0
324,フォールン・ウィザード,,0,0,0,1,0,0
325,デスストローク・アサシン,,0,0,0,1,0,0
326,キヴロン家の侍衛,,0,0,0,1,0,0
327,ベノムタン・アサシン,,0,0,0,1,0,0
328,サー・キヴロン男爵III世,,0,0,0,1,0,0
329,ストレートショット・アサシン,,0,0,0,1,0,0
330,キヴロン家の使用人,,0,0,0,1,0,0
331,骸旅団の格闘兵,,0,0,0,1,0,0
332,骸旅団の魔術兵,,0,0,0,1,0,0
333,骸旅団のパイク兵,,0,0,0,1,0,0
334,高潔孤児団の密売人,,0,0,0,1,0,0
335,高潔孤児団の頭領,,0,0,0,1,0,0
336,高潔孤児団の番頭,,0,0,0,1,0,0
337,テンパード・グラディエーター,,0,0,0,1,0,0
338,テンパード・チャンピオン,,0,0,0,1,0,0
339,テンパード・オラター,,0,0,0,1,0,0
340,アーケロン,,0,0,0,1,0,0
341,アプカル,,0,0,0,1,0,0
342,海蛇の尾,,0,0,0,1,0,0
343,刻印のエルムスイス,,0,0,0,1,0,0
344,海蛇の爪,,0,0,0,1,0,0
345,海蛇の赤き爪,,0,0,0,1,0,0
346,海蛇の鱗,,0,0,0,1,0,0
347,海蛇の赤き鱗,,0,0,0,1,0,0
348,海蛇の目,,0,0,0,1,0,0
349,リバートード,,0,0,0,1,0,0
350,キキルン・ビーチコンバー,,0,0,0,1,0,0
351,キキルン・ガルロースター,,0,0,0,1,0,0
352,ジャングルクァール,,0,0,0,1,0,0
353,グゥーブー,,0,0,0,1,0,0
354,モスレスグゥーブー,,0,0,0,1,0,0
355,ミルデューグゥーブー,,0,0,0,1,0,0
356,モッシーグゥーブー,,0,0,0,1,0,0
357,オーロックス,,0,0,0,1,0,0
358,ウーンデッド・オーロックス,,0,0,0,1,0,0
359,グレートバッファロー,,0,0,0,1,0,0
360,シーワスプ,,0,0,0,1,0,0
361,ブラッドショア・ベル,,0,0,0,1,0,0
362,ドリフティング・オーレリア,,0,0,0,1,0,0
363,ダスクバット,,0,0,0,1,0,0
364,ケーブバット,,0,0,0,1,0,0
365,バサルトゴーレム,,0,0,0,1,0,0
366,ジャイアントペリカン,,0,0,0,1,0,0
367,ゴブリン・フィッシャー,,0,0,0,1,0,0
368,コボルド・ダストマン,,0,0,0,1,0,0
369,コボルド・ピットマン,,0,0,0,1,0,0
370,コボルド・ピックマン,,0,0,0,1,0,0
371,コボルド・プリースト,,0,0,0,1,0,0
372,コボルド・サプリカント,,0,0,0,1,0,0
373,コボルド・ミッションアリー,,0,0,0,1,0,0
374,コボルド・ディーコン,,0,0,0,1,0,0
375,コボルド・ビーズマン,,0,0,0,1,0,0
376,コボルド・サイズマン,,0,0,0,1,0,0
377,コボルド・ラウンズマン,,0,0,0,1,0,0
378,コボルド・ポットマン,,0,0,0,1,0,0
379,コボルド・パトロールマン,,0,0,0,1,0,0
380,コボルド・フットマン,,0,0,0,1,0,0
381,フォレスト・ヤーゾン,,0,0,0,1,0,0
382,ウォータースキッパー,,0,0,0,1,0,0
383,ヤーゾン・ブリーダー,,0,0,0,1,0,0
384,シェルフクロウ・サハギン,,0,0,0,1,0,0
385,トレンチクロウ・サハギン,,0,0,0,1,0,0
386,シェルフスケール・サハギン,,0,0,0,1,0,0
387,サハギン北部隊長,,0,0,0,1,0,0
388,トレンチファング・サハギン,,0,0,0,1,0,0
389,シェルフスパイン・サハギン,,0,0,0,1,0,0
390,サハギン南部隊長,,0,0,0,1,0,0
391,サラマンダー,,0,0,0,1,0,0
392,シープ,,0,0,0,1,0,0
393,ドードー,,0,0,0,1,0,0
394,ファットドードー,,0,0,0,1,0,0
395,ビー・クラウド,,0,0,0,1,0,0
396,ダンミッヂ・スウォーム,,0,0,0,1,0,0
397,コンドル,,0,0,0,1,0,0
398,ハイランド・コンドル,,0,0,0,1,0,0
399,ジャッカル,,0,0,0,1,0,0
400,ローズリング,,0,0,0,1,0,0
401,プーク・ハッチリング,,0,0,0,1,0,0
402,プーク,,0,0,0,1,0,0
403,ヘッジモール,,0,0,0,1,0,0
404,ボギー,,0,0,0,1,0,0
405,タイニー・マンドラゴラ,,0,0,0,1,0,0
406,レイン・マンドラゴラ,,0,0,0,1,0,0
407,リングテイル,,0,0,0,1,0,0
408,ガラゴ,,0,0,0,1,0,0
409,モラビーモール,,0,0,0,1,0,0
410,シュアモール,,0,0,0,1,0,0
411,グラスラプトル,,0,0,0,1,0,0
412,ヴェロキラプトル,,0,0,0,1,0,0
413,マムージャ・エクスキューショナー,,0,0,0,1,0,0
414,マムージャ・ブリーダー,,0,0,0,1,0,0
415,マムージャ・ソフィスト,,0,0,0,1,0,0
416,マムージャ・インフィルトレーター,,0,0,0,1,0,0
417,ラット,,0,0,0,1,0,0
418,グラウンデッド・レイダー,,0,0,0,1,0,0
419,キャプテン・ピーター,,0,0,0,1,0,0
420,ロータノ・バッカニア,,0,0,0,1,0,0
421,グラウンデッド・パイレーツ,,0,0,0,1,0,0
422,レディ・アマンディヌ,,0,0,0,1,0,0
423,夫人付きクラヴィジャー,,0,0,0,1,0,0
424,夫人付きメイド,,0,0,0,1,0,0
425,夫人のキャンドル,,0,0,0,1,0,0
426,御用邸の道化師,,0,0,0,1,0,0
427,御用邸の執事長,,0,0,0,1,0,0
428,御用邸の守衛,,0,0,0,1,0,0
429,御用邸の料理長,,0,0,0,1,0,0
430,アティックバット,,0,0,0,1,0,0
431,アタックハウンド,,0,0,0,1,0,0
432,カーペット・ステイン,,0,0,0,1,0,0
433,ディヴァン・モルド,,0,0,0,1,0,0
434,御用邸の使用人,,0,0,0,1,0,0
435,コラプスフライ,,0,0,0,1,0,0
436,イクサル・ウィンドタロン,,0,0,0,1,0,0
437,コチュー繭,,0,0,0,1,0,0
438,プリズナーズ・デライト,,0,0,0,1,0,0
439,粘糸の壁,,0,0,0,1,0,0
440,グラフィアスの毒尾,,0,0,0,1,0,0
441,ワーデンズ・ウィップ,,0,0,0,1,0,0
442,クァール・オ・ナインテイル,,0,0,0,1,0,0
443,クームズマイト,,0,0,0,1,0,0
444,グラフィアス,,0,0,0,1,0,0
445,スタグナントスプライト,,0,0,0,1,0,0
446,アシパトラ,,0,0,0,1,0,0
447,マタガイガイ,,0,0,0,1,0,0
448,ル・カルコル,,0,0,0,1,0,0
449,ジャッカネイプス,,0,0,0,1,0,0
450,酔客のスペンサー,,0,0,0,1,0,0
451,双尾のヤビ・カータポ,,0,0,0,1,0,0
452,クルピラ,,0,0,0,1,0,0
453,鬼哭隊の衛士,,0,0,0,1,0,0
454,荒々しい冒険者,,0,0,0,1,0,0
455,ヴォイド・ソウルカウンター,,0,0,0,1,0,0
456,絶対王の侍従,,0,0,0,1,0,0
457,不格好な盗賊,,0,0,0,1,0,0
458,フォージング・ドゥ,,0,0,0,1,0,0
459,ヴァイルナット,,0,0,0,1,0,0
460,フォージング・スタッグ,,0,0,0,1,0,0
461,ベーンマイト,,0,0,0,1,0,0
462,サナップスケイル,,0,0,0,1,0,0
463,スリザートワイン,,0,0,0,1,0,0
464,ゴブリン・アウトロー,,0,0,0,1,0,0
465,仏頂面のスティックフリックス,,0,0,0,1,0,0
466,ドメスティック・ベーンマイト,,0,0,0,1,0,0
467,ファハン,,0,0,0,1,0,0
468,パックジズ,,0,0,0,1,0,0
469,ミルクルート・マンドラゴラ,,0,0,0,1,0,0
470,夢幻のブラキシオ,,0,0,0,1,0,0
471,賞金首：アングリー・サウ,,0,0,0,1,0,0
472,賞金首：ロッティング・センチネル,,0,0,0,1,0,0
473,賞金首：ミスチフメーカー,,0,0,0,1,0,0
474,賞金首：セブンイヤー・ナット,,0,0,0,1,0,0
475,賞金首：アルファスタッグ,,0,0,0,1,0,0
476,賞金首：ワンテッド・ゴブリン,,0,0,0,1,0,0
477,賞金首：ラッシュモルボル,,0,0,0,1,0,0
478,クパン・カプ,,0,0,0,1,0,0
479,正直者のガットリクス,,0,0,0,1,0,0
480,フィギープリン,,0,0,0,1,0,0
481,グレートウィング・ケッド,,0,0,0,1,0,0
482,ナッツクラッカー,,0,0,0,1,0,0
483,ロードレス・カットパース,,0,0,0,1,0,0
484,レッドキャップ,,0,0,0,1,0,0
485,バークウィーヴィル,,0,0,0,1,0,0
486,スティンギング・サーフィド,,0,0,0,1,0,0
487,サックリング・ホグレット,,0,0,0,1,0,0
488,ロードレス・フットパッド,,0,0,0,1,0,0
489,ヤーゾン・インベーダー,,0,0,0,1,0,0
490,ミッヂ・クラウド,,0,0,0,1,0,0
491,ワンダリング・ウィスプ,,0,0,0,1,0,0
492,トリックスター,,0,0,0,1,0,0
493,ゾンビー・ウェイラー,,0,0,0,1,0,0
494,ワイト・ウェイラー,,0,0,0,1,0,0
495,リーフブリード・ダイアマイト,,0,0,0,1,0,0
496,リーフブリード・ベーンマイト,,0,0,0,1,0,0
497,リーフブリード・オチュー,,0,0,0,1,0,0
498,食道楽のゼゼルン,,0,0,0,1,0,0
499,ロンジング・レミュー,,0,0,0,1,0,0
500,トランストード,,0,0,0,1,0,0
501,ディスピッカブル・デビレット,,0,0,0,1,0,0
502,グリーディ・ホッグ,,0,0,0,1,0,0
503,プランプ・オロボン,,0,0,0,1,0,0
504,ロームボギー,,0,0,0,1,0,0
505,リーフブリード・モルボル,,0,0,0,1,0,0
506,スポーニング・アダマンタス,,0,0,0,1,0,0
507,孤児シルフ,,0,0,0,1,0,0
508,アンガード・エルム,,0,0,0,1,0,0
509,シックファー・ドゥ,,0,0,0,1,0,0
510,高速魔導駆逐艇,,0,0,0,1,0,0
511,バリケード,,0,0,0,1,0,0
512,アルシュ,,0,0,0,1,0,0
513,プリンス・オブ・ペスト,,0,0,0,1,0,0
514,シロッコ,,0,0,0,1,0,0
515,密猟王クァールクロウ,,0,0,0,1,0,0
516,ジュバ,,0,0,0,1,0,0
517,激高のミロードン,,0,0,0,1,0,0
518,双蛇党の新兵,,0,0,0,1,0,0
519,収穫に来た園芸師,,0,0,0,1,0,0
520,途方に暮れた商人,,0,0,0,1,0,0
521,鬼哭隊の補給物資,,0,0,0,1,0,0
522,ムントゥイ豆入りの麻袋,,0,0,0,1,0,0
523,レッドベリー砦の門扉,,0,0,0,1,0,0
524,怒れる養蜂家,,0,0,0,1,0,0
525,悩める養蜂家,,0,0,0,1,0,0
526,鬼哭隊の隊士,,0,0,0,1,0,0
527,黒衣森の猟師,,0,0,0,1,0,0
528,ノースシュラウド・オポオポ,,0,0,0,1,0,0
529,困り果てた常連客,,0,0,0,1,0,0
530,情報通の冒険者,,0,0,0,1,0,0
531,仮宿のシルフ,,0,0,0,1,0,0
532,クァールクロウの情婦,,0,0,0,1,0,0
533,うさんくさい山師,,0,0,0,1,0,0
534,フライテンド・スタッグ,,0,0,0,1,0,0
535,ジャッカネイプスの手下,,0,0,0,1,0,0
536,シルフピロー,,0,0,0,1,0,0
537,首,,0,0,0,1,0,0
538,テンパード・シルフ,,0,0,0,1,0,0
539,ルナゴーレム,,0,0,0,1,0,0
540,レッドベリー・コンスピレーター,,0,0,0,1,0,0
541,木人,,0,0,0,1,0,0
542,チャージング・ホッグ,,0,0,0,1,0,0
543,エンチャンテッド・ファンガー,,0,0,0,1,0,0
544,ロングクロウ・ガラゴ,,0,0,0,1,0,0
545,ハニーリッパー・インプ,,0,0,0,1,0,0
546,IIIコホルス・ベスティアリウス,,0,0,0,1,0,0
547,レッドベリー・ゲートウォッチ,,0,0,0,1,0,0
548,憤怒のコットス,,0,0,0,1,0,0
549,レッドベリー・ナヴィー,,0,0,0,1,0,0
