#,Masculine,Feminine,IsPrefix,Order
52,Peacemaker,Peacemaker,True,353
53,the Last Resort,the Last Resort,False,354
54,Sword of La Noscea,Sword of La Noscea,True,355
55,Sword of the Shroud,Sword of the Shroud,True,356
56,Sword of Thanalan,Sword of Thanalan,True,357
57,Sword of Eorzea,Sword of Eorzea,True,358
58,Shield of La Noscea,Shield of La Noscea,True,359
59,Shield of the Shroud,Shield of the Shroud,True,360
60,Shield of Thanalan,Shield of Thanalan,True,361
61,Shield of Eorzea,Shield of Eorzea,True,362
62,Brother of the Broken Blade,Sister of the Broken Blade,True,363
63,Shield of the Warden,Shield of the Warden,True,364
64,Eye of the Hand,Eye of the Hand,True,365
65,Hammer of Justice,Hammer of Justice,True,366
66,the Tristar,the Tristar,False,400
67,Inquisitor,Inquisitor,True,450
68,Divine Crusher,Divine Crusher,True,451
69,Stonesplitter,Stonesplitter,True,452
70,A Kobold's Worst Nightmare,A Kobold's Worst Nightmare,False,453
71,An Ixal's Worst Nightmare,An Ixal's Worst Nightmare,False,454
72,An Amalj'aa's Worst Nightmare,An Amalj'aa's Worst Nightmare,False,455
73,the Guardian of Aleport,the Guardian of Aleport,False,456
74,the Guardian of Hyrstmill,the Guardian of Hyrstmill,False,457
75,the Guardian of the Golden Bazaar,the Guardian of the Golden Bazaar,False,458
76,the Wind of Aleport,the Wind of Aleport,False,459
77,the Wind of Hyrstmill,the Wind of Hyrstmill,False,460
78,the Wind of the Golden Bazaar,the Wind of the Golden Bazaar,False,461
79,the Hand of Aleport,the Hand of Aleport,False,462
80,the Hand of Hyrstmill,the Hand of Hyrstmill,False,463
81,the Hand of the Golden Bazaar,the Hand of the Golden Bazaar,False,464
82,Wild Thing,Wild Thing,True,500
83,the Winter Dragon,the Winter Dragon,False,501
84,Messenger of Love,Messenger of Love,True,502
85,Royal Seneschal,Princess for a Day,True,503
86,Egg Hunter,Egg Hunter,True,504
87,ABU Honorary Member,ABU Honorary Member,True,505
88,Crystal Bearer,Crystal Bearer,True,506
89,Lominsan Hero,Lominsan Hero,True,550
90,Gridanian Hero,Gridanian Hero,True,551
91,Ul'dahn Hero,Ul'dahn Hero,True,552
92,Lominsan Veteran,Lominsan Veteran,True,553
93,Gridanian Veteran,Gridanian Veteran,True,554
94,Ul'dahn Veteran,Ul'dahn Veteran,True,555
95,Lominsan Carrier,Lominsan Carrier,True,556
96,Gridanian Carrier,Gridanian Carrier,True,557
97,Ul'dahn Carrier,Ul'dahn Carrier,True,558
98,Lominsan Builder,Lominsan Builder,True,559
99,Gridanian Builder,Gridanian Builder,True,560
100,Ul'dahn Builder,Ul'dahn Builder,True,561
101,the Featherfoot,the Featherfoot,False,600
102,Caravan Driver,Caravan Driver,True,601
103,Speedster,Speedster,False,602
104,Chocobo Cavalier,Chocobo Cavalier,True,603
105,Oschon's Saint,Oschon's Saint,True,604
106,the Oeilvert,the Oeilvert,False,605
107,Strategist,Strategist,False,606
108,the Reaper,the Reaper,False,607
109,Dungeon Explorer,Dungeon Explorer,True,608
110,the Fates,the Fates,False,609
111,ABU Mercenary,ABU Mercenary,True,610
112,Lominsan Puppy,Lominsan Puppy,True,650
113,Lominsan Howler,Lominsan Howler,True,651
114,Lominsan Growler,Lominsan Growler,True,652
115,Lominsan Hound,Lominsan Hound,True,653
116,Lominsan Stalker,Lominsan Stalker,True,654
117,Lominsan Chaser,Lominsan Chaser,True,655
118,Naago's Friend,Naago's Friend,True,1448
119,Naago's Partner,Naago's Partner,True,1449
120,Wings of Steel,Wings of Steel,True,1450
121,Wings of Fire,Wings of Fire,True,1451
122,Gridanian Puppy,Gridanian Puppy,True,660
123,Gridanian Howler,Gridanian Howler,True,661
124,Gridanian Growler,Gridanian Growler,True,662
125,Gridanian Hound,Gridanian Hound,True,663
126,Gridanian Stalker,Gridanian Stalker,True,664
127,Gridanian Chaser,Gridanian Chaser,True,665
128,Deep Canal Raider,Deep Canal Raider,True,1452
129,Deep Canal Dweller,Deep Canal Dweller,True,1453
130,Lucky Lord,Lucky Lady,True,1454
131,Crimson Explorer,Crimson Explorer,True,1455
132,Ul'dahn Puppy,Ul'dahn Puppy,True,670
133,Ul'dahn Howler,Ul'dahn Howler,True,671
134,Ul'dahn Growler,Ul'dahn Growler,True,672
135,Ul'dahn Hound,Ul'dahn Hound,True,673
136,Ul'dahn Stalker,Ul'dahn Stalker,True,674
137,Ul'dahn Chaser,Ul'dahn Chaser,True,675
138,the Legend,the Legend,False,1456
139,Raubahn's Left Arm,Raubahn's Left Arm,True,1457
140,the Blue,the Blue,False,1458
141,Fashion Leader,Fashion Leader,True,1459
142,Ravenous Wolf,Ravenous Wolf,True,700
143,Alpha Wolf,Alpha Wolf,True,701
144,Heart of the Party,Heart of the Party,True,750
145,Ashen Warrior,Ashen Warrior,True,751
146,Sylph-Friend,Sylph-Friend,True,752
147,Treasure Hunter,Treasure Hunter,True,753
148,789th Order Champion,789th Order Champion,True,754
149,Novv Clutchmate,Novv Clutchmate,True,755
150,the Ambitious Angler,the Ambitious Angler,False,756
151,White Knight,White Knight,True,757
152,Bloody Warrior,Bloody Warrior,True,758
153,of the Stalwart Shield,of the Stalwart Shield,False,759
154,of the Stalwart Axe,of the Stalwart Axe,False,760
155,Frontline Forerunner,Frontline Forerunner,True,761
156,Lominsan Forerunner,Lominsan Forerunner,True,762
157,Ul'dahn Forerunner,Ul'dahn Forerunner,True,764
158,Gridanian Forerunner,Gridanian Forerunner,True,763
159,Drone Sniper,Drone Sniper,True,765
160,Heliodrome Hero,Heliodrome Hero,True,766
161,Mob Hunter,Mob Hunter,True,800
162,Mob Seeker,Mob Seeker,True,801
163,Mob Tracker,Mob Tracker,True,802
164,Bounty Hunter,Bounty Hunter,True,803
165,Soldier of Fortune,Soldier of Fortune,True,804
166,Captain of the Hunt,Captain of the Hunt,True,805
167,Rafflesia Reaper,Rafflesia Reaper,True,850
168,Melusine Mauler,Melusine Mauler,True,851
169,the Avatar,the Avatar,False,852
170,the Conqueror,the Conqueror,False,853
171,the Disassembler,the Disassembler,False,900
172,Eversharp,Eversharp,True,1460
173,Coffer Bearer,Coffer Bearer,True,902
174,Defender of Eorzea,Defender of Eorzea,True,950
175,the Postman,the Postwoman,False,951
176,Ehcatl Blackguard,Ehcatl Blackguard,True,952
177,the Negotiator,the Negotiator,False,953
178,the Final Witness,the Final Witness,False,954
179,of Dragons Deep,of Dragons Deep,False,955
180,Taikoubou,Taikoubou,True,956
181,the New Sun,the New Sun,False,1461
182,the Shadow,the Shadow,False,958
183,Icebreaker,Icebreaker,True,959
184,Cloud Controller,Cloud Controller,True,960
185,Gentleman,Gentlewoman,True,961
186,Observer of Love,Observer of Love,True,962
187,Kirin Tamer,Kirin Tamer,True,963
188,the Unsevered,the Unsevered,False,964
189,the Dominator,the Dominator,False,965
190,the Hand of Mercy,the Hand of Mercy,False,966
191,the Light in Hand,the Light in Hand,False,967
192,the Light of the Land,the Light of the Land,False,968
193,the Zeta,the Zeta,False,969
194,Doll Master,Doll Master,True,970
195,Gambler,Gambler,True,1000
196,High Roller,High Roller,True,1001
197,Chocobo Breeder,Chocobo Breeder,True,1002
198,Chocobo Trainer,Chocobo Trainer,True,1003
199,Apprentice Jockey,Apprentice Jockey,True,1004
200,Senior Jockey,Senior Jockey,True,1005
201,Veteran Jockey,Veteran Jockey,True,1006
202,Leading Jockey,Leading Jockey,True,1007
203,Deck Holder,Deck Holder,True,1008
204,Deck Hoarder,Deck Hoarder,True,1009
205,the Trinity,the Trinity,False,1010
206,Duelist,Duelist,True,1011
207,Gatekeeper,Gatekeeper,True,1012
208,the Fungah,the Fungah,False,1013
209,Coin Collector,Coin Collector,True,1014
210,Millionaire,Millionairess,True,1015
211,Bearer of the Torch,Bearer of the Torch,True,1050
212,Postmaster,Postmaster,True,1051
213,Giant Egg Hunter,Giant Egg Hunter,True,1052
214,Unbeliever,Unbeliever,True,1053
215,the Redeemed,the Redeemed,False,1054
216,Nidhogg Slayer,Nidhogg Slayer,True,1055
217,of the Silver Fuller,of the Silver Fuller,False,1056
218,Imperial Nuisance,Imperial Nuisance,True,1057
219,Under-archon,Under-archon,True,1058
220,Ascalon Breaker,Ascalon Breaker,True,1059
221,Snake in the Grass,Snake in the Grass,True,1462
222,the Oathkeeper,the Oathkeeper,False,1100
223,of the 14th Chakra,of the 14th Chakra,False,1101
224,the Mythril Heart,the Mythril Heart,False,1102
225,the Azure Dragoon,the Azure Dragoon,False,1103
226,Skysinger,Skysinger,True,1104
227,Pure White,Pure White,True,1105
228,Annihilator,Annihilator,True,1106
229,Dreadspawn,Dreadspawn,True,1107
230,Nymian Marine,Nymian Marine,True,1108
231,the Darkest Shadow,the Darkest Shadow,False,1109
232,Blackblood,Blackblood,True,1110
233,Liberator,Liberator,True,1111
234,Stargazer,Stargazer,True,1112
235,Blue hands Quencher,Blue hands Quencher,True,1150
236,Finder of False Gods,Finder of False Gods,True,1151
237,Lighter than Air,Lighter than Air,True,1152
238,,,False,0
239,Grandmaster of War,Grandmaster of War,True,1200
240,Grandmaster of Magic,Grandmaster of Magic,True,1201
241,Dark Knight,Dark Knight,True,1202
242,of the Stalwart Sword,of the Stalwart Sword,False,1203
243,Keeper of Knowledge,Keeper of Knowledge,True,1204
244,Canal Dweller,Canal Dweller,True,1445
245,Canal Lord,Canal Lord,True,1446
246,the Necromancer,the Necromancer,False,1447
247,,,False,0
248,Grandmaster of the Hand,Grandmaster of the Hand,True,1209
249,Grandmaster of the Land,Grandmaster of the Land,True,1210
250,Molder of Masterpieces,Molder of Masterpieces,True,1211
251,Amasser of Masterpieces,Amasser of Masterpieces,True,1212
252,Business Associate,Business Associate,True,1213
253,Master Woodworker,Master Woodworker,True,1214
254,Master Blacksmith,Master Blacksmith,True,1215
255,Master Armourer,Master Armorer,True,1216
256,Master Goldsmith,Master Goldsmith,True,1217
257,Master Tanner,Master Tanner,True,1218
258,Master Weaver,Master Weaver,True,1219
259,Master Alchemist,Master Alchemist,True,1220
260,Master Culinarian,Master Culinarian,True,1221
261,Master Miner,Master Miner,True,1222
262,Master Harvester,Master Harvester,True,1223
263,Master Fisher,Master Fisher,True,1224
264,the Fortunate,the Fortunate,False,1225
265,Good Samaritan,Good Samaritan,True,1226
266,Minion Collector,Minion Collector,True,1227
267,Minion Master,Minion Master,True,1228
268,Mammeteer,Mammeteer,True,1229
269,Prince of Verminion,Princess of Verminion,True,1230
270,Lord of Verminion,Lady of Verminion,True,1231
271,House Fortemps Knight,House Fortemps Knight,True,1232
272,Sky Pirate,Sky Pirate,True,1233
273,the Noumenon,the Noumenon,False,1234
274,Sundrop Dancer,Sundrop Dancer,True,1235
275,Myth Breaker,Myth Breaker,True,1236
276,Veteran Explorer,Veteran Explorer,True,1237
277,Special Adviser,Special Adviser,True,1238
278,Notorious Monster Slayer,Notorious Monster Slayer,True,1239
279,Hungry Wolf,Hungry Wolf,True,1240
280,the Devourer,the Devourer,False,1241
281,the Unmoving,the Unmoving,False,1242
282,the Unrelenting,the Unrelenting,False,1243
283,the Unseen,the Unseen,False,1244
284,the Unleashed,the Unleashed,False,1245
285,the Undamaged,the Undamaged,False,1246
286,Mentor,Mentor,True,1247
287,Mentor of Mentors,Mentor of Mentors,True,1248
288,Carrier of the Kettle,Carrier of the Kettle,True,1249
289,the Gears of Change,the Gears of Change,False,1250
290,Allthoughts,Allthoughts,False,1251
291,the Newmind,the Newmind,False,1252
292,Revenge of the Horde,Revenge of the Horde,True,1253
293,Aquapolis Raider,Aquapolis Raider,True,1254
294,Aquapolis Dweller,Aquapolis Dweller,True,1255
295,Treasure Collector,Treasure Collector,True,1256
296,Mog Friend,Mog Friend,True,1257
297,the Feast Champion,the Feast Champion,False,1258
298,the Feast Slayer,the Feast Slayer,False,1259
299,the Feast Ranker,the Feast Ranker,False,1260
300,Bronze Wolf,Bronze Wolf,True,1261
301,Silver Wolf,Silver Wolf,True,1262
302,Gold Wolf,Gold Wolf,True,1263
303,Platinum Wolf,Platinum Wolf,True,1264
304,Diamond Wolf,Diamond Wolf,True,1265
305,of the Feast Champion,of the Feast Champion,False,1266
306,of the Feast Slayer,of the Feast Slayer,False,1267
307,of the Feast Ranker,of the Feast Ranker,False,1268
308,of the Bronze Wolf,of the Bronze Wolf,False,1269
309,of the Silver Wolf,of the Silver Wolf,False,1270
310,of the Gold Wolf,of the Gold Wolf,False,1271
311,of the Platinum Wolf,of the Platinum Wolf,False,1272
312,of the Diamond Wolf,of the Diamond Wolf,False,1273
313,the Knight of Glory,the Knight of Glory,False,1300
314,the Chief Mourner,the Chief Mourner,False,1310
315,Wings of Time,Wings of Time,True,1311
316,Soul Surrender,Soul Surrender,True,1312
317,Khloe's Friend,Khloe's Friend,True,1313
318,Khloe's Best Friend,Khloe's Best Friend,True,1314
319,the Hero of Gelmorra,the Hero of Gelmorra,False,1315
320,the Lightbringer,the Lightbringer,False,1316
321,Lonely Explorer,Lonely Explorer,True,1317
322,Lucky Person,Lucky Person,True,1318
323,Sixth Sense,Sixth Sense,True,1319
324,Corpse Dancer,Corpse Dancer,True,1320
325,Master of GARO,Master of GARO,True,1350
326,GARO,GARO,True,1351
327,Makai Monk,Makai Monk,True,1352
328,BARAGO,BARAGO,True,1353
329,DAN,DAN,True,1354
330,Makai Bard,Makai Bard,True,1355
331,Makai Black Mage,Makai Black Mage,True,1356
332,Makai White Mage,Makai White Mage,True,1357
333,ZERO,ZERO,True,1358
334,Makai Summoner,Makai Summoner,True,1359
335,Makai Scholar,Makai Scholar,True,1360
336,KIBA,KIBA,True,1361
337,Makai Machinist,Makai Machinist,True,1362
338,Makai Astrologian,Makai Astrologian,True,1363
339,Moonlift Dancer,Moonlift Dancer,True,1400
340,the Finest Pupil,the Finest Pupil,False,1401
341,the Far Edge of Fate,the Far Edge of Fate,False,1402
342,Consulting Associate,Consulting Associate,True,1403
343,Gigi's Best Friend,Gigi's Best Friend,True,1404
344,Phoenix Tamer,Phoenix Tamer,True,1405
345,Hard Puncher,Hard Puncher,True,1406
346,Rhalgr's Saint,Rhalgr's Saint,True,1407
347,Tablesetter,Tablesetter,True,1408
348,Halone's Saint,Halone's Saint,True,1409
349,Zhloe's Friend,Zhloe's Friend,True,1410
350,Zhloe's Best Friend,Zhloe's Best Friend,True,1411
351,Survivor of the Song,Survivor of the Song,True,1412
352,Ijin Traveler,Ijin Traveler,True,1413
353,Confederate,Confederate,True,1414
354,Adversary,Adversary,True,1415
355,Steppe Warrior,Steppe Warrior,True,1416
356,the Returned,the Returned,False,1417
357,Lyse's Right Fist,Lyse's Right Fist,True,1418
358,the Liberator,the Liberator,False,1419
359,Deltascape Deleter,Deltascape Deleter,True,1420
360,Ul Cup Champion,Ul Cup Champion,True,1421
361,the Fistful,the Fistful,False,1422
362,Loved by the Axe,Loved by the Axe,True,1423
363,the Blood Dragoon,the Blood Dragoon,False,1424
364,of the True Autumn,of the True Autumn,False,1425
365,Padjali Protector,Padjali Protector,True,1426
366,Gembreaker,Gembreaker,True,1427
367,the First Caller,the First Caller,False,1428
368,Keeper of the Lilacs,Keeper of the Lilacs,True,1429
369,Eorzean Ninja,Eorzean Ninja,True,1430
370,of the Swirling Abyss,of the Swirling Abyss,False,1431
371,the Musketeer,the Musketeer,False,1432
372,of the Eastern Skies,of the Eastern Skies,False,1433
373,the Red,the Red,False,1434
374,the Muso,the Muso,False,1435
375,God of War,God of War,True,1436
376,God of Magic,God of Magic,True,1437
377,God of the Hand,God of the Hand,True,1438
378,God of the Land,God of the Land,True,1439
379,of the Longest Hunt,of the Longest Hunt,False,1440
380,of the Endless Hunt,of the Endless Hunt,False,1441
381,Thrillseeker,Thrillseeker,True,1442
382,Ultimate Thrillseeker,Ultimate Thrillseeker,True,1443
383,Canal Raider,Canal Raider,True,1444
384,Hiruko Hunter,Hiruko Hunter,True,1472
385,Heavenly Gate Crasher,Heavenly Gate Crasher,True,1473
386,True Hero,True Hero,True,1474
387,Lone Hero,Lone Hero,True,1475
388,Hoarder,Hoarder,True,1476
389,Vanguard,Vanguard,True,1466
390,Kurenai's Best Friend,Kurenai's Best Friend,True,1467
391,Kurenai's Partner,Kurenai's Partner,True,1468
392,Under the Moonlight,Under the Moonlight,True,1469
393,Siltwater Socialite,Siltwater Socialite,True,1463
394,Matchmaker,Matchmaker,True,1464
395,Eorzean Ninja Warrior,Eorzean Ninja Warrior,True,1465
396,Calamatologist,Calamatologist,True,1471
397,the Ultimate Legend,the Ultimate Legend,False,1470
398,Monster Hunter,Monster Hunter,True,1477
399,FRC2018 Champion,FRC2018 Champion,True,0
400,FRC2018 Finalist,FRC2018 Finalist,True,0
401,FRC2018 Ranker,FRC2018 Ranker,True,0
402,Prelude in Violet,Prelude in Violet,True,1478
403,Philanthropist,Philanthropist,True,1479
404,Altar Boy,Altar Girl,True,1480
405,the Devout,the Devout,False,1481
406,Invoker of Gods,Invoker of Gods,True,1482
407,Ebisu,Ebisu,True,1497
408,Kyubi Tamer,Kyubi Tamer,True,1483
409,Mahjong Enthusiast,Mahjong Enthusiast,True,1484
410,Mahjong Master,Mahjong Master,True,1485
411,Little Piggy,Little Piggy,True,1486
412,Tough Customer,Tough Customer,True,1487
413,Blue Blood,Blue Blood,True,1488
414,Mask the Blue,Mask the Blue,True,1489
415,Perfect Blue,Perfect Blue,True,1490
416,Eurekan Explorer,Eurekan Explorer,True,1491
417,A Requiem For Heroes,A Requiem For Heroes,True,1492
418,the Soboro,the Soboro,False,1493
419,Kageyama Killer,Kageyama Killer,True,1494
420,Kingsglaive,Kingsglaive,True,1495
421,Lord of the Fetch,Lady of the Fetch,True,1496
422,Soul of War,Soul of War,True,1498
423,Soul of Magic,Soul of Magic,True,1499
424,Soul of the Craft,Soul of the Craft,True,1500
425,Soul of the Harvest,Soul of the Harvest,True,1501
426,Outlander,Outlander,True,1502
427,the Fae-touched,the Fae-touched,False,1503
428,Seeker of Hidden Truths,Seeker of Hidden Truths,True,1504
429,of the Sunless Sea,of the Sunless Sea,False,1505
430,Enemy of Innocence,Enemy of Innocence,True,1506
431,Shadowbringer,Shadowbringer,True,1507
432,Sworn Protector,Sworn Protector,True,1508
433,the Heart's Beat,the Heart's Beat,False,1509
434,Living Memory,Living Memory,True,1510
435,Bulwark Between Worlds,Bulwark Between Worlds,True,1511
436,the Transcendent,the Transcendent,False,1512
437,Worldcleaver,Worldcleaver,True,1513
438,Bolt from the Black,Bolt from the Black,True,1514
439,the Song upon the Wind,the Song upon the Wind,False,1515
440,Firstblessed,Firstblessed,True,1516
441,of Stranger Shadow,of Stranger Shadow,False,1517
442,Farcaller,Farcaller,True,1518
443,Knower of Twin Worlds,Knower of Twin Worlds,True,1519
444,Shadow of the Other,Shadow of the Other,True,1520
445,the Boundless Dark,the Boundless Dark,False,1521
446,the Shot Heard Across Worlds,the Shot Heard Across Worlds,False,1522
447,Distant Stargazer,Distant Stargazer,True,1523
448,Dualistic Duelist,Dualistic Duelist,True,1524
449,Samurai in a Strange Land,Samurai in a Strange Land,True,1525
450,Wandering Vanguard,Wandering Vanguard,True,1526
451,Riftdancer,Riftdancer,True,1527
452,Otherworld Smith,Otherworld Smith,True,1528
453,Otherworld Artisan,Otherworld Artisan,True,1529
454,Otherworld Apothecary,Otherworld Apothecary,True,1530
455,Otherworld Seeker,Otherworld Seeker,True,1531
456,Otherworld Angler,Otherworld Angler,True,1532
457,the Multifaceted,the Multifaceted,False,1533
458,Trusted Friend,Trusted Friend,True,1534
459,the Invisible Hand,the Invisible Hand,False,1535
460,Charming Brute,Charming Brute,True,1536
461,the Fabulously Feral,the Fabulously Feral,False,1537
462,of Unyielding Oath,of Unyielding Oath,False,1538
463,of Unyielding Steel,of Unyielding Steel,False,1539
464,of Unyielding Principle,of Unyielding Principle,False,1540
465,of Unyielding Lealty,of Unyielding Lealty,False,1541
466,Dungeon Raider,Dungeon Raider,True,1542
467,Dungeon Dweller,Dungeon Dweller,True,1543
468,Dungeon Lord,Dungeon Lady,True,1544
469,Kindred Sword,Kindred Sword,True,1545
470,,,False,0
471,,,False,0
472,,,False,0
473,,,False,0
474,,,False,0
475,,,False,0
476,of Virtuous Deeds,of Virtuous Deeds,False,1546
477,Kai-Shirr's Best Mate,Kai-Shirr's Best Mate,True,1547
478,Honeybee,Honeybee,True,1548
479,Sweet Dreamer,Sweet Dreamer,True,1549
480,the Perfect Legend,the Perfect Legend,False,1550
481,Blue to the Bone,Blue to the Bone,True,1551
482,Blue Luminary,Blue Luminary,True,1552
483,Masked of the Round,Masked of the Round,True,1553
484,Unbound Blue,Unbound Blue,True,1554
485,Blue Justice,Blue Justice,True,1555
486,the Battleforged,the Battleforged,False,1556
487,Champion of the Blue,Champion of the Blue,True,1557
488,Saint of the Firmament,Saint of the Firmament,True,10000
489,Beatus of the Firmament,Beata of the Firmament,True,10010
490,Frame of the Firmament,Frame of the Firmament,True,1560
491,Forge of the Firmament,Forge of the Firmament,True,1561
492,Hammer of the Firmament,Hammer of the Firmament,True,1562
493,Jewel of the Firmament,Jewel of the Firmament,True,1563
494,Knife of the Firmament,Knife of the Firmament,True,1564
495,Weave of the Firmament,Weave of the Firmament,True,1565
496,Panacea of the Firmament,Panacea of the Firmament,True,1566
497,Pan of the Firmament,Pan of the Firmament,True,1567
498,Pick of the Firmament,Pick of the Firmament,True,1568
499,Hatchet of the Firmament,Hatchet of the Firmament,True,1569
500,Rod of the Firmament,Rod of the Firmament,True,1570
501,the Hand of Creation,the Hand of Creation,False,1571
502,Divine Provider,Divine Provider,True,1572
503,the Nest's Own Carpenter,the Nest's Own Carpenter,False,1573
504,the Nest's Own Blacksmith,the Nest's Own Blacksmith,False,1574
505,the Nest's Own Armorer,the Nest's Own Armorer,False,1575
506,the Nest's Own Goldsmith,the Nest's Own Goldsmith,False,1576
507,the Nest's Own Leatherworker,the Nest's Own Leatherworker,False,1577
508,the Nest's Own Weaver,the Nest's Own Weaver,False,1578
509,the Nest's Own Alchemist,the Nest's Own Alchemist,False,1579
510,the Nest's Own Culinarian,the Nest's Own Culinarian,False,1580
511,the Nest's Own Miner,the Nest's Own Miner,False,1581
512,the Nest's Own Botanist,the Nest's Own Botanist,False,1582
513,the Nest's Own Fisher,the Nest's Own Fisher,False,1583
514,Fortune's Favored Kupo,Fortune's Favored Kupo,True,1584
515,Ocean Fisher,Ocean Fisher,True,1585
516,Octopus Traveler,Octopus Traveler,True,1586
517,Shark Hunter,Shark Hunter,True,1587
518,Jellyfish Fanatic,Jellyfish Fanatic,True,1588
519,Sea Dragoon,Sea Dragoon,True,1589
520,Echo of a Fallen Star,Echo of a Fallen Star,True,1590
521,Ronkan Historian,Ronkan Historian,True,1591
522,A Dragon's Best Friend,A Dragon's Best Friend,True,1592
523,Tinker Tutor,Tinker Tutor,True,1593
524,Partner in Teatime,Partner in Teatime,True,1594
525,Vrai Ami,Vraie Amie,True,1595
526,Tank Technician,Tank Technician,True,1596
527,Shepherd to the Stars,Shepherd to the Stars,True,1597
528,Featherfall's Finest Carpenter,Featherfall's Finest Carpenter,True,1598
529,Featherfall's Finest Blacksmith,Featherfall's Finest Blacksmith,True,1599
530,Featherfall's Finest Armorer,Featherfall's Finest Armorer,True,1600
531,Featherfall's Finest Goldsmith,Featherfall's Finest Goldsmith,True,1601
532,Featherfall's Finest Leatherworker,Featherfall's Finest Leatherworker,True,1602
533,Featherfall's Finest Weaver,Featherfall's Finest Weaver,True,1603
534,Featherfall's Finest Alchemist,Featherfall's Finest Alchemist,True,1604
535,Featherfall's Finest Culinarian,Featherfall's Finest Culinarian,True,1605
536,Featherfall's Finest Miner,Featherfall's Finest Miner,True,1606
537,Featherfall's Finest Botanist,Featherfall's Finest Botanist,True,1607
538,Featherfall's Finest Fisher,Featherfall's Finest Fisher,True,1608
539,the Decisive Blow,the Decisive Blow,False,1609
540,Skirmisher,Skirmisher,True,1610
541,Siege Liege,Siege Liege,True,1611
542,Gabriel's Downfall,Gabriel's Downfall,True,1612
543,Queller of Beasts,Queller of Beasts,True,1613
544,the Death of Flame,the Death of Flame,False,1614
545,Sword of the South,Sword of the South,True,1615
546,Guardian Angel,Guardian Angel,True,1616
547,Saint of the Firmament,Saint of the Firmament,True,10001
548,Beatus of the Firmament,Beata of the Firmament,True,10011
549,Writer of Histories,Writer of Histories,True,1617
550,of the Truest Blue,of the Truest Blue,False,1618
551,Blue Ranger,Blue Ranger,True,1619
552,the Azure and Omega,the Azure and Omega,False,1620
553,Balloon Catcher,Balloon Catcher,True,1621
554,Deadliest Catcher,Deadliest Catcher,True,1622
555,Manta Maniac,Manta Maniac,True,1623
556,World Class Troller,World Class Troller,True,1624
557,Saint of the Firmament,Saint of the Firmament,True,10002
558,Beatus of the Firmament,Beata of the Firmament,True,10012
559,Tournament Leader,Tournament Leader,True,1625
560,Secret Finder,Secret Finder,True,1626
561,Secret Keeper,Secret Keeper,True,1627
562,Gaolbreaker,Gaolbreaker,True,1628
563,Master of the Sea,Master of the Sea,True,1629
564,Delubrum Delver,Delubrum Delver,True,1630
565,the Risensung Carpenter,the Risensung Carpenter,False,1631
566,the Risensung Blacksmith,the Risensung Blacksmith,False,1632
567,the Risensung Armorer,the Risensung Armorer,False,1633
568,the Risensung Goldsmith,the Risensung Goldsmith,False,1634
569,the Risensung Leatherworker,the Risensung Leatherworker,False,1635
570,the Risensung Weaver,the Risensung Weaver,False,1636
