#,Name,Description,UnlockLink,Image,Unknown4,Unknown5,Unknown6
10,ニーム・ペタロドゥス,海洋都市「ニーム」では、手足のあるサメという奇妙な存在にまつわる神話が語り継がれていたという。ある博物学者は、この神話は実在する「ヒレを手足のように動かして海底を這うサメ」を脚色したものであり、四肢を持つサメなど存在し得ないと長らく主張していた。そう、ペタロドゥスが目撃されるまでは……。なお、嘘か誠か、友だちと認めた者は決して食べないらしいのだが、現時点ではどんな善人も友情を結べてはいない,529,70623,0,4,3
11,おねだりポット,見境なくエリクサーをねだるマジックポット。そもそもマジックポットとは博物学上で呪具綱に分類される魔物ではあるものの、生態はほとんど判明しておらず、インプに類する妖異であるとの異説も囁かれるなど議論には事欠かない存在だ。彼らがエリクサーをねだる理由についても、養分とするためであるとの説から、単に無理難題を課すことを楽しんでいるという説まで様々。果たして、その真相が明らかになる日は来るのだろうか,531,70625,0,4,3
12,南部丘陵,三日月島南部に広がる、なだらかな丘陵地帯。背の高い植物がほとんど茂っておらず隠れる場所が少ないため、この一帯を悠々と徘徊できるのは、肉食獣の接近をものともしない巨体の持ち主ばかり。なお、丘の中央には東屋風の建築物が見られるが、その床には魔法陣にも似た文様が刻まれている。三日月島を覆う魔法結界や、島の在処を偽装するための蜃気楼を発生させる大規模魔法の起点として据えられたものなのかもしれない,514,70608,11606915,2,1
13,岩窟の裏町,三日月島南部の山岳地帯、水晶洞窟の内部に存在する都市遺構。独特の尖頭アーチを多用した建築様式は、第五星暦時代にギラバニアに興った石造都市「スカラ」のものとよく似ている。ちなみにスカラの中心部は、第六霊災の折に生じた大洪水によって大半がロッホ・セル湖の底に沈んでいるが、もともとは風によって削られた岩肌を掘り進めるようにして築かれたものだという。この遺構の構造は、そうした伝承と一致しているようだ,511,70605,11606909,2,1
14,ミシカルアイドル,岩窟の裏町に出没する陶器人形。陶製でありながら驚くほどの強度を誇るほか、腹腔内に召喚用の魔紋が刻まれており、状況に応じて妖異や魔具を喚び出すことができる。その製法は現代に伝わっていないが、それもそのはず。古くより東方交易の中継地であったギラバニアには近東経由で異文化が流入しており、この種の呪いの人形も異国の秘術で作られたものであったのだ。つまり、運用したスカラ人も作り方は知らなかったのである,528,70622,0,4,3
15,禁忌の廃都,島南端に広がる壮麗な都市遺構。中でも目を引くのは、遠方からでもよく見える巨大なピラミッドだろう。これに類する建造物としては、かつてヤフェーム地方にて栄えた魔法都市「マハ」のものが有名である。しかし、魔大戦と第六霊災を経て、マハが用いた黒魔法や妖異召喚の知識が禁忌と考えられるようになったため、現在ではヤフェームを訪れる者はほとんどいない。この廃都にも、そうした禁じられた知識が眠っているのだろうか,512,70606,11606912,2,1
16,黒チョコボ,黒い羽毛を持つチョコボとしては飛行種の「フライヤー種」が知られているが、これは長い時を費やして品種改良された結果生まれた存在であり、基本的に野生では見られない。ところが、三日月島には多数の黒チョコボが駆け回り、魔物たちと縄張り争いを繰り広げている。いずこかのチョコボ牧場から逃げ出した個体が海を越えて飛来した結果か、あるいは何者かに連れられてきた群れが独自に繁殖したのか、謎は尽きない,525,70619,0,4,3
17,クレセント・バーサーカー,禁忌の廃都をうろつく巨漢。周辺の妖異とは異なり人のようにも見えるが魂の存在は感じられず、その有り様はどちらかというと屍鬼に近い。おそらくは、人工的に生成した肉体に対してエーテルを込めることで成立させた使い魔の一種と思われる。ソウルシャードを利用することで古の狂戦士の戦技を強制的に継承しているらしく、高度な知性は有していない反面、吹き込まれた怒りの感情のままに戦うことができるようだ,526,70620,0,4,3
18,古樹の湿原,古樹が林立する湿原。三日月島南部には複数の文明から切り取られたかのような遺構が点在しているが、植生についても不自然な点が多々見られる。たとえば、この湿原には樹齢千年を超えるであろう大樹が存在しているが、とても蒼茫洋の孤島に似つかわしい種ではない。したがって、これらの古樹は遠方から移植されたものと考えるしかないが、それほどの手間をかけてまで環境を改変しようとした理由は判然としない,515,70609,11606922,2,1
19,階段の殿堂,幾重にも階段を連ねて造られた多層構造の建築物。その様式は既知の文明のいずれとも異なっている。第五星暦時代には「魔道十二都市」とも呼ばれる十二の都市国家が成立し、覇を競い合ったと伝えられているが、この遺構もそのいずれかの文化に由来するのだろう。なお、建造物を彩る藍色は、十二都市のひとつにおいて神聖視され多用されていた色であると伝わるが、かの都市の遺構は発見されておらず、比較することはできない,513,70607,11606914,2,1
20,クロイスターデーモン,階段の殿堂に封じられていた大妖異。妖異と契約を交わして利用する術は古くから存在し、その手法の一部は現代にも伝わっている。喚び出した妖異の用途は、単に戦力とするだけではなく、権能の一部を利用することで召喚者に異能を与えたり、呪具を作らせたりと実に様々。この妖異もまた島の主に召喚され、原初世界における身体と供物としてのエーテルを得る代わりに、三日月島にて何らかの使命を強制されていたのだろう,527,70621,0,4,3
21,高層住宅跡,ピラミッドの麓に広がる市街遺構。立ち並ぶ住宅が軒並み5階を超えているが、これは第五星暦末期にマハで流行した様式と一致する。当時、マハの魔道士たちは、予見される大洪水から逃れるべく人工浮島の建造という大事業に挑んでおり、その一環として高層建築技術を磨いていた。これは浮島という限られた土地に、より多くの国民を住まわせるためのものであり、建材の表面に魔紋を刻み、強度を高める工法などが実用化されたようだ,518,70612,11606925,2,1
22,石兵工房跡,石兵、いわゆる「ゴーレム」を生み出すための工房と思われる施設。アムダプールでは、マハの魔道士たちが使役する妖異に対抗するため、石像を依り代とした使い魔の生成技術を磨いていった。当初は、単純な造形のものが大半であったが、時代が下るにつれて人や獅子などの精巧な石像が作られるようになっていく。そして第五星暦末期には、有翼人や有翼獅子など架空の存在にモチーフが変わっていったという,519,70613,11606926,2,1
23,放浪神聖域跡,ニームでは、エオルゼア十二神の一柱である放浪神「ワンダラー」、つまり旅神「オシュオン」を守護神として祀っていた。オシュオンは山の神でもありバイルブランド島の山岳部に聖域が設けられたが、そこから吹き下ろす風の通り道にあたる海辺にも、対となる聖域が築かれていたと伝えられている。バイルブランド島の海浜聖域は第六霊災時に崩壊してしまったが、三日月島では往時の聖域を思わせる遺構を見ることができる,517,70611,11606924,2,1
24,大聖火台跡,かつてエオルゼアに存在したという十二都市のひとつでは、鍛冶神として「ナルザル」が厚く信仰されていたという。伝承によれば、当地の都市民たちは火の神力を持つナルザルに対する捧げ物として、しばしば大規模な焚き火を催したようである。そのため、大規模な公的建造物の屋上には、聖火を焚くための円形の広場が据えられるのが常であったとのこと。階段の殿堂においても、こうした情報に符合する構造が見て取れる,516,70610,11606923,2,1
25,島の主,三日月島の主とされる人物。アイリスをはじめとする数多くの使い魔に加え妖異をも使役し、島の環境を作り変えて様々な文明の断片とでもいうべき遺構を築き上げた。その目的は、第五星暦の優れた文明を後世に遺す一方で、魔大戦を引き起こした「負の遺産」でもある知識を、島外へと持ち出されぬように封じることでもあった、と考えられる。ただし、「導きの声」の真意を含めて未だ謎も多く、さらなる探査が求められる状況だ,524,70618,0,3,2
26,デモンズ・タブレット,「力の塔」の入口で侵入者を阻んだ石造の守護者。この種の防衛機構として有名な「デモンズウォール」型の守護像は、アムダプールにおける石兵の中でも初期の作であるが、魔法技術の発展に伴い、徐々に高度な動作ができるようになっていった。このデモンズ・タブレットは後期の作と思われ、石板に刻まれた魔法的な条件構文を参照し、侵入者を迎撃するために最適な行動を見極めて動作しているようである,532,70626,0,4,3
27,星頭の三人組,ネレゲイド、トライトン、フォーボスという三体一組の使い魔。それぞれ冷気、熱気、毒気を操る力を有しており、主に三日月島の気象を操作することで、エオルゼア各地から移された植生を維持するという使命を与えられていたようだ。そのために必要な知性も与えられていたが、かなり幼稚な言動も目立つ。これが召喚者である島の主の意図した設計なのか、あるいは千年を越える時の中で性格が歪んでしまった結果なのかはわからない,533,70627,0,4,3
28,マーブルドラゴン,アムダプールにおける石兵の中でも、最高傑作と目される存在。「力の塔」に配置され、侵入者に対して襲いかかった。形状はもちろん攻撃動作に至るまで、まるで本物のドラゴン族のように見えるが、実際には大理石で作られた石像にエーテルを吹き込んだ一種のゴーレムなのである。これほどまでに実物に近い仕上がりとなっているからには、製作者はドラヴァニアの地に赴いて、実物を見てきたのだろうか,534,70628,0,4,3
29,マギタウロス,「力の塔」の上層を守護していた妖異。本来は怪力だけに頼る知性の低い存在だが、魔法を込めた石板によって精神を操ることで、高度な戦技と戦術を駆使できるようになっている。加えて、ルーンアクス、賢者の杖、アサシンダガー、ホーリーランスといった魔大戦期に「伝説」と謳われた武器の数々を与えられているため、その戦闘能力は上級妖異に匹敵するレベルに底上げされていた,535,70629,0,4,3
30,隠された書庫,「力の塔」の最上部に隠されていた書庫。第五星暦時代の巻物や書物、石板などが収蔵されていたが、いずれも内容を読むことができない。なぜなら、すべての収蔵物が未知の言語に書き換えられているためだ。文字の数からして既知の言語と異なるが、その並びに整然とした法則が見られることから、おそらくこれは書き手が編み出した人工言語だと思われる。ここまでして隠す必要のあった知識とは、いったい何なのだろうか,520,70614,11606928,2,1
31,探査隊の北部ベースキャンプ,探査隊が三日月島北部の活動拠点として設営したベースキャンプ。城塞跡と思しき遺跡を利用しており、周囲を高みから見渡せるほか、魔物の接近を早期に感知できる利点もある。エーテライトの役目を果たす魔道通路がもとから備えられていたことも、拠点とするに好都合であった。とはいえここから一望できる北部盆地の環境は南部に輪をかけて異様であり、先遣隊には異変発生時の即時撤退も考慮するよう申し伝えられていた,604,70631,12631726,2,1
32,カルナック城塞,魔法的処置を施された特殊な煉瓦で構築された城塞。独特の多層構造、青を用いた装飾などの共通点から、三日月島南部で見られた階段の殿堂と同じ文明の産物と見られる。アーカイブの言によると「自治都市カルナック」と呼ばれた都市国家のものであり、同国では無機物に魔を込める技術が発達したという。武器に魔法を宿らせる闘法、物質に魔力で行動指令を組み込んで動かす技法など、今に伝わる多くの技術が生み出されたようだ,605,70632,12631755,2,1
33,アルバテル,第五星暦に書き記された魔道書のひとつ。書名は「古代魔術について」を意味しており、名のとおり、第五星暦よりさらに古い時代の魔術を研究した内容が記されているものと思われる。しかし今や島の主によって本自体が知の番人と化しており、一時的に知識水準を変動させる禁術をも行使して、侵入者を撃退すべく動いていた。なお、周囲に残存する数多の書物にはすべて暗号化の魔法が施されており、どのみち読むことはできないようだ,606,70646,0,4,3
34,タイニーメイジ,魔大戦の末期に製造された魔法人形の一種。多数の子機とそれを統括する親機による小隊ごとの運用が想定されており、連携して作戦行動にあたれるよう、ゴーレムと同様、主核に仮初めの命と呼ぶべき高密度エーテルが吹き込まれている。なお、アーカイブによれば、このシリーズの魔法人形は異界からの来訪者を模したものであり、強力な魔法を行使したその魔道士にあやかって、知の湧き出ずる頭部の比率を大きく作った経緯があるという,607,70647,0,4,3
35,アルゴル,ずんぐりとした体躯に四本の腕、そして何より巨大すぎる「口」を有する異形の悪鬼。その正体は「欲望」を基に創り上げた魔法生物であるといい、この場合、特に食欲が強く発現しているようだ。魔大戦期、石造都市スカラにおいては人の負の感情を魔術的に利用する「呪い」が研究されていたらしい。この魔物がそういった背景で人工的に創られたのならば、食欲の元となる飢えの感情をどう生み、抽出したかは、想像するに余りあるだろう,608,70648,0,4,3
36,妖火の湖,三日月島北部の盆地、その中央に位置する水量豊富な湖。流れも穏やかであり、野生動物が水を飲みに来る様子もたびたび見受けられる。しかし彼らの姿には常に怯えがあり、長居をしようという者は皆無。捕食者を警戒しているだけでなく、場所自体に何らかの不吉な空気を感じているのが見て取れる。その原因が湖の中央に築かれた村に灯る妖火にあるのか、あるいは地の底からにじみ出るような得体の知れない気配にあるのかは定かでない,609,70633,12631756,2,1
37,青光の地下監獄,盆地一帯の東側、岩山を掘るように作られた地下監獄。ベースキャンプ付近の遺構と似た建材、そしてマハの魔道球に似た寒々しい照明など異質な意匠が組み合わされており、単一文明の「展示」の意図が見受けられない。実用の監獄ならば島の主にとって不利益な存在を閉じ込める場所という推測が成り立つが、もとより住人が存在しないこの島のこと、偶然上陸した船乗りや、反抗的な使い魔を幽閉していたのだろうか,610,70634,12631757,2,1
38,メタモルファ,幻影の術を駆使し、様々な姿に変身する人型使い魔。擬態能力を有する魔物は各地に存在し、魔大戦期においてはその力を自在に行使するための研究が盛んに行われていたという。なお、三日月島北部に入ってからというもの、探査隊のメンバーが「増える」という事例が複数報告されている。ついさっき拠点から出たはずの人員が天幕の中で寝ていたり、点呼をとると人数がひとり多かったり……今、隣にいる仲間が本物であることを祈ろう,611,70649,0,4,3
39,見晴らし塔,スカラ様式と思しい遺跡群の端にそびえる石塔。その頂からは三日月島の北部盆地地帯を一望できるが、各所の遺跡はいずれも正常な環境とは言い難いようだ。もしこれが意図して創られたものであるならば、この北部盆地は、そうした「異常事態」を展示する意図があるのかもしれない。なお、アーカイブによれば、魔大戦期のスカラ領にはこうした監視塔が要所に築かれていたとのこと。その多くはロッホ・セル湖の底に眠っているようだ,612,70635,12631758,2,1
40,沈んだ聖堂,赤みのある石材で構築された大聖堂。尖頭アーチを多用する様式から石造都市スカラの文明を再現したと思しいが、大部分は地面に埋もれているようだ。各種記録によると、第五星暦末期にはエオルゼア各地にて環境エーテルの水属性への偏りが観測され、洪水の直接的な被害に遭わずとも土地から水がわき出し、地盤が緩むこともあったという。この沈んだ聖堂は、そうした水属性の力による環境変化を再現したものなのかもしれない,613,70636,12631759,2,1
41,ペイルマギア,三日月島北部にて確認された、青ざめた顔の使い魔。人の身で魔物たちの技を行使しようという試みは、古くから各地で行われてきた。たとえば、トラル大陸では一部の部族がそのような魔法を行使するという。一方、第五星暦時代のスカラ文明においては、「呪い」の技術を応用することで、恨みを宿した魔物たちの血を用いてその力を操る試みが成されていたらしい。どうやら、この使い魔はそうした術を用いる能力を与えられていたようだ,614,70650,0,4,3
42,マギ・ネクロマンサー,史書に記されたところによれば、魔大戦期、戦場を渡り歩いて数多の死霊を従え、多くの村落を蹂躙した魔道士がいたという。その魔道士は義勇の兵に討たれたが、最期には死者たちの魂を自らに融合させ、異形の化け物に変じたとされる。マギ・ネクロマンサーの姿は伝承と符合する点があるようだが、仮にその霊だとして、島の主がなぜ使い魔として使役しているのかは不明。あるいは、死霊使いを討ったという人物と縁があったのかもしれない,615,70651,0,4,3
43,野晒し森,樹齢の高い木々が立ち並ぶ、鬱蒼とした森林。奥地には簡素な木牢がいくつも設けられており、それなりに使われていた形跡も見て取れる。アーカイブによれば、第五星暦においては十二の都市国家が成立したが、そのうちのひとつは森全体をひとつの都市に見立てて暮らす者たちだったという。彼らは縄張りの境界に木牢を設けて森を侵した者を晒し、外の者への警告としたらしい。ここで再現されているのは、そんな森の民の一側面なのだろう,616,70637,12631760,2,1
44,アブダクター,島の「外」からの資源調達を命じられていたと思しき有翼の使い魔。資源とはすなわち島の運用のためのエーテルであり、クリスタルなどのほか、生態系に不足した動植物の確保、ときには近海を往く船乗りなども「アブダクション」の対象となったようだ。なお、人を攫うとはいえそれは住人としてではなくあくまで資源として価値を見出されたに過ぎず、過去に連れ去られた者はいずれも使い魔生成などに「消費」されていたと察せられる,617,70652,0,4,3
45,浮遊遺跡,地盤ごと宙に浮かんだ遺跡群。外地ラノシアのニーム浮遊遺跡とよく似た意匠があることから、同じニーム文明の再現物と思われる。外地ラノシアの遺跡は第七霊災によって地脈エーテルが偏属性化したゆえに風属性が強まり浮遊した経緯があるが、この「展示」によって新たな仮説が生じた。すなわち、ニームの人々は大洪水から「空」へと逃れるため、意図的に地盤を浮遊させる技術を研究していたのではないか、という説である,618,70638,12631761,2,1
46,山岳神聖域,三日月島南部に再現された放浪神聖域と対を為す、山岳を司る神としてのオシュオンを祀った聖域。この聖域跡はバイルブランド島の北部地域に現存しており、十二神の信仰に厚い人々が、時おり冒険者に護衛を依頼し巡礼の山登りをすることでも知られている。由来を考えれば三日月島の聖域はラノシアのものより後年に築かれたことになるが、人の出入りがないことや環境エーテル異常などの要因があるためか、かなり風化が進んでいるようだ,619,70639,12631762,2,1
47,球体像の神殿,球体像が並べられた、どこか神聖な趣のある遺構。第五星暦にエオルゼアに存在した十二の都市いずれかの意匠を再現していると思われる。アーカイブによれば、時魔法をベースとする封印術に長けた小国で複雑怪奇な球状魔法陣が用いられていたとのこと。その都市は魔大戦末期まで残存していたものの、他国から門戸を閉ざし続け、歴史の表舞台からひっそりと姿を消したらしい。ならばあるいは、知られざる土地に遺跡が現存している可能性もあるだろうか,620,70640,12631763,2,1
48,ルブルムドラゴン,ドラゴン族の遺骸を用いた、死肉人形――フレッシュゴーレムの一種。生前から毒素を有していたのか、死後に呪いをまとったゆえかは定かでないが、浴びた者を生ける屍と為す煙霧を最大の武器としているようだ。加えて、強固な魔力防壁を展開することも可能であり、一帯に死をもたらす強者として君臨していた。こうした厄災めいた存在が野放しになっている事実は、北部一帯があえて異常な環境を演出した場だという可能性を示唆している,621,70653,0,4,3
49,腐敗した市街地,不浄な菌類が繁茂した都市遺構。建造物の意匠、何よりその様相における類似点の多さから、古アムダプール市街を模した場所と思しい。黒衣森では第七霊災の影響で土属性の力が弱まった結果、菌が繁殖したものと見られていたが、三日月島でも同じような環境異常が示されている点は興味深い事実と言えるだろう。魔大戦のように環境エーテルへの負荷がかかる状態が長く続けば、遅かれ早かれこうした重度の異変が起こり得たのかもしれない,622,70641,12631764,2,1
50,アラバスターブレード,第五星暦、アムダプールでは数多の石造の守護者が造られ、都市の守備や敵兵の迎撃に用いられたという。その等級は製造された時代や性能に応じて区別され、少数製造された最上位の個体は、一軍にも匹敵する力を持っていたようだ。魔大戦後期に造られたこのアラバスターブレードは、こうした上位の存在であり、他都市で見られた「魔法剣」を転用した機能さえも有し、剣技と魔法を複合させた波状攻撃を得意としていた,623,70654,0,4,3
51,菌花の湖,白い綿毛状の菌花に囲まれた湖。一見すると幻想的な光景だが、濃密に漂う胞子は有毒で、長時間滞在すれば呼吸器系から変調をきたすことが予想される。湖にはひときわ高い尖塔が設えられた聖堂が沈んでおり、アムダプールで信仰されたノフィカを祀ったものである可能性が高い。豊穣の女神を信奉するアムダプールの民は調和を重んじ平穏な暮らしを望んだというが、敵に抗う力を求めた先に待つのがこの光景だとするならば、なんとも皮肉である,624,70642,12631765,2,1
52,妖火の漁村,紫に輝く妖火が掲げられた、漁村のような集落。妖異が多数徘徊していることからも、魔法都市マハに由来する場所を再現していると察せられる。アーカイブによれば、マハはもともとヤフェーム湾に面した小さな漁村だったが、あるとき海中から引き上げた遺物から「悪魔」が生じ、高度な魔法の知見をもたらしたらしい。以来、特に破壊に類する魔法の研究が進み、魔道士シャトトが黒魔法の体系を生み出して以後は加速度的に大国へ成長したという,625,70643,12631766,2,1
53,カロフィステリ・ダブル,魔大戦中期、マハにカロフィステリという名の大魔道士がいた。彼女は祖父が生み出した「妖異の血を移植することで強大な力を得る」技法を用いて半妖へと変じ、妖異を制御する契約の「要」の守護者となったという。このカロフィステリ・ダブルは彼女の因子を用いて人工的に生み出された意思なき複製体であり、戦時においては兵器として前線に投入されたものと見られる。島の主は、三日月島にその残存個体を持ち込んだのだろう,626,70655,0,4,3
54,暗闇の領域,妖火の漁村の地下深くに存在する、暗闇に包まれた空間。力ある妖異が自らの領域としたためか半ば異界化しており、足場や建造物までもが得体の知れない物質に変わっている。なお、妖異にとって「領域」という言葉は、単に自らの縄張りとなった土地を指す場合と、力ある妖異が自ら生み出した特異な空間を指す場合のどちらにも使われる。後者は性質的に魔法的な結界と近しいとされるが、長年の研究を経た今なお、原理の解明には至っていない,627,70644,12631767,2,1
55,ツーヘッド・エイビス,浮遊能力を有する双頭の巨大蛇。サヌワなど有翼の甲鱗綱の仲間と思われるが、頭ごとに異なる属性を有していることを鑑みても、何らか魔法的な処理で異なる個体を合一し生み出されたものと見られる。はるか昔、キマイラやミノタウロスを生み出したアラグの技術者を例に挙げるまでもなく、より強力な生物を生み出さんとする者は数多い。このツーヘッド・エイビスも、第五星暦の魔道士が戦における強力な手駒を求めて創り上げたものだろう,628,70656,0,4,3
56,ソードダンサー,三日月島北部にて確認された古き使い魔。複数の剣を投擲し魔法で操りながら斬りつける様は、さながら流麗な舞いを思わせる。自身の肉体を自在に操ることを基本かつ奥義とする点において武術と舞踏は共通点が多く、その道を往く者同士の交流を経て、技術は無数に継承し派生されてきた。このソードダンサーの技には近東地域の「武の舞踏」との類似も見られるため、何らかの形で伝播し現代に受け継がれていたのかもしれない,629,70657,0,4,3
57,ネクロフォビア,古代アラグ帝国をはじめ、不死にまつわる研究は歴史のいたるところで行われてきた。第五星暦においても例外ではなく、文献に見られるだけでも、治癒術や死霊術などをもとに様々なアプローチが試みられたとされている。このネクロフォビアなる存在もまた、死を恐れ不死を目指した魔道士のひとりと思しいが、肉体の強靭性を獲得している一方で精神を喪い、生ある者を自動的に攻撃する「機構」と化してしまったようだ,630,70658,0,4,3
58,インデックス,「すべてを知るもの」として、死の三角海域を支配した大魔道士。第五星暦時代の文明を保存するという使命を自らに課し、数多の使い魔を使役することで、永きにわたって島を管理してきた。その中枢的な施設であるフォークタワー、魔の塔に居を構えており、ここに侵入してきた冒険者たちと対峙。類まれなる魔力による属性操作能力と、強き力を秘めるがゆえに封印されてきた「伝説の武器」を用いて奮戦するも敗れ去ることに……,631,70659,0,4,3
59,すべてを知っていたもの、アーカイブ,魔大戦後期に生まれた人物。生まれつき異能の才があり、過去の事象を視、あらゆる技能を軽々と修めたという。若き彼は魔大戦の終結を願って旅立ち、多くの知と力を吸収し、多くの美しきを見、それよりなお多くの醜きを見た。結果、彼は人そのものに失望し、人の生んだ価値あるもの――文明の残滓だけを滅びから遺そうと思い至ったという。本人はもう、すべて忘れている。これは彼を最も近くで見続けた相棒、アイリスが語ってくれたことである,632,70660,0,3,2
60,隠者の収蔵庫,アーカイブの収蔵庫。収められている品は彼のお気に入りだったと思われるが、その多くは技術の粋を集めた高度な逸品ではない。魔法の触媒となる自然物、古き魔法陣の描かれた遺物、魔法の影響を受けた生物の標本……いずれも魔法学的には初歩的な資料ばかりである。第五星暦における魔法文明の発展の出発点として保存していたのか、あるいは魔大戦という滅びに至った起点として戒めのために手元に置いていたのかもしれない,633,70645,12631768,2,1
