#,Name,Unknown0,StampIcon,Unknown1,Category,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
152,装飾：フラワー,0,230308,1,9,0,44,10,True,True,True
153,装飾：丸ボケ,0,230310,1,9,0,40,10,True,True,True
154,装飾：キラキラ2,0,230314,1,9,0,3,10,True,True,True
155,装飾：キラキラ2,0,230212,1,9,0,4,10,True,True,True
156,装飾：キラキラ3,0,230315,1,9,0,5,10,True,True,True
157,装飾：キラキラ3,0,230213,1,9,0,6,10,True,True,True
158,装飾：キラキラ4,0,230316,1,9,0,7,10,True,True,True
159,装飾：キラキラ4,0,230214,1,9,0,8,10,True,True,True
160,装飾：スター,0,230215,1,9,0,53,10,True,True,True
161,装飾：紙吹雪,0,230317,1,9,0,90,10,True,True,True
162,,0,0,0,0,0,0,0,False,False,False
163,,0,0,0,0,0,0,0,False,False,False
164,,0,0,0,0,0,0,0,False,False,False
165,,0,0,0,0,0,0,0,False,False,False
166,,0,0,0,0,0,0,0,False,False,False
167,,0,0,0,0,0,0,0,False,False,False
168,,0,0,0,0,0,0,0,False,False,False
169,,0,0,0,0,0,0,0,False,False,False
170,調理品：ミコッテ風山の幸串焼,0,230501,1,8,0,1,10,True,True,True
171,調理品：アンテロープステーキ,0,230502,1,8,0,2,10,True,True,True
172,調理品：ドードーオムレツ,0,230503,1,8,0,3,10,True,True,True
173,調理品：フライドエッグ,0,230504,1,8,0,4,10,True,True,True
174,調理品：グリルドトラウト,0,230505,1,8,0,5,10,True,True,True
175,調理品：ミコッテ風海の幸串焼,0,230506,1,8,0,6,10,True,True,True
176,調理品：パースニップサラダ,0,230507,1,8,0,7,10,True,True,True
177,調理品：ミコッテ風森の幸串焼,0,230508,1,8,0,8,10,True,True,True
178,調理品：フラットブレッド,0,230509,1,8,0,9,10,True,True,True
179,調理品：プレッツェル,0,230510,1,8,0,10,10,True,True,True
180,調理品：ナイツブレッド,0,230511,1,8,0,11,10,True,True,True
181,調理品：ビスマルク風エッグサンド,0,230512,1,8,0,12,10,True,True,True
182,調理品：アップルタルト,0,230513,1,8,0,13,10,True,True,True
183,調理品：ピースープ,0,230514,1,8,0,14,10,True,True,True
184,調理品：ジンジャークッキー,0,230515,1,8,0,15,10,True,True,True
185,調理品：ハートチョコ,0,230516,1,8,0,16,10,True,True,True
186,調理品：パンプキンクッキー,0,230517,1,8,0,17,10,True,True,True
187,調理品：オレンジジュース,0,230518,1,8,0,18,10,True,True,True
188,調理品：マルドティー,0,230519,1,8,0,19,10,True,True,True
189,調理品：バタードフィッシュ,0,230520,1,8,0,20,10,True,True,True
190,調理品：イシュガルドマフィン,0,230521,1,8,0,21,10,True,True,True
191,調理品：バゲット,0,230522,1,8,0,22,10,True,True,True
192,,0,0,0,0,0,0,0,False,False,False
193,,0,0,0,0,0,0,0,False,False,False
194,,0,0,0,0,0,0,0,False,False,False
195,,0,0,0,0,0,0,0,False,False,False
196,,0,0,0,0,0,0,0,False,False,False
197,,0,0,0,0,0,0,0,False,False,False
198,,0,0,0,0,0,0,0,False,False,False
199,,0,0,0,0,0,0,0,False,False,False
200,コスモエクスプローラー：音符,70789,230318,1,30,0,1,1,True,True,True
201,コスモエクスプローラー：スター,70789,230319,1,30,0,2,1,True,True,True
202,コスモエクスプローラー：メガネ,70789,230320,1,30,0,3,1,True,True,True
203,コスモエクスプローラー：プディング,70789,230321,1,30,0,4,1,True,True,True
204,コスモエクスプローラー：惑星,70789,230322,1,30,0,5,1,True,True,True
205,コスモエクスプローラー：キャロット,70789,230323,1,30,0,6,1,True,True,True
206,コスモエクスプローラー：ハート,70789,230324,1,30,0,7,1,True,True,True
207,コスモエクスプローラー：レポリット,70789,230325,1,30,0,8,1,True,True,True
208,コスモエクスプローラー：ドット・レポリット,70789,230326,1,30,0,9,1,True,True,True
209,,0,0,0,0,0,0,0,False,False,False
210,,0,0,0,0,0,0,0,False,False,False
211,,0,0,0,0,0,0,0,False,False,False
212,,0,0,0,0,0,0,0,False,False,False
213,,0,0,0,0,0,0,0,False,False,False
214,,0,0,0,0,0,0,0,False,False,False
215,,0,0,0,0,0,0,0,False,False,False
216,,0,0,0,0,0,0,0,False,False,False
217,ミニオン：ジェリービーンズ・ピンク,499,234899,1,1,0,1306,6,True,True,True
218,ミニオン：ペグウィン,500,234900,1,1,0,1307,6,True,True,True
219,ミニオン：トルガル・パピー,498,234898,1,1,0,1301,6,True,True,True
220,ミニオン：マメット・ニーズヘッグ,233,234633,1,1,0,1075,6,True,True,True
221,ミニオン：マメット001,0,234401,1,1,0,1200,10,True,True,True
222,ミニオン：チョコチョコボ,0,234402,1,1,0,1,10,True,True,True
223,ミニオン：タイニーボム,0,234403,1,1,0,100,10,True,True,True
224,ミニオン：ベビーモス,0,234405,1,1,0,101,10,True,True,True
225,ミニオン：モルボルバルブ,0,234412,1,1,0,102,10,True,True,True
226,ミニオン：ダストバニー,0,234424,1,1,0,113,10,True,True,True
227,ミニオン：ミニテンダー,0,234429,1,1,0,114,10,True,True,True
228,ミニオン：スモールシェル,0,234430,1,1,0,115,10,True,True,True
229,ミニオン：グゥーブー・スプラウト,0,234436,1,1,0,127,10,True,True,True
230,ミニオン：デモンズブロック,0,234439,1,1,0,129,10,True,True,True
231,ミニオン：マメット・カーソル,0,234444,1,1,0,1217,10,True,True,True
232,ミニオン：マメット・キキルン,0,234446,1,1,0,700,10,True,True,True
233,ミニオン：ウルフ・パップ,0,234450,1,1,0,116,10,True,True,True
234,ミニオン：タイニークァール,0,234452,1,1,0,107,10,True,True,True
235,ミニオン：マメット・トンベリ,0,234453,1,1,0,110,10,True,True,True
236,ミニオン：マメット・ブルーム,0,234471,1,1,0,1220,10,True,True,True
237,ミニオン：マメット・モーグリ,0,234472,1,1,0,3,10,True,True,True
238,ミニオン：ナッツイーター,0,234487,1,1,0,401,10,True,True,True
239,ミニオン：ファットキャット,0,234507,1,1,0,402,10,True,True,True
240,ミニオン：カッパッパ,0,234511,1,1,0,1302,10,True,True,True
241,ミニオン：追従システム,0,234542,1,1,0,1211,10,True,True,True
242,ミニオン：パイッサ・ブラット,0,234558,1,1,0,142,10,True,True,True
243,ミニオン：コロコロポックル,0,234566,1,1,0,144,10,True,True,True
244,ミニオン：ウソウソ,0,234641,1,1,0,501,10,True,True,True
245,ミニオン：マメット・ナマズオ,0,234653,1,1,0,701,10,True,True,True
246,ミニオン：マメット・クロ,0,234660,1,1,0,1042,10,True,True,True
247,ミニオン：豆柴,0,234667,1,1,0,410,10,True,True,True
248,ミニオン：ロンカの水蛇？,0,234737,1,1,0,417,10,True,True,True
249,ミニオン：ジャイアントビーバー,0,234742,1,1,0,703,10,True,True,True
250,ミニオン：コマンダー・シャーク,0,234775,1,1,0,508,10,True,True,True
251,ミニオン：マメット・ケットシー,0,234404,1,1,0,1202,10,True,True,True
252,ミニオン：ブルーバード,0,234416,1,1,0,600,10,True,True,True
253,ミニオン：タイニードードー,0,234432,1,1,0,117,10,True,True,True
254,ミニオン：タイニーアプカル,0,234435,1,1,0,126,10,True,True,True
255,ミニオン：タイニーラム,0,234441,1,1,0,130,10,True,True,True
256,ミニオン：ミニマンドラゴラ,0,234442,1,1,0,118,10,True,True,True
257,ミニオン：アントーキング・コリブリ,0,234462,1,1,0,133,10,True,True,True
258,ミニオン：マメット・サキュバス,0,234475,1,1,0,135,10,True,True,True
259,ミニオン：マメット・ギルガメッシュ,0,234476,1,1,0,1070,10,True,True,True
260,ミニオン：オニオンプリンス,0,234477,1,1,0,119,10,True,True,True
261,ミニオン：エッグナイト,0,234478,1,1,0,120,10,True,True,True
262,ミニオン：ガーリックスター,0,234479,1,1,0,121,10,True,True,True
263,ミニオン：キングトマト,0,234480,1,1,0,122,10,True,True,True
264,ミニオン：マンドラクイーン,0,234481,1,1,0,123,10,True,True,True
265,ミニオン：マメット・オルトロス,0,234504,1,1,0,1072,10,True,True,True
266,ミニオン：エンキドゥ,0,234521,1,1,0,1071,10,True,True,True
267,ミニオン：ミニマムアトモス,0,234529,1,1,0,139,10,True,True,True
268,ミニオン：ゲイラキトン,0,234532,1,1,0,140,10,True,True,True
269,ミニオン：レッサーパンダ,0,234534,1,1,0,404,10,True,True,True
270,ミニオン：プリンスペンギン,0,234564,1,1,0,604,10,True,True,True
271,ミニオン：ポーキー,0,234600,1,1,0,1303,10,True,True,True
272,ミニオン：うり坊,0,234616,1,1,0,155,10,True,True,True
273,ミニオン：タビスズメ,0,234647,1,1,0,605,10,True,True,True
274,ミニオン：マメットキメラ,0,234655,1,1,0,1205,10,True,True,True
275,ミニオン：コユキンコ,0,234719,1,1,0,158,10,True,True,True
276,ミニオン：豆妖狐,0,234642,1,1,0,407,10,True,True,True
277,ミニオン：ハシビロコウ,0,234749,1,1,0,606,10,True,True,True
278,ミニオン：ポークシー・ビッツ,0,234753,1,1,0,160,10,True,True,True
279,ミニオン：サンドフォックス,0,234787,1,1,0,421,10,True,True,True
280,ミニオン：モモラ・モラ！！！,0,234796,1,1,0,510,10,True,True,True
281,ミニオン：ポチャチョコボ,0,234506,1,1,0,2,10,True,True,True
282,ミニオン：ミニスライム,0,234451,1,1,0,131,10,True,True,True
283,ミニオン：ベイビーオポオポ,0,234470,1,1,0,134,10,True,True,True
284,ミニオン：リトルフット,0,234508,1,1,0,137,10,True,True,True
285,ミニオン：シャローアイ,0,234563,1,1,0,143,10,True,True,True
286,ミニオン：モルフォ,0,234579,1,1,0,150,10,True,True,True
287,ミニオン：ポロ・ロッゴ,0,234580,1,1,0,151,10,True,True,True
288,ミニオン：ドリッピー,0,234805,1,1,0,162,10,True,True,True
289,ミニオン：ブンブク,0,234646,1,1,0,409,10,True,True,True
290,ミニオン：ヘッジホッグ,0,234730,1,1,0,415,10,True,True,True
291,ミニオン：モモンガ,0,234862,1,1,0,429,10,True,True,True
292,ミニオン：ギード,0,234658,1,1,0,502,10,True,True,True
293,ミニオン：ゴマ塩アザラシ,0,234672,1,1,0,503,10,True,True,True
294,ミニオン：ウーパールーパー,0,234673,1,1,0,504,10,True,True,True
295,ミニオン：タイニーダックビル,0,234740,1,1,0,506,10,True,True,True
296,ミニオン：アグリー・ダックリング,0,234531,1,1,0,602,10,True,True,True
297,ミニオン：白小虎,0,234684,1,1,0,913,10,True,True,True
298,ミニオン：朱孔雀,0,234703,1,1,0,914,10,True,True,True
299,ミニオン：青帝,0,234727,1,1,0,916,10,True,True,True
300,ミニオン：マメット・ヤ・シュトラ,91,234500,1,1,0,1000,6,True,True,True
301,ミニオン：マメット・ミンフィリア,98,234488,1,1,0,1003,6,True,True,True
302,ミニオン：マメット・サンクレッド,99,234489,1,1,0,1004,6,True,True,True
303,ミニオン：マメット・イダ,107,234501,1,1,0,1006,6,True,True,True
304,ミニオン：マメット・パパリモ,108,234502,1,1,0,1008,6,True,True,True
305,ミニオン：マメット・ウリエンジェ,109,234503,1,1,0,1009,6,True,True,True
306,ミニオン：マメット・アルフィノ,130,234519,1,1,0,1013,6,True,True,True
307,ミニオン：マメット・アリゼー,131,234520,1,1,0,1014,6,True,True,True
308,ミニオン：マメット・タタル,132,234526,1,1,0,1016,6,True,True,True
309,ミニオン：マメット・シド,133,234527,1,1,0,1018,6,True,True,True
310,ミニオン：こねこみみさん,0,234856,1,1,0,1208,10,True,True,True
311,ミニオン：スポンジシルキー,0,234863,1,1,0,200,10,True,True,True
312,ミニオン：チワワン,0,234848,1,1,0,430,10,True,True,True
313,ミニオン：もちもちゲイラキャット,0,234784,1,1,0,141,10,True,True,True
314,ミニオン：ナナッコ・ベアー,0,234485,1,1,0,400,10,True,True,True
315,ミニオン：黒柴,0,234733,1,1,0,411,10,True,True,True
316,ミニオン：子コアラ,0,234671,1,1,0,412,10,True,True,True
317,ミニオン：カピバラ・パップ,0,234716,1,1,0,414,10,True,True,True
318,ミニオン：フラッグ,0,234822,1,1,0,423,10,True,True,True
319,ミニオン：コーギー,0,234867,1,1,0,431,10,True,True,True
320,ミニオン：シマエナガ,0,234771,1,1,0,607,10,True,True,True
321,ミニオン：グリーングリーナー,0,234838,1,1,0,167,10,True,True,True
322,ミニオン：マメット・アルカソーダラ,444,234844,1,1,0,800,6,True,True,True
323,ミニオン：マメット・グレビュオフ,439,234839,1,1,0,704,6,True,True,True
324,ミニオン：ファインディングウェイ,472,234872,1,1,0,705,6,True,True,True
325,ミニオン：オプティマス・オミクロン,425,234825,1,1,0,1213,6,True,True,True
326,ミニオン：マメット・オメガM,344,234744,1,1,0,301,6,True,True,True
327,ミニオン：マメット・オメガF,345,234745,1,1,0,302,6,True,True,True
328,ミニオン：プチオメガ,305,234705,1,1,0,300,6,True,True,True
329,ミニオン：マメット・アルファ,304,234704,1,1,0,1077,6,True,True,True
330,ミニオン：マメット・クルル,192,234605,1,1,0,1019,6,True,True,True
331,ミニオン：マメット・ムーンブリダ,224,234624,1,1,0,1021,6,True,True,True
332,ミニオン：マメット・ヒルディ,21,234515,1,1,0,1022,6,True,True,True
333,ミニオン：マメット・ナナモ,84,234499,1,1,0,1028,6,True,True,True
334,ミニオン：マメット・オルシュファン,173,234568,1,1,0,1032,6,True,True,True
335,ミニオン：マメット・アイメリク,193,234606,1,1,0,1034,6,True,True,True
336,ミニオン：マメット・エスティニアン,228,234628,1,1,0,1036,6,True,True,True
337,ミニオン：マメット・ネロ,174,234575,1,1,0,1033,6,True,True,True
338,ミニオン：マメット・ラウバーン,71,234555,1,1,0,1026,6,True,True,True
339,ミニオン：マメット・カヌ・エ,71,234553,1,1,0,1025,6,True,True,True
340,ミニオン：マメット・メルウィブ,71,234554,1,1,0,1024,6,True,True,True
341,ミニオン：プライベート・パキポディウム,0,234873,1,1,0,124,10,True,True,True
342,ミニオン：忍犬シロマル,0,234886,1,1,0,433,10,True,True,True
343,ミニオン：忍犬クロマル,0,234890,1,1,0,434,10,True,True,True
344,ミニオン：ミニモアイ,0,234678,1,1,0,1223,10,True,True,True
345,ミニオン：マメット・アーゼマ,451,234851,1,1,0,308,6,True,True,True
346,ミニオン：マメット・ハルオーネ,474,234874,1,1,0,309,6,True,True,True
347,ミニオン：マメット・オシュオン,494,234894,1,1,0,310,6,True,True,True
348,ミニオン：グラベルゴーレム,0,234419,1,1,0,109,10,True,True,True
349,ミニオン：リトルマミー,0,234509,1,1,0,138,10,True,True,True
350,ミニオン：フェンリル・パップ,0,234582,1,1,0,152,10,True,True,True
351,ミニオン：プチリャナンシー,0,234761,1,1,0,161,10,True,True,True
352,ミニオン：ドワーフラビット,0,234609,1,1,0,406,10,True,True,True
353,ミニオン：ミーアキャット,0,234756,1,1,0,420,10,True,True,True
354,ミニオン：アサシンフライ,0,234510,1,1,0,500,10,True,True,True
355,ミニオン：オウレット,0,234530,1,1,0,601,10,True,True,True
356,ミニオン：ハンティング・ホーク,0,234562,1,1,0,603,10,True,True,True
357,ミニオン：青足のカツォ,0,234853,1,1,0,609,10,True,True,True
358,ミニオン：ニュー・ヤ・シュトラ,177,234596,1,1,0,1001,6,True,True,True
359,ミニオン：ニュー・サンクレッド,217,234617,1,1,0,1005,6,True,True,True
360,ミニオン：マメット・ルイゾワ,118,234512,1,1,0,1011,6,True,True,True
361,ミニオン：ニュー・アリゼー,218,234618,1,1,0,1015,6,True,True,True
362,ミニオン：マメット・ゴッドベルト,476,234876,1,1,0,1023,6,True,True,True
363,ミニオン：マメット・イゼル,145,234538,1,1,0,1029,6,True,True,True
364,ミニオン：マメット・ユウギリ,150,234543,1,1,0,1030,6,True,True,True
365,ミニオン：マメット・エッダ,219,234619,1,1,0,1035,6,True,True,True
366,ミニオン：マメット・シロ,298,234698,1,1,0,1041,6,True,True,True
367,ミニオン：マメット・グ・ラハ,306,234706,1,1,0,1048,6,True,True,True
368,ミニオン：ミドガルズオルム,119,234518,1,1,0,1073,6,True,True,True
369,ミニオン：マメット・フレースヴェルグ,229,234629,1,1,0,1074,6,True,True,True
370,マスキング：グリダニア風,0,230801,1,23,0,2,10,True,True,True
371,マスキング：リムサ・ロミンサ風,0,230802,1,23,0,1,10,True,True,True
372,マスキング：ウルダハ風,0,230803,1,23,0,3,10,True,True,True
373,マスキング：イシュガルド風,0,230804,1,23,0,4,10,True,True,True
374,マスキング：アラミゴ風,0,230805,1,23,0,5,10,True,True,True
375,マスキング：クガネ風,0,230806,1,23,0,6,10,True,True,True
376,マスキング：ドマ風,0,230807,1,23,0,7,10,True,True,True
377,マスキング：クリスタリウム風,0,230808,1,23,0,8,10,True,True,True
378,マスキング：ユールモア風,0,230809,1,23,0,9,10,True,True,True
379,マスキング：ボズヤ風,0,230810,1,23,0,10,10,True,True,True
380,マスキング：ガレマール風,70000,230811,1,23,0,13,1,True,True,True
381,マスキング：シャーレアン風,70000,230812,1,23,0,11,1,True,True,True
382,マスキング：ラザハン風,70000,230813,1,23,0,12,1,True,True,True
383,マスキング：トライヨラ風,70495,230814,1,23,0,14,1,True,True,True
384,マスキング：アレクサンドリア風,70495,230815,1,23,0,15,1,True,True,True
385,,0,0,0,0,0,0,0,False,False,False
386,,0,0,0,0,0,0,0,False,False,False
387,,0,0,0,0,0,0,0,False,False,False
388,,0,0,0,0,0,0,0,False,False,False
389,,0,0,0,0,0,0,0,False,False,False
390,,0,0,0,0,0,0,0,False,False,False
391,,0,0,0,0,0,0,0,False,False,False
392,,0,0,0,0,0,0,0,False,False,False
393,,0,0,0,0,0,0,0,False,False,False
394,,0,0,0,0,0,0,0,False,False,False
395,,0,0,0,0,0,0,0,False,False,False
396,,0,0,0,0,0,0,0,False,False,False
397,,0,0,0,0,0,0,0,False,False,False
398,,0,0,0,0,0,0,0,False,False,False
399,,0,0,0,0,0,0,0,False,False,False
400,薬品：ポーション,0,230523,1,18,0,1,10,True,True,True
401,薬品：ハイポーション,0,230524,1,18,0,2,10,True,True,True
402,薬品：メガポーション,0,230525,1,18,0,3,10,True,True,True
403,薬品：スーパーポーション,0,230526,1,18,0,4,10,True,True,True
404,薬品：エーテル,0,230527,1,18,0,5,10,True,True,True
405,薬品：ハイエーテル,0,230528,1,18,0,6,10,True,True,True
406,薬品：メガエーテル,0,230529,1,18,0,7,10,True,True,True
407,薬品：スーパーエーテル,0,230530,1,18,0,8,10,True,True,True
408,薬品：エリクサー,0,230531,1,18,0,9,10,True,True,True
409,薬品：幻想薬,0,230532,1,18,0,10,10,True,True,True
410,,0,0,0,0,0,0,0,False,False,False
411,,0,0,0,0,0,0,0,False,False,False
