#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
73,"ゲーム開始時のバトルクラスを「」に決定します。
ゲーム開始都市は「」です。",,,0,0,0
74,OK,,,0,0,0
75,キャンセル,,,0,0,0
76,このキャラクターはバージョン1.0からの引き継ぎキャラクターです。ログインしてゲームを始めるには、ゲーム開始時のバトルクラスを設定しますが、同時に一度だけ種族や性別を含めた外見や名前を変更できます。,,,0,0,0
77,今すぐ編集する,,,0,0,0
78,あとで編集する,,,0,0,0
79,キャラクターの再編集,,,0,0,0
80,保存した外見で新規作成,,,0,0,0
81,外見データを保存,,,0,0,0
82,保存した外見データを利用する,,,0,0,0
83,"ログインをスムーズに行うため、
キャラクター情報の表示を簡略化しています。
外見再編集や改名が必要な場合は、サブコマンド
「キャラクターの情報を取得」をお使いください。",,,0,0,0
84,"ファイナルファンタジーXIVへようこそ。
キャラクターを作成して、冒険を始めましょう。",,,0,0,0
85,OK,,,0,0,0
86,"ファイナルファンタジーXIVへようこそ。
キャラクターを選択するか、新規キャラクターを作成して、冒険を始めましょう。
現在選択中のワールドUNKNOWNにはUNKNOWNキャラクターを作成済みです。ワールドを切り替えるにはワールド選択ボタンを押してください。",,,0,0,0
87,OK,,,0,0,0
88,キャラクターの一覧を表示したいワールドを選んでください。,,,0,0,0
89,,,,0,0,0
90,,,,0,0,0
91,,,,0,0,0
92,,,,0,0,0
93,,,,0,0,0
94,,,,0,0,0
95,"「UNKNOWN」でログインします。

**現在ホームワールドとは異なるワールドでプレイ中です。
ホームワールドには、リムサ・ロミンサ／グリダニア／ウルダハの3都市のエーテライトのメニュー「他のワールドへ遊びにいく」からいつでも戻ることができます。**",,,0,0,0
96,"「UNKNOWN」でログインします。

**現在ホームワールドとは異なるデータセンターでプレイ中です。ホームワールドに戻るには、ログイン前のキャラクターのサブコマンドから「ホームワールドに戻る」を選んでください。**",,,0,0,0
97,,,,0,120,0
98,,,,0,0,0
99,"

初期パラメータ : STR UNKNOWN/DEX UNKNOWN/VIT UNKNOWN/INT UNKNOWN/MND UNKNOWN",,,0,0,0
100,? ? ?,,,0,0,0
101,RACE&GENDER,種族,,0,0,0
102,TRIBE,部族,,0,0,0
103,GENDER,性別,,0,0,0
104,LOOKS,ルックス,,0,0,0
105,BIRTHDAY,誕生日,,0,0,0
106,GUARDIAN,守護神,,0,0,0
107,CLASS,クラス,,0,0,0
108,HOME WORLD,ワールド,,0,0,0
109,NAME,名前,,0,0,0
110,Hyuran ©,,"平均的な体躯を持つエオルゼアを代表する民族。 
古代においては決して多数派ではなかったが、過去三度にわたる大移動を経て、 
エオルゼアでもっとも人口規模の大きい主要民族となった。 
その反面、同じ民族であってもルーツが多種多様であり、民族意識は極めて希薄。 
自由を是とする気風が強い。",0,0,0
111,ヒューラン,,,0,0,0
112,Elezen ©,,"長い四肢が特徴的な、痩身長躯の民族。 
かつてエオルゼアにおいて、支配的地位を占めていた先住民族であり、
非常に誇り高い。 
過去、大量流入してきたヒューランと激しく戦ったが、
相互理解の進んだ今では、 共存共栄の道を歩んでいる。 
ヒューランに比べ、やや長命であることも特徴のひとつ。",0,0,0
113,エレゼン,,,0,0,0
114,Lalafell ©,,"ずんぐりとした小柄な身体の民族。 
主要民族の中でもとりわけ身体が小さく、容姿も得てして幼く見えがちなことから、
他民族にとっては年齢を推測しにくい存在といえよう。 
南洋諸島の農耕民族を祖とする民で、交易を通じてエオルゼアに進出。
他民族との交流に積極的で、どの民族とも良好な関係を築いている。",0,0,0
115,ララフェル,,,0,0,0
116,Miqo'te ©,,"大きく張り出した耳と、しなやかな尾を有す民族。
第五霊災「大氷雪時代」に、獲物を追って氷結した海を渡ってきた
狩猟民族の末裔で、エオルゼアにおいてはマイノリティである。 
同族間では縄張り意識が働くため、都市民でも単身で暮らす者が多い。 
特に男性は他者との接触を避ける傾向が強いという。",0,0,0
117,ミコッテ,,,0,0,0
118,Roegadyn ©,,"大柄で筋骨たくましい、がっしりとした体格の民族。 
かつて北洋を荒らし回っていた海洋民の末裔であり、彼らの祖先の多くが、
ロングシップを駆りエオルゼアへと渡ってきた。 
蛮勇を競い合う風習を持つため、他民族からは野蛮だと思われがちだが、
情に厚く忠義を貫き通すことでも知られ、歴史的に偉大な武人を多く輩出してきた。",0,0,0
119,ルガディン,,,0,0,0
120,Midlanders,,"人口の多いヒューランの中でも、過半数を占める優勢な部族。 
低地に入植した者が多いため「ミッドランダー」と呼ばれるが、その出自は様々。
生業も多種多様で、エオルゼア諸都市のいずれにおいても、
彼らの姿を見ることができる。",0,0,0
121,ミッドランダー,,,0,0,0
122,Highlanders,,"高地ギラバニア地方を領地としていたヒューランの一部族。
ミッドランダー族に比べて大柄で、たくましい肉体を誇る。
城塞都市「アラミゴ」の陥落により祖国を失い、流民として
交易都市「ウルダハ」に身を寄せる者も少なくない。",0,0,0
123,ハイランダー,,,0,0,0
124,Forester,,"古くから黒衣森を中心とする森林地帯を拠点としてきた部族。 
建国に関わった都市国家「イシュガルド」や「グリダニア」に多く居住する。
秩序を好み、規律を重んじるが、他の民族からは理屈っぽく高慢だと
思われることも。",0,0,0
125,フォレスター,,,0,0,0
126,Shader,,"過去数百年間、森林地帯の薄暗い鍾乳洞を拠点としてきた部族。 
「グリダニア」建国時に主流派のフォレスター族と袂を分かち、
古来からの穴居生活を続けた者たちの末裔。
束縛を嫌い、現在も都市国家と距離を置く者が少なくない。",0,0,0
127,シェーダー,,,0,0,0
128,Plainsfolk,,"ラノシア地方など、農耕に適した平野部に進出した部族。 
農業従事者が多いが、海洋都市「リムサ・ロミンサ」を拠点に、
海運や漁業関係に従事する者も少なくない。
一般的に呑気でマイペースな者が多いとされる。",0,0,0
129,プレーンフォーク,,,0,0,0
130,Dunesfolk,,"ザナラーン地方など、荒涼とした砂漠地帯に進出した部族。
商都「ウルダハ」を築き上げた部族で、交易の民として有名。
思いつく側から行動に移す実践主義的な彼らの性向は、
商機を捉えるのに大いに役立っているようだ。",0,0,0
131,デューンフォーク,,,0,0,0
132,Seekers of the Sun,,"自らを「太陽の使人」と称する部族で、太陽神アーゼマの信徒が多い。 
エオルゼアにおける総人口は少ないが、「リムサ・ロミンサ」では一定数が
他の民族に溶け込み暮らしている。
また、サゴリー砂漠などの辺境で暮らす氏族もいるようだ。",0,0,0
133,サンシーカー,,,0,0,0
134,Keepers of the Moon,,"自らを「月の防人」と称する部族で、月神メネフィナの信徒が多い。 
黒衣森において狩猟生活を営むが、彼らを密猟者と見なす
森都「グリダニア」の民とは長年対立してきた。
しかし近年では和解が進み、都市に身を寄せる者もいる。",0,0,0
135,ムーンキーパー,,,0,0,0
136,Seewolf,,"北洋から襲来する海賊「海の狼」として恐れられた部族。 
海洋都市「リムサ・ロミンサ」の主要構成部族として、
船乗りや水兵として生きる者が多い。
古来からの慣習に則り、古ルガディン語由来の名を持つ。",0,0,0
137,ゼーヴォルフ,,,0,0,0
138,Lohengarde,,"北アバラシア山脈の山岳部に住み着いた少数部族。 
伝統的に傭兵産業に携わる者が多く、覚えやすい共通語の通名を
名乗るようになった。
今でも「ウルダハ」では、剣闘士や用心棒として働く彼らの姿が見られる。",0,0,0
139,ローエンガルデ,,,0,0,0
140,Au Ra ©,,"はるか東方のオサード小大陸にルーツを持つ民族。
硬質化した肌の一部が鱗様の美しい模様を描いているのが特徴。
また側頭部から伸びる角は、彼らの誇りであると同時に、
聴覚や空間認識を司る役割を持つ。
男性は大柄で逞しい体躯を見せる一方で、
女性は小柄でしなやかな体つきを有しており、
性差が大きいことでも知られている。",0,0,0
141,アウラ,,,0,0,0
142,Raen,,"淡く輝く白い鱗を有するアウラの一部族。
彼らの創世神話に登場する、一族の始祖「明けの父」の特徴を
色濃く受け継いだとされ、総じて静穏を好み、忍耐強い者が多い。
東州辺境の渓谷地帯を故郷とするが、近年、海路を通じて
エオルゼアに渡って来た。",0,0,0
143,アウラ・レン,,,0,0,0
144,Xaela,,"闇に煌めく黒い鱗を有するアウラの一部族。
彼らの創世神話に登場する、一族の始祖「暮れの母」の特徴を
色濃く受け継いだとされ、総じて武勇を好み、猛々しい者が多い。
流浪の民として知られ、少数の家族単位で旅から旅の移動生活を
続けるという。",0,0,0
145,アウラ・ゼラ,,,0,0,0
146,,,,0,0,0
147,,,,0,0,0
148,,,,0,0,0
149,,,,0,0,0
150,,,,0,0,0
151,,,,0,0,0
152,CUSTOM,,,0,0,0
153,カスタム,,,0,0,0
154,Halone,,,0,0,0
155,ハルオーネ,,,0,0,0
156,Menphina,,,0,0,0
157,メネフィナ,,,0,0,0
158,Thaliak,,,0,0,0
159,サリャク,,,0,0,0
160,Nymeia,,,0,0,0
161,ニメーヤ,,,0,0,0
162,Llymlaen,,,0,0,0
163,リムレーン,,,0,0,0
164,Oschon,,,0,0,0
165,オシュオン,,,0,0,0
166,Byregot,,,0,0,0
167,ビエルゴ,,,0,0,0
168,Rhalgr,,,0,0,0
169,ラールガー,,,0,0,0
170,Azeyma,,,0,0,0
171,アーゼマ,,,0,0,0
172,Nald‘thal,,,0,0,0
173,ナルザル,,,0,0,0
174,Nophica,,,0,0,0
175,ノフィカ,,,0,0,0
176,Althyk,,,0,0,0
177,アルジク,,,0,0,0
178,Gladiator,剣術士,"剣術士（けんじゅつし）。
諸刃の直剣から片刃の曲刀まで、幅広い種類の「片手剣」を主武器とするファイター。
「魅せる戦い」が求められる剣闘士たちの技を源流とするため、盾で巧みに攻撃を防ぎ、
流れるような剣さばきで敵を切り刻む防御主体の剣術が発達。 
集団戦においては切り込み役として真っ先に攻めかかると同時に、
敵を曳きつけ味方を守る文字通りの「盾」となる。

剣術士を初期クラスとするジョブ ： ナイト
ゲーム開始都市 ： ウルダハ",0,230904,0
179,,,,0,0,0
180,Pugilist,格闘士,"格闘士（かくとうし）。
伝統的な護身術を修得したファイター。 
鍛え抜かれた拳はすでに武器を帯びているに等しいが、手の延長上に
「格闘武器」を装着することによって、その破壊力はさらに倍加される。
肉体の動きを阻む甲冑を嫌い軽装を好む彼らは、一見すると無防備にも見えるが、
その素早い身のこなしで打撃を重ね、確実に敵を追い込んでいく。

格闘士を初期クラスとするジョブ ： モンク
ゲーム開始都市 ： ウルダハ",0,230905,0
181,,,,0,0,0
182,Marauder,斧術士,"斧術士（ふじゅつし）。
海賊が敵船破壊や強襲上陸で用いる「両手斧」を主武器とするファイター。 
伝統的な海賊武器という印象が強いが、都市間の戦争や強大な魔物の討伐戦で
大暴れし、英雄として武名を残した斧術士も少なくない。
鍛え上げた肉体で、巨大な戦斧を力任せに振り回す豪快な戦闘スタイルは圧巻。
敵陣の只中で、悠然と踏みとどまる度胸こそが最大の武器となるだろう。

斧術士を初期クラスとするジョブ ： 戦士
ゲーム開始都市 ： リムサ・ロミンサ",0,230906,0
183,,,,0,0,0
184,Lancer,槍術士,"槍術士（そうじゅつし）。
狩猟用の槍や銛から発展した「両手槍」を主武器とするファイター。 
強盛を誇ったアラミゴのパイク兵の影響で、かつては柄の長さを競う風潮があったが、
現在は多様な形式の槍が混在している。
長柄の得物を思いのままに操るのは、決して簡単ではない。しかし、ひとたび
その技を学びとれば、吹き荒れる嵐の如く次々と戦技を繰り出すことができるだろう。

槍術士を初期クラスとするジョブ ： 竜騎士
ゲーム開始都市 ： グリダニア",0,230907,0
185,,,,0,0,0
186,Archer,弓術士,"弓術士（きゅうじゅつし）。
遠距離からの狙撃や曲射を旨とする「弓」を主武器とするファイター。 
エオルゼアでは、エレゼン族の弓兵が得意とした長弓術と
ミコッテ族の猟人伝統の短弓術とが普及している。
それぞれ異なる弓の特性を理解し、射掛けるのに有利なポジションを選ぶことが、
良き弓術士に至る第一歩となるだろう。
熟練の弓術士ともなれば、雨の如く矢を降らせる妙技を放つとも言われている。

弓術士を初期クラスとするジョブ ： 吟遊詩人
ゲーム開始都市 ： グリダニア",0,230908,0
187,,,,0,0,0
188,Conjurer,幻術士,"幻術士（げんじゅつし）。
幻術と呼ばれる、属性の影響が強い魔法を操るソーサラー。
己の周囲に満ちる万物を観想し、土、風、水の属性元素を見出すことができる。 
自然物から作り出された杖状の魔器「幻具」を携帯しており、
それを依代として己のエーテルと周囲の元素を魔法に変換する。
回復や強化といった肉体に働きかける魔法にも長けるため、
高位の幻術士は癒し手としても一流の腕を持つ。

幻術士を初期クラスとするジョブ ： 白魔道士
ゲーム開始都市 ： グリダニア",0,230909,0
189,,,,0,0,0
190,Thaumaturge,呪術士,"呪術士（じゅじゅつし）。
呪術と呼ばれる、破壊的性格の強い魔法を操るソーサラー。
己の本性を内観することで、心の内に秘める力を操ることができる。
念珠を嵌め込んだ笏状の魔器「呪具」を携帯しており、それを注力点として
己のエーテルを魔法に変換する。
彼らが操る呪いと破壊の魔法は、時に剣よりも鋭く敵を傷つけ、
致命傷を与えるだろう。

呪術士を初期クラスとするジョブ ： 黒魔道士
ゲーム開始都市 ： ウルダハ",0,230910,0
191,,,,0,0,0
192,Arcanist,巴術士,"巴術士（はじゅつし）。
巴術と呼ばれる秘術を用い、使い魔を操るソーサラー。
南洋渡来の算術を源流とし、独特の幾何学模様「魔紋」で精神力を制御する。
数々の魔紋が描かれた魔器「魔道書」を携行しており、
これに己のエーテルを奔らせ魔法に変換する。
また、宝珠の神秘を解き明かした魔紋を用いることで、
使い魔「カーバンクル」を生み出し、使役するという。

巴術士を初期クラスとするジョブ ： 召喚士・学者(ヒーラー)
ゲーム開始都市 ： リムサ・ロミンサ",0,230929,0
193,,,,0,0,0
194,,,,0,0,0
195,,,,0,0,0
196,,,,0,0,0
197,,,,0,0,0
198,,,,0,0,0
199,,,,0,0,0
200,プリセット,,,0,0,0
201,身長,,,0,0,0
202,肌の色,,,0,0,0
203,声のタイプ,,,0,0,0
204,体格,,,0,0,0
205,,,,0,0,0
206,,,,0,0,0
207,体格,,,0,0,0
208,,,,0,0,0
209,胸囲,,,0,0,0
210,耳の大きさ,,,0,0,0
211,耳の形,,,0,0,0
212,,,,0,0,0
213,耳の大きさ,,,0,0,0
214,耳の形,,,0,0,0
215,胸囲,,,0,0,0
216,耳の大きさ,,,0,0,0
217,耳の形,,,0,0,0
218,,,,0,0,0
219,耳の大きさ,,,0,0,0
220,耳の形,,,0,0,0
221,胸囲,,,0,0,0
222,尾の長さ,,,0,0,0
223,尾の形,,,0,0,0
224,,,,0,0,0
225,尾の長さ,,,0,0,0
226,尾の形,,,0,0,0
227,胸囲,,,0,0,0
228,体格,,,0,0,0
229,,,,0,0,0
230,,,,0,0,0
231,体格,,,0,0,0
232,,,,0,0,0
233,胸囲,,,0,0,0
234,髪型,,,0,0,0
235,髪の特徴,,,0,0,0
236,髪の色,,,0,0,0
237,メッシュの色,,,0,0,0
238,顔のタイプ,,,0,0,0
239,髭や傷あと,,,0,0,0
240,髭や傷あとの色,,,0,0,0
241,顔の輪郭,,,0,0,0
242,眉,,,0,0,0
243,目,,,0,0,0
244,瞳の大きさ,,,0,0,0
245,瞳の色,,,0,0,0
246,鼻の形,,,0,0,0
247,口の形,,,0,0,0
248,唇の色,,,0,0,0
249,フェイスペイント,,,0,0,0
250,ペイントの色,,,0,0,0
251,OK,,,0,0,0
252,顔のタイプ,,,0,0,0
253,尾の長さ,,,0,0,0
254,尾の形,,,0,0,0
255,,,,0,0,0
256,尾の長さ,,,0,0,0
257,尾の形,,,0,0,0
258,胸囲,,,0,0,0
259,,,,0,0,0
260,,,,0,0,0
261,,,,0,0,0
262,,,,0,0,0
263,,,,0,0,0
264,,,,0,0,0
265,低い,,,0,0,0
266,やや低い,,,0,0,0
267,標準,,,0,0,0
268,やや高い,,,0,0,0
269,高い,,,0,0,0
270,およそ UNKNOWN.UNKNOWN cm,,,0,0,0
271,,,,0,0,0
272,,,,0,0,0
273,,,,0,0,0
274,,,,0,0,0
275,タイプ1,,,0,0,0
276,タイプ2,,,0,0,0
277,タイプ3,,,0,0,0
278,タイプ4,,,0,0,0
279,タイプ5,,,0,0,0
280,タイプ6,,,0,0,0
281,タイプ7,,,0,0,0
282,タイプ8,,,0,0,0
283,タイプ9,,,0,0,0
284,タイプ10,,,0,0,0
285,タイプ11,,,0,0,0
286,タイプ12,,,0,0,0
287,,,,0,0,0
288,,,,0,0,0
289,,,,0,0,0
290,細い,,,0,0,0
291,やや細い,,,0,0,0
292,標準,,,0,0,0
293,やや強靱,,,0,0,0
294,強靱,,,0,0,0
295,,,,0,0,0
296,,,,0,0,0
297,,,,0,0,0
298,,,,0,0,0
299,,,,0,0,0
300,,,,0,0,0
301,,,,0,0,0
302,,,,0,0,0
303,,,,0,0,0
304,,,,0,0,0
305,細い,,,0,0,0
306,やや細い,,,0,0,0
307,標準,,,0,0,0
308,やや強靱,,,0,0,0
309,強靱,,,0,0,0
310,,,,0,0,0
311,,,,0,0,0
312,,,,0,0,0
313,,,,0,0,0
314,,,,0,0,0
315,小さめ,,,0,0,0
316,やや小さめ,,,0,0,0
317,標準,,,0,0,0
318,やや大きめ,,,0,0,0
319,大きめ,,,0,0,0
320,短め,,,0,0,0
321,やや短め,,,0,0,0
322,標準,,,0,0,0
323,やや長め,,,0,0,0
324,長め,,,0,0,0
325,タイプ1,,,0,0,0
326,タイプ2,,,0,0,0
327,タイプ3,,,0,0,0
328,タイプ4,,,0,0,0
329,,,,0,0,0
330,,,,0,0,0
331,,,,0,0,0
332,,,,0,0,0
333,,,,0,0,0
334,,,,0,0,0
335,短め,,,0,0,0
336,やや短め,,,0,0,0
337,標準,,,0,0,0
338,やや長め,,,0,0,0
339,長め,,,0,0,0
340,タイプ1,,,0,0,0
341,タイプ2,,,0,0,0
342,タイプ3,,,0,0,0
343,タイプ4,,,0,0,0
344,,,,0,0,0
345,小さめ,,,0,0,0
346,やや小さめ,,,0,0,0
347,標準,,,0,0,0
348,やや大きめ,,,0,0,0
349,大きめ,,,0,0,0
350,短め,,,0,0,0
351,やや短め,,,0,0,0
352,標準,,,0,0,0
353,やや長め,,,0,0,0
354,長め,,,0,0,0
355,タイプ1,,,0,0,0
356,タイプ2,,,0,0,0
357,タイプ3,,,0,0,0
358,タイプ4,,,0,0,0
359,,,,0,0,0
360,,,,0,0,0
361,,,,0,0,0
362,,,,0,0,0
363,,,,0,0,0
364,,,,0,0,0
365,短め,,,0,0,0
366,やや短め,,,0,0,0
367,標準,,,0,0,0
368,やや長め,,,0,0,0
369,長め,,,0,0,0
370,タイプ1,,,0,0,0
371,タイプ2,,,0,0,0
372,タイプ3,,,0,0,0
373,タイプ4,,,0,0,0
374,,,,0,0,0
375,小さめ,,,0,0,0
376,やや小さめ,,,0,0,0
377,標準,,,0,0,0
378,やや大きめ,,,0,0,0
379,大きめ,,,0,0,0
380,短め,,,0,0,0
381,やや短め,,,0,0,0
382,標準,,,0,0,0
383,やや長め,,,0,0,0
384,長め,,,0,0,0
385,タイプ1,,,0,0,0
386,タイプ2,,,0,0,0
387,タイプ3,,,0,0,0
388,タイプ4,,,0,0,0
389,,,,0,0,0
390,,,,0,0,0
391,,,,0,0,0
392,,,,0,0,0
393,,,,0,0,0
394,,,,0,0,0
395,短め,,,0,0,0
396,やや短め,,,0,0,0
397,標準,,,0,0,0
398,やや長め,,,0,0,0
399,長め,,,0,0,0
400,タイプ1,,,0,0,0
401,タイプ2,,,0,0,0
402,タイプ3,,,0,0,0
403,タイプ4,,,0,0,0
404,,,,0,0,0
405,小さめ,,,0,0,0
406,やや小さめ,,,0,0,0
407,標準,,,0,0,0
408,やや大きめ,,,0,0,0
409,大きめ,,,0,0,0
410,細い,,,0,0,0
411,やや細い,,,0,0,0
412,標準,,,0,0,0
413,やや強靱,,,0,0,0
414,強靱,,,0,0,0
415,,,,0,0,0
416,,,,0,0,0
417,,,,0,0,0
418,,,,0,0,0
419,,,,0,0,0
420,,,,0,0,0
421,,,,0,0,0
422,,,,0,0,0
423,,,,0,0,0
424,,,,0,0,0
425,細い,,,0,0,0
426,やや細い,,,0,0,0
427,標準,,,0,0,0
428,やや強靱,,,0,0,0
429,強靱,,,0,0,0
430,,,,0,0,0
431,,,,0,0,0
432,,,,0,0,0
433,,,,0,0,0
434,,,,0,0,0
435,小さめ,,,0,0,0
436,やや小さめ,,,0,0,0
437,標準,,,0,0,0
438,やや大きめ,,,0,0,0
439,大きめ,,,0,0,0
440,,,,0,0,0
441,,,,0,0,0
442,,,,0,0,0
443,,,,0,0,0
444,,,,0,0,0
445,DISCIPLES OF WAR,,,0,0,0
446,ファイター,,,0,0,0
447,DISCIPLES OF MAGIC,,,0,0,0
448,ソーサラー,,,0,0,0
449,,,,0,1200,0
450,,,,0,0,0
451,,,,0,0,0
452,,,,0,1210,0
453,,,,0,36020,0
454,,,,0,1420,0
455,,,,0,36015,0
456,,,,0,930,0
457,,,,0,38130,0
458,Hrothgar ©,,"イルサバード大陸に由来する民族。
発達した筋肉に鋭い爪や牙を持ち、その顔付きは獅子や豹を思わせる。
その容姿ゆえ古代においては野蛮な民と見られ、他種族との争いが絶えなかったが、
共通語が浸透するにつれ相互理解が進み、次第に交流が増えていった。
なお、男女の出生比率に極端な偏りがあり、女性を見かけることはほとんどない。",0,0,0
459,ロスガル,,,0,0,0
460,Viera ©,,"オサード小大陸の少数民族で、その名は「森の民」を意味する。
古来より、森の奥深くで独自の共同体を築いて暮らしてきた歴史を持ち、
近年まで他種族の生活圏に姿を現すことさえ少なかった。
特に成人男性は単独での放浪生活を送るしきたりのため、目撃例すら稀である。
なお、外見はヒューランやエレゼンに近しいが、耳が大きく発達しているのが特徴的。",0,0,0
461,ヴィエラ,,,0,0,0
462,Helions,,"暖色の毛並みを有するロスガルの部族。
イルサバード大陸南部のボズヤ地方にて、女王を中心に暮らしていた。
彼ら自身の言葉では部族を表す語は存在していなかったが、
ひとりの女性指導者を中心に、多くの男性が行動する社会構造を、
太陽を中心に巡る彗星に喩え、共通語では「ヘリオン」と呼ぶ。",0,0,0
463,ヘリオン,,,0,0,0
464,The Lost,,"寒色の毛並みを有するロスガルの部族。
遠い過去に定住生活を捨て、移動生活を送るようになった人々。
力仕事を担う季節労働者、荒事を請け負う傭兵、あるいは行商など、
その時々で生業を変え、自由気ままに暮らしている。
こうした生き様を、太陽を離れた彗星に喩えて「ロスト」と呼ぶ。",0,0,0
465,ロスト,,,0,0,0
466,Rava,,"森の暗がりに溶け込む褐色の肌を有するヴィエラの部族。
自らを聖地たるゴルモア大密林を守る「森の護人」と定め、
許可なく立ち入る者には、容赦なく槍と矢を以て応じる。
旧ダルマスカ王国の支配下にあっても、自治権を認められ、
旧来の暮らしを保っていたが、外界へと進出した者もいたようだ。",0,0,0
467,ラヴァ・ヴィエラ,,,0,0,0
468,Veena,,"山を彩る冠雪のような白色の肌を有するヴィエラの部族。
スカテイ山脈南側の山腹周辺を根拠地として、
外界との接触を絶ち、今も古くからの狩猟採集生活を続けている。
そんな古来からの生活を捨て、山を下りた者もおり、
戦乱の余波を受けて、一部がエオルゼアへと旅立ったという。",0,0,0
469,ヴィナ・ヴィエラ,,,0,0,0
470,,,,0,0,0
471,"氷河と戦争を司る女神にして、都市国家イシュガルドの守護神、ハルオーネ。
氷属の神力を有し、星一月の運行を務める。
通説では壊神ラールガーの娘であり、地神ノフィカの仇敵と解釈される。
青銅の大盾を持つ勝気な戦士の姿で描かれ、数槍を象徴として表されることが多い。",,,0,0,0
