#,SnipeData[0].DataEventNPC,SnipeData[0].Unknown0,SnipeData[0].Unknown1,SnipeData[0].Unknown2,SnipeData[0].Unknown3,SnipeData[0].Unknown4,SnipeData[0].Unknown5,SnipeData[1].DataEventNPC,SnipeData[1].Unknown0,SnipeData[1].Unknown1,SnipeData[1].Unknown2,SnipeData[1].Unknown3,SnipeData[1].Unknown4,SnipeData[1].Unknown5,SnipeData[2].DataEventNPC,SnipeData[2].Unknown0,SnipeData[2].Unknown1,SnipeData[2].Unknown2,SnipeData[2].Unknown3,SnipeData[2].Unknown4,SnipeData[2].Unknown5,SnipeData[3].DataEventNPC,SnipeData[3].Unknown0,SnipeData[3].Unknown1,SnipeData[3].Unknown2,SnipeData[3].Unknown3,SnipeData[3].Unknown4,SnipeData[3].Unknown5,SnipeData[4].DataEventNPC,SnipeData[4].Unknown0,SnipeData[4].Unknown1,SnipeData[4].Unknown2,SnipeData[4].Unknown3,SnipeData[4].Unknown4,SnipeData[4].Unknown5,SnipeData[5].DataEventNPC,SnipeData[5].Unknown0,SnipeData[5].Unknown1,SnipeData[5].Unknown2,SnipeData[5].Unknown3,SnipeData[5].Unknown4,SnipeData[5].Unknown5,SnipeData[6].DataEventNPC,SnipeData[6].Unknown0,SnipeData[6].Unknown1,SnipeData[6].Unknown2,SnipeData[6].Unknown3,SnipeData[6].Unknown4,SnipeData[6].Unknown5,SnipeData[7].DataEventNPC,SnipeData[7].Unknown0,SnipeData[7].Unknown1,SnipeData[7].Unknown2,SnipeData[7].Unknown3,SnipeData[7].Unknown4,SnipeData[7].Unknown5,EventNPC[0],EventNPC[1],EventNPC[2],EventNPC[3],EventNPC[4],EventNPC[5],EventNPC[6],EventNPC[7],Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Objective0,Hint0,Objective1,Hint1,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,ActionText,Unknown19,Unknown20,VFXFire,VFXHit,VFXMiss,VFXAdditional,LGBTargetMarker,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32
11,6949952,27,0,0,3600,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,烈士を監視しろ！,"裏切り者だという
疑惑のある烈士を見つけ、
怪しい動きがないか監視しろ",,烈士を監視する,,,,,,,,監視する,15,15,ev_snipe_clic0f,,,,7021040,0,9500,0,0,8,7,15,23,0,20,False,False
12,6949953,27,0,0,2200,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,烈士を監視しろ！,"裏切り者だという
疑惑のある烈士を見つけ、
怪しい動きがないか監視しろ",,烈士を監視する,,,,,,,,監視する,15,15,ev_snipe_clic0f,,,,7021041,0,7700,0,0,8,11,19,30,0,20,False,False
13,6949954,27,0,0,2200,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,6949955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,烈士を監視しろ！,"裏切り者だという
疑惑のある烈士を見つけ、
怪しい動きがないか監視しろ",,烈士を監視する,,,,,,,,監視する,15,15,ev_snipe_clic0f,,,,7021042,0,3020,0,0,20,30,62,39,0,20,False,False
14,6875122,28,0,0,2000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,羊を眠らせろ！,"群れから逃げた迷える子羊
怯える羊を捕まえるため
吹き矢を当てて眠らせろ",,迷える子羊に吹き矢を当てる,,,,,,,,吹き矢を放つ,35,26,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,7021043,0,5800,0,0,4,4,15,7,1,20,False,False
15,7022106,29,0,0,2000,0,1,7022108,29,0,0,2000,0,1,7022109,29,0,0,2000,0,1,7022110,29,0,0,2000,0,1,7022111,30,0,0,20000,0,0,7022112,30,0,0,20000,0,0,7022113,30,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,見ていたものを確認しろ！,"ゲゲルジュが何を見ていたのか
調べる必要がありそうだ
見ていたものを探し、確認しろ",失敗条件：目標以外を確認する,見ていたものを確認する,,,,,,,,確認する,15,15,ev_snipe_clic0f,,,,7022105,0,7700,0,0,4,5,13,3,0,20,False,False
16,7083176,31,0,0,10000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,魅力的なシマエイに恋水泡を当てろ！,"若いシマエイは
魅力的なシマエイを誘いたい
恋水泡を当てて振り向かせろ",,魅力的なシマエイに恋水泡を当てる,,,,,,,,恋水泡を当てる,15,15,ev_snipe1cf,ev_snipe_hit0f,ev_snipe_mis0f,,7083179,0,9000,0,0,15,15,15,15,2,20,False,False
17,7108347,32,0,0,1500,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,7089197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,タラシナを観察し弱点を発見しろ！,"魔物との戦い方を伝えるため
タラシナを隅々まで観察し
弱点を発見しろ",,タラシナの弱点を観察する,,,,,,,,観察する,20,14,ev_snipe_clic0f,,,,7089186,0,2800,0,0,4,2,8,13,0,20,False,False
18,7109884,33,0,0,1500,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,7089198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,フォーバッドを観察し弱点を発見しろ！,"魔物との戦い方を伝えるため
フォーバッドを隅々まで観察し
弱点を発見しろ",,フォーバッドの弱点を観察する,,,,,,,,観察する,20,14,ev_snipe_clic0f,,,,7089199,0,2900,0,0,5,1,7,9,0,20,False,False
19,7107674,34,0,0,2500,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,変わり者のナマズオを確認しろ！,"変わり者のナマズオの
動向を見張りたい
変わり者のナマズオを確認しろ",,変わり者のナマズオを確認する,,,,,,,,確認する,35,26,ev_snipe_clic0f,,,,7107673,0,7000,0,0,6,8,4,30,0,20,False,False
20,7107680,34,0,0,2500,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,変わり者のナマズオを確認しろ！,"変わり者のナマズオの
動向を見張りたい
変わり者のナマズオを確認しろ",,変わり者のナマズオを確認する,,,,,,,,確認する,35,26,ev_snipe_clic0f,,,,7107679,0,8200,0,0,6,8,10,3,0,20,False,False
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
22,7238920,35,0,0,20000,0,1,7238921,35,0,0,20000,0,1,7238923,35,0,0,20000,0,1,7247105,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,凶暴化したダラを駆除しろ！,"凶暴化したダラが
野営地を襲おうとしている
鉱石へ到達する前にすべて砲撃しろ",失敗条件：凶暴化したダラが鉱石に到達する,凶暴化したダラを砲撃する,,,,,,,,砲撃する,35,35,ev_snipe2cf,ev_snipe2_hit0f,ev_snipe2_hit0f,ev_snipe2_mis0f,7241979,0,300,0,0,17,7,24,22,2,20,False,True
23,7359005,37,0,0,6000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,バッガモナンを捜索しよう,"リドルアナ大灯台のどこかに
バッガモナンがいるはずだ
彼を探し、確認しろ",,バッガモナンを確認する,,,,,,,,確認する,24,20,ev_snipe_clic0f,,,,7352833,0,2000,0,0,3,29,18,118,0,20,False,False
24,7400606,38,0,0,20000,0,1,7400611,39,0,0,20000,0,0,7516452,41,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,的に矢を当てろ！,"伝統の弓射を再現する
祭儀弓で矢を放ち
ギョシンが持つ的に当てろ",失敗条件：ギョシンに当てる,的に矢を当てる,,,,,,,,矢を放つ,35,35,ev_snipe3cf,ev_snipe_hit0f,ev_snipe_hit0f,ev_snipe_hit0f,7400603,0,900,0,0,16,5,15,15,1,7,False,False
25,7453963,40,0,0,6000,0,1,7453964,40,0,0,6000,0,1,7453965,40,0,0,6000,0,1,7453966,40,0,0,6000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,的に矢を当てろ！,"伝統の弓射を再現する
祭儀弓で矢を放ち
ナマズオが持つ的に当てろ",,的に矢を当てる,,,,,,,,矢を放つ,35,35,ev_snipe3cf,ev_snipe_hit0f,ev_snipe_mis0f,,7453945,0,500,0,1,18,5,25,25,1,7,False,False
26,8010875,66,0,0,20000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,スワインに吹き矢を当てろ！,"武具素材に最適なスワインの牙
立派な牙のスワインを探し
吹き矢を当てて麻痺させろ",,スワインに矢を当てる,,,,,,,,矢を放つ,35,35,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,7941310,0,4000,0,0,16,50,50,60,0,20,False,False
27,7964369,42,0,0,20000,0,1,7964370,43,0,0,20000,0,1,7964371,44,0,0,20000,0,1,7964372,45,0,0,20000,0,1,7964344,46,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,商品を確認しろ！,"ローンロンの蠢く食料品店に
いくつかの商品が並んでいる
すべての商品を確認しろ",,商品を確認する,,,,,,,,確認する,35,35,ev_snipe_clic0f,,,,7964390,0,0,0,0,15,10,30,30,0,7,False,False
28,7964427,47,0,0,900,0,1,7964431,48,0,0,20000,0,0,7964432,49,0,0,20000,0,0,7964433,50,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,石板を探せ！,"ヤ・シュトラへの手土産が
この教会内に隠されているらしい
古びた石板を探し出せ",,石板を確認する,,,,,,,,確認する,35,26,ev_snipe_clic0f,,,,7964462,0,1000,0,1,15,5,45,45,0,7,False,False
29,7964480,51,0,0,20000,0,1,7964482,52,0,0,20000,0,1,7964486,53,0,0,20000,0,1,7964487,54,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,壁画を観察しろ！,"ヤ・シュトラから古びた壁画の
観察を頼まれた
すべての壁画を観察しろ",,壁画を観察する,,,,,,,,観察する,35,26,ev_snipe_clic0f,,,,7964494,0,1000,0,0,18,2,70,85,0,20,False,False
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
32,7981478,65,0,0,5000,0,1,7981479,67,0,0,5000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,青髪のミステル族を探せ！,"濃い青髪を短く刈ったミステル族が
農作物を横取りしたようだ
該当者を探し出せ",,青髪のミステル族を確認する,,,,,,,,確認する,35,26,ev_snipe_clic0f,,,,7981474,0,10200,0,0,5,5,16,16,0,7,False,False
33,7981482,68,0,0,3000,0,1,7981483,69,0,0,3000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正体不明の人影を探せ！,"謎の村からやってきた人物が
こちらの様子を窺っているらしい
正体不明の人影を探し、確認しろ",,正体不明の人影を確認する,,,,,,,,確認する,35,26,ev_snipe_clic0f,,,,7981481,0,6500,0,0,12,12,16,16,0,7,False,False
34,7981491,70,0,0,4000,0,1,7981429,62,0,0,3000,0,0,7981433,63,0,0,3000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,被り物の異なるドワーフを撃て！,"トルだせ大作戦の練習だ
トルー一家の兜と異なる
被り物をしたドワーフを撃て",,被り物の異なるドワーフを撃つ,,,,,,,,スリングショットを撃つ,35,26,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,7981428,0,1000,0,0,5,40,25,25,1,20,False,False
35,7981430,59,0,0,4000,0,1,7981431,60,0,0,4000,0,0,7981432,61,0,0,4000,0,0,7981429,74,0,0,3000,0,0,7981433,75,0,0,3000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,被り物の異なるドワーフを撃て！,"トルだせ大作戦の本番だ
トルー一家の兜と異なる
被り物をしたドワーフを撃て",失敗条件：トルー一家と同じ兜のドワーフを撃つ,被り物の異なるドワーフを撃つ,,,,,,,,スリングショットを撃つ,35,26,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,7981428,0,1000,0,0,5,40,25,25,1,20,False,False
36,8035302,71,0,0,12800,0,1,8035305,73,0,0,3000,0,0,8035306,72,0,0,4000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,建物の特徴を確認しろ！,"オンドの潮溜まりを形成する
建物について調べたい
特徴と思しき箇所を確認しろ",,特徴的な外観を確認する,,,,,,,,確認する,35,26,ev_snipe_clic0f,,,,8035299,0,9200,0,0,32,3,15,13,0,7,False,False
37,7981756,64,0,0,6000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,7981751,7981752,7981753,7981755,8052961,8052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ピクシーの数を確認しろ！,"望遠鏡を使った遊びに
付き合うことになった
ピクシーを探し、その数を確認しろ",,ピクシーの数を確認する,,,,,,,,確認する,24,20,ev_snipe_clic0f,,,,7949226,30,2600,0,0,10,3,30,30,0,20,False,False
38,8049677,76,0,0,20000,0,1,8049678,76,0,0,20000,0,1,8049679,76,0,0,20000,0,1,8049697,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,グラームを討伐しろ！,"解呪の魔具を放ち
番兵に近づく
グラームを討伐しろ",失敗条件：グラームが番兵に接近する,グラームを討伐する,,,,,,,,解呪の魔具を放つ,35,35,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,8049671,0,500,0,0,17,20,70,70,2,20,False,True
39,8225506,77,0,0,20000,0,1,8225509,78,0,0,20000,0,0,8225510,0,0,0,20000,0,0,8225511,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,チャイ・ヌズに合図を送れ！,"タロースに気づかれないタイミングを見計らい
チャイ・ヌズに向けて合図を送れ",失敗条件：チャイ・ヌズがタロースに見つかる,チャイ・ヌズに合図を送る,,,,,,,,合図を送る,35,35,ev_snipe_clic0f,,,,8225532,0,0,0,0,9,9,22,6,0,20,False,False
