#,Name,Category,Unknown0,Description,DutyType,Unknown1,Image,Unknown2,Unknown3,Unknown6,ItemLevelRequired,ItemLevelSync,RewardTomeA,RewardTomeB,RewardTomeC,Unknown5,InstanceContent,RequiredExVersion,OpenRule,RequiredLevel,SyncedFromLevel,ContentRouletteRoleBonus,SortKey,ClassJobCategory,ContentMemberType,Unknown9,QueueMaxPlayers,ContentType,Unknown12,TimeLimit,TimeLimitMax,LootModeType,Unknown15,PenaltyTimestampArrayIndex,CompletionArrayIndex,IsGoldSaucer,IsInDutyFinder,IsPvP,AppliesHighestAverageDutyItemLevel,Unknown18,AllowConsumableItems,AllowPhoenixDown,AllowReplacement,RatedMatch,Rated,Unknown22,Unknown23,Unknown24,IsRegistrationAllowedFromAnyDataCenter
17,コンテンツルーレット：ノーマルレイド,ノーマルレイド,,"「コンテンツルーレット：ノーマルレイド」では、現在参加することのできる8人用ノーマルレイドの中から参加先がランダムに決定されます。さらに、個別にコンテンツを選択して参加したときよりも、大幅にプラスされたコンプリート報酬を得ることができます。

※「コンテンツルーレット：ノーマルレイド」の経験値とギルのボーナス値は、参加するクラス・ジョブのレベルによって決定され、参加先コンテンツの道中で得られる経験値、ギルとの差額を報酬として得られます。
※「コンテンツルーレット」の報酬は1日1回のみ入手でき、取得状況は午前0時にリセットされます。
※不足ロールボーナスは、コンテンツ申請時の不足ロールに対して適用されます。
※規定人数で参加した場合、不足ロールボーナスを得ることはできません。",対応コンテンツ：ノーマルレイド,0,112294,0,0,0,170,0,80,60,20,0,0,1,1,60,60,10,9,142,3,0,0,1,0,90,0,2,0,0,10,False,True,False,False,True,True,False,True,False,False,False,False,True,True
18,チョコボレース：サゴリーロード,サゴリーロード,,"走ることに特化したチョコボ「競走羽」を相棒に、
参加者たちが着順を争う白熱の競技「チョコボレース」。
君も勝利を目指してレースに出走しよう！

※競走羽の「総合力」に合わせたクラスが選択されます。
※パーティで申請した場合、パーティメンバーの中で総合力が
一番低い競走羽のクラスでレースを行います。
※選択されたクラス以上の能力を持つ競走羽は、
そのクラスに合わせた能力に調整されます。
※レースに出走しているプレイヤー同士で、パーティチャットが可能になります。",,0,112086,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,32,109,23,3,8,19,26,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
19,チョコボレース：コスタ・デル・ソル,コスタ・デル・ソル,,"走ることに特化したチョコボ「競走羽」を相棒に、
参加者たちが着順を争う白熱の競技「チョコボレース」。
君も勝利を目指してレースに出走しよう！

※競走羽の「総合力」に合わせたクラスが選択されます。
※パーティで申請した場合、パーティメンバーの中で総合力が
一番低い競走羽のクラスでレースを行います。
※選択されたクラス以上の能力を持つ競走羽は、
そのクラスに合わせた能力に調整されます。
※レースに出走しているプレイヤー同士で、パーティチャットが可能になります。",,0,112084,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,33,109,23,3,8,19,26,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
20,チョコボレース：トランキルパス,トランキルパス,,"走ることに特化したチョコボ「競走羽」を相棒に、
参加者たちが着順を争う白熱の競技「チョコボレース」。
君も勝利を目指してレースに出走しよう！

※競走羽の「総合力」に合わせたクラスが選択されます。
※パーティで申請した場合、パーティメンバーの中で総合力が
一番低い競走羽のクラスでレースを行います。
※選択されたクラス以上の能力を持つ競走羽は、
そのクラスに合わせた能力に調整されます。
※レースに出走しているプレイヤー同士で、パーティチャットが可能になります。",,0,112085,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,34,109,23,3,8,19,26,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
21,チョコボレース：コースルーレット,コースルーレット,,"走ることに特化したチョコボ「競走羽」を相棒に、
参加者たちが着順を争う白熱の競技「チョコボレース」。
君も勝利を目指してレースに出走しよう！

※「チョコボレース：コースルーレット」では、参加できるコースの中から参加先がランダムに選択されます。
※競走羽の「総合力」に合わせたクラスが選択されます。
※パーティで申請した場合、パーティメンバーの中で総合力が一番低い競走羽のクラスでレースを行います。
※選択されたクラス以上の能力を持つ競走羽は、そのクラスに合わせた能力に調整されます。
※レースに出走しているプレイヤー同士で、パーティチャットが可能になります。",,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,31,109,23,3,8,19,26,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
22,チョコボレース：サゴリーロード (報酬なし),サゴリーロード (報酬なし),,"走ることに特化したチョコボ「競走羽」を相棒に、
参加者たちが着順を争う白熱の競技「チョコボレース」。
君も勝利を目指してレースに出走しよう！

※パーティメンバーのみでレースを行い、ほかのプレイヤーとはマッチングしません。
※パーティメンバーの中で、総合力が一番低い競走羽のクラスでレースを行います。
※選択されたクラス以上の能力を持つ競走羽は、そのクラスに合わせた能力に調整されます。
※レースに出走しているプレイヤー同士で、パーティチャットが可能になります。
※報酬や経験値は得られません。
",,0,112086,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,36,109,23,3,8,19,27,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
23,チョコボレース：コスタ・デル・ソル (報酬なし),コスタ・デル・ソル (報酬なし),,"走ることに特化したチョコボ「競走羽」を相棒に、
参加者たちが着順を争う白熱の競技「チョコボレース」。
君も勝利を目指してレースに出走しよう！

※パーティメンバーのみでレースを行い、ほかのプレイヤーとはマッチングしません。
※パーティメンバーの中で、総合力が一番低い競走羽のクラスでレースを行います。
※選択されたクラス以上の能力を持つ競走羽は、そのクラスに合わせた能力に調整されます。
※レースに出走しているプレイヤー同士で、パーティチャットが可能になります。
※報酬や経験値は得られません。
",,0,112084,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,37,109,23,3,8,19,27,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
24,チョコボレース：トランキルパス (報酬なし),トランキルパス (報酬なし),,"走ることに特化したチョコボ「競走羽」を相棒に、
参加者たちが着順を争う白熱の競技「チョコボレース」。
君も勝利を目指してレースに出走しよう！

※パーティメンバーのみでレースを行い、ほかのプレイヤーとはマッチングしません。
※パーティメンバーの中で、総合力が一番低い競走羽のクラスでレースを行います。
※選択されたクラス以上の能力を持つ競走羽は、そのクラスに合わせた能力に調整されます。
※レースに出走しているプレイヤー同士で、パーティチャットが可能になります。
※報酬や経験値は得られません。
",,0,112085,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,38,109,23,3,8,19,27,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
25,チョコボレース：コースルーレット (報酬なし),コースルーレット (報酬なし),,"走ることに特化したチョコボ「競走羽」を相棒に、
参加者たちが着順を争う白熱の競技「チョコボレース」。
君も勝利を目指してレースに出走しよう！

※「チョコボレース：コースルーレット」では、参加できるコースの中から参加先がランダムに選択されます。
※パーティメンバーのみでレースを行い、ほかのプレイヤーとはマッチングしません。
※パーティメンバーの中で、総合力が一番低い競走羽のクラスでレースを行います。
※選択されたクラス以上の能力を持つ競走羽は、そのクラスに合わせた能力に調整されます。
※レースに出走しているプレイヤー同士で、パーティチャットが可能になります。
※報酬や経験値は得られません。",,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,35,109,23,3,8,19,27,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
26,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,34,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
27,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,35,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
28,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,36,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
29,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,37,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
30,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,38,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
31,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,39,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
32,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,40,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
33,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,41,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
34,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,42,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
35,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,43,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
36,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,44,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
37,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,45,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
38,チョコボレース：コースルーレット,コースルーレット,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,46,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
39,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,クリスタルコンフリクト(カジュアルマッチ),カジュアルマッチ,,「クリスタルコンフリクト」、それはエオルゼア都市軍事同盟が、少人数による局地戦を想定した新たなる模擬戦である。既存の対人戦闘に、重要物資「タクティカルクリスタル」を確保して目的地に移送するという戦略要素を加味。最新の幻影投射技術で再現された、多彩な環境下で勝利を目指せ！,,0,112471,0,0,0,0,0,0,0,0,0,40027,0,3,30,30,0,47,146,29,3,2,6,43,5,0,0,0,0,-1,False,True,True,False,True,False,False,False,False,False,False,False,True,True
41,クリスタルコンフリクト(ランクマッチ),ランクマッチ,,"「クリスタルコンフリクト」、それはエオルゼア都市軍事同盟が、少人数による局地戦を想定した新たなる模擬戦である。既存の対人戦闘に、重要物資「タクティカルクリスタル」を確保して目的地に移送するという戦略要素を加味。最新の幻影投射技術で再現された、多彩な環境下で勝利を目指せ！

※試合の勝敗で勝ち星やクリスタルポイントが変動します。
※対戦相手とのマッチングは階級や階位が近い相手と行われます。
※パーティ同士のロール構成、階級、階位、クリスタルポイントが近くなるように、メンバー分けが行われます。",,0,112472,0,0,1,0,0,0,0,0,0,40030,0,3,30,30,0,48,146,29,3,1,6,43,5,0,0,0,1,-1,False,True,True,False,True,False,False,False,False,False,False,False,True,False
