#,Name,UnlockLink,Icon,VFX,ActionTimelineHit,PrimaryCostValue,SecondaryCostValue,ActionCombo,Cast100ms,Recast100ms,ActionProcStatus,StatusGainSelf,Omen,OmenAlt,AnimationEnd,ActionCategory,Unknown1,AnimationStart,Unknown2,BehaviourType,ClassJobLevel,CastType,EffectRange,XAxisModifier,PrimaryCostType,SecondaryCostType,ExtraCastTime100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,Aspect,Unknown4,ClassJobCategory,AutoAttackBehaviour,EquivalenceGroup,Unknown_70,ClassJob,Range,DeadTargetBehaviour,AttackType,Unknown8,IsRoleAction,Unknown28,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,RequiresLineOfSight,NeedToFaceTarget,Unknown14,PreservesCombo,Unknown15,AffectsPosition,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27
22,ブルワーク,0,167,0,1875,0,0,0,0,900,0,0,0,0,377,4,0,0,0,0,52,1,0,0,0,39,0,16,0,0,0,2,20,1,0,0,19,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
23,サークル・オブ・ドゥーム,0,161,0,1892,0,0,0,0,300,0,0,0,0,313,4,0,0,0,0,50,2,5,0,0,0,0,7,0,0,7,1,38,4,0,0,1,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
24,シールドロブ,65798,164,0,1875,0,0,0,0,25,0,0,0,0,316,3,0,0,0,0,15,1,0,0,0,39,0,58,0,0,7,1,38,2,0,0,1,20,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
25,シールドスワイプ,0,160,0,1875,0,0,0,0,150,0,0,0,0,318,4,0,0,0,0,0,1,0,0,0,2,0,15,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
26,忠義の剣,0,2504,4,1875,10,0,0,0,25,0,381,0,0,442,2,0,29,0,0,0,1,0,0,3,0,0,58,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
27,かばう,66595,2501,0,1887,50,0,0,0,1200,0,0,0,0,375,4,0,0,0,0,45,1,0,0,41,0,0,21,0,0,0,2,20,1,0,0,19,20,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
28,アイアンウィル,0,2505,4,1875,0,0,0,0,20,0,0,0,0,443,4,0,29,0,0,10,1,0,0,0,0,0,1,0,0,0,2,38,1,0,0,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
29,スピリッツウィズイン,66591,2503,0,1875,0,415,0,0,300,0,0,0,0,314,4,0,0,0,0,30,1,0,0,0,63,0,8,0,0,7,1,20,2,0,0,19,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
30,インビンシブル,66596,2502,0,1875,0,0,0,0,4200,0,0,0,0,378,4,0,0,0,0,50,1,0,0,0,0,0,25,0,0,0,2,20,1,0,0,19,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
31,ヘヴィスウィング,0,260,0,1875,0,0,0,0,25,0,0,0,0,319,3,0,0,0,0,1,1,0,0,0,0,0,58,0,0,7,1,44,2,0,0,3,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
32,フォーサイト,0,252,0,1875,0,0,0,0,1200,0,0,0,0,379,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
33,フラクチャー,0,256,0,1875,0,0,0,0,25,0,0,0,0,321,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
34,ブラッドバス,0,251,0,1875,0,0,0,0,900,0,0,0,0,380,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
35,スカルサンダー,0,257,0,1875,0,0,31,0,25,0,0,0,0,320,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36,マーシーストローク,0,265,0,1875,0,0,0,0,900,0,0,0,0,381,4,0,0,0,0,0,1,0,0,0,6,0,0,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
37,メイム,0,255,0,1875,0,0,31,0,25,0,0,0,0,322,3,0,0,0,0,4,1,0,0,0,0,0,58,0,0,7,1,44,2,0,0,3,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
38,バーサク,0,259,0,1875,0,218,0,0,600,0,0,0,0,382,4,0,0,0,0,6,1,0,0,0,63,0,11,0,0,0,2,44,1,0,0,3,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
39,ブルータルスウィング,0,253,0,1875,0,0,0,0,200,0,0,0,0,324,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
40,スリル・オブ・バトル,65855,263,0,1875,0,0,0,0,900,0,0,0,0,383,4,0,0,0,0,30,1,0,0,0,0,0,16,0,0,0,2,44,1,0,0,3,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
41,オーバーパワー,0,254,0,1940,0,0,0,0,25,0,0,0,0,11589,3,0,0,0,0,10,2,5,0,0,0,0,58,0,0,7,1,44,4,0,0,3,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
42,シュトルムヴィント,0,258,0,1875,0,0,37,0,25,0,0,0,0,323,3,0,0,0,0,26,1,0,0,0,0,0,58,0,0,7,1,44,2,0,0,3,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
43,ホルムギャング,0,266,0,1875,0,0,0,0,2400,0,0,0,0,385,4,0,0,0,0,42,1,0,0,0,0,0,25,0,0,0,1,44,2,0,0,3,6,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
44,ヴェンジェンス,0,267,0,1875,0,567,0,0,1200,0,0,0,0,388,4,0,0,0,0,38,1,0,0,0,63,0,22,0,0,0,2,44,1,0,0,3,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
45,シュトルムブレハ,0,264,0,1875,0,0,37,0,25,0,0,0,0,329,3,0,0,0,0,50,1,0,0,0,0,0,58,0,0,7,1,44,2,0,0,3,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
46,トマホーク,65852,261,0,1875,0,0,0,0,25,0,0,0,0,328,3,0,0,0,0,15,1,0,0,0,0,0,58,0,0,7,1,44,2,0,0,3,20,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
47,ボーラアクス,0,262,0,1875,0,0,35,0,25,0,0,0,0,325,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
48,ディフェンダー,0,2551,0,1875,0,0,0,0,20,0,0,0,0,384,4,0,0,0,0,10,1,0,0,0,0,0,2,0,0,0,2,44,1,0,0,3,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
49,原初の魂,66586,2553,0,1875,50,265,0,0,25,0,0,0,0,330,3,0,0,0,0,35,1,0,0,22,63,0,58,0,0,7,1,22,2,0,0,21,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
50,アンチェインド,0,2554,0,1875,0,91,0,0,900,0,0,0,0,386,4,0,0,0,0,0,1,0,0,0,32,0,8,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
51,スチールサイクロン,66589,2552,0,1916,50,266,0,0,25,0,0,0,0,327,3,0,0,0,0,45,2,5,0,22,63,0,58,0,0,7,1,22,4,0,0,21,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
52,ウォークライ,66590,2555,0,1875,0,0,0,0,600,0,0,0,0,387,4,0,0,0,0,50,1,0,0,0,42,0,20,71,2,0,2,22,1,0,0,21,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
53,連撃,0,208,0,1875,577,0,0,0,25,0,0,0,0,333,3,10,0,0,0,1,1,0,0,101,0,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
54,正拳突き,0,209,0,1875,577,108,0,0,25,0,0,0,0,334,3,10,0,0,0,4,1,0,0,101,32,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
55,フェザーステップ,0,202,0,1875,0,0,0,0,900,0,0,0,0,389,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
56,崩拳,0,210,0,1875,577,109,0,0,25,0,0,0,0,336,3,10,0,0,0,6,1,0,0,101,32,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
57,内丹,0,201,0,1875,0,0,0,0,1200,0,0,0,0,390,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
58,カウンター,0,203,0,1875,0,0,0,0,25,0,0,0,0,331,3,0,0,207,0,0,1,0,0,0,4,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
59,発勁,0,212,0,1875,0,0,0,0,600,0,0,0,0,391,4,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
60,金剛の構え,0,206,0,1875,0,0,0,0,30,0,104,0,0,392,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
61,双掌打,0,213,0,1875,0,108,0,0,25,0,0,0,0,337,3,10,0,0,0,18,1,0,0,0,32,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
62,壊神衝,0,215,0,1875,0,430,0,0,25,0,0,0,0,395,3,10,0,0,0,26,2,5,0,0,63,0,58,0,0,7,1,41,4,0,0,2,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
63,紅蓮の構え,0,205,0,1875,0,0,0,0,30,0,103,0,0,393,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
64,鉄山靠,0,786,0,1888,0,0,0,0,400,0,0,0,0,341,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
65,マントラ,0,216,0,1922,0,0,0,0,900,0,0,0,0,5214,4,0,0,0,0,42,2,30,0,0,0,0,16,0,0,0,2,41,1,0,0,2,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
66,破砕拳,0,204,0,1875,0,109,0,0,25,0,0,0,0,342,3,10,0,0,0,30,1,0,0,0,32,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
67,空鳴拳,0,786,0,1889,0,0,0,0,600,0,0,0,0,398,4,0,0,0,0,0,4,10,2,0,0,0,6,0,0,7,1,0,2,0,0,-1,10,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
68,秘孔拳,0,211,0,1875,0,0,0,0,25,0,0,0,0,338,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
69,踏鳴,66602,217,0,1875,0,0,0,0,400,0,0,0,0,399,4,0,0,0,0,50,1,0,0,0,132,0,14,71,2,0,2,21,1,0,0,20,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
70,地烈斬,66597,2529,0,1875,0,109,0,0,25,0,0,0,0,7038,3,10,0,0,0,30,2,5,0,0,32,0,58,0,0,7,1,21,4,0,0,20,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
71,羅刹衝,0,2526,0,1875,0,0,0,0,300,0,0,0,0,394,4,0,0,0,1,0,1,0,0,0,0,0,9,71,1,7,1,0,2,0,0,-1,20,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False
72,短勁,0,214,0,1875,0,108,0,0,25,0,0,0,0,339,3,0,0,0,0,0,1,0,0,0,32,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
73,疾風の構え,0,2527,0,1875,0,0,0,0,30,0,105,0,0,397,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
74,双竜脚,0,2528,0,1875,0,0,0,0,25,0,0,0,0,335,3,10,0,0,0,50,1,0,0,0,0,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
75,トゥルースラスト,0,310,0,1875,0,0,0,0,25,0,0,0,0,343,3,0,0,193,0,1,1,0,0,0,0,0,58,0,0,7,1,47,2,0,0,4,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
76,フェイント,0,307,0,1875,0,0,0,0,25,0,0,0,0,344,3,0,0,205,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
77,キーンフラーリ,0,301,0,1875,0,0,0,0,900,0,0,0,0,400,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
78,ボーパルスラスト,0,312,0,1875,0,582,75,0,25,0,0,0,0,345,3,0,0,0,0,4,1,0,0,0,63,0,58,0,0,7,1,47,2,0,0,4,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
79,ヘヴィスラスト,0,311,0,1875,0,0,0,0,25,0,0,0,0,346,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
80,気合,0,302,0,1875,0,0,0,0,1200,0,0,0,0,401,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
81,インパルスドライヴ,0,313,0,1875,0,0,0,0,25,0,0,0,0,347,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
82,足払い,0,305,0,1875,0,0,0,0,300,0,0,0,0,348,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
83,ライフサージ,0,304,0,1875,0,0,0,0,400,0,0,0,0,402,4,0,0,0,0,6,1,0,0,0,0,0,15,71,1,0,2,47,1,0,0,4,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
