#,Name,NameShort,LevelingRoulette,HighLevelRoulette,MSQRoulette,GuildHestRoulette,ExpertRoulette,TrialRoulette,DailyFrontlineChallenge,LevelCapRoulette,MentorRoulette,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,AllianceRoulette,FeastTeamRoulette,NormalRaidRoulette,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,ShortCode,Unknown29,ContentCloseCycle,UnlockCriteria,UnlockCriteria2,JournalGenre,Transient,Image,Icon,Unknown32,Unknown58,TerritoryType,Content,ItemLevelRequired,ItemLevelSync,SortKey,ContentLinkType,RequiredExVersion,AcceptClassJobCategory,ContentMemberType,Unknown34,QueueMaxPlayers,UnlockType,UnlockType2,ClassJobLevelRequired,ClassJobLevelSync,LootModeType,RaidFinderParam,ContentType,ContentUICategory,PenaltyTimestampArrayIndex,Unknown41,PvP,Unknown_70_2,FixedItemLevelSync,AllowUndersized,NeedsMemberInEveryParty,Unknown57,AllowReplacement,AllowMinimumIL,AllowExplorerMode,RatedMatch,Rated,Unknown47,IsInDutyFinder,HighEndDuty,Unknown49,HasOnePlayerPerJobDetails,Unknown51,DutyRecorderAllowed,Unknown52,IsRegistrationHomeWorldLimited,Unknown54,Unknown55,Unknown56,IsRegistrationAllowedFromAnyDataCenter
10,旅神聖域 ワンダラーパレス,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,s1d3,0,0,0,0,284,10,112010,0,0,0,159,10,45,110,13,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
11,城塞攻略 ストーンヴィジル,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,r1d1_re,0,0,0,0,284,11,112012,0,0,0,1042,11,0,0,10,1,0,108,2,0,0,0,0,41,43,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
12,流砂迷宮 カッターズクライ,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,w1r1_re,0,0,0,0,284,12,112011,0,0,0,1303,12,0,0,9,1,0,108,2,0,0,0,0,38,40,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
13,掃討作戦 ゼーメル要塞,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,r1r1_re,0,0,0,0,284,13,112013,0,0,0,1330,13,0,0,11,1,0,108,2,0,0,0,0,44,46,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
14,邪教排撃 古城アムダプール,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,f1d3,0,0,0,0,284,14,112015,0,0,0,167,14,45,110,16,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
15,外郭攻略 カストルム・メリディアヌム,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,w1d4_re,0,0,0,0,284,15,112016,0,0,0,1043,15,42,60,14,1,0,108,2,0,0,0,0,50,50,0,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
16,最終決戦 魔導城プラエトリウム,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,w1d5_re,0,0,0,0,284,16,112017,0,0,0,1044,86,42,60,15,1,0,108,2,0,0,0,0,50,50,0,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
17,怪鳥巨塔 シリウス大灯台,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,s1d4,0,0,0,0,284,17,112027,0,0,0,160,17,48,110,17,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
18,騒乱坑道 カッパーベル銅山 (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,w1d6,0,0,0,0,284,18,112025,0,0,0,349,18,48,110,18,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
19,妖異屋敷 ハウケタ御用邸 (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,f1d4,0,0,0,0,284,19,112026,0,0,0,350,19,48,110,19,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
20,盟友支援 ブレイフロクスの野営地 (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,s1d6,0,0,0,0,284,20,112048,0,0,0,362,20,55,110,22,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
21,剣闘領域 ハラタリ修練所 (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,w1d7,0,0,0,0,284,21,112049,0,0,0,360,21,55,110,21,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
22,腐敗遺跡 古アムダプール市街,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,f1d5,0,0,0,0,284,22,112042,0,0,0,363,22,55,110,20,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
23,財宝伝説 ハルブレーカー・アイル,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,s1d5,0,0,0,0,284,23,112058,0,0,0,361,23,70,110,23,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
24,惨劇霊殿 タムタラの墓所 (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,f1d6,0,0,0,0,284,24,112059,0,0,0,373,24,70,110,24,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
25,城塞奪回 ストーンヴィジル (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,r1d2,0,0,0,0,284,25,112060,0,0,0,365,25,70,110,25,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
26,遺跡救援 カルン埋没寺院 (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,w1d8,0,0,0,0,284,26,112068,0,0,0,367,26,80,0,28,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
27,氷結潜窟 スノークローク大氷壁,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,r1d3_re,0,0,0,0,284,27,112066,0,0,0,1062,27,80,0,26,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
28,逆襲要害 サスタシャ浸食洞 (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,s1d7,0,0,0,0,284,28,112067,0,0,0,387,28,80,0,27,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
29,邪念排撃 古城アムダプール (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,f1d7,0,0,0,0,284,29,112077,0,0,0,189,29,90,0,31,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
30,武装聖域 ワンダラーパレス (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,s1d8,0,0,0,0,284,30,112078,0,0,0,188,30,90,0,30,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
31,禁書回収 グブラ幻想図書館,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d2d3_re,0,0,0,0,287,31,112091,0,0,0,1109,31,120,150,44,1,1,108,2,0,0,0,0,59,60,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
32,幻龍残骸 黙約の塔,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,l1d1_re,0,0,0,0,284,32,112076,0,0,0,1063,32,90,0,29,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
33,神域浮島 ネバーリープ,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a2d2,0,0,0,0,287,33,112093,0,0,0,420,33,145,210,46,1,1,108,2,0,0,0,0,60,60,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
34,強硬突入 イシュガルド教皇庁,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,r2d2_re,0,0,0,0,287,34,112090,0,0,0,1066,34,115,0,43,1,1,108,2,0,0,0,0,57,58,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
35,博物戦艦 フラクタル・コンティニアム,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a2d3,0,0,0,0,287,35,112094,0,0,0,430,35,145,210,47,1,1,108,2,0,0,0,0,60,60,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
36,廃砦捜索 ダスクヴィジル,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,r2d1,0,0,0,0,287,36,112087,0,0,0,434,36,100,0,40,1,1,108,2,0,0,0,0,51,52,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
37,霊峰踏破 ソーム・アル,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d2d1_re,0,0,0,0,287,37,112088,0,0,0,1064,37,105,0,41,1,1,108,2,0,0,0,0,53,54,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
38,蒼天聖戦 魔科学研究所,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a2d1_re,0,0,0,0,287,38,112092,0,0,0,1110,38,142,180,45,1,1,108,2,0,0,0,0,60,60,0,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
39,邪竜血戦 ドラゴンズエアリー,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d2d2_re,0,0,0,0,287,39,112089,0,0,0,1065,39,110,0,42,1,1,108,2,0,0,0,0,55,56,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
40,制圧巨塔 シリウス大灯台 (Hard),,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,s1d9,0,0,0,0,287,40,112117,0,0,0,510,40,170,240,49,1,1,108,2,0,0,0,0,60,60,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
41,草木庭園 聖モシャーヌ植物園,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d2d4,0,0,0,0,287,41,112116,0,0,0,511,41,170,240,48,1,1,108,2,0,0,0,0,60,60,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
42,集団戦訓練をくぐり抜けろ！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go001,0,0,0,0,311,1001,111006,0,0,0,214,10001,0,0,1,1,0,108,2,0,0,0,0,10,11,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
43,彷徨う死霊を討て！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go002,0,0,0,0,311,1002,111001,0,0,0,190,10002,0,0,2,1,0,108,2,0,0,0,0,10,11,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
44,全関門を突破し、最深部の敵を討て！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go003,0,0,0,0,311,1003,111007,0,0,0,215,10003,0,0,3,1,0,108,2,0,0,0,0,15,16,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
45,ギルガメを捕獲せよ！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go004,0,0,0,0,311,1004,111008,0,0,0,216,10004,0,0,4,1,0,108,2,0,0,0,0,15,16,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
46,有毒妖花を駆除せよ！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go005,0,0,0,0,311,1005,111002,0,0,0,191,10005,0,0,5,1,0,108,2,0,0,0,0,20,21,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
47,無法者「似我蜂団」を撃滅せよ！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go006,0,0,0,0,311,1006,111003,0,0,0,192,10006,0,0,6,1,0,108,2,0,0,0,0,20,21,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
48,夢幻のブラキシオを討て！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go007,0,0,0,0,311,1007,111005,0,0,0,220,10007,0,0,7,1,0,108,2,0,0,0,0,25,26,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
49,爆弾魔ゴブリン軍団を撃滅せよ！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go008,0,0,0,0,311,1008,111004,0,0,0,219,10008,0,0,8,1,0,108,2,0,0,0,0,25,26,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
50,汚染源モルボルを討て！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go009,0,0,0,0,311,1009,111009,0,0,0,221,10009,0,0,9,1,0,108,2,0,0,0,0,30,31,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
51,坑道に現れた妖異ブソを討て！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go010,0,0,0,0,311,1010,111010,0,0,0,222,10010,0,0,10,1,0,108,2,0,0,0,0,30,31,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
52,無敵の眷属を従えし、大型妖異を討て！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go011,0,0,0,0,311,1011,111011,0,0,0,223,10011,0,0,11,1,0,108,2,0,0,0,0,35,36,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
53,ボムを率いる「ボムクイーン」を討て！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go012,0,0,0,0,311,1012,111012,0,0,0,298,10012,0,0,12,1,0,108,2,0,0,0,0,35,36,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
54,不気味な陣形を組む妖異をせん滅せよ！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go013,0,0,0,0,311,1013,111013,0,0,0,299,10013,0,0,13,1,0,108,2,0,0,0,0,40,41,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
55,三つ巴の巨人族を制し、遺物を守れ！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go014,0,0,0,0,311,1014,111014,0,0,0,300,10014,0,0,14,1,0,108,3,0,0,0,0,40,41,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
