#,Item,Size,AquariumWater,WeatherRestriction,TimeRestriction,SpecialConditions,IsCollectable
151,5013,2,1,0,0,0,0
152,4912,0,0,0,0,0,0
153,5014,0,0,0,0,0,0
154,5015,0,0,0,0,0,0
155,4913,0,0,1,0,0,0
156,4914,0,0,0,0,0,0
157,5016,0,0,0,1,0,0
158,5017,0,0,1,1,0,0
159,4915,0,0,0,1,0,0
160,4916,0,0,0,0,0,0
161,5018,0,0,0,0,0,0
162,5019,0,0,0,0,0,0
163,5020,0,0,0,0,0,0
164,5045,0,0,0,0,0,0
165,4917,4,2,0,0,0,0
166,4918,3,2,0,0,0,0
167,5021,0,0,1,0,0,0
168,5046,0,0,0,0,0,0
169,4919,0,0,0,0,0,0
170,4920,0,0,0,0,0,0
171,4921,0,0,0,0,0,0
172,4922,4,2,0,0,0,0
173,5022,0,0,1,0,0,0
174,5023,2,1,1,0,0,0
175,5024,0,0,0,0,0,0
176,5025,3,1,0,0,0,0
177,5026,0,0,0,0,0,0
178,5027,0,0,0,1,0,0
179,4923,4,2,0,0,0,0
180,4924,4,2,1,1,0,0
181,5028,0,0,0,0,0,0
182,5029,0,0,0,0,0,0
183,5030,0,0,0,0,0,0
184,5031,0,0,0,0,0,0
185,6185,0,0,0,0,0,0
186,6191,0,0,0,0,0,0
187,7678,0,0,2,0,2,0
188,7679,0,0,2,0,2,0
189,7680,0,0,2,0,2,0
190,7681,0,0,2,0,2,0
191,7682,0,0,2,0,2,0
192,7683,0,0,2,0,2,0
193,7684,4,2,2,0,2,0
194,7685,2,2,2,0,2,0
195,7686,0,0,2,0,2,0
196,7687,0,0,2,0,2,0
197,7688,0,0,2,0,2,0
198,7689,0,0,2,0,2,0
199,7690,4,2,2,0,2,0
200,7691,0,0,2,0,2,0
201,7692,0,0,2,0,2,0
202,7693,2,2,2,0,2,0
203,7694,0,0,2,0,2,0
204,7695,0,0,2,0,2,0
205,7696,0,0,2,0,2,0
206,7697,0,0,2,0,2,0
207,7698,0,0,2,0,2,0
208,7699,2,1,2,0,2,0
209,7700,0,0,2,0,2,0
210,7701,0,0,2,0,2,0
211,7702,0,0,2,0,2,0
212,7703,0,0,2,0,2,0
213,7704,0,0,2,0,2,0
214,7705,0,0,2,0,2,0
215,7706,0,0,2,0,2,0
216,7707,0,0,2,0,2,0
217,7708,0,0,2,0,2,0
218,7709,2,1,2,0,2,0
219,7710,0,0,2,0,2,0
220,7711,0,0,2,0,2,0
221,7712,0,0,2,0,2,0
222,7713,0,0,2,0,2,0
223,7714,0,0,2,0,2,0
224,7902,2,1,2,0,2,0
225,7903,0,0,2,0,2,0
226,7904,0,0,2,0,2,0
227,7905,0,0,2,0,2,0
228,7906,0,0,2,0,2,0
229,7907,0,0,2,0,2,0
230,7908,0,0,2,0,2,0
231,7909,0,0,2,0,2,0
232,7910,0,0,2,0,2,0
233,7911,0,0,2,0,2,0
234,7912,0,0,2,0,2,0
235,7913,0,0,2,0,2,0
236,7914,0,0,2,0,2,0
237,7915,0,0,2,0,2,0
238,7916,0,0,2,0,2,0
239,7917,0,0,2,0,2,0
240,7918,0,0,2,0,2,0
241,7919,0,0,2,0,2,0
242,7920,0,0,2,0,2,0
243,7921,0,0,2,0,2,0
244,7922,0,0,2,0,2,0
245,7923,0,0,2,0,2,0
246,7924,3,2,2,0,2,0
247,7925,0,0,2,0,2,0
248,7926,0,0,2,0,2,0
249,7927,0,0,2,0,2,0
250,7928,0,0,2,0,2,0
251,7929,0,0,2,0,2,0
252,7930,0,0,2,0,2,0
253,7931,0,0,2,0,2,0
254,7932,0,0,2,0,2,0
255,7933,0,0,2,0,2,0
256,7934,0,0,2,0,2,0
257,7935,0,0,2,0,2,0
258,7936,0,0,2,0,2,0
259,7937,0,0,2,0,2,0
260,7938,0,0,2,0,2,0
261,7939,0,0,2,0,2,0
262,7940,2,1,2,0,2,0
263,7941,4,2,2,0,2,0
264,7942,0,0,2,0,2,0
265,7943,3,1,2,0,2,0
266,7944,0,0,2,0,2,0
267,7945,0,0,2,0,2,0
268,7946,0,0,2,0,2,0
269,7947,0,0,2,0,2,0
270,7948,0,0,2,0,2,0
271,7949,0,0,2,0,2,0
272,7950,0,0,2,0,2,0
273,7951,0,0,2,0,2,0
274,8752,0,0,2,0,2,0
275,8753,0,0,2,0,2,0
276,8754,0,0,2,0,2,0
277,8755,0,0,2,0,2,0
278,8756,0,0,2,0,2,0
279,8757,0,0,2,0,2,0
280,8758,0,0,2,0,2,0
281,8759,0,0,2,0,2,0
282,8760,0,0,2,0,2,0
283,8761,0,0,2,0,2,0
284,8762,4,1,2,0,2,0
285,8763,0,0,2,0,2,0
286,8764,0,0,2,0,2,0
287,8765,0,0,2,0,2,0
288,8766,0,0,2,0,2,0
289,8767,0,0,2,0,2,0
290,8768,0,0,2,0,2,0
291,8769,0,0,2,0,2,0
292,8770,0,0,2,0,2,0
293,8771,0,0,2,0,2,0
294,8772,0,0,2,0,2,0
295,8773,0,0,2,0,2,0
296,8774,4,1,2,0,2,0
297,8775,0,0,2,0,2,0
298,8776,3,1,2,0,2,0
299,10123,0,0,0,1,1,0
300,12713,0,0,0,0,0,1
301,12714,0,0,0,0,0,0
302,12715,0,0,0,0,0,0
303,12716,0,0,0,0,0,0
304,12718,0,0,0,0,0,0
305,12719,0,0,0,0,0,0
306,12720,0,0,0,0,1,0
307,12721,3,1,1,0,0,1
308,12722,0,0,0,0,0,0
309,12723,0,0,1,0,0,0
310,12724,0,0,1,0,0,1
311,12725,0,0,0,0,0,0
312,12726,0,0,0,1,0,1
313,12727,0,0,1,0,0,0
314,12728,0,0,0,0,0,0
315,12729,0,0,0,0,0,0
316,12730,0,0,0,0,0,0
317,12731,0,0,0,0,0,0
318,12732,0,0,0,0,0,0
319,12733,0,0,0,0,1,0
320,12734,0,0,0,0,0,0
321,12735,0,0,0,0,0,0
322,12736,0,0,0,0,1,0
323,12737,0,0,0,0,0,0
324,12738,0,0,0,0,0,0
325,12739,1,1,0,1,0,1
326,12740,0,0,1,0,0,0
327,12741,2,1,1,0,0,0
328,12742,1,1,0,1,0,1
329,12743,2,1,0,1,0,0
330,12744,0,0,0,0,0,0
331,12745,0,0,0,0,0,0
332,12746,0,0,1,0,0,0
333,12747,0,0,0,0,0,0
334,12748,0,0,0,0,0,0
335,12749,3,1,1,0,0,0
336,12750,2,1,0,0,0,0
337,12751,0,0,1,0,0,0
338,12752,4,1,0,0,0,0
339,12753,0,0,0,0,0,0
340,12754,0,0,0,0,0,0
341,12755,0,0,0,0,0,0
342,12756,0,0,0,0,0,0
343,12757,0,0,0,0,0,0
344,12758,0,0,0,0,0,0
345,12759,0,0,0,0,1,0
346,12760,0,0,0,0,0,0
347,12761,0,0,1,1,0,1
348,12762,0,0,1,0,0,0
349,12763,0,0,1,0,0,0
350,12764,2,1,0,0,0,0
351,12765,0,0,1,0,0,0
352,12766,0,0,1,0,0,0
353,12767,0,0,0,1,0,1
354,12768,2,1,0,0,0,1
355,12769,0,0,0,0,0,0
356,12770,0,0,0,0,0,0
357,12771,0,0,0,0,0,0
358,12772,0,0,0,0,1,0
359,12773,0,0,0,0,0,0
360,12774,0,0,0,1,0,1
361,12775,0,0,0,0,0,0
362,12776,0,0,0,0,0,0
363,12777,0,0,0,0,0,0
364,12778,0,0,0,0,0,0
365,12779,0,0,0,0,0,0
366,12780,0,0,0,0,0,0
367,12781,2,1,0,0,0,0
368,12782,0,0,0,0,0,0
369,12783,0,0,0,0,0,0
370,12784,0,0,1,1,0,1
371,12785,0,0,0,0,0,0
372,12786,0,0,0,1,0,0
373,12787,0,0,0,0,0,0
374,12788,0,0,0,0,0,0
375,12789,0,0,1,0,0,0
376,12790,0,0,0,0,0,0
377,12791,0,0,0,0,0,0
378,12792,0,0,0,1,0,1
379,12793,0,0,0,0,0,0
380,12794,0,0,0,0,0,0
381,12795,0,0,0,0,1,0
382,12796,0,0,0,1,0,0
383,12797,0,0,0,0,0,0
384,12798,0,0,0,0,0,0
385,12799,0,0,1,0,0,0
386,12800,0,0,0,0,0,0
387,12801,0,0,0,0,0,0
388,12802,0,0,0,1,0,1
389,12803,4,1,1,1,0,0
390,12804,0,0,0,0,0,1
391,12805,0,0,0,0,0,0
392,12806,0,0,0,0,0,0
393,12807,0,0,0,0,0,0
394,12808,0,0,0,0,0,0
395,12809,0,0,0,0,0,0
396,12810,0,0,0,0,0,0
397,12811,0,0,0,0,0,0
398,12812,0,0,1,0,0,0
399,12813,0,0,0,0,0,0
400,12814,0,0,0,0,0,1
401,12815,0,0,1,0,0,0
402,12816,0,0,0,1,0,0
403,12817,0,0,0,0,0,0
404,12818,0,0,0,0,0,0
405,12819,0,0,0,0,0,0
406,12820,0,0,0,0,0,0
407,12821,0,0,0,1,0,1
408,12822,0,0,0,0,0,0
409,12823,0,0,0,0,1,0
410,12824,0,0,0,0,0,0
411,12825,0,0,0,0,0,1
412,12826,0,0,0,0,0,0
413,12827,0,0,1,0,0,1
414,12828,0,0,0,1,0,1
415,12829,0,0,1,0,0,0
416,12830,4,1,0,1,0,1
417,12831,0,0,0,1,0,1
418,12832,0,0,1,1,0,0
419,12833,0,0,0,1,0,1
420,12834,0,0,0,0,0,1
421,12835,0,0,0,0,0,0
422,12836,0,0,1,0,0,0
423,12837,0,0,0,1,0,1
424,13727,0,0,1,0,0,0
425,13728,0,0,1,1,0,0
426,13729,0,0,0,0,0,1
427,13730,0,0,1,1,1,0
428,13731,0,0,1,1,0,0
429,13732,0,0,1,1,0,0
430,14215,0,0,1,0,1,0
431,14211,0,0,0,1,0,1
432,14212,0,0,0,0,0,0
433,14213,0,0,1,0,0,0
434,14214,0,0,0,0,0,0
435,14216,0,0,0,0,0,0
436,14217,0,0,0,0,1,0
437,14218,0,0,1,1,0,0
438,14219,0,0,0,0,0,0
439,14220,0,0,1,0,0,0
440,15439,0,0,0,0,1,0
441,15626,0,0,2,0,2,0
442,15627,0,0,2,0,2,0
443,15628,0,0,2,0,2,0
444,15629,0,0,2,0,2,0
445,15630,0,0,2,0,2,0
446,15631,0,0,2,0,2,0
447,15632,0,0,2,0,2,0
448,15633,0,0,2,0,2,0
449,15634,0,0,2,0,2,0
450,15635,0,0,2,0,2,0
451,15636,0,0,2,0,2,0
452,15637,0,0,2,0,2,0
453,15638,0,0,2,0,2,0
454,16745,0,0,2,0,2,0
455,16746,0,0,2,0,2,0
456,16747,0,0,2,0,2,0
457,16748,0,0,2,0,2,0
458,16749,0,0,2,0,2,0
459,16750,0,0,2,0,2,0
460,16751,0,0,2,0,2,0
461,16752,0,0,2,0,2,0
462,16753,0,0,2,0,2,0
463,16754,0,0,2,0,2,0
464,16756,0,0,2,0,2,0
465,16742,0,0,2,0,2,0
466,16743,0,0,2,0,2,0
467,16744,0,0,2,0,2,0
468,17577,0,0,2,0,2,0
469,17578,0,0,2,0,2,0
470,17579,4,1,2,0,2,0
471,17580,0,0,2,0,2,0
472,17581,0,0,2,0,2,0
473,17582,0,0,2,0,2,0
474,17583,0,0,2,0,2,0
475,17584,0,0,2,0,2,0
476,17585,0,0,2,0,2,0
477,17586,0,0,2,0,2,0
478,17587,0,0,2,0,2,0
479,17588,0,0,2,0,2,0
480,17589,0,0,2,0,2,0
481,17590,1,1,2,0,2,0
482,17591,0,0,2,0,2,0
483,17592,0,0,2,0,2,0
484,17593,0,0,2,0,2,0
485,17562,0,0,0,0,0,1
486,17563,0,0,0,0,0,1
487,17564,0,0,0,0,1,1
488,17565,0,0,0,0,0,1
489,17566,0,0,0,0,0,1
490,20026,0,0,0,0,0,0
491,20029,0,0,0,0,0,0
492,20042,0,0,0,0,0,0
493,20045,2,1,0,0,0,0
494,20049,0,0,0,0,0,0
495,20055,0,0,0,0,0,0
496,20058,0,0,1,0,0,0
497,20062,0,0,0,0,0,0
498,20064,0,0,0,0,0,0
499,20065,0,0,0,0,0,0
500,20070,0,0,0,0,0,0
501,20072,0,0,0,0,0,0
502,20082,0,0,0,0,0,0
503,20083,0,0,0,0,0,0
504,20087,0,0,0,0,0,1
505,20090,2,1,0,0,0,0
506,20033,0,0,0,0,0,0
507,20047,0,0,0,0,0,0
508,20136,0,0,0,0,0,0
509,20056,0,0,0,0,0,0
510,20057,0,0,0,0,0,0
511,20059,0,0,0,0,0,0
512,20063,0,0,0,0,0,0
513,20084,0,0,1,0,0,0
514,20085,0,0,0,1,0,0
515,20086,0,0,1,0,0,0
516,20091,0,0,0,0,0,0
517,20092,0,0,0,0,0,0
518,20093,0,0,0,0,0,0
519,20094,0,0,0,0,0,0
520,20095,0,0,0,0,1,0
521,20096,0,0,0,0,1,0
522,20097,0,0,0,0,1,0
523,20112,0,0,0,0,0,0
524,20037,0,0,0,0,0,0
525,20050,0,0,0,0,0,0
526,20060,0,0,0,0,0,0
527,20066,0,0,0,0,0,0
528,20067,0,0,0,0,0,0
529,20069,0,0,0,0,0,0
530,20071,0,0,0,0,0,0
531,20081,0,0,0,0,0,0
532,20089,0,0,0,0,0,0
533,20098,0,0,0,0,0,1
534,20099,0,0,0,0,0,0
535,20101,0,0,0,0,0,0
536,20102,0,0,0,0,0,0
537,20106,0,0,0,0,0,0
538,20107,0,0,0,0,0,0
539,20108,0,0,0,0,0,0
540,20113,0,0,0,0,0,0
541,20032,0,0,0,0,0,0
542,20046,0,0,0,0,0,0
543,20137,0,0,0,0,0,0
544,20061,0,0,0,0,0,0
545,20068,0,0,0,0,0,0
546,20088,0,0,0,0,0,0
547,20118,0,0,0,0,0,1
548,20120,0,0,0,0,0,0
549,20123,0,0,0,0,0,0
550,20020,2,1,0,0,0,0
551,20023,0,0,0,0,0,0
552,20036,0,0,1,0,0,1
553,20111,0,0,0,0,0,0
554,20126,0,0,0,0,0,0
555,20127,0,0,0,0,0,0
556,20128,0,0,0,0,0,0
557,20130,0,0,0,0,0,0
558,20132,0,0,0,0,0,0
559,20138,0,0,0,0,0,0
560,20031,0,0,0,0,0,0
561,20080,0,0,0,0,0,0
562,20124,0,0,0,1,0,0
563,20125,0,0,0,0,0,0
564,20129,0,0,0,0,0,0
565,20131,0,0,0,0,0,0
566,20133,0,0,0,0,0,0
567,20134,0,0,0,0,0,0
568,20135,0,0,0,0,0,0
569,20140,0,0,0,0,0,0
570,20027,0,0,0,1,0,0
571,20028,0,0,0,0,0,1
572,20044,0,0,0,0,0,1
573,20115,0,0,0,0,0,0
574,20116,0,0,0,0,0,0
575,20117,0,0,0,0,0,0
576,20052,2,1,0,0,0,0
577,20053,2,1,0,0,0,0
578,20076,0,0,1,0,0,0
579,20077,0,0,0,0,0,0
580,20079,0,0,0,0,0,0
581,20104,0,0,0,0,0,1
582,20105,0,0,0,0,0,0
583,20110,2,2,0,0,0,0
584,20114,0,0,1,0,0,0
585,20141,0,0,1,0,0,0
586,20025,0,0,0,0,0,0
587,20034,0,0,1,1,0,0
588,20038,2,2,0,0,0,0
589,20039,0,0,0,0,0,0
590,20073,0,0,1,0,0,0
591,20075,0,0,0,0,0,0
592,20078,0,0,0,0,0,0
593,20109,0,0,0,0,0,0
594,20119,0,0,0,0,0,0
595,20122,0,0,0,1,0,0
596,20018,4,2,1,0,0,0
597,20019,0,0,0,0,0,1
598,20021,1,1,0,1,0,1
599,20022,0,0,0,0,0,0
600,20024,0,0,0,0,0,1
601,20030,0,0,1,1,0,1
602,20035,0,0,0,0,0,0
603,20040,0,0,1,1,0,1
604,20041,0,0,0,0,0,0
605,20043,0,0,1,0,0,0
606,20048,1,2,0,0,0,0
607,20051,2,1,1,0,0,1
608,20054,3,2,0,0,0,0
609,20074,0,0,1,0,0,1
610,20100,2,2,1,1,0,1
611,20121,0,0,0,0,0,0
612,20103,0,0,0,0,0,0
613,20142,0,0,1,1,0,1
614,20524,0,0,0,1,0,0
615,20143,0,0,2,0,2,0
616,20785,0,0,0,0,0,1
617,20786,0,0,0,0,0,1
618,20787,0,0,0,0,0,1
619,20788,0,0,0,0,0,1
620,20789,0,0,0,0,0,1
621,21174,0,0,1,1,0,0
622,21175,1,1,1,1,0,0
623,21176,3,2,1,1,0,0
624,21177,2,1,0,1,0,0
625,21178,1,1,1,1,0,0
626,22392,0,0,1,0,0,0
627,22389,3,1,0,1,0,0
628,22391,0,0,1,0,0,0
629,22394,0,0,1,0,0,0
630,22396,0,0,0,0,0,0
631,22395,0,0,0,0,0,0
632,22390,0,0,0,1,0,0
633,22393,0,0,0,0,0,0
634,22397,2,1,0,1,0,0
635,22398,2,1,1,0,0,0
636,23054,4,2,0,0,0,0
637,23055,0,0,0,0,0,0
638,23056,0,0,0,0,0,0
639,23057,0,0,2,0,2,0
640,23058,0,0,2,0,2,0
641,23059,2,1,2,0,2,0
642,23060,0,0,2,0,2,0
643,23061,0,0,2,0,2,0
644,23062,0,0,2,0,2,0
645,23063,0,0,2,0,2,0
646,23064,0,0,2,0,2,0
647,23065,0,0,2,0,2,0
648,23066,0,0,2,0,2,0
649,23067,0,0,2,0,2,0
650,23068,0,0,2,0,2,0
651,23069,0,0,2,0,2,0
652,23070,0,0,2,0,2,0
653,23071,0,0,0,0,0,1
654,23072,0,0,0,0,0,1
655,23073,0,0,0,0,0,1
656,23074,0,0,0,0,0,1
657,23075,0,0,0,0,0,1
658,24203,1,1,0,0,0,0
659,24204,1,1,1,1,0,0
660,24205,0,0,2,0,2,0
661,24206,0,0,2,0,2,0
662,24207,0,0,2,0,2,0
663,24208,0,0,2,0,2,0
664,24209,0,0,2,0,2,0
665,24210,0,0,2,0,2,0
666,24211,0,0,2,0,2,0
667,24212,0,0,2,0,2,0
668,24213,0,0,2,0,2,0
669,24214,0,0,2,0,2,0
670,24215,0,0,2,0,2,0
671,24216,0,0,2,0,2,0
672,24217,0,0,2,0,2,0
673,24218,0,0,2,0,2,0
674,24881,0,0,2,0,2,0
675,24882,0,0,2,0,2,0
676,24883,0,0,2,0,2,0
677,24884,0,0,2,0,2,0
678,24885,0,0,2,0,2,0
679,24886,0,0,2,0,2,0
680,24887,0,0,2,0,2,0
681,24888,0,0,2,0,2,0
682,24889,0,0,2,0,2,0
683,24890,0,0,2,0,2,0
684,24891,0,0,2,0,2,0
685,24892,0,0,2,0,2,0
686,24893,0,0,2,0,2,0
687,24557,0,0,0,0,0,1
688,24558,0,0,0,0,0,1
689,24559,0,0,0,0,0,1
690,24560,0,0,0,0,0,1
691,24561,0,0,0,0,0,1
692,24994,4,1,2,0,2,0
693,24990,4,1,2,0,2,0
694,24991,0,0,2,0,2,0
695,24992,0,0,2,0,2,0
696,24993,0,0,2,0,2,0
697,24995,1,1,2,0,2,0
698,26746,0,0,0,0,0,0
699,27417,0,0,0,0,0,0
700,27411,0,0,0,0,0,0
701,27412,0,0,0,0,0,0
702,27425,0,0,0,0,0,0
703,27427,0,0,0,0,0,0
704,27428,0,0,0,0,0,0
705,27429,0,0,0,0,0,0
706,27426,0,0,0,0,0,0
707,27430,2,1,0,0,0,0
708,27436,3,1,0,0,0,0
709,27431,0,0,0,0,0,1
710,27438,0,0,0,0,0,0
711,27439,0,0,0,0,0,0
712,27440,0,0,0,0,0,0
713,27449,0,0,0,0,0,0
714,27448,0,0,0,0,0,0
715,27446,0,0,0,0,0,0
716,27447,0,0,0,0,0,0
717,27451,0,0,0,0,0,0
718,27462,0,0,0,0,0,0
719,27414,0,0,0,0,0,0
720,27410,0,0,0,0,0,0
721,27415,2,1,0,0,0,0
722,27413,0,0,0,0,0,0
723,27419,0,0,0,0,1,0
724,27420,0,0,0,0,1,0
725,27422,2,2,0,0,0,0
726,27433,0,0,0,0,0,0
727,27435,0,0,0,0,0,0
728,27434,0,0,0,0,0,0
729,27443,0,0,0,0,0,0
730,27444,0,0,0,0,0,0
731,27445,0,0,0,0,0,0
732,27457,0,0,0,0,0,0
733,27452,0,0,0,0,0,0
734,27454,2,2,0,0,0,0
735,27450,0,0,0,0,0,0
736,27455,0,0,0,0,0,1
737,27458,0,0,0,0,0,0
738,27459,0,0,0,0,0,0
739,27463,0,0,0,0,0,0
740,27416,0,0,0,0,0,0
741,27418,0,0,0,0,0,0
742,27421,0,0,0,0,0,0
743,27437,4,1,0,0,0,0
744,26747,0,0,0,0,0,0
745,27453,0,0,0,0,0,0
746,27460,0,0,0,0,0,0
747,27461,0,0,0,0,0,0
748,27470,0,0,0,0,0,0
749,27479,0,0,0,0,0,0
750,27471,0,0,0,0,0,0
751,27469,0,0,0,0,0,0
752,27473,0,0,0,0,0,0
753,27423,1,2,0,0,0,0
754,27424,4,2,0,0,0,0
755,27472,0,0,0,0,0,0
756,27468,1,1,0,0,0,0
757,27475,1,1,0,0,0,0
758,27476,0,0,0,0,0,0
759,27477,0,0,0,0,0,0
760,27480,0,0,0,0,0,1
761,27482,0,0,0,0,0,0
762,27486,2,1,0,0,0,0
763,27487,0,0,0,0,0,0
764,26748,0,0,0,0,0,0
765,27474,2,1,0,0,0,0
766,27478,0,0,0,0,0,0
767,27489,0,0,0,0,0,0
768,27485,0,0,0,0,0,0
769,27488,0,0,0,0,0,0
770,27484,0,0,0,0,0,0
771,27465,0,0,0,0,0,0
772,27490,2,1,0,0,0,0
773,27491,0,0,0,0,0,1
774,27492,0,0,0,1,0,1
775,27441,0,0,0,0,0,0
776,27466,0,0,0,0,0,0
777,27493,0,0,0,0,0,0
778,27483,1,1,0,0,0,0
779,27497,0,0,0,0,0,0
780,27496,0,0,0,0,1,0
781,27442,0,0,0,0,0,1
782,26749,0,0,0,0,0,0
783,27464,0,0,0,0,0,0
784,27511,0,0,0,0,1,0
785,27513,0,0,0,0,1,0
786,27498,0,0,0,0,0,0
787,27495,0,0,0,0,1,0
788,27499,0,0,0,0,0,0
789,27506,0,0,0,0,0,0
790,27509,0,0,0,0,0,0
791,27504,0,0,0,0,0,0
792,27432,0,0,1,0,0,1
793,27456,0,0,1,1,0,1
794,27467,0,0,1,1,0,1
795,27481,1,1,1,0,0,1
796,27494,1,1,1,1,0,1
797,27500,0,0,1,0,0,0
798,27501,1,2,0,0,0,0
799,27507,0,0,0,0,0,0
800,27514,0,0,0,0,0,0
801,27503,4,2,0,0,0,0
802,27505,0,0,0,0,0,0
803,27512,0,0,0,0,0,0
804,27510,0,0,0,0,0,1
805,27515,0,0,0,0,0,1
806,27502,0,0,0,0,0,1
807,27508,0,0,1,1,0,1
808,28719,0,0,0,0,1,0
809,28065,1,1,2,0,2,0
810,28066,0,0,2,0,2,0
811,28067,0,0,2,0,2,0
812,28068,0,0,2,0,2,0
813,28069,0,0,2,0,2,0
814,28070,0,0,2,0,2,0
815,28071,0,0,2,0,2,0
816,28072,0,0,2,0,2,0
817,28189,0,0,0,0,0,1
