#,Message,Unknown1,Unknown2
20,"魔導リーパーの残骸だ。
損傷が激しく、使用することは難しそうだ……。

だが、操縦席から「軍用ポーション」を発見した！",7,False
21,"魔導リーパーの残骸だ。
損傷が激しく、使用することは難しそうだ……。

だが、操縦席から「軍用ポーション」を発見した！",7,False
22,"魔導リーパーの残骸だ。
損傷が激しく、使用することは難しそうだ……。

だが、操縦席から「軍用ポーション」を発見した！",7,False
23,すでに事切れている。,7,False
24,"背後から襲われたらしく、すでに事切れている。


その懐から、「軍用ポーション」を発見した。
ありがたく使わせてもらおう。",7,False
25,すでに事切れている。,7,False
26,"ボロボロになった小さな麻袋だ。


その中から、「軍用ポーション」を発見した！",7,False
27,"ボロボロになった小さな麻袋だ。


その中から、「帝国式回復剤」を発見した！",7,False
28,"脚部不良の魔導リーパーだ。
燃料は補充したが、認証鍵がないため起動できない。

元の搭乗者が、近くに隠れていないか捜してみよう。",7,False
29,"水面が小刻みに揺れ、細かな気泡が発生している……。
葉の裏で、コロポックルの幼獣がひしめいている姿を想像した。",7,False
30,"葉の表面に、踏みしめたような跡がある。
誰かが水を採取した際についたものだろうか……？",7,False
31,"水底に、植物に寄生された動物の死骸が見えた。
餌を探すうちに、迷い込んだのだろうか……？",7,False
32,"細かな焦げ跡がついた水草が見える。
賢者の攻撃術式の痕跡に、似ているようだ……。",7,False
33,"共通語で文章が刻まれている……


「創世の刻、猛き焔神、猛き我らに炎を授けん
　聖火授受、父祖より継がれし我らが炎、其の名を答えよ」",7,False
34,"走り書きされた紙片が落ちている。
盗掘者のメモだろうか……？

翠の希少石
孔雀石の間　緑と黄の袋
瓦礫の上　隅の土",7,False
35,"魔物の死骸だ。
鋭い爪で切り裂かれたような傷跡がある……。",7,False
36,"ごわごわした羽毛が散らばっている。
このあたりで暴れたのだろうか……？",7,False
37,"動物の糞が落ちている。
まだそれほど時間は経過していないようだ……。",7,False
38,"端末の画面に、氏名と思しき膨大な数の文字列が並んでいる。
どうやら「記憶を雲の上に預けられた」者のリストのようだ。

この中には、ナミーカの名前も記されているのだろうか……。",7,False
39,"魂資源の処理に際しては、マニュアルの工程を遵守されたし。
我らが預かるのは、新生アレクサンドリア連王国の最重要資源、
損壊、消失は重大な罪であると心得よ。
第一工程：魂の抽出
レギュレーター内に保存された「魂」と「記憶」の混合エーテルを、
抽出した後、ポッド内で安定させる。
混合エーテルの抽出処理を急ぐほど、
損壊率も高まるため、緊急時を除いて変更しないこと。",4,True
40,"特別監視対象魂、
ID161127、個体名「ナミーカ」。
生命活動停止時、肉体年齢86歳……。
国民の記憶消去、正常処理済。
残存肉体の処理、正常処理済。
混合エーテル抽出、正常処理済。",4,True
41,"第二工程：記魂分離
分離器を利用して混合エーテルを「魂」と「記憶」に分け、
それぞれを三次工程に送られたし。
「魂」は、最終処理工程のため、上層へ。
「記憶」は、秘匿経路を通じてメインターミナルへ。

なお、魔物の「記憶」については保存の必要なし。
特殊用途を除き、すべて廃棄のこと。",4,True
42,"第三工程：漂白
分離した「魂」に付着した記憶残滓の完全漂白を行う。
漂白光は生体に有害であるため、作業には慎重を要する。
なお、記憶残滓が付着したままの魂資源を投与された者は、
記憶の混濁や人格の崩壊に繋がる恐れがある。
高精度の感知装置により、残滓の有無を確認すべし。
以上の工程を経て、魂資源は社会に還元される。
諸君らの働きが今日も国家の営みを支えていると自覚し、
誠実な業務遂行を心掛けたし。",4,True
43,"実験記録216……個体名「アンブローズ」。
本実験は、魂なき肉体に試作型連結レギュレーターを装着し、
複数の魔物、および人の魂資源を同時投入するものである。
現在、実験体は生体のように活動しているが、
人格は破綻しており、破壊衝動にかられているように見える。
この点は魔物の魂が優位に作用している可能性あり。
それだけに非常に強力な戦闘力を秘めているが、
一方で制御に難があり、信頼性は低いと言わざるを得ない。
今後の実験は「忠実な人格」の固定が焦点となるだろう。",4,True
44,"なめらかな円形の石板に、輝く文字や図形が浮かび上がっている。
しかし、その字体は見たことのないもので、
エオルゼア文字とは数すら一致していないようだ。
文字の並びには整然とした法則性が見られるため、
おそらく、人工的に編み出された言語だと思われる。
重要な知識を隠すための措置だろうか。",7,False
45,"緻密な文様が刻まれた石板が置かれている。
しかし、記述された内容を読み解こうと視線を合わせると、
なにやら吐き気が催されるようだ。
おそらくは、意図に反した者が知識を得ないよう、
魔法的な防護処置が施されているのだろう。
今はこれ以上、直視しないほうが良さそうだ。",4,False
46,"書棚が倒れ、大量の書物が散乱している。
そのすべてが未知の言語で記述されているため、
内容の判読はできない。
魔紋と思しき図形も多く描かれているため、
魔道書の類なのかもしれない。",4,False
47,"街を歩いてると「どうにも首を傾げる出来事」に行き当たるが、
ギャリッジョとジューレの兄弟喧嘩は、その典型的な例だろうな。

釣り対決を謳っちゃいるが、あいつらのところにゃ、
毎日のようにフナを携えた冒険者が訪れる。
つまり、自分で釣らず他人に調達してもらってるわけだ。
それ、もはや釣り対決じゃなくねえかって話だよ。
冒険者のほうも、なんであんなに毎日協力するんだか……
報酬なんて微々たるものだろうに、不思議だよなあ。",4,True
48,"昔の話だが、このあたりに謎の巨大生物が現れたことがあったらしい。
ただ、のちにまとめられた報告書を見る限りでは、
どうにも奇妙なんだよな……。
冒険者が集まりすぎて巨大生物が瞬く間に討伐されたとか、
そもそもそんな生物見えもしなかったとか、
証言にバラつきがあるんだよ。
ともあれ、どの報告書を読んでも、
なんだかんだ楽しそうな雰囲気がうかがえるんだ。
きっと、何かの祭りみたいな出来事だったんだろうさ。",4,True
49,"はぁ、今日もハズレだ。
印章集めも楽じゃないんだが……。

いや、愚痴はよくないな、
勝ててるだけありがたいと思わないと。
帰りに仲間と温泉でも入って、気分転換するとしよう。",4,True
50,"今日はミミズ、明日はカニ、
そして明後日は、たぶんプヨプヨのアイツを狩ることになりそう。

でもなあ、濃厚キッスに、力の入らなくなる霧……
アイツ、どうにも苦手なんだよなあ。

うーん、ちょっと場所を変えて、
ロランベリー耕地あたりに行ってみようか。

どこで狩るかで稼ぎが変わるから、よく考えないと……。
でも、これがリーダーの楽しみでもあるんだよなあ。",4,True
51,"むかしむかし、遥か天空まで栄えた、偉大な文明がありました。
しかし、その文明の指導者は永遠の楽園を夢見て、
禁忌に触れようとしたのです。
その結果、文明は滅びを迎え、
指導者たちも永き眠りにつくことになりました。

ですが忘れてはなりません、
かの者たちが、不滅なる亡霊だということを……。
彼らは今も決して夢を諦めてはいないのです。",4,True
52,"我々、プリザベーションの存在意義とは何か。
それは「人々の生存に寄与すること」にほかならない。

雷属性に偏った世界の中で、
安全に人々が暮らすことができる場を創出すると同時に、
人々を蝕む麻痺症状の治療法を確立すること……。
これらの難題に対して、実に多くの対処法が提示されたが、
ついに全てを完全に解決する手法が発見された。
それも、少年と言って差支えのないほどの若き天才によって。",4,True
53,"我らが指導者カリュクスによれば、
生物を生命たらしめるのは、肉体ではなく魂だという。
そして、魂に刻まれた記憶こそが「人の本質」だと主張する。
彼は、この思想を根幹として、
エレクトロープによる魂の管理という方法論を提示した。
魂がエーテルで構成される以上、必ず保存できるというのだ。
実際、重犯罪者や志願者を対象として行われた実験において、
人が死亡する際に放射されるエーテルの確保に成功した。
人類は大いなる一歩を踏み出したのだ。",4,True
54,"エレクトロープ製の特殊装置に保存した魂を、
機械兵に注入し、人として動作させる実験に成功した。
もはや肉体が雷属性に蝕まれることを恐れる必要はないのだ。
だが我らが指導者カリュクスは、この偉業にも満足していない。
魂と記憶を分離し、魂を資源として活用すると同時に、
記憶に永遠の命を与えるというのである。
記憶であればバックアップも可能であり、魂にさえ縛られない。
生来の病により余命いくばくもない彼だからこそ、
純粋な情報生命「永久人」という進化の道を見いだせたのだろう。",4,True
55,,0,False
56,,0,False
57,,0,False
58,,0,False
59,,0,False
60,,0,False
