#,StageFull,Stage,IndexText2,IndexText,IndexNpc,Unknown3,Unknown4,Unknown12,Unknown13,Unknown5,Unknown14,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24
14,"居住モジュール、コスモポート　完工
**次の作業を計画中、自由に過ごそう！",居住モジュール、コスモポート　完工,"居住モジュールと、コスモポートが建設されたッス！
いよいよ基地らしくなってきたッスね、ご協力ありがとうッスよー！",居住モジュール、コスモポートが建設されたッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241007,18,3,1401,158,0,4,13,5,0,2,3,0,0,0,0,0,0,0,0,0,False
15,"「第一次ハンガー拡張計画」　資材準備中
**コスモミッションに参加して資材を集めよう！",「第一次ハンガー拡張計画」　資材準備中,"ローダーハンガーを高機能に改築するッス！
資材調達のため、コスモミッションにご協力くださいッス！",ローダーハンガーを高機能に改築するッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241008,0,0,0,158,0,4,14,0,0,2,3,0,0,0,0,0,0,0,0,0,False
16,"「第一次ハンガー拡張計画」　共同施工作業準備中
 **共同施工作業の開始に備えよう！",「第一次ハンガー拡張計画」　共同施工作業準備中,"ローダーハンガー改築のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",ローダーハンガー改築のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241008,0,0,1451,158,0,4,15,0,0,2,3,0,0,0,0,0,0,0,0,0,False
17,"「第一次ハンガー拡張計画」　共同施工作業実施中
**共同施工作業に参加しよう！",「第一次ハンガー拡張計画」　共同施工作業実施中,"ローダーハンガー改築のための共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",ローダーハンガー改築のための共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241008,0,0,0,158,0,4,16,0,0,2,3,0,0,0,0,0,0,0,0,0,False
18,"「ローダーハンガーII」　完工
**次の作業を計画中、自由に過ごそう！",「ローダーハンガーII」　完工,"ローダーハンガーが高機能に改築されたッス！
これでローダーもますます活躍してくはず……ご協力、ありがとうッスよー！",ローダーハンガーが高機能に改築されたッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241009,18,4,1402,158,0,5,17,5,0,2,3,0,0,0,0,0,0,0,0,0,False
19,"「第二次コスモライナー敷設計画」　資材準備中
 **コスモミッションに参加して資材を集めよう！",「第二次コスモライナー敷設計画」　資材準備中,"北西部のコスモライナーを敷設するッス！
資材調達のため、コスモミッションにご協力くださいッス！",北西部のコスモライナーを敷設するッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241010,0,0,0,158,0,5,18,0,0,2,3,0,0,0,0,0,0,0,0,0,False
20,"「第二次コスモライナー敷設計画」　敷設中
**コスモライナーの完成を待とう！",「第二次コスモライナー敷設計画」　敷設中,"北西部のコスモライナー敷設の、完工予定時刻が決まったッス！
完工したらもっと便利になるから、もう少し待っててほしいッスー！",北西部のコスモライナー敷設の、完工予定時刻が決まったッス！,サーチングウェイ,241010,0,0,1452,158,0,5,18,0,0,2,3,0,0,0,0,0,0,0,0,0,False
21,"「コスモライナー：北西部」　敷設完了
**次の作業を計画中、自由に過ごそう！",「コスモライナー：北西部」　敷設完了,"北西部のコスモライナーが敷設されたッス！
北西部への探索が捗るはずッスね、ご協力ありがとうッスよー！",北西部のコスモライナーが敷設されたッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241011,18,5,1407,158,0,6,19,6,0,2,3,0,0,0,0,0,0,0,0,0,False
22,"「第三次コスモライナー敷設計画」　資材準備中
 **コスモミッションに参加して資材を集めよう！",「第三次コスモライナー敷設計画」　資材準備中,"南東部のコスモライナーを敷設するッス！
資材調達のため、コスモミッションにご協力くださいッス！",南東部のコスモライナーを敷設するッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241012,0,0,0,158,0,6,20,0,0,2,3,0,0,0,0,0,0,0,0,0,False
23,"「第三次コスモライナー敷設計画」　敷設中
**コスモライナーの完成を待とう！",「第三次コスモライナー敷設計画」　敷設中,"南東部のコスモライナー敷設の、完工予定時刻が決まったッス！
完工したらもっと便利になるから、もう少し待っててほしいッスー！",南東部のコスモライナー敷設の、完工予定時刻が決まったッス！,サーチングウェイ,241012,0,0,1452,158,0,6,20,0,0,2,3,0,0,0,0,0,0,0,0,0,False
24,"「コスモライナー：南東部」　敷設完了
**次の作業を計画中、自由に過ごそう！",「コスモライナー：南東部」　敷設完了,"南東部のコスモライナーが敷設されたッス！
南東部への探索が捗るはずッスね、ご協力ありがとうッスよー！",南東部のコスモライナーが敷設されたッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241013,18,6,1409,158,0,7,21,6,0,2,3,4,6,7,0,0,0,0,0,0,False
25,"「トンネル掘削工事」　資材準備中
 **コスモミッションに参加して資材を集めよう！",「トンネル掘削工事」　資材準備中,"山にトンネルを開通させる工事をするッス！
資材調達のため、コスモミッションにご協力くださいッス！",山にトンネルを開通させる工事をするッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241014,0,0,0,158,0,7,22,0,0,2,3,4,6,7,0,0,0,0,0,0,False
26,"「第一次トンネル掘削工事」　共同施工作業準備中
 **共同施工作業の開始に備えよう！",「第一次トンネル掘削工事」　共同施工作業準備中,"トンネル開通工事のための、第一回共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",トンネル開通工事のための、第一回共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241014,0,0,1451,158,0,7,23,0,0,2,3,4,6,7,0,0,0,0,0,0,False
27,"「第一次トンネル掘削工事」　共同施工作業実施中
**共同施工作業に参加しよう！",「第一次トンネル掘削工事」　共同施工作業実施中,"トンネル開通工事のための、第一回共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",トンネル開通工事のための、第一回共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241014,0,0,0,158,0,7,24,0,0,2,3,4,6,7,0,0,0,0,0,0,False
28,"「第二次トンネル掘削工事」　共同施工作業準備中
**共同施工作業の開始に備えよう！",「第二次トンネル掘削工事」　共同施工作業準備中,"トンネル開通工事のための、第二回共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",トンネル開通工事のための、第二回共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241015,18,7,1401,158,0,8,25,5,0,2,3,4,6,7,0,0,0,0,0,0,False
29,"「第二次トンネル掘削工事」　共同施工作業実施中
**共同施工作業に参加しよう！",「第二次トンネル掘削工事」　共同施工作業実施中,"トンネル開通工事のための、第二回共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",トンネル開通工事のための、第二回共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241015,0,0,0,158,0,8,25,0,0,2,3,4,6,7,0,0,0,0,0,0,False
30,"「ピアッシングウェイ・トンネル」　完工
**次の作業を計画中、自由に過ごそう！",「ピアッシングウェイ・トンネル」　完工,"ピアッシングウェイ・トンネルが開通したッス！
トンネルの奥への探索が捗るはずッスね、ご協力ありがとうッスよー！",ピアッシングウェイ・トンネルが開通したッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241016,18,8,1408,158,0,9,26,6,0,2,3,4,6,7,0,0,0,0,0,0,False
31,"「第四次コスモライナー敷設計画」　資材準備中
 **コスモミッションに参加して資材を集めよう！",「第四次コスモライナー敷設計画」　資材準備中,"トンネル奥のエリアに、コスモライナーを敷設するッス！
資材調達のため、コスモミッションにご協力くださいッス！",トンネル奥のエリアに、コスモライナーを敷設するッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241017,0,0,0,158,0,9,27,0,0,2,3,4,6,7,0,0,0,0,0,0,False
32,"「第四次コスモライナー敷設計画」　敷設中
**コスモライナーの完成を待機しよう！",「第四次コスモライナー敷設計画」　敷設中,"トンネル奥のコスモライナー敷設の、完工予定時刻が決まったッス！
完工したらもっと便利になるから、もう少し待っててほしいッスー！",トンネル奥のコスモライナー敷設の、完工予定時刻が決まったッス！,サーチングウェイ,241017,0,0,1452,158,0,9,27,0,0,2,3,4,6,7,0,0,0,0,0,0,False
33,"「コスモライナー：南西部」　敷設完了
**次の作業を計画中、自由に過ごそう！",「コスモライナー：南西部」　敷設完了,"トンネル奥のエリアにコスモライナーが敷設されたッス！
ますます探索が捗るはずッスね、ご協力ありがとうッスよー！",トンネル奥のエリアにコスモライナーが敷設されたッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241018,18,9,1412,158,0,10,28,6,0,2,3,4,6,7,8,0,0,0,0,0,False
34,"「第二次基地拡張計画」　資材準備中
 **コスモミッションに参加して資材を集めよう！",「第二次基地拡張計画」　資材準備中,"ムーンゲート基地のさらなる拡張をするッス！
資材調達のため、コスモミッションにご協力くださいッス！",ムーンゲート基地のさらなる拡張をするッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241019,0,0,0,158,0,10,29,0,0,2,3,4,6,7,8,0,0,0,0,0,False
35,"「第二次基地拡張計画」　共同施工作業準備中
**共同施工作業の開始に備えよう！",「第二次基地拡張計画」　共同施工作業準備中,"基地のさらなる拡張のための、共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",基地のさらなる拡張のための、共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241019,0,0,1451,158,0,10,30,0,0,2,3,4,6,7,8,0,0,0,0,0,False
36,"「第二次基地拡張計画」　共同施工作業実施中
**共同施工作業に参加しよう！",「第二次基地拡張計画」　共同施工作業実施中,"ムーンゲート基地のさらなる拡張のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",ムーンゲート基地のさらなる拡張のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241019,0,0,0,158,0,10,31,0,0,2,3,4,6,7,8,0,0,0,0,0,False
37,"ムーンゲート基地「ベースキャンプIII」　完工
**次の作業を計画中、自由に過ごそう！",ムーンゲート基地「ベースキャンプIII」　完工,"ムーンゲート基地がさらにいい感じに拡張されたッス！
探索活動がさらに捗るはずッスね、ご協力ありがとうッスよー！",ムーンゲート基地がさらにいい感じに拡張されたッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241020,18,10,1410,158,0,11,32,6,1,2,3,5,6,7,8,0,0,0,0,0,False
38,"発雷所、給水所　建設資材準備中
 **コスモミッションに参加して資材を集めよう！",発雷所、給水所　建設資材準備中,"発雷所や給水所などの、インフラ施設を建設するッス！
資材調達のため、コスモミッションにご協力くださいッス！",発雷所や給水所などの、インフラ施設を建設するッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241021,0,0,0,158,0,11,33,0,1,2,3,5,6,7,8,0,0,0,0,0,False
39,"「エネルギー設備拡充支援」　共同施工作業準備中
**共同施工作業の開始に備えよう！",「エネルギー設備拡充支援」　共同施工作業準備中,"発雷所建設のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",発雷所建設のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241021,0,0,1451,158,0,11,34,0,1,2,3,5,6,7,8,0,0,0,0,0,False
40,"「エネルギー設備拡充支援」　共同施工作業実施中
**共同施工作業に参加しよう！",「エネルギー設備拡充支援」　共同施工作業実施中,"発雷所建設のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",発雷所建設のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241021,0,0,0,158,0,11,35,0,1,2,3,5,6,7,8,0,0,0,0,0,False
41,"「給水設備拡充支援」　共同施工作業準備中
**共同施工作業の開始に備えよう！",「給水設備拡充支援」　共同施工作業準備中,"給水所建設のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",給水所建設のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241022,18,11,1401,158,0,12,36,5,1,2,3,5,6,7,8,0,0,0,0,0,False
42,"「給水設備拡充支援」　共同施工作業実施中
**共同施工作業に参加しよう！",「給水設備拡充支援」　共同施工作業実施中,"給水所建設のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",給水所建設のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241022,0,0,0,158,0,12,36,0,1,2,3,5,6,7,8,0,0,0,0,0,False
43,"発雷所、給水所　完工
**次の作業を計画中、自由に過ごそう！",発雷所、給水所　完工,"いろんなインフラ施設が完成したッス！
エネルギーや水の心配がグッと少なくなったはずッス、ご協力ありがとうッスよー！",いろんなインフラ施設が完成したッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241023,18,12,1401,158,0,13,37,5,1,2,3,5,6,7,8,0,0,0,0,0,False
44,"ローダーハンガーII、コスモポート　改築資材準備中
 **コスモミッションに参加して資材を集めよう！",ローダーハンガーII、コスモポート　改築資材準備中,"ローダーハンガーとコスモポートを高機能に改築するッス！
資材調達のため、コスモミッションにご協力くださいッス！",ローダーハンガーとコスモポートを高機能に改築するッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241024,0,0,0,158,0,13,38,0,1,2,3,5,6,7,8,0,0,0,0,0,False
45,"「第二次ハンガー拡張計画」　共同施工作業準備中
**共同施工作業の開始に備えよう！",「第二次ハンガー拡張計画」　共同施工作業準備中,"ローダーハンガー改築のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",ローダーハンガー改築のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241024,0,0,1451,158,0,13,39,0,1,2,3,5,6,7,8,0,0,0,0,0,False
46,"「第二次ハンガー拡張計画」　共同施工作業実施中
**共同施工作業に参加しよう！",「第二次ハンガー拡張計画」　共同施工作業実施中,"ローダーハンガー改築のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",ローダーハンガー改築のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241024,0,0,0,158,0,13,40,0,1,2,3,5,6,7,8,0,0,0,0,0,False
47,"「第二次コスモポート整備作業」　共同施工作業準備中
**共同施工作業の開始に備えよう！",「第二次コスモポート整備作業」　共同施工作業準備中,"コスモポート改築のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",コスモポート改築のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241025,18,13,1402,158,0,14,41,5,1,2,3,5,6,7,8,0,0,0,0,0,False
48,"「第二次コスモポート整備作業」　共同施工作業実施中
**共同施工作業に参加しよう！",「第二次コスモポート整備作業」　共同施工作業実施中,"コスモポート改築のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",コスモポート改築のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241025,0,0,0,158,0,14,41,0,1,2,3,5,6,7,8,0,0,0,0,0,False
49,"ローダーハンガーIII、コスモポートII　完工
**次の作業を計画中、自由に過ごそう！",ローダーハンガーIII、コスモポートII　完工,"ローダーハンガー、コスモポートが高機能に改築されたッス！
ますます探索活動が捗るはずッス、ご協力ありがとうッスよー！",ローダーハンガー、コスモポートが高機能に改築されたッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241026,18,14,1402,158,0,15,42,5,1,2,3,5,6,7,8,0,0,0,0,0,False
50,"「リフト用地整備」　資材準備中
**コスモミッションに参加して資材を集めよう！",「リフト用地整備」　資材準備中,"地底に降りるリフトの開通工事をするッス！
資材調達のため、コスモミッションにご協力くださいッス！",地底に降りるリフトの開通工事をするッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241027,0,0,0,158,0,15,43,0,1,2,3,5,6,7,8,0,0,0,0,0,False
51,"「第一次リフト用地整備」　共同施工作業準備中
**共同施工作業の開始に備えよう！",「第一次リフト用地整備」　共同施工作業準備中,"地底リフト開通工事のための、第一回共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",地底リフト開通工事のための、第一回共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241027,0,0,1451,158,0,15,44,0,1,2,3,5,6,7,8,0,0,0,0,0,False
52,"「第一次リフト用地整備」　共同施工作業実施中
**共同施工作業に参加しよう！",「第一次リフト用地整備」　共同施工作業実施中,"地底リフト開通工事のための、第一回共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",地底リフト開通工事のための、第一回共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241027,0,0,0,158,0,15,45,0,1,2,3,5,6,7,8,0,0,0,0,0,False
53,"「第二次リフト用地整備」　共同施工作業準備中
**共同施工作業の開始に備えよう！",「第二次リフト用地整備」　共同施工作業準備中,"地底リフト開通工事のための、第二回共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",地底リフト開通工事のための、第二回共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241028,18,15,1401,158,0,16,46,5,1,2,3,5,6,7,8,0,0,0,0,0,False
54,"「第二次リフト用地整備」　共同施工作業実施中
**共同施工作業に参加しよう！",「第二次リフト用地整備」　共同施工作業実施中,"地底リフト開通工事のための、第二回共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",地底リフト開通工事のための、第二回共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241028,0,0,0,158,0,16,46,0,1,2,3,5,6,7,8,0,0,0,0,0,False
55,"「ネイディア・リフト」　完工
**次の作業を計画中、自由に過ごそう！",「ネイディア・リフト」　完工,"地底への「ネイディア・リフト」が開通したッス！
地底空間の探索が捗るはずッス、ご協力ありがとうッスよー！",地底リフトが開通したッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241029,18,16,1411,158,0,17,47,6,1,2,3,5,6,7,8,0,0,0,0,0,False
56,"「第五次コスモライナー敷設計画」　資材準備中
 **コスモミッションに参加して資材を集めよう！",「第五次コスモライナー敷設計画」　資材準備中,"地底部のコスモライナーを敷設するッス！
資材調達のため、コスモミッションにご協力くださいッス！",地底部のコスモライナーを敷設するッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241030,0,0,0,158,0,17,48,0,1,2,3,5,6,7,8,0,0,0,0,0,False
57,"「第五次コスモライナー敷設計画」　敷設中
**コスモライナーの完成を待とう！",「第五次コスモライナー敷設計画」　敷設中,"地底部のコスモライナー敷設の、完工予定時刻が決まったッス！
完工したらもっと便利になるから、もう少し待っててほしいッスー！",地底部のコスモライナー敷設の、完工予定時刻が決まったッス！,サーチングウェイ,241030,0,0,1452,158,0,17,48,0,1,2,3,5,6,7,8,0,0,0,0,0,False
58,"「コスモライナー：地底部」　敷設完了
**次の作業を計画中、自由に過ごそう！",「コスモライナー：地底部」　敷設完了,"地底部にコスモライナーが敷設されたッス！
ますます探索が捗るはずッス、ご協力ありがとうッスよー！",地底部にコスモライナーが敷設されたッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241031,18,17,1404,158,0,18,49,6,1,2,3,5,6,7,8,9,0,0,0,0,False
59,"「基地総合設備拡充工事」　資材準備中
 **コスモミッションに参加して資材を集めよう！",「基地総合設備拡充工事」　資材準備中,"ムーンゲート基地のすんごい拡充をするッス！
資材調達のため、コスモミッションにご協力くださいッス！",ムーンゲート基地のすんごい拡充をするッス！　一緒に資材を集めてほしいッスよー！,サーチングウェイ,241032,0,0,0,158,0,18,50,0,1,2,3,5,6,7,8,9,0,0,0,0,False
60,"「基地総合設備拡充工事」　共同施工作業準備中
**共同施工作業の開始に備えよう！",「基地総合設備拡充工事」　共同施工作業準備中,"基地のすんごい拡張のための、共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！",基地のすんごい拡張のための、共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！,サーチングウェイ,241032,0,0,1451,158,0,18,51,0,1,2,3,5,6,7,8,9,0,0,0,0,False
61,"「基地総合設備拡充工事」　共同施工作業実施中
**共同施工作業に参加しよう！",「基地総合設備拡充工事」　共同施工作業実施中,"ムーンゲート基地のすんごい拡張のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！",ムーンゲート基地のすんごい拡張のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！,サーチングウェイ,241032,0,0,0,158,0,18,52,0,1,2,3,5,6,7,8,9,0,0,0,0,False
62,"ムーンゲート基地「ルナホップ・ポリス」　完工
**星々に想いを馳せながら、自由に過ごそう！",ムーンゲート基地「ルナホップ・ポリス」　完工,"ムーンゲート基地がすんごく拡張されたッス！
すっかり立派な基地になったッスね、ご協力ありがとうッスよー！",ムーンゲート基地がすんごく拡張されたッス！　ご協力、ありがとうッスよー！,サーチングウェイ,241033,18,18,1403,158,0,19,53,6,1,2,3,5,6,7,8,9,0,0,0,0,False
63,"「月面基地整備計画」　完了
**星々に想いを馳せながら、自由に過ごそう！",「月面基地整備計画」　完了,"協力してくれたみんなのおかげで、月面の全施設が完成したッス！
焦がれの入江からの旅立ちの日に向けて、ワクワクが止まらないッス～！",協力してくれたみんなのおかげで、月面の全施設が完成したッス！　ありがとうッスよー！！,サーチングウェイ,241034,0,0,0,158,0,19,54,0,1,2,3,5,6,7,8,9,0,0,0,0,False
