#,Name,Description,Cost,Icon,FCRank,Order,Purchasable
65,対人戦績アップIII,24時間（地球時間）、対人戦績の獲得量が15％上昇する,10500,64267,8,39,False
66,軍票アップIII,24時間（地球時間）、軍票の獲得量が15％上昇する,10500,64268,8,40,False
67,,,0,0,0,0,False
68,獲得力アップIII,24時間（地球時間）、ギャザラーの獲得力が15上昇する,10500,64252,8,43,False
69,技術力アップIII,24時間（地球時間）、ギャザラーの技術力が15上昇する,10500,64253,8,44,False
70,作業精度アップIII,24時間（地球時間）、クラフターの作業精度が15上昇する,10500,64254,8,45,False
71,加工精度アップIII,24時間（地球時間）、クラフターの加工精度が15上昇する,10500,64255,8,46,False
72,錬精度上昇量アップIII,24時間（地球時間）、錬精度が上昇しやすくなる,10500,64259,8,47,False
73,食事効果時間延長III,24時間（地球時間）、食事の効果時間を15分延長する,10500,64258,8,48,False
74,装備品劣化低減III,24時間（地球時間）、装備品の耐久度の減少を30％低減する,10500,64260,8,49,False
75,,,0,0,0,0,False
76,テレポ割引III,24時間（地球時間）、テレポに必要なギルが40％割引される,10500,64262,8,51,False
77,MGPアップIII,24時間（地球時間）、マンダヴィル・ゴールドソーサーポイントの獲得量が15％上昇する,10500,64269,8,41,False
78,,,0,0,0,0,False
79,,,0,0,0,0,False
80,,,0,0,0,0,False
81,,,0,0,0,0,False
82,,,0,0,0,0,False
83,,,0,0,0,0,False
84,,,0,0,0,0,False
85,,,0,0,0,0,False
86,,,0,0,0,0,False
87,,,0,0,0,0,False
88,,,0,0,0,0,False
89,,,0,0,0,0,False
90,,,0,0,0,0,False
91,,,0,0,0,0,False
92,,,0,0,0,0,False
93,,,0,0,0,0,False
94,,,0,0,0,0,False
95,,,0,0,0,0,False
96,,,0,0,0,0,False
97,,,0,0,0,0,False
98,,,0,0,0,0,False
99,,,0,0,0,0,False
100,,,0,0,0,0,False
