#,Text,String,Genre,LegacyQuestID,SortKey
72,サハギン族をやっつけろ,,344,499,72
73,いけすのヌシ,,344,500,73
74,うはうは期間,,344,501,74
75,業火の試練,,343,626,75
76,メルヴァン税関公社の失敗,,343,632,76
77,希望の橋,,343,633,77
78,バラクーダの復讐,,343,635,78
79,愛情たっぷり,,343,637,79
80,海賊うっかり,,343,638,80
81,息子の消息,,343,639,81
82,気合がっつり,,343,640,82
83,さざなみの音色,,343,641,83
84,お魚革命,,343,642,84
85,月の胸騒ぎ,,343,643,85
86,黒い関係,,343,645,86
87,彫刻家の野望,,343,647,87
88,バラクーダ騎士団特務,,343,652,88
89,夜道に注意,,343,653,89
90,猛る炎,,343,654,90
91,お野菜革命,,343,655,91
92,いたずらの序曲,,343,657,92
93,伝説のシクサ,,343,658,93
94,いたずらの輪舞曲,,343,659,94
95,息子の苦闘,,343,661,95
96,失われた日記,,343,662,96
97,秘められた想い,,343,663,97
98,誰がための祈り,,343,664,98
99,原初の呼応,,343,665,99
100,森に仇なす者,,343,666,100
101,商機を握る豆,,343,667,101
102,盗まれし魂,,343,668,102
103,三重の幻術皇,,343,673,103
104,扉を叩くモノ,,343,674,104
105,眠れない冒険者たち,,343,675,105
106,お偉い呪術士先生,,343,676,106
107,すべてはお客様のために,,343,678,107
108,ミリオンシード,,343,679,108
109,汚点,,343,680,109
110,さらわれた呪術士,,343,681,110
111,かなしみの呪術士,,343,682,111
112,泣きっ面に花,,343,683,112
113,キャンプ・ホライズンからの伝令,,343,684,113
114,背徳の名,,343,685,114
115,わさわさコブラン,,343,686,115
116,新商品で巻き返せ,,343,689,116
117,つわものなる者たち,,343,694,117
118,安らぎのゆくえ,,343,705,118
119,生命の境界,,343,706,119
120,最後の群民,,343,707,120
121,黄金の加護,,343,725,121
122,呪剣に秘められし盟約,,343,726,122
123,海霧にひそむ闇市,,343,727,123
124,突撃！　噂の魔物！,,343,733,124
125,収穫奉納祭事,,343,734,125
126,定めにあらがう乙女,,343,735,126
127,銀波に消えた秘宝,,343,736,127
128,海風の警告,,343,743,128
129,荒波を撃ち抜く弾丸,,343,744,129
130,潮騒が運ぶ幸福,,343,745,130
131,その賢者アルドバル,,343,752,131
132,アマルジャの血,,343,753,132
133,隣は何を掘る人ぞ,,343,754,133
134,アマルジャの刃,,343,755,134
135,マルセットの「スプリガンのひみつ」,,343,761,135
136,神々の声はかく語りき,,343,762,136
137,良薬口に苦し,,343,763,137
138,マルセットの「ファンガーのひみつ」,,343,764,138
139,奇妙なファンレター,,343,770,139
140,オライオン号のおいしい積み荷,,343,771,140
141,海賊様のワイン,,343,772,141
142,芳しき海の男,,343,773,142
143,降臨？　賢者のタマゴ！　（ウルダハ）,,343,788,143
144,賢者のタマゴ　奪還大作戦　（ウルダハ）,,343,789,144
145,降臨？　賢者のタマゴ！　（グリダニア）,,343,793,145
146,賢者のタマゴ　奪還大作戦　（グリダニア）,,343,794,146
147,紅蓮祭　-大炎獣ボンバード登場！-,,343,798,147
148,守護天節　-いたずらインプ大脱走！-,,343,799,148
149,星芒祭/雪人の儀,,343,800,149
150,降神祭/消えた雪人,,343,801,150
151,降臨？　賢者のタマゴ！　（リムサ・ロミンサ）,,343,803,151
152,賢者のタマゴ　奪還大作戦　（リムサ・ロミンサ）,,343,804,152
153,物品調達の仕事,,343,808,153
154,霊窟にて待つ試練,,343,809,154
155,お客様は老ゴブリン,,343,810,155
156,想いが生み出す力,,343,811,156
157,想いを繋ぐ力,,343,812,157
158,想いを伝える力,,343,813,158
159,道化の饗宴,,343,815,159
160,軍需品調達・補給品調達の仕事,,343,816,160
161,流砂の迷宮「カッターズクライ」,,343,817,161
162,黄金の谷「オーラムヴェイル」,,343,818,162
163,トトラク威力偵察指令,,343,820,163
164,ゼーメル要塞奪還作戦,,343,821,164
165,オーラムヴェイル霧中行軍,,343,822,165
166,カッターズクライ流砂迷宮,,343,823,166
167,旅館「とまり木」の約束,,343,827,167
168,暗中の光明,,343,828,168
169,宿屋「ミズンマスト」のお得意様,,343,837,169
170,対価の報い,,343,838,170
171,小月が導く事件の行方,,343,839,171
172,勇者と事件と灰と剣,,343,840,172
173,宿屋「砂時計亭」で消えた指輪,,343,847,173
174,被疑者の男,,343,848,174
175,季節クエスト（汎用）,,343,857,175
176,再びのエッグハント,,343,858,176
177,紅蓮祭　-大炎獣ボンバードの逆襲！-,,343,859,177
178,季節クエスト（3国共通）,,343,860,178
179,ハムレット補給,,343,861,179
180,エリック博士の講義,,343,862,180
181,旋風の試練,,343,866,181
182,蘇る古の武器,,343,867,182
183,おわりの名は希望,,343,868,183
184,紅月下の闘い,,343,869,184
185,アバラシアから来た戦士,,345,1200,254
186,壁をぶち壊せ,,345,1201,255
187,原初のマグマ,,345,1202,256
188,英雄巡礼,,345,1203,257
189,腕くらべ,,345,1204,258
190,いちばんの戦士,,345,1205,259
191,さすらいのモンク,,345,1220,260
192,青き古戦場,,345,1221,261
193,不和から至る旋律,,345,1222,262
194,チャクラの波紋,,345,1223,263
195,無明の内地,,345,1224,264
196,廃王の帰還,,345,1225,265
197,白魔道士が導くもの,,345,1240,266
198,光のあとに残るもの,,345,1241,267
199,続く明日を語るもの,,345,1242,268
200,瞬く希望を願うもの,,345,1243,269
201,怒りの底に眠るもの,,345,1244,270
202,無垢より満つるもの,,345,1245,271
203,黒魔道士と黒の石,,345,1260,272
204,時を告げし血,,345,1261,273
205,異郷なる友,,345,1262,274
206,いざないの霧,,345,1263,275
207,道を求むる旅,,345,1264,276
208,黒魔法の導き手,,345,1265,277
209,ナイトの誓約,,345,1280,278
210,慕いし背中,,345,1281,279
211,失望と怒りと責任と,,345,1282,280
212,交わる毒心,,345,1283,281
213,交わらぬ心慮,,345,1284,282
214,かざすは騎士の聖剣,,345,1285,283
215,吟遊詩人の調べ,,345,1300,284
216,弓兵の戦歌,,345,1301,285
217,時神の境地,,345,1302,286
218,罪深き愚者,,345,1303,287
219,浄罪の地を求めて,,345,1304,288
220,命の賛歌,,345,1305,289
221,目覚めし竜騎士,,345,1320,290
222,戦神の槍,,345,1321,291
223,消えぬ爪痕,,345,1322,292
224,双竜の邂逅,,345,1323,293
225,邪竜の声,,345,1324,294
226,蒼の竜騎士,,345,1325,295
227,賢者の秘密,,346,1400,185
228,「黒渦団」仮配属,,346,1401,186
229,「黒渦団」の軍票,,346,1402,187
230,帝国の照準,,346,1403,188
231,巨艦を駆りて,,346,1404,189
232,動乱の大地,,346,1405,190
233,「黒渦団」配属,,346,1406,191
234,トトラクの千獄　（リムサ・ロミンサ）,,346,1409,192
235,ゼーメル要塞　（リムサ・ロミンサ）,,346,1410,193
236,盟主ルイゾワの秘策（リムサ・ロミンサ）,,346,1415,194
237,アワアワ大作戦,,346,1416,195
238,荒ぶる海賊たち,,346,1417,196
239,スウィートビスケット騒動,,346,1418,197
240,地底の秘境,,346,1419,198
241,一流を支えるもの,,346,1425,199
242,王狼へのはなむけ,,346,1426,200
243,「コボルド軍野営」疲弊作戦,,346,1427,201
244,開かれた血路,,346,1428,202
245,盟主ルイゾワの導き（リムサ・ロミンサ）,,346,1429,203
246,リムサ・ロミンサの岐路,,346,1430,204
247,勝利への行進（リムサ・ロミンサ）,,346,1431,205
248,月下の闘い（リムサ・ロミンサ）,,346,1432,206
249,「グレートバッファロー」討伐作戦,,346,1433,207
250,賢者の刻印,,346,1600,208
251,「双蛇党」仮配属,,346,1601,209
252,「双蛇党」の軍票,,346,1602,210
253,覚悟の便り,,346,1603,211
254,新たな調和を,,346,1604,212
255,破壊の力,,346,1605,213
256,「双蛇党」配属,,346,1606,214
257,トトラクの千獄　（グリダニア）,,346,1609,215
258,ゼーメル要塞　（グリダニア）,,346,1610,216
259,盟主ルイゾワの秘策（グリダニア）,,346,1615,217
260,遥かなる循環,,346,1616,218
261,護国にかける決意,,346,1617,219
262,ひらめきの種,,346,1618,220
263,烈風の要塞,,346,1619,221
264,骸を喰らう者,,346,1625,222
265,凶鳥の舞,,346,1626,223
266,「イクサル軍伐採所」急襲作戦,,346,1627,224
267,心をひとつに,,346,1628,225
268,盟主ルイゾワの導き（グリダニア）,,346,1629,226
269,グリダニアの岐路,,346,1630,227
270,勝利への行進（グリダニア）,,346,1631,228
271,月下の闘い（グリダニア）,,346,1632,229
272,「太っ腹のホットポックス」討伐作戦,,346,1633,230
273,賢者の策略,,346,1800,231
274,「不滅隊」仮配属,,346,1801,232
275,「不滅隊」の軍票,,346,1802,233
276,軍備の動脈,,346,1803,234
277,真なる富,,346,1804,235
278,内なる敵,,346,1805,236
279,「不滅隊」配属,,346,1806,237
280,トトラクの千獄　（ウルダハ）,,346,1809,238
281,ゼーメル要塞　（ウルダハ）,,346,1810,239
282,盟主ルイゾワの秘策（ウルダハ）,,346,1815,240
283,エシュテムの新製品,,346,1816,241
284,確執の果て,,346,1817,242
285,すべては隊士様のために,,346,1818,243
286,灼熱の聖域,,346,1819,244
287,裏の裏,,346,1825,245
288,ふたりの機工師,,346,1826,246
289,「アマルジャ軍祭場」補給断絶作戦,,346,1827,247
290,決断の狼煙,,346,1828,248
291,盟主ルイゾワの導き（ウルダハ）,,346,1829,249
292,ウルダハの岐路,,346,1830,250
293,勝利への行進（ウルダハ）,,346,1831,251
294,月下の闘い（ウルダハ）,,346,1832,252
295,「エルダーモスホーン」討伐作戦,,346,1833,253
