#,Name,Description,QuestRequirement,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL,AnimationStart,AnimationEnd,Icon,RequiredStatus,ClassJobCategory,ClassJobLevel,Cost,ClassJob,Specialist
100034,中級加工,"耐久を消費して、品質を上げる。
効率：125
成功率：100％
**コンボ条件：**加工　**コンボボーナス：**消費CPが18になる",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1616,0,11,18,32,10,False
100035,マスターズメンドII,耐久を60回復する。,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100036,ブランド・オブ・アイス,"耐久を消費して、作業を進める。
氷属性レシピの場合は効率が2倍。
効率：100（200）
成功率：90％",0,100036,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100037,中級作業,"耐久を消費して、作業を進める。
効率：150
成功率：90％",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100038,上級加工,"耐久を消費して、品質を上げる。
効率：150
成功率：90％",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100039,ピース・バイ・ピース,"耐久を消費して、残り工数の1/3程度作業（上限:1000）を進める。 
成功率：90％",0,100039,100039,100039,100039,100039,100039,100039,100039,239,246,786,0,0,1,0,-1,False
100040,経過観察,1ターン何もせずに見守る。,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,11,13,7,10,False
100041,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100042,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100043,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100044,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100045,作業,"耐久を消費して、作業を進める。
効率：120
成功率：100％",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1701,0,13,1,0,12,False
100046,加工,"耐久を消費して、品質を上げる。
効率：100
成功率：100％",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1702,0,13,5,18,12,False
100047,マスターズメンド,耐久を30回復する。,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,13,7,88,12,False
100048,中級加工,"耐久を消費して、品質を上げる。
効率：125
成功率：100％
**コンボ条件：**加工　**コンボボーナス：**消費CPが18になる",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1716,0,13,18,32,12,False
100049,マスターズメンドII,耐久を60回復する。,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100050,ブランド・オブ・アース,"耐久を消費して、作業を進める。
土属性レシピの場合は効率が2倍。
効率：100（200）
成功率：90％",0,100050,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100051,中級作業,"耐久を消費して、作業を進める。
効率：150
成功率：90％",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100052,上級加工,"耐久を消費して、品質を上げる。
効率：150
成功率：90％",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100053,経過観察,1ターン何もせずに見守る。,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,13,13,7,12,False
100054,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100055,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100056,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100057,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100058,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100059,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100060,作業,"耐久を消費して、作業を進める。
効率：120
成功率：100％",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1751,0,14,1,0,13,False
100061,加工,"耐久を消費して、品質を上げる。
効率：100
成功率：100％",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1752,0,14,5,18,13,False
100062,マスターズメンド,耐久を30回復する。,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,14,7,88,13,False
100063,模範作業,"耐久を消費して、作業を進める。
確実に成功する。 
効率：90
成功率：100％",0,100063,100063,100063,100063,100063,100063,100063,100063,240,247,786,0,0,1,0,-1,False
100064,中級加工,"耐久を消費して、品質を上げる。
効率：125
成功率：100％
**コンボ条件：**加工　**コンボボーナス：**消費CPが18になる",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1765,0,14,18,32,13,False
100065,マスターズメンドII,耐久を60回復する。,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100066,ブランド・オブ・ライトニング,"耐久を消費して、作業を進める。
雷属性レシピの場合は効率が2倍。
効率：100（200）
成功率：90％",0,100066,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100067,中級作業,"耐久を消費して、作業を進める。
効率：150
成功率：90％",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100068,上級加工,"耐久を消費して、品質を上げる。
効率：150
成功率：90％",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100069,模範作業II,"耐久を消費して、作業を進める。
確実に成功する。 
効率：120
成功率：100％",0,100069,100069,100069,100069,100069,100069,100069,100069,240,247,786,0,0,1,0,-1,False
100070,経過観察,1ターン何もせずに見守る。,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,14,13,7,13,False
100071,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100072,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100073,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100074,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100075,作業,"耐久を消費して、作業を進める。
効率：120
成功率：100％",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1651,0,12,1,0,11,False
100076,加工,"耐久を消費して、品質を上げる。
効率：100
成功率：100％",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1652,0,12,5,18,11,False
100077,マスターズメンド,耐久を30回復する。,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,12,7,88,11,False
100078,中級加工,"耐久を消費して、品質を上げる。
効率：125
成功率：100％
**コンボ条件：**加工　**コンボボーナス：**消費CPが18になる",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1665,0,12,18,32,11,False
100079,マスターズメンドII,耐久を60回復する。,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100080,中級作業,"耐久を消費して、作業を進める。
効率：150
成功率：90％",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100081,上級加工,"耐久を消費して、品質を上げる。
効率：150
成功率：90％",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100082,経過観察,1ターン何もせずに見守る。,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,12,13,7,11,False
100083,堅実作業,"耐久を消費して、作業を40だけ進める。
成功率：90％",0,100083,100083,100083,100083,100083,100083,100083,100083,239,246,786,0,0,1,0,-1,False
100084,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100085,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100086,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100087,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100088,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100089,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100090,作業,"耐久を消費して、作業を進める。
効率：120
成功率：100％",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1801,0,15,1,0,14,False
100091,加工,"耐久を消費して、品質を上げる。
効率：100
成功率：100％",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1802,0,15,5,18,14,False
100092,マスターズメンド,耐久を30回復する。,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,15,7,88,14,False
100093,中級加工,"耐久を消費して、品質を上げる。
効率：125
成功率：100％
**コンボ条件：**加工　**コンボボーナス：**消費CPが18になる",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1816,0,15,18,32,14,False
100094,マスターズメンドII,耐久を60回復する。,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100095,ブランド・オブ・ウォーター,"耐久を消費して、作業を進める。
水属性レシピの場合は効率が2倍。
効率：100（200）
成功率：90％",0,100095,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100096,中級作業,"耐久を消費して、作業を進める。
効率：150
成功率：90％",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100097,上級加工,"耐久を消費して、品質を上げる。
効率：150
成功率：90％",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100098,秘訣,"**状態が「高品質」以上の時にのみ使用可能。**
CPが20回復する。",0,100098,100098,100098,100098,100098,100098,100098,100098,242,249,786,0,0,1,0,-1,False
100099,経過観察,1ターン何もせずに見守る。,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,15,13,7,14,False
100100,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100101,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100102,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100103,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100104,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100105,作業,"耐久を消費して、作業を進める。
効率：120
成功率：100％",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1851,0,16,1,0,15,False
100106,加工,"耐久を消費して、品質を上げる。
効率：100
成功率：100％",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1852,0,16,5,18,15,False
100107,マスターズメンド,耐久を30回復する。,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,16,7,88,15,False
100108,ヘイスティタッチ,"耐久を消費して、品質を上げる。CPを消費しないが成功率が低い。
効率：100
成功率：50％",0,100108,100108,100108,100108,100108,100108,100108,100108,241,248,786,0,0,1,0,-1,False
100109,中級加工,"耐久を消費して、品質を上げる。
効率：125
成功率：100％
**コンボ条件：**加工　**コンボボーナス：**消費CPが18になる",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1865,0,16,18,32,15,False
100110,マスターズメンドII,耐久を60回復する。,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100111,中級作業,"耐久を消費して、作業を進める。
効率：150
成功率：90％",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100112,上級加工,"耐久を消費して、品質を上げる。
効率：150
成功率：90％",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100113,経過観察,1ターン何もせずに見守る。,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,16,13,7,15,False
100114,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100115,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100116,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100117,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100118,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100119,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100120,ビエルゴの技巧,"耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
**マイスター時：**必ず成功する
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100121,ビエルゴの技巧,"耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
**マイスター時：**必ず成功する
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100122,ビエルゴの技巧,"耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
**マイスター時：**必ず成功する
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100123,ビエルゴの技巧,"耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
**マイスター時：**必ず成功する
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100124,ビエルゴの技巧,"耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
**マイスター時：**必ず成功する
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100125,ビエルゴの技巧,"耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
**マイスター時：**必ず成功する
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100126,ビエルゴの技巧,"耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
**マイスター時：**必ず成功する
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100127,ビエルゴの技巧,"耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
**マイスター時：**必ず成功する
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100128,集中加工,"**状態が「高品質」以上の時にのみ使用可能。**
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1524,0,9,53,18,8,False
100129,集中加工,"**状態が「高品質」以上の時にのみ使用可能。**
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1574,0,10,53,18,9,False
100130,集中加工,"**状態が「高品質」以上の時にのみ使用可能。**
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1625,0,11,53,18,10,False
100131,集中加工,"**状態が「高品質」以上の時にのみ使用可能。**
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1676,0,12,53,18,11,False
100132,集中加工,"**状態が「高品質」以上の時にのみ使用可能。**
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1724,0,13,53,18,12,False
100133,集中加工,"**状態が「高品質」以上の時にのみ使用可能。**
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1774,0,14,53,18,13,False
100134,集中加工,"**状態が「高品質」以上の時にのみ使用可能。**
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1825,0,15,53,18,14,False
100135,集中加工,"**状態が「高品質」以上の時にのみ使用可能。**
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1875,0,16,53,18,15,False
100136,確信,"**1ターン目のみ使用可能。**
耐久を消費して、総工数の1/3程度作業（上限：1000）を進める。
成功率：100％",0,100136,100136,100136,100136,100136,100136,100136,100136,239,246,786,0,0,1,0,-1,False
100137,イノベイティブタッチ,"**[マイスター専用アクション]**
耐久を消費して、品質を上げる。
追加効果：「イノベーション」を付与する
効率：100
成功率：40％",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100138,イノベイティブタッチ,"**[マイスター専用アクション]**
耐久を消費して、品質を上げる。
追加効果：「イノベーション」を付与する
効率：100
成功率：40％",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100139,イノベイティブタッチ,"**[マイスター専用アクション]**
耐久を消費して、品質を上げる。
追加効果：「イノベーション」を付与する
効率：100
成功率：40％",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100140,イノベイティブタッチ,"**[マイスター専用アクション]**
耐久を消費して、品質を上げる。
追加効果：「イノベーション」を付与する
効率：100
成功率：40％",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100141,イノベイティブタッチ,"**[マイスター専用アクション]**
耐久を消費して、品質を上げる。
追加効果：「イノベーション」を付与する
効率：100
成功率：40％",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100142,イノベイティブタッチ,"**[マイスター専用アクション]**
耐久を消費して、品質を上げる。
追加効果：「イノベーション」を付与する
効率：100
成功率：40％",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100143,イノベイティブタッチ,"**[マイスター専用アクション]**
耐久を消費して、品質を上げる。
追加効果：「イノベーション」を付与する
効率：100
成功率：40％",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100144,イノベイティブタッチ,"**[マイスター専用アクション]**
耐久を消費して、品質を上げる。
追加効果：「イノベーション」を付与する
効率：100
成功率：40％",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100145,ビエルゴの奇跡,"**[マイスター専用アクション]**
耐久を消費して品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が15上昇する。
使用後に「インナークワイエット」のスタック数が半減する。
効率：100（100～）
成功率：70％",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100146,ビエルゴの奇跡,"**[マイスター専用アクション]**
耐久を消費して品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が15上昇する。
使用後に「インナークワイエット」のスタック数が半減する。
効率：100（100～）
成功率：70％",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100147,ビエルゴの奇跡,"**[マイスター専用アクション]**
耐久を消費して品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が15上昇する。
使用後に「インナークワイエット」のスタック数が半減する。
効率：100（100～）
成功率：70％",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100148,ビエルゴの奇跡,"**[マイスター専用アクション]**
耐久を消費して品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が15上昇する。
使用後に「インナークワイエット」のスタック数が半減する。
効率：100（100～）
成功率：70％",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100149,ビエルゴの奇跡,"**[マイスター専用アクション]**
耐久を消費して品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が15上昇する。
使用後に「インナークワイエット」のスタック数が半減する。
効率：100（100～）
成功率：70％",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100150,ビエルゴの奇跡,"**[マイスター専用アクション]**
耐久を消費して品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が15上昇する。
使用後に「インナークワイエット」のスタック数が半減する。
効率：100（100～）
成功率：70％",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100151,ビエルゴの奇跡,"**[マイスター専用アクション]**
耐久を消費して品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が15上昇する。
使用後に「インナークワイエット」のスタック数が半減する。
効率：100（100～）
成功率：70％",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100152,ビエルゴの奇跡,"**[マイスター専用アクション]**
耐久を消費して品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が15上昇する。
使用後に「インナークワイエット」のスタック数が半減する。
効率：100（100～）
成功率：70％",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100153,ニメーヤの紡車,"**[マイスター専用アクション]**
「仕事唄」のスタック数に応じて耐久が回復する。
使用後に「仕事唄」の効果は終了する。
成功率：100％",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100154,ニメーヤの紡車,"**[マイスター専用アクション]**
「仕事唄」のスタック数に応じて耐久が回復する。
使用後に「仕事唄」の効果は終了する。
成功率：100％",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100155,ニメーヤの紡車,"**[マイスター専用アクション]**
「仕事唄」のスタック数に応じて耐久が回復する。
使用後に「仕事唄」の効果は終了する。
成功率：100％",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100156,ニメーヤの紡車,"**[マイスター専用アクション]**
「仕事唄」のスタック数に応じて耐久が回復する。
使用後に「仕事唄」の効果は終了する。
成功率：100％",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100157,ニメーヤの紡車,"**[マイスター専用アクション]**
「仕事唄」のスタック数に応じて耐久が回復する。
使用後に「仕事唄」の効果は終了する。
成功率：100％",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100158,ニメーヤの紡車,"**[マイスター専用アクション]**
「仕事唄」のスタック数に応じて耐久が回復する。
使用後に「仕事唄」の効果は終了する。
成功率：100％",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
