#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Level[0],Level[1],Level[2],Level[3],RequiredQuest,PlaceName,AethernetName,Territory,Map,AetherstreamX,AetherstreamY,Unknown2,AethernetGroup,Order,IsAetheryte,Invisible
45,,,0,0,0,1,0,0,Aetheryte,4170499,0,0,0,0,0,770,134,0,0,0,0,1,0,False,True
46,,,0,0,0,1,0,0,Aetheryte,4170784,0,0,0,0,0,771,135,0,0,0,0,1,0,False,True
47,,,0,0,0,1,0,0,Aetheryte,4194547,0,0,0,0,0,777,131,0,0,0,0,3,0,False,False
48,,,0,0,0,1,0,0,Aetheryte,4203091,0,0,0,0,0,766,128,0,0,0,0,1,0,False,False
49,,,0,0,0,1,0,0,Aetheryte,4203092,0,0,0,0,0,767,129,0,0,0,0,1,0,False,False
50,,,0,0,0,1,0,0,Aetheryte,4203093,0,0,0,0,0,788,131,0,0,0,0,3,0,False,False
51,,,0,0,0,1,0,0,Aetheryte,4203094,0,0,0,0,0,778,131,0,0,0,0,3,0,False,False
52,,,0,0,0,1,0,0,Aetheryte,4205005,4205006,4205007,4205008,0,184,0,134,15,700,1170,3,0,2,True,False
53,,,0,0,0,1,0,0,Aetheryte,4205026,4205028,4205029,4205031,0,290,0,141,21,1290,1230,5,0,43,True,False
54,,,0,0,0,1,0,0,Aetheryte,4251958,0,0,0,66338,0,408,148,0,0,0,0,2,0,False,True
55,,,0,0,0,1,0,0,Aetheryte,4265667,4265670,4265671,4265672,0,358,0,250,51,600,1240,3,0,10,True,False
56,,,0,0,0,1,0,0,Aetheryte,0,0,0,0,0,1145,0,339,72,640,1200,0,0,0,False,False
57,,,0,0,0,1,0,0,Aetheryte,0,0,0,0,0,1145,0,340,82,1560,720,0,0,0,False,False
58,,,0,0,0,1,0,0,Aetheryte,0,0,0,0,0,1145,0,341,83,1260,1380,0,0,0,False,False
59,,,0,0,0,1,0,0,Aetheryte,0,0,0,0,0,1160,0,339,72,640,1200,0,0,0,False,False
60,,,0,0,0,1,0,0,Aetheryte,0,0,0,0,0,1160,0,340,82,1560,720,0,0,0,False,False
61,,,0,0,0,1,0,0,Aetheryte,0,0,0,0,0,1160,0,341,83,1260,1380,0,0,0,False,False
62,,,0,0,0,1,0,0,Aetheryte,5668783,5668784,5668785,5668786,0,1484,1517,144,196,1320,1480,5,5,49,True,False
63,,,0,0,0,1,0,0,Aetheryte,5669847,0,0,0,0,0,1518,144,0,0,0,0,5,0,False,False
64,,,0,0,0,1,0,0,Aetheryte,5669865,0,0,0,0,0,1519,144,0,0,0,0,5,0,False,False
65,,,0,0,0,1,0,0,Aetheryte,5669869,0,0,0,0,0,1520,144,0,0,0,0,5,0,False,False
66,,,0,0,0,1,0,0,Aetheryte,5669903,0,0,0,0,0,1521,144,0,0,0,0,5,0,False,False
67,,,0,0,0,1,0,0,Aetheryte,5669975,0,0,0,0,0,1522,144,0,0,0,0,5,0,False,False
68,,,0,0,0,1,0,0,Aetheryte,5673521,0,0,0,0,0,1523,144,0,0,0,0,5,0,False,False
69,,,0,0,0,1,0,0,Aetheryte,5673526,0,0,0,0,0,1524,388,0,0,0,0,5,0,False,False
70,,,0,0,0,1,0,0,AetheryteIshgard,5877389,5877391,5877419,5877420,0,2300,1650,418,218,1150,450,7,4,61,True,False
71,,,0,0,0,1,0,0,Aetheryte,5877470,5877473,5877474,5877475,0,2204,0,397,211,1000,400,7,0,63,True,False
72,,,0,0,0,1,0,0,Aetheryte,5877548,5877549,5877550,5877551,0,2116,0,401,215,1450,300,7,0,81,True,False
73,,,0,0,0,1,0,0,Aetheryte,5877554,5877556,5877557,5877558,0,2123,0,401,215,1450,260,7,0,82,True,False
74,,,0,0,0,1,0,0,Aetheryte,5877573,5877575,5877576,5877577,0,2131,0,402,216,1300,230,7,0,83,True,False
75,,,0,0,0,1,0,0,Aetheryte,5877684,5877692,5877694,5877695,0,2082,1680,478,257,550,430,7,6,84,True,False
76,,,0,0,0,1,0,0,Aetheryte,5877731,5877733,5877734,5877735,0,2018,0,398,212,700,400,7,0,85,True,False
77,,,0,0,0,1,0,0,Aetheryte,5877743,5877744,5877745,5877746,0,2025,0,398,212,650,400,7,0,86,True,False
78,,,0,0,0,1,0,0,Aetheryte,5877767,5877768,5877770,5877771,0,2042,0,400,214,600,350,7,0,87,True,False
79,,,0,0,0,1,0,0,Aetheryte,5877776,5877777,5877778,5877779,0,2046,0,400,214,580,340,7,0,88,True,False
80,,,0,0,0,1,0,0,Aetheryte,5916705,0,0,0,0,0,1651,418,0,0,0,0,4,0,False,False
81,,,0,0,0,1,0,0,Aetheryte,5916706,0,0,0,0,0,1652,418,0,0,0,0,4,0,False,False
82,,,0,0,0,1,0,0,Aetheryte,5916704,0,0,0,0,0,1653,418,0,0,0,0,4,0,False,False
83,,,0,0,0,1,0,0,Aetheryte,5916716,0,0,0,0,0,1654,419,0,0,0,0,4,0,False,False
84,,,0,0,0,1,0,0,Aetheryte,5916717,0,0,0,0,0,1655,419,0,0,0,0,4,0,False,False
85,,,0,0,0,1,0,0,Aetheryte,5916722,0,0,0,0,0,1656,419,0,0,0,0,4,0,False,False
86,,,0,0,0,1,0,0,Aetheryte,5916724,0,0,0,0,0,1657,419,0,0,0,0,4,0,False,False
87,,,0,0,0,1,0,0,Aetheryte,5916708,0,0,0,0,0,1658,419,0,0,0,0,4,0,False,False
88,,,0,0,0,1,0,0,Aetheryte,5916727,0,0,0,0,0,1659,155,0,0,0,0,4,0,False,True
89,,,0,0,0,1,0,0,Aetheryte,6099359,0,0,0,0,0,1646,388,0,0,0,0,5,0,False,False
90,,,0,0,0,1,0,0,Aetheryte,6100648,0,0,0,0,0,1681,478,0,0,0,0,6,0,False,False
91,,,0,0,0,1,0,0,Aetheryte,5865604,0,0,0,67194,0,1682,399,0,0,0,0,6,0,False,True
92,,,0,0,0,1,0,0,Aetheryte,5865598,0,0,0,0,0,1683,399,0,0,0,0,6,0,False,True
93,,,0,0,0,1,0,0,Aetheryte,6390356,0,0,0,0,0,725,128,74,0,0,0,1,0,False,True
94,,,0,0,0,1,0,0,Aetheryte,6390357,0,0,0,0,0,549,132,2,0,0,0,2,0,False,True
95,,,0,0,0,1,0,0,Aetheryte,6390350,0,0,0,0,0,654,130,70,0,0,0,3,0,False,True
96,,,0,0,0,1,0,0,Aetheryte,0,0,0,0,0,1145,0,641,364,10900,675,0,0,0,False,False
97,,,0,0,0,1,0,0,Aetheryte,0,0,0,0,0,1160,0,641,364,10900,675,0,0,0,False,False
98,,,0,0,0,1,0,0,Aetheryte,6905243,6905246,6905249,6905250,0,2613,0,612,367,1984,777,8,0,102,True,False
99,,,0,0,0,1,0,0,Aetheryte,6905262,6905264,6905265,6905266,0,2634,0,612,367,2116,870,8,0,103,True,False
100,,,0,0,0,1,0,0,Aetheryte,6905281,6905282,6905283,6905284,0,2646,0,620,368,2323,768,8,0,104,True,False
101,,,0,0,0,1,0,0,Aetheryte,6905290,6905291,6905292,6905293,0,2660,0,620,368,2270,952,8,0,105,True,False
102,,,0,0,0,1,0,0,Aetheryte,6905383,6905386,6905389,6905390,0,2670,0,621,369,2459,829,8,0,106,True,False
103,,,0,0,0,1,0,0,Aetheryte,6905404,6905408,6905409,6905410,0,2693,0,621,369,2632,925,8,0,107,True,False
104,,,0,0,0,1,0,0,Aetheryte,6905480,6905482,6905483,6905484,0,2403,1955,635,366,2171,745,8,8,101,True,False
105,,,0,0,0,1,0,0,Aetheryte,6905517,6905518,6905519,6905520,0,2769,0,613,371,10501,388,8,0,122,True,False
106,,,0,0,0,1,0,0,Aetheryte,6905556,6905557,6905558,6905559,0,2773,0,613,371,10463,358,8,0,123,True,False
107,,,0,0,0,1,0,0,Aetheryte,6905594,6905595,6905596,6905597,0,2793,0,614,354,10231,460,8,0,124,True,False
108,,,0,0,0,1,0,0,Aetheryte,6905606,6905609,6905610,6905611,0,2805,0,614,354,10207,420,8,0,125,True,False
109,,,0,0,0,1,0,0,Aetheryte,6905720,6905723,6905724,6905726,0,2814,0,622,372,10357,234,8,0,126,True,False
110,,,0,0,0,1,0,0,Aetheryte,6905736,6905737,6905738,6905739,0,2822,0,622,372,10291,174,8,0,127,True,False
111,,,0,0,0,1,0,0,Aetheryte,6905785,6905786,6905787,6905788,0,2404,1945,628,370,10900,630,8,7,121,True,False
112,,,0,0,0,1,0,0,Aetheryte,6906716,0,0,0,0,0,1946,628,0,0,0,0,7,0,False,False
113,,,0,0,0,1,0,0,Aetheryte,6906508,0,0,0,0,0,1947,628,0,0,0,0,7,0,False,False
114,,,0,0,0,1,0,0,Aetheryte,6906515,0,0,0,0,0,1948,628,0,0,0,0,7,0,False,False
115,,,0,0,0,1,0,0,Aetheryte,6906711,0,0,0,0,0,1949,628,0,0,0,0,7,0,False,False
116,,,0,0,0,1,0,0,Aetheryte,6906751,0,0,0,0,0,1950,628,0,0,0,0,7,0,False,False
117,,,0,0,0,1,0,0,Aetheryte,6906756,0,0,0,0,0,1951,628,0,0,0,0,7,0,False,False
118,,,0,0,0,1,0,0,Aetheryte,6906768,0,0,0,0,0,1952,628,0,0,0,0,7,0,False,False
119,,,0,0,0,1,0,0,Aetheryte,6906764,0,0,0,0,0,1953,628,0,0,0,0,7,0,False,False
120,,,0,0,0,1,0,0,Aetheryte,9007413,0,0,0,68012,0,1954,613,0,0,0,0,7,0,False,True
121,,,0,0,0,1,0,0,Aetheryte,6906489,0,0,0,0,0,1956,635,0,0,0,0,8,0,False,False
122,,,0,0,0,1,0,0,Aetheryte,6906492,0,0,0,0,0,1957,635,0,0,0,0,8,0,False,False
123,,,0,0,0,1,0,0,Aetheryte,6905273,0,0,0,0,0,1958,612,0,0,0,0,8,0,False,True
124,,,0,0,0,1,0,0,Aetheryte,6905297,0,0,0,67991,0,1959,620,0,0,0,0,8,0,False,True
125,,,0,0,0,1,0,0,Aetheryte,6953712,0,0,0,0,0,2283,131,0,0,0,0,3,0,False,False
126,,,0,0,0,1,0,0,Aetheryte,7142917,0,0,0,0,0,2353,628,370,0,0,0,7,0,False,True
127,,,0,0,0,1,0,0,Aetheryte,7284353,7284355,7284357,7284360,0,2813,2849,759,463,10231,460,8,9,129,True,False
128,,,0,0,0,1,0,0,Aetheryte,7419064,7419066,7419067,7419069,0,2850,0,622,372,10291,174,8,0,128,True,False
129,,,0,0,0,1,0,0,Aetheryte,7688369,0,0,0,0,0,2860,759,0,0,0,0,9,0,False,False
130,,,0,0,0,1,0,0,Aetheryte,7688366,0,0,0,0,0,2859,759,0,0,0,0,9,0,False,False
131,,,0,0,0,1,0,0,Aetheryte,7688379,0,0,0,0,0,2861,614,0,0,0,0,9,0,False,True
132,,,0,0,0,1,0,0,AetheryteLakeland,7857539,7857542,7857546,7857550,0,3044,0,813,491,554,10487,9,0,203,True,False
133,,,0,0,0,1,0,0,AetheryteCrystarium,7857661,7857662,7857665,7857666,0,2951,3327,819,497,623,10560,9,10,201,True,False
134,,,0,0,0,1,0,0,AetheryteEulmore,7857730,7857732,7857733,7857734,0,2952,3336,820,555,170,10562,9,11,202,True,False
135,,,0,0,0,1,0,0,AetheryteEulmore,7857752,0,0,0,0,0,3337,820,498,0,0,0,11,0,False,False
136,,,0,0,0,1,0,0,AetheryteLakeland,7981061,7981063,7981064,7981065,0,3057,0,813,491,347,10462,9,0,204,True,False
137,,,0,0,0,1,0,0,Aetheryte,7981255,7981256,7981257,7981258,0,3075,0,814,492,254,10430,9,0,205,True,False
138,,,0,0,0,1,0,0,Aetheryte,7981273,7981274,7981275,7981276,0,3094,0,814,492,126,10440,9,0,206,True,False
139,,,0,0,0,1,0,0,Aetheryte,7981278,7981279,7981280,7981281,0,3105,0,814,492,100,10303,9,0,207,True,False
140,,,0,0,0,1,0,0,Aetheryte,7981395,7981396,7981397,7981398,0,3122,0,815,493,696,10737,9,0,208,True,False
141,,,0,0,0,1,0,0,Aetheryte,7981400,7981401,7981402,7981403,0,3135,0,815,493,589,10740,9,0,210,True,False
142,,,0,0,0,1,0,0,Aetheryte,7981410,7981411,7981412,7981413,0,3170,0,817,495,475,10224,9,0,214,True,False
143,,,0,0,0,1,0,0,Aetheryte,7981421,7981422,7981423,7981424,0,3179,0,817,495,544,10157,9,0,215,True,False
144,,,0,0,0,1,0,0,Aetheryte,7981444,7981445,7981446,7981447,0,3147,0,816,494,717,10344,9,0,211,True,False
145,,,0,0,0,1,0,0,Aetheryte,7981451,7981452,7981453,7981454,0,3156,0,816,494,755,10152,9,0,212,True,False
146,,,0,0,0,1,0,0,Aetheryte,7981456,7981457,7981458,7981459,0,3157,0,816,494,818,10176,9,0,213,True,False
147,,,0,0,0,1,0,0,Aetheryte,7981461,7981462,7981463,7981464,0,3195,0,818,496,333,10723,9,0,216,True,False
148,,,0,0,0,1,0,0,Aetheryte,7981484,7981485,7981486,7981487,0,3205,0,818,496,202,10776,9,0,217,True,False
149,,,0,0,0,1,0,0,AetheryteCrystarium,8018447,0,0,0,0,0,3328,819,0,0,0,0,10,0,False,False
150,,,0,0,0,1,0,0,AetheryteCrystarium,8018448,0,0,0,0,0,3329,819,0,0,0,0,10,0,False,False
151,,,0,0,0,1,0,0,AetheryteCrystarium,8018449,0,0,0,0,0,3330,819,0,0,0,0,10,0,False,False
152,,,0,0,0,1,0,0,AetheryteCrystarium,8018450,0,0,0,0,0,3331,819,0,0,0,0,10,0,False,False
153,,,0,0,0,1,0,0,AetheryteCrystarium,8018451,0,0,0,0,0,3332,819,0,0,0,0,10,0,False,False
154,,,0,0,0,1,0,0,AetheryteCrystarium,8018452,0,0,0,0,0,3333,819,0,0,0,0,10,0,False,False
155,,,0,0,0,1,0,0,AetheryteCrystarium,8018453,0,0,0,0,0,3334,819,0,0,0,0,10,0,False,False
156,,,0,0,0,1,0,0,AetheryteCrystarium,8024098,0,0,0,0,0,3335,813,0,0,0,0,10,0,False,True
157,,,0,0,0,1,0,0,AetheryteEulmore,8025300,0,0,0,0,0,3338,820,0,0,0,0,11,0,False,False
158,,,0,0,0,1,0,0,AetheryteEulmore,8025303,0,0,0,0,0,3339,820,0,0,0,0,11,0,False,False
159,,,0,0,0,1,0,0,AetheryteEulmore,8025301,0,0,0,0,0,3340,820,0,0,0,0,11,0,False,False
160,,,0,0,0,1,0,0,AetheryteEulmore,8024146,0,0,0,0,0,3351,814,0,0,0,0,11,0,False,True
161,,,0,0,0,1,0,0,Aetheryte,8044006,8044007,8044008,8044009,0,3129,0,815,493,713,10772,9,0,209,True,False
162,,,0,0,0,1,0,0,Aetheryte,8271138,0,0,0,0,0,2934,759,0,0,0,0,9,0,False,False
163,,,0,0,0,1,0,0,Aetheryte,8338141,0,0,0,69372,0,2935,915,0,0,0,0,9,0,False,True
164,,,0,0,0,1,0,0,Aetheryte,0,0,0,0,0,1145,0,979,679,0,0,0,0,0,False,False
165,,,0,0,0,1,0,0,Aetheryte,0,0,0,0,0,1160,0,979,679,0,0,0,0,0,False,False
166,,,0,0,0,1,0,0,Aetheryte,8951681,8951682,8951683,8951684,0,3833,0,956,695,0,0,10,0,223,True,False
167,,,0,0,0,1,0,0,Aetheryte,8951686,8951687,8951688,8951689,0,3850,0,956,695,0,0,10,0,224,True,False
168,,,0,0,0,1,0,0,Aetheryte,8951692,8951693,8951694,8951695,0,3852,0,956,695,0,0,10,0,225,True,False
169,,,0,0,0,1,0,0,Aetheryte,8951733,8951734,8951735,8951736,0,3880,0,957,696,0,0,10,0,142,True,False
170,,,0,0,0,1,0,0,Aetheryte,8951737,8951738,8951739,8951740,0,3886,0,957,696,0,0,10,0,143,True,False
171,,,0,0,0,1,0,0,Aetheryte,8951741,8951742,8951743,8951744,0,3894,0,957,696,0,0,10,0,144,True,False
172,,,0,0,0,1,0,0,Aetheryte,8951825,8951826,8951828,8951829,0,3903,0,958,697,0,0,10,0,145,True,False
173,,,0,0,0,1,0,0,AetheryteTertium,8951830,8951831,8951832,8951833,0,3915,0,958,697,0,0,10,0,146,True,False
174,,,0,0,0,1,0,0,Aetheryte,8951875,8951878,8951880,8951883,0,3949,0,959,698,0,0,10,0,226,True,False
175,,,0,0,0,1,0,0,AetheryteBestwaysBurrow,8951885,8951886,8951887,8951888,0,3966,0,959,698,0,0,10,0,227,True,False
176,,,0,0,0,1,0,0,Aetheryte,8951948,8951949,8951950,8951951,0,3928,0,961,700,0,0,10,0,231,True,False
177,,,0,0,0,1,0,0,Aetheryte,8951956,8951957,8951958,8951959,0,3929,0,961,700,0,0,10,0,232,True,False
178,,,0,0,0,1,0,0,Aetheryte,8951973,8951974,8951975,8951976,0,3938,0,961,700,0,0,10,0,233,True,False
179,,,0,0,0,1,0,0,Aetheryte,8952009,8952010,8952011,8952012,0,3973,0,960,699,0,0,10,0,228,True,False
180,,,0,0,0,1,0,0,Aetheryte,8952014,8952015,8952016,8952017,0,3978,0,960,699,0,0,10,0,229,True,False
181,,,0,0,0,1,0,0,Aetheryte,8952022,8952023,8952024,8952025,0,3983,0,960,699,0,0,10,0,230,True,False
182,,,0,0,0,1,0,0,Aetheryte,8952068,8952069,8952070,8952071,0,3706,3814,962,693,0,0,10,12,222,True,False
183,,,0,0,0,1,0,0,AetheryteRadzathan,8952077,8952080,8952081,8952082,0,3707,3875,963,694,0,0,10,13,141,True,False
184,,,0,0,0,1,0,0,Aetheryte,8992420,0,0,0,0,0,3998,962,0,0,0,0,12,0,False,False
185,,,0,0,0,1,0,0,Aetheryte,8992422,0,0,0,0,0,3999,962,0,0,0,0,12,0,False,False
186,,,0,0,0,1,0,0,Aetheryte,8992430,0,0,0,0,0,4000,962,0,0,0,0,12,0,False,False
187,,,0,0,0,1,0,0,Aetheryte,8992432,0,0,0,0,0,4001,962,0,0,0,0,12,0,False,False
188,,,0,0,0,1,0,0,Aetheryte,8992434,0,0,0,0,0,4002,962,0,0,0,0,12,0,False,False
189,,,0,0,0,1,0,0,Aetheryte,8992435,0,0,0,0,0,4003,962,0,0,0,0,12,0,False,False
190,,,0,0,0,1,0,0,Aetheryte,8992439,0,0,0,69897,0,4004,956,0,0,0,0,12,0,False,True
191,,,0,0,0,1,0,0,Aetheryte,8992440,0,0,0,0,0,4005,963,0,0,0,0,13,0,False,False
192,,,0,0,0,1,0,0,Aetheryte,8992441,0,0,0,0,0,4006,963,0,0,0,0,13,0,False,False
193,,,0,0,0,1,0,0,Aetheryte,8992442,0,0,0,0,0,4007,963,0,0,0,0,13,0,False,False
194,,,0,0,0,1,0,0,Aetheryte,8992443,0,0,0,0,0,4008,963,0,0,0,0,13,0,False,False
195,,,0,0,0,1,0,0,Aetheryte,8992444,0,0,0,0,0,4009,963,0,0,0,0,13,0,False,False
196,,,0,0,0,1,0,0,Aetheryte,8992445,0,0,0,0,0,4010,963,0,0,0,0,13,0,False,False
197,,,0,0,0,1,0,0,Aetheryte,8992447,0,0,0,69948,0,4011,957,0,0,0,0,13,0,False,True
198,,,0,0,0,1,0,0,Aetheryte,9040194,0,0,0,0,0,3878,963,0,0,0,0,13,0,False,False
199,,,0,0,0,1,0,0,Aetheryte,9406930,0,0,0,0,0,4044,963,0,0,0,0,13,0,False,False
200,,,0,0,0,1,0,0,Aetheryte,10566055,10566056,10566057,10566059,0,4550,0,1187,857,0,0,11,0,162,True,False
201,,,0,0,0,1,0,0,Aetheryte,10566065,10566066,10566070,10566071,0,4562,0,1187,857,0,0,11,0,163,True,False
202,,,0,0,0,1,0,0,Aetheryte,10566154,10566155,10566156,10566157,0,4582,0,1188,858,0,0,11,0,164,True,False
203,,,0,0,0,1,0,0,Aetheryte,10566181,10566183,10566184,10566186,0,4598,0,1188,858,0,0,11,0,165,True,False
204,,,0,0,0,1,0,0,Aetheryte,10566192,10566193,10566194,10566195,0,4603,0,1188,858,0,0,11,0,166,True,False
205,,,0,0,0,1,0,0,Aetheryte,10566356,10566357,10566358,10566360,0,4614,0,1189,859,0,0,11,0,168,True,False
206,,,0,0,0,1,0,0,Aetheryte,10566366,10566367,10566368,10566369,0,4625,0,1189,859,0,0,11,0,169,True,False
207,,,0,0,0,1,0,0,Aetheryte,10566410,10566411,10566412,10566414,0,4659,0,1190,860,0,0,11,0,171,True,False
208,,,0,0,0,1,0,0,Aetheryte,10566428,10566429,10566430,10566431,0,4667,0,1190,860,0,0,11,0,172,True,False
209,,,0,0,0,1,0,0,Aetheryte,10566436,10566437,10566438,10566439,0,4664,0,1190,860,0,0,11,0,173,True,False
210,,,0,0,0,1,0,0,Aetheryte,10566454,10566455,10566456,10566457,0,4678,0,1191,861,0,0,11,0,174,True,False
211,,,0,0,0,1,0,0,Aetheryte,10566459,10566460,10566461,10566462,0,4685,0,1191,861,0,0,11,0,175,True,False
212,,,0,0,0,1,0,0,Aetheryte,10566465,10566466,10566467,10566468,0,4694,0,1191,861,0,0,11,0,176,True,False
213,,,0,0,0,1,0,0,Aetheryte,10566494,10566495,10566498,10566499,0,4700,0,1192,862,0,0,11,0,234,True,False
214,,,0,0,0,1,0,0,Aetheryte,10566505,10566506,10566507,10566508,0,4721,0,1192,862,0,0,11,0,235,True,False
215,,,0,0,0,1,0,0,Aetheryte,10566512,10566513,10566514,10566515,0,4713,0,1192,862,0,0,11,0,236,True,False
216,,,0,0,0,1,0,0,Aetheryte,10566589,10566590,10566591,10566592,0,4504,4535,1185,855,0,0,11,14,161,True,False
217,,,0,0,0,1,0,0,Aetheryte,10566685,10566686,10566687,10566688,0,4503,4746,1186,856,0,0,11,15,170,True,False
218,,,0,0,0,1,0,0,Aetheryte,10653705,0,0,0,0,0,4726,1185,0,0,0,0,14,0,False,False
219,,,0,0,0,1,0,0,Aetheryte,10653706,0,0,0,0,0,4727,1185,0,0,0,0,14,0,False,False
220,,,0,0,0,1,0,0,Aetheryte,10653708,0,0,0,0,0,4728,1185,0,0,0,0,14,0,False,False
221,,,0,0,0,1,0,0,Aetheryte,10653711,0,0,0,0,0,4729,1185,0,0,0,0,14,0,False,False
