#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown3,SortKey,Component,Subtype,Unknown1,Category
52,斧術士,194202,157,0,0,0,2001,2,0,0,2
53,幻術士,194203,158,0,0,0,2002,2,0,0,2
54,格闘士,194204,159,0,0,0,2003,2,0,0,2
55,槍術士,194205,160,0,0,0,2004,2,0,0,2
56,双剣士,194206,161,0,0,0,2005,2,0,0,2
57,弓術士,194207,162,0,0,0,2006,2,0,0,2
58,呪術士,194208,163,0,0,0,2007,2,0,0,2
59,巴術士,194209,164,0,0,0,2008,2,0,0,2
60,ナイト,194210,300,0,0,0,2050,2,0,0,2
61,戦士,194211,301,0,0,0,2051,2,0,0,2
62,暗黒騎士,194212,302,0,0,0,2052,2,0,0,2
63,ガンブレイカー,194213,303,0,0,0,2053,2,0,0,2
64,白魔道士,194214,304,0,0,0,2054,2,0,0,2
65,学者,194215,305,0,0,0,2055,2,0,0,2
66,占星術師,194216,306,0,0,0,2056,2,0,0,2
67,賢者,194217,307,0,0,0,2057,2,0,0,2
68,モンク,194218,308,0,0,0,2058,2,0,0,2
69,竜騎士,194219,309,0,0,0,2059,2,0,0,2
70,忍者,194220,310,0,0,0,2060,2,0,0,2
71,侍,194221,311,0,0,0,2061,2,0,0,2
72,リーパー,194222,312,0,0,0,2062,2,0,0,2
73,吟遊詩人,194223,313,0,0,0,2064,2,0,0,2
74,機工士,194224,314,0,0,0,2065,2,0,0,2
75,踊り子,194225,315,0,0,0,2066,2,0,0,2
76,黒魔道士,194226,316,0,0,0,2067,2,0,0,2
77,召喚士,194227,317,0,0,0,2068,2,0,0,2
78,赤魔道士,194228,318,0,0,0,2069,2,0,0,2
79,青魔道士,194229,232,0,0,0,2071,2,0,0,2
80,木工師,194230,268,0,0,0,2100,2,0,0,2
81,鍛冶師,194231,269,0,0,0,2101,2,0,0,2
82,甲冑師,194232,270,0,0,0,2102,2,0,0,2
83,彫金師,194233,271,0,0,0,2103,2,0,0,2
84,革細工師,194234,272,0,0,0,2104,2,0,0,2
85,裁縫師,194235,273,0,0,0,2105,2,0,0,2
86,錬金術師,194236,274,0,0,0,2106,2,0,0,2
87,調理師,194237,275,0,0,0,2107,2,0,0,2
88,採掘師,194238,285,0,0,0,2108,2,0,0,2
89,園芸師,194239,286,0,0,0,2109,2,0,0,2
90,漁師,194240,287,0,0,0,2110,2,0,0,2
91,,0,0,0,0,0,0,0,0,0,0
92,,0,0,0,0,0,0,0,0,0,0
93,,0,0,0,0,0,0,0,0,0,0
94,,0,0,0,0,0,0,0,0,0,0
95,,0,0,0,0,0,0,0,0,0,0
96,,0,0,0,0,0,0,0,0,0,0
97,,0,0,0,0,0,0,0,0,0,0
98,,0,0,0,0,0,0,0,0,0,0
99,,0,0,0,0,0,0,0,0,0,0
100,,0,0,0,0,0,0,0,0,0,0
101,,0,0,0,0,0,0,0,0,0,0
102,,0,0,0,0,0,0,0,0,0,0
103,,0,0,0,0,0,0,0,0,0,0
104,,0,0,0,0,0,0,0,0,0,0
105,,0,0,0,0,0,0,0,0,0,0
106,,0,0,0,0,0,0,0,0,0,0
107,,0,0,0,0,0,0,0,0,0,0
108,,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,0,0,0,0,0,0,0
110,,0,0,0,0,0,0,0,0,0,0
111,,0,0,0,0,0,0,0,0,0,0
112,,0,0,0,0,0,0,0,0,0,0
113,,0,0,0,0,0,0,0,0,0,0
114,,0,0,0,0,0,0,0,0,0,0
115,,0,0,0,0,0,0,0,0,0,0
116,,0,0,0,0,0,0,0,0,0,0
117,,0,0,0,0,0,0,0,0,0,0
118,,0,0,0,0,0,0,0,0,0,0
119,,0,0,0,0,0,0,0,0,0,0
120,,0,0,0,0,0,0,0,0,0,0
121,,0,0,0,0,0,0,0,0,0,0
122,,0,0,0,0,0,0,0,0,0,0
123,,0,0,0,0,0,0,0,0,0,0
124,,0,0,0,0,0,0,0,0,0,0
125,,0,0,0,0,0,0,0,0,0,0
126,,0,0,0,0,0,0,0,0,0,0
127,,0,0,0,0,0,0,0,0,0,0
128,,0,0,0,0,0,0,0,0,0,0
129,,0,0,0,0,0,0,0,0,0,0
130,,0,0,0,0,0,0,0,0,0,0
131,,0,0,0,0,0,0,0,0,0,0
132,,0,0,0,0,0,0,0,0,0,0
133,,0,0,0,0,0,0,0,0,0,0
134,,0,0,0,0,0,0,0,0,0,0
135,,0,0,0,0,0,0,0,0,0,0
136,,0,0,0,0,0,0,0,0,0,0
137,,0,0,0,0,0,0,0,0,0,0
138,,0,0,0,0,0,0,0,0,0,0
139,,0,0,0,0,0,0,0,0,0,0
140,,0,0,0,0,0,0,0,0,0,0
141,,0,0,0,0,0,0,0,0,0,0
142,,0,0,0,0,0,0,0,0,0,0
143,,0,0,0,0,0,0,0,0,0,0
144,,0,0,0,0,0,0,0,0,0,0
145,,0,0,0,0,0,0,0,0,0,0
146,,0,0,0,0,0,0,0,0,0,0
147,,0,0,0,0,0,0,0,0,0,0
148,,0,0,0,0,0,0,0,0,0,0
149,,0,0,0,0,0,0,0,0,0,0
150,,0,0,0,0,0,0,0,0,0,0
151,,0,0,0,0,0,0,0,0,0,0
152,コンパニオン特典1,197901,154,1032,1034,1036,4000,3,0,0,7
153,コンパニオン特典2,197902,155,1033,1035,1037,4001,3,0,0,7
154,コンパニオン特典1,198901,154,1032,1034,1036,4000,4,0,0,7
155,コンパニオン特典2,198902,155,1033,1035,1037,4001,4,0,0,7
156,コンパニオン特典1,199901,154,1032,1034,1036,4000,5,0,0,7
157,コンパニオン特典2,199902,155,1033,1035,1037,4001,5,0,0,7
158,コンパニオン特典1,195901,154,1032,1034,1036,4000,1,0,0,7
159,コンパニオン特典2,195902,155,1033,1035,1037,4001,1,0,0,7
160,絶バハムート討滅戦,195701,319,0,0,0,2500,1,0,0,4
161,絶バハムート討滅戦,197701,319,0,0,0,2500,3,0,0,4
162,絶バハムート討滅戦,198701,319,0,0,0,2500,4,0,0,4
163,絶バハムート討滅戦,199701,319,0,0,0,2500,5,0,0,4
164,絶アルテマウェポン破壊作戦,195702,320,0,0,0,2501,1,0,0,4
165,絶アルテマウェポン破壊作戦,197702,320,0,0,0,2501,3,0,0,4
166,絶アルテマウェポン破壊作戦,198702,320,0,0,0,2501,4,0,0,4
167,絶アルテマウェポン破壊作戦,199702,320,0,0,0,2501,5,0,0,4
168,絶アレキサンダー討滅戦,195703,321,0,0,0,2502,1,0,0,4
169,絶アレキサンダー討滅戦,197703,321,0,0,0,2502,3,0,0,4
170,絶アレキサンダー討滅戦,198703,321,0,0,0,2502,4,0,0,4
171,絶アレキサンダー討滅戦,199703,321,0,0,0,2502,5,0,0,4
172,絶竜詩戦争,195704,322,0,0,0,2503,1,0,0,4
173,絶竜詩戦争,197704,322,0,0,0,2503,3,0,0,4
174,絶竜詩戦争,198704,322,0,0,0,2503,4,0,0,4
175,絶竜詩戦争,199704,322,0,0,0,2503,5,0,0,4
176,ヴァリアントダンジョン：シラディハ水道,194701,343,0,0,0,2402,2,0,0,4
177,ヴァリアントダンジョン：シラディハ水道,197705,343,0,0,0,2402,3,0,0,4
178,,0,0,0,0,0,0,0,0,0,0
179,友好部族クエスト：オミクロン族,199966,344,0,0,0,2315,5,0,0,3
180,カフェ,194012,1,0,0,0,11,2,0,0,1
181,チェック,194013,1,0,0,0,12,2,0,0,1
182,キラキラ,194014,1,0,0,0,13,2,0,0,1
183,ストライプ,194015,1,0,0,0,14,2,0,0,1
184,ボーダー,194016,1,0,0,0,15,2,0,0,1
185,ハート,194017,1,0,0,0,16,2,0,0,1
186,シェブロン・ストライプ,194018,1,0,0,0,17,2,0,0,1
187,麻柄,194019,1,0,0,0,18,2,0,0,1
188,ギンガムチェック,194020,1,0,0,0,19,2,0,0,1
189,クリスタル,194021,1,0,0,0,20,2,0,0,1
190,東方風,195012,1,0,0,0,11,1,0,0,1
191,ジグザグ,198012,1,0,0,0,11,4,0,0,1
192,マスキングテープ：暖色,198013,1,0,0,0,12,4,0,0,1
193,マスキングテープ：寒色,198014,1,0,0,0,13,4,0,0,1
194,カフェ,199012,1,0,0,0,11,5,0,0,1
195,ギターピック,199013,347,0,0,0,13,5,0,0,7
196,ヴァイオリン,199014,347,0,0,0,12,5,0,0,7
197,ミニオン：マメット001,234401,348,0,0,0,5600,5,1,0,6
198,ミニオン：チョコチョコボ,234402,349,0,0,0,5000,5,1,0,6
199,ミニオン：タイニーボム,234403,350,0,0,0,5050,5,1,0,6
200,ミニオン：ベビーモス,234405,351,608,0,793,5051,5,1,0,6
201,ミニオン：モルボルバルブ,234412,352,0,0,0,5052,5,1,0,6
202,ミニオン：ダストバニー,234424,353,0,0,0,5063,5,1,0,6
203,ミニオン：ミニテンダー,234429,354,0,0,0,5064,5,1,0,6
204,ミニオン：スモールシェル,234430,355,0,0,0,5065,5,1,0,6
205,ミニオン：グゥーブー・スプラウト,234436,356,0,0,0,5077,5,1,0,6
206,ミニオン：デモンズブロック,234439,357,0,0,0,5079,5,1,0,6
207,ミニオン：マメット・カーソル,234444,358,609,0,0,5656,5,1,0,6
208,ミニオン：マメット・キキルン,234446,359,0,0,0,5350,5,1,0,6
209,ミニオン：ウルフ・パップ,234450,360,0,0,0,5066,5,1,0,6
210,ミニオン：タイニークァール,234452,361,0,0,0,5057,5,1,0,6
211,ミニオン：マメット・トンベリ,234453,362,0,0,0,5060,5,1,0,6
212,ミニオン：マメット・ブルーム,234471,363,0,0,0,5659,5,1,0,6
213,ミニオン：マメット・モーグリ,234472,364,610,0,795,5002,5,1,0,6
214,ミニオン：ナッツイーター,234487,365,0,0,0,5201,5,1,0,6
215,ミニオン：ファットキャット,234507,366,0,0,0,5202,5,1,0,6
216,ミニオン：カッパッパ,234511,367,0,0,0,5750,5,1,0,6
217,ミニオン：追従システム,234542,368,0,0,0,5650,5,1,0,6
218,ミニオン：パイッサ・ブラット,234558,369,0,0,0,5092,5,1,0,6
219,ミニオン：コロコロポックル,234566,370,0,0,0,5094,5,1,0,6
220,ミニオン：ウソウソ,234641,371,0,0,0,5251,5,1,0,6
221,ミニオン：マメット・ナマズオ,234653,372,0,0,0,5351,5,1,0,6
222,ミニオン：マメット・クロ,234660,373,0,0,0,5542,5,1,0,6
223,ミニオン：豆柴,234667,374,0,0,0,5210,5,1,0,6
224,ミニオン：ロンカの水蛇？,234737,375,0,0,0,5217,5,1,0,6
225,ミニオン：ジャイアントビーバー,234742,376,0,0,0,5353,5,1,0,6
226,ミニオン：コマンダー・シャーク,234775,377,0,0,0,5258,5,1,0,6
227,ミニオン：マメット・ケットシー,234404,378,611,0,796,5602,5,1,0,6
228,ミニオン：ブルーバード,234416,379,0,0,0,5300,5,1,0,6
229,ミニオン：タイニードードー,234432,380,0,0,0,5067,5,1,0,6
230,ミニオン：タイニーアプカル,234435,381,0,0,0,5076,5,1,0,6
231,ミニオン：タイニーラム,234441,382,0,0,0,5080,5,1,0,6
232,ミニオン：ミニマンドラゴラ,234442,383,0,0,0,5068,5,1,0,6
233,ミニオン：アントーキング・コリブリ,234462,384,0,0,0,5083,5,1,0,6
234,ミニオン：マメット・サキュバス,234475,385,0,0,0,5085,5,1,0,6
235,ミニオン：マメット・ギルガメッシュ,234476,386,612,624,0,5570,5,1,0,6
236,ミニオン：オニオンプリンス,234477,387,0,0,0,5069,5,1,0,6
237,ミニオン：エッグナイト,234478,388,0,0,0,5070,5,1,0,6
238,ミニオン：ガーリックスター,234479,389,0,0,0,5071,5,1,0,6
239,ミニオン：キングトマト,234480,390,0,0,0,5072,5,1,0,6
240,ミニオン：マンドラクイーン,234481,391,0,0,0,5073,5,1,0,6
241,ミニオン：マメット・オルトロス,234504,392,0,0,0,5572,5,1,0,6
242,ミニオン：エンキドゥ,234521,393,0,0,0,5571,5,1,0,6
243,ミニオン：ミニマムアトモス,234529,394,0,0,0,5089,5,1,0,6
244,ミニオン：ゲイラキトン,234532,395,0,0,0,5090,5,1,0,6
245,ミニオン：レッサーパンダ,234534,396,0,0,0,5204,5,1,0,6
246,ミニオン：プリンスペンギン,234564,397,0,0,0,5304,5,1,0,6
247,ミニオン：ポーキー,234600,398,0,0,0,5751,5,1,0,6
248,ミニオン：うり坊,234616,399,0,0,0,5101,5,1,0,6
249,ミニオン：タビスズメ,234647,400,0,0,0,5305,5,1,0,6
250,ミニオン：マメットキメラ,234655,401,0,0,0,5605,5,1,0,6
251,ミニオン：コユキンコ,234719,402,0,0,0,5104,5,1,0,6
252,ミニオン：豆妖狐,234642,403,0,0,0,5207,5,1,0,6
253,ミニオン：ハシビロコウ,234749,404,0,0,0,5306,5,1,0,6
254,ミニオン：ポークシー・ビッツ,234753,405,0,0,0,5106,5,1,0,6
255,ミニオン：サンドフォックス,234787,406,0,0,0,5221,5,1,0,6
256,ミニオン：モモラ・モラ！！！,234796,407,0,0,0,5260,5,1,0,6
257,友好部族クエスト：ピクシー族,199962,429,0,0,0,2311,5,0,0,3
258,友好部族クエスト：キタリ族,199963,430,0,0,0,2312,5,0,0,3
259,友好部族クエスト：ドワーフ族,199964,431,0,0,0,2313,5,0,0,3
260,友好部族クエスト：アルカソーダラ族,199965,432,0,0,0,2314,5,0,0,3
261,友好部族クエスト：レポリット族,199967,433,0,0,0,2316,5,0,0,3
262,絶オメガ検証戦,195705,434,0,0,0,2504,1,0,0,4
263,絶オメガ検証戦,197706,434,0,0,0,2504,3,0,0,4
264,絶オメガ検証戦,198705,434,0,0,0,2504,4,0,0,4
265,絶オメガ検証戦,199705,434,0,0,0,2504,5,0,0,4
266,ミニオン：ポチャチョコボ,234506,435,0,0,0,5001,5,1,0,6
267,ミニオン：ミニスライム,234451,436,0,0,0,5081,5,1,0,6
268,ミニオン：ベイビーオポオポ,234470,437,0,0,0,5084,5,1,0,6
269,ミニオン：リトルフット,234508,438,0,0,0,5087,5,1,0,6
270,ミニオン：シャローアイ,234563,439,0,0,0,5093,5,1,0,6
271,ミニオン：モルフォ,234579,440,0,0,0,5095,5,1,0,6
272,ミニオン：ポロ・ロッゴ,234580,441,0,0,0,5096,5,1,0,6
273,ミニオン：ドリッピー,234805,442,0,0,0,5108,5,1,0,6
274,ミニオン：ブンブク,234646,443,0,0,0,5209,5,1,0,6
275,ミニオン：ヘッジホッグ,234730,444,0,0,0,5215,5,1,0,6
276,ミニオン：モモンガ,234862,445,0,0,0,5229,5,1,0,6
277,ミニオン：ギード,234658,446,0,0,0,5252,5,1,0,6
278,ミニオン：ゴマ塩アザラシ,234672,447,0,0,0,5253,5,1,0,6
279,ミニオン：ウーパールーパー,234673,448,0,0,0,5254,5,1,0,6
280,ミニオン：タイニーダックビル,234740,449,0,0,0,5256,5,1,0,6
281,ミニオン：アグリー・ダックリング,234531,450,0,0,0,5302,5,1,0,6
282,ミニオン：白小虎,234684,451,0,0,0,5463,5,1,0,6
283,ミニオン：朱孔雀,234703,452,0,0,0,5464,5,1,0,6
284,ミニオン：青帝,234727,453,0,0,0,5466,5,1,0,6
285,ミニオン：マメット・ヤ・シュトラ,234500,454,0,0,0,5500,5,1,0,6
286,ミニオン：マメット・ミンフィリア,234488,455,0,0,0,5503,5,1,0,6
287,ミニオン：マメット・サンクレッド,234489,456,0,0,0,5504,5,1,0,6
288,ミニオン：マメット・イダ,234501,457,0,0,0,5506,5,1,0,6
289,ミニオン：マメット・パパリモ,234502,458,0,0,0,5508,5,1,0,6
290,ミニオン：マメット・ウリエンジェ,234503,459,0,0,0,5509,5,1,0,6
291,ミニオン：マメット・アルフィノ,234519,460,0,0,0,5513,5,1,0,6
292,ミニオン：マメット・アリゼー,234520,461,0,0,0,5514,5,1,0,6
293,ミニオン：マメット・タタル,234526,462,0,0,0,5516,5,1,0,6
294,ミニオン：マメット・シド,234527,463,0,0,0,5518,5,1,0,6
295,ミニオン：こねこみみさん,234856,464,0,0,0,5608,5,1,0,6
296,ディープダンジョン：オルト・エウレカ1,197711,465,0,0,0,2358,3,0,0,4
297,ディープダンジョン：オルト・エウレカ2,197712,466,0,0,0,2359,3,0,0,4
298,クロニクルクエスト：四聖獣奇譚,198706,467,0,0,0,2251,4,0,0,3
299,無人島開拓1,198707,468,0,0,0,2340,4,0,0,8
300,無人島開拓2,198708,469,0,0,0,2341,4,0,0,8
301,無人島開拓1,199706,468,0,0,0,2340,5,0,0,8
302,無人島開拓2,199707,469,0,0,0,2341,5,0,0,8
303,ミニオン：スポンジシルキー,234863,472,0,0,0,5114,5,1,0,6
304,ミニオン：チワワン,234848,473,0,0,0,5230,5,1,0,6
305,ミニオン：もちもちゲイラキャット,234784,474,0,0,0,5091,5,1,0,6
306,ミニオン：ナナッコ・ベアー,234485,475,0,0,0,5200,5,1,0,6
307,ミニオン：黒柴,234733,476,0,0,0,5211,5,1,0,6
308,ミニオン：子コアラ,234671,477,0,0,0,5212,5,1,0,6
309,ミニオン：カピバラ・パップ,234716,478,0,0,0,5214,5,1,0,6
310,ミニオン：フラッグ,234822,479,0,0,0,5223,5,1,0,6
311,ミニオン：コーギー,234867,480,0,0,0,5231,5,1,0,6
312,ミニオン：シマエナガ,234771,481,0,0,0,5307,5,1,0,6
313,ミニオン：グリーングリーナー,234838,482,0,0,0,5113,5,1,0,6
314,ミニオン：マメット・アルカソーダラ,234844,483,0,0,0,5401,5,1,0,6
315,ミニオン：マメット・グレビュオフ,234839,484,0,0,0,5354,5,1,0,6
316,ミニオン：ファインディングウェイ,234872,485,0,0,0,5355,5,1,0,6
317,ミニオン：オプティマス・オミクロン,234825,486,0,0,0,5652,5,1,0,6
318,ミニオン：マメット・オメガM,234744,487,0,0,0,5151,5,1,0,6
319,ミニオン：マメット・オメガF,234745,488,0,0,0,5152,5,1,0,6
320,ミニオン：プチオメガ,234705,489,0,0,0,5150,5,1,0,6
321,ミニオン：マメット・アルファ,234704,490,0,0,0,5577,5,1,0,6
322,ミニオン：マメット・クルル,234605,491,0,0,0,5519,5,1,0,6
323,ミニオン：マメット・ムーンブリダ,234624,492,0,0,0,5521,5,1,0,6
324,ミニオン：マメット・ヒルディ,234515,493,0,0,0,5522,5,1,0,6
325,ミニオン：マメット・ナナモ,234499,494,613,625,0,5528,5,1,0,6
326,ミニオン：マメット・オルシュファン,234568,495,0,0,0,5532,5,1,0,6
327,ミニオン：マメット・アイメリク,234606,496,0,0,0,5534,5,1,0,6
328,ミニオン：マメット・エスティニアン,234628,497,0,0,0,5536,5,1,0,6
329,ミニオン：マメット・ネロ,234575,498,0,0,0,5533,5,1,0,6
330,ミニオン：マメット・ラウバーン,234555,499,614,621,0,5526,5,1,0,6
331,ミニオン：マメット・カヌ・エ,234553,500,615,622,0,5525,5,1,0,6
332,ミニオン：マメット・メルウィブ,234554,501,616,623,0,5524,5,1,0,6
333,友好部族クエスト：コウジン族,199960,524,0,0,0,2308,5,0,0,3
334,友好部族クエスト：アナンタ族,199959,525,0,0,0,2309,5,0,0,3
335,友好部族クエスト：ナマズオ族,199961,526,0,0,0,2310,5,0,0,3
336,時代の終焉,197713,527,0,0,0,2250,3,0,0,3
337,時代の終焉,198709,527,0,0,0,2250,4,0,0,3
338,時代の終焉,199708,527,0,0,0,2250,5,0,0,3
339,10周年記念,198710,523,0,0,0,3950,4,0,0,7
340,10周年記念,199709,523,0,0,0,3950,5,0,0,7
341,ヴァリアントダンジョン：六根山,194702,528,0,0,0,2403,2,0,0,4
342,ヴァリアントダンジョン：六根山,197714,528,0,0,0,2403,3,0,0,4
343,世界を釣る者,195706,529,0,0,0,2346,1,0,0,8
344,世界を釣る者,197715,529,0,0,0,2345,3,0,0,8
345,世界を釣る者,198711,529,0,0,0,2346,4,0,0,8
346,世界を釣る者,199710,529,0,0,0,2345,5,0,0,8
347,太公望への道,195707,530,0,0,0,2347,1,0,0,8
348,太公望への道,197716,530,0,0,0,2346,3,0,0,8
349,太公望への道,198712,530,0,0,0,2347,4,0,0,8
350,太公望への道,199711,530,0,0,0,2346,5,0,0,8
351,月下の雀士,195708,531,0,0,0,2350,1,0,0,8
352,月下の雀士,198713,531,0,0,0,2350,4,0,0,8
353,月下の雀士,199712,531,0,0,0,2350,5,0,0,8
354,時代の終焉,195709,527,0,0,0,2250,1,0,0,3
355,ミニオン：プライベート・パキポディウム,234873,534,0,0,0,5074,5,1,0,6
356,ミニオン：忍犬シロマル,234886,535,0,0,0,5233,5,1,0,6
357,ミニオン：忍犬クロマル,234890,536,0,0,0,5234,5,1,0,6
358,ミニオン：ミニモアイ,234678,537,0,0,0,5662,5,1,0,6
359,ミニオン：マメット・アーゼマ,234851,538,0,0,0,5158,5,1,0,6
360,ミニオン：マメット・ハルオーネ,234874,539,0,0,0,5159,5,1,0,6
361,ミニオン：マメット・オシュオン,234894,540,0,0,0,5160,5,1,0,6
362,ミニオン：グラベルゴーレム,234419,541,0,0,0,5059,5,1,0,6
363,ミニオン：リトルマミー,234509,542,0,0,0,5088,5,1,0,6
364,ミニオン：フェンリル・パップ,234582,543,0,0,0,5097,5,1,0,6
365,ミニオン：プチリャナンシー,234761,544,0,0,0,5107,5,1,0,6
366,ミニオン：ドワーフラビット,234609,545,0,0,0,5206,5,1,0,6
367,ミニオン：ミーアキャット,234756,546,0,0,0,5220,5,1,0,6
368,ミニオン：アサシンフライ,234510,547,0,0,0,5250,5,1,0,6
369,ミニオン：オウレット,234530,548,0,0,0,5301,5,1,0,6
370,ミニオン：ハンティング・ホーク,234562,549,0,0,0,5303,5,1,0,6
371,ミニオン：青足のカツォ,234853,550,0,0,0,5309,5,1,0,6
372,ミニオン：ニュー・ヤ・シュトラ,234596,551,0,0,0,5501,5,1,0,6
373,ミニオン：ニュー・サンクレッド,234617,552,0,0,0,5505,5,1,0,6
374,ミニオン：マメット・ルイゾワ,234512,553,0,0,0,5511,5,1,0,6
375,ミニオン：ニュー・アリゼー,234618,554,0,0,0,5515,5,1,0,6
376,ミニオン：マメット・ゴッドベルト,234876,555,0,0,0,5523,5,1,0,6
377,ミニオン：マメット・イゼル,234538,556,617,0,802,5529,5,1,0,6
378,ミニオン：マメット・ユウギリ,234543,557,618,0,803,5530,5,1,0,6
379,ミニオン：マメット・エッダ,234619,558,0,0,0,5535,5,1,0,6
380,ミニオン：マメット・シロ,234698,559,0,0,0,5541,5,1,0,6
381,ミニオン：マメット・グ・ラハ,234706,560,0,0,0,5548,5,1,0,6
382,ミニオン：ミドガルズオルム,234518,561,0,0,0,5573,5,1,0,6
383,ミニオン：マメット・フレースヴェルグ,234629,562,619,626,804,5574,5,1,0,6
384,ミニオン：マメット・ニーズヘッグ,234633,563,620,0,805,5575,5,1,0,6
385,ミニオン：ジェリービーンズ・ピンク,234899,564,0,0,0,5800,5,1,0,6
386,ミニオン：ペグウィン,234900,565,0,0,0,5801,5,1,0,6
387,ミニオン：トルガル・パピー,234898,566,0,0,0,5701,5,1,0,6
388,友好部族クエスト：バヌバヌ族,199956,567,0,0,0,2305,5,0,0,3
389,友好部族クエスト：グナース族,199957,568,0,0,0,2306,5,0,0,3
390,友好部族クエスト：モーグリ族,199958,569,0,0,0,2307,5,0,0,3
391,ミソロジー・オブ・エオルゼア,197720,572,0,0,0,2252,3,0,0,3
392,ミソロジー・オブ・エオルゼア,198717,572,0,0,0,2252,4,0,0,3
393,ミソロジー・オブ・エオルゼア,199715,572,0,0,0,2252,5,0,0,3
394,タタルの大繁盛商店,197719,573,0,0,0,2242,3,0,0,3
395,タタルの大繁盛商店,198716,573,0,0,0,2242,4,0,0,3
396,ヴァリアントダンジョン：アロアロ島,194703,574,0,0,0,2404,2,0,0,4
397,ヴァリアントダンジョン：アロアロ島,197721,574,0,0,0,2404,3,0,0,4
398,クロの空想帳,195710,570,0,0,0,2351,1,0,0,8
399,クロの空想帳,197717,570,0,0,0,2351,3,0,0,8
400,クロの空想帳,198714,570,0,0,0,2351,4,0,0,8
401,クロの空想帳,199713,570,0,0,0,2351,5,0,0,8
402,ソーチョーの幻想盤,195711,571,0,0,0,2352,1,0,0,8
403,ソーチョーの幻想盤,197718,571,0,0,0,2352,3,0,0,8
404,ソーチョーの幻想盤,198715,571,0,0,0,2352,4,0,0,8
405,ソーチョーの幻想盤,199714,571,0,0,0,2352,5,0,0,8
406,ブランダーヴィル1,195712,575,0,0,0,3951,1,0,0,7
407,ブランダーヴィル2,195713,576,0,0,0,3952,1,0,0,7
408,ブランダーヴィル3,195714,577,0,0,0,3953,1,0,0,7
409,妖怪ウォッチ ぷにぷに,195715,607,0,0,0,3954,1,0,0,7
410,妖怪ウォッチ ぷにぷに,198718,607,0,0,0,3954,4,0,0,7
411,妖怪ウォッチ ぷにぷに,199716,607,0,0,0,3954,5,0,0,7
