#,Unknown0,SublimeVariant,Item,GatheringItemLevel,PerceptionReq,Unknown2,Unknown3,Unknown4,Unknown5,IsHidden
173,0,0,4816,51,0,65535,0,True,True,False
174,0,0,6148,51,0,65535,0,True,True,False
175,0,0,4784,15,0,65535,0,True,True,False
176,0,0,4818,12,0,65535,0,True,True,False
177,0,0,6147,51,0,65535,0,True,True,False
178,0,0,4785,16,0,65535,0,True,True,False
179,0,0,4812,21,0,65535,0,True,True,False
180,0,0,5360,34,0,65535,0,True,True,False
181,0,0,5564,42,0,65535,0,True,True,False
182,0,0,4800,51,0,65535,0,True,True,False
183,0,0,4830,14,0,65535,0,True,True,False
184,0,0,4814,36,0,65535,0,True,True,False
185,0,0,5541,18,0,65535,0,True,True,False
186,0,0,4797,22,0,65535,0,True,True,False
187,0,0,4787,18,0,65535,0,True,True,False
188,0,0,5563,20,0,65535,0,True,True,False
189,0,0,4798,33,0,65535,0,True,True,False
190,0,0,4832,15,0,65535,0,True,True,False
191,0,0,4840,37,0,65535,0,True,True,False
192,0,0,5543,33,0,65535,0,True,True,False
193,0,0,4789,28,0,65535,0,True,True,False
194,0,0,4837,32,0,65535,0,True,True,False
195,0,0,6209,51,0,65535,0,True,True,False
196,0,0,4821,25,0,65535,0,True,True,False
197,0,0,5559,30,0,65535,0,True,True,False
198,0,0,5341,11,0,65535,0,True,True,False
199,0,0,5055,49,0,65535,0,True,True,False
200,0,0,4823,11,0,65535,0,True,True,False
201,0,0,4782,13,0,65535,0,True,True,False
202,0,0,5539,12,0,65535,0,True,True,False
203,0,0,4791,34,0,65535,0,True,True,False
204,0,0,4780,15,0,65535,0,True,True,False
205,0,0,4820,17,0,65535,0,True,True,False
206,0,0,4808,11,0,65535,0,True,True,False
207,0,0,4839,34,0,65535,0,True,True,False
208,0,0,4815,43,0,65535,0,True,True,False
209,0,0,4777,12,0,65535,0,True,True,False
210,0,0,5346,31,0,65535,0,True,True,False
211,0,0,4824,11,0,65535,0,True,True,False
212,0,0,5350,51,0,65535,0,True,True,False
213,0,0,5343,14,0,65535,0,True,True,False
214,0,0,5342,12,0,65535,0,True,True,False
215,0,0,7010,45,0,65535,0,True,True,False
216,0,0,5267,11,0,65535,0,True,True,False
217,0,0,5513,10,0,65535,0,True,True,False
218,0,0,5230,17,0,65535,0,True,True,False
219,0,0,7008,31,0,65535,0,True,True,False
220,0,0,5514,13,0,65535,0,True,True,False
221,0,0,7011,33,0,65535,0,True,True,False
222,0,0,7012,50,0,65535,0,True,True,False
223,0,0,7029,20,0,65535,0,True,True,False
224,0,0,7030,20,0,65535,0,True,True,False
225,0,0,7031,20,0,65535,0,True,True,False
226,0,0,7715,16,0,65535,0,True,True,True
227,0,0,7716,12,0,65535,0,True,True,True
228,0,0,7717,13,0,65535,0,True,True,True
229,0,0,7718,13,0,65535,0,True,True,True
230,0,0,7719,13,0,65535,0,True,True,True
231,0,0,7720,18,0,65535,0,True,True,True
232,0,0,7721,25,0,65535,0,True,True,True
233,0,0,7722,27,0,65535,0,True,True,True
234,0,0,7723,28,0,65535,0,True,True,True
235,0,0,7724,51,0,65535,0,True,True,False
236,0,0,7725,7,0,65535,0,True,True,True
237,0,0,7726,11,0,65535,0,True,True,True
238,0,0,7727,16,0,65535,0,True,True,True
239,0,0,7728,17,0,65535,0,True,True,True
240,0,0,7729,21,0,65535,0,True,True,True
241,0,0,7730,36,0,65535,0,True,True,True
242,0,0,7731,42,0,65535,0,True,True,True
243,0,0,7732,43,0,65535,0,True,True,True
244,0,0,7733,51,0,65535,0,True,True,False
245,0,0,7734,51,0,65535,0,True,True,False
246,0,0,7735,11,0,65535,0,True,True,True
247,0,0,7736,12,0,65535,0,True,True,True
248,0,0,7737,14,0,65535,0,True,True,True
249,0,0,7738,23,0,65535,0,True,True,True
250,0,0,7739,24,0,65535,0,True,True,True
251,0,0,7740,24,0,65535,0,True,True,True
252,0,0,7741,31,0,65535,0,True,True,True
253,0,0,7742,32,0,65535,0,True,True,True
254,0,0,7743,33,0,65535,0,True,True,True
255,0,0,7744,40,0,65535,0,True,True,True
256,0,0,7758,30,0,65535,0,True,True,True
257,0,0,7759,46,0,65535,0,True,True,True
258,0,0,7760,55,0,65535,0,True,True,False
259,0,0,7761,30,0,65535,0,True,True,True
260,0,0,7762,46,0,65535,0,True,True,True
261,0,0,7763,55,0,65535,0,True,True,False
262,0,0,7764,30,0,65535,0,True,True,True
263,0,0,7765,46,0,65535,0,True,True,True
264,0,0,7766,55,0,65535,0,True,True,False
265,0,0,7610,55,0,65535,0,True,True,False
266,0,0,7588,70,0,65535,0,True,True,False
267,0,0,7589,70,0,65535,0,True,True,False
268,0,0,5146,70,0,65535,0,True,True,False
269,0,0,7611,55,0,65535,0,True,True,False
270,0,0,7590,70,0,65535,0,True,True,False
271,0,0,7591,70,0,65535,0,True,True,False
272,0,0,7592,70,0,65535,0,True,True,False
273,0,0,7593,70,0,65535,0,True,True,False
274,0,0,7594,70,0,65535,0,True,True,False
275,0,0,7595,70,0,65535,0,True,True,False
276,0,0,8030,70,0,65535,0,True,True,False
277,0,0,5147,70,0,65535,0,True,True,False
278,0,0,5148,70,0,65535,0,True,True,False
279,0,0,5149,70,0,65535,0,True,True,False
280,0,0,5150,70,0,65535,0,True,True,False
281,0,0,5151,70,0,65535,0,True,True,False
282,0,0,8031,70,0,65535,0,True,True,False
283,0,0,5365,70,0,65535,0,True,True,False
284,0,0,8024,70,0,65535,0,True,True,False
285,0,0,5120,80,0,65535,0,True,True,False
286,0,0,5394,80,0,65535,0,True,True,False
287,0,0,9519,80,0,65535,0,True,True,False
288,0,0,9518,80,0,65535,0,True,True,False
289,0,0,10092,50,0,65535,0,True,True,True
290,0,0,10093,90,0,65535,0,True,True,False
291,0,0,10096,90,0,65535,0,True,True,False
292,0,0,10099,55,0,65535,0,True,True,True
293,0,0,10094,31,0,65535,0,True,True,True
294,0,0,10095,55,0,65535,0,True,True,False
295,0,0,10097,31,0,65535,0,True,True,True
296,0,0,10098,55,0,65535,0,True,True,False
297,0,0,5521,30,0,65535,0,True,True,False
298,0,0,5126,80,0,65535,0,True,True,False
299,0,0,12531,120,0,65535,0,True,True,False
300,0,0,12551,130,0,65535,0,True,True,False
301,0,0,12534,130,0,65535,0,True,True,True
302,0,0,12552,125,0,65535,0,True,True,False
303,0,0,12553,120,0,65535,0,True,True,False
304,0,0,12631,133,0,65535,0,True,True,False
305,0,0,12555,136,0,65535,0,True,True,False
306,0,0,12554,136,0,65535,0,True,True,False
307,0,0,12537,136,0,65535,0,True,True,True
308,0,0,12556,142,0,65535,0,True,True,False
309,0,0,12532,139,0,65535,0,True,True,False
310,0,0,12632,142,0,65535,0,True,True,False
311,0,0,12557,148,0,65535,0,True,True,False
312,0,0,12558,150,0,65535,0,True,True,False
313,0,0,12535,145,0,65535,0,True,True,True
314,0,0,12539,145,0,65535,0,True,True,False
315,0,0,12533,148,0,65535,0,True,True,False
316,0,0,12559,133,0,65535,0,True,True,False
317,0,0,12560,145,0,65535,0,True,True,False
318,0,0,12538,150,0,65535,0,True,True,False
319,0,0,5127,150,0,65535,0,True,True,False
320,0,0,5108,80,0,65535,0,True,True,False
321,0,0,5109,120,0,65535,0,True,True,False
322,0,0,5162,125,0,65535,0,True,True,False
323,0,0,12941,130,0,65535,0,True,True,False
324,0,0,5112,133,0,65535,0,True,True,False
325,0,0,5161,136,0,65535,0,True,True,False
326,0,0,12901,139,0,65535,0,True,True,False
327,0,0,5214,139,0,1,5,True,True,False
328,0,0,5218,139,0,4,5,True,True,False
329,0,0,5117,142,0,65535,0,True,True,False
330,0,0,5159,145,0,65535,0,True,True,False
331,0,0,12942,148,0,65535,0,True,True,False
332,0,0,12966,145,0,2,5,True,True,False
333,0,0,12967,145,0,5,5,True,True,False
334,0,0,12536,180,0,65535,0,True,True,False
335,0,0,12540,180,0,65535,0,True,True,False
336,0,0,12945,175,0,65535,0,True,True,False
337,0,0,5226,180,0,65535,0,True,True,False
338,0,0,5163,180,0,65535,0,True,True,False
339,0,0,5160,180,0,65535,0,True,True,False
340,0,0,5220,150,0,3,5,True,True,False
341,0,0,5224,150,0,6,5,True,True,False
342,0,0,5403,80,0,65535,0,True,True,False
343,0,0,5384,80,0,65535,0,True,True,False
344,0,0,12597,120,0,65535,0,True,True,False
345,0,0,12880,130,0,65535,0,True,True,False
346,0,0,12883,125,0,65535,0,True,True,False
347,0,0,12878,130,0,65535,0,True,True,True
348,0,0,12598,133,0,65535,0,True,True,False
349,0,0,12578,133,0,65535,0,True,True,False
350,0,0,12585,136,0,65535,0,True,True,False
351,0,0,12893,136,0,65535,0,True,True,True
352,0,0,12879,136,0,65535,0,True,True,True
353,0,0,12885,136,0,65535,0,True,True,False
354,0,0,12638,139,0,65535,0,True,True,False
355,0,0,12887,142,0,65535,0,True,True,False
356,0,0,12639,142,0,65535,0,True,True,False
357,0,0,12579,145,0,65535,0,True,True,True
358,0,0,12586,145,0,65535,0,True,True,False
359,0,0,12642,145,0,65535,0,True,True,False
360,0,0,12643,148,0,65535,0,True,True,False
361,0,0,12640,148,0,65535,0,True,True,False
362,0,0,12891,148,0,65535,0,True,True,False
363,0,0,12641,150,0,65535,0,True,True,False
364,0,0,12900,150,0,65535,0,True,True,False
365,0,0,12896,80,0,65535,0,True,True,False
366,0,0,12899,120,0,65535,0,True,True,False
367,0,0,12877,125,0,65535,0,True,True,False
368,0,0,12882,130,0,65535,0,True,True,False
369,0,0,12943,133,0,65535,0,True,True,False
370,0,0,12884,136,0,65535,0,True,True,False
371,0,0,12889,139,0,65535,0,True,True,False
372,0,0,12968,139,0,16,5,True,True,False
373,0,0,12971,139,0,65535,0,True,True,False
374,0,0,12944,145,0,65535,0,True,True,False
375,0,0,12897,142,0,65535,0,True,True,False
376,0,0,12898,148,0,65535,0,True,True,False
377,0,0,12969,145,0,17,5,True,True,False
378,0,0,12972,145,0,65535,0,True,True,False
379,0,0,12634,180,0,65535,0,True,True,False
380,0,0,12587,180,0,65535,0,True,True,False
381,0,0,12902,180,0,65535,0,True,True,False
382,0,0,4833,180,0,65535,0,True,True,False
383,0,0,12903,180,0,65535,0,True,True,False
384,0,0,12904,180,0,65535,0,True,True,False
385,0,0,12970,150,0,65535,0,True,True,False
386,0,0,12973,150,0,65535,0,True,True,False
387,0,0,10335,70,0,65535,0,True,True,True
388,0,0,13759,148,0,65535,0,True,True,False
389,0,0,13760,150,0,65535,0,True,True,False
390,0,0,13761,139,0,65535,0,True,True,False
391,0,0,13762,150,0,65535,0,True,True,False
392,0,0,13763,148,0,65535,0,True,True,False
393,0,0,13764,139,0,65535,0,True,True,False
394,0,0,13765,80,0,65535,0,True,True,False
395,0,0,13767,125,0,65535,0,True,True,False
396,0,0,13768,130,0,65535,0,True,True,False
397,0,0,14154,180,0,65535,0,True,True,False
398,0,0,14956,180,0,65535,0,True,True,False
399,0,0,14159,180,0,65535,0,True,True,False
400,0,0,14160,180,0,65535,0,True,True,False
401,0,0,14957,180,0,65535,0,True,True,False
402,0,0,14148,180,0,65535,0,True,True,False
403,0,0,14955,180,0,65535,0,True,True,False
404,0,0,14151,180,0,65535,0,True,True,False
405,0,0,14190,180,0,65535,0,True,True,False
406,0,0,15646,180,0,65535,0,True,True,False
407,0,0,15647,180,0,65535,0,True,True,False
408,0,0,15948,180,0,22,5,True,True,False
409,0,0,15949,180,0,7,5,True,True,False
410,0,0,15865,1,0,65535,0,True,True,True
411,0,0,15866,1,0,65535,0,True,True,True
412,0,0,15867,1,0,65535,0,True,True,True
413,0,0,15868,1,0,65535,0,True,True,True
414,0,0,15869,1,0,65535,0,True,True,True
415,0,0,15870,1,0,65535,0,True,True,True
416,0,0,5392,200,0,65535,0,True,True,False
417,0,0,16721,200,0,65535,0,True,True,False
418,0,0,16722,200,0,65535,0,True,True,False
419,0,0,16723,200,0,65535,0,True,True,False
420,0,0,16724,200,0,65535,0,True,True,False
421,0,0,16725,200,0,65535,0,True,True,False
422,0,0,16726,200,0,65535,0,True,True,False
423,0,0,17557,142,0,1,3,True,False,False
424,0,0,17558,145,0,2,3,True,False,False
425,0,0,17559,148,0,3,3,True,False,False
426,0,0,17560,150,0,4,3,True,False,False
427,0,0,17561,180,0,5,3,True,False,False
428,0,0,19910,190,0,65535,0,True,True,False
429,0,0,19968,190,0,65535,0,True,True,False
430,0,0,19871,205,0,65535,0,True,True,False
431,0,0,19969,210,0,65535,0,True,True,False
432,0,0,19951,215,0,65535,0,True,True,False
433,0,0,19872,220,0,65535,0,True,True,False
434,0,0,19970,215,0,65535,0,True,True,False
435,0,0,19953,225,0,65535,0,True,True,False
436,0,0,19971,230,0,65535,0,True,True,False
437,0,0,20009,230,0,9,5,True,True,False
438,0,0,19954,260,0,65535,0,True,True,False
439,0,0,19972,260,0,65535,0,True,True,False
440,0,0,19957,290,0,65535,0,True,True,False
441,0,0,19973,290,0,65535,0,True,True,False
442,0,0,19958,300,0,65535,0,True,True,False
443,0,0,19959,300,0,65535,0,True,True,False
444,0,0,20011,300,0,65535,0,True,True,False
445,0,0,5232,205,0,65535,0,True,True,False
446,0,0,19950,205,0,65535,0,True,True,False
447,0,0,20007,210,0,65535,0,True,True,False
448,0,0,20006,215,0,65535,0,True,True,False
449,0,0,19952,230,0,65535,0,True,True,False
450,0,0,20010,230,0,65535,0,True,True,False
451,0,0,19955,245,0,65535,0,True,True,False
452,0,0,19956,275,0,65535,0,True,True,False
453,0,0,19907,275,0,65535,0,True,True,False
454,0,0,19936,205,0,65535,0,True,True,False
455,0,0,19851,205,0,65535,0,True,True,False
456,0,0,19930,205,0,65535,0,True,True,False
457,0,0,19931,215,0,65535,0,True,True,False
458,0,0,19908,220,0,65535,0,True,True,False
459,0,0,5389,225,0,65535,0,True,True,False
460,0,0,19860,215,0,65535,0,True,True,False
461,0,0,19863,225,0,65535,0,True,True,False
462,0,0,19870,230,0,65535,0,True,True,False
463,0,0,19869,245,0,65535,0,True,True,False
464,0,0,19932,245,0,65535,0,True,True,False
465,0,0,19933,290,0,65535,0,True,True,False
466,0,0,19852,290,0,65535,0,True,True,False
467,0,0,19934,300,0,65535,0,True,True,False
468,0,0,19937,300,0,25,5,True,True,False
469,0,0,19868,190,0,65535,0,True,True,False
470,0,0,19976,190,0,65535,0,True,True,False
471,0,0,19850,210,0,65535,0,True,True,False
472,0,0,19861,210,0,65535,0,True,True,False
473,0,0,19881,210,0,65535,0,True,True,False
474,0,0,19917,215,0,65535,0,True,True,False
475,0,0,19979,215,0,65535,0,True,True,False
476,0,0,19856,220,0,65535,0,True,True,False
477,0,0,19859,220,0,65535,0,True,True,False
478,0,0,19862,220,0,65535,0,True,True,False
479,0,0,19879,220,0,65535,0,True,True,False
480,0,0,19853,225,0,65535,0,True,True,False
481,0,0,19864,225,0,65535,0,True,True,False
482,0,0,19982,225,0,65535,0,True,True,False
483,0,0,19855,230,0,65535,0,True,True,False
484,0,0,19858,230,0,65535,0,True,True,False
485,0,0,19865,230,0,65535,0,True,True,False
486,0,0,19866,230,0,65535,0,True,True,False
487,0,0,19867,230,0,65535,0,True,True,False
488,0,0,19916,230,0,65535,0,True,True,False
489,0,0,20012,230,0,23,5,True,True,False
490,0,0,19880,245,0,65535,0,True,True,False
491,0,0,19857,260,0,65535,0,True,True,False
492,0,0,19911,260,0,65535,0,True,True,False
493,0,0,19912,260,0,65535,0,True,True,False
494,0,0,19913,260,0,65535,0,True,True,False
495,0,0,19914,260,0,65535,0,True,True,False
496,0,0,19915,260,0,65535,0,True,True,False
497,0,0,19854,275,0,65535,0,True,True,False
498,0,0,19989,275,0,65535,0,True,True,False
499,0,0,19918,300,0,65535,0,True,True,False
500,0,0,19991,300,0,65535,0,True,True,False
501,0,0,20780,150,0,6,3,True,False,False
502,0,0,20781,150,0,7,3,True,False,False
503,0,0,20782,150,0,8,3,True,False,False
504,0,0,20783,180,0,9,3,True,False,False
505,0,0,20784,180,0,10,3,True,False,False
506,0,0,21085,300,0,65535,0,True,True,False
507,0,0,21086,300,0,65535,0,True,True,False
508,0,0,22417,320,0,65535,0,True,True,False
509,0,0,22418,320,0,65535,0,True,True,False
510,0,0,22419,320,0,65535,0,True,True,False
511,0,0,22420,320,0,65535,0,True,True,False
512,0,0,23179,320,0,65535,0,True,True,False
513,0,0,23180,320,0,65535,0,True,True,False
514,0,0,23220,320,0,11,5,True,True,False
515,0,0,23221,320,0,26,5,True,True,False
516,0,0,23148,205,0,11,3,True,False,False
517,0,0,23149,210,0,12,3,True,False,False
518,0,0,23150,215,0,13,3,True,False,False
519,0,0,23151,220,0,14,3,True,False,False
520,0,0,23152,225,0,15,3,True,False,False
521,0,0,24255,320,0,65535,0,True,True,False
522,0,0,24240,340,0,65535,0,True,True,False
523,0,0,24241,340,0,65535,0,True,True,False
524,0,0,24242,340,0,65535,0,True,True,False
525,0,0,24243,340,0,65535,0,True,True,False
526,0,0,24567,220,0,16,3,True,False,False
527,0,0,24568,225,0,17,3,True,False,False
528,0,0,24569,230,0,18,3,True,False,False
529,0,0,24570,260,0,19,3,True,False,False
530,0,0,24571,290,0,20,3,True,False,False
531,0,0,27726,320,0,65535,0,True,True,False
532,0,0,27727,350,0,65535,0,True,True,False
533,0,0,27697,350,0,65535,0,True,True,False
534,0,0,27968,355,0,65535,0,True,True,False
535,0,0,27728,370,0,65535,0,True,True,False
536,0,0,27698,370,0,65535,0,True,True,False
537,0,0,27776,390,0,65535,0,True,True,False
538,0,0,27729,390,0,65535,0,True,True,False
539,0,0,27701,400,0,65535,0,True,True,False
540,0,0,27805,390,0,12,5,True,True,False
541,0,0,27806,390,0,13,5,True,True,False
542,0,0,27782,410,0,65535,0,True,True,False
543,0,0,27730,410,0,65535,0,True,True,False
544,0,0,27703,430,0,65535,0,True,True,False
545,0,0,27731,430,0,65535,0,True,True,False
546,0,0,27705,440,0,65535,0,True,True,False
547,0,0,27704,440,0,65535,0,True,True,False
548,0,0,27817,320,0,65535,0,True,True,False
549,0,0,27954,320,0,65535,0,True,True,False
550,0,0,27801,345,0,65535,0,True,True,False
551,0,0,27696,345,0,65535,0,True,True,False
552,0,0,27699,380,0,65535,0,True,True,False
553,0,0,27803,390,0,65535,0,True,True,False
554,0,0,27700,390,0,65535,0,True,True,False
555,0,0,27702,420,0,65535,0,True,True,False
556,0,0,27807,430,0,14,5,True,True,False
557,0,0,27816,345,0,65535,0,True,True,False
558,0,0,27820,345,0,65535,0,True,True,False
559,0,0,27831,345,0,65535,0,True,True,False
560,0,0,27683,345,0,65535,0,True,True,False
561,0,0,27684,350,0,65535,0,True,True,False
562,0,0,27685,370,0,65535,0,True,True,False
563,0,0,27834,380,0,65535,0,True,True,False
564,0,0,27821,390,0,65535,0,True,True,False
565,0,0,27686,390,0,65535,0,True,True,False
566,0,0,27819,410,0,65535,0,True,True,False
567,0,0,27687,430,0,65535,0,True,True,False
568,0,0,27835,430,0,65535,0,True,True,False
569,0,0,27688,440,0,65535,0,True,True,False
570,0,0,27827,320,0,65535,0,True,True,False
571,0,0,27825,345,0,65535,0,True,True,False
572,0,0,27747,345,0,65535,0,True,True,False
573,0,0,27818,345,0,65535,0,True,True,False
574,0,0,27823,345,0,65535,0,True,True,False
575,0,0,27833,350,0,65535,0,True,True,False
576,0,0,27824,350,0,65535,0,True,True,False
577,0,0,27750,350,0,65535,0,True,True,False
578,0,0,27832,355,0,65535,0,True,True,False
579,0,0,27836,370,0,65535,0,True,True,False
