#,Unknown0,Unknown1,Unknown3,Unknown2,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8
4259977,11991391,11993198,11991460,400,13,0,True,False,True
4259978,11991392,11993199,11991461,400,13,0,True,False,True
4259979,11991393,11993200,11991462,400,13,0,True,False,True
4259980,11991394,11993202,11991463,400,13,0,True,False,True
4259981,11991395,11993203,11991464,400,13,0,True,False,True
4259982,11991396,11993204,11991465,400,13,0,True,False,True
4259983,11991397,11993205,11991466,400,13,0,True,False,True
4259984,11991398,11993217,11991467,400,13,0,True,False,True
4259985,11991399,11993218,11991468,400,13,0,True,False,True
4259986,11991400,11993219,11991469,400,13,0,True,False,True
4259987,11991401,11993220,11991470,400,13,0,True,False,True
4259988,11991402,11993221,11991471,400,13,0,True,False,True
4259989,11991403,11993222,11991472,400,13,0,True,False,True
4259990,11991404,11993223,11991473,400,14,0,True,False,True
4259991,11991405,11993224,11991474,400,14,0,True,False,True
4259992,11991406,11993225,11991475,400,14,0,True,False,True
4259993,11991407,11993226,11991476,400,14,0,True,False,True
4259994,11991408,11993235,11991477,400,14,0,True,False,True
4259995,11991409,11993236,11991478,400,14,0,True,False,True
4259996,11991410,11993237,11991479,400,14,0,True,False,True
4259997,11991411,11993238,11991480,400,14,0,True,False,True
4259998,11991412,11993239,11991481,400,15,0,True,False,True
4259999,11991413,11993240,11991482,400,15,0,True,False,True
4260000,11991414,11993241,11991483,400,15,0,True,False,True
4260001,11991415,11993244,11991484,400,15,0,True,False,True
4260002,12189192,12189576,12189312,400,16,0,True,False,True
4260003,12189193,12189577,12189313,400,16,0,True,False,True
4260004,12189195,12189578,12189314,400,16,0,True,False,True
4260005,12189196,12189579,12189315,400,16,0,True,False,True
4260006,12189205,12189580,12189316,400,16,0,True,False,True
4260007,12189206,12189581,12189317,400,16,0,True,False,True
4260008,12189208,12189582,12189318,400,16,0,True,False,True
4260009,12189209,12189583,12189319,400,16,0,True,False,True
4260010,12189211,12189584,12189320,400,16,0,True,False,True
4260011,12189213,12189585,12189321,400,16,0,True,False,True
4260012,12189220,12189586,12189322,400,16,0,True,False,True
4260013,12189221,12189587,12189323,400,16,0,True,False,True
4260014,12189222,12189588,12189326,400,16,0,True,False,True
4260015,12189223,12189589,12189327,400,16,0,True,False,True
4260016,12189224,12189590,12189329,400,16,0,True,False,True
4260017,12189225,12189591,12189330,400,16,0,True,False,True
4260018,12189226,12189592,12189334,400,16,0,True,False,True
4260019,12189332,12189653,12189335,400,16,0,True,False,True
4260020,12189227,12189593,12189336,400,16,0,True,False,True
4260021,12189228,12189594,12189337,400,16,0,True,False,True
4260022,12189229,12189595,12189338,400,16,0,True,False,True
4260023,12189230,12189596,12189339,400,16,0,True,False,True
4260024,12189232,12189597,12189341,400,16,0,True,False,True
4260025,12189233,12189598,12189342,400,16,0,True,False,True
4260026,12189234,12189599,12189343,400,16,0,True,False,True
4260027,12189235,12189600,12189344,400,16,0,True,False,True
4260028,12189236,12189601,12189346,400,16,0,True,False,True
4260029,12189237,12189602,12189348,400,16,0,True,False,True
4260030,12189238,12189603,12189350,400,16,0,True,False,True
4260031,12189239,12189604,12189351,400,16,0,True,False,True
4260032,12189240,12189605,12189352,400,16,0,True,False,True
4260033,12189241,12189606,12189353,400,16,0,True,False,True
4260034,12189242,12189607,12189359,400,16,0,True,False,True
4260035,12189243,12189608,12189361,400,16,0,True,False,True
4260036,12189244,12189609,12189362,400,16,0,True,False,True
4260037,12189245,12189610,12189364,400,16,0,True,False,True
4260038,12189246,12189611,12189365,400,16,0,True,False,True
4260039,12189247,12189612,12189366,400,16,0,True,False,True
4260040,12189248,12189613,12189367,400,16,0,True,False,True
4260041,12189249,12189614,12189368,400,16,0,True,False,True
4260042,12189250,12189615,12189369,400,16,0,True,False,True
4260043,12189251,12189616,12189370,400,16,0,True,False,True
4260044,12189252,12189617,12189374,400,16,0,True,False,True
4260045,12189253,12189618,12189375,400,16,0,True,False,True
4260046,12189254,12189619,12189376,400,16,0,True,False,True
4260047,12189255,12189620,12189378,400,16,0,True,False,True
4260048,12189256,12189621,12189379,400,16,0,True,False,True
4260049,12189257,12189622,12189380,400,16,0,True,False,True
4260050,12189258,12189623,12189382,400,17,0,True,False,True
4260051,12189259,12189624,12189383,400,17,0,True,False,True
4260052,12189260,12189625,12189385,400,17,0,True,False,True
4260053,12189261,12189626,12189386,400,17,0,True,False,True
4260054,12189262,12189627,12189504,400,17,0,True,False,True
4260055,12189263,12189628,12189505,400,17,0,True,False,True
4260056,12189264,12189629,12189506,400,18,0,True,False,True
4260057,12189265,12189630,12189507,400,18,0,True,False,True
4260058,12189266,12189631,12189508,400,19,0,True,False,True
4260059,12189267,12189632,12189509,400,19,0,True,False,True
4260060,12189268,12189633,12189510,400,19,0,True,False,True
4260061,12189269,12189634,12189511,400,19,0,True,False,True
4260062,12189270,12189635,12189512,400,19,0,True,False,True
4260063,12189271,12189636,12189513,400,19,0,True,False,True
4260064,12189272,12189637,12189514,400,19,0,True,False,True
4260065,12189273,12189638,12189515,400,19,0,True,False,True
