#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4
4.15,12133988,1,0,0,5
4.16,12303670,75,20,0,1
4.17,12121486,3207,0,0,8
4.18,12283803,75,20,0,1
4.19,12029188,1,0,0,5
4.20,12133989,1,0,0,5
4.21,12283794,75,20,0,1
4.22,12121487,3208,0,0,8
4.23,12283795,75,20,0,1
4.24,12029188,3,0,0,5
4.25,12133991,1,0,0,5
4.26,12283796,75,20,0,1
4.27,12121491,3203,0,0,8
4.28,12283797,80,20,0,1
4.29,12029188,5,0,0,5
4.30,12133993,1,0,0,5
4.31,12283798,80,20,0,1
4.32,33,0,0,0,3
4.33,12283799,80,20,0,1
4.34,12133686,70,20,0,1
4.35,12133727,70,20,0,1
4.36,12283800,80,20,0,1
4.37,12134000,1,0,0,5
4.38,12283801,80,20,0,1
4.39,12325994,80,20,0,1
4.40,2,0,0,0,7
4.41,100,1016306,0,0,4
4.42,35,0,0,0,3
4.43,12248847,300,35,0,2
4.44,35,0,0,0,6
4.45,12121462,4,0,0,9
4.46,12121463,4,0,0,9
4.47,12121464,4,0,0,9
4.48,12121465,4,0,0,9
4.49,12121466,4,0,0,9
4.50,12121467,4,0,0,9
4.51,12121468,4,0,0,9
4.52,12121469,4,0,0,9
4.53,12121470,4,0,0,9
4.54,12121471,4,0,0,9
4.55,12248847,20,0,0,2
4.56,3,0,0,0,7
4.57,101,1016306,0,0,4
4.58,12121459,72,0,0,8
4.59,12121462,72,0,0,8
4.60,12121463,72,0,0,8
4.61,12121464,72,0,0,8
4.62,12121465,72,0,0,8
4.63,12121466,72,0,0,8
4.64,12121467,72,0,0,8
4.65,12121468,72,0,0,8
4.66,12121469,72,0,0,8
4.67,12121470,72,0,0,8
4.68,12121471,72,0,0,8
4.69,12248847,10,0,0,2
4.70,1,0,0,0,7
4.71,34,0,0,0,3
4.72,12133736,75,20,0,1
4.73,12133929,75,20,0,1
4.74,12133934,75,20,0,1
4.75,12133951,75,20,0,1
4.76,12133937,75,20,0,1
4.77,0,0,0,0,0
4.78,0,0,0,0,0
5.0,0,0,0,0,7
5.1,12134830,75,35,0,1
5.2,41,0,0,0,3
5.3,42,0,0,0,3
5.4,12134836,75,35,0,1
5.5,12140274,75,35,0,1
5.6,43,0,0,0,3
5.7,12140279,120,70,0,1
5.8,12140287,50,20,0,1
5.9,12140295,40,20,0,1
5.10,12140302,50,20,0,1
5.11,12140304,70,35,0,1
5.12,12140312,80,35,0,1
5.13,12248846,10,0,0,2
5.14,12353371,2,0,0,9
5.15,12353372,2,0,0,9
5.16,12353373,2,0,0,9
5.17,12353740,2,0,0,9
5.18,12353742,2,0,0,9
5.19,12353759,2,0,0,9
5.20,2,0,0,0,7
5.21,100,1016306,0,0,4
5.22,45,0,0,0,3
5.23,12248846,300,45,0,2
5.24,45,0,0,0,6
5.25,12134390,4562,0,0,8
5.26,12134391,4562,0,0,8
5.27,12134392,4562,0,0,8
5.28,12356250,4562,0,0,8
5.29,12356253,4562,0,0,8
5.30,12134390,2,0,0,9
5.31,12134391,2,0,0,9
5.32,12134392,2,0,0,9
5.33,12356250,2,0,0,9
5.34,12356253,2,0,0,9
5.35,12353371,6,0,0,9
5.36,12353372,6,0,0,9
5.37,12353373,6,0,0,9
5.38,12353740,6,0,0,9
5.39,12353742,6,0,0,9
5.40,12353759,6,0,0,9
5.41,12248846,20,0,0,2
5.42,12248846,15,0,0,2
5.43,3,0,0,0,7
5.44,101,1016306,0,0,4
5.45,1,0,0,0,7
5.46,12141138,90,40,0,1
5.47,12141141,90,50,0,1
5.48,12141224,85,35,0,1
5.49,44,0,0,0,3
5.50,12141225,75,35,0,1
5.51,12141226,120,70,0,1
5.52,12141228,90,50,0,1
5.53,12141229,65,35,0,1
5.54,0,0,0,0,0
5.55,0,0,0,0,0
5.56,0,0,0,0,0
5.57,0,0,0,0,0
5.58,0,0,0,0,0
5.59,0,0,0,0,0
5.60,0,0,0,0,0
6.0,0,0,0,0,7
6.1,12141673,60,25,0,1
6.2,51,0,0,0,3
6.3,12141772,60,25,0,1
6.4,12141872,60,25,0,1
6.5,52,0,0,0,3
6.6,12266700,3422,0,0,8
6.7,12268719,60,25,0,1
6.8,12268751,70,35,0,1
6.9,12268758,70,35,0,1
6.10,12268767,70,35,0,1
6.11,12268770,70,35,0,1
6.12,12141929,70,35,0,1
6.13,12141940,70,35,0,1
6.14,12141943,70,35,0,1
6.15,12142014,60,20,0,1
6.16,2,0,0,0,7
6.17,100,1016306,0,0,4
6.18,55,0,0,0,3
6.19,12248845,300,55,0,2
6.20,55,0,0,0,6
6.21,12248845,20,0,0,2
6.22,3,0,0,0,7
6.23,101,1016306,0,0,4
6.24,1,0,0,0,7
6.25,12268808,3422,0,0,8
6.26,12268806,3422,0,0,8
6.27,12142120,120,60,0,1
6.28,53,0,0,0,3
6.29,54,0,0,0,3
6.30,12142140,70,40,0,1
6.31,12142153,70,25,0,1
6.32,12268064,60,25,0,1
6.33,12142155,60,25,0,1
6.34,12142157,60,25,0,1
6.35,0,0,0,0,0
6.36,0,0,0,0,0
6.37,0,0,0,0,0
6.38,0,0,0,0,0
6.39,0,0,0,0,0
6.40,0,0,0,0,0
6.41,0,0,0,0,0
6.42,0,0,0,0,0
6.43,0,0,0,0,0
