#,Item,ExpModifier[0],ExpModifier[1],ExpModifier[2],CosmoCredits,PlanetCredits,Unknown20,ResearchReward[0],ResearchReward[1],ResearchReward[2],ItemCount,Unknown19,Tool[0],Tool[1],Tool[2],TypeIndex[0],TypeIndex[1],TypeIndex[2]
32,0,0,0,0,32,35,0,25,16,16,0,0,1,1,1,4,2,1
33,0,0,0,0,16,15,0,16,11,0,0,0,1,1,0,4,3,0
34,0,0,0,0,19,21,0,10,10,10,0,0,1,1,1,3,2,1
35,0,0,0,0,11,10,0,7,11,0,0,0,1,1,0,2,1,0
36,0,0,0,0,14,16,0,11,8,8,0,0,1,1,1,4,3,1
37,0,0,0,0,13,17,0,10,7,7,0,0,1,1,1,4,3,2
38,0,0,0,0,15,15,0,15,10,0,0,0,1,1,0,4,2,0
39,0,0,0,0,15,18,0,12,8,8,0,0,1,1,1,4,3,1
40,0,0,0,0,18,20,0,18,12,0,0,0,1,1,0,4,3,0
41,0,0,0,0,19,23,0,11,11,11,0,0,1,1,1,3,2,1
42,0,0,0,0,17,23,0,14,10,10,0,0,1,1,1,4,2,1
43,0,0,0,0,35,42,0,27,17,17,0,0,1,1,1,4,3,1
44,0,0,0,0,35,45,0,27,19,19,0,0,1,1,1,4,3,2
45,0,0,0,0,84,117,0,84,51,51,0,0,1,1,1,4,2,1
46,0,115,5,5,2,5,0,7,0,0,0,0,2,0,0,1,0,0
47,0,120,10,5,2,5,0,7,0,0,0,0,2,0,0,1,0,0
48,0,125,10,5,2,5,0,8,0,0,0,0,2,0,0,1,0,0
49,0,115,5,5,2,5,0,7,0,0,0,0,2,0,0,1,0,0
50,0,120,10,5,2,5,0,7,0,0,0,0,2,0,0,1,0,0
51,0,115,5,5,2,5,0,7,0,0,0,0,2,0,0,1,0,0
52,0,0,15,10,2,5,0,3,5,0,0,0,2,2,0,2,1,0
53,0,0,20,10,3,7,0,6,4,0,0,0,2,2,0,2,1,0
54,0,0,20,10,3,7,0,5,5,0,0,0,2,2,0,2,1,0
55,0,0,20,10,3,6,0,4,6,0,0,0,2,2,0,2,1,0
56,0,0,25,10,4,9,0,9,5,0,0,0,2,2,0,2,1,0
57,0,0,25,10,4,9,0,7,7,0,0,0,2,2,0,2,1,0
58,0,0,20,10,3,7,0,5,5,0,0,0,2,2,0,2,1,0
59,0,0,0,20,7,10,0,5,9,0,0,0,2,2,0,2,1,0
60,0,0,0,15,6,8,0,7,4,0,0,0,2,2,0,2,1,0
61,0,0,0,10,4,5,0,5,3,0,0,0,2,2,0,3,1,0
62,0,0,0,20,7,10,0,9,5,0,0,0,2,2,0,3,2,0
63,0,0,0,20,8,11,0,10,6,0,0,0,2,2,0,3,1,0
64,0,0,0,25,8,11,0,10,6,0,0,0,2,2,0,3,2,0
65,0,0,0,20,8,10,0,7,5,5,0,0,2,2,2,3,2,1
66,0,0,0,20,8,10,0,6,6,6,0,0,2,2,2,3,2,1
67,0,0,0,0,19,18,0,13,19,0,0,0,2,2,0,2,1,0
68,0,0,0,0,18,17,0,18,12,0,0,0,2,2,0,3,1,0
69,0,0,0,0,19,17,0,12,19,0,0,0,2,2,0,3,2,0
70,0,0,0,0,15,14,0,15,10,0,0,0,2,2,0,4,1,0
71,0,0,0,0,30,28,0,30,20,0,0,0,2,2,0,4,2,0
72,0,0,0,0,19,20,0,19,13,0,0,0,2,2,0,3,1,0
73,0,0,0,0,15,15,0,10,15,0,0,0,2,2,0,3,2,0
74,0,0,0,0,15,15,0,15,10,0,0,0,2,2,0,4,1,0
75,0,0,0,0,31,34,0,24,16,16,0,0,2,2,2,4,3,1
76,0,0,0,0,30,33,0,23,15,15,0,0,2,2,2,4,3,2
77,0,0,0,0,32,35,0,25,16,16,0,0,2,2,2,4,2,1
78,0,0,0,0,16,15,0,16,11,0,0,0,2,2,0,4,3,0
79,0,0,0,0,19,21,0,10,10,10,0,0,2,2,2,3,2,1
80,0,0,0,0,11,10,0,7,11,0,0,0,2,2,0,2,1,0
81,0,0,0,0,14,16,0,11,8,8,0,0,2,2,2,4,3,1
82,0,0,0,0,13,17,0,10,7,7,0,0,2,2,2,4,3,2
83,0,0,0,0,15,15,0,15,10,0,0,0,2,2,0,4,2,0
84,0,0,0,0,15,18,0,12,8,8,0,0,2,2,2,4,3,1
85,0,0,0,0,18,20,0,18,12,0,0,0,2,2,0,4,3,0
86,0,0,0,0,19,23,0,11,11,11,0,0,2,2,2,3,2,1
87,0,0,0,0,17,23,0,14,10,10,0,0,2,2,2,4,2,1
88,0,0,0,0,35,42,0,27,17,17,0,0,2,2,2,4,3,1
89,0,0,0,0,35,45,0,27,19,19,0,0,2,2,2,4,3,2
90,0,0,0,0,84,117,0,84,51,51,0,0,2,2,2,4,2,1
91,0,115,5,5,2,5,0,7,0,0,0,0,3,0,0,1,0,0
92,0,120,10,5,2,5,0,7,0,0,0,0,3,0,0,1,0,0
93,0,125,10,5,2,5,0,8,0,0,0,0,3,0,0,1,0,0
94,0,115,5,5,2,5,0,7,0,0,0,0,3,0,0,1,0,0
95,0,120,10,5,2,5,0,7,0,0,0,0,3,0,0,1,0,0
96,0,115,5,5,2,5,0,7,0,0,0,0,3,0,0,1,0,0
97,0,0,15,10,2,5,0,3,5,0,0,0,3,3,0,2,1,0
98,0,0,20,10,3,7,0,6,4,0,0,0,3,3,0,2,1,0
99,0,0,20,10,3,7,0,5,5,0,0,0,3,3,0,2,1,0
100,0,0,20,10,3,6,0,4,6,0,0,0,3,3,0,2,1,0
101,0,0,25,10,4,9,0,9,5,0,0,0,3,3,0,2,1,0
102,0,0,25,10,4,9,0,7,7,0,0,0,3,3,0,2,1,0
103,0,0,20,10,3,7,0,5,5,0,0,0,3,3,0,2,1,0
104,0,0,0,20,7,10,0,5,9,0,0,0,3,3,0,2,1,0
105,0,0,0,15,6,8,0,7,4,0,0,0,3,3,0,2,1,0
106,0,0,0,10,4,5,0,5,3,0,0,0,3,3,0,3,1,0
107,0,0,0,20,7,10,0,9,5,0,0,0,3,3,0,3,2,0
108,0,0,0,20,8,11,0,10,6,0,0,0,3,3,0,3,1,0
109,0,0,0,25,8,11,0,10,6,0,0,0,3,3,0,3,2,0
110,0,0,0,20,8,10,0,7,5,5,0,0,3,3,3,3,2,1
111,0,0,0,20,8,10,0,6,6,6,0,0,3,3,3,3,2,1
112,0,0,0,0,19,18,0,13,19,0,0,0,3,3,0,2,1,0
113,0,0,0,0,18,17,0,18,12,0,0,0,3,3,0,3,1,0
114,0,0,0,0,19,17,0,12,19,0,0,0,3,3,0,3,2,0
115,0,0,0,0,15,14,0,15,10,0,0,0,3,3,0,4,1,0
116,0,0,0,0,30,28,0,30,20,0,0,0,3,3,0,4,2,0
117,0,0,0,0,19,20,0,19,13,0,0,0,3,3,0,3,1,0
118,0,0,0,0,15,15,0,10,15,0,0,0,3,3,0,3,2,0
119,0,0,0,0,15,15,0,15,10,0,0,0,3,3,0,4,1,0
120,0,0,0,0,31,34,0,24,16,16,0,0,3,3,3,4,3,1
121,0,0,0,0,30,33,0,23,15,15,0,0,3,3,3,4,3,2
122,0,0,0,0,32,35,0,25,16,16,0,0,3,3,3,4,2,1
123,0,0,0,0,16,15,0,16,11,0,0,0,3,3,0,4,3,0
124,0,0,0,0,19,21,0,10,10,10,0,0,3,3,3,3,2,1
125,0,0,0,0,11,10,0,7,11,0,0,0,3,3,0,2,1,0
126,0,0,0,0,14,16,0,11,8,8,0,0,3,3,3,4,3,1
127,0,0,0,0,13,17,0,10,7,7,0,0,3,3,3,4,3,2
128,0,0,0,0,15,15,0,15,10,0,0,0,3,3,0,4,2,0
129,0,0,0,0,15,18,0,12,8,8,0,0,3,3,3,4,3,1
130,0,0,0,0,18,20,0,18,12,0,0,0,3,3,0,4,3,0
131,0,0,0,0,19,23,0,11,11,11,0,0,3,3,3,3,2,1
132,0,0,0,0,17,23,0,14,10,10,0,0,3,3,3,4,2,1
133,0,0,0,0,35,42,0,27,17,17,0,0,3,3,3,4,3,1
134,0,0,0,0,35,45,0,27,19,19,0,0,3,3,3,4,3,2
135,0,0,0,0,84,117,0,84,51,51,0,0,3,3,3,4,2,1
136,0,115,5,5,2,5,0,7,0,0,0,0,4,0,0,1,0,0
137,0,120,10,5,2,5,0,7,0,0,0,0,4,0,0,1,0,0
138,0,125,10,5,2,5,0,8,0,0,0,0,4,0,0,1,0,0
139,0,115,5,5,2,5,0,7,0,0,0,0,4,0,0,1,0,0
140,0,120,10,5,2,5,0,7,0,0,0,0,4,0,0,1,0,0
141,0,115,5,5,2,5,0,7,0,0,0,0,4,0,0,1,0,0
142,0,0,15,10,2,5,0,3,5,0,0,0,4,4,0,2,1,0
143,0,0,20,10,3,7,0,6,4,0,0,0,4,4,0,2,1,0
144,0,0,20,10,3,7,0,5,5,0,0,0,4,4,0,2,1,0
145,0,0,20,10,3,6,0,4,6,0,0,0,4,4,0,2,1,0
146,0,0,25,10,4,9,0,9,5,0,0,0,4,4,0,2,1,0
147,0,0,25,10,4,9,0,7,7,0,0,0,4,4,0,2,1,0
148,0,0,20,10,3,7,0,5,5,0,0,0,4,4,0,2,1,0
149,0,0,0,20,7,10,0,5,9,0,0,0,4,4,0,2,1,0
150,0,0,0,15,6,8,0,7,4,0,0,0,4,4,0,2,1,0
151,0,0,0,10,4,5,0,5,3,0,0,0,4,4,0,3,1,0
152,0,0,0,20,7,10,0,9,5,0,0,0,4,4,0,3,2,0
153,0,0,0,20,8,11,0,10,6,0,0,0,4,4,0,3,1,0
154,0,0,0,25,8,11,0,10,6,0,0,0,4,4,0,3,2,0
155,0,0,0,20,8,10,0,7,5,5,0,0,4,4,4,3,2,1
156,0,0,0,20,8,10,0,6,6,6,0,0,4,4,4,3,2,1
157,0,0,0,0,19,18,0,13,19,0,0,0,4,4,0,2,1,0
158,0,0,0,0,18,17,0,18,12,0,0,0,4,4,0,3,1,0
159,0,0,0,0,19,17,0,12,19,0,0,0,4,4,0,3,2,0
160,0,0,0,0,15,14,0,15,10,0,0,0,4,4,0,4,1,0
161,0,0,0,0,30,28,0,30,20,0,0,0,4,4,0,4,2,0
162,0,0,0,0,19,20,0,19,13,0,0,0,4,4,0,3,1,0
163,0,0,0,0,15,15,0,10,15,0,0,0,4,4,0,3,2,0
164,0,0,0,0,15,15,0,15,10,0,0,0,4,4,0,4,1,0
165,0,0,0,0,31,34,0,24,16,16,0,0,4,4,4,4,3,1
166,0,0,0,0,30,33,0,23,15,15,0,0,4,4,4,4,3,2
167,0,0,0,0,32,35,0,25,16,16,0,0,4,4,4,4,2,1
168,0,0,0,0,16,15,0,16,11,0,0,0,4,4,0,4,3,0
169,0,0,0,0,19,21,0,10,10,10,0,0,4,4,4,3,2,1
170,0,0,0,0,11,10,0,7,11,0,0,0,4,4,0,2,1,0
171,0,0,0,0,14,16,0,11,8,8,0,0,4,4,4,4,3,1
172,0,0,0,0,13,17,0,10,7,7,0,0,4,4,4,4,3,2
173,0,0,0,0,15,15,0,15,10,0,0,0,4,4,0,4,2,0
174,0,0,0,0,15,18,0,12,8,8,0,0,4,4,4,4,3,1
175,0,0,0,0,18,20,0,18,12,0,0,0,4,4,0,4,3,0
176,0,0,0,0,19,23,0,11,11,11,0,0,4,4,4,3,2,1
177,0,0,0,0,17,23,0,14,10,10,0,0,4,4,4,4,2,1
178,0,0,0,0,35,42,0,27,17,17,0,0,4,4,4,4,3,1
179,0,0,0,0,35,45,0,27,19,19,0,0,4,4,4,4,3,2
180,0,0,0,0,84,117,0,84,51,51,0,0,4,4,4,4,2,1
181,0,115,5,5,2,5,0,7,0,0,0,0,5,0,0,1,0,0
182,0,120,10,5,2,5,0,7,0,0,0,0,5,0,0,1,0,0
183,0,125,10,5,2,5,0,8,0,0,0,0,5,0,0,1,0,0
184,0,115,5,5,2,5,0,7,0,0,0,0,5,0,0,1,0,0
185,0,120,10,5,2,5,0,7,0,0,0,0,5,0,0,1,0,0
186,0,115,5,5,2,5,0,7,0,0,0,0,5,0,0,1,0,0
187,0,0,15,10,2,5,0,3,5,0,0,0,5,5,0,2,1,0
188,0,0,20,10,3,7,0,6,4,0,0,0,5,5,0,2,1,0
189,0,0,20,10,3,7,0,5,5,0,0,0,5,5,0,2,1,0
190,0,0,20,10,3,6,0,4,6,0,0,0,5,5,0,2,1,0
191,0,0,25,10,4,9,0,9,5,0,0,0,5,5,0,2,1,0
192,0,0,25,10,4,9,0,7,7,0,0,0,5,5,0,2,1,0
193,0,0,20,10,3,7,0,5,5,0,0,0,5,5,0,2,1,0
194,0,0,0,20,7,10,0,5,9,0,0,0,5,5,0,2,1,0
195,0,0,0,15,6,8,0,7,4,0,0,0,5,5,0,2,1,0
196,0,0,0,10,4,5,0,5,3,0,0,0,5,5,0,3,1,0
197,0,0,0,20,7,10,0,9,5,0,0,0,5,5,0,3,2,0
198,0,0,0,20,8,11,0,10,6,0,0,0,5,5,0,3,1,0
199,0,0,0,25,8,11,0,10,6,0,0,0,5,5,0,3,2,0
200,0,0,0,20,8,10,0,7,5,5,0,0,5,5,5,3,2,1
201,0,0,0,20,8,10,0,6,6,6,0,0,5,5,5,3,2,1
202,0,0,0,0,19,18,0,13,19,0,0,0,5,5,0,2,1,0
203,0,0,0,0,18,17,0,18,12,0,0,0,5,5,0,3,1,0
204,0,0,0,0,19,17,0,12,19,0,0,0,5,5,0,3,2,0
205,0,0,0,0,15,14,0,15,10,0,0,0,5,5,0,4,1,0
206,0,0,0,0,30,28,0,30,20,0,0,0,5,5,0,4,2,0
207,0,0,0,0,19,20,0,19,13,0,0,0,5,5,0,3,1,0
208,0,0,0,0,15,15,0,10,15,0,0,0,5,5,0,3,2,0
209,0,0,0,0,15,15,0,15,10,0,0,0,5,5,0,4,1,0
210,0,0,0,0,31,34,0,24,16,16,0,0,5,5,5,4,3,1
211,0,0,0,0,30,33,0,23,15,15,0,0,5,5,5,4,3,2
212,0,0,0,0,32,35,0,25,16,16,0,0,5,5,5,4,2,1
213,0,0,0,0,16,15,0,16,11,0,0,0,5,5,0,4,3,0
214,0,0,0,0,19,21,0,10,10,10,0,0,5,5,5,3,2,1
215,0,0,0,0,11,10,0,7,11,0,0,0,5,5,0,2,1,0
216,0,0,0,0,14,16,0,11,8,8,0,0,5,5,5,4,3,1
217,0,0,0,0,13,17,0,10,7,7,0,0,5,5,5,4,3,2
218,0,0,0,0,15,15,0,15,10,0,0,0,5,5,0,4,2,0
219,0,0,0,0,15,18,0,12,8,8,0,0,5,5,5,4,3,1
220,0,0,0,0,18,20,0,18,12,0,0,0,5,5,0,4,3,0
221,0,0,0,0,19,23,0,11,11,11,0,0,5,5,5,3,2,1
222,0,0,0,0,17,23,0,14,10,10,0,0,5,5,5,4,2,1
223,0,0,0,0,35,42,0,27,17,17,0,0,5,5,5,4,3,1
224,0,0,0,0,35,45,0,27,19,19,0,0,5,5,5,4,3,2
225,0,0,0,0,84,117,0,84,51,51,0,0,5,5,5,4,2,1
226,0,115,5,5,2,5,0,7,0,0,0,0,6,0,0,1,0,0
227,0,120,10,5,2,5,0,7,0,0,0,0,6,0,0,1,0,0
228,0,125,10,5,2,5,0,8,0,0,0,0,6,0,0,1,0,0
229,0,115,5,5,2,5,0,7,0,0,0,0,6,0,0,1,0,0
230,0,120,10,5,2,5,0,7,0,0,0,0,6,0,0,1,0,0
231,0,115,5,5,2,5,0,7,0,0,0,0,6,0,0,1,0,0
232,0,0,15,10,2,5,0,3,5,0,0,0,6,6,0,2,1,0
233,0,0,20,10,3,7,0,6,4,0,0,0,6,6,0,2,1,0
234,0,0,20,10,3,7,0,5,5,0,0,0,6,6,0,2,1,0
235,0,0,20,10,3,6,0,4,6,0,0,0,6,6,0,2,1,0
236,0,0,25,10,4,9,0,9,5,0,0,0,6,6,0,2,1,0
237,0,0,25,10,4,9,0,7,7,0,0,0,6,6,0,2,1,0
238,0,0,20,10,3,7,0,5,5,0,0,0,6,6,0,2,1,0
239,0,0,0,20,7,10,0,5,9,0,0,0,6,6,0,2,1,0
240,0,0,0,15,6,8,0,7,4,0,0,0,6,6,0,2,1,0
241,0,0,0,10,4,5,0,5,3,0,0,0,6,6,0,3,1,0
242,0,0,0,20,7,10,0,9,5,0,0,0,6,6,0,3,2,0
243,0,0,0,20,8,11,0,10,6,0,0,0,6,6,0,3,1,0
244,0,0,0,25,8,11,0,10,6,0,0,0,6,6,0,3,2,0
245,0,0,0,20,8,10,0,7,5,5,0,0,6,6,6,3,2,1
246,0,0,0,20,8,10,0,6,6,6,0,0,6,6,6,3,2,1
247,0,0,0,0,19,18,0,13,19,0,0,0,6,6,0,2,1,0
248,0,0,0,0,18,17,0,18,12,0,0,0,6,6,0,3,1,0
249,0,0,0,0,19,17,0,12,19,0,0,0,6,6,0,3,2,0
250,0,0,0,0,15,14,0,15,10,0,0,0,6,6,0,4,1,0
251,0,0,0,0,30,28,0,30,20,0,0,0,6,6,0,4,2,0
252,0,0,0,0,19,20,0,19,13,0,0,0,6,6,0,3,1,0
253,0,0,0,0,15,15,0,10,15,0,0,0,6,6,0,3,2,0
254,0,0,0,0,15,15,0,15,10,0,0,0,6,6,0,4,1,0
255,0,0,0,0,31,34,0,24,16,16,0,0,6,6,6,4,3,1
256,0,0,0,0,30,33,0,23,15,15,0,0,6,6,6,4,3,2
257,0,0,0,0,32,35,0,25,16,16,0,0,6,6,6,4,2,1
258,0,0,0,0,16,15,0,16,11,0,0,0,6,6,0,4,3,0
259,0,0,0,0,19,21,0,10,10,10,0,0,6,6,6,3,2,1
260,0,0,0,0,11,10,0,7,11,0,0,0,6,6,0,2,1,0
261,0,0,0,0,14,16,0,11,8,8,0,0,6,6,6,4,3,1
262,0,0,0,0,13,17,0,10,7,7,0,0,6,6,6,4,3,2
263,0,0,0,0,15,15,0,15,10,0,0,0,6,6,0,4,2,0
264,0,0,0,0,15,18,0,12,8,8,0,0,6,6,6,4,3,1
265,0,0,0,0,18,20,0,18,12,0,0,0,6,6,0,4,3,0
266,0,0,0,0,19,23,0,11,11,11,0,0,6,6,6,3,2,1
267,0,0,0,0,17,23,0,14,10,10,0,0,6,6,6,4,2,1
268,0,0,0,0,35,42,0,27,17,17,0,0,6,6,6,4,3,1
269,0,0,0,0,35,45,0,27,19,19,0,0,6,6,6,4,3,2
270,0,0,0,0,84,117,0,84,51,51,0,0,6,6,6,4,2,1
271,0,115,5,5,2,5,0,7,0,0,0,0,7,0,0,1,0,0
272,0,120,10,5,2,5,0,7,0,0,0,0,7,0,0,1,0,0
273,0,125,10,5,2,5,0,8,0,0,0,0,7,0,0,1,0,0
274,0,115,5,5,2,5,0,7,0,0,0,0,7,0,0,1,0,0
275,0,120,10,5,2,5,0,7,0,0,0,0,7,0,0,1,0,0
276,0,115,5,5,2,5,0,7,0,0,0,0,7,0,0,1,0,0
277,0,0,15,10,2,5,0,3,5,0,0,0,7,7,0,2,1,0
278,0,0,20,10,3,7,0,6,4,0,0,0,7,7,0,2,1,0
279,0,0,20,10,3,7,0,5,5,0,0,0,7,7,0,2,1,0
280,0,0,20,10,3,6,0,4,6,0,0,0,7,7,0,2,1,0
281,0,0,25,10,4,9,0,9,5,0,0,0,7,7,0,2,1,0
282,0,0,25,10,4,9,0,7,7,0,0,0,7,7,0,2,1,0
283,0,0,20,10,3,7,0,5,5,0,0,0,7,7,0,2,1,0
284,0,0,0,20,7,10,0,5,9,0,0,0,7,7,0,2,1,0
285,0,0,0,15,6,8,0,7,4,0,0,0,7,7,0,2,1,0
286,0,0,0,10,4,5,0,5,3,0,0,0,7,7,0,3,1,0
287,0,0,0,20,7,10,0,9,5,0,0,0,7,7,0,3,2,0
288,0,0,0,20,8,11,0,10,6,0,0,0,7,7,0,3,1,0
289,0,0,0,25,8,11,0,10,6,0,0,0,7,7,0,3,2,0
290,0,0,0,20,8,10,0,7,5,5,0,0,7,7,7,3,2,1
291,0,0,0,20,8,10,0,6,6,6,0,0,7,7,7,3,2,1
292,0,0,0,0,19,18,0,13,19,0,0,0,7,7,0,2,1,0
293,0,0,0,0,18,17,0,18,12,0,0,0,7,7,0,3,1,0
294,0,0,0,0,19,17,0,12,19,0,0,0,7,7,0,3,2,0
295,0,0,0,0,15,14,0,15,10,0,0,0,7,7,0,4,1,0
296,0,0,0,0,30,28,0,30,20,0,0,0,7,7,0,4,2,0
297,0,0,0,0,19,20,0,19,13,0,0,0,7,7,0,3,1,0
298,0,0,0,0,15,15,0,10,15,0,0,0,7,7,0,3,2,0
299,0,0,0,0,15,15,0,15,10,0,0,0,7,7,0,4,1,0
300,0,0,0,0,31,34,0,24,16,16,0,0,7,7,7,4,3,1
301,0,0,0,0,30,33,0,23,15,15,0,0,7,7,7,4,3,2
302,0,0,0,0,32,35,0,25,16,16,0,0,7,7,7,4,2,1
303,0,0,0,0,16,15,0,16,11,0,0,0,7,7,0,4,3,0
304,0,0,0,0,19,21,0,10,10,10,0,0,7,7,7,3,2,1
305,0,0,0,0,11,10,0,7,11,0,0,0,7,7,0,2,1,0
306,0,0,0,0,14,16,0,11,8,8,0,0,7,7,7,4,3,1
307,0,0,0,0,13,17,0,10,7,7,0,0,7,7,7,4,3,2
308,0,0,0,0,15,15,0,15,10,0,0,0,7,7,0,4,2,0
309,0,0,0,0,15,18,0,12,8,8,0,0,7,7,7,4,3,1
310,0,0,0,0,18,20,0,18,12,0,0,0,7,7,0,4,3,0
311,0,0,0,0,19,23,0,11,11,11,0,0,7,7,7,3,2,1
312,0,0,0,0,17,23,0,14,10,10,0,0,7,7,7,4,2,1
313,0,0,0,0,35,42,0,27,17,17,0,0,7,7,7,4,3,1
314,0,0,0,0,35,45,0,27,19,19,0,0,7,7,7,4,3,2
315,0,0,0,0,84,117,0,84,51,51,0,0,7,7,7,4,2,1
316,0,115,5,5,2,5,0,7,0,0,0,0,8,0,0,1,0,0
317,0,120,10,5,2,5,0,7,0,0,0,0,8,0,0,1,0,0
318,0,125,10,5,2,5,0,8,0,0,0,0,8,0,0,1,0,0
319,0,115,5,5,2,5,0,7,0,0,0,0,8,0,0,1,0,0
320,0,120,10,5,2,5,0,7,0,0,0,0,8,0,0,1,0,0
321,0,115,5,5,2,5,0,7,0,0,0,0,8,0,0,1,0,0
322,0,0,15,10,2,5,0,3,5,0,0,0,8,8,0,2,1,0
323,0,0,20,10,3,7,0,6,4,0,0,0,8,8,0,2,1,0
324,0,0,20,10,3,7,0,5,5,0,0,0,8,8,0,2,1,0
325,0,0,20,10,3,6,0,4,6,0,0,0,8,8,0,2,1,0
326,0,0,25,10,4,9,0,9,5,0,0,0,8,8,0,2,1,0
327,0,0,25,10,4,9,0,7,7,0,0,0,8,8,0,2,1,0
328,0,0,20,10,3,7,0,5,5,0,0,0,8,8,0,2,1,0
329,0,0,0,20,7,10,0,5,9,0,0,0,8,8,0,2,1,0
330,0,0,0,15,6,8,0,7,4,0,0,0,8,8,0,2,1,0
331,0,0,0,10,4,5,0,5,3,0,0,0,8,8,0,3,1,0
332,0,0,0,20,7,10,0,9,5,0,0,0,8,8,0,3,2,0
333,0,0,0,20,8,11,0,10,6,0,0,0,8,8,0,3,1,0
334,0,0,0,25,8,11,0,10,6,0,0,0,8,8,0,3,2,0
335,0,0,0,20,8,10,0,7,5,5,0,0,8,8,8,3,2,1
336,0,0,0,20,8,10,0,6,6,6,0,0,8,8,8,3,2,1
337,0,0,0,0,19,18,0,13,19,0,0,0,8,8,0,2,1,0
338,0,0,0,0,18,17,0,18,12,0,0,0,8,8,0,3,1,0
339,0,0,0,0,19,17,0,12,19,0,0,0,8,8,0,3,2,0
340,0,0,0,0,15,14,0,15,10,0,0,0,8,8,0,4,1,0
341,0,0,0,0,30,28,0,30,20,0,0,0,8,8,0,4,2,0
342,0,0,0,0,19,20,0,19,13,0,0,0,8,8,0,3,1,0
343,0,0,0,0,15,15,0,10,15,0,0,0,8,8,0,3,2,0
344,0,0,0,0,15,15,0,15,10,0,0,0,8,8,0,4,1,0
345,0,0,0,0,31,34,0,24,16,16,0,0,8,8,8,4,3,1
346,0,0,0,0,30,33,0,23,15,15,0,0,8,8,8,4,3,2
347,0,0,0,0,32,35,0,25,16,16,0,0,8,8,8,4,2,1
348,0,0,0,0,16,15,0,16,11,0,0,0,8,8,0,4,3,0
349,0,0,0,0,19,21,0,10,10,10,0,0,8,8,8,3,2,1
350,0,0,0,0,11,10,0,7,11,0,0,0,8,8,0,2,1,0
351,0,0,0,0,14,16,0,11,8,8,0,0,8,8,8,4,3,1
352,0,0,0,0,13,17,0,10,7,7,0,0,8,8,8,4,3,2
353,0,0,0,0,15,15,0,15,10,0,0,0,8,8,0,4,2,0
354,0,0,0,0,15,18,0,12,8,8,0,0,8,8,8,4,3,1
355,0,0,0,0,18,20,0,18,12,0,0,0,8,8,0,4,3,0
356,0,0,0,0,19,23,0,11,11,11,0,0,8,8,8,3,2,1
357,0,0,0,0,17,23,0,14,10,10,0,0,8,8,8,4,2,1
358,0,0,0,0,35,42,0,27,17,17,0,0,8,8,8,4,3,1
359,0,0,0,0,35,45,0,27,19,19,0,0,8,8,8,4,3,2
360,0,0,0,0,84,117,0,84,51,51,0,0,8,8,8,4,2,1
