#,EventParameters[0].Gesture,EventParameters[0].LipSync,EventParameters[0].Facial,EventParameters[0].Shape,EventParameters[0].Turn,EventParameters[0].WidgetType,EventParameters[0].IsAutoShake,EventParameters[1].Gesture,EventParameters[1].LipSync,EventParameters[1].Facial,EventParameters[1].Shape,EventParameters[1].Turn,EventParameters[1].WidgetType,EventParameters[1].IsAutoShake,EventParameters[2].Gesture,EventParameters[2].LipSync,EventParameters[2].Facial,EventParameters[2].Shape,EventParameters[2].Turn,EventParameters[2].WidgetType,EventParameters[2].IsAutoShake,EventParameters[3].Gesture,EventParameters[3].LipSync,EventParameters[3].Facial,EventParameters[3].Shape,EventParameters[3].Turn,EventParameters[3].WidgetType,EventParameters[3].IsAutoShake,EventParameters[4].Gesture,EventParameters[4].LipSync,EventParameters[4].Facial,EventParameters[4].Shape,EventParameters[4].Turn,EventParameters[4].WidgetType,EventParameters[4].IsAutoShake,EventParameters[5].Gesture,EventParameters[5].LipSync,EventParameters[5].Facial,EventParameters[5].Shape,EventParameters[5].Turn,EventParameters[5].WidgetType,EventParameters[5].IsAutoShake,EventParameters[6].Gesture,EventParameters[6].LipSync,EventParameters[6].Facial,EventParameters[6].Shape,EventParameters[6].Turn,EventParameters[6].WidgetType,EventParameters[6].IsAutoShake,EventParameters[7].Gesture,EventParameters[7].LipSync,EventParameters[7].Facial,EventParameters[7].Shape,EventParameters[7].Turn,EventParameters[7].WidgetType,EventParameters[7].IsAutoShake,Text[0],Text[1],Text[2],Text[3],Text[4],Text[5],Text[6],Text[7]
10,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"おのれゴブリン族め……
油断していたとはいえ、商品を根こそぎ奪われるとは……。","そこの冒険者！
にっくきゴブリン族どもから、
私の商品を取り戻してきてくれないか！？","商品を取り戻してきますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,やつらに思い知らせてやってくれ！,,ふん、お前の顔、覚えておいたからな！,
11,0,1,0,0,2,0,False,0,1,0,0,2,2,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,おお、私の商品たちは無事か？,,,,"もっとあったはずだ！
全部、取り戻すんだ！",,ええい、口を動かすな！　手を動かせ！,
12,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,ゴブリンに奪われた商品を取り戻してくるんだ！,,,,,,,
13,0,1,0,0,2,0,False,0,1,0,0,2,2,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"キミの持っている、その石の欠片……
ワタシに譲ってくれないかね？",譲りますか？,,,"ふむ……いい石だ。
もっと見つけたら、また譲ってくれ。",,そうか、残念だ。,
14,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"ゴーレムの体を構成する石材……
ワタシが今、もっとも注目しているモノだ。","もし見つけたら持ってきてほしい。
よろしく頼むよ。",,,,,,
15,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,これだけあれば十分だろう。,,,,,,,
16,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,十分な数が集まった。ありがとう。,,,,,,,
17,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,ひぃ、ふぅ、みぃ……こんなもんか。,,,,,,,
18,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,いい石が揃った。満足したよ。,,,,,,,
19,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,……あ、あの、今いいです？,"次の試験が、教官との模擬戦なんですが、
その、班行動でってルールで、その……","ちょっと、たまたま人数が合わなくて、
組む相手を待ってるんですけど、
どうですかね……？","組んであげますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,,"はぁ……
もう班行動とかやめてほしい……。",
20,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"このあたりのツリースラッグは、
ミツバチにとって大切な花を
どんどん食べちゃうんですよ。","最近は数もどんどん増えていて、
集団でやってくるようになったんです。
今日もそろそろ来るんじゃないかな……。",冒険者さん、なんとかしてくれませんか？,"なんとかしてあげますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**","おおっ、さすが！
ほらほら、さっそく来ましたよ！",,このままだと蜂蜜の量にも影響が……。,
21,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,ツリースラッグをやっつけちゃってください！,,,,,,,
22,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"君！　冒険者だな！？
助けてくれ、もう限界だっ！","あの酒癖の悪い「スペンサー」のことだ。
酒を呑むと、必ず暴れまわって手がつけられなくなる。
あいつめ、酒場の掟を知らんはずがなかろうに！","今までは、俺が殴られて収まるならと思ってたが、
もう我慢できん……！
頼む、あいつにキツく灸を据えてやってくれ！","引き受けますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,,そ、そんな……。,
23,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,あの酔っ払いをなんとかしてくれ～！,,,,,,,
24,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,レッドベリー砦の中に入りますか？,中に入りますか？,,,,,,
25,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"我々は「密猟者」の取り締まりを行っている。
ここより南方にて、密猟者とゴブリン族が、
取り引きをしていることを突き止めた。","密猟者とゴブリン族は、交渉に失敗したのか
小競り合いを始めたようだ。
……これは好機だぞ。","冒険者、手を貸してくれ。
両者の隙をついて攻め入り、
森の掟を乱す不逞の輩を、きつく成敗してやるのだ！","手伝いますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",よし、頼んだぞ！,,"森に尽くす機会を逃すとは……。
冒険者とは、わからぬものだな。",
26,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,森に仇なす不逞の輩を成敗するのだ！,,,,,,,
27,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,調子にのったキキルンの闇商人どもが偽造品を売り歩いているらしい。（仮）,これ以上被害者を増やさないためにも、やつらが持っている偽造品を回収してきてくれないか？（仮）,偽造品を回収してきますか？（仮）,,よし、頼んだぞ！（仮）,,仕方ない、残念だ。（仮）,
28,0,1,0,0,2,0,False,0,1,0,0,2,2,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,やつらから偽造品を回収してきたのか？（仮）,,,,よくやった。また見つけたら持ってきてくれ。（仮）,,そうか、見つけたらすぐ持ってきてくれ。（仮）,
29,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,闇商人どもが持っている偽造品を回収してきてくれ！（仮）,,,,,,,
30,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,これだけ回収すれば、しばらくやつらの商売もあがったりだろう。（仮）,,,,,,,
31,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"冒険者か！？
いいところに！　手を貸してくれ！","ウチの蜂蜜が「インプ」に目をつけられちまったんだ。
奴ら、蜂蜜を奪うだけじゃなく、蜜を守るミツバチにも
攻撃してきやがる。","ああ、そろそろ来るぞ……。
頼むよ、ウチの蜂蜜のために、にっくきインプどもを
メッタメタに返り討ちにしてやってくれ！","引き受けますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,,"むむむ……。
このままじゃ、蜂蜜が……。",
32,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"ふぅ……
ようやく、ラノシアオレンジを摘み終えた。
後は、納品先へ運ぶだけなんだが……","荷を造り終えると決まって
食い意地張ったラットどもが、
オレンジにたかってくるんだ！","だから、頼む！
押し寄せてきたラットどもを根こそぎ倒して、
大事な「オレンジ入りの木箱」を守り抜いてくれ！","守り抜きますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,,"そんな……
頼れるのは冒険者ぐらいなのに……",
33,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"ねえ、私たちに力を貸して。
キキルンに攫われた市民を、助けに行きたいの。","やつらは、攫った市民をアマルジャ族に引き渡す気よ。
今、最後の交渉をしているみたい……。","みんなを奪還できる最後のチャンスよ。
お願い、少しでも多くの力を貸りたいの……！","手を貸しますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,,……っ。わかった、私たちにも銅刃団の意地があるわ。,
34,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,,,,,,,,
35,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"集合！！
これより、帝国兵襲撃に備え、
黒渦団新兵の実践訓練を実施するのである！","これは、攻め入る黒渦団の教導隊員を殲滅し、
デネベール関門の突破を食い止める防衛訓練である！","危険な訓練ではあるが、君が希望するなら、
本訓練への参加を認めるのである。","訓練に参加しますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,,"ならば、訓練に巻き込まれぬよう
急ぎ、この場から離れるが賢明である！",
36,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"これはこれは冒険者さん！
なんて運命的なタイミングでいらっしゃいました。","最近、この辺りでモールが大量に繁殖して、
畑をボッコボコの穴だらけにされて困り果てています。","憎たらしいモールを叩きまくって
退治してもらえないでしょうか？","叩きまくってあげますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**","おお、それはありがたい！
……見てください、早速現れたようです！
よろしくお願いします！",,ですよね……チッ。,
37,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"憎たらしいモールを叩きまくって
退治してください、お願いします！！",,,,,,,
38,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"お前、腕に自信は？　仕事を請負う余裕はあるか？
ならば、リトルアラミゴまで警護を依頼したい。","あちらの部隊に、アマルジャ族について報告がある。
戦況に関わる重大な情報だが、
それを知る際、うかつにもやつらに顔を見られたのだ。","襲撃に備えようにも、この部隊が集団で動けば
かえって標的になるだろう。
そこで、外から来たお前に警護を頼みたい。","手を貸しますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,,では、今の話は忘れるように。一切の他言は無用だ。,
39,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"なぁ、あんた、冒険者だろ？
あんたの力を借りたいんだ。","このあたりにはオーシャン・ローズリングっていう
花の魔物が繁茂しててな……参っちまうよ。
完全に根付いてるのか、刈っても刈っても現れちまう。","かといって、放置もできないんだが……
いい加減、俺たちもいっぱいいっぱいでなぁ。
よければ、奴らの駆除に手を貸してくれないか？","駆除に手を貸しますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**","そうかそうか、手伝ってくれるのか！
助かるよ……と、言ってるそばから姿を見せたな！
さあ冒険者さん、さっそくやっちゃってくれ！！",,"ん……そうか、手伝えないか。
まぁ、無理強いもできないからな。
また今度、手の空いてる時に手伝ってくれればいいさ。",
40,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"オーシャン・ローズリングめ、どんどん出てきてるな！
よし、冒険者さん、片っ端からやっつけちまってくれ！
頼りにしてるからなっ！",,,,,,,
41,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"助けて、冒険者の人！
私一人じゃどうにもならないのよ！","風車小屋で挽いた小麦粉を出荷したいんだけど、
お腹を空かせたガラゴが狙ってくるから運べないの。","味を覚えちゃったみたいで、運んでると襲ってくるのよ。
お願い、ガラゴたちをやっつけて！","退治を引き受けますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**","ありがとう、やっぱり冒険者さんは頼りになるわね。
じゃあ、よろしくお願いね！",,"ああ、そう……じゃあ仕方ないわね。
残念だけど、他の人を探して頼むことにするわ。",
42,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"このあたりではリバートードが繁殖しやすくてね、
定期的に駆除しないと、大変なことになっちまうんだよ。
今はちょうど、その定期駆除の真っ最中ってわけさ。","慣れているとはいえ、楽な作業じゃなくてね。
よかったら、あんたも手伝ってくれないか？","駆除対象は、リバートードの中でもとくに繁殖力の高い
ケーントードと呼ばれている個体だ。
通常の個体は、放っておいて構わない。","それじゃあ頼むぞ、冒険者。
俺はここで街道を通る人が巻き込まれないよう、
見張っていることにする。",……別に、トードが苦手な訳じゃないんだからな？,,,
43,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"このあたりではリバートードが繁殖しやすくてね、
定期的に駆除しないと、大変なことになっちまうんだよ。
今からちょうど、その定期駆除をやろうと思ってる。","慣れているとはいえ、楽な作業じゃなくてね。
よかったら、あんたも手伝ってくれないか？","駆除を手伝いますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,"駆除対象は、リバートードの中でもとくに繁殖力の高い
ビートトードと呼ばれている個体だ。
通常の個体は、放っておいて構わない。",,"そうか……じゃあ、しょうがないな
我々だけで対処するとしよう。",
44,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"参ったな……またヤーゾンが集まってきやがった。
やつら、杭打ち機に巣を作ろうとするんだよ。","こうなると作業になんなくてね。
すまないが、ヤーゾンの駆除を手伝ってくれないか？","引き受けますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,"助かるよ。
やつら、そこの木の辺りに集まってきてる。
杭打ち機に寄り付く前に、倒してくれ！",,そうか……。急いで他を当たらないとな。,
45,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"今、この辺りでアーススプライトが大量発生している……。
やつらの核を集めてくれないか……。","あれを地面に打ち込めば、地盤強化になる……。
ザナラーン開拓の……必需品だ。","手を貸しますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,"核は倒して奪ってもいいし、拾ってきてもいい……。
とにかく集めて、持ってきてくれ……。",,お前には、関係のないことだったな……。,
46,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"お、お助けくだせぇ冒険者様！
そこの廃屋を根城にしている盗賊団に、
大事な荷を奪われちまった……！","あの荷がなけりゃ飢えて死ぬだけ、
根城に乗り込みゃ犬死にだ。
どうか、あっしの荷物を取り戻してくだせぇ！","手を貸しますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,神様！　あっしの命、冒険者様に託しましたぜ！,,"そんなぁ～！
このままアリの餌にでもなれってんですかい！？",
47,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"君、ちょうどいいところに！
ゴブリン族から、さっき届いた資材を守ってくれないか？","やつらときたら、追い出された腹いせに
資材の箱を片っ端から壊していくんだ。
まったく大損だよ！","手を貸しますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,"ありがたい。資材の箱は、そこに……
って、さっそくゴブリン族が来たぞ！",,"いい働きをしてくれたら、礼は出すつもりだ。
今すぐ考え直してくれないか？",
48,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"うちの父ちゃんは、この池で死んだんだ。
釣りをしてて、スポーニング・オロボンに食べられて……
めちゃくちゃさ。","オロボンなんて、いなくなればいいのに……！
あんたも冒険者なら、あいつらを倒してくれよ！","引き受けますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,"よっしゃ、父ちゃんの敵討ちだ！
いーーーーっぱい、やっつけてくれよな！",,ケチ！　冒険者はユーカンだって聞いたのに！,
49,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"おい、そこのあんた！
冒険者だろう、ちょっと手伝ってくれよ！","あそこで暴れているあの男！
あいつは船に潜り込もうとしてた密航者でな。
なのに捕まえたら、シラを切りやがる。","それで問い詰めたら、暴れ出しやがったんだ！
怪我人が出る前にさっさと片付けたいから、
あんたの力を貸してくれ！","手を貸してあげますか？

**※このF.A.T.E.の推奨レベルはUNKNOWNです。**",,,"……分かった、残念だが仕方がない。
無理を言ってすまなかったな。",
50,0,1,0,0,2,0,False,0,1,0,0,2,2,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,アーススプライトの核は集まったか……？,,,,悪くない。この調子で、もっと頼む……。,,"そうか……。
報酬は歩合制だ……覚えておくんだな……。",
51,0,1,0,0,2,0,False,0,1,0,0,2,2,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,あっしの荷物、取り戻してくれたんで！？,,,,"間違いねぇ、あっしの荷物でさぁ！
さすが冒険者様、他のも頼みましたぜ！",,はて、そいじゃその手にお持ちの物は……？,
52,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"アーススプライトの核を集めている……。
持っていたら、譲ってくれ……。",,,,,,,
