#,Vision,Objective,PreviousObjective,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19
25,開拓目標：開拓工房を建てて貿易の準備をしよう,**かいたくくん1号に報告する**,開拓素材を集めて開拓工房を建築する,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
26,開拓目標：自由に無人島を開拓しよう,**ねこみみさんに話を聞く**,,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
27,開拓目標：自由に無人島を開拓しよう,**思うまま島を開拓し尽くそう**,ねこみみさんに話を聞く,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
28,開拓目標：開拓者として高みを目指そう,**ねこみみさんに話を聞く**,,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
29,開拓目標：開拓者として高みを目指そう,**思うまま開拓の腕を磨こう**,ねこみみさんに話を聞く,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
30,開拓目標：島の噂を調査しよう,**ねこみみさんに話を聞く**,,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
31,開拓目標：島の噂を調査しよう,**山を調査する**,ねこみみさんに話を聞く,40,420,-145,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
32,開拓目標：島の噂を調査しよう,**ねこみみさんに報告する**,山を調査する,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
33,開拓目標：島の噂を調査しよう,**たんけんくんに話を聞く**,ねこみみさんに報告する,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
34,開拓目標：島の噂を調査しよう,"**開拓製作で魔法人形用の砕岩装備を作り
たんけんくんに報告する**",たんけんくんに話を聞く,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
35,開拓目標：無人島をもっと充実させよう,**ねこみみさんに話を聞く**,,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
36,開拓目標：無人島をもっと充実させよう,**さらに思うまま島を充実させよう**,ねこみみさんに話を聞く,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
37,開拓目標：洞窟を調査しよう,**ねこみみさんに話を聞く**,,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
38,開拓目標：洞窟を調査しよう,**たんけんくんに話を聞く**,ねこみみさんに話を聞く,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
39,開拓目標：洞窟を調査しよう,**洞窟を調査する**,たんけんくんに話を聞く,40,310,-255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,1
40,開拓目標：洞窟を調査しよう,**たんけんくんに報告する**,洞窟を調査する,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
41,開拓目標：洞窟を調査しよう,"**開拓製作で魔法人形用のすごい砕岩装備を作り
たんけんくんに渡す**",たんけんくんに報告する,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
42,開拓目標：無人島開拓を極めよう,**ねこみみさんに話を聞く**,,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
43,開拓目標：無人島開拓を極めよう,**島の開拓を極めよう**,ねこみみさんに話を聞く,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
44,,,,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
45,,,,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0
