#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131198,,「イシュガルド・ランディング」へ移動しますか？,5835975,0,0,0,419,1,1,0,0,False
131199,,「ドラヴァニア雲海」へ移動しますか？,5836077,592259,0,0,400,1,1,0,0,False
131200,,「高地ドラヴァニア」へ移動しますか？,5836076,0,0,0,398,1,1,0,0,False
131201,,「マトーヤの洞窟」へ入りますか？,5851087,0,0,0,463,1,1,0,0,False
131202,,「マトーヤの洞窟」から出ますか？,5822097,0,0,0,399,1,1,0,0,False
131203,,「イシュガルド・ランディング」へ移動しますか？,5835975,0,0,0,419,1,1,0,0,False
131204,,,5878288,0,0,0,429,5,9,0,0,False
131205,,退出しますか？,5878405,0,0,0,418,1,1,0,0,False
131206,,「供物穴」から出ますか？,5857271,0,0,0,398,1,1,0,0,False
131207,,「アルファ管区」へ移動しますか？,5890154,0,0,0,402,1,1,0,0,False
131208,,「ベータ管区」へ移動しますか？,5890159,0,0,0,402,1,1,0,0,False
131209,,「ベータ管区」へ移動しますか？,5890166,0,0,0,402,1,1,0,0,False
131210,,「ガンマ管区」へ移動しますか？,5890180,0,0,0,402,1,1,0,0,False
131211,,「ガンマ管区」へ移動しますか？,5890183,0,0,0,402,1,1,0,0,False
131212,,「デルタ管区」へ移動しますか？,5890184,0,0,0,402,1,1,0,0,False
131213,,「魔大陸中枢」から出ますか？,5867863,0,0,0,402,1,1,0,0,False
131214,,「アレキサンダー結節点」から退出しますか？,5959290,0,0,0,399,1,1,0,0,False
131215,,「ゴルディオス・ノット」から退出しますか？,5959290,0,0,0,399,1,1,0,0,False
131216,話す,「かいはつしつ」へ移動しますか？,6034535,592868,0,0,504,31,1,0,0,False
131217,かいはつしつから出る,「かいはつしつ」から出ますか？,6034570,0,0,0,130,1,1,0,0,False
131218,,"抜け道を利用して、
「低地ドラヴァニア」へ移動しますか？",6045307,0,0,0,399,1,1,0,0,False
131219,,「双蛇党兵舎」から出ますか？,6215554,0,0,0,132,1,1,0,0,False
131220,,「道案内する冒険者」のもとへ移動しますか？,6235159,0,593136,0,399,32,1,0,0,False
131221,,「アレキサンダー結節点」から退出しますか？,6236358,0,0,0,399,1,1,0,0,False
131222,,「ミダース・ノット」から退出しますか？,6236358,0,0,0,399,1,1,0,0,False
131223,,「パロック繋留基地」へ移動しますか？,6256320,0,0,0,567,1,1,0,0,False
131224,,「アバラシア雲海」へ移動しますか？,6256553,0,0,0,401,1,1,0,0,False
131225,,「レオファードの私室」へ入りますか？,6256675,0,0,0,568,1,1,0,0,False
131226,,「レオファードの私室」から出ますか？,6256329,0,0,0,567,1,1,0,0,False
131227,,「パロック島」へ移動しますか？,6256327,0,0,0,567,1,1,0,0,False
131228,,「飛空艇発着場」へ移動しますか？,6256326,0,0,0,567,1,1,0,0,False
131229,「イシュガルド」へ行く,"「イシュガルド」へ移動しますか？
運賃：150ギル",5835975,0,0,590453,419,33,1,0,0,False
131230,「イシュガルド」へ行く,"「イシュガルド」へ移動しますか？
運賃：150ギル",5835975,0,0,590454,419,33,1,0,0,False
131231,「イシュガルド」へ行く,"「イシュガルド」へ移動しますか？
運賃：150ギル",5835975,0,0,590455,419,33,1,0,0,False
131232,「ウルダハ」へ行く,"「ウルダハ」へ移動しますか？
運賃：150ギル",4103339,0,0,592480,130,33,1,0,0,False
131233,「グリダニア」へ行く,"「グリダニア」へ移動しますか？
運賃：150ギル",4103382,0,0,592480,132,33,1,0,0,False
131234,「リムサ・ロミンサ」へ行く,"「リムサ・ロミンサ」へ移動しますか？
運賃：150ギル",4103399,0,0,592480,128,33,1,0,0,False
131235,,「イシュガルド」に移動しますか？,5827477,0,0,0,418,1,1,0,0,False
131236,,「死者の宮殿」から退出しますか？,6385473,0,0,0,153,1,1,0,0,False
131237,「イシュガルド」へ行く,"「イシュガルド」へ移動しますか？
運賃：150ギル",5835975,0,0,592480,419,33,1,0,0,False
131238,「ゴールドソーサー」へ行く,"「ゴールドソーサー」へ移動しますか？
運賃：無料",5649379,0,0,592264,144,34,1,0,0,False
131239,,「中央管制室」から退出しますか？,6485807,0,0,0,399,1,1,0,0,False
131240,話す,「小児病棟」へ移動しますか？,6483471,593427,593426,0,611,35,1,0,0,False
131241,,「小児病棟」から出ますか？,6483427,0,0,0,131,1,1,0,0,False
131242,,「中枢大動力室」から退出しますか？,6485807,0,0,0,399,1,1,0,0,False
131243,,「黒渦団兵舎」から出ますか？,6515006,0,0,0,128,1,1,0,0,False
131244,,「不滅隊兵舎」から出ますか？,6515008,0,0,0,130,1,1,0,0,False
131245,,,6654103,0,0,0,629,5,10,0,0,False
131246,,退出しますか？,6654162,0,0,0,628,1,1,0,0,False
131247,,「オメガ管制室」から出ますか？,6728838,0,0,0,156,1,1,0,0,False
131248,,,6663537,593638,0,0,641,1,1,0,0,False
131249,,,6654210,593640,593639,0,628,36,1,0,0,False
131250,,「アマリセ監視哨」へ移動しますか？,6873899,593642,0,0,152,1,1,0,0,False
131251,,「カストルム・オリエンス」へ移動しますか？,6873933,593643,0,0,612,1,1,0,0,False
131252,,"「リムサ・ロミンサ」へ移動しますか？
運賃：300ギル",6873901,0,0,593644,129,37,1,0,0,False
131253,,"「クガネ」へ移動しますか？
運賃：300ギル",6874066,0,0,593645,628,37,1,0,0,False
131254,,「ヴィルジャラの涸れ谷」方面へ移動しますか？,6873937,593646,0,0,612,1,1,0,0,False
131255,,「パイクフォールズ」方面へ移動しますか？,6873936,593647,0,0,612,1,1,0,0,False
131256,,「アラミガン・クォーター」へ移動しますか？,6873958,593648,0,0,621,1,1,0,0,False
131257,,「地下水路」へ移動しますか？,6873957,593649,0,0,621,1,1,0,0,False
131258,,「アラミガン・クォーター」へ移動しますか？,6873954,593650,0,0,621,1,1,0,0,False
131259,,「アラミガン・クォーター」から出ますか？,6873952,593651,0,0,621,1,1,0,0,False
131260,,「ウルダハ商館応接室」から出ますか？,6874048,0,0,0,628,1,1,0,0,False
131261,「ウルダハ商館応接室」へ行く,「ウルダハ商館応接室」へ入りますか？,6874031,593652,0,0,639,1,1,0,0,False
131262,,「クガネ・ランディング」へ移動しますか？,6874050,0,0,0,628,1,1,0,0,False
131263,,「クガネ・ランディング」から出ますか？,6874054,0,0,0,628,1,1,0,0,False
131264,「烈士庵」へ行く,「烈士庵」へ入りますか？,6874512,593655,0,0,681,1,1,0,0,False
131265,,「烈士庵」へ入りますか？,6874127,593656,0,0,614,1,1,0,0,False
131266,,「烈士庵」から出ますか？,6874125,593657,0,0,614,1,1,0,0,False
131267,,「ドマ町人地」へ移動しますか？,6877425,593661,0,0,682,1,1,0,0,False
131268,,「無二江流域」へ移動しますか？,6877422,593660,0,0,614,1,1,0,0,False
131269,,「明けの玉座」から下りますか？,6874086,593658,0,0,622,1,1,0,0,False
131270,,「明けの玉座」に上りますか？,6874087,593659,593665,0,622,38,1,0,0,False
131271,,「スペキュラ・インペラトリス」へ移動しますか？,6889710,593662,0,0,620,1,1,0,0,False
131272,,「スペキュラ・インペラトリス」から出ますか？,6889712,593663,0,0,620,1,1,0,0,False
131273,,「ジャナン・カット地下祭壇」から出ますか？,6890265,0,0,0,612,1,1,0,0,False
131274,,「リムサ・ロミンサ」へ移動しますか？,6873901,0,0,0,129,1,1,0,0,False
131275,,「傷だらけの偉丈夫」のもとへ移動しますか？,6938717,0,593703,0,612,39,1,0,0,False
131276,,「屋上庭園」から出ますか？,6988578,0,0,0,621,1,1,0,0,False
131277,,ゲートの向こう側へ移動しますか？,6889710,0,0,0,620,1,1,0,0,False
131278,,ゲートの向こう側へ移動しますか？,6889712,0,0,0,620,1,1,0,0,False
131279,,「次元の狭間」から退出しますか？,6999027,0,0,0,612,1,1,0,0,False
131280,,「モルディオン監獄」から出ますか？,7073364,0,0,0,140,1,1,0,0,False
131281,,「大道具部屋」へ移動しますか？,7078657,594538,0,0,735,1,1,0,0,False
131282,,「クガネ」へ移動しますか？,7082407,0,0,0,628,1,1,0,0,False
131283,,「ブリッジ」へ移動しますか？,7080658,0,0,0,736,1,1,0,0,False
131284,,「大道具部屋」へ移動しますか？,7080809,0,0,0,735,1,1,0,0,False
131285,,「アラミゴ王宮」から出ますか？,7083135,0,0,0,621,1,1,0,0,False
131286,,「超越技術研究所」から出ますか？,7102724,0,0,0,621,1,1,0,0,False
131287,,「空中庭園」へ移動しますか？,7151251,594578,0,0,740,1,1,0,0,False
131288,,「空中庭園」から出ますか？,7103377,0,0,0,621,1,1,0,0,False
131289,,「アラミゴ王宮」から出ますか？,7083135,594628,0,0,621,1,1,0,0,False
131290,,"「サカズキ島」へ移動しますか？
運賃：30ギル",7156750,594638,0,594639,613,40,1,0,0,False
131291,,"「オノコロ島」へ移動しますか？
運賃：30ギル",7156756,594640,0,594641,613,40,1,0,0,False
131292,,「ドマ町人地」へ移動しますか？,7164043,593661,0,0,739,1,1,0,0,False
131293,,「ドマ町人地」へ移動しますか？,7182462,594559,0,0,759,1,1,0,0,False
131294,,「帰燕館」から出ますか？,7226681,0,0,0,759,1,1,0,0,False
131295,「醴泉神社」へ行く,「醴泉神社」へ移動しますか？,7239198,594756,0,0,764,1,1,0,0,False
131296,,「ヤンサ」へ移動しますか？,7343563,0,0,0,614,1,1,0,0,False
131297,,「醴泉神社」から出ますか？,7239363,594754,0,0,613,1,1,0,0,False
131298,,「アメノミハシラ」から退出しますか？,7420749,0,0,0,613,1,1,0,0,False
131299,,「ヴィルジャラの涸れ谷」方面へ移動しますか？,6873937,594718,0,0,612,1,1,0,0,False
131300,,劇場艇プリマビスタの「ブリッジ」に戻りますか？,7080658,594829,0,0,736,1,1,0,0,False
131301,,「ドーロ・イロー」から下りますか？,7447849,594861,0,0,622,1,1,0,0,False
131302,,「ドーロ・イロー」に上りますか？,7448849,594860,0,0,622,1,1,0,0,False
131303,,「廃屋敷」へ移動しますか？,7672498,594983,0,0,809,1,1,0,0,False
131304,,「廃屋敷」から出ますか？,9383310,0,0,0,133,1,1,0,0,False
131305,,「ギラバニア湖畔地帯」へ移動しますか？,7743671,0,0,0,621,1,1,0,0,False
131306,,「ギラバニア湖畔地帯」へ移動しますか？,7743671,0,0,0,621,1,1,0,0,False
131307,,「ハウリングアイ石塔群」から出ますか？,7761499,0,0,0,132,1,1,0,0,False
131308,,「大道具部屋」で、劇場艇の者たちを待ちますか？,7078657,596781,0,0,735,1,1,0,0,False
131309,,「大道具部屋」へ移動しますか？,7830042,0,0,0,828,1,1,0,0,False
131310,,「バル川源流域」へ移動しますか？,7848800,0,0,0,827,1,1,0,0,False
131311,,「星見の間」から出ますか？,7878066,0,0,0,819,1,1,0,0,False
131312,,退出しますか？,7878085,0,0,0,819,1,1,0,0,False
131313,,「樹梢の層」へ移動しますか？,7878501,596477,0,0,820,1,1,0,0,False
131314,「樹根の層」へ行く,「樹根の層」へ移動しますか？,7878500,596478,0,0,820,1,1,0,0,False
131315,,「星見の間」へ移動しますか？,7878732,596475,596176,0,844,43,1,0,0,False
131316,話す,,7877999,0,0,0,843,41,11,0,0,False
131317,,「無の大地」へ移動しますか？,7933894,0,0,0,878,1,1,0,0,False
131318,,「アム・アレーン」へ移動しますか？,7933164,0,0,0,815,1,1,0,0,False
131319,,「エデンコア」へ移動しますか？,7932479,0,0,0,857,1,1,0,0,False
131320,,「無の大地」へ移動しますか？,7932937,0,0,0,878,1,1,0,0,False
131321,,「物腰柔らかな元兵士」のもとへ移動しますか？,7935659,0,595193,0,814,42,1,0,0,False
131322,,「シルクスの峡間」へ移動しますか？,8010128,596573,0,0,842,1,1,0,0,False
131323,,「銀泪湖北岸」へ移動しますか？,8010132,0,0,0,156,1,1,0,0,False
131324,,装置に触れて「第一世界」へ転移しますか？,8010063,596472,0,0,844,1,1,0,0,False
131325,「原初世界」へ転移する,「原初世界」へ転移しますか？,8010129,0,0,0,842,1,1,0,0,False
131326,,「コルシア島」へ移動しますか？,8010180,0,0,0,814,1,1,0,0,False
131327,,「テンペスト」へ移動しますか？,8010338,0,0,0,818,1,1,0,0,False
131328,,「原初世界」へ転移しますか？,8010129,596473,0,0,842,1,1,0,0,False
131329,「コルシア島」へ行く,「コルシア島」へ移動しますか？,8015551,596474,0,0,814,1,1,0,0,False
131330,,「トップラング」へ移動しますか？,8015653,596479,0,0,814,1,1,0,0,False
131331,,「ボトムラング」へ移動しますか？,8015648,596480,0,0,814,1,1,0,0,False
131332,,「クリスタリウム」へ移動しますか？,8015796,596482,0,0,819,1,1,0,0,False
131333,,「テンペスト」へ移動しますか？,8016454,596481,0,0,818,1,1,0,0,False
131334,,「コルシア島」へ移動しますか？,8015677,0,0,0,814,1,1,0,0,False
131335,,「アム・アレーン」へ移動しますか？,7980014,596476,0,0,815,1,1,0,0,False
131336,,「クリスタリウム」へ移動しますか？,8015796,595595,0,0,819,1,1,0,0,False
131337,「クリスタリウム」へ行く,「クリスタリウム」へ移動しますか？,8015796,596533,0,0,819,1,1,0,0,False
131338,,「南アンバーヒル」へ移動しますか？,8050969,596572,0,0,815,1,1,0,0,False
131339,,「トゥワイン」へ移動しますか？,8050970,0,0,0,815,1,1,0,0,False
131340,,「アコラの塔：地階」へ移動しますか？,8050982,0,0,0,818,1,1,0,0,False
131341,,「アコラの塔：上階」へ移動しますか？,8050981,0,0,0,818,1,1,0,0,False
131342,「蒼天街」へ行く,「蒼天街」へ移動しますか？,8141167,0,0,0,886,45,1,0,0,False
131343,,「雲霧街」へ移動しますか？,8141780,596706,0,0,418,1,1,0,0,False
131344,,「イル・メグ」へ移動しますか？,8141925,596692,0,0,816,1,1,0,0,False
131345,,「リェー・メグ」へ移動しますか？,8141929,596691,0,0,890,1,1,0,0,False
131346,,「リェー・メグ」へ移動しますか？,8141930,596691,0,0,891,1,1,0,0,False
131347,,「リェー・メグ」へ移動しますか？,8141931,596691,0,0,892,1,1,0,0,False
131348,,「機械遺跡の坑道」から出ますか？,8143255,0,0,0,814,1,1,0,0,False
131349,,「機械遺跡の坑道」へ入りますか？,8143261,0,0,0,895,1,1,0,0,False
131350,,「複製サレタ工場廃墟」へ入りますか？,8144702,0,0,0,896,1,1,0,0,False
131351,,「複製サレタ工場廃墟」から出ますか？,8143262,0,0,0,895,1,1,0,0,False
131352,,「第1区画」へ移動しますか？,8149903,0,0,0,896,1,1,0,0,False
131353,,「第4区画」へ移動しますか？,8149915,0,0,0,896,1,1,0,0,False
131354,,「第2区画」へ移動しますか？,8149924,0,0,0,896,1,1,0,0,False
131355,「クリスタリウム」へ行く,「クリスタリウム」へ移動しますか？,8015796,595630,595631,0,819,44,1,0,0,False
131356,「ユールモア」へ行く,「ユールモア」へ移動しますか？,8154983,595632,0,0,820,44,1,0,0,False
