#,Name,Icon,AltIcon,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown10,Category,Unknown12,Unknown13,Unknown14,Unknown15
109,ノックバック攻撃：放射型,240208,0,0,1,2,3,0,0,113,256,256,255,255,255,255,255,6,-1,True,False,False
110,ノックバック攻撃：直線型,240209,0,0,1,2,3,9,10,114,256,256,255,255,255,255,255,6,-1,True,False,True
111,受け止め攻撃,240210,0,0,1,2,3,0,0,115,64,64,255,255,255,255,255,6,-1,True,False,False
112,ターゲット予兆,240211,0,0,1,2,3,0,0,116,64,64,255,255,255,255,255,6,-1,True,False,False
113,バフ効果,240104,0,0,1,2,3,0,0,6,32,32,255,255,255,255,255,3,-1,True,True,True
114,デバフ効果,240105,0,0,1,2,3,0,0,7,32,32,255,255,255,255,255,3,-1,True,True,True
115,攻撃６,61306,0,0,1,2,3,0,0,15,32,32,255,255,255,255,255,3,-1,True,False,False
116,攻撃７,61307,0,0,1,2,3,0,0,16,32,32,255,255,255,255,255,3,-1,True,False,False
117,攻撃８,61308,0,0,1,2,3,0,0,17,32,32,255,255,255,255,255,3,-1,True,False,False
118,近接DPS,230954,0,0,1,2,3,0,0,14,32,32,255,255,255,255,255,2,-1,True,False,False
119,遠隔DPS,230957,0,0,1,2,3,0,0,15,32,32,255,255,255,255,255,2,-1,True,False,False
120,遠隔物理DPS,230960,0,0,1,2,3,0,0,16,32,32,255,255,255,255,255,2,-1,True,False,False
121,遠隔魔法DPS,230961,0,0,1,2,3,0,0,17,32,32,255,255,255,255,255,2,-1,True,False,False
122,ピュアヒーラー,230962,0,0,1,2,3,0,0,7,32,32,255,255,255,255,255,2,-1,True,False,False
123,バリアヒーラー,230963,0,0,1,2,3,0,0,8,32,32,255,255,255,255,255,2,-1,True,False,False
124,円形グレー,240007,0,0,1,2,3,0,0,3,256,256,255,255,255,255,255,1,-1,True,False,False
125,正方形グレー,240008,0,0,1,2,3,0,0,4,256,256,255,255,255,255,255,1,-1,True,False,False
126,円形範囲攻撃：移動型,240213,0,0,1,2,3,0,0,117,128,128,255,255,255,255,255,6,-1,True,False,True
127,1人用エリア,240214,0,0,1,2,3,0,0,118,64,64,255,255,255,255,255,6,-1,True,False,False
128,2人用エリア,240215,0,0,1,2,3,0,0,119,64,64,255,255,255,255,255,6,-1,True,False,False
129,3人用エリア,240216,0,0,1,2,3,0,0,120,64,64,255,255,255,255,255,6,-1,True,False,False
130,4人用エリア,240217,0,0,1,2,3,0,0,121,64,64,255,255,255,255,255,6,-1,True,False,False
131,ロックオンマーカー赤,240032,0,0,1,2,3,0,0,35,48,48,255,255,255,255,255,3,-1,True,False,False
132,ロックオンマーカー青,240033,0,0,1,2,3,0,0,36,48,48,255,255,255,255,255,3,-1,True,False,False
133,ロックオンマーカー紫,240034,0,0,1,2,3,0,0,37,48,48,255,255,255,255,255,3,-1,True,False,False
134,ロックオンマーカー緑,240035,0,0,1,2,3,0,0,38,48,48,255,255,255,255,255,3,-1,True,False,False
135,強調マル,240036,0,0,1,2,3,0,0,17,48,48,255,255,255,255,255,4,-1,True,False,False
136,強調バツ,240037,0,0,1,2,3,0,0,18,48,48,255,255,255,255,255,4,-1,True,False,False
137,強調シカク,240038,0,0,1,2,3,0,0,19,48,48,255,255,255,255,255,4,-1,True,False,False
138,強調サンカク,240039,0,0,1,2,3,0,0,20,48,48,255,255,255,255,255,4,-1,True,False,False
139,時計回り,240040,0,0,1,2,3,0,0,21,48,48,255,255,255,255,255,4,-1,True,False,False
140,反時計回り,240041,0,0,1,2,3,0,0,22,48,48,255,255,255,255,255,4,-1,True,False,False
