#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
37,"/portrait
ポートレートの編集メニューを開く。",,,/portrait,,0,32,1,0,0,0,0
38,"/adventurerplate(/myplate)
自分のアドベンチャラープレートを開く。",,,/adventurerplate,/myplate,0,32,1,0,0,0,0
39,"/rclickpc サブコマンド
キャラクターコンフィグ「右クリックでのPC選択を除外する」を設定する。
>>サブコマンド
on
　…除外設定を有効にする。
off
　…除外設定を無効にする。
※サブコマンド省略
　…有効／無効のスイッチ切り替え",,,/rclickpc,,0,36,2,1,2,0,0
40,"/rclickbattlenpc サブコマンド
キャラクターコンフィグ「右クリックでの敵・味方NPC選択を除外する」を設定する。
>>サブコマンド
on
　…除外設定を有効にする。
off
　…除外設定を無効にする。
※サブコマンド省略
　…有効／無効のスイッチ切り替え",,,/rclickbattlenpc,,0,36,2,1,2,0,0
41,"/rclickminion サブコマンド
キャラクターコンフィグ「右クリックでのミニオン選択を除外する」を設定する。
>>サブコマンド
on
　…除外設定を有効にする。
off
　…除外設定を無効にする。
※サブコマンド省略
　…有効／無効のスイッチ切り替え",,,/rclickminion,,0,36,2,1,2,0,0
42,"/faceaccessory(/facewear) “フェイスアクセサリー名”
指定したフェイスアクセサリーを装備する。

実行例
/faceaccessory オーバルグラス
　…フェイスアクセサリー「オーバルグラス」を装備する。",/faceaccessory,,/facewear,,0,36,2,1,21,0,0
43,"/mutelist
ミュートリストのメニューを開く。",,,/mutelist,,0,32,1,0,0,0,0
44,"/wordfilter(/termfilter)
ワードフィルターのメニューを開く。",/wordfilter,,/termfilter,,0,32,1,0,0,0,0
45,"/faceaccessorylist(/facewearlist)
フェイスアクセサリーのメニューを開く。",/faceaccessorylist,,/facewearlist,,0,32,1,0,0,0,0
46,"/visualalerts サブコマンド
システムコンフィグ「サウンドの視覚表現」を設定する。
>>サブコマンド
on
　…視覚表現を有効にする。
off
　…視覚表現を無効にする。
※サブコマンド省略
　…有効／無効のスイッチ切り替え",,,/visualalerts,,0,509,2,1,2,0,0
47,"/colorfiltering サブコマンド
システムコンフィグ「色覚多様性設定：色補正」を設定する。
>>サブコマンド
on
　…色補正を有効にする。
off
　…色補正を無効にする。
※サブコマンド省略
　…有効／無効のスイッチ切り替え",,,/colorfiltering,,0,509,2,1,2,0,0
48,"/autotargetpriority サブコマンド
キャラクターコンフィグ「敵対アクション実行時にターゲットを自動選択して実行する」を設定する。
>>サブコマンド
on
　…ターゲットの自動選択を有効にする。
off
　…ターゲットの自動選択を無効にする。
※サブコマンド省略
　…有効／無効のスイッチ切り替え",,,/autotargetpriority,,0,36,2,1,2,0,0
49,"/vieraears(/vears) サブコマンド
ヴィエラの耳の表示設定を切り替える。
※耳の表示切り替えに対応した装備に対して反映される。
>>サブコマンド
on 
　…表示する。
off 
　…非表示にする。
※サブコマンド省略
　…表示／非表示のスイッチ切り替え",,,/vieraears,/vears,0,36,2,1,2,0,0
50,"/quickpanel
クイックパネルを開く。",,,/quickpanel,,0,32,1,0,0,0,0
51,"/strategyboard
ストラテジーボードのメニューを開く。",,,/strategyboard,,0,32,1,0,0,0,0
52,,,,,,0,0,0,0,0,0,0
53,,,,,,0,0,0,0,0,0,0
54,,,,,,0,0,0,0,0,0,0
55,,,,,,0,0,0,0,0,0,0
56,,,,,,0,0,0,0,0,0,0
57,,,,,,0,0,0,0,0,0,0
58,,,,,,0,0,0,0,0,0,0
59,,,,,,0,0,0,0,0,0,0
60,,,,,,0,0,0,0,0,0,0
61,,,,,,0,0,0,0,0,0,0
62,,,,,,0,0,0,0,0,0,0
63,,,,,,0,0,0,0,0,0,0
64,,,,,,0,0,0,0,0,0,0
65,,,,,,0,0,0,0,0,0,0
66,,,,,,0,0,0,0,0,0,0
67,,,,,,0,0,0,0,0,0,0
68,,,,,,0,0,0,0,0,0,0
69,,,,,,0,0,0,0,0,0,0
70,,,,,,0,0,0,0,0,0,0
71,,,,,,0,0,0,0,0,0,0
72,,,,,,0,0,0,0,0,0,0
73,,,,,,0,0,0,0,0,0,0
74,,,,,,0,0,0,0,0,0,0
75,,,,,,0,0,0,0,0,0,0
76,,,,,,0,0,0,0,0,0,0
77,,,,,,0,0,0,0,0,0,0
78,,,,,,0,0,0,0,0,0,0
79,,,,,,0,0,0,0,0,0,0
80,,,,,,0,0,0,0,0,0,0
81,,,,,,0,0,0,0,0,0,0
82,,,,,,0,0,0,0,0,0,0
83,,,,,,0,0,0,0,0,0,0
84,,,,,,0,0,0,0,0,0,0
85,,,,,,0,0,0,0,0,0,0
86,,,,,,0,0,0,0,0,0,0
87,,,,,,0,0,0,0,0,0,0
88,,,,,,0,0,0,0,0,0,0
89,,,,,,0,0,0,0,0,0,0
90,,,,,,0,0,0,0,0,0,0
91,"/pvpteam(/pt) 文章
PvPチームに参加中のPCに距離、エリアを問わず文章を送信する。
/pvpteamのみを入力した場合は、デフォルトの会話モードをPvPTeamにする。

実行例
/pvpteam こんにちは。
　…PvPチームに「こんにちは。」という発言をする。
/pvpteam
　…デフォルトの会話モードをPvPTeamに変更する。",,,/pvpteam,/pt,0,1021,1,0,0,0,0
92,"/cwlinkshell(/cwl) 文章
アクティブなクロスワールドリンクシェルチャンネルに参加中のPCに距離、エリアを問わず文章を送信する。
/cwlinkshellのみを入力した場合は、デフォルトの会話モードをアクティブなクロスワールドリンクシェルチャンネルに切り替える。

実行例
/cwlinkshell こんにちは。
　…アクティブなクロスワールドリンクシェルチャンネルに「こんにちは。」という発言をする。
/cwlinkshell
　…デフォルトの会話モードをアクティブなCWLSに変更する。",,,/cwlinkshell,/cwl,0,1021,1,0,0,0,0
93,,,,,,0,0,0,0,0,0,0
94,,,,,,0,0,0,0,0,0,0
95,,,,,,0,0,0,0,0,0,0
96,,,,,,0,0,0,0,0,0,0
97,,,,,,0,0,0,0,0,0,0
98,,,,,,0,0,0,0,0,0,0
99,,,,,,0,0,0,0,0,0,0
100,,,,,,0,0,0,0,0,0,0
101,"/beginner(/b) 文章
ビギナーチャンネルに参加中のPCに距離、エリアを問わず文章を送信する。
/beginner(/b)のみを入力した場合は、デフォルトの会話モードをBeginnerにする。

実行例
/beginner こんにちは。
　…ビギナーチャンネルに「こんにちは。」という発言をする。
/beginner
　…デフォルトの会話モードをBeginnerに変更する。",,,/beginner,/b,0,1021,1,0,0,0,0
102,"/say(/s) 文章
自分の周囲の狭い範囲にいる人に文章を送信する。 
/say(/s)のみを入力した場合は、デフォルトの会話モードをSayに変更する。",,,/say,/s,0,1023,1,0,0,0,0
103,"/shout(/sh) 文章
自分が現在いるエリアで、エリアにいるPC全員へ文章を送信。",,,/shout,/sh,0,1021,1,0,0,0,0
104,"/tell(/t) PC名@ワールド名 文章
同一ワールド内の指定したPCに文章を送信する。
他ワールドのPCにはフレンドかパーティ募集中のリーダーのみ送信が可能。
/tell(/t) 相手のPC名@ワールド名のみを入力した場合は、デフォルトの会話モードを相手PCへのTellに変更する。

実行例
/tell Square Enix@World こんにちは。
　…Worldワールド内のプレイヤーのSquare Enixに「こんにちは。」と送信する。
",,,/tell,/t,0,1021,3,0,0,0,0
105,"/party(/p) 文章
同じパーティメンバー全員に、距離、エリアを問わず文章を送信する。
/party(/p)のみを入力した場合は、デフォルトの会話モードをPartyに変更する。",,,/party,/p,0,1021,1,0,0,0,0
106,"/linkshell(/l) 文章
現在設定中のカレントリンクシェルに属するPC全員に距離、エリアを問わず文章を送信する。
/linkshell(/l)のみを入力した場合は、デフォルトの会話モードをLinkshellに変更する。",,,/linkshell,/l,0,1021,1,0,0,0,0
107,"/linkshell1(/l1) 文章
1番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。",,,/linkshell1,/l1,0,1021,1,0,0,0,0
108,"/linkshell2(/l2) 文章
2番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。",,,/linkshell2,/l2,0,1021,1,0,0,0,0
109,"/linkshell3(/l3) 文章
3番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。",,,/linkshell3,/l3,0,1021,1,0,0,0,0
110,"/linkshell4(/l4) 文章
4番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。",,,/linkshell4,/l4,0,1021,1,0,0,0,0
111,"/linkshell5(/l5) 文章
5番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。",,,/linkshell5,/l5,0,1021,1,0,0,0,0
112,"/linkshell6(/l6) 文章
6番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。",,,/linkshell6,/l6,0,1021,1,0,0,0,0
113,"/linkshell7(/l7) 文章
7番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。",,,/linkshell7,/l7,0,1021,1,0,0,0,0
114,"/linkshell8(/l8) 文章
8番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。",,,/linkshell8,/l8,0,1021,1,0,0,0,0
115,"/freecompany(/fc) 文章
自分が所属しているフリーカンパニーのメンバーであるPCに距離、エリアを問わず文章を送信する。
/freecompany(/fc)のみを入力した場合は、デフォルトの会話モードをFreeCompanyに変更する。",,,/freecompany,/fc,0,1021,1,0,0,0,0
116,"/echo(/e) 文章
自分だけに見える文章を表示する。",,,/echo,/e,0,1021,1,0,0,0,0
117,"/yell(/y) 文章
自分の周囲の広い範囲にいる人に文章を送信する。 
/yell(/y)のみを入力した場合は、デフォルトの会話モードをYellに変更する。",,,/yell,/y,0,1021,1,0,0,0,0
118,"/reply(/r) 文章
最後に着信したTellの相手PCに文章を送信する。",,,/reply,/r,0,1021,1,0,0,0,0
119,"/alliance(/a) 文章
同じアライアンスメンバー全員に、距離、エリアを問わず文章を送信する。
/alliance(/a)のみを入力した場合は、デフォルトの会話モードをAllianceに変更する。",,,/alliance,/a,0,1021,1,0,0,0,0
120,,,,,,0,0,0,0,0,0,0
121,"/join
パーティへの招待を承諾する。",,,/join,,0,4,1,0,0,0,0
122,"/decline
パーティへの招待を辞退する。",,,/decline,,0,4,1,0,0,0,0
123,"/invite 代名詞
指定したPCをパーティに招待する。代名詞を省略した場合、現在ターゲットしているPCを対象とする。",,,/invite,,0,4,2,0,0,0,0
124,"/kick 代名詞
指定したPCをパーティから除外する。代名詞を省略した場合、現在ターゲットしているPCを対象とする。",,,/kick,,0,4,2,0,0,0,0
125,"/leader 代名詞
指定したPCへパーティリーダーを委譲する。代名詞を省略した場合、現在ターゲットしているPCを対象とする。",,,/leader,,0,4,2,0,0,0,0
126,"/leave
パーティから離脱する。",,,/leave,,0,4,2,0,0,0,0
127,,,,,,0,0,0,0,0,0,0
128,,,,,,0,0,0,0,0,0,0
129,,,,,,0,0,0,0,0,0,0
130,,,,,,0,0,0,0,0,0,0
131,"/check(/c) 代名詞
指定したPCを調べる。代名詞を省略した場合は、現在ターゲット中のPCを調べる。",,,/check,/c,0,160,2,0,0,0,0
132,"/trade 代名詞
指定したPCにトレードを申し込む。代名詞を省略した場合は、現在ターゲットしているPCにトレードを申し込む。",,,/trade,,0,32,2,0,0,0,0
133,"/automove サブコマンド
自動移動の設定を行う。
>>サブコマンド
on 
　…自動移動を開始する。
off 
　…自動移動を解除する。
※サブコマンド省略
　…自動移動状態のスイッチ切り替え。",,,/automove,,0,36,2,1,2,0,0
134,"/follow 代名詞
指定したPCを自動追尾する。代名詞を省略した場合は、現在ターゲットしているPCを自動追尾する。 ",,,/follow,,0,36,2,0,0,0,0
135,,,,,,0,0,0,0,0,0,0
136,"/meldrequest 代名詞
指定したPCにマテリア装着依頼をする。代名詞を省略した場合は、現在ターゲットしているPCにマテリア装着依頼をする。",,,/meldrequest,,0,32,2,0,0,0,0
137,,,,,,0,0,0,0,0,0,0
138,,,,,,0,0,0,0,0,0,0
139,,,,,,0,0,0,0,0,0,0
140,,,,,,0,0,0,0,0,0,0
141,"/character(/gear)
キャラクターのメニューを開く。",,,/character,/gear,0,32,1,0,0,0,0
142,"/journal
ジャーナルのメニューを開く。",,,/journal,,0,32,1,0,0,0,0
143,"/contentsfinder(/cfinder,/dutyfinder,/dfinder)
コンテンツファインダーのメニューを開く。",/contentsfinder,/cfinder,/dutyfinder,/dfinder,0,800,1,0,0,0,0
144,"/armourychest(/armoury)
アーマリーチェストのメニューを開く。",,,/armourychest,/armoury,0,32,1,0,0,0,0
145,"/huntinglog(/hlog)
討伐手帳のメニューを開く。",,,/huntinglog,/hlog,0,32,1,0,0,0,0
146,"/craftinglog(/clog)
製作手帳のメニューを開く。",,,/craftinglog,/clog,0,0,1,0,0,0,0
147,"/gatheringlog(/glog)
採集手帳のメニューを開く。",,,/gatheringlog,/glog,0,0,1,0,0,0,0
148,"/fishinglog(/flog)
釣り手帳のメニューを開く。",,,/fishinglog,/flog,0,32,1,0,0,0,0
149,"/achievements
アチーブメントリストのメニューを開く。",,,/achievements,,0,32,1,0,0,0,0
150,"/partycmd(/pcmd) サブコマンド
パーティに関するコマンドを実行する。
※クロスワールドパーティ中はメニュー表示、add指定のみ可能。
>>サブコマンド
add 代名詞
　…指定したPCをパーティに招待する。
join(accept)
　…パーティへの招待を承諾する。
decline(deny)
　…パーティへの招待を辞退する。
leader 代名詞
　…指定したPCにリーダーを委譲する。
leave
　…現在加入しているパーティから離脱する。
kick 代名詞
　…指定したPCを強制離脱させる。
breakup(disband)
　…パーティを解散する。
※サブコマンド省略
　…ソーシャル（パーティメンバー）を開く。",,,/partycmd,/pcmd,0,32,3,1,2,0,0
151,"/friendlist(/flist) サブコマンド
フレンドリストに関するコマンドを実行する。
>>サブコマンド
add 代名詞
　…指定したPCにフレンド申請をする。
accept 代名詞
　…指定したPCからのフレンド申請を承認する。
deny 代名詞
　…指定したPCからのフレンド申請を拒否する。
remove 代名詞
　…指定したPCをフレンドリストから外す。
※サブコマンド省略
　…フレンドリストのメニューを開く。",,,/friendlist,/flist,0,128,3,1,2,0,0
152,"/blacklist(/blist) サブコマンド
ブラックリストに関するコマンドを実行する。
>>サブコマンド
add 代名詞
　…指定したPCに紐づくアカウントをブラックリストに登録する。
remove 代名詞
　…指定したPCに紐づくアカウントをブラックリストから外す。
※サブコマンド省略
　…ブラックリストのメニューを開く。",,,/blacklist,/blist,0,0,3,1,2,0,0
