#,Text,Label,Unknown0,Param,Platform,Category,BacklightColor,Required
53,カメラ左移動,CAMERA_LEFT,19,255,255,1,6,False
54,カメラ右移動,CAMERA_RIGHT,20,255,255,1,6,False
55,主観/客観カメラ切り替え,CAMERA_MODE,21,255,255,1,6,False
56,フリップカメラ,CAMERA_BACKWARD,22,255,255,1,6,False
57,カメラ・ズームイン / ページ切り替え：逆送り,CAMERA_ZOOMIN,23,255,255,1,6,False
58,カメラ・ズームアウト / ページ切り替え：順送り,CAMERA_ZOOMOUT,24,255,255,1,6,False
59,カメラ位置を戻す,CAMERA_LOAD,25,255,255,1,6,False
60,現在のカメラ位置の記憶,CAMERA_SAVE,26,255,255,1,6,False
61,カメラ位置記憶のリセット,CAMERA_RESET,27,255,255,1,6,False
62,チルトカメラ上操作,CAM_TILT_UP,28,255,255,1,6,False
63,チルトカメラ下操作,CAM_TILT_DOWN,29,255,255,1,6,False
64,カメラ目線をする,CAMERA_LOOKING,30,255,255,1,6,False
65,グループポーズ（フォトモード）,GROUP_POSE,32,255,255,1,1,False
66,景観カメラ,IDLING_CAMERA,31,255,255,1,1,False
67,,,0,0,0,0,0,False
68,,,0,0,0,0,0,False
69,,,0,0,0,0,0,False
70,,,0,0,0,0,0,False
71,,,0,0,0,0,0,False
72,,,0,0,0,0,0,False
73,,,0,0,0,0,0,False
74,,,0,0,0,0,0,False
75,,,0,0,0,0,0,False
76,,,0,0,0,0,0,False
77,,,0,0,0,0,0,False
78,,,0,0,0,0,0,False
79,,,0,0,0,0,0,False
80,,,0,0,0,0,0,False
81,,,0,0,0,0,0,False
82,,,0,0,0,0,0,False
83,,,0,0,0,0,0,False
84,,,0,0,0,0,0,False
85,,,0,0,0,0,0,False
86,,,0,0,0,0,0,False
87,,,0,0,0,0,0,False
88,,,0,0,0,0,0,False
89,,,0,0,0,0,0,False
90,,,0,0,0,0,0,False
91,,,0,0,0,0,0,False
92,,,0,0,0,0,0,False
93,,,0,0,0,0,0,False
94,,,0,0,0,0,0,False
95,,,0,0,0,0,0,False
96,,,0,0,0,0,0,False
97,,,0,0,0,0,0,False
98,,,0,0,0,0,0,False
99,,,0,0,0,0,0,False
100,,,0,0,0,0,0,False
101,,,0,0,0,0,0,False
102,,,0,0,0,0,0,False
103,一番近い敵から順にターゲット：順送り,TARGET_NEXT,1,255,255,2,2,False
104,一番近い敵から順にターゲット：逆送り,TARGET_PREV,2,255,255,2,2,False
105,パーティリストの1をターゲット,TARGET_P1,3,255,255,2,2,False
106,パーティリストの2をターゲット,TARGET_P2,4,255,255,2,2,False
107,パーティリストの3をターゲット,TARGET_P3,5,255,255,2,2,False
108,パーティリストの4をターゲット,TARGET_P4,6,255,255,2,2,False
109,パーティリストの5をターゲット,TARGET_P5,7,255,255,2,2,False
110,パーティリストの6をターゲット,TARGET_P6,8,255,255,2,2,False
111,パーティリストの7をターゲット,TARGET_P7,9,255,255,2,2,False
112,パーティリストの8をターゲット,TARGET_P8,10,255,255,2,2,False
113,自分のペットをターゲット,TARGET_PET,11,255,255,2,2,False
114,対象のターゲットをターゲット（アシストターゲット）,TARGET_TTOT,13,255,255,2,2,False
115,最後にターゲットした対象をターゲット,TARGET_LASTTARGET,14,255,255,2,2,False
116,最後にターゲットした敵をターゲット,TARGET_LASTENEMY,15,255,255,2,2,False
117,自分に敵対アクションを行った敵をターゲット,TARGET_LASTATTACKER,16,255,255,2,2,False
118,一番近くの敵をターゲット,TARGET_CLOSEST_ENEMY,17,255,255,2,2,False
119,一番近くのPCをターゲット,TARGET_CLOSEST_PC,18,255,255,2,2,False
120,一番近くのNPC/オブジェクトをターゲット,TARGET_CLOSEST_NPC,19,255,255,2,2,False
121,フォーカスターゲット,TARGET_FOCUS,20,255,255,2,2,False
122,フォーカスターゲットをターゲット,TARGET_SELECT,21,255,255,2,2,False
123,ターゲットの方向を向く（フェイスターゲット）,FACE,22,255,255,2,2,False
124,ターゲットサークル：＋,CIRCLE_ALL,23,255,255,2,2,False
125,ターゲットサークル：＋,CIRCLE_ENEMY,24,255,255,2,2,False
126,ターゲットサークル：＋,CIRCLE_PARTY,25,255,255,2,2,False
127,ターゲットサークル：＋,CIRCLE_PC,26,255,255,2,2,False
128,,,0,0,0,0,0,False
129,,,0,0,0,0,0,False
130,,,0,0,0,0,0,False
131,,,0,0,0,0,0,False
132,,,0,0,0,0,0,False
133,,,0,0,0,0,0,False
134,,,0,0,0,0,0,False
135,,,0,0,0,0,0,False
136,敵対リスト選択：上操作,TARGET_ENEMY_LIST_UP_KEY,27,255,255,2,2,False
137,敵対リスト選択：下操作,TARGET_ENEMY_LIST_DOWN_KEY,28,255,255,2,2,False
138,アライアンスリスト選択：順送り,TARGET_ALLIANCE_NEXT_KEY,29,255,255,2,2,False
139,アライアンスリスト選択：逆送り,TARGET_ALLIANCE_PREV_KEY,30,255,255,2,2,False
140,アライアンスリスト1選択：順送り,TARGET_ALLIANCE1_NEXT,31,255,255,2,2,False
141,アライアンスリスト1選択：逆送り,TARGET_ALLIANCE1_PREV,32,255,255,2,2,False
142,アライアンスリスト2選択：順送り,TARGET_ALLIANCE2_NEXT,33,255,255,2,2,False
143,アライアンスリスト2選択：逆送り,TARGET_ALLIANCE2_PREV,34,255,255,2,2,False
144,アライアンスリスト1-1をターゲット,TARGET_ALLIANCE1_1,35,255,255,2,2,False
145,アライアンスリスト1-2をターゲット,TARGET_ALLIANCE1_2,36,255,255,2,2,False
146,アライアンスリスト1-3をターゲット,TARGET_ALLIANCE1_3,37,255,255,2,2,False
147,アライアンスリスト1-4をターゲット,TARGET_ALLIANCE1_4,38,255,255,2,2,False
148,アライアンスリスト1-5をターゲット,TARGET_ALLIANCE1_5,39,255,255,2,2,False
149,アライアンスリスト1-6をターゲット,TARGET_ALLIANCE1_6,40,255,255,2,2,False
150,アライアンスリスト1-7をターゲット,TARGET_ALLIANCE1_7,41,255,255,2,2,False
151,アライアンスリスト1-8をターゲット,TARGET_ALLIANCE1_8,42,255,255,2,2,False
152,アライアンスリスト2-1をターゲット,TARGET_ALLIANCE2_1,43,255,255,2,2,False
153,アライアンスリスト2-2をターゲット,TARGET_ALLIANCE2_2,44,255,255,2,2,False
154,アライアンスリスト2-3をターゲット,TARGET_ALLIANCE2_3,45,255,255,2,2,False
155,アライアンスリスト2-4をターゲット,TARGET_ALLIANCE2_4,46,255,255,2,2,False
156,アライアンスリスト2-5をターゲット,TARGET_ALLIANCE2_5,47,255,255,2,2,False
157,アライアンスリスト2-6をターゲット,TARGET_ALLIANCE2_6,48,255,255,2,2,False
158,アライアンスリスト2-7をターゲット,TARGET_ALLIANCE2_7,49,255,255,2,2,False
159,アライアンスリスト2-8をターゲット,TARGET_ALLIANCE2_8,50,255,255,2,2,False
160,自分のバディをターゲット,BUDDY_TARGET,12,255,255,2,2,False
161,クリスタルコンフリクト：敵パーティリスト1をターゲット,TARGET_PVP_OPP_P1,51,255,255,2,2,False
162,クリスタルコンフリクト：敵パーティリスト2をターゲット,TARGET_PVP_OPP_P2,52,255,255,2,2,False
163,クリスタルコンフリクト：敵パーティリスト3をターゲット,TARGET_PVP_OPP_P3,53,255,255,2,2,False
164,クリスタルコンフリクト：敵パーティリスト4をターゲット,TARGET_PVP_OPP_P4,54,255,255,2,2,False
165,クリスタルコンフリクト：敵パーティリスト5をターゲット,TARGET_PVP_OPP_P5,55,255,255,2,2,False
166,,,0,0,0,0,0,False
167,,,0,0,0,0,0,False
168,,,0,0,0,0,0,False
169,,,0,0,0,0,0,False
170,,,0,0,0,0,0,False
171,チャット入力開始,CMD_CHAT,1,255,255,4,5,False
172,テキストコマンド入力開始,CMD_COMMAND,2,255,255,4,5,False
173,一時リプライ：順送り,CMD_REPLY,3,255,255,4,5,False
174,一時リプライ：逆送り,CMD_REPLY_REV,4,255,255,4,5,False
175,Sayチャット一時切り替え,CMD_SAY,5,255,255,4,5,False
176,Yellチャット一時切り替え,CMD_YELL,6,255,255,4,5,False
177,Shoutチャット一時切り替え,CMD_SHOUT,7,255,255,4,5,False
178,Partyチャット一時切り替え,CMD_PARTY,8,255,255,4,5,False
179,アライアンスチャット一時切り替え,CMD_ALLIANCE,9,255,255,4,5,False
180,フリーカンパニーチャット一時切り替え,CMD_FREECOM,10,255,255,4,5,False
181,Linkshellチャット一時切り替え：順送り,CMD_LINKSHELL,22,255,255,4,5,False
182,Linkshellチャット一時切り替え：逆送り,CMD_LINKSHELL_REV,23,255,255,4,5,False
183,Linkshellチャット[1]一時切り替え,CMD_LINKSHELL_1,24,255,255,4,5,False
184,Linkshellチャット[2]一時切り替え,CMD_LINKSHELL_2,25,255,255,4,5,False
185,Linkshellチャット[3]一時切り替え,CMD_LINKSHELL_3,26,255,255,4,5,False
186,Linkshellチャット[4]一時切り替え,CMD_LINKSHELL_4,27,255,255,4,5,False
187,Linkshellチャット[5]一時切り替え,CMD_LINKSHELL_5,28,255,255,4,5,False
188,Linkshellチャット[6]一時切り替え,CMD_LINKSHELL_6,29,255,255,4,5,False
189,Linkshellチャット[7]一時切り替え,CMD_LINKSHELL_7,30,255,255,4,5,False
190,Linkshellチャット[8]一時切り替え,CMD_LINKSHELL_8,31,255,255,4,5,False
191,リプライ：順送り,CMD_REPLY_ALWAYS,103,255,255,4,5,False
192,リプライ：逆送り,CMD_REPLY_REV_ALWAYS,104,255,255,4,5,False
193,Sayチャット切り替え,CMD_SAY_ALWAYS,105,255,255,4,5,False
194,Yellチャット切り替え,CMD_YELL_ALWAYS,106,255,255,4,5,False
195,,,0,0,0,0,0,False
196,Partyチャット切り替え,CMD_PARTY_ALWAYS,108,255,255,4,5,False
197,アライアンスチャット切り替え,CMD_ALLIANCE_ALWAYS,109,255,255,4,5,False
198,フリーカンパニーチャット切り替え,CMD_FREECOM_ALWAYS,110,255,255,4,5,False
199,Linkshellチャット切り替え：順送り,CMD_LINKSHELL_ALWAYS,122,255,255,4,5,False
200,Linkshellチャット切り替え：逆送り,CMD_LINKSHELL_REV_ALWAYS,123,255,255,4,5,False
201,Linkshellチャット[1]切り替え,CMD_LINKSHELL_1_ALWAYS,124,255,255,4,5,False
202,Linkshellチャット[2]切り替え,CMD_LINKSHELL_2_ALWAYS,125,255,255,4,5,False
203,Linkshellチャット[3]切り替え,CMD_LINKSHELL_3_ALWAYS,126,255,255,4,5,False
204,Linkshellチャット[4]切り替え,CMD_LINKSHELL_4_ALWAYS,127,255,255,4,5,False
205,Linkshellチャット[5]切り替え,CMD_LINKSHELL_5_ALWAYS,128,255,255,4,5,False
206,Linkshellチャット[6]切り替え,CMD_LINKSHELL_6_ALWAYS,129,255,255,4,5,False
207,Linkshellチャット[7]切り替え,CMD_LINKSHELL_7_ALWAYS,130,255,255,4,5,False
208,Linkshellチャット[8]切り替え,CMD_LINKSHELL_8_ALWAYS,131,255,255,4,5,False
209,,,0,0,0,0,0,False
210,,,0,0,0,0,0,False
211,決定操作,OK,1,255,255,5,1,True
212,キャンセル操作,CANCEL,2,255,255,5,1,True
213,エスケープ,ESC,3,255,255,5,1,True
214,メインコマンド,PAD_MAINMENUFOCUS,4,255,255,5,1,True
215,サブコマンド,MENU,5,255,255,5,1,False
216,カーソル / パーティリスト上操作,UP,6,255,255,5,1,False
217,カーソル / パーティリスト下操作,DOWN,7,255,255,5,1,False
218,カーソル / アンカー左操作,LEFT,8,255,255,5,1,False
219,カーソル / アンカー右操作,RIGHT,9,255,255,5,1,False
220,タブ切り替え：順送り,TAB_NEXT,10,255,255,5,1,False
221,タブ切り替え：逆送り,TAB_PREV,11,255,255,5,1,False
222,ホットバー上切り替え,HOTBAR_UP,12,255,253,5,1,False
223,ホットバー下切り替え,HOTBAR_DOWN,13,255,253,5,1,False
224,スクリーンショット,KEY_SCREENSHOT,14,255,243,5,1,False
225,UI表示切り替え,HIDE,15,255,255,5,1,False
226,HUDレイアウトモード,MENU_LAYOUT,16,255,255,5,1,False
227,HUD選択：順送り,PAD_HUDFOCUS,21,255,255,5,1,False
228,HUD選択：逆送り,PAD_HUDFOCUS_PREV,22,255,255,5,1,False
229,ターゲットフィルター,TARGET_CLICK_FILTER,23,255,255,5,1,False
230,ウィンドウの拡縮,MENU_SCALE,24,255,255,5,1,False
231,ホットバー切り替え：セット1,HOTBAR_SET_1,33,255,253,5,1,False
232,ホットバー切り替え：セット2,HOTBAR_SET_2,34,255,253,5,1,False
233,ホットバー切り替え：セット3,HOTBAR_SET_3,35,255,253,5,1,False
234,ホットバー切り替え：セット4,HOTBAR_SET_4,36,255,253,5,1,False
235,ホットバー切り替え：セット5,HOTBAR_SET_5,37,255,253,5,1,False
236,ホットバー切り替え：セット6,HOTBAR_SET_6,38,255,253,5,1,False
237,ホットバー切り替え：セット7,HOTBAR_SET_7,39,255,253,5,1,False
238,ホットバー切り替え：セット8,HOTBAR_SET_8,40,255,253,5,1,False
239,ホットバー切り替え：セット9,HOTBAR_SET_9,41,255,253,5,1,False
240,ホットバー切り替え：セット10,HOTBAR_SET_10,42,255,253,5,1,False
241,実行マクロの停止,MACRO_FORCED_OUTAGE,26,255,255,5,1,False
242,ホットバー切り替え：セットEX,HOTBAR_SET_EX,43,255,253,5,1,False
243,カーソルソナー,MOUSE_CURSOR_SONAR,27,255,253,5,1,False
244,マスターボリュームのミュート切り替え,MASTER_VOLUME_MUTE,28,255,255,5,1,False
245,コンテンツ汎用キー,MENU_CONTENTS_GENERAL,30,255,255,5,1,False
246,HUDレイアウト切り替え：セット1,HUDLAYOUT_SET1,17,255,255,5,1,False
247,HUDレイアウト切り替え：セット2,HUDLAYOUT_SET2,18,255,255,5,1,False
248,HUDレイアウト切り替え：セット3,HUDLAYOUT_SET3,19,255,255,5,1,False
249,HUDレイアウト切り替え：セット4,HUDLAYOUT_SET4,20,255,255,5,1,False
250,,,0,0,0,0,0,False
251,キャラクター,MENU_STATUS,1,255,255,3,0,False
252,所持品,MENU_BAG,6,255,255,3,0,False
253,アーマリーチェスト,MENU_ARMORY,7,255,255,3,0,False
254,イベントアイテムリスト,MENU_EVENT_BAG,9,255,255,3,0,False
255,マップ,MENU_MAP,11,255,255,3,0,False
256,アクションリスト,MENU_ACTION,12,255,255,3,0,False
257,エモート,MENU_EMOTE,13,255,255,3,0,False
258,マウントリスト,MENU_MOUNT_NOTEBOOK,14,255,255,3,0,False
259,ミニオンリスト,MENU_MINION_NOTEBOOK,15,255,255,3,0,False
260,PvPプロフィール,MENU_PVP_PROFILE,19,255,255,3,0,False
261,ソーシャル,MENU_SOCIAL,21,255,255,3,0,False
262,パーティメンバー,MENU_PARTY_MEMBER,22,255,255,3,0,False
263,フレンドリスト,MENU_FRIEND_LIST,24,255,255,3,0,False
264,ブラックリスト,MENU_BLACK_LIST,26,255,255,3,0,False
265,PCサーチ,MENU_PC_SEARCH,30,255,255,3,0,False
266,パーティ募集,MENU_LFG,32,255,255,3,0,False
267,レディチェック,MENU_READY_CHECK,33,255,255,3,0,False
268,フリーカンパニー,MENU_FREECOM,36,255,255,3,0,False
269,ハウジング,MENU_HOUSING,37,255,255,3,0,False
270,リンクシェル,MENU_LINKSHELL,39,255,255,3,0,False
271,コンテンツファインダー,MENU_CONTENT,41,255,255,3,0,False
272,コンテンツ情報,MENU_CONTENT_INFO,46,255,255,3,0,False
273,ジャーナル,MENU_JOURNAL,47,255,255,3,0,False
274,製作手帳,MENU_CRAFT,51,255,255,3,0,False
275,採集手帳,MENU_GATHER,52,255,255,3,0,False
276,討伐手帳,MENU_MONSTER,53,255,255,3,0,False
277,釣り手帳,MENU_FISH,54,255,255,3,0,False
278,魚類図鑑,MENU_FISH_GUIDE,55,255,255,3,0,False
279,攻略手帳,MENU_CONTENTS_NOTEBOOK,57,255,255,3,0,False
280,探検手帳,MENU_ADVENTURE_NOTEBOOK,56,255,255,3,0,False
281,ターゲットマーカー,MENU_MARK,59,255,255,3,0,False
282,フィールドマーカー,MENU_FIELD_MARK,60,255,255,3,0,False
283,バディ,MENU_BUDDY,63,255,255,3,0,False
284,デジョン,MENU_RETURN,62,255,255,3,0,False
285,テレポ,MENU_TELEPO,64,255,255,3,0,False
286,アチーブメント,MENU_ACHIVE,65,255,255,3,0,False
287,システム,MENU_SYSTEM,66,255,253,3,0,False
288,HowToリスト,MENU_HOWTO,70,255,255,3,0,False
289,おすすめコンテンツ,MENU_RECOMMEND_LIST,71,255,255,3,0,False
290,マクロ,MENU_MACRO,72,255,255,3,0,False
291,サポート&ニュース,MENU_SUPPORT,73,255,255,3,0,False
292,キャラクターコンフィグ,MENU_CONFIG,76,255,255,3,0,False
293,システムコンフィグ,MENU_SYSCONFIG,77,255,255,3,0,False
294,ログカラー,MENU_LOGCOLOR,78,255,255,3,0,False
295,ボタンカスタマイズ,MENU_PADCUSTOMIZE,79,255,255,3,0,False
296,ゴールドソーサー,MENU_GOLD_SAUCER,20,255,255,3,0,False
297,風脈の泉交感情報,MENU_AETHER_CURRENT,67,255,255,3,0,False
298,通貨リスト,MENU_CURRENCY,3,255,255,3,0,False
299,ギアセット,MENU_GEAR_SET,2,255,255,3,0,False
300,,,0,0,0,0,0,False
301,ホットバー1：スロット1,HOTBAR_1_1,1,255,253,6,4,False
302,ホットバー1：スロット2,HOTBAR_1_2,2,255,253,6,4,False
303,ホットバー1：スロット3,HOTBAR_1_3,3,255,253,6,4,False
304,ホットバー1：スロット4,HOTBAR_1_4,4,255,253,6,4,False
305,ホットバー1：スロット5,HOTBAR_1_5,5,255,253,6,4,False
306,ホットバー1：スロット6,HOTBAR_1_6,6,255,253,6,4,False
307,ホットバー1：スロット7,HOTBAR_1_7,7,255,253,6,4,False
308,ホットバー1：スロット8,HOTBAR_1_8,8,255,253,6,4,False
309,ホットバー1：スロット9,HOTBAR_1_9,9,255,253,6,4,False
310,ホットバー1：スロット10,HOTBAR_1_0,10,255,253,6,4,False
311,ホットバー1：スロット11,HOTBAR_1_A,11,255,253,6,4,False
312,ホットバー1：スロット12,HOTBAR_1_B,12,255,253,6,4,False
313,ホットバー2：スロット1,HOTBAR_2_1,13,255,253,6,4,False
314,ホットバー2：スロット2,HOTBAR_2_2,14,255,253,6,4,False
315,ホットバー2：スロット3,HOTBAR_2_3,15,255,253,6,4,False
316,ホットバー2：スロット4,HOTBAR_2_4,16,255,253,6,4,False
317,ホットバー2：スロット5,HOTBAR_2_5,17,255,253,6,4,False
318,ホットバー2：スロット6,HOTBAR_2_6,18,255,253,6,4,False
319,ホットバー2：スロット7,HOTBAR_2_7,19,255,253,6,4,False
320,ホットバー2：スロット8,HOTBAR_2_8,20,255,253,6,4,False
321,ホットバー2：スロット9,HOTBAR_2_9,21,255,253,6,4,False
322,ホットバー2：スロット10,HOTBAR_2_0,22,255,253,6,4,False
323,ホットバー2：スロット11,HOTBAR_2_A,23,255,253,6,4,False
324,ホットバー2：スロット12,HOTBAR_2_B,24,255,253,6,4,False
325,ホットバー3：スロット1,HOTBAR_3_1,25,255,253,6,4,False
326,ホットバー3：スロット2,HOTBAR_3_2,26,255,253,6,4,False
327,ホットバー3：スロット3,HOTBAR_3_3,27,255,253,6,4,False
328,ホットバー3：スロット4,HOTBAR_3_4,28,255,253,6,4,False
329,ホットバー3：スロット5,HOTBAR_3_5,29,255,253,6,4,False
330,ホットバー3：スロット6,HOTBAR_3_6,30,255,253,6,4,False
331,ホットバー3：スロット7,HOTBAR_3_7,31,255,253,6,4,False
332,ホットバー3：スロット8,HOTBAR_3_8,32,255,253,6,4,False
333,ホットバー3：スロット9,HOTBAR_3_9,33,255,253,6,4,False
334,ホットバー3：スロット10,HOTBAR_3_0,34,255,253,6,4,False
335,ホットバー3：スロット11,HOTBAR_3_A,35,255,253,6,4,False
336,ホットバー3：スロット12,HOTBAR_3_B,36,255,253,6,4,False
337,ホットバー4：スロット1,HOTBAR_4_1,37,255,253,6,4,False
338,ホットバー4：スロット2,HOTBAR_4_2,38,255,253,6,4,False
339,ホットバー4：スロット3,HOTBAR_4_3,39,255,253,6,4,False
340,ホットバー4：スロット4,HOTBAR_4_4,40,255,253,6,4,False
341,ホットバー4：スロット5,HOTBAR_4_5,41,255,253,6,4,False
342,ホットバー4：スロット6,HOTBAR_4_6,42,255,253,6,4,False
343,ホットバー4：スロット7,HOTBAR_4_7,43,255,253,6,4,False
344,ホットバー4：スロット8,HOTBAR_4_8,44,255,253,6,4,False
345,ホットバー4：スロット9,HOTBAR_4_9,45,255,253,6,4,False
346,ホットバー4：スロット10,HOTBAR_4_0,46,255,253,6,4,False
347,ホットバー4：スロット11,HOTBAR_4_A,47,255,253,6,4,False
348,ホットバー4：スロット12,HOTBAR_4_B,48,255,253,6,4,False
349,ホットバー5：スロット1,HOTBAR_5_1,49,255,253,6,4,False
350,ホットバー5：スロット2,HOTBAR_5_2,50,255,253,6,4,False
351,ホットバー5：スロット3,HOTBAR_5_3,51,255,253,6,4,False
352,ホットバー5：スロット4,HOTBAR_5_4,52,255,253,6,4,False
353,ホットバー5：スロット5,HOTBAR_5_5,53,255,253,6,4,False
354,ホットバー5：スロット6,HOTBAR_5_6,54,255,253,6,4,False
355,ホットバー5：スロット7,HOTBAR_5_7,55,255,253,6,4,False
356,ホットバー5：スロット8,HOTBAR_5_8,56,255,253,6,4,False
357,ホットバー5：スロット9,HOTBAR_5_9,57,255,253,6,4,False
358,ホットバー5：スロット10,HOTBAR_5_0,58,255,253,6,4,False
359,ホットバー5：スロット11,HOTBAR_5_A,59,255,253,6,4,False
360,ホットバー5：スロット12,HOTBAR_5_B,60,255,253,6,4,False
361,ホットバー6：スロット1,HOTBAR_6_1,61,255,253,6,4,False
362,ホットバー6：スロット2,HOTBAR_6_2,62,255,253,6,4,False
363,ホットバー6：スロット3,HOTBAR_6_3,63,255,253,6,4,False
364,ホットバー6：スロット4,HOTBAR_6_4,64,255,253,6,4,False
365,ホットバー6：スロット5,HOTBAR_6_5,65,255,253,6,4,False
366,ホットバー6：スロット6,HOTBAR_6_6,66,255,253,6,4,False
367,ホットバー6：スロット7,HOTBAR_6_7,67,255,253,6,4,False
368,ホットバー6：スロット8,HOTBAR_6_8,68,255,253,6,4,False
369,ホットバー6：スロット9,HOTBAR_6_9,69,255,253,6,4,False
370,ホットバー6：スロット10,HOTBAR_6_0,70,255,253,6,4,False
371,ホットバー6：スロット11,HOTBAR_6_A,71,255,253,6,4,False
372,ホットバー6：スロット12,HOTBAR_6_B,72,255,253,6,4,False
373,ホットバー7：スロット1,HOTBAR_7_1,73,255,253,6,4,False
374,ホットバー7：スロット2,HOTBAR_7_2,74,255,253,6,4,False
375,ホットバー7：スロット3,HOTBAR_7_3,75,255,253,6,4,False
376,ホットバー7：スロット4,HOTBAR_7_4,76,255,253,6,4,False
377,ホットバー7：スロット5,HOTBAR_7_5,77,255,253,6,4,False
378,ホットバー7：スロット6,HOTBAR_7_6,78,255,253,6,4,False
379,ホットバー7：スロット7,HOTBAR_7_7,79,255,253,6,4,False
380,ホットバー7：スロット8,HOTBAR_7_8,80,255,253,6,4,False
381,ホットバー7：スロット9,HOTBAR_7_9,81,255,253,6,4,False
382,ホットバー7：スロット10,HOTBAR_7_0,82,255,253,6,4,False
383,ホットバー7：スロット11,HOTBAR_7_A,83,255,253,6,4,False
384,ホットバー7：スロット12,HOTBAR_7_B,84,255,253,6,4,False
385,ホットバー8：スロット1,HOTBAR_8_1,85,255,253,6,4,False
386,ホットバー8：スロット2,HOTBAR_8_2,86,255,253,6,4,False
387,ホットバー8：スロット3,HOTBAR_8_3,87,255,253,6,4,False
388,ホットバー8：スロット4,HOTBAR_8_4,88,255,253,6,4,False
389,ホットバー8：スロット5,HOTBAR_8_5,89,255,253,6,4,False
390,ホットバー8：スロット6,HOTBAR_8_6,90,255,253,6,4,False
391,ホットバー8：スロット7,HOTBAR_8_7,91,255,253,6,4,False
392,ホットバー8：スロット8,HOTBAR_8_8,92,255,253,6,4,False
393,ホットバー8：スロット9,HOTBAR_8_9,93,255,253,6,4,False
394,ホットバー8：スロット10,HOTBAR_8_0,94,255,253,6,4,False
395,ホットバー8：スロット11,HOTBAR_8_A,95,255,253,6,4,False
396,ホットバー8：スロット12,HOTBAR_8_B,96,255,253,6,4,False
397,ホットバー9：スロット1,HOTBAR_9_1,97,255,253,6,4,False
398,ホットバー9：スロット2,HOTBAR_9_2,98,255,253,6,4,False
399,ホットバー9：スロット3,HOTBAR_9_3,99,255,253,6,4,False
400,ホットバー9：スロット4,HOTBAR_9_4,100,255,253,6,4,False
401,ホットバー9：スロット5,HOTBAR_9_5,101,255,253,6,4,False
402,ホットバー9：スロット6,HOTBAR_9_6,102,255,253,6,4,False
403,ホットバー9：スロット7,HOTBAR_9_7,103,255,253,6,4,False
404,ホットバー9：スロット8,HOTBAR_9_8,104,255,253,6,4,False
405,ホットバー9：スロット9,HOTBAR_9_9,105,255,253,6,4,False
406,ホットバー9：スロット10,HOTBAR_9_0,106,255,253,6,4,False
407,ホットバー9：スロット11,HOTBAR_9_A,107,255,253,6,4,False
408,ホットバー9：スロット12,HOTBAR_9_B,108,255,253,6,4,False
409,ホットバー10：スロット1,HOTBAR_10_1,109,255,253,6,4,False
410,ホットバー10：スロット2,HOTBAR_10_2,110,255,253,6,4,False
411,ホットバー10：スロット3,HOTBAR_10_3,111,255,253,6,4,False
412,ホットバー10：スロット4,HOTBAR_10_4,112,255,253,6,4,False
