#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown4,SortKey,FontColor,Unknown3,Category,Unknown1,Unknown2
68,絶オメガ検証戦,193705,434,0,0,0,2504,1,0,4,True,True
69,ディープダンジョン：オルト・エウレカ1,193710,465,0,0,0,2358,1,0,4,True,True
70,ディープダンジョン：オルト・エウレカ2,193711,466,0,0,0,2359,1,0,4,True,True
71,クロニクルクエスト：四聖獣奇譚,193712,467,0,0,0,2251,2,0,3,True,True
72,無人島開拓1,193713,468,0,0,0,2340,2,0,8,True,True
73,無人島開拓2,193714,469,0,0,0,2341,1,0,8,True,True
74,友好部族クエスト：コウジン族,193960,524,0,0,0,2308,1,0,3,True,True
75,友好部族クエスト：アナンタ族,193959,525,0,0,0,2309,1,0,3,True,True
76,友好部族クエスト：ナマズオ族,193961,526,0,0,0,2310,1,0,3,True,True
77,時代の終焉,193715,527,0,0,0,2250,1,0,3,True,True
78,10周年記念,193716,523,0,0,0,3950,1,0,7,True,True
79,世界を釣る者,193717,529,0,0,0,2346,1,0,8,True,True
80,太公望への道,193718,530,0,0,0,2347,1,0,8,True,True
81,月下の雀士,193719,531,0,0,0,2350,1,0,8,True,True
82,友好部族クエスト：バヌバヌ族,193956,567,0,0,0,2305,1,0,3,True,True
83,友好部族クエスト：グナース族,193957,568,0,0,0,2306,1,0,3,True,True
84,友好部族クエスト：モーグリ族,193958,569,0,0,0,2307,1,0,3,True,True
85,ミソロジー・オブ・エオルゼア：ハルオーネ,193723,572,0,0,0,2252,2,0,3,True,True
86,ミソロジー・オブ・エオルゼア：メネフィナ,193724,572,0,0,0,2253,2,0,3,True,True
87,ミソロジー・オブ・エオルゼア：サリャク,193725,572,0,0,0,2254,2,0,3,True,True
88,ミソロジー・オブ・エオルゼア：ニメーヤ,193726,572,0,0,0,2255,2,0,3,True,True
89,ミソロジー・オブ・エオルゼア：リムレーン,193727,572,0,0,0,2256,2,0,3,True,True
90,ミソロジー・オブ・エオルゼア：オシュオン,193728,572,0,0,0,2257,2,0,3,True,True
91,ミソロジー・オブ・エオルゼア：ビエルゴ,193729,572,0,0,0,2258,2,0,3,True,True
92,ミソロジー・オブ・エオルゼア：ラールガー,193730,572,0,0,0,2259,2,0,3,True,True
93,ミソロジー・オブ・エオルゼア：アーゼマ,193731,572,0,0,0,2260,2,0,3,True,True
94,ミソロジー・オブ・エオルゼア：ナルザル,193732,572,0,0,0,2261,2,0,3,True,True
95,ミソロジー・オブ・エオルゼア：ノフィカ,193733,572,0,0,0,2262,2,0,3,True,True
96,ミソロジー・オブ・エオルゼア：アルジク,193734,572,0,0,0,2263,2,0,3,True,True
97,タタルの大繁盛商店,193722,573,0,0,0,2242,1,0,3,True,True
98,クロの空想帳,193720,570,0,0,0,2351,2,0,8,True,True
99,ソーチョーの幻想盤,193721,571,0,0,0,2352,1,0,8,True,True
100,ブランダーヴィル1,193735,575,0,0,0,3951,1,0,7,True,True
101,ブランダーヴィル2,193736,576,0,0,0,3952,1,0,7,True,True
102,ブランダーヴィル3,193737,577,0,0,0,3953,1,0,7,True,True
103,妖怪ウォッチ ぷにぷに,193738,607,0,0,0,3954,1,0,7,True,True
104,友好部族クエスト：コボルド族,193954,694,0,0,0,2302,1,0,3,True,True
105,友好部族クエスト：シルフ族,193952,695,0,0,0,2301,1,0,3,True,True
106,友好部族クエスト：アマルジャ族,193951,696,0,0,0,2300,1,0,3,True,True
107,友好部族クエスト：サハギン族,193955,697,0,0,0,2303,1,0,3,True,True
108,友好部族クエスト：イクサル族,193953,698,0,0,0,2304,1,0,3,True,True
109,トライヨラ1,193662,701,0,0,0,1036,1,0,9,True,True
110,トライヨラ2,193663,702,0,0,0,1037,1,0,9,True,True
111,ソリューション・ナイン1,193664,699,0,0,0,1038,1,0,9,True,True
112,ソリューション・ナイン2,193665,700,0,0,0,1039,2,0,9,True,True
113,友好部族クエスト：ペルペル族,193968,767,0,0,0,2317,1,0,3,True,True
114,イシュガルド1,193654,768,0,0,0,1020,2,0,9,True,True
115,イシュガルド2,193672,769,0,0,0,1021,1,0,9,True,True
116,イディルシャイア1,193655,770,0,0,0,1022,2,0,9,True,True
117,イディルシャイア2,193673,771,0,0,0,1023,1,0,9,True,True
118,クガネ1,193656,772,0,0,0,1024,1,0,9,True,True
119,クガネ2,193668,773,0,0,0,1025,2,0,9,True,True
120,ラールガーズリーチ1,193657,774,0,0,0,1026,1,0,9,True,True
121,ラールガーズリーチ2,193669,775,0,0,0,1027,2,0,9,True,True
122,クリスタリウム1,193658,776,0,0,0,1028,2,0,9,True,True
123,クリスタリウム2,193670,777,0,0,0,1029,1,0,9,True,True
124,ユールモア1,193659,778,0,0,0,1030,1,0,9,True,True
125,ユールモア2,193671,779,0,0,0,1031,1,0,9,True,True
126,オールド・シャーレアン1,193660,780,0,0,0,1032,1,0,9,True,True
127,オールド・シャーレアン2,193666,781,0,0,0,1033,2,0,9,True,True
128,ラザハン1,193661,782,0,0,0,1034,1,0,9,True,True
129,ラザハン2,193667,783,0,0,0,1035,1,0,9,True,True
130,絶もうひとつの未来,193739,872,0,0,0,2505,2,0,4,True,True
131,友好部族クエスト：マムージャ族,193969,873,0,0,0,2318,1,0,3,True,True
132,ディープダンジョン：死者の宮殿1,193706,874,0,0,0,2354,1,0,4,True,True
133,ディープダンジョン：死者の宮殿2,193707,875,0,0,0,2355,2,0,4,True,True
134,ディープダンジョン：アメノミハシラ1,193708,876,0,0,0,2356,1,0,4,True,True
135,ディープダンジョン：アメノミハシラ2,193709,877,0,0,0,2357,1,0,4,True,True
136,蜃気楼の島 クレセントアイル ,193740,879,0,0,0,2403,1,0,4,True,True
137,コスモエクスプローラー1,193741,878,0,0,0,2343,1,0,8,True,True
138,Monster Hunter Wilds1,193742,943,0,0,0,3955,1,0,7,True,True
139,Monster Hunter Wilds2,193743,944,0,0,0,3956,2,0,7,True,True
140,友好部族クエスト：ヨカフイ族,193970,938,0,0,0,2319,1,0,3,True,True
141,ディープダンジョン：ピルグリム・トラバース1,193744,941,0,0,0,2401,1,0,4,True,True
142,ディープダンジョン：ピルグリム・トラバース2,193745,942,0,0,0,2402,1,0,4,True,True
143,コスモエクスプローラー2,193746,940,0,0,0,2344,1,0,8,True,True
144,無人島開拓3,193747,939,0,0,0,2342,2,0,8,True,True
145,コスモエクスプローラー3,193748,1020,0,0,0,2345,2,0,8,True,True
146,シンプルスタイル1,193016,1044,0,0,0,15,2,0,7,True,True
147,シンプルスタイル2,193017,1045,0,0,0,16,2,0,7,True,True
148,シンプルスタイル3,193018,1046,0,0,0,17,2,0,7,True,True
149,シンプルスタイル4,193019,1047,0,0,0,18,2,0,7,True,True
150,シンプルスタイル5,193020,1048,0,0,0,19,2,0,7,True,True
151,シンプルスタイル6,193021,1049,0,0,0,20,2,0,7,True,True
152,シンプルスタイル7,193022,1050,0,0,0,21,2,0,7,True,True
153,シンプルスタイル8,193023,1051,0,0,0,22,2,0,7,True,True
154,,0,0,0,0,0,0,0,0,0,False,False
155,,0,0,0,0,0,0,0,0,0,False,False
156,,0,0,0,0,0,0,0,0,0,False,False
157,,0,0,0,0,0,0,0,0,0,False,False
158,,0,0,0,0,0,0,0,0,0,False,False
159,,0,0,0,0,0,0,0,0,0,False,False
160,,0,0,0,0,0,0,0,0,0,False,False
161,,0,0,0,0,0,0,0,0,0,False,False
162,,0,0,0,0,0,0,0,0,0,False,False
163,,0,0,0,0,0,0,0,0,0,False,False
164,,0,0,0,0,0,0,0,0,0,False,False
165,,0,0,0,0,0,0,0,0,0,False,False
166,,0,0,0,0,0,0,0,0,0,False,False
167,,0,0,0,0,0,0,0,0,0,False,False
168,,0,0,0,0,0,0,0,0,0,False,False
169,,0,0,0,0,0,0,0,0,0,False,False
170,,0,0,0,0,0,0,0,0,0,False,False
