#,Unknown0,Unknown1,Unknown2
2205,,惜しまず分かち合うべし　人徳がやがて助ける,True
2206,,戦友を得る　闘技場の高みを目指せ,True
2300,財産,日課を怠らず過ごせ　塵積もって財となる,True
2301,,家移りに吉あり　好機を逃すな,True
2302,,山野での採集に利あり,True
2303,,仲間の仲介あれば、商機あり,True
2304,,空と海に財あり　飛空艇や潜水艦を派遣せよ,True
2305,,演習場に果報あり　賞杯を集めよ,True
2306,,資源を得よ　刻限を見極めるべし,True
2400,闘争,勝てる　食事薬品の準備を怠らぬこと,True
2401,,苦戦するが勝てる　装備を見直すべし,True
2402,,勝てる　ただし驕れば、次は負ける,True
2403,,力量はよし　仲間と呼吸を合わせよ,True
2404,,力量はよし　仲間と呼吸を合わせよ,True
2405,,,False
2406,,,False
2500,運勢,時神の如き信念があれば、他者に惑わされることがないでしょう,True
2501,,知神の如き叡智があれば、凶事も切り抜けられるでしょう,True
2502,,戦神の如き志があれば、戦い続けることができるでしょう,True
2503,,月神の如き視点があれば、大局を見据えることができるでしょう,True
2504,,日神の如き豪気さがあれば、仲間を導くこともできるでしょう,True
3100,冒険,動く前に目的地を定めよ,True
3101,,異種族との出会あり　率先して頼み事を聞くべし,True
3102,,障りなし　寄り道に吉あり,True
3103,,ひとり旅に難あり　友を呼び共に歩め,True
3104,,最初に訪れた都市に赴け　開運の兆しあり,True
3105,,猛者集う地にて実力を示せ,True
3106,,武器を鍛え上げ、強さを追い求めよ,True
3200,絆,音信怠らねば安泰　まめに連絡せよ,True
3201,,旧友との縁あり　旧交を温めよ,True
3202,,時遅れて出会いあり　辛抱強く待て,True
3203,,他人を助けると縁あり,True
3204,,いまの絆を尊重し、より固くすべし,True
3205,,孤独を極めるが楽しい　心持ち次第,True
3206,,眼鏡の輝きで、人の真心を見極めよ,True
3300,財産,売れ　待つほどに損あり,True
3301,,家財をよく整理すること,True
3302,,損を怖れなければ、多少の利あり,True
3303,,散財多し　欲しいものは手に入る,True
3304,,友の助けで得られることあり,True
3305,,小回りの利く土地が良し,True
3306,,祝祭に宝あり　くまなく臨め,True
3400,闘争,負けるが、地面を見た数だけ強くなる,True
3401,,油断の気配あり　最後まで気を抜かずに挑め,True
3402,,修行に雑念多し　万事全力を尽くせ,True
3403,,仲間との鍛錬を続けるべし,True
3404,,仲間との鍛錬を続けるべし,True
3405,,,False
3406,,,False
3500,運勢,海神の如き荒々しさがあれば、運命の荒波にも抗えるでしょう,True
3501,,旅神の如き呑気さがあれば、多少の失敗も気にならないでしょう,True
3502,,星神の如き達観があれば、運に翻弄されることがないでしょう,True
3503,,壊神の如き厳しさがあれば、困難な状況も打破できるでしょう,True
3504,,工神の如き技巧があれば、装備が壊れても安心でしょう,True
4100,冒険,計画を十分にたてるべし,True
4101,,不摂生が祟る　よく身体をいたわり旅せよ,True
4102,,鯰のような者に道を阻まれる　用心せよ,True
4103,,障りなし　平常心で臨め,True
4104,,災いあり　自らが周囲の救いとなるよう行動すべし,True
4105,,兎多き土地を目指すべし,True
4106,,彼方に思いを馳せ、気持ち切り替えよ,True
4200,絆,古き知人の中に良縁あり　ただし後を気をつけよ,True
4201,,想いを寄せられるが迷う,True
4202,,仲間を信頼せよ　噂に惑わされる事なかれ,True
4203,,争いの気配あり　優しさを忘れるなかれ,True
4204,,誤解される気配あり　至誠を尽くすべし,True
4205,,十二方を見回して惑う　信心を定めよ,True
4206,,近くに出会い少なし　物理の境界を越えていけ,True
4300,財産,落ち着いて臨め　相場見誤るなかれ,True
4301,,クジ運悪し　気長に待て,True
4302,,商材の在庫を抱えるが、無駄にはならない,True
4303,,利すくなし　リテイナーの装いを改めれば吉あり,True
4304,,不漁の気配あり　釣りは時運を見極めよ,True
4305,,倉庫が溢れる　見切りを付けよ,True
4306,,粋な装いを楽しむが、散財する,True
4400,闘争,連れ人による　寛大なる心もち挑め,True
4401,,怖れは失敗に通じる　戦いには覚悟を決めて挑め,True
4402,,勝利を急ぐな　かえって時間がかかる,True
4403,,勝利は得るが、望んだ報酬は得にくい　繰り返し挑め,True
4404,,勝利は得るが、望んだ報酬は得にくい　繰り返し挑め,True
4405,,,False
4406,,,False
4500,運勢,壊神の雷が如き突然の不運に、日頃から備えておきましょう,True
4501,,戦神の大盾の如き苦難の壁にも、思い切ってぶつかりましょう,True
4502,,月神の番犬の如き獰猛な敵には、策を練ってから挑みましょう,True
4503,,海神の波浪の如き困難には、好機を待ってから対処しましょう,True
4504,,知神の巻物の如き難問には、新たな知識を以て答えを探しましょう,True
5100,冒険,天気に恵まれず　辛抱強く待て,True
5101,,気を抜くと祝祭を逃す　忘れずに参加せよ,True
5102,,順番待ちあり　申し訳ありませんが、しばらくお待ちください,True
5103,,監獄に送られる　日々の行いを見直すべし,True
5104,,流星に備えよ　油断すれば破滅する,True
5105,,暗き土地にて、運気高めるとよし,True
5106,,懐かしきはじまりを思い起こすべし,True
5200,絆,音信あり　相手を想い言葉を選べ,True
5201,,高嶺の花には手を出すな　叶わない,True
5202,,深入りするな　すれば泥沼に落ちる,True
5203,,言葉に注意すべし　言ってからの後悔では遅い,True
5204,,崩壊の兆し　誠意に応えよ,True
5205,,別れ近いが防げる　話し合え,True
5206,,虚栄にて信用が揺らぐ　心のままにあれ,True
5300,財産,欲するほどに小さき数字を引く　無心にて挑め,True
5301,,魔紋との縁なし　仲間の地図に頼れ,True
5302,,遊技場では無欲になるべし　愉しむことこそ至上,True
5303,,高きマテリアほど割れる　身を清めてから挑め,True
5304,,石集めを忘れる　早めに終えよ,True
5305,,家財が撤去される　帰宅せよ,True
5306,,市で大枚を叩く　己が力で得よ,True
5400,闘争,付け焼き刃は折れる　培った技で挑め,True
5401,,雑念多し　集中して全力を尽くせ,True
5402,,苦戦は続く　努力の方向を変えよ,True
5403,,勝てず　苦しいときほど仲間と励ましあえ,True
5404,,付け焼き刃は折れる　培った技で挑め,True
5405,,,False
5406,,,False
5500,運勢,星神の如き道ならぬ恋を手放さねば、破滅へ向かうでしょう,True
5501,,商神の如き二面性を手放さねば、誤解され信用を失うでしょう,True
5502,,地神の如き怒りを手放さねば、争いは長引くことでしょう,True
5503,,時神の如き混沌を手放さねば、事態はさらに悪化するでしょう,True
5504,,日神の如き豪気さを手放さねば、周囲を焦がしてしまうでしょう,True
