#,Unknown0,Unknown1,Unknown2,Unknown3,Pet,Action,Location,Unknown7,Unknown8,Unknown9,LocationKey,Unknown11[0],Unknown11[1],Unknown11[2],Unknown11[3],Unknown11[4],Unknown11[5],Unknown11[6],Unknown11[7],Unknown11[8],Unknown11[9],Unknown11[10],Unknown11[11],Unknown11[12],Unknown11[13],Unknown11[14],Unknown11[15]
20,森林や草原に分布する食虫植物。花弁に擬態し、近づいてきた大型昆虫を葉面の粘液で固定、根を差し込んで体液を吸う。過去には、この種を観葉植物にしようと挑み、その苗床になってしまった愚か者もいるらしい。,魔法風属性ダメージ＋ノックバック＋毒,敵に魔法無属性ダメージ＋被魔法ダメージ上昇,242020,67,49697,54,4,16,2,1,100,97,97,97,97,False,False,False,False,False,True,False,False,False,False,False
21,発達した二本足で大地を疾走する肉食獣。羽毛を持つが、博物学的にはラプターの近縁種と考えられており、甲鱗綱に分類される。多彩な毒素を体内で生成できるが、そのために食す餌の種類で羽毛の色が変化するという。,魔法氷属性ダメージ,敵に魔法無属性ダメージ＋石化,242021,68,48644,33,6,5,2,1,97,94,97,97,97,False,True,False,False,False,False,False,False,False,False,False
22,乾燥地帯に棲息する移動性のサボテン。過酷な環境を生き残るため、脅威を感じると針を発射し防衛行動をとる。近年では遊技場のマスコットのモチーフになったことで安易に近づく者が増え、問題になっているようだ。,物理突属性ダメージ,味方に諸刃の剣,242022,69,45187,42,4,18,2,1,97,94,94,94,94,False,False,False,False,False,True,False,False,False,False,False
23,生命なき泥や石塊に、仮初めの命を与えた魔法生命体。魔道士によって人為的に生成されるケースが多いが、霊災の影響などで環境エーテルが乱れた場合など特定の条件下では、自然発生的に生じることが確認されている。,魔法土属性ダメージ,敵に魔法土属性ダメージ＋土属性耐性低下,242023,70,48647,45,7,25,2,1,94,94,94,94,94,False,False,False,True,False,False,False,False,False,False,False
24,主に海辺に棲息する大型海鳥。翼を用いて海中を泳ぎ、イワシなどの小型魚を食すが、危機を感じると胃に収めた魚を勢いよく吐き出して攻撃することも。その際、マグロなどの大型魚の幻影をまとわせ威嚇するという。,魔法水属性ダメージ,敵に魔法水属性ダメージ＋スロウ,242024,71,45187,32,3,48,2,1,97,97,97,97,85,True,False,False,False,False,False,False,False,False,False,False
25,サベネア島原産の巨大陸亀。第六星暦末期に祝祭用に輸入された「ドードーの卵」の中に、アダマンタスのものが混入。その一部が孵化して野生化してしまった。その卵はエオルゼア三大珍味の一角としても知られている。,魔法雷属性ダメージ,味方に被物理ダメージ軽減＋石化耐性向上,242025,72,49692,43,6,44,2,1,94,97,94,94,94,False,False,False,False,False,False,False,False,False,False,False
26,逞しい四肢と横に長い角を持つ大型の水牛。ティノルカやラノシアの辺境の村々で農耕や食肉用に飼育されているが、逃れて野生化した個体もいる様子。巨体によるふみつけは脅威で、若手冒険者が負傷するケースも多い。,物理打属性ダメージ,敵に魔法無属性ダメージ＋スタン,242026,73,45188,30,1,30,3,1,88,88,88,88,88,False,False,False,False,False,False,True,False,False,False,False
27,古代都市ニームの人々が、食用にするために魔法によって巨大化させた貝類の末裔。歯ごたえは良いが無味に近く、現代ではほとんど食べられない。これをどうにか活かせないかと、調理師ギルドが挑んでいるという。,魔法氷属性ダメージ,敵に魔法無属性ダメージ＋毒,242027,74,48644,42,5,39,2,1,91,91,91,91,91,False,False,False,False,False,True,False,False,False,False,False
28,筒状の肉体を有する巨大な環形動物。身体を細かく震動させることで砂を液状化させ、砂上を素早く移動する。成長しても変態を遂げず、ただひたすらに大きく成長していくため、その体長は年齢と同義となる。,魔法土属性ダメージ＋暗闇,敵に魔法土属性ダメージ＋ヘヴィ,242028,75,49694,45,2,26,2,1,91,91,91,91,91,False,False,False,False,True,False,False,False,False,True,False
29,岩場や鉱山に出没する漆黒の魔物。呪具綱とされる理由は「彼らは石に操られているに過ぎない」とする古典『百石大鑑』の分類による。なお、個体によっては人語を解するほどに高い知性を示す者もいるようだ。,魔法火属性ダメージ,敵に7回攻撃物理打属性ダメージ,242029,76,49691,43,7,33,2,1,91,91,100,91,91,False,False,False,True,False,False,False,False,False,False,False
30,小山のように巨大な二足獣。頭部に生える苔とは共生関係にあり、カモフラージュとする代わりに保水を欠かさない。空腹時には動くものを片っ端からその大口に放り込むが、くしゃみとともに吐き戻すことも多いようだ。,物理打属性ダメージ,敵に魔法無属性ダメージ＋病気,242030,77,45188,31,1,21,3,1,85,85,85,85,85,False,False,False,False,False,False,False,False,False,True,False
31,肥大化した身体に短い四肢を備える巨大ヒキガエル。粘着質な舌先を素早く伸ばして、ビートル属などの大型虫を捕らえて丸呑みにする姿は圧巻。極東では「ガマ」と呼ばれる近縁種を、使い魔とする忍者がいるらしい。,魔法氷属性ダメージ,敵に物理打属性ダメージ＋引き寄せ＋命中率ダウン,242031,78,45188,31,5,19,2,1,88,88,88,88,88,False,False,False,False,True,False,False,False,False,False,False
32,南洋原産の色鮮やかな鳥。花の蜜を吸うために、独特の形状のくちばしを持つに至ったといわれている。光り物を好む性質があり、ときに人語を真似て興味を引いた隙を狙い、商人などから貴重品を奪うこともあるようだ。,物理突属性ダメージ,敵に5回攻撃物理突属性ダメージ,242032,79,45187,32,3,50,2,1,88,88,88,88,88,False,False,False,False,False,False,False,False,False,False,False
33,類を見ない獰猛さで恐れられる、近東地域原産の四脚肉食獣。自在に動く二本の触角から、電撃を放ち獲物を麻痺させて捕食する。戦闘獣として調教されることもあり、海賊がクァールを使役する姿も目撃されている。,魔法雷属性ダメージ,敵に魔法雷属性ダメージ＋麻痺＋雷属性耐性低下,242033,80,48645,350,1,14,3,1,94,94,94,94,79,False,False,True,False,False,False,False,False,False,False,False
34,森林地帯に棲息する二本足の肉食トカゲ。鳥ではないが、飛ぶように獲物を狙って疾走する狩猟スタイルから猛禽（ラプター）と称される。その際、番いで狩りを行うことでも知られており、ペアの絆は深いという。,魔法氷属性ダメージ,敵に魔法火属性ダメージ＋火属性耐性低下,242034,81,48644,54,6,14,2,1,91,91,100,91,91,False,False,False,False,False,False,False,False,False,False,False
35,灼熱の炎息で焼き殺してから獲物を食する、凶暴な大型獣。アマルジャ族の使役獣、あるいはドラゴン族の眷属として知られる。種によって吐息の性質が異なり、炎の代わりに雷を武器とする亜種はビアストと呼ばれる。,魔法火属性ダメージ,味方に被魔法ダメージ軽減＋火属性耐性向上,242035,82,49691,45,6,46,2,1,88,100,88,88,88,False,False,False,False,False,False,False,False,False,False,False
36,移動性の巨木。普段は樹木に擬態しており動かないが、腹を空かせると動きだし、動植物を捕獲して口に放り込む。人里近くで見られることも多いものの、概ね温厚ゆえ黒衣森では「森の守護者」として親しまれている。,魔法土属性ダメージ＋悪夢,敵に魔法風属性ダメージ＋ノックバック,242036,83,48647,54,4,10,2,1,94,100,91,91,91,False,False,False,False,False,True,False,True,False,False,False
37,乾燥地帯に分布する巨大アリ。知性はないが、女王を中心に高度に統制された社会生活を営む。彼らが地下に築く巣は、群れの規模が大きいほど長大になり、迷路のように複雑になっていく。安易に入るのは危険だろう。,物理突属性ダメージ,敵にスロウ＋味方に霊極性耐性向上,242037,84,45186,12,2,32,1,2,88,88,88,88,88,True,False,False,False,False,False,False,False,False,False,False
38,獅子と山羊、ドラゴンの顔を有す異形の魔物。背にはコウモリの如き翼が生え、尾は蠍のそれを思わせるなど、複数の獣の特徴を併せ持つ。合成獣を示す「キメラ」という語の語源は、この魔物のことである。,魔法火属性ダメージ＋対象が氷結状態なら追加ダメージ,敵に魔法氷属性ダメージ＋氷結＋氷属性耐性低下,242038,85,45186,12,1,21,3,2,79,79,79,100,94,False,True,False,False,False,False,False,False,False,False,False
39,移動性の大型食獣植物。獲物を捕食するために、捕食器官から強烈な臭気を放つことで知られる。臭気の質は種類や生息地、捕食した獲物によって変わるようで、究極の香りを求めて飼育する好事家もいるらしい。,物理突属性ダメージ,敵に魔法無属性ダメージ＋スロウ＋暗闇＋麻痺,242039,86,45188,54,4,22,2,1,88,88,88,88,88,True,False,True,False,True,True,False,False,False,False,False
40,人死にのあった場所に現れるため、未練を残して死んだ者の魂がこの世を彷徨い続けているとされる浮遊体。禍々しい呪言を発しながら漂う様はまさに悪霊だが、動物のような弾力のある皮膜を有しており、未だ謎が多い。,魔法風属性ダメージ＋死の宣告,敵に魔法無属性ダメージ＋死の宣告＋対象が病気状態なら追加ダメージ,242040,87,49693,30,8,17,5,1,94,94,94,94,94,False,False,False,False,False,False,False,False,False,False,True
41,河底を住処とする大型両生類。水中に伏して機を窺い、頭頂の発雷器官より雷を発して獲物を痺れさせた後、丸呑みにする。ほかにも粘性の水弾を投げつけて獲物の自由を奪うなど、多彩な攻撃手段を有しているようだ。,魔法水属性ダメージ,敵に魔法無属性ダメージ＋被魔法ダメージ上昇,242041,88,48648,54,5,16,2,1,85,85,85,85,85,False,False,False,False,False,False,False,False,False,False,False
42,人を丸呑みにするほどの巨体を誇る大蛇。異様なまでに生命力が強いため、その血が錬金薬として有用なのではないかと指摘され、捕獲に挑んで失敗するケースが後を絶たない。血に有効成分が含まれるかどうかは未確認。,物理突属性ダメージ＋毒,敵に魔法無属性ダメージ＋石化,242042,89,45187,67,6,30,2,1,85,85,85,85,85,False,True,False,False,False,True,False,False,False,False,False
43,古代アラグ文明が、ドラゴン族ベースで創ったキメラ生物。複数の頭を有しており、多種多様なブレスで敵を圧倒する。なお、ドラゴン族と異なり、知性はなく、ときに頭同士が対立し壮絶な同士討ちを演じることも。,物理突属性ダメージ,敵に魔法無属性ダメージ＋病気,242043,90,45186,75,6,13,3,2,82,82,82,82,82,False,False,False,False,False,False,False,False,False,True,False
44,節くれ立った細長い身体と、6対の翅を持つ肉食性の羽虫。縄張り意識が強く、産卵地の水場を中心として巡回する姿が見られる。しばしば、大型ハエに寄生されていることがあり、腹から幼虫が採れることがあるらしい。,魔法風属性ダメージ,敵に魔法無属性ダメージ＋毒,242044,91,49693,22,2,41,1,2,85,85,85,85,85,False,False,False,False,False,True,False,False,False,False,False
45,不浄な胞子の苗床となり、腐り果てたグゥーブー。体内に繁殖した菌類によって、死後も操り人形のように動かされ、次の繁殖地へと移動する。この胞子が人にも悪影響を及ぼすのかどうか、学会でも結論が出ていない。,魔法土属性ダメージ,敵に魔法無属性ダメージ＋引き寄せ,242045,92,49694,22,8,29,5,2,91,97,91,91,91,False,False,False,False,False,False,False,False,False,False,False
46,季節風に乗って「渡り」をすることで知られる巨大鳥。第七霊災直後に目撃例が増えたため、市民の間で不安が拡大した結果、ウルダハでは「ズーを一撃で仕留められる剣」なる怪しい詐欺商品が出回ることとなった。,物理打属性ダメージ＋移動,敵に魔法風属性ダメージ＋風属性耐性低下,242046,93,49698,17,3,15,3,2,85,85,85,85,97,False,False,False,False,False,False,False,False,False,False,False
47,氷塊に仮初めの命が宿った魔法生命体。自然発生するケースも皆無ではないが、魔道士によって生み出される場合がほとんど。かつて魔大戦において、氷の兵団を率いて戦う魔道士がいた、との記録もあるようだ。,魔法氷属性ダメージ,味方に与魔法ダメージ上昇,242047,94,49690,27,7,28,3,2,88,88,88,88,88,False,False,False,True,False,False,False,False,False,False,False
48,海棲の大型甲殻類。尾の先端が鋏のような形になっており、これで水棲綱の魔物を捕らえて切断し、その内臓を啜る。とある運河に潜んで、幾多の船を沈め、船の墓場を築いたという伝承も語り継がれているという。,物理突属性ダメージ,敵に魔法水属性ダメージ＋時々対象のＨＰを1桁にする,242048,95,49695,28,5,24,3,2,82,82,82,82,82,False,False,False,False,False,False,False,False,False,False,True
49,絶滅したと考えられていた人喰い妖花。第七霊災時に露出した古代の地層から種が露出したのか、近年、目撃例が相次いでいる。独特の香りで蜂を誘引して操るともいわれ、冒険者の中には異様に忌み嫌う者もいるらしい。,魔法風属性ダメージ,敵に魔法無属性ダメージ＋死の宣告,242049,96,45187,98,4,49,3,2,85,85,85,85,85,False,False,False,False,False,True,False,False,False,False,True
50,異常に発達した筋肉を有す肉食獣。第七霊災を境に目撃情報が相次ぐようになったため、蛮神バハムートの落とし子として「ベヒーモス」と名付けられた。近年では遥か古代から存在する生物という見解が主流。,魔法雷属性ダメージ,敵に魔法火属性ダメージ,242050,97,48645,92,1,26,4,2,76,76,76,76,97,False,False,False,False,False,False,False,False,False,False,False
