#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
19,Lominsan Howler,Gridanian Howler,Ul'dahn Howler,Lominsan Howler,Gridanian Howler,Ul'dahn Howler
20,Lominsan Growler,Gridanian Growler,Ul'dahn Growler,Lominsan Growler,Gridanian Growler,Ul'dahn Growler
21,Lominsan Growler,Gridanian Growler,Ul'dahn Growler,Lominsan Growler,Gridanian Growler,Ul'dahn Growler
22,Lominsan Growler,Gridanian Growler,Ul'dahn Growler,Lominsan Growler,Gridanian Growler,Ul'dahn Growler
23,Lominsan Growler,Gridanian Growler,Ul'dahn Growler,Lominsan Growler,Gridanian Growler,Ul'dahn Growler
24,Lominsan Growler,Gridanian Growler,Ul'dahn Growler,Lominsan Growler,Gridanian Growler,Ul'dahn Growler
25,Lominsan Growler,Gridanian Growler,Ul'dahn Growler,Lominsan Growler,Gridanian Growler,Ul'dahn Growler
26,Lominsan Growler,Gridanian Growler,Ul'dahn Growler,Lominsan Growler,Gridanian Growler,Ul'dahn Growler
27,Lominsan Growler,Gridanian Growler,Ul'dahn Growler,Lominsan Growler,Gridanian Growler,Ul'dahn Growler
28,Lominsan Growler,Gridanian Growler,Ul'dahn Growler,Lominsan Growler,Gridanian Growler,Ul'dahn Growler
29,Lominsan Growler,Gridanian Growler,Ul'dahn Growler,Lominsan Growler,Gridanian Growler,Ul'dahn Growler
30,Lominsan Hound,Gridanian Hound,Ul'dahn Hound,Lominsan Hound,Gridanian Hound,Ul'dahn Hound
31,Lominsan Hound,Gridanian Hound,Ul'dahn Hound,Lominsan Hound,Gridanian Hound,Ul'dahn Hound
32,Lominsan Hound,Gridanian Hound,Ul'dahn Hound,Lominsan Hound,Gridanian Hound,Ul'dahn Hound
33,Lominsan Hound,Gridanian Hound,Ul'dahn Hound,Lominsan Hound,Gridanian Hound,Ul'dahn Hound
34,Lominsan Hound,Gridanian Hound,Ul'dahn Hound,Lominsan Hound,Gridanian Hound,Ul'dahn Hound
35,Lominsan Hound,Gridanian Hound,Ul'dahn Hound,Lominsan Hound,Gridanian Hound,Ul'dahn Hound
36,Lominsan Hound,Gridanian Hound,Ul'dahn Hound,Lominsan Hound,Gridanian Hound,Ul'dahn Hound
37,Lominsan Hound,Gridanian Hound,Ul'dahn Hound,Lominsan Hound,Gridanian Hound,Ul'dahn Hound
38,Lominsan Hound,Gridanian Hound,Ul'dahn Hound,Lominsan Hound,Gridanian Hound,Ul'dahn Hound
39,Lominsan Hound,Gridanian Hound,Ul'dahn Hound,Lominsan Hound,Gridanian Hound,Ul'dahn Hound
40,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker
41,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker
42,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker
43,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker
44,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker
45,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker
46,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker
47,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker
48,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker
49,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker,Lominsan Stalker,Gridanian Stalker,Ul'dahn Stalker
50,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser
51,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser
52,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser
53,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser
54,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser
55,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser
56,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser
57,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser
58,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser
59,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser,Lominsan Chaser,Gridanian Chaser,Ul'dahn Chaser
60,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper
61,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper
62,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper
63,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper
64,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper
65,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper
66,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper
67,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper
68,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper
69,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper,Lominsan Ripper,Gridanian Ripper,Ul'dahn Ripper
70,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf
71,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf
72,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf
73,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf
74,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf
75,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf
76,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf
77,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf
78,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf
79,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf,Lominsan Wolf,Gridanian Wolf,Ul'dahn Wolf
80,Ocean Star,Shroud Star,Desert Star,Ocean Star,Shroud Star,Desert Star
81,Ocean Star,Shroud Star,Desert Star,Ocean Star,Shroud Star,Desert Star
82,Ocean Star,Shroud Star,Desert Star,Ocean Star,Shroud Star,Desert Star
83,Ocean Star,Shroud Star,Desert Star,Ocean Star,Shroud Star,Desert Star
84,Ocean Star,Shroud Star,Desert Star,Ocean Star,Shroud Star,Desert Star
85,Ocean Star,Shroud Star,Desert Star,Ocean Star,Shroud Star,Desert Star
86,Ocean Star,Shroud Star,Desert Star,Ocean Star,Shroud Star,Desert Star
87,Ocean Star,Shroud Star,Desert Star,Ocean Star,Shroud Star,Desert Star
88,Ocean Star,Shroud Star,Desert Star,Ocean Star,Shroud Star,Desert Star
89,Ocean Star,Shroud Star,Desert Star,Ocean Star,Shroud Star,Desert Star
90,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
91,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
92,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
93,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
94,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
95,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
96,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
97,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
98,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
99,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
100,Protector of the Sea,Protector of the Wood,Protector of the Sands,Protector of the Sea,Protector of the Wood,Protector of the Sands
