#,Unknown0,Unknown1,Unknown2,Unknown5,Unknown6,Unknown3,Unknown4
128,0,2014943,3,0,0,4,0
129,0,2014943,3,0,0,4,0
130,0,2014943,3,0,0,4,0
131,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0
134,11952724,2014717,1,4,0,7,0
135,11952725,2014717,1,5,0,7,0
136,11952726,2014717,1,6,0,7,0
137,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0
143,11944722,2014818,1,0,0,3,1
144,11944723,2014818,1,0,0,3,1
145,11944724,2014818,1,0,0,3,1
146,11944726,2014818,1,0,0,3,1
147,11944727,2014818,1,0,0,3,1
148,11944728,2014818,1,0,0,3,1
149,11944729,2014818,1,0,0,3,1
150,11944731,2014818,1,0,0,3,1
151,11944732,2014818,1,0,0,3,1
152,0,2014941,3,0,0,4,0
153,0,2014941,3,0,0,4,0
154,0,2014941,3,0,0,4,0
155,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0
158,11952742,2014717,1,7,0,7,0
159,11952743,2014717,1,8,0,7,0
160,11952744,2014717,1,9,0,7,0
161,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0
167,11944690,2014963,0,0,0,3,0
168,11944693,2014963,0,0,0,3,0
169,11944694,2014963,0,0,0,3,0
170,11944695,2014963,0,0,0,3,0
171,11944696,2014963,0,0,0,3,0
172,11944697,2014963,0,0,0,3,0
173,0,2014943,3,0,0,4,0
174,0,2014941,3,0,0,4,0
175,0,2014941,3,0,0,4,0
176,12025949,2014818,1,0,0,3,1
177,12025950,2014818,1,0,0,3,1
178,12025951,2014818,1,0,0,3,1
179,12025952,2014818,1,0,0,3,1
180,12025953,2014818,1,0,0,3,1
181,12025954,2014818,1,0,0,3,1
182,12025955,2014818,1,0,0,3,1
183,12025956,2014818,1,0,0,3,1
184,12025957,2014818,1,0,0,3,1
185,12025958,2014818,1,0,0,3,1
186,12025959,2014818,1,0,0,3,1
187,12025960,2014818,1,0,0,3,1
188,12025961,2014818,1,0,0,3,1
189,12025962,2014818,1,0,0,3,1
190,12025963,2014818,1,0,0,3,1
191,0,0,0,0,0,0,0
192,12253435,2014591,2,0,0,4,0
193,12253436,2014591,2,0,0,4,0
194,12253437,2014591,2,0,0,4,0
195,12253438,2014592,2,0,0,4,0
196,12253439,2014592,2,0,0,4,0
197,12253440,2014592,2,0,0,4,0
198,12253441,2014590,3,0,0,4,0
199,12253442,2014590,3,0,0,4,0
200,12253443,2014590,3,0,0,4,0
201,12253455,2014594,1,0,0,3,1
202,12253456,2014594,1,0,0,3,1
203,12253457,2014594,1,0,0,3,1
204,12268331,2014594,1,0,0,3,1
205,12268332,2014594,1,0,0,3,1
206,12253458,2014595,1,0,0,3,1
207,12253459,2014595,1,0,0,3,1
208,12253461,2014595,1,0,0,3,1
209,12268334,2014595,1,0,0,3,1
210,12253462,2014593,3,0,0,4,0
211,12253463,2014593,3,0,0,4,0
212,12253464,2014593,3,0,0,4,0
213,12253698,2014717,1,16,0,7,0
214,12253699,2014717,1,17,0,7,0
215,12253700,2014717,1,18,0,7,0
216,12266637,0,2,0,0,5,0
217,12266638,0,2,0,0,5,0
218,12266639,0,2,0,0,5,0
219,12250773,2015128,1,0,0,3,0
220,12268335,2014595,1,0,0,3,1
221,12268336,0,2,0,0,5,0
222,12268337,0,2,0,0,5,0
223,12268312,2014591,2,0,0,4,0
224,12268313,2014592,2,0,0,4,0
225,12286316,2014591,2,0,0,4,0
226,12286317,2014591,2,0,0,4,0
227,12286318,2014591,2,0,0,4,0
228,12286314,2014592,2,0,0,4,0
229,12286315,2014592,2,0,0,4,0
230,12286320,2014592,2,0,0,4,0
231,12286213,2014590,3,0,0,4,0
232,12303255,2014591,3,0,0,3,0
233,12303256,2014591,3,0,0,3,0
234,12303257,2014591,3,0,0,3,0
235,12303258,2014592,3,0,0,3,0
236,12303259,2014592,3,0,0,3,0
237,12303260,2014592,3,0,0,3,0
238,12348572,2014595,1,0,0,3,1
239,12348573,2014595,1,0,0,3,1
240,12348574,2014595,1,0,0,3,1
241,12348575,2014595,1,0,0,3,1
242,12348576,2014595,1,0,0,3,1
243,12348563,0,2,0,0,5,0
244,12348564,0,2,0,0,5,0
245,12348565,0,2,0,0,5,0
246,12348566,0,2,0,0,5,0
247,12348567,0,2,0,0,5,0
248,12552115,2015371,1,0,0,3,1
249,12552116,2015371,1,0,0,3,1
250,12552117,2015371,1,0,0,3,1
251,12553934,2015372,3,0,0,4,0
252,12553936,2015372,3,0,0,4,0
253,12553937,2015372,3,0,0,4,0
254,12553962,2015373,1,0,0,3,10
255,12553963,2015373,1,0,0,3,10
256,12553964,2015373,1,0,0,3,10
257,12562327,2014596,1,0,2,10,0
258,12562328,2014596,1,0,3,10,0
259,12562329,2014596,1,0,4,10,0
260,12525909,2015375,2,0,0,4,0
261,12525910,2015375,2,0,0,4,0
262,12525911,2015375,2,0,0,4,0
263,12525909,2015375,3,0,0,3,0
264,12525910,2015375,3,0,0,3,0
265,12525911,2015375,3,0,0,3,0
266,12600049,2015371,1,0,0,3,1
267,12600050,2015371,1,0,0,3,1
268,12600051,2015371,1,0,0,3,1
269,12600053,2015372,3,0,0,4,0
270,12600055,2015372,3,0,0,4,0
271,12600056,2015372,3,0,0,4,0
272,12634158,2015373,1,0,0,3,10
273,12634159,2015373,1,0,0,3,10
274,12634161,2015373,1,0,0,3,10
275,12634937,2015371,1,0,0,3,1
276,12634938,2015371,1,0,0,3,1
277,12672283,2015373,1,0,0,3,10
278,12672284,2015373,1,0,0,3,10
279,12672285,2015373,1,0,0,3,10
280,12672286,2015373,1,0,0,3,10
281,12672287,2015373,1,0,0,3,10
282,12672288,2015373,1,0,0,3,10
283,12724374,2015375,2,0,0,4,0
284,12724379,2015375,2,0,0,4,0
285,12724382,2015375,2,0,0,4,0
286,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0
