#,Message,ChoicesText[0],ChoicesText[1],ChoicesText[2],ChoicesText[3],ChoicesText[4],ChoicesText[5],ChoicesText[6],ChoicesText[7],ChoicesText[8],ChoicesText[9],NextTalk,ActionTimeline,ChoicesTalk[0],ChoicesTalk[1],ChoicesTalk[2],ChoicesTalk[3],ChoicesTalk[4],ChoicesTalk[5],ChoicesTalk[6],ChoicesTalk[7],ChoicesTalk[8],ChoicesTalk[9],Unknown23,Unknown24,Unknown25,Unknown26,Unknown27
33,"引き換え可能な、くじがございますね。
それでは、抽選結果を発表いたします！",,,,,,,,,,,100,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
34,"……あら、将来有望そうなコじゃない。
あなた、ウルダハ社交界の華を目指して、
ダンスレッスンを受けてみるつもりはない……？",,,,,,,,,,,35,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
35,"そのつもりがあるのなら、ステージに上がりなさいな。
ダンスマスターたちの動きをよく見て、模倣するの。
すべての動きを繰り返せたなら、あなたもダンスマスターよ！",,,,,,,,,,,37,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
36,ステージに移動しますか？,はい,いいえ,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
37,"ダンスマスターたちは、連続して4つのエモートを行います。
合図とともに、同じエモートを順番通りに行いましょう。
使用するエモートは、EXホットバーから選択できます。",,,,,,,,,,,277,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
38,"「ジャンボ・くじテンダー」は、参加してくれた人が多いほど、
貰えるMGPが増えていくから、ぜひお友達と参加してね！",,,,,,,,,,,39,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
39,"「ジャンボ・くじテンダー」で貰える、
「マンダヴィル・ゴールドソーサーポイント（MGP）」には、
その週の購入者数に応じて、購入者ボーナスがつきます。",,,,,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
40,"購入者ボーナスには、複数の段階があります。
くじの購入者が増え、段階が上がるほど、
貰えるボーナスも増えていきます。",,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
41,"抽選結果の発表は、週に一度、
（地球時間）毎週土曜日の午後9時に行われます。",,,,,,,,,,,42,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
42,"また、引き換え期間は、結果発表から一週間後の、
（地球時間）土曜日の午後9時までです。
期間を過ぎると、引き換えは行えませんのでご注意ください。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
43,"抽選結果の発表は、週に一度、
（地球時間）毎週土曜日の午後9時に行われます。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
44,"「ミニ・くじテンダー」の挑戦には、
UNKNOWNMGPが必要となります。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
45,"「ミニ・くじテンダー」の挑戦回数は、
（地球時間）毎日、午前0時にリセットされます。
挑戦回数を終えた場合は、リセット時刻までお待ちください。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
46,"UNKNOWN等、おめでとうございます！
早期引き換えボーナスが加わった、
MGPをどうぞ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
47,"おめでとうございます！　お客様、なんと1等でございます！
早期引き換えボーナスが加わったMGPと、
副賞の「」をどうぞ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
48,"あら、引き換え期間が過ぎてしまったようですね……。
こちらで、不要となったくじを回収させていただきます。
今度は忘れずにお越しくださいね！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
49,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
50,"ゴールドソーサー内に、「スキンチェンジャー」っていう、
人に化ける能力を持ったインプが入り込んじまってな。
どうも、俺に化けて悪戯をしてやがるようなんだ……！",,,,,,,,,,,51,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
51,"俺と、まったく同じ外見のヤツを探しだし、
この「特製煙玉」をぶつけて、正体を暴いてくれないか！？
俺の外見を確認したかったら、もう一度話しかけてくれ！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
52,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
53,"おお、助かったよ！
しかし、あのインプも悪戯好きだからな……。
また忍び込んじまったら、よろしく頼むぜ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
54,"そうか、駄目だったか……。
仕方ねえ、今回は諦めよう……。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
55,"アイヤー、すごい観察力だネエ！
見つけたご褒美をあげるから、見逃してくれないかナア？
ダイジョブ、もう悪戯はしないカラ！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
56,"悪戯はもうしないヨ……？
多分、ネッ！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
57,"ゲホッゲホッ、グエッ！！
てめえ、何しやがる！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
58,うっ…………煙が目に染みる。,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
59,"おいおい！？
せっかく楽しんでるんだから、野暮な悪戯はしないでくれよ。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
60,"うう、またか……！
さっきから、何回も煙玉をぶつけられてるんだ。
そろそろ怒るからな！？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
61,"うわあっ！？
君、そういう悪戯はよくないよぉ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
62,"ああ、もうっ！
私の気を引きたいからって、悪戯しちゃダ～メ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
63,きゃあ、なにをするんですか！？,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
64,"ゴホッ……いきなりなんなの？
不愉快だわ……。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
65,"ゴホッ、ゴホッ……。
ちょっと、私をなんだと思ってるわけ？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
66,"うわあ！？
もう、これから遊ぼうってときに、悪戯はやめてよね！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
67,"ブハッ、ゴホッ……。
こ、これもゴールドソーサーの出し物なのか？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
68,"うおわぁ！？
い、田舎者だからといって、この仕打ちはないと思うぞ。
……え、そうじゃない？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
69,"ぶふっ！？
ま、前が見えない……！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
70,"こふっ…………。
これがゴールドソーサー流の歓迎ってやつか？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
71,"ゴールドソーサーの従業員に、お届け物があるんですが……
困ったことに、私どもを「敵視」している盗賊団に、
眼をつけられちまいましてね。",,,,,,,,,,,72,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
72,"お手数なのですが、この「繊細な壺」を、
奴らの視界に入らないよう届けてくれませんか？
かなり壊れやすいから、そ～～っと運んでくださいね！",,,,,,,,,,,80,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
73,"ああ、無事に壺を届けてくださったようですね！
ありがとうございます！
また届け物の際は、よろしく頼みますよ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
74,"粗野な盗賊どもは、見境がありません。
見つかれば、「繊細な壺」は壊されちまうでしょう。
奴らの視界に入らないよう、気をつけてくださいね！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
75,"くっ、奴らに壺を取られちまいましたか……。
しかし、手厚い保障も「ラプトル運送」のウリのひとつ！
こんなこともあろうかと、自腹で「繊細な壺」を用意しました。",,,,,,,,,,,76,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
76,再挑戦しますか？,はい,いいえ,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
77,"おお、無事に届けてくれたみたいだな。
あんたの慎重さと注意力に、敬意を表すぜ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
78,"うふふ、よく私のところまで来れたわね！
確かに、荷物は受け取ったわ。
ここまで来てくれてありがとう！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
79,"私にお届け物ですか……。
ここまで来るのは、大変でしたでしょう。
ありがとうございました！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
80,挑戦しますか？,はい,いいえ,,,,,,,,,97,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
81,"ちなみに、「ジャンボ・くじテンダー」では、
「当選番号」の発表後、すぐに引き換えをしたお客様に、
さらにハッピーになれるボーナスを用意しているの！",,,,,,,,,,,82,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
82,"ボーナスの内容は、
当選番号を発表したときに、一緒にお知らせするから、
楽しみにしていてね！",,,,,,,,,,,130,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
83,"当選番号の発表後、
(地球時間)UNKNOWN時間以内に、くじを引き換えることで、
早期引き換えボーナスを受けることができます。",,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
84,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
85,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
86,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
87,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
88,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
89,"輝くステージの上で、テュポーン先生が放つ「鼻息」ショー！
君は、鼻息が放たれる位置を予測して、ステージの上に
立ち続けることができるかな……？",,,,,,,,,,,90,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
90,"すべてをかわす自信があるなら、ステージに上がりたまえ！
鼻息で吹っ飛ばされてしまったら……
すさまじい精神的ダメージが、君を襲うだろうがね！",,,,,,,,,,,276,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
91,"おや、テュポーン先生に恐れをなしたのかい？
まだ君に、鼻息へ立ち向かう勇気が残っているのなら、
再度ステージへ案内してあげよう！",,,,,,,,,,,92,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
92,ステージに移動しますか？,はい,いいえ,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
93,"ふむ、テュポーン先生の勇姿を見守りに来たのかい？
しかし、見ているだけでは味気ないだろう……。
機会があれば、ぜひ参加してみるといい！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
94,"鼻息を、その身にあびた気分はどうだい？
しかし、あまり落ち込むことはないぞ……。
やるせない気持ちは、君の挑戦した証なのだから。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
95,"あら、急がないと始まっちゃうわよ！
もう一度、ステージに移動する？",,,,,,,,,,,36,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
96,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
97,"あなたの地図に印をつけておくので、
印の位置にいる従業員のどなたか「1名」様に、
壺を届けてくださいな！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
98,"おめでとうございます。
0MGPを進呈いたします！
ぜひ、またいらしてくださいね！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
99,"ご挑戦いただき、ありがとうございました。
ぜひ、またいらしてくださいね！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
100,"早期引き換えボーナスにより、
獲得できるMGPが増加しました！",,,,,,,,,,,134,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
101,"第UNKNOWN回「ジャンボ・くじテンダー」開催中よ！
君も、くじに挑戦するのかしら？",,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
102,"当選番号の発表まで、ちょっと待ってね。
……それとも、何か別のご用事かしら？",,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
103,"あら、君の持っているくじ、もう結果が出ているわよ！
まず「当選くじ交換窓口」に行って、引き換えてきたら？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
104,"君のくじは、引き換え期間が過ぎちゃってるみたい……。
残念だけど、そのくじは回収させてもらうわ。
今度は、引き換え期間を忘れないようにねっ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
105,何をしますか？,「ジャンボ・くじテンダー」に挑戦する,購入者ボーナスを確認する,過去の1等当選者を確認する,「ジャンボ・くじテンダー」の説明を聞く,購入者ボーナスの説明を聞く,キャンセル,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,False,False
106,,,,,,,,,,,,137,764,0,0,0,0,0,0,0,0,0,0,8,0,2,False,False
107,,,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,7,0,2,False,False
108,"くじには、UNKNOWNMGPから挑戦できるわよ。
まず、挑戦するときに「好きな4桁の数字」を選んでちょうだい。
それが、君の「抽選番号」になるの！",,,,,,,,,,,128,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
109,,,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,6,0,2,False,False
110,"まだ、1等を当てた人はいないみたい。
あなたが、最初の当選者になるといいわね！",,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
111,"引き換えできるくじを、お持ちでないようですね。
まずは、中央のカウンターで、
抽選番号をお決めになるといいですよ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
112,"お客様のくじは、まだ当選番号が発表されておりません……。
当選番号が発表されるまで、今しばらくお待ちください。",,,,,,,,,,,43,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
113,"引き換え可能な、くじがございますね。
それでは、抽選結果を発表いたします！",,,,,,,,,,,134,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
114,ここでは「チョコボレース」の参加登録を受け付けてるよ！,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
115,"……おや、「ベントブランチ牧場」で、
「ケイトリング」さんには会えたかな？
君の競走羽に出会えるのを、私も楽しみにしておくね！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
116,参加登録をキャンセルしますか？,はい,いいえ,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
117,参加登録をキャンセルしました,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
118,何をする？,参加登録,説明を聞く,キャンセル,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,10,0,2,False,False
119,何を聞く？,「チョコボレース」とは？,競走羽登録について,レースへの参加登録について,総合力とレースのクラスについて,レースアイテムについて,レースアイテムの種類について,レースアビリティについて,レースの天候について,キャンセル,,0,764,120,121,122,281,282,283,284,285,118,0,10,0,2,False,False
120,"走ることに特化したチョコボ……競走羽たちが、
互いの順位を競い合い、ゴールを目指す！
ゴールドソーサーの大人気競技さ！",,,,,,,,,,,286,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
121,"競走羽見習いチョコボ……「新羽チョコボ」を、
「競走羽（きょうそうば）」として登録することで、
レースへの出走や、調教することができるようになるよ。",,,,,,,,,,,287,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
122,"競走羽は、「参加登録」をすることでレースに出走できるよ！
レースは、チョコボの能力に応じて、
いくつかの「クラス」に分かれているんだ。 ",,,,,,,,,,,289,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
123,"どうやら、競走羽登録されたチョコボがいないみたいだね。
「チョコボ調教師」さんのところで、
「新羽チョコボ」を競走羽として登録するといいよ！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
124,"パーティのみんなでレースに出走したい場合は、
「パーティリーダー」さんが参加登録をしてね！",やめる,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
125,レース選択,クラス別レース,チャレンジレース,チュートリアル,キャンセル,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,False,False
126,コース選択 ,コースルーレット,キャンセル,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,False,False
127,"「：」に、
参加登録をしたよっ！
出走まで、この「チョコボスクウェア」の中で待っててね！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
128,"君の選んだ「抽選番号」と、発表された「当選番号」の、
下1桁から一致する桁数により、
何等賞かが決まるわ。",,,,,,,,,,,129,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
129,"抽選結果が発表されるときには、
ぜひ、くじテンダーボードヘ結果を見にきてね！
運命の女神が、あなたに「当選番号」を知らせてくれるわよ！",,,,,,,,,,,81,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
130,"結果が発表されたら、
「当選くじ交換窓口」さんで、引き換えができるわよ。
1等が当たったら、副賞として豪華景品もプレゼント！",,,,,,,,,,,131,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
131,"くじは、週に3枚まで購入できます。
また、抽選結果の発表は、
（地球時間）毎週土曜日の午後9時に行われます。",,,,,,,,,,,132,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
132,"なお、引き換え期間は、結果発表から一週間後の、
（地球時間）土曜日の午後9時までです。",,,,,,,,,,,133,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
133,"引き換え期間を過ぎてしまうと、
「マンダヴィル・ゴールドソーサーポイント（MGP）」や、
景品の受け取りはできなくなってしまうので、ご注意ください。",,,,,,,,,,,83,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
134,,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,9,0,2,False,False
135,"UNKNOWN等、おめでとうございます！
賞品のMGPをどうぞ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
136,"おめでとうございます！　お客様、なんと1等でございます！
賞品のMGPと、
副賞の「」をどうぞ！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
137,"それじゃ、あとは結果発表を待つばかりね！
発表の瞬間は、ぜひ、くじテンダーボードで見届けてね！",,,,,,,,,,,41,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
138,「特製煙玉」をぶつけますか？,はい,いいえ,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
139,"ゴールドソーサーの従業員に、お届け物があるんですが……
困ったことに、私どもを「敵視」している盗賊団に、
眼をつけられちまいましてね。",,,,,,,,,,,25,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
140,挑戦しますか？,はい,いいえ,,,,,,,,,141,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
141,"あなたの地図に印をつけておくので、
印の位置にいる従業員のどなたか「2名」様に、
壺を届けてくださいな！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
142,"ゴールドソーサーの従業員に、お届け物があるんですが……
困ったことに、私どもを「敵視」している盗賊団に、
眼をつけられちまいましてね。",,,,,,,,,,,26,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
143,挑戦しますか？,はい,いいえ,,,,,,,,,144,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
144,"あなたの地図に印をつけておくので、
印の位置にいる従業員のどなたか「3名」様に、
壺を届けてくださいな！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
145,"ダンスには、落ち着きも大事だぜ！
焦っても、うまくいかないからなっ。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
146,4つの動きを完璧に記憶するのは、なかなか大変よ～？,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
147,"動きを、よく見るのが肝心だね……。
必要なのは、集中力と観察力さ。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
148,"アンタ、いい体つきしてるじゃない。
どれだけデキる奴なのか、楽しみだよ！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
149,"優雅に、しなやかに……。
ダンスに気品は必要不可欠だぜ。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
150,"おっと、話しかけてくるなんて余裕あるわね。
さあ、最後まで集中するのよ！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
151,"振付にはちゃんと意味があるんだ。
それが理解できなきゃ、ダンスの本質は掴めないぞ！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
152,"あなた、もっと熱くなりなさい！
ワントゥ、ワントゥ、ワンモアセット！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
153,"指先まで意識するんだ。
身体の神経を、すべて覚醒させてごらん！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
