#,Speed,Scale,Action6,BNpcCustomize,NpcEquip,BNpcName,Action0,Action1,Action2,Action3,Action4,Action5,RPParameter,RemoveAction,StartVFX,EndVFX,Action7,Model,Unknown0,Unknown1,RPParameter2,Unknown3,Unknown4,ExHotbarEnableConfig,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,IsPvP,IsEvent,PlayerCamera,Unknown14,Unknown15,Unknown16,Unknown17
48,0,1,870,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1657,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
49,0.7,1,0,0,1235,0,6871,0,0,0,0,0,0,0,76,76,0,1677,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
50,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
51,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
52,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
53,0,2,871,0,0,0,0,0,0,0,0,0,0,0,76,76,3400,652,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
54,0,1,0,699,1483,0,0,0,0,0,0,0,0,0,76,76,0,0,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1902,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
56,0,1,0,0,0,0,9035,0,0,0,0,0,0,0,76,76,0,836,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
57,0,1,0,0,1381,0,0,0,0,0,0,0,0,0,76,76,0,1971,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
58,0,0.7,0,0,1386,0,0,0,0,0,0,0,0,0,76,76,0,2027,1,0,0,-1,-60,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
59,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1437,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
60,0,1,0,800,1514,0,0,0,0,0,0,0,0,0,76,76,3833,0,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
61,0,1,0,0,1386,0,0,0,0,0,0,0,0,0,76,76,0,2027,1,0,0,-1,-60,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
62,0,1.3,0,0,1386,0,0,0,0,0,0,0,0,0,76,76,0,2027,1,0,0,-1,-60,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
63,0,0.85,0,0,0,0,9973,9974,9971,9981,0,0,0,10057,0,0,0,2097,2,0,0,-1,100,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
64,0,0.85,0,0,0,0,9973,9974,9971,9981,0,0,0,10057,0,0,0,2100,2,0,0,-1,100,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
65,0,0.9,0,0,0,0,9977,9975,9981,0,0,0,0,10057,0,0,0,2098,2,1,0,-1,-20,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
66,0,0.9,0,0,0,0,9977,9975,9981,0,0,0,0,10057,0,0,0,2101,2,1,0,-1,-20,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
67,0,0.45,0,0,0,0,9979,9978,9980,9981,0,0,0,10057,0,0,0,2099,2,0,0,-1,20,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
68,0,0.45,0,0,0,0,9979,9978,9980,9981,0,0,0,10057,0,0,0,2102,2,0,0,-1,20,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
69,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
70,0.3,1.2,872,0,0,0,0,0,0,0,0,0,0,0,76,76,0,2087,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
71,0,1.2,872,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1711,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
72,0,3,0,0,0,0,9786,0,0,0,0,0,0,0,0,76,0,2094,1,0,0,-1,20,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
73,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
74,0,2,0,0,0,0,9823,0,0,0,0,0,0,0,76,76,0,107,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
75,0,1,0,0,1653,0,10716,10714,10715,11063,0,0,0,0,117,117,0,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
76,0,1,0,0,1654,0,10713,10717,10715,11063,0,0,0,0,117,117,0,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
77,0,1.2,0,0,835,0,9996,9775,0,0,0,0,0,0,76,76,0,862,1,0,0,-1,20,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
78,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,2128,1,0,0,-1,50,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
79,0,1,0,0,1655,0,10713,10714,10718,11063,0,0,0,0,117,117,0,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
80,0,1,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
81,0,1,0,0,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
82,0,1,0,0,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
84,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3213,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
85,0,1,11784,516,964,0,11191,11192,11482,11193,0,0,0,0,0,0,7626,0,3,0,1,-1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
86,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
87,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2252,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
88,0,2.5,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2253,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
89,0,2.5,12209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,2.5,12209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2255,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
93,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,2274,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
94,0,1,872,0,0,0,0,0,0,0,0,0,0,0,76,76,13323,3458,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,0,1,11784,526,963,0,13423,13424,13425,13426,0,0,0,0,0,0,7627,0,3,0,2,-1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
98,0,7,0,0,0,0,0,0,0,0,0,0,0,0,76,598,0,2127,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
99,0,2.5,0,0,292,0,0,0,0,0,0,0,0,0,76,76,0,1699,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
101,0,1.4,11717,0,0,0,0,0,0,0,0,0,0,0,76,76,3648,1409,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
102,0,4,11961,0,0,0,0,0,0,0,0,0,0,0,76,76,3496,1906,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
103,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,297,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
104,0,1.5,11959,0,0,0,0,0,0,0,0,0,0,0,76,76,3447,735,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
105,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,3606,1350,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
106,0,2.5,12062,0,0,0,0,0,0,0,0,0,0,0,76,76,3042,283,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
111,0,2,12066,0,0,0,0,0,0,0,0,0,0,0,76,76,3568,1665,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
113,0,2,12068,0,0,0,0,0,0,0,0,0,0,0,76,76,3568,1063,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
120,0.1,1,12075,0,0,0,0,0,0,0,0,0,0,0,76,76,3740,1714,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
121,0,1,12076,0,0,0,0,0,0,0,0,0,0,0,76,76,3630,1872,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
122,0,1,12077,0,0,0,0,0,0,0,0,0,0,0,76,76,3630,1294,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
123,0,1.3,13215,0,0,0,0,0,0,0,0,0,0,0,76,76,3783,1848,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
125,0,2.5,12080,0,0,0,0,0,0,0,0,0,0,0,76,76,3606,1369,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
126,0,1.8,12081,0,0,0,0,0,0,0,0,0,0,0,76,76,3661,1449,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
127,0,1.8,12082,0,0,0,0,0,0,0,0,0,0,0,76,76,3189,782,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
129,0,1,12084,0,0,0,0,0,0,0,0,0,0,0,76,76,3763,1772,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
134,0,1.3,12089,0,0,0,0,0,0,0,0,0,0,0,76,76,3680,1632,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
135,0,1.2,12090,0,0,0,0,0,0,0,0,0,0,0,76,76,3628,1276,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
136,0,1.5,12091,0,0,0,0,0,0,0,0,0,0,0,76,76,3519,1012,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
144,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1314,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
145,0,6,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,50,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
146,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,950,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
147,1.2,4,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,279,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
148,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1609,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
149,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,374,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
150,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,202,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
151,2.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,382,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
152,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,224,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
153,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,2185,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
154,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,381,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
155,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,133,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
156,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,985,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
157,0.1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1761,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
