#,Name,Description,NameJP,Quest,Unknown0,Icon,Image,Number,Unknown1,Link,Rarity
10,Clarricie quo Priscus,"Race : Élézenne
Âge : 33 ans
Lieu de naissance : inconnu

Les soldats sous ses ordres, tout comme ses ennemis les plus acharnés, admirent l'orgueilleuse Clarricie pour son franc-parler assassin et sa grande valeur au combat, mais peu sont ceux qui peuvent se targuer de connaître ses pensées les plus intimes, ainsi que sa véritable personnalité.

Entrée au service de la 4e légion impériale il y a de cela environ une décennie, elle fait partie du petit groupe d'élus promu au rang de dresseur par Lyon le Roi bestial en personne. Depuis lors, diverses rumeurs courent à son sujet. D'aucuns la considèrent comme ni plus ni moins qu'une sorcière capable de communiquer avec les bêtes dans une langue inconnue du commun des mortels, un miracle diabolique qui prouverait ses liens de sang avec ces créatures. A contrario, ses défenseurs rejettent les dires des mauvaises langues sus-citées avec véhémence : pour eux, Clarricie est une véritable sainte, volant toujours au secours de ses subordonnés humains comme animaux sur le champ de bataille, et prête à sacrifier sa vie pour eux si les cir­cons­tan­ces l'exigent. Ils n'hésitent d'ailleurs pas à la considérer comme l'incarnation charnelle de la déesse Gradia du fait de ses prouesses guerrières.

Néanmoins, il est fort vraisemblable que seule une superposition de ces deux images antagonistes puisse faire apparaître la vérité. Clarricie n'est pro­ba­ble­ment pas plus une sorcière qu'une sainte ou l'inverse, et chacun l'affuble du sobriquet qui lui convient en fonction des cir­cons­tan­ces qui l'ont amené à observer la centurio dans le feu de l'action.

Aujourd'hui encore, son passé reste drapé de mystère. Les rares in­for­ma­tions ayant filtré font état de sa naissance au sein des Eschva, un peuple de nomades qui vagabondait d'un pays à un autre.  Lorsque l'Empire annexa leurs territoires d'adoption, ils refusèrent de se plier à sa loi, et le général Gabranth leur proposa un compromis : Garlemald leur permettrait de continuer à vivre comme ils le souhaitaient, à condition qu'ils envoient ré­gu­liè­re­ment un certain nombre de leurs hommes les plus robustes pour servir l'Empire pendant une période déterminée. Les Eschva n'eurent pas vraiment d'autre choix que d'accepter son offre, et l'époux de Clarricie fut parmi les premiers à être enrôlé dans la cohorte bestiale de Lyon rem Helsos, où il perdit tragiquement la vie durant la bataille qui suivit son incor­por­ation, quelques mois à peine après avoir juré fidélité éternelle à sa promise. Se sentant responsable de son malheur, Lyon rendit personnellement une visite de condoléances à Clarricie et s'excusa platement pour l'avoir rendue veuve. C'est alors qu'elle le pria de l'accepter au sein de la cohorte bestiale en lieu et place de son mari, afin d'éviter à d'autres femmes comme elle d'endurer le même deuil à l'avenir. Impressionné par la détermination de la jeune femme, Lyon accepta qu'elle rejoigne les rangs de sa troupe, et depuis ce jour, elle porte à tour de rôle les masques de la sainte et de la sorcière pour défendre la paix en mémoire de son défunt mari.",クラリシー・クォ・プリスクス,69478,0,72566,72511,13,0,0,2
11,Sartauvoir quo Soranus,"Race : Élézen
Âge : 61 ans
Lieu de naissance : Mannatheihwo, ancienne république de Landis

Centurio de haut rang affilié à la cohorte des incantateurs de la 4e légion impériale, Sartauvoir n'est cependant pas de souche garlemaldaise. Lorsque Bozja tomba sous la coupe impériale, Solus zos Galvus ordonna à ses troupes galvanisées de se lancer à l'assaut de leur cible suivante, l'ancien royaume de Dalmasca. Le général Basch van Gabranth avait toujours craint les mages du pays qu'il était chargé de conquérir, et il décida de combattre le feu par le feu en formant sa propre escouade de combattants versés dans les arcanes des énergies éthérées. Landis, son pays natal, lui avait par ailleurs fourni des exemples probants en la personne de mages guerriers originaires de la cité de Mannatheihwo. En temps normal, la politique d'annexion de l'Empire préconisait l'absorption des soldats ennemis aptes au combat dans les rangs de l'armée impériale, mais les Garlemaldais éprouvaient une si grande méfiance envers les adeptes de la magie qu'ils optèrent pour la répression tous azimuts de la cité. Sentant la menace qui pesait sur leurs vies, les mages guerriers démantelèrent leur escouade et s'éparpillèrent aux quatre coins du pays, ce qui ne fit que compliquer encore davantage le projet du général.

Sartauvoir était l'un de ces individus auxquels Gabranth prêtait sou­dai­ne­ment une immense valeur. Après avoir fui Mannatheihwo, il se réfugie dans un petit village d'agriculteurs non loin de la cité et y adopte l'identité d'un professeur originaire des lieux. Lorsque les Impériaux lui mettent la main dessus, il commence par ca­té­go­ri­que­ment refuser leur offre, avant de montrer un intérêt de plus en plus fort pour la vision ambitieuse du général concernant son avenir militaire. Les envoyés de la 4e légion ne manquent pas de le contacter le plus souvent possible, toujours avec respect pour ne pas le froisser, dans l'espoir qu'il finisse par céder à leurs arguments. Un jour, Sartauvoir est surpris par la visite d'un soldat qu'il n'a encore jamais croisé. L'homme est relativement âgé et ne porte pas même une dague à sa ceinture, mais le mage sent d'instinct que s'il devait l'affronter, même ses sorts les plus puissants ne parviendraient pas à venir à bout d'un tel adversaire. En effet, il a devant lui Basch van Gabranth en chair et en os, et le simple fait de converser en tête à tête avec l'illustre général, et de l'écouter plaider sa cause avec un talent d'orateur sans pareil, suffit à convaincre le mage de lui jurer fidélité.

Trente années se sont écoulées depuis cette rencontre, et bien que l'arrivée de Sadr rem Albeleo au sein de la 4e légion n'ait pas été sans effet sur la puissance et la combativité de ses mages, Sartauvoir ne manque jamais de rappeler ses origines à ses ennemis alors qu'il se concentre pour lancer un sort destiné à les annihiler. Toutefois, sa motivation première ne réside pas dans la mise au tombeau de toute hostilité, mais dans la réalisation du rêve du général Noah van Gabranth, héritier des idéaux de son père Basch...
",サルトヴォアール・クォ・ソラノス,69478,0,72567,72512,14,0,0,5
12,Sicinius mal Vellutus,"Race : Garlemaldais
Âge : 42 ans
Lieu de naissance : Garlemald, capitale de l'Empire

Ingénieur en chef de la 4e légion impériale, Sicinius gagne ses galons de chercheur émérite au laboratoire impérial sous la direction d'Aulus mal Asina. Lorsque la chute d'Ala Mhigo précipite la dissolution de l'institut, les résultats de ses études sont transmis aux autorités compétentes de la capitale impériale qui exigent le retour au bercail de l'ingénieur, mais Sicinius ne l'entend pas de cette oreille. Il est résolu à percer les secrets de la technologie allagoise et, convaincu que la 4e légion lui permettra d'atteindre son objectif, il demande à ses supérieurs de l'y affecter. On pourrait croire qu'il était également télépathe puisqu'au même moment, la 4e légion, toujours à la recherche de savoirs d'antan et de reliques sacrées, l'invite à leur prêter main-forte pour parvenir à ses fins. Le général Gabranth ne tarde pas à reconnaître le talent et les mérites de l'ingénieur et se félicite de son arrivée au sein de la troupe, à l'instar de Menenius rem Lanatus qui a reçu la charge des expéditions archéologiques. Ému par les idéaux de son général, Sicinius jure de le servir jusqu'à ce qu'ils deviennent réalité.

Aujourd'hui, Sicinius poursuit ses recherches avec encore plus de zèle et d'ardeur. Son objectif actuel est de restaurer des machines militaires de technologie ancienne découvertes au Phare de Ridorana, en plein cœur de la mer de Valnard. Selon les dires de l'intéressé, il serait sur le point d'accomplir la transformation des unités de manutention en nouvelles armes magitek pouvant être exploitées sur le champ de bataille. Et puisque les Bozjiens ont décidé de se soulever une énième fois contre l'Empire, comment aurait-il pu refuser cette occasion en or de tester ses nouveaux bébés sur le terrain, à la manière de son vieux maître ?",シシニアス・マル・ヴェリュータス,69478,0,72568,72513,15,0,0,3
13,Llofii pyr Potitus,"Race : Miqo'te
Âge : 19 ans
Lieu de naissance : Valnain, Dalmasca

Llofii est une déserteuse de la pire espèce : celle qui fuit le champ de bataille au cours d'un af­fron­te­ment contre l'ennemi. En absence de cir­cons­tan­ces atténuantes indubitables, la loi de l'armée impériale punit cet affront par la mort. Or, selon elle en tout cas, Llofii avait une excuse tout à fait valable : la libération d'un monocéros destiné à servir de cobaye aux ingénieurs de son escouade, une bravade pour laquelle elle était décidée à risquer sa carrière et même sa vie. Qu'est-ce qui a bien pu l'amener à commettre un acte aussi irrationnel en apparence ?

Les Garlemaldais sont connus pour leur aversion de la magie, que ce soit pour des vertus curatives ou pour en faire une arme de conquête, mais lorsqu'une légion comme celle du général Gabranth fait le choix de s'en servir, elle met un point d'honneur à appliquer un protocole scien­ti­fi­que des plus rigoureux. Les mages impériaux, aussi rares soient-ils, s'évertuent à mettre une énergie à la puissance théorique illimitée entre les mains d'individus incapables de la maîtriser, et pour ce faire, ils n'hésitent pas à faire des expériences sur des bêtes, voire des êtres du néant.

En sa qualité d'invocatrice, Llofii possède une con­nais­san­ce élevée des sorts de magie et des courants éthérés, au point de surpasser notablement ses camarades de l'académie. Après avoir obtenu son diplôme haut la main, elle se porte candidate à l'entrée dans la 4e légion, qui lui impose un en­traî­ne­ment très rude au bout duquel elle obtient sa place au sein de la cohorte d'incantateurs de Sadr rem Albeleo. Elle est im­mé­dia­te­ment chargée de développer de nouveaux sorts de magie, mais la désillusion la frappe en plein cœur lorsqu'elle se rend compte que le traitement des sujets de test au sein de sa troupe aurait davantage sa place au musée des horreurs qu'à celui de la science.

L'un de ces sujets dont la Miqo'te avait reçu la garde afin de faire fructifier ses recherches était donc un monocéros, une créature magnifique dotée du pouvoir de soutirer les morts-vivants à leur triste condition grâce à sa lumière purificatrice. Sa rareté en avait fait un sujet de test de choix pour les res­pon­sa­bles de la 4e légion, mais lorsqu'ils estimèrent que l'invocatrice avait conduit suf­fi­sam­ment d'expériences sur elle, ils lui ordonnèrent de procéder à une vivisection de la bête. Réalisant la gravité du péché qu'elle avait contribué à commettre et dévorée de remords, Llofii a décidé de tirer un trait sur sa vocation et de laisser l'Empire derrière elle... pour toujours ? ",ロフィー・ピル・ポティトゥス,69478,0,72564,72509,9,0,3,2
14,Dabog aan Inivisch,"Race : Hrothgar
Âge estimé : 34 ans
Lieu de naissance : citadelle de Bozja (province impériale)

Soldat d'élite de la cohorte d'infanterie mécanisée de la 4e légion impériale, Dabog a reçu l'insigne honneur d'être le pilote attitré de non pas une, mais deux armes magitek surpuissantes : le scorpion mécanique Vigile et l'armure volante Gabriel.

L'Empire a pour habitude de conserver un grand nombre de ses machines de guerre à Valnain, où elles subissent des remaniements divers et variés sous la supervision de l'ingénieur en chef Sicinius mal Vellutus. C'est dans cette usine que les modèles nommés Vigile et Gabriel ont été achevés, après que leurs créateurs sont parvenus à mettre au point un système permettant de les contrôler par la pensée en plus du maniement traditionnel. Un tel potentiel de symbiose avec le pilote ne serait cependant accessible qu'à un petit nombre d'élus aux capacités mentales ex­cep­tion­nelles, des individus doués de pouvoirs quasi télépathiques permettant la fusion complète de l'homme et de la machine.

Sicinius avait confiance en son projet ré­vo­lu­tion­nai­re, mais la prudence de rigueur chez un scien­ti­fi­que d'un tel niveau le poussait également à envisager toutes les évolutions possibles, et il savait qu'un succès théorique devait toujours être confirmé par la pratique. L'assaut sur Dalmasca n'allait pas tarder à être lancé, et l'ingénieur en chef profita de cette occasion pour effectuer le test final sur ses machines de guerre en leur adjoignant le pilote idéal. L'ironie du sort voulut qu'il jette son dévolu sur Dabog, un guerrier d'exception qui avait prouvé sa valeur aux Impériaux en les pourfendant par dizaines tandis qu'il combattait dans les rangs de la résistance bozjienne.

Quinze ans auparavant, l'incident de la citadelle de Bozja avait scellé le destin du Hrothgar en décimant toute sa famille. Sa haine envers Garlemald avait atteint un point tel qu'il en vint à se demander comment il avait pu rester aussi longtemps sans se battre aux côtés des rebelles. Sa rage ne le quitta pas d'une semelle des années durant, jusqu'au jour où elle le poussa un peu trop près des lignes ennemies. Il avait été fait prisonnier ? Qu'importe, il s'évaderait en un clin d'œil ! C'est du moins ce dont il était convaincu, car non seulement sa première tentative se solda par un échec cuisant, mais la deuxième se termina encore plus mal par une chute des remparts de sa prison qui lui brisa les os. Le diagnostic du médecin fut formel : il ne lui restait même pas une semaine à vivre.

Dans le but de garantir la sécurité de chacun, le règlement intérieur de la 4e légion prohibe toute expérience scien­ti­fi­que sur les malades, les blessés, ainsi que tout autre individu n'étant pas en pleine possession de ses capacités physiques et mentales, mais pour Sicinius, Dabog représentait une chance unique au monde. Persuadé à tort ou à raison que sa désobéissance à la loi du général Gabranth était absoute par le fait qu'il sauvait la vie d'un homme, il s'arrangea pour mener des tests en secret sur le corps détruit du Hrothgar.

Deux ans plus tard, le feu de la résistance bozjienne brûle à nouveau, et cloué dans une arme magitek géante qu'il contrôle par la pensée se trouve un de ses vieux attiseurs auquel Sicinius a eu la bonté préméditée d'effacer la mémoire. Il serait tout de même fâcheux que son pilote fétiche reconnaisse le visage d'un de ses anciens frères d'armes juste avant de le broyer en mille morceaux...",ダボグ・アン・イニヴァシュ,69478,0,72569,72514,11,0,4,5
15,Dyunbu pyr Potitus,"Race : Miqo'te
Âge : 24 ans
Lieu de naissance : Revenia, Dalmasca

Dyunbu est un jeune mage qui se sert de ses pouvoirs guérisseurs pour soutenir l'effort au combat de ses camarades de la 4e légion. Lorsque l'assassinat de l'empereur Varis provoqua le chaos dans le pays faute de successeur, tout bon soldat savait qu'il devait se préparer au pire, mais il ne s'attendait pas nécessairement à un tel désastre au sein de la chaîne de commandement. Or, aux yeux de Dyunbu qui était déjà entièrement acquise aux idées du général Gabranth, la situation était toute différente. Au fond, n'était-ce pas l'occasion idéale de donner un coup de pouce au destin ? La nouvelle nation indépendante rêvée par son mentor ne serait ni une rénovation de l'ancienne république de Landis, ni une résurrection de Dalmasca ou de Bozja. Elle prendrait appui sur des fondations inédites pour une vie nouvelle.

Nombreux sont les soldats impériaux qui ignoraient de quoi leur avenir allait être fait maintenant que tout s'était écroulé autour d'eux, en particulier ceux originaires des provinces. Dyunbu ne manque jamais de leur faire la promotion de la terre promise de Gabranth telle qu'elle l'imagine, en prenant soin de les dissuader au passage de rejoindre quelque mouvement de résistance que ce soit.

Si Dyunbu fait preuve d'autant de zèle, c'est avant tout en raison de ses origines. Son nom de famille, Potitus, est emblématique des Miqo'tes des provinces impériales ayant obtenu la citoyenneté garlemaldaise. Orpheline dès son plus jeune âge, elle grandit dans les rues de Revenia et ne voit qu'une seule issue pour améliorer ses conditions de vie : devenir un membre à part entière de l'Empire. Elle sait toutefois qu'elle n'y parviendra pas sans une éducation appropriée, et prend pour habitude de se faufiler dis­crè­te­ment dans les écoles pour suivre des cours en cachette. Cette transgression finit par lui être favorable, puisqu'elle est remarquée pour ses capacités de lecture et d'écriture par le bureau impérial d'aide sociale, où elle fait siens les idéaux de Gabranth.

Elle rejoint ensuite la 4e légion afin d'être au plus près de son mentor, et il ne se passe pas une seule bataille, pas une seule escarmouche même, sans qu'elle se lance au combat avec la conviction qu'elle se bat pour un monde meilleur.",ユンブ・ピル・ポティトゥス,69478,0,72570,72515,12,0,0,4
16,Misija Votyasch,"Race : Roegadyne
Âge : 29 ans
Lieu de naissance : citadelle de Bozja (province impériale)

Misija a grandi dans les bidonvilles de la citadelle de Bozja.
Malgré un quotidien d'indigence, l'aide sociale de Garlemald lui permet de recevoir une éducation basique, et même ensuite, d'entrer à l'université grâce à une bourse d'excellence. Là-bas, elle y étudie en profondeur la folkloristique et la préhistoire de sa province autrefois nation à part entière.
Elle devient plus tard espionne au service de la 4e légion et infiltre la résistance. Elle encourage les combattants bozjiens à recréer des armes connues sous le nom de lames de Gunnhildr, tout cela pour mieux servir l'objectif de son véritable maître : la résurrection de la divinité guerrière Garde-la-Reine.

Afin d'expliquer cette trahison, on peut tout d'abord évoquer les problèmes de pauvreté qui accablaient Bozja, aussi bien avant qu'après l'invasion garlemaldaise.

Avant que l'Empire ne conquière le pays, 70% de la population gagnait à peine la moitié du salaire moyen, et un tiers des citoyens devaient se contenter de survivre dans des bidonvilles. La couche dirigeante, composée de nobles et de marchands fortunés, accaparait la majorité des richesses. Et même si cette situation s'était quelque peu améliorée après la mise en place des institutions garlemaldaises, la citadelle n'en restait pas moins un mouroir pour les plus démunis, comme les sans-abri et les orphelins.
Misija est née dans cette caste de laissés-pour-compte et a passé la majeure partie de son enfance à fouiller des monticules d'ordures le ventre vide afin de trouver des choses à manger ou à troquer. L'Empire fit certes de la pauvreté son cheval de bataille dès qu'il prit le contrôle de Bozja, mais les aides apportées ne suffirent pas à satisfaire tous les besoins, et seule une petite moitié en profita. Misija eut la chance d'en faire partie. Tous ne voyaient cependant pas ces ascensions sociales d'un bon œil, car les Bozjiens opulents préféraient que ceux de basse naissance restent à leur place. D'abord discriminée, Misija en vint à être la cible de persécutions ouvertes, aussi bien morales que physiques. C'est à cette époque qu'elle commença à nourrir un ressentiment envers la bourgeoisie.
À cela, il fallait ajouter une autre amertume : Misija, descendante de la famille de l'ultime Gunnhildr, n'ignorait pas la fin odieuse qu'avait connue la dernière reine. Et c'est la conjugaison de ces deux rancœurs qui l'amena à réprouver irrévocablement la société bozjienne.

L'autre raison, qui fut sûrement le déclencheur de sa trahison, est l'idéologie prônée par la 4e légion.
En effet, les Gabranth ont toujours défendu l'égalité des chances en acceptant dans leurs rangs quiconque se démarque par sa loyauté et ses compétences, sans jamais faire état de ses racines, de son sexe ou de sa religion. On peut facilement comprendre pourquoi Misija s'est sentie attirée par cette façon de penser aux antipodes de celle qu'elle a subie durant son enfance.
Reste une simple interrogation : jusqu'où ira-t-elle pour défendre ces idéaux ? ",ミーシィヤ・ヴォートヤシュ,69478,0,72574,72519,19,0,1,3
17,Lyon rem Helsos,"Race : Hyur
Âge : 68 ans
Lieu de naissance : Arnsbeirgs, ancienne république de Landis

Lyon est un guerrier intrépide au fort tempérament qui a servi deux générations de Gabranth en tant que commandant dans la 4e légion impériale.
Il n'a pas encore vingt ans lors de l'invasion de Bozja, quand il se voit confier sa propre centurie. Ami d'enfance de Basch van Gabranth, il appelle souvent son fils “le petit Noah”.

Il est aujourd'hui sous les ordres de Menenius rem Lanatus et commande la cohorte bestiale. Le Roi bestial, comme certains l'appellent, mène ses batailles contre la résistance bozjienne en ordonnant à diverses créatures qu'il a lui-même domptées. Toutefois, cela ne veut pas dire pour autant qu'il n'en vient jamais aux mains. En effet, son âge avancé n'a pas eu raison de sa vivacité, et il n'hésite pas à défier quiconque s'oppose à lui dans des duels dont il sort presque toujours vainqueur grâce à sa vie passée sur les champs de bataille. C'est aussi une tête brûlée qui ignore les stratégies préalablement décidées, même celles qu'il a lui-même élaborées. Plus que la victoire, ce sont les combats grandioses qu'il recherche, d'où sa propension pour les mano a mano. Cette fougue qui le caractérise lui vaut de constantes remontrances de la part de Menenius, son supérieur qui, lui, préfère jouer les fins tacticiens.

Ceux qui côtoient Lyon rem Helsos auront souvent entendu ses jurons, ainsi que sa réplique favorite : “Parle avec tes poings, si t'es un homme !”",ライアン・レム・ヘルソス,69478,0,72572,72517,17,0,5,5
18,Menenius sas Lanatus,"Race : Élézen
Âge : 55 ans
Lieu de naissance : Garlemald, capitale de l'Empire

Menenius occupe le grade de premier lieutenant dans la 4e légion impériale et soutient le général Gabranth en tant qu'officier de ren­sei­gne­ment grâce à un vaste réseau d'espions. Il a d'ordinaire pour mission de recueillir l'immense savoir et les artefacts à la puissance inégalée que l'empire d'Allag et le royaume d'Ivalice ont laissés derrière eux après leur chute.
Quand des remous de dissidence commencent à secouer Bozja toutefois, sa directive principale devient la défense de Castrum Lacus Litore. Afin de remplir cette tâche, il se voit attribuer la cohorte bestiale, commandée par Lyon rem Helsos, la cohorte des incantateurs, commandée par Sadr rem Albeleo, et enfin la cohorte d'infanterie mécanisée dont il est lui-même le commandant.

Les Lanatus occupaient une place importante dans la noblesse, du temps de la république garlemaldaise. Thyrus, le grand-père de Menenius, commit toutefois l'impair de s'opposer à l'ascension de Solus zos Galvus au rang d'empereur. Banni du nouvel empire, il succomba plus tard à une maladie contractée lors de son errance. Son fils Lucius eut plus de chance, et fut enrôlé dans la 4e légion, qui se battait alors dans les régions limitrophes. Basch van Gabranth reconnut son esprit vif et en fit un de ses lieutenants. Plus tard, il lui conseilla d'épouser une Élézen issue d'une famille noble déchue afin de redorer son blason. Ce jour-là, Lucius ne gagna pas seulement une femme et un titre de noblesse longtemps recherché, mais aussi un fils adoptif, Menenius.

C'est dès son enfance que Menenius tisse ses premiers liens de camaraderie avec Noah van Gabranth, cet enfant qui prendra plus tard la relève de son père. Son amitié se transforme au fil du temps en loyauté indéfectible, et quand Noah prend la relève à la tête de la 4e légion, Menenius ne se fait pas prier pour devenir son bras droit et son officier de ren­sei­gne­ment, un poste demandant ré­gu­liè­re­ment de se salir les mains. Ses hommes le considèrent sans scrupules, mais ce manque d'état d'âme ne reflète que son dévouement envers les Gabranth, un sentiment brûlant qui contraste avec son caractère froid.
Les Gabranth ont longtemps caressé le souhait de fonder une nouvelle nation indépendante, et lorsque les guerres intestines éclatent dans l'Empire, Noah voit là l'occasion rêvée de faire de ce vœu une réalité. Privé de l'appui militaire de Garlemald toutefois, il ne peut plus se permettre de gaspiller ses troupes. Son fidèle bras droit lui propose alors une stratégie qui lui permettra d'économiser ses soldats tout en semant la confusion dans les rangs ennemis, une stratégie qui implique de retrouver la lame sacrée de Bozja, Garde-la-Reine...",メネニウス・サス・ラナトゥス,69478,0,72573,72518,18,0,6,3
19,Sadr rem Albeleo,"Race : Élézen
Âge : 37 ans
Lieu de naissance : Ul'dah, Éorzéa

Sadr, ou Albeleo comme il préférait qu'on l'appelle, commandait la cohorte des incantateurs dans la 4e légion de Menenius. Il s'intéressait de près aux sorts de magie d'antan, et pour tenter de percer leurs secrets, il n'hésitait pas à ex­pé­ri­men­ter sur des prisonniers de guerre. Ce penchant morbide combiné à son attitude froide lui valait d'être redouté aussi bien de ses ennemis que de ses alliés. Ainsi, les uns comme les autres le surnommaient le malfaisant.

Afin d'aiguiser ses talents, le jeune Albeleo rejoint d'abord la guilde des occultistes, mais il en est rapidement banni quand son maître Mumuepo prend conscience du sadisme qui l'habite. Devenu persona non grata à Ul'dah, il voyage à travers le monde à la recherche d'autres magies de destruction et d'invocation. Ses errances le mènent jusqu'à la province impériale de Dalmasca, où il croise la route de la 4e légion. Il identifie tout de suite un fort potentiel parmi certains de ses membres, et accepte de rejoindre le corps d'armée à condition de pouvoir constituer et diriger une troupe de mages. Le général Gabranth tient sa promesse et le place à la tête de la toute nouvelle cohorte des incantateurs. Albeleo se met alors à pied d'œuvre et forme de nombreux soldats. En seulement quinze ans, sa cohorte rivalise avec les plus grands bataillons de mages éorzéens.

Son intérêt pour les sorts anciens ne s'érode pas avec le temps. Et quand il apprend que le détachement de Menenius a pour mission de trouver une relique sacrée en Bozja, il demande à l'accompagner, sans oublier d'emporter avec lui l'auralithe blanche qu'il a découverte en Ivalice, au cas où...",サドル・レム・アルビレオ,69478,0,72571,72516,16,0,0,3
20,Gunnhildr,"Les guerres claniques ravageaient autrefois Bozja. Afin d'y mettre un terme, les différents chefs décidèrent d'introniser une souveraine qui unirait leurs terres en une nation unique. Ils la nommèrent Gunnhildr ; un titre qui se transmettrait ensuite de reine en reine.

Elles étaient choisies parmi les meilleures chamanes de leur ordre religieux, sans aucune considération de noblesse ou de race. Officiellement, tout du moins, car la population bozjienne étant relativement homogène, les probabilités jouaient souvent en faveur d'une Hrothgar.

La fin de la 3e ère astrale vint marquer un tournant dans la lignée des Gunnhildr. L'empire d'Allag avait déclenché le quatrième fléau, et pour lui survivre, les chefs de clans et les prêtres décidèrent d'avoir recours à la puissance de la lame sacrée, Garde-la-Reine. Son pouvoir demandait toutefois une contrepartie, que la souveraine d'alors, blessée au cours de son combat contre Allag, se refusait à offrir. Les prêtres et les lames de Gunnhildr intronisèrent donc une nouvelle reine, dont l'unique rôle serait de donner sa vie pour Bozja. Ils choisirent une apprentie chamane issue des Votyasch, un clan de bas rang qui n'avait aucune valeur à leurs yeux. La jeune femme, emplie d'une dévotion fervente, fit comme prévu appel au pouvoir de la lame sacrée. Mais personne ne lui avait dit que ce faisant, elle deviendrait une divinité guerrière...

Ainsi, une partie de Bozja survécut au quatrième fléau. Ceux qui avaient poussé Gunnhildr à se sacrifier eurent cependant une mauvaise surprise lorsque les éléments se calmèrent. En effet, leur Reine réapparut, et contrairement à leurs attentes, sous forme humaine. Sa transformation en divinité guerrière ne l'avait pas privée de sa raison. Pire encore, elle avait conservé ses nouveaux pouvoirs et les contrôlait par­fai­te­ment. La caste des puissants, craignant des re­pré­sail­les, ordonna aux lames de Gunnhildr d'assassiner celle qu'ils s'étaient juré de défendre. Ils ne l'avaient choisie qu'en tant qu'agneau sacrificiel, et elle ne devait pas régner.

Tel fut le destin tragique de l'ultime Gunnhildr, fauchée dans la fleur de l'âge par des comploteurs qu'elle ne soupçonnait même pas. Ce que ces derniers ignoraient toutefois, c'est qu'une partie de son âme s'était réfugiée dans Garde-la-Reine, et qu'un jour quelqu'un la pousserait à prendre sa revanche...",グンヒルド,69478,0,72575,72520,20,0,2,3
21,Lilja Sjasaris,"Race : Viéra
Âge : 19 ans
Lieu de naissance : Rabanastre, Dalmasca

Avant de devenir la nouvelle employée des Forges de Garlond, Lilja commence son parcours en recevant une éducation garlemaldaise qui permet à son talent pour l'ingénierie de s'épanouir. Elle saute ainsi plusieurs classes, et s'apprête même à intégrer l'académie magitek quand la grande révolte éclate à Rabanastre. La population de la capitale, motivée par les insurrections de Doma et d'Ala Mhigo, décide de se rebeller contre les Impériaux, ce qui plonge la ville dans le chaos. Lilja fuit alors les horreurs de la guerre civile en rejoignant Doma. Arrivée au quartier enclavé, elle met ses compétences à profit pour gagner de quoi se nourrir. Elle passe ses journées à réparer des aéronefs ou encore à développer de nouveaux moteurs à céruleum, et bientôt, la rumeur de cette ingénieure prodige parvient jusqu'aux oreilles de Jessie, qui lui propose de rejoindre les Forges de Garlond. Lilja, qui avait déjà entendu parler de cette prestigieuse entreprise, accepte sans hésiter.

Lilja peut paraître pleine d'entrain, voire insouciante, mais cette façade cache en réalité un douloureux dilemme intérieur. En effet, elle a grandi dans un pays où rébellions et répressions sanglantes se sont succédé et l'ont rendue orpheline. Les services sociaux de l'Empire l'ont prise en charge, et ont veillé à lui inculquer un sentiment patriotique. Son entourage était quant à lui composé d'étudiants dalmasquiens de souche, et pour une bonne partie de ces derniers, Rabanastre devait briser ses chaînes coûte que coûte. D'un côté, Lilja avait par­fai­te­ment conscience de l'illégitimité de l'annexion garlemaldaise, mais de l'autre, elle savait aussi qu'un retour à la monarchie dalmasquienne ne bé­né­fi­cie­rait pas plus au bas peuple.

À vrai dire, elle se sentait même attirée par cette 4e légion qui n'avait pas recours à la conscription pour recruter des soldats. Le général Gabranth la séduisait, elle et bien d'autres civils, en prononçant des discours mobilisateurs véhiculant des idéaux poignants comme celui-ci : “Notre avenir nous appartient. Il ne tient qu'à chacun d'entre nous de le saisir, en faisait appel aux talents que la nature nous a offerts.”
Ces belles paroles ne lui suffirent cependant pas, car au fond d'elle, Garlemald restait l'envahisseur de sa patrie.

Lilja a pendant longtemps été entourée de résistants, et les a même aidés, mais sans jamais les rejoindre à titre officiel. Elle maudissait son incapacité à s'y résoudre.
Ironiquement, c'est en entrant au service des Forges de Garlond qu'elle commença à gagner en assurance, ou plutôt, en autonomie. Aux côtés de Cid et de Jessie, elle apprit à penser par elle-même et réalisa qu'il vaut parfois mieux éviter de se poser trop de questions, et profiter de l'instant présent.
“Notre avenir nous appartient. Il ne tient qu'à chacun d'entre nous de le saisir, en faisait appel aux talents que la nature nous a offerts.”
Ces mots sonnaient comme de la propagande dans la bouche de Gabranth, mais pour Lilja, ils n'en restaient pas moins remplis de bon sens.

“Aaaah, qu'est-ce que je pouvais me prendre la tête avant, quand même...”
“Qu'est-ce que tu marmonnes encore, Lilja ? On ne te paie pas pour rien faire. Cid et moi, on a de grands espoirs pour ton avenir, alors ne nous déçois pas.”
“Vous en faites pas, Boss ! Je rate pas un mot de ce que vous dites, Boss !”
“Et par pitié, arrête de m'appeler Boss...”
",リリヤ・シアサリス,69561,0,72577,72522,21,1,0,3
