#,Unknown3,Unknown4,Unknown0,Unknown1,Unknown2,Unknown5
103,2,0,41,10,0,0
104,2,0,41,20,0,0
105,2,0,41,30,0,0
106,2,0,42,1,0,0
107,2,0,42,10,0,0
108,2,0,42,20,0,0
109,2,0,42,30,0,0
110,2,0,43,1,0,0
111,2,0,43,10,0,0
112,2,0,43,20,0,0
113,2,0,44,1,0,0
114,2,0,44,10,0,0
115,2,0,44,20,0,0
116,2,0,44,30,0,0
117,2,0,45,1,0,0
118,2,0,45,10,0,0
119,2,0,45,20,0,0
120,2,0,45,30,0,0
121,2,0,46,1,0,0
122,2,0,46,10,0,0
123,2,0,47,1,0,0
124,2,0,47,10,0,0
125,2,0,47,20,0,0
126,2,0,47,30,0,0
127,2,0,48,1,0,0
128,2,0,48,10,0,0
129,2,0,48,20,0,0
130,2,0,48,30,0,0
131,2,0,49,1,0,0
132,2,0,49,10,0,0
133,2,0,49,20,0,0
134,2,0,50,1,0,0
135,2,0,50,10,0,0
136,2,0,51,1,7,0
137,2,0,52,1,7,0
138,2,0,53,1,7,0
139,2,0,54,1,7,0
140,2,0,55,1,20,0
141,2,0,1,53,10,0
142,2,0,1,54,25,0
143,2,0,56,1,0,0
144,2,0,57,1,0,0
145,2,0,58,1,30,0
146,2,0,50,20,0,0
147,2,0,59,1,0,0
148,2,0,60,1,0,0
149,2,0,1,61,23,0
150,2,0,1,62,23,0
151,0,0,1,255,0,0
152,2,0,61,1,0,0
153,2,0,62,1,0,0
154,2,0,63,1,24,0
155,2,0,64,1,24,0
156,2,0,65,1,24,0
157,2,0,66,1,24,0
158,2,0,67,1,24,0
159,2,0,68,1,0,0
160,2,0,69,1,0,0
161,2,0,7,2,0,0
162,2,3,1,63,27,0
163,2,0,70,1,0,0
164,2,0,10,4,0,0
165,2,0,71,1,0,0
166,2,0,72,1,0,0
167,2,0,73,1,0,0
168,0,0,74,1,0,0
169,2,0,75,1,0,0
170,2,0,50,30,0,0
171,2,3,1,64,33,0
172,2,0,76,1,0,0
173,2,0,77,1,0,0
174,2,0,1,71,31,0
175,2,0,1,72,31,0
176,2,0,78,1,0,0
177,2,0,79,1,0,0
178,2,0,80,1,32,0
179,2,0,81,1,32,0
180,2,0,82,1,32,0
181,2,0,83,1,32,0
182,2,0,84,1,32,0
183,2,4,85,1,0,0
184,2,0,86,1,0,0
185,2,5,1,73,35,0
186,2,0,10,5,0,0
187,2,0,87,1,0,0
188,2,0,68,2,0,0
189,2,4,88,1,34,0
190,2,0,89,1,0,0
191,2,0,90,1,38,0
192,2,0,91,1,36,0
193,2,0,92,1,36,0
194,2,0,93,1,36,0
195,2,0,94,1,36,0
196,2,0,95,1,36,0
197,2,0,96,1,0,0
198,2,6,97,1,39,0
199,2,6,98,1,37,0
200,2,6,99,1,37,0
201,2,6,100,1,37,0
202,2,6,101,1,37,0
203,2,6,102,1,37,0
204,2,6,103,1,0,0
205,2,0,1,74,0,0
