#,Description,DescriptionEnhanced,Tooltip,SpecialActionName,SpecialActionDescription,Attack,Defense,Speed,MinionSkillType,HasAreaAttack,StrengthGate,StrengthEye,StrengthShield,StrengthArcana
24,"Vous appelez votre mascotte tortue naine. Si elle arrive à vivre sept cents ans, cette tortue deviendra peut-être un grand sage génial.","Une adamankhélone venue des atolls de sel. Elle aime suivre son maître mais déteste marcher, aussi elle a mis au point une technique consistant à tourner sur elle-même pour se déplacer. Être une tortue peut avoir certains inconvénients.",Kwuh kwuh...,Démarche de tortue naine,"Réduit de 25% la défense des ennemis dans l'aire d'effet.
**Durée :** 6s",40,60,3,4,False,False,False,False,False
25,"Vous appelez votre mascotte bébé raptor. Ce bébé raptor a été incubé ar­ti­fi­ciellement. Très joueur, il adore mordiller. Par chance, ses dents définitives n'ont pas encore poussé.","Apprenant que les Gobelins apprivoisaient des raptors pour en faire des animaux de compagnie, un marchand de Ramebourg tenta d'en élever un avec un œuf. Le reptile aime mordiller et sera peut-être un allié précieux un jour.",Groah !,Aura paléozoïque,"Rend les mascottes qui ont utilisé des PdT invulnérables aux attaques venant des ennemis de type “Poupée”.
**Durée :** 10s",45,25,4,3,False,True,False,False,False
26,Vous appelez votre mascotte bébé chauve-souris. Cette petite chauve-souris vous donnera l'illusion d'être un vampire.,"Une chauve-souris vendue par Nonoroon avec le slogan “une délicieuse chauve-souris toute fraîche”. Elle n'a pas l'air très bonne à manger, mais peut au moins vous donner l'illusion d'être un vampire.",Kriii kriii !,Ultrasons,"Inflige 10 points de dégâts périodiques par seconde aux ennemis dans l'aire d'effet.
**Durée :** 20s",25,40,4,1,False,True,False,False,False
27,Vous appelez votre mascotte bulbe miniature. Ce mini-bulbe grandira peut-être pour devenir un magnifique tréant... Ou pas.,Ce bulbe qui trottine sur ses racines est toujours à la recherche d'une terre fertile et aime les endroits ensoleillés. Il lui arrive de tomber et de se retrouver coincé dans des trous ou des vieux coffres.,Trrt trrt...,Semence,"Place un piège qui peut être déclenché 10 secondes plus tard.
Piège : inflige des dégâts d'attaque 260 aux ennemis dans l'aire d'effet.",80,40,2,2,False,True,False,True,False
28,"Vous appelez votre mascotte lapin mutin. Malgré leurs similitudes morphologiques, les spriggans n'ont aucun lien de parenté avec les lapins. Ils sont toutefois réputés pour les manger.",Ce bébé spriggan amateur de joyaux n'a pas encore toutes ses dents et dévore du gravier faute de pouvoir croquer plus dur. On le nomme “lapin” pour ses oreilles ou “noiraud” s'il se couvre de poussière en quête de minerai.,Twi-dwi-dwi !,Cabrioles,Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.,50,30,4,1,False,True,True,False,False
29,Vous appelez votre mascotte dullahan nain. Vous vous sentirez plus en sécurité avec ce mini-chevalier en armure à vos côtés.,"Ce pantin s'inspire des dullahans, entités immatérielles qui investissent des armures pour en faire leur corps dans le monde physique. Ce pantin dullahan recèle cependant un mécanisme à l'intérieur de son casque. ",Cling clang...,Armure piégée,"Place un piège qui peut être déclenché 10 secondes plus tard.
Piège : inflige des dégâts d'attaque 180 aux ennemis dans l'aire d'effet.",30,55,2,2,True,False,True,False,False
30,"Vous appelez votre mascotte têtard géant. Si vous vous occupez bien de ce têtard, il évoluera peut-être en crapaud géant. Mais est-ce vraiment ce que vous voulez ?","Ce têtard est le petit d'un crapaud géant du Thanalan. Il deviendra lui aussi un crapaud lorsque ses pattes sortiront, qui s'en prendra peut-être aux riverains. Ah, être un batracien, c'est la belle vie ! Nager, c'est le pied !",Tchh tchh !,Muqueuse visqueuse,"Réduit de 50% l'attaque des ennemis dans l'aire d'effet.
**Durée :** 15s",50,40,4,4,False,True,False,False,False
31,Vous appelez votre mascotte puk potelé. Ce puk grassouillet aurait besoin de faire un régime s'il veut voler plus haut.,Vous avez sauvé ce puk qui a bien failli servir de casse-croûte au cyclope Stéropès dans le Coerthas. Il vous en sera infiniment re­con­nais­sant... du moins jusqu'à ce que son instinct sauvage reprenne le dessus.,Boing boing !,Terreur sauvage,"Ajoute le type “Monstre” aux points faibles des ennemis dans l'aire d'effet.
**Durée :** 15s",50,30,2,4,False,True,True,False,False
32,Vous appelez votre mascotte bufflon. Ce bébé buffle a l'air si dodu et tendre qu'il met l'eau à la bouche.,"Ce bufflon vivait caché dans un coin du Refuge des sables, jusqu'au jour où il a été découvert à l'occasion du déménagement. On ignore qui l'y avait amené, mais vous l'avez recueilli. Il est si dodu que sa chair doit être délicieuse.",Meuh !,Rage bovine,"Augmente de 40 l'attaque des mascottes qui ont utilisé des PdT.
**Durée :** 15s",35,25,3,3,False,False,False,True,False
33,"Vous appelez votre mascotte mini-pampa. Ce cactus est si petit que s'il essayait de projeter ses épines, il n'arriverait pas à en lancer 100.","D'après le jeune zombi Hab, ce bébé pampa serait né de l'union des cactuars n°1 et n°2. Mais il s'agit peut-être en réalité d'un “accident” des cactuars n°3 et 2, qui sait...",    !?    ,Course folle,"Augmente de 30% la vitesse de déplacement des mascottes qui ont utilisé des PdT.
**Durée :** 10s",30,45,4,3,False,False,False,False,False
34,Vous appelez votre mascotte coquépique. Ce petit crabe à la démarche dodelinante serait par­ti­cu­liè­rement adapté à l'en­traî­ne­ment en équipe.,"Tombé en plein combat sur les Rives sanglantes, ce crabe a été sauvé de justesse en tombant dans le butin. Cette espèce est célèbre pour avoir fait la joie des guerriers désireux de se faire la main dans des tunnels ensablés, jadis...",Krt krt krt...,Petites pinces,Dissipe tous les effets bénéfiques des ennemis dans l'aire d'effet.,30,35,2,6,False,True,False,True,False
35,Vous appelez votre mascotte bébé chacal. Il rêve qu'on l'appelle “le loup noir” quand il sera grand.,Ce jeune canidé a été entraîné pour le combat militaire. Il sera sans doute un fidèle compagnon sur le champ de bataille. Il rêve qu'on l'appelle “le loup noir” quand il sera grand.,Awouuuuh !,Rage de la pleine lune,"Augmente de 20 l'attaque des alliés dans l'aire d'effet, ou de 40 s'ils sont de type “Créature”.
**Durée :** 6s",65,30,4,3,False,False,False,False,False
36,"Vous appelez votre mascotte œil apprivoisé. Ce jeune ahriman facétieux vous suivra comme une ombre et ne vous quittera pas des yeux. Enfin, de l'œil...","Un jeune ahriman. D'après un chercheur, cette entité serait née d'une larme d'ahriman, mais ce phénomène n'a jamais pu être observé. Il vous fixera jour et nuit jusqu'à l'obsession, ne vous quittant pas des yeux. Enfin, de l'œil.",Sbwih...,Œil sur moi,Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.,30,30,3,1,False,True,True,False,False
37,Vous appelez votre mascotte dodu dodo. Ce dodo dodu dodeline doucement.,"Un poussin de dronte de Mazlaya. Sa glande à venin ayant été retirée, il ne crache pas de gaz empoisonné. Adulte, il pourra être mangé tel quel, et ses œufs peuvent être cuisinés en délicieuse omelette. Vous avez hâte d'y goûter...",Glou glou !,Nidification,Rétablit votre bouclier s'il a été détruit.,60,55,3,9,False,True,False,False,False
38,"Vous appelez votre mascotte larve de coblyn. Les insectes sont nos amis, il faut les aimer aussi.",Le coblyn se fixe à une paroi rocheuse pendant de longues périodes pour faire grandir sa coquille. Sa sécrétion lui permet de disséquer et assimiler les minerais de sa roche hôte.,Krrt krrt krrt...,Vulcanisation,"Augmente de 10 la défense des alliés dans l'aire d'effet, ou de 30 s'ils sont de type “Monstre”.
**Durée :** 6s",50,30,2,3,True,False,False,True,False
39,Vous appelez votre mascotte mini-bouquetin. Un bouquetin miniature à la fourrure soyeuse.,"Même si ses habitudes alimentaires lui valent une mauvaise image dans la culture du Coerthas, le Peuple des dunes considère le bouquetin comme un symbole de fortune, et offre ces poupées porte-bonheur aux nouveaux-nés.",Bêê bêê !,Bêlement apaisant,Dissipe toutes les altérations d'état des alliés dans l'aire d'effet.,30,50,2,6,False,True,True,True,False
40,Vous appelez votre mascotte apkallu nain. Il vous suivra même sans que vous lui donniez du poisson.,"Ce bébé apkallu vous a été offert par Millith et Jonathas pour récompenser votre esprit d'aventure remarquable, et en référence aux Chutes de l'Apkallu où vous les avez rencontrés. Mais tout ceci échappe à cet adorable poussin...",Tap tap tap !,Marche d'apkallu,"Donne une aire d'effet aux attaques automatiques des mascottes qui ont utilisé des PdT.
**Durée :** 12s",80,70,2,3,False,False,False,False,False
41,Vous appelez votre mascotte goobbue goulu. Attention de ne pas vous faire mordre les doigts.,"Un jeune goobbue. En raison de son jeune âge, seules quelques pousses vertes recouvrent sa tête. Connu pour être un glouton, ce petit risque de vous coûter cher en nourriture avant d'atteindre l'âge adulte.",Mwom mwom !,Éternuement,Enlève un piège mis en place par l'ennemi.,55,40,3,6,True,False,False,False,False
42,"Vous appelez votre mascotte mini-pudding. Malgré les apparences, il ne s'agit pas d'un dessert lacté.","Les puddings se reproduisent en se divisant. Laissez-en un au fond d'un coffre, et il se multipliera à l'infini ! On raconte que l'ancêtre de ce pudding était de couleur noire et non violette.",Bwim bwim !,Flaccidité,"Rend les mascottes qui ont utilisé des PdT invulnérables aux attaques venant des ennemis de type “Poupée”.
**Durée :** 10s",30,40,2,3,False,True,True,False,False
43,Vous appelez votre mascotte maquette magitek. Une réplique exacte au 1/9e. Soldat impérial vendu séparément.,"Une maquette de la série “chefs-d'œuvre miniatures par la guilde des orfèvres”. Il s'agit d'une reproduction fidèle d'une avant-garde magitek, une armure téléguidée impériale, au 1/9e. Le soldat n'est pas fourni.",Dzwang dzwang !,Surcharge,Augmente de 10 les PdT des mascottes dans l'aire d'effet. Les mascottes dont la technique a le même effet ne sont pas concernées.,35,50,3,3,False,False,True,False,False
44,"Vous appelez votre mascotte bloc démonique. Un sorcier des temps anciens a enchanté ce bloc pour s'entraîner. Si vous en aviez plusieurs, vous pourriez en faire un mur...","Un étrange bloc fon­ction­nant grâce à la magie. Apparemment, un sorcier d'Amdapor aurait fabriqué celui-ci pour s'entraîner. En empiler un certain nombre pourrait donner naissance à un mur démonique.",Krrr krrr...,Petit repoussement,Projette en arrière les ennemis dans l'aire d'effet.,25,80,2,9,False,False,False,False,False
45,"Vous appelez votre mascotte taupe trapue. Malgré ce qu'on pourrait croire, cette taupe miniature n'essaye pas de s'enfouir sous le sol.","Une jeune taupe née dans le potager royal et qui a subi les terribles expériences de la zoologiste Marcette. Vous l'avez recueillie, mais sait-elle seulement qui a abattu sa vraie mère... ?",Pomp-pomp-pomp !,Colère des taupes,"Augmente de 40 l'attaque des mascottes qui ont utilisé des PdT.
**Durée :** 15s",90,40,3,3,False,False,False,True,False
46,Vous appelez votre mascotte belin bêlant. Ce tendre mouton originaire d'Orient est aussi soyeux qu'adorable.,"Vous avez adopté ce petit mouton rebelle, après l'avoir sauvé d'un péril mortel lors de la fête de la transition qui célèbre Menphina la Bien-aimante. Bien qu'il ait perdu son pouvoir protecteur, il semble heureux de vous suivre partout dans vos aventures.",Bêêêh !,Belinfaisance,"Augmente de 40 la défense des mascottes qui ont utilisé des PdT.
**Durée :** 10s",30,25,2,3,False,False,False,True,False
47,"Vous appelez votre mascotte mini-gluant. Les petits garçons à travers Éorzéa rêvent de jouer avec ce gluant, tandis que les petites filles le trouvent dégoûtant.","Un gluant coupé en fines tranches. Ce monstre apparaît spontanément dans les eaux sales lors des travaux de forage, c'est pourquoi les mineurs le détestent. Et pourtant, quelques-uns lui portent une certaine affection...",Zwuh zwuh...,Tissu gluant,"Ajoute le type “Monstre” aux points faibles des ennemis dans l'aire d'effet.
**Durée :** 15s",30,30,2,4,True,True,False,False,False
48,"Vous appelez votre mascotte mini-mini-mandragore. Malgré sa taille réduite, cette mandragore peut pousser des cris très perçants.","Une jeune pousse de mandragore. Il peut arriver qu'on en trouve en fauchant les hautes herbes. Si l'on tente de l'arracher du sol, elle pousse alors des cris perçants insoutenables.",◎▼×◎◎～!,Coup de tête,Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.,65,35,1,1,False,True,False,True,True
49,"Vous appelez votre mascotte Gobelin articulé. Ce Gobelin miniature vous suivra partout. Mal­heu­reu­se­ment, il ne peut pas agrandir votre sac.","Une poupée façonnée sur le modèle de Brayflox, la nouvelle coqueluche du monde gobelin, sans doute en l'honneur de ses exploits. Pourtant, vous y apercevez le sceau de la Main indigo, les ennemis jurés de cette dernière...",Psshhh... Pshhh...,Gobbrouillage,Réduit les PdT des ennemis dans l'aire d'effet de 50% de leur valeur maximale.,40,45,2,4,False,True,True,False,False
50,"Vous appelez votre mascotte Sylphe nain. 
Cet adorable Sylphe en modèle réduit 
Enchantera vos journées avec ses poésies.","Ce délicat pantin créé sur le modèle des créatures sylvestres a été con­fec­tion­né avec le plus grand soin, en utilisant de la soie sylphe et un enchantement sylphe. Son apparence est basée sur celle de l'Inspiré venant de naître. ",Flap flap !,Charme sylphe,"Réduit de 50% l'attaque des ennemis dans l'aire d'effet.
**Durée :** 15s",40,30,4,4,False,True,False,False,False
51,"Vous appelez votre mascotte curseur flottant. Attention, il faudra résister à la tentation de pointer ce doigt sur chaque personne que vous voudrez questionner.","Un doigt inspiré d'une ancienne divinité. D'après les élucubrations d'un théologue gobelin ivre, nous serions ac­tu­el­le­ment dans le “14e monde”, et cet index au gant blanc serait en fait “celui qui contrôlait tout dans le 1er monde”. ",Bip bip !,Sélection démonique,"Réduit de 50% la défense des ennemis dans l'aire d'effet.
**Durée :** 15s",55,40,3,4,False,False,True,False,False
52,"Vous appelez votre mascotte aéronef mécanique. C'est une réplique au 1/1000e du légendaire aéronef de Tatanora, l'Invincible.","Cette maquette serait inspirée du célèbre Invincible de Tatanora, le fondateur des Vols Hautvent. Cet aéronef conçu sur le modèle d'un immense bateau aurait été un échec cuisant pour ce constructeur, étant incapable de quitter le sol.",Tk-tk-tk-tk...,Appui aérien,"Augmente de 20 l'attaque des alliés dans l'aire d'effet, ou de 40 s'ils sont de type “Mécanisme”.
**Durée :** 6s",50,75,4,3,False,False,True,False,False
53,"Vous appelez votre mascotte Qiqirn mécanique. Aussi mignon qu'un vrai, l'odeur en moins !","Zazaroon, un célèbre artiste de rue qiqirn, aurait inspiré ce pantin. Criblé de dettes, le saltimbanque symbole de son époque dut autoriser la guilde des couturiers à commercialiser cette poupée à son image.","Clic clic, clic clic !",Briser ding ding,"Donne l'effet de destruction contre les pierres arcaniques aux mascottes qui ont utilisé des PdT.
**Durée :** 6s",60,40,3,3,False,True,False,False,False
54,Vous appelez votre mascotte bébé chocobo noir. Cet adorable poussin vous suivra partout en trottinant sur un rythme de mambo.,Ce poussin jaune amateur de mambo a été un beau jour peint en noir par un barde errant aux nombreux bijoux. L'homme souhaitait l'offrir en cadeau à ses compagnons les plus fidèles.,Gn-kweeeh !,Chocopiège,"Place un piège qui peut être déclenché 10 secondes plus tard.
Piège : inflige des dégâts d'attaque 260 aux ennemis dans l'aire d'effet.",55,75,2,2,False,False,True,False,False
55,Vous appelez votre mascotte Dalamud mécanique. Ce satellite miniature vous suivra partout. Livré sans dragon destructeur.,"Un satellite miniature inspiré de l'astre Dalamud. Un compositeur mélomane aurait jadis tenté d'arrêter la chute de l'astre... En souvenir de son dévouement, la guilde des orfèvres a con­fec­tion­né ce pantin. Nul ne sait ce qu'il renferme.",Fwiiiiiih !,Illimiteur,"Augmente de 30% la vitesse de déplacement des mascottes qui ont utilisé des PdT.
**Durée :** 10s",30,40,3,3,True,False,False,False,False
56,"Vous appelez votre mascotte gentil flagelleur. Ce jeune flagelleur s'est attaché aux êtres humains à force de bons traitements, même s'il inspire toujours la terreur.","Cette créature trouvée par un servant a pu être apprivoisée avec le temps. D'après un spécialiste en entités, c'est un bébé flagelleur. Ces créatures utilisent les cadavres pour se matérialiser dans notre monde et manipuler les esprits. ",Jbwo jbwoh !,Opposition mentale,"Réduit de 40% l'attaque des ennemis dans l'aire d'effet.
**Durée :** 6s",75,50,2,4,False,False,True,False,False
57,"Vous appelez votre mascotte perroquet taciturne. Ce perroquet a été élevé par le capitaine Madison, mais heureusement, il a appris à fermer son propre bec.","Cet ancien perroquet et son maître seraient morts si Léviathan ne les avait pas épargnés. Grâce à lui, ils réapparurent à Sastasha sous forme de monstres. L'animal est cependant moins bavard sans capitaine à flagorner.",Capitaine ! Mon capitaine !,Besoin urgent,Téléporte les mascottes qui ont utilisé des PdT vers le portail central.,50,35,3,9,False,False,False,False,False
